dm_threshold,min_pts,rmin_kpc,tng_gal,sparc_gal,massmatch_pairs,massmatch_mean_abs_dlogM,un_n_tng,un_n_sparc,un_mw_p,un_cliffs_delta,un_median_tng,un_median_sparc,un_median_diff,un_median_ratio,mm_n_tng,mm_n_sparc,mm_mw_p,mm_cliffs_delta,mm_median_tng,mm_median_sparc,mm_median_diff,mm_median_ratio,mm_score
-10.4,10,0.0,11613,75,50,0.0017929036811742804,11613,75,0.43348017803916905,-0.052388415281724554,0.04694631736574748,0.05133713097104695,-0.004390813605299471,0.9144709974584323,50,50,0.5789271506797158,0.06479999999999997,0.03994840792493272,0.041244473527659184,-0.001296065602726465,0.9685760177819386,0.015381970132864159
-10.4,10,0.5,11613,71,49,0.0018276674547483738,11613,71,0.7774701181413685,0.01942577708566051,0.04694631736574748,0.047975576708940586,-0.0010292593431931035,0.978546180915397,49,49,0.4344654719925546,0.09204498125780924,0.039209540091645005,0.04264774012737323,-0.0034382000357282283,0.9193814250072905,0.0333244005955785
-10.4,10,1.0,11613,68,48,0.0018633149799008504,11613,68,0.24547966756267836,0.08155667330223237,0.0469082586092853,0.043108643374883834,0.0037996152344014628,1.088140450196009,48,48,0.1457981729748631,0.17274305555555558,0.043734059965737045,0.033554754273982995,0.01017930569175405,1.303364036244684,0.1444560205939464
-10.4,10,2.0,11522,59,45,0.0019845360135488555,11522,59,0.09327203173293214,0.12648463219956518,0.047380568935170314,0.037041079171840297,0.010339489763330018,1.2791357593919779,45,45,0.04449945564173642,0.24641975308641983,0.04890387497350954,0.031513673179889776,0.01739020179361976,1.551830365643228,0.3330721014994337
-10.4,15,0.0,5877,42,22,0.0038890972208150258,5877,42,0.3591713195438433,0.08199032548190277,0.06221515999852676,0.053624598261132264,0.008590561737394496,1.160198155621821,22,22,0.16252749146067413,0.24793388429752072,0.06981447989220292,0.04742408774909875,0.02239039214310417,1.4721312144487098,0.19563797547080192
-10.4,15,0.5,5877,38,19,0.004487221103816508,5877,38,0.1374774222436277,0.13957174713199527,0.06221515999852676,0.04907226147366095,0.01314289852486581,1.2678274473231712,19,19,0.09609232945567331,0.31855955678670367,0.06514201627689756,0.044866745455541056,0.0202752708213565,1.451899744799798,0.3240742299573823
-10.4,15,1.0,5850,35,18,0.004735542760365795,5850,35,0.012280713033220038,0.24511843711843717,0.06216732656991274,0.04527394237920329,0.016893384190709446,1.3731370254707367,18,18,0.04453171574303839,0.3950617283950617,0.0765625615129219,0.04040904059932268,0.03615352091359922,1.8946889205334216,0.5338589913299338
-10.4,15,2.0,2106,29,17,0.0050658242487854,2106,29,2.055456739802969e-06,0.5126567770245931,0.07252639343791098,0.037041079171840297,0.03548531426607068,1.9579989314417072,17,17,0.0027302006727525268,0.6055363321799307,0.09382550090319114,0.034707281730682896,0.05911821917250824,2.70333763477204,1.5524773369072338
-10.4,20,0.0,0,27,0,,0,27,,,,0.04856063072232714,,,0,0,,,,,,,
-10.4,20,0.5,0,25,0,,0,25,,,,0.047975576708940586,,,0,0,,,,,,,
-10.4,20,1.0,0,24,0,,0,24,,,,0.044320547367070875,,,0,0,,,,,,,
-10.4,20,2.0,0,20,0,,0,20,,,,0.03935020611214979,,,0,0,,,,,,,
-10.5,10,0.0,10060,69,43,0.002437210500216381,10060,69,0.7264281410294986,0.02440429884461337,0.05033590774064246,0.047975576708940586,0.0023603310317018775,1.0491985963195731,43,43,0.08104189638302188,0.2190373174689022,0.051240248596564314,0.03923906638115779,0.012001182215406525,1.3058478022598767,0.23903332289596796
