path,filename,detected_dataset_id,detection_source,status
/Users/russelllicht/bec-dark-matter/analysis/results/tng_sparc_composition_sweep/TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED/dataset_lineage.json,dataset_lineage.json,TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED,json_key,ok
/Users/russelllicht/bec-dark-matter/analysis/results/tng_sparc_composition_sweep/TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED/derivation_results_v2_1.json,derivation_results_v2_1.json,TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED,json_key,ok
/Users/russelllicht/bec-dark-matter/analysis/results/tng_sparc_composition_sweep/TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED/fairness_gap_vs_threshold.csv,fairness_gap_vs_threshold.csv,TNG_RAR_3000x50_SOFT1p5_RUN201626_VERIFIED,csv_column,ok
