# No_min[m]    No_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.130984605939525963e-13 6.145505835543266899e-05 1.704051329000649416e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.258193679538452461e-12 -3.151751475793070144e-05 -6.634839475212598887e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.219961790286235902e-12 1.726154463446060913e-04 2.747676861114742557e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 3.916909161504292686e-12 2.835150396698482155e-04 3.403697031368145402e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.382201932178117638e-15 2.683373062216857607e-04 1.083549331066799293e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.438762430455725505e-15 7.090578645372964863e-04 2.223234493532697670e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.302961856542886968e-15 1.215187432043017416e-03 2.944471788477238949e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.592162527861749358e-15 2.031506176850259894e-03 3.806831682467068378e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.339564090297987229e-14 6.938798965028586396e-02 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.363532057474613662e-14 2.368113366353751838e-03 2.612248567205359764e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.170225095738051496e-14 1.691982993714943309e-03 1.424265495933837652e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.357961274155570078e-14 1.121950750807272070e-03 7.192797826206630794e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.298241530590361534e-13 6.754289667004504272e-04 3.294124316862543419e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.290622373441387703e-13 4.315249092895555674e-04 1.598604785293775751e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.041582967480835065e-13 3.582561711579778123e-04 1.008702437404508873e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.130984605939525963e-13 2.061940193990256917e-04 4.397149873857206150e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.258193679538452461e-12 3.651081594219969810e-05 5.911125237461715965e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.219961790286235902e-12 8.818152761771761122e-05 1.079527688657879711e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 3.916909161504292686e-12 4.848034726953215785e-05 4.476212369622887421e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.382201932178117638e-15 1.545359660631234560e-04 4.776321144757741423e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.438762430455725505e-15 4.605409613774206568e-04 1.105269465731619112e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.302961856542886968e-15 7.423786022746656048e-04 1.376847656170361762e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.592162527861749358e-15 1.368143114671563094e-03 1.962336006337458624e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.339564090297987229e-14 2.368113366353751838e-03 2.612248567205359764e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.363532057474613662e-14 1.184381660275766468e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.170225095738051496e-14 3.093920901111239883e-03 1.993427667155197452e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.357961274155570078e-14 2.225470427018118140e-03 1.092049194928530927e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.298241530590361534e-13 1.397363218210282733e-03 5.216340421686335889e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.290622373441387703e-13 8.695848083586356315e-04 2.465718526622548076e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.041582967480835065e-13 5.485452770623102693e-04 1.182165241502473397e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.130984605939525963e-13 2.784584177305832338e-04 4.545188200784719824e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.258193679538452461e-12 -8.632797456515107506e-05 -1.069784963280929688e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.219961790286235902e-12 -1.608310291481386610e-04 -1.507031480604020704e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 3.916909161504292686e-12 5.170436704856280806e-04 3.653999659319630256e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.382201932178117638e-15 1.011934096464258217e-04 2.386707109647969588e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.438762430455725505e-15 2.903335688315627854e-04 5.317164674701626258e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.302961856542886968e-15 3.936593088363221095e-04 5.571394597513657822e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.592162527861749358e-15 9.041561482290948323e-04 9.896194730881595347e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.339564090297987229e-14 1.691982993714943309e-03 1.424265495933837652e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.363532057474613662e-14 3.093920901111239883e-03 1.993427667155197452e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.170225095738051496e-14 2.033882106928597278e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.357961274155570078e-14 4.001911520921943091e-03 1.498548513043245801e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.298241530590361534e-13 2.603890609703981510e-03 7.417581095186587259e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.290622373441387703e-13 1.658805534142777276e-03 3.589301818894977038e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.041582967480835065e-13 1.292558080997124013e-03 2.125684090203996263e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.130984605939525963e-13 5.979026529305288534e-04 7.447404606880256251e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.258193679538452461e-12 2.760173595538764559e-04 2.610142894299772773e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.219961790286235902e-12 2.711647687439368965e-04 1.938959310773438586e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 3.916909161504292686e-12 -4.799915900606587329e-04 -2.588557722702017273e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.382201932178117638e-15 5.043787441253244435e-05 9.060095459595615686e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.438762430455725505e-15 1.505260526218893239e-04 2.099537477406767608e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.302961856542886968e-15 2.653439783949468984e-04 2.860103369845779561e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.592162527861749358e-15 5.043252377475589653e-04 4.204018270376489765e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.339564090297987229e-14 1.121950750807272070e-03 7.192797826206630794e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.363532057474613662e-14 2.225470427018118140e-03 1.092049194928530927e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.170225095738051496e-14 4.001911520921943091e-03 1.498548513043245801e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.357961274155570078e-14 3.506449392279437638e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.298241530590361534e-13 4.746139142271960619e-03 1.029696257135978912e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.290622373441387703e-13 3.199257275097950552e-03 5.272210841458885473e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.041582967480835065e-13 1.980707314232472462e-03 2.480836028333321952e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.130984605939525963e-13 1.260206125001411609e-03 1.195487817858869239e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.258193679538452461e-12 1.031367507258302901e-03 7.427974976881980638e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.219961790286235902e-12 1.038614909934119793e-03 5.656126131594411402e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 3.916909161504292686e-12 1.296715657145617492e-05 5.325962210269957285e-06 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.382201932178117638e-15 1.984033380888785680e-06 2.711197875119422242e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.438762430455725505e-15 1.389805503087829458e-04 1.474695070449168893e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.302961856542886968e-15 1.381374496096297009e-04 1.132713743321172879e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.592162527861749358e-15 3.671688267847346616e-04 2.328391138354354850e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.339564090297987229e-14 6.754289667004504272e-04 3.294124316862543419e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.363532057474613662e-14 1.397363218210282733e-03 5.216340421686335889e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.170225095738051496e-14 2.603890609703981510e-03 7.417581095186587259e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.357961274155570078e-14 4.746139142271960619e-03 1.029696257135978912e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.298241530590361534e-13 6.058918197528335714e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.290622373441387703e-13 6.427859953707833369e-03 8.058352347289575099e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.041582967480835065e-13 4.483034985429333943e-03 4.271556215559474921e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.130984605939525963e-13 2.489404133666553269e-03 1.796533079728766238e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.258193679538452461e-12 1.268210361558647688e-03 6.948395449794670916e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.219961790286235902e-12 1.060082148714890831e-03 4.391777173779608137e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 3.916909161504292686e-12 -1.501640193776490292e-04 -4.691972449110442720e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.382201932178117638e-15 -1.737280197979286647e-05 -1.803254588326745785e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.438762430455725505e-15 3.208458724747083877e-05 2.585946847418487370e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.302961856542886968e-15 6.392528429195854065e-05 3.981588196606920403e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.592162527861749358e-15 1.706565444159663695e-04 8.220306657761146472e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.339564090297987229e-14 4.315249092895555674e-04 1.598604785293775751e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.363532057474613662e-14 8.695848083586356315e-04 2.465718526622548076e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.170225095738051496e-14 1.658805534142777276e-03 3.589301818894977038e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.357961274155570078e-14 3.199257275097950552e-03 5.272210841458885473e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.298241530590361534e-13 6.427859953707833369e-03 8.058352347289575099e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.290622373441387703e-13 1.050135203519898752e+00 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.041582967480835065e-13 8.653767009733796811e-03 6.263169024399245499e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.130984605939525963e-13 6.072340123207274100e-03 3.328670728491726297e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.258193679538452461e-12 4.054828057888490780e-03 1.687487672257886612e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.219961790286235902e-12 3.109314143322919246e-03 9.784537768987035776e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 3.916909161504292686e-12 1.069148408193598947e-03 2.537479243503783254e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.382201932178117638e-15 -4.700572195057127480e-07 -3.708276040831789363e-06 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.438762430455725505e-15 1.139964729838090344e-05 6.983107107388762278e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.302961856542886968e-15 8.881382309815796881e-05 4.204345412755773311e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.592162527861749358e-15 2.266007132435350396e-05 8.295842450962790380e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.339564090297987229e-14 3.582561711579778123e-04 1.008702437404508873e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.363532057474613662e-14 5.485452770623102693e-04 1.182165241502473397e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.170225095738051496e-14 1.292558080997124013e-03 2.125684090203996263e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.357961274155570078e-14 1.980707314232472462e-03 2.480836028333321952e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.298241530590361534e-13 4.483034985429333943e-03 4.271556215559474921e-03 9.708287439144076547e-01
