# logmstar_GL_min[m]    logmstar_GL_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.438762430455725505e-15 1.348136436011643886e-03 2.216812916888049115e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.302961856542886968e-15 2.363751821733849675e-03 3.036995515289631076e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.592162527861749358e-15 3.689080238053977969e-03 3.673727259444534848e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.339564090297987229e-14 1.308519868997415903e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.363532057474613662e-14 4.090262845523762007e-03 2.387565954483290495e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.170225095738051496e-14 2.880697987313696716e-03 1.279831659469191432e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.357961274155570078e-14 1.687842999065411074e-03 5.692025357022395884e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.298241530590361534e-13 1.131629898519334338e-03 2.894230658619429634e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.290622373441387703e-13 7.329083916531682272e-04 1.422247213745712934e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.041582967480835065e-13 3.396311384508684606e-04 4.998815958247484603e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.130984605939525963e-13 4.505669809297147975e-04 5.005413773037844247e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.258193679538452461e-12 3.267881866938768861e-04 2.737216625042112575e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.219961790286235902e-12 -2.572227718090294864e-04 -1.611659061489898338e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 3.916909161504292686e-12 -9.434546150188739735e-05 -4.383844495568131854e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.382201932178117638e-15 3.558251390445003491e-04 5.632286665129188075e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.438762430455725505e-15 7.758315429177236287e-04 9.744220685315996278e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.302961856542886968e-15 1.395671560935283703e-03 1.369651208031310609e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.592162527861749358e-15 2.578880942180338063e-03 1.961573491894436083e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.339564090297987229e-14 4.090262845523762007e-03 2.387565954483290495e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.363532057474613662e-14 2.242907473706911292e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.170225095738051496e-14 4.892281352363088420e-03 1.660164132717266774e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.357961274155570078e-14 3.500619942921644363e-03 9.017044724758354127e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.298241530590361534e-13 2.149597554925739527e-03 4.199236817422772119e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.290622373441387703e-13 1.647562586341765273e-03 2.442034528624051695e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.041582967480835065e-13 7.953199736907449547e-04 8.940998415220332424e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.130984605939525963e-13 4.199927997487911172e-04 3.563747691940269001e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.258193679538452461e-12 -3.195004194444942881e-04 -2.044083981802965132e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.219961790286235902e-12 1.507208964069872741e-05 7.213095971880114156e-06 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 3.916909161504292686e-12 -2.812330564805377311e-04 -9.981250971017722226e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.382201932178117638e-15 1.905545477295710684e-04 2.295717268088616481e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.438762430455725505e-15 4.411785903054137319e-04 4.217402653836355153e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.302961856542886968e-15 8.479212846120048235e-04 6.333346551758718690e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.592162527861749358e-15 1.383950532930125271e-03 8.012071535846132173e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.339564090297987229e-14 2.880697987313696716e-03 1.279831659469191432e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.363532057474613662e-14 4.892281352363088420e-03 1.660164132717266774e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.170225095738051496e-14 3.871769002005608917e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.357961274155570078e-14 5.813909864391736924e-03 1.139825884973737040e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.298241530590361534e-13 4.388728065169803308e-03 6.525335408856751569e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.290622373441387703e-13 2.303513371760783704e-03 2.598672654904456408e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.041582967480835065e-13 1.339796127475704774e-03 1.146393741372197898e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.130984605939525963e-13 1.115206908784421727e-03 7.202305105036050812e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.258193679538452461e-12 1.046011095253910781e-03 5.093479391419269324e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.219961790286235902e-12 1.091219967818194770e-03 3.974765452302796132e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 3.916909161504292686e-12 -1.205810121440383876e-03 -3.257230506459410390e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.382201932178117638e-15 7.026447768322892677e-05 6.425612988056688367e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.438762430455725505e-15 2.436862795890243881e-04 1.768240670284476276e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.302961856542886968e-15 5.129653170613742178e-04 2.908341345186615020e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.592162527861749358e-15 7.303643657726690457e-04 3.209545127386638844e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.339564090297987229e-14 1.687842999065411074e-03 5.692025357022395884e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.363532057474613662e-14 3.500619942921644363e-03 9.017044724758354127e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.170225095738051496e-14 5.813909864391736924e-03 1.139825884973737040e-02 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.357961274155570078e-14 6.719703637803379204e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.298241530590361534e-13 6.984683213295699890e-03 7.882982111184646742e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.290622373441387703e-13 4.915750432769267451e-03 4.209498163731408525e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.041582967480835065e-13 2.668354302906262090e-03 1.733078530302414053e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.130984605939525963e-13 1.823450691243296657e-03 8.939016668833543169e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.258193679538452461e-12 3.867566505986856922e-04 1.429538025563763617e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.219961790286235902e-12 5.309186798401103287e-04 1.467935141228387727e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 3.916909161504292686e-12 5.845382770447656072e-04 1.198566633225965020e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.382201932178117638e-15 1.969056351716767493e-05 1.365623037483832281e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.438762430455725505e-15 1.311082525112695495e-04 7.214965746165458247e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.302961856542886968e-15 2.512608329047414909e-04 1.080378957815816355e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.592162527861749358e-15 3.798078477234428387e-04 1.265790381970375612e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.339564090297987229e-14 1.131629898519334338e-03 2.894230658619429634e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.363532057474613662e-14 2.149597554925739527e-03 4.199236817422772119e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.170225095738051496e-14 4.388728065169803308e-03 6.525335408856751569e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.357961274155570078e-14 6.984683213295699890e-03 7.882982111184646742e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.298241530590361534e-13 1.168321115045550362e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.290622373441387703e-13 8.751020898103518617e-03 5.683202962768549825e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.041582967480835065e-13 5.488685098682610786e-03 2.703566207032851061e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.130984605939525963e-13 3.859610456479695053e-03 1.434938025707847929e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.258193679538452461e-12 2.035705668716540108e-03 5.706461012753960126e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.219961790286235902e-12 1.373154865915655713e-03 2.879335876443779108e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 3.916909161504292686e-12 2.913469964885260794e-03 4.530579132365457210e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.382201932178117638e-15 2.528828118651626990e-05 1.330726091443542908e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.438762430455725505e-15 6.373989209660971245e-05 2.661412789558968597e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.302961856542886968e-15 1.985680191694649929e-04 6.478243923571877245e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.592162527861749358e-15 3.260616603749752376e-04 8.245068422849608772e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.339564090297987229e-14 7.329083916531682272e-04 1.422247213745712934e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.363532057474613662e-14 1.647562586341765273e-03 2.442034528624051695e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.170225095738051496e-14 2.303513371760783704e-03 2.598672654904456408e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.357961274155570078e-14 4.915750432769267451e-03 4.209498163731408525e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.298241530590361534e-13 8.751020898103518617e-03 5.683202962768549825e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.290622373441387703e-13 2.029405737375333807e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.041582967480835065e-13 1.256057621879898799e-02 4.694344187590618854e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.130984605939525963e-13 8.213601734713872268e-03 2.316967712706302900e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.258193679538452461e-12 6.121424686392232424e-03 1.301970217959349087e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.219961790286235902e-12 3.070088108153815228e-03 4.884502303545009642e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 3.916909161504292686e-12 1.461838866202951840e-03 1.724802410143429525e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.382201932178117638e-15 -1.538908974208084339e-05 -6.142095176771291917e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.438762430455725505e-15 2.192444327455709416e-05 6.943264970211427409e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 4.302961856542886968e-15 2.083376044065420756e-04 5.155252105839114958e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 7.592162527861749358e-15 3.319344431664296435e-04 6.366212001657985163e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.339564090297987229e-14 3.396311384508684606e-04 4.998815958247484603e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.363532057474613662e-14 7.953199736907449547e-04 8.940998415220332424e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 4.170225095738051496e-14 1.339796127475704774e-03 1.146393741372197898e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 7.357961274155570078e-14 2.668354302906262090e-03 1.733078530302414053e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.298241530590361534e-13 5.488685098682610786e-03 2.703566207032851061e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.290622373441387703e-13 1.256057621879898799e-02 4.694344187590618854e-03 9.708287439144076547e-01
