# n_2dphot_min[m]    n_2dphot_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 1.258193679538452461e-12 7.630100814716296066e-03 8.049913890942054411e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 2.219961790286235902e-12 1.061495732378856597e-05 8.461080542379814563e-07 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 3.916909161504292686e-12 -9.550818178921927602e-04 -5.767952083862700277e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.382201932178117638e-15 -7.244743985700468147e-07 -1.473263995772360731e-06 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.438762430455725505e-15 2.468452279683608624e-04 3.873621953950187775e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.302961856542886968e-15 2.686289235022140762e-04 3.244152877062790922e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.592162527861749358e-15 -2.236982375196341270e-05 -2.079370720058464536e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.339564090297987229e-14 1.650018708213309940e-04 1.177492242563102452e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.363532057474613662e-14 -1.596984388281784677e-04 -8.711315243063808954e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.170225095738051496e-14 7.870826644803645411e-04 3.271920468881726733e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.357961274155570078e-14 3.903813574822692384e-04 1.235741367232731853e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.298241530590361534e-13 1.916597249659330454e-03 4.616986928741548301e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.290622373441387703e-13 2.554173436085649656e-03 4.672522598327860698e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.041582967480835065e-13 7.925008229686008807e-03 1.099803519789058692e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.130984605939525963e-13 9.492960461701393626e+00 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.258193679538452461e-12 9.268057302282015075e-03 7.422199327967308243e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.219961790286235902e-12 -2.866007006537982238e-03 -1.734074568735840378e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 3.916909161504292686e-12 4.586379344125892515e-03 2.102490218255845516e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.382201932178117638e-15 -1.549632286808041515e-04 -2.395696310811339070e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.438762430455725505e-15 -8.834042994231883249e-05 -1.053895575997466661e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.302961856542886968e-15 -2.091657359227391236e-04 -1.920368873607014950e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.592162527861749358e-15 6.121079829259429218e-05 4.325566375285815589e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.339564090297987229e-14 5.176647848707268242e-05 2.808428578516113805e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.363532057474613662e-14 -2.159019681808777599e-04 -8.953343281826625134e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.170225095738051496e-14 3.057242281818758488e-05 9.661795120227066299e-06 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.357961274155570078e-14 8.030845487376038830e-04 1.932615065388192360e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.298241530590361534e-13 -1.006002653536577050e-03 -1.842351472812089712e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.290622373441387703e-13 2.943900066822023771e-03 4.094205763060193115e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.041582967480835065e-13 7.630100814716296066e-03 8.049913890942054411e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.130984605939525963e-13 9.268057302282015075e-03 7.422199327967308243e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.258193679538452461e-12 1.642519452490219933e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.219961790286235902e-12 2.877085181399799407e-02 1.323392949796419089e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 3.916909161504292686e-12 1.823734120514233087e-02 6.355812982613615438e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.382201932178117638e-15 -1.740674064087230393e-05 -2.033139529533234803e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.438762430455725505e-15 2.923660505046902320e-04 2.635188169065962082e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.302961856542886968e-15 -2.646845744064903107e-04 -1.835985999081438179e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.592162527861749358e-15 5.928874287004942158e-04 3.165437894555549864e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.339564090297987229e-14 1.717660156134834964e-04 7.040420863343482729e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.363532057474613662e-14 -2.397891896202668260e-04 -7.512852335104167870e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.170225095738051496e-14 1.075848824107513259e-03 2.568773630457883922e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.357961274155570078e-14 4.412198882267806110e-04 8.022057838616238382e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.298241530590361534e-13 1.179949231842022375e-03 1.632613185340845742e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.290622373441387703e-13 3.944419960336894865e-04 4.144540308775290083e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.041582967480835065e-13 1.061495732378856597e-05 8.461080542379814563e-07 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.130984605939525963e-13 -2.866007006537982238e-03 -1.734074568735840378e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.258193679538452461e-12 2.877085181399799407e-02 1.323392949796419089e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.219961790286235902e-12 2.877512940356903570e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 3.916909161504292686e-12 1.328137790072394901e-02 3.497029842884976790e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.382201932178117638e-15 -2.576317207346199081e-04 -2.279935442232151150e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.438762430455725505e-15 -1.322865975750764313e-04 -9.033873966302806641e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.302961856542886968e-15 -3.291138705358262776e-04 -1.729658674193067062e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.592162527861749358e-15 6.305383430283320167e-04 2.550624613104720455e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.339564090297987229e-14 -5.174609223609441012e-04 -1.606987237757291815e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.363532057474613662e-14 2.214739392789445357e-03 5.257404264560186285e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.170225095738051496e-14 2.581451604416643919e-04 4.669948188200564716e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.357961274155570078e-14 -6.869420085507850363e-04 -9.462900508997243443e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.298241530590361534e-13 5.405446840415470454e-04 5.666632762504986105e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.290622373441387703e-13 -6.552678321792832329e-04 -5.216576232037791058e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.041582967480835065e-13 -9.550818178921927602e-04 -5.767952083862700277e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.130984605939525963e-13 4.586379344125892515e-03 2.102490218255845516e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.258193679538452461e-12 1.823734120514233087e-02 6.355812982613615438e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.219961790286235902e-12 1.328137790072394901e-02 3.497029842884976790e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 3.916909161504292686e-12 5.012683748510335846e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 1.382201932178117638e-15 1.164754932524803086e-03 4.917479943203330317e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 2.438762430455725505e-15 1.196231457906282844e-03 3.891548291828807876e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 4.302961856542886968e-15 8.033196511204906791e-04 2.017183308609286213e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 7.592162527861749358e-15 5.268762310169809509e-04 1.021048697396685981e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 1.339564090297987229e-14 3.378312614842114790e-04 5.033803844232566556e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 2.363532057474613662e-14 1.787115146735546059e-04 2.040613579008228665e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 4.170225095738051496e-14 1.161217572292658716e-04 1.012881729783791972e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 7.357961274155570078e-14 4.749187581182019187e-05 3.159185503312383642e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 1.298241530590361534e-13 1.303550412864413013e-06 6.599287107287254703e-06 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 2.290622373441387703e-13 9.216077966421852032e-05 3.549139093741221149e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 4.041582967480835065e-13 -1.731639967393475751e-05 -5.082360413372431350e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 7.130984605939525963e-13 2.914771305136424498e-05 6.493641114160326891e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 1.258193679538452461e-12 -1.158623870126277789e-04 -1.964767553909266837e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 2.219961790286235902e-12 7.184978036837981572e-05 9.253544527634224067e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.382201932178117638e-15 3.916909161504292686e-12 1.591944624039039386e-04 1.549023120080841658e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 1.382201932178117638e-15 1.013683456710897431e-03 3.302519290006768887e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 2.438762430455725505e-15 1.497197909640357854e-03 3.758559089527443303e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 4.302961856542886968e-15 1.608148632913392268e-03 3.116148357643424086e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 7.592162527861749358e-15 1.163011673345346313e-03 1.739229479292709463e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 1.339564090297987229e-14 7.460205959892024508e-04 8.577924826201545339e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 2.363532057474613662e-14 4.348336465055379903e-04 3.831478061934375304e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 4.170225095738051496e-14 1.394085457402698873e-04 9.383600294346787149e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 7.357961274155570078e-14 9.792457697075567045e-05 5.026694292687215564e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 1.298241530590361534e-13 4.656030288155322026e-05 1.818946617431124724e-04 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 2.290622373441387703e-13 1.444036507527507172e-05 4.291311278729707384e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 4.041582967480835065e-13 7.023772869611531505e-05 1.590791577354606109e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 7.130984605939525963e-13 7.137815488505464478e-05 1.227111651433310691e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 1.258193679538452461e-12 -4.817694712081694225e-05 -6.304388196546351097e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 2.219961790286235902e-12 -4.919401969289267885e-05 -4.889111592385213847e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.438762430455725505e-15 3.916909161504292686e-12 -4.209658480177368888e-05 -3.160907393776610837e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 1.382201932178117638e-15 6.191438029666583923e-04 1.552353327176132607e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 2.438762430455725505e-15 1.358868959005669853e-03 2.625280970560528102e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 4.302961856542886968e-15 2.042489808963646701e-03 3.045845574411266618e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 7.592162527861749358e-15 1.945280748605939794e-03 2.238778591200932255e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 1.339564090297987229e-14 1.383846174074995945e-03 1.224546490696228757e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 2.363532057474613662e-14 8.539211747668855323e-04 5.790512813306381706e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 4.170225095738051496e-14 5.017454435559777015e-04 2.599079614618329120e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 7.357961274155570078e-14 3.282648345502521331e-04 1.296794539581525496e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 1.298241530590361534e-13 1.280162606720403246e-04 3.848799933853907910e-04 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 2.290622373441387703e-13 2.949416773753808339e-06 6.745342918658105285e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 4.041582967480835065e-13 3.850191684502540654e-05 6.710906958525775993e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 7.130984605939525963e-13 1.961352398154996238e-05 2.594958612153681863e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 1.258193679538452461e-12 -1.418343638588729337e-04 -1.428371507717830400e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 2.219961790286235902e-12 -1.339184211272034363e-04 -1.024268937018805509e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.302961856542886968e-15 3.916909161504292686e-12 2.305406809105556938e-04 1.332197217422392019e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 1.382201932178117638e-15 3.285126808082955777e-04 6.339748165082372336e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 2.438762430455725505e-15 9.127599378833818177e-04 1.357299235959992176e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 4.302961856542886968e-15 1.769182984609027776e-03 2.030680311663477303e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 7.592162527861749358e-15 2.349581987318304262e-03 2.081326828893352576e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 1.339564090297987229e-14 2.122389968120909094e-03 1.445551160965915204e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 2.363532057474613662e-14 1.525942950847971507e-03 7.964497189000616442e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 4.170225095738051496e-14 9.244168501964058517e-04 3.685741060156501499e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 7.357961274155570078e-14 5.138851016861330960e-04 1.562549055923741432e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 1.298241530590361534e-13 4.102300111292971172e-04 9.493108613929696245e-04 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 2.290622373441387703e-13 1.932652608149365700e-04 3.402064212569015558e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 4.041582967480835065e-13 1.506183315570418181e-04 2.020679895197666643e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 7.130984605939525963e-13 3.616639061460265097e-04 3.682992167744561789e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 1.258193679538452461e-12 -4.348925966218776442e-05 -3.371029475503968553e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 2.219961790286235902e-12 -4.027893633504787420e-04 -2.371223536261576371e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 7.592162527861749358e-15 3.916909161504292686e-12 1.750832660673282267e-03 7.787291146797728708e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 1.382201932178117638e-15 1.921878370055546501e-04 2.847381058956439948e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 2.438762430455725505e-15 5.260043111308506303e-04 6.004932949695751879e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 4.302961856542886968e-15 1.133226421947929703e-03 9.985856493460334646e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 7.592162527861749358e-15 1.988138444921509328e-03 1.352060502836107542e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 1.339564090297987229e-14 2.560997856198667273e-03 1.339113295223016108e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 2.363532057474613662e-14 2.271866897411944225e-03 9.103382143052321865e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 4.170225095738051496e-14 1.740326771676506705e-03 5.327060057323198920e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 7.357961274155570078e-14 1.241452222256238681e-03 2.897993909375922838e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 1.298241530590361534e-13 6.366338759112525475e-04 1.131020793793819463e-03 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 2.290622373441387703e-13 4.978893737275868038e-04 6.728548559876918259e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 4.041582967480835065e-13 2.319290795956029713e-04 2.388772093544021919e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 7.130984605939525963e-13 9.054965800808531897e-05 7.079168757806365180e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 1.258193679538452461e-12 5.033931108494817033e-04 2.995626249423000197e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 2.219961790286235902e-12 4.791981564163160043e-04 2.165755702222744745e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 1.339564090297987229e-14 3.916909161504292686e-12 2.627093723991259355e-04 8.970510604098292935e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 1.382201932178117638e-15 8.415304402457316358e-05 9.530230312089317058e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 2.438762430455725505e-15 3.585898901816298844e-04 3.129181639460375253e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 4.302961856542886968e-15 5.146348191375487314e-04 3.466423883576110008e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 7.592162527861749358e-15 1.351764108103723763e-03 7.026908313125319189e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 1.339564090297987229e-14 2.296352541205055799e-03 9.178263948407943199e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 2.363532057474613662e-14 3.061072545050595988e-03 9.375779516454220419e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 4.170225095738051496e-14 2.459444645961039733e-03 5.754501634395832281e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 7.357961274155570078e-14 1.868249614979173049e-03 3.333621073656873723e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 1.298241530590361534e-13 1.212922789448722064e-03 1.647129990108721570e-03 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 2.290622373441387703e-13 8.678126062575185033e-04 8.964547269334577437e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 4.041582967480835065e-13 5.322189418179816686e-04 4.190093486536497600e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 7.130984605939525963e-13 5.546120061365059171e-04 3.314351698764466097e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 1.258193679538452461e-12 -5.945956892078195944e-05 -2.704680620702580585e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 2.219961790286235902e-12 1.005042204805726026e-03 3.472102206143791729e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 2.363532057474613662e-14 3.916909161504292686e-12 5.809904655719526053e-04 1.516437360744422272e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 1.382201932178117638e-15 -6.551083606831643080e-06 -5.653872884053051033e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 2.438762430455725505e-15 3.170515547969443310e-04 2.108443420547210546e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 4.302961856542886968e-15 2.641220609020593184e-04 1.355771534326317323e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 7.592162527861749358e-15 7.745801885039440898e-04 3.068520950096647118e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 1.339564090297987229e-14 1.515282006144202291e-03 4.615457733775234911e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 2.363532057474613662e-14 2.907688680886482031e-03 6.787049261855569206e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 4.170225095738051496e-14 3.566819017634172487e-03 6.359911476950405596e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 7.357961274155570078e-14 2.875731413191480890e-03 3.910470237844648582e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 1.298241530590361534e-13 2.214539686447454612e-03 2.291804238082555557e-03 9.708287439144077657e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 2.290622373441387703e-13 1.177394657120022685e-03 9.268806156010961838e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.000000000000000000e+00 4.170225095738051496e-14 4.041582967480835065e-13 1.209244124985591482e-03 7.255155140969391002e-04 9.708287439144076547e-01
