# No_min[m]    No_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.438762430455725505e-15 3.226471492605679624e-03 1.118498270578865798e-02 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.302961856542886968e-15 3.790688053638998634e-01 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.592162527861749358e-15 3.031226462347779566e-03 6.072273787113228322e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.339564090297987229e-14 2.936650058418116983e-03 4.453111497641884346e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.363532057474613662e-14 5.914462850306806191e-04 6.769184057373588441e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.170225095738051496e-14 -3.640108145011407476e-04 -3.144147957239757534e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.357961274155570078e-14 -2.099777891121141007e-03 -1.367365180416839614e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.298241530590361534e-13 -1.944741656300106973e-03 -9.536513235844183960e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.290622373441387703e-13 9.118285645244514348e-04 3.364926518076896125e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.041582967480835065e-13 -1.911011050864689850e-03 -5.312924086687603395e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.130984605939525963e-13 -5.045870981608031013e-03 -1.059210982895610271e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.258193679538452461e-12 5.801715005672908364e-04 9.132172604408718528e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.219961790286235902e-12 -5.800287379931854531e-03 -6.870978100882293646e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 3.916909161504292686e-12 -2.740802169166793503e-03 -2.432069166186317881e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.382201932178117638e-15 9.006063902907484806e-04 3.095666387861996816e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.438762430455725505e-15 3.285128970670735202e-03 8.647905129489191073e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.302961856542886968e-15 3.031226462347779566e-03 6.072273787113228322e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.592162527861749358e-15 6.573793097260199891e-01 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.339564090297987229e-14 5.126409869254759926e-04 5.903039721462185899e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.363532057474613662e-14 2.026897986394590734e-04 1.761586257766861285e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.170225095738051496e-14 -4.386751865982880063e-04 -2.877284232028759622e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.357961274155570078e-14 1.120271306504364500e-04 5.539688925948455358e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.298241530590361534e-13 -2.999331855594707325e-04 -1.116871546387453342e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.290622373441387703e-13 -4.533625493210440699e-03 -1.270454281484833994e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.041582967480835065e-13 9.226125693414168483e-04 1.947783967908114954e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.130984605939525963e-13 -1.949883420616318379e-04 -3.108178756645966221e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.258193679538452461e-12 5.929409147794191016e-03 7.087289071139198354e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.219961790286235902e-12 -1.262820985836999622e-02 -1.135956892639940511e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 3.916909161504292686e-12 -3.059175200626276358e-03 -2.061358793184555639e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.382201932178117638e-15 1.090667360496524503e-04 2.837852733185180945e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.438762430455725505e-15 2.225073877291578080e-03 4.433853485586213353e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.302961856542886968e-15 2.936650058418116983e-03 4.453111497641884346e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.592162527861749358e-15 5.126409869254759926e-04 5.903039721462185899e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.339564090297987229e-14 1.147253021369509796e+00 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.363532057474613662e-14 -3.145930929363294779e-04 -2.069662906617454287e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.170225095738051496e-14 9.810744357479897395e-04 4.871021718353808305e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.357961274155570078e-14 1.756988008062754366e-03 6.576720317963796443e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.298241530590361534e-13 8.220701099920779947e-04 2.317213099882945273e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.290622373441387703e-13 -8.729009724528025496e-04 -1.851640994073891987e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.041582967480835065e-13 -5.878570098616311577e-04 -9.394453726992105117e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.130984605939525963e-13 5.956138633518371153e-03 7.186882581307181767e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.258193679538452461e-12 2.654549687256371575e-03 2.401806395845542850e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.219961790286235902e-12 -3.968018639257470115e-03 -2.701918062196369784e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 3.916909161504292686e-12 1.087234442746800624e-02 5.545629518673816623e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.382201932178117638e-15 7.328390544859226044e-04 1.439182225701254132e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.438762430455725505e-15 1.325249891684571581e-03 1.993169915154508094e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.302961856542886968e-15 5.914462850306806191e-04 6.769184057373588441e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.592162527861749358e-15 2.026897986394590734e-04 1.761586257766861285e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.339564090297987229e-14 -3.145930929363294779e-04 -2.069662906617454287e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.363532057474613662e-14 2.013909377183491500e+00 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.170225095738051496e-14 5.003961015224645675e-03 1.875174408120958754e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.357961274155570078e-14 1.423642187351481471e-03 4.022083368300895180e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.298241530590361534e-13 1.148701116545493978e-03 2.443845821518188265e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.290622373441387703e-13 -3.079994173386378566e-03 -4.931185588704056462e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.041582967480835065e-13 -8.675738221083164475e-03 -1.046443808246577505e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.130984605939525963e-13 1.292587905043572193e-03 1.177187068210350782e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.258193679538452461e-12 1.384234580511424333e-03 9.452930735005790944e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.219961790286235902e-12 2.693737774331038393e-03 1.384405864964166003e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 3.916909161504292686e-12 -3.861469479469870070e-02 -1.486585526888819370e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.382201932178117638e-15 1.887325629856590901e-04 2.797188231846454293e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.438762430455725505e-15 1.787485994326559952e-04 2.028882365126733779e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.302961856542886968e-15 -3.640108145011407476e-04 -3.144147957239757534e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.592162527861749358e-15 -4.386751865982880063e-04 -2.877284232028759622e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.339564090297987229e-14 9.810744357479897395e-04 4.871021718353808305e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.363532057474613662e-14 5.003961015224645675e-03 1.875174408120958754e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.170225095738051496e-14 3.535937471892930173e+00 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.357961274155570078e-14 3.626970484404090818e-03 7.733247578861924274e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.298241530590361534e-13 -1.611685857473493322e-04 -2.587705381703937649e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.290622373441387703e-13 6.709919694750904329e-03 8.107490513567067961e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.041582967480835065e-13 6.812178388874033999e-03 6.201020389347062416e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.130984605939525963e-13 1.603767463032362839e-02 1.102286445006845240e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.258193679538452461e-12 1.316386113495846694e-02 6.784342228493608212e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.219961790286235902e-12 -1.091798497805082993e-02 -4.234657402504438269e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 3.916909161504292686e-12 2.760647708432492284e-02 8.020768035139651990e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.382201932178117638e-15 9.744877773341699423e-05 1.088864203231146120e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.438762430455725505e-15 4.897975986092536777e-04 4.191344328965920427e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.302961856542886968e-15 -2.099777891121141007e-03 -1.367365180416839614e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.592162527861749358e-15 1.120271306504364500e-04 5.539688925948455358e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.339564090297987229e-14 1.756988008062754366e-03 6.576720317963796443e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.363532057474613662e-14 1.423642187351481471e-03 4.022083368300895180e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.170225095738051496e-14 3.626970484404090818e-03 7.733247578861924274e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.357961274155570078e-14 6.220991926190701626e+00 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.298241530590361534e-13 -6.978008889692072138e-04 -8.446726298075337412e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.290622373441387703e-13 4.359292462428653384e-03 3.971070548617200435e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.041582967480835065e-13 1.456128123483470434e-02 9.993076369440888947e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.130984605939525963e-13 9.339362243730510091e-03 4.839413799599689178e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.258193679538452461e-12 4.137703638926788600e-03 1.607704790061222500e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.219961790286235902e-12 3.437199603846465001e-02 1.005085506197694618e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 3.916909161504292686e-12 -4.180621810074525158e-02 -9.157318482903489126e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.382201932178117638e-15 7.972679595799408384e-04 6.708388047100891354e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.438762430455725505e-15 9.524559307336753324e-06 6.137593492057971793e-06 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.302961856542886968e-15 -1.944741656300106973e-03 -9.536513235844183960e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.592162527861749358e-15 -2.999331855594707325e-04 -1.116871546387453342e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.339564090297987229e-14 8.220701099920779947e-04 2.317213099882945273e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.363532057474613662e-14 1.148701116545493978e-03 2.443845821518188265e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.170225095738051496e-14 -1.611685857473493322e-04 -2.587705381703937649e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.357961274155570078e-14 -6.978008889692072138e-04 -8.446726298075337412e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.298241530590361534e-13 1.097050337586783719e+01 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.290622373441387703e-13 6.260770145792459405e-03 4.294730306297837971e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.041582967480835065e-13 -1.138094832925873106e-03 -5.881588135358140345e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.130984605939525963e-13 -5.050855963659670218e-03 -1.970865843329961504e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.258193679538452461e-12 -1.221338519568717328e-02 -3.573547177781288657e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.219961790286235902e-12 1.502809911061867530e-02 3.309168251166327347e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 3.916909161504292686e-12 1.510691978885260467e-02 2.491838555915357059e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.382201932178117638e-15 4.143764125250320291e-04 2.623877673518475845e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.438762430455725505e-15 -5.631333210255095917e-05 -2.730858191054117313e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.302961856542886968e-15 9.118285645244514348e-04 3.364926518076896125e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.592162527861749358e-15 -4.533625493210440699e-03 -1.270454281484833994e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.339564090297987229e-14 -8.729009724528025496e-04 -1.851640994073891987e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.363532057474613662e-14 -3.079994173386378566e-03 -4.931185588704056462e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.170225095738051496e-14 6.709919694750904329e-03 8.107490513567067961e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.357961274155570078e-14 4.359292462428653384e-03 3.971070548617200435e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.298241530590361534e-13 6.260770145792459405e-03 4.294730306297837971e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.290622373441387703e-13 1.937122877175599811e+01 1.000000000000000000e+00 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.041582967480835065e-13 3.215457208209375473e-02 1.250528473291721235e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.130984605939525963e-13 1.706778054798464492e-02 5.011916442509584688e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.258193679538452461e-12 -4.965977923713237735e-02 -1.093460105965632411e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.219961790286235902e-12 -9.904255003408061857e-04 -1.641237020552116751e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 3.916909161504292686e-12 -4.258557390124976388e-02 -5.286170600884437668e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.382201932178117638e-15 1.700621854203872817e-03 8.112679782934312462e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.438762430455725505e-15 9.672629483141937561e-04 3.533788031318497113e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.302961856542886968e-15 -1.911011050864689850e-03 -5.312924086687603395e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.592162527861749358e-15 9.226125693414168483e-04 1.947783967908114954e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.339564090297987229e-14 -5.878570098616311577e-04 -9.394453726992105117e-05 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.363532057474613662e-14 -8.675738221083164475e-03 -1.046443808246577505e-03 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.170225095738051496e-14 6.812178388874033999e-03 6.201020389347062416e-04 9.712109791184360130e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.357961274155570078e-14 1.456128123483470434e-02 9.993076369440888947e-04 9.712109791184360130e-01
