  609649
       0.00      0.00
       0.09     14.98
       0.19     27.15
       0.30     31.98
       0.42     31.67
       0.56     43.39
       0.70     65.68
       0.86     66.91
       1.04     68.63
       1.23     74.52
       1.45     80.90
       1.68     93.01
       1.94     99.80
       2.23    102.19
       2.54    100.78
       2.89    106.38
