!# Results of ROTMAS saved at 12-Oct-2007 (14:07:08)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 73.5568
!# Red. Chi-square (N=123,n=3) : 0.612973
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     5.889000    13.020900     1.027010     1.000000 
!# Parameter error :     0.319936     1.131857     0.021085     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
   0.2095   -0.9921   19.8298         0      17.2     5.698   3.21496   20.0642         0         0   
    0.419    -2.426   36.3799         0     37.45     6.548   6.42263   36.8627         0         0   
   0.6285    -3.697     49.81         0     57.01      5.03   9.61579   50.5947         0         0   
   0.8381    -4.277   60.2518         0     70.58     4.519    12.789   61.4454         0         0   
    1.048    -5.684   68.1906         0     77.05     2.833   15.9384   69.7974         0         0   
    1.257    -7.711   75.5745         0     79.73     2.831   19.0399   77.5536         0         0   
    1.467    -8.554   82.3323         0     84.06     2.885   22.1158   84.8206         0         0   
    1.676    -7.516   88.5581         0     90.57     3.713   25.1314   91.7476         0         0   
    1.886      -6.2   94.7326         0     98.39     4.628   28.1107   98.6207         0         0   
    2.095    -4.597   100.701         0     104.7      5.61   31.0211   105.271         0         0   
    2.305    -1.374   105.024         0     109.2     5.778   33.8867   110.347         0         0   
    2.514     5.588   108.491         0       113     4.854   36.6773   114.659         0         0   
    2.724     6.947   111.454         0     115.6     4.194    39.417   118.423         0         0   
    2.933     9.284   113.825         0     118.8      3.58   42.0777   121.708         0         0   
    3.143     10.98   115.802         0     122.4     3.084   44.6834   124.608         0         0   
    3.352      13.2   117.228         0     125.1     3.405   47.2084   127.064         0         0   
    3.562     15.04    118.19         0     125.9       4.2   49.6761   129.084         0         0   
    3.771     15.66   118.519         0     125.8     3.966   52.0631   130.394         0         0   
    3.981     16.17   118.486         0     126.5     2.969   54.3923   131.374         0         0   
     4.19      16.9    117.97         0     127.4     2.821    56.642    131.95         0         0   
      4.4     17.53   117.188         0     129.2     2.837   58.8347   132.295         0         0   
    4.609     18.49   115.989         0     130.9     2.842   60.9503   132.327         0         0   
    4.819     19.86   114.651         0     132.4     3.002   63.0104   132.324         0         0   
    5.028     21.56   113.384         0     133.7     3.244   64.9967   132.459         0         0   
