!# Results of ROTMAS saved at 12-May-2008 (13:05:40)
!# User velocity         : Vu=V200*SQRT(((LN(1+C*R*0.75/V200))-(C*R*0.75/V200)/(1+C*R*0.75/V200))/((0.75*R/V200)*(LN(1+C)-(C/(1+C)))))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 544.437
!# Red. Chi-square (N=100,n=2) : 5.555482
!# Parameter name  :            C        V200          MD          MG
!# Parameter value :     8.935320   128.410004     0.710000     1.000000 
!# Parameter error :     1.963760    16.376940     0.000000     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
   0.3117     -5.11   69.9815         0     19.38     3.557   28.9774   75.5711         0         0   
   0.6233    -4.322   112.305         0     34.68     5.396   40.5447   119.321         0         0   
    0.935    -6.483   131.413         0     87.05     18.59   49.1418   140.151         0         0   
    1.247    -8.805   147.445         0     142.3     19.34    56.169   157.536         0         0   
    1.558    -10.91   159.885         0     172.9     11.21   62.1502   171.193         0         0   
     1.87    -12.36    169.58         0       185     15.62   67.4096   182.067         0         0   
    2.182     -13.1   176.158         0     199.4     11.86   72.0989    189.89         0         0   
    2.493    -13.38   181.739         0       209      11.2   76.3192   196.658         0         0   
    2.805    -13.45   186.851         0     217.5     8.091   80.1775   202.881         0         0   
    3.117    -13.38   191.577         0     223.5     6.489   83.7186   208.642         0         0   
    3.428    -13.78   195.086         0     224.6     9.461   86.9776   213.152         0         0   
     3.74    -14.98   197.316         0     222.2     10.02   90.0107   216.359         0         0   
    4.051    -16.18   199.335         0     220.9     6.432   92.8268   219.293         0         0   
    4.363    -15.65   200.815         0     222.2     5.241   95.4674   221.801         0         0   
    4.675    -12.35   202.223         0     224.8     4.904   97.9424   224.353         0         0   
    4.986      -4.3   203.442         0     228.2     4.521   100.261   226.765         0         0   
    5.298     10.81   205.386         0     231.1     3.992   102.452   229.775         0         0   
     5.61     14.85   204.876         0       232     4.031    104.52   230.476         0         0   
    5.921      17.5   204.851         0     232.8     4.045   106.469    231.53         0         0   
    6.233     20.51   204.736         0     233.4     3.923   108.321   232.532         0         0   
    6.545     23.87   202.762         0     233.4     4.238   110.077   231.946         0         0   
    6.856     26.16   200.611         0     232.7     6.663    111.74   231.116         0         0   
    7.168      26.8   198.335         0     231.1     9.984   113.326   229.995         0         0   
     7.48     26.85   195.413         0     231.1     10.39   114.836   228.243         0         0   
    7.791     27.06   193.348         0       231     8.394   116.271   227.232         0         0   
    8.103     27.44   191.404         0     230.3      8.13   117.643   226.337         0         0   
    8.415     27.85   188.756         0     230.1     7.019   118.953   224.843         0         0   
    8.726     28.35   186.791         0     229.8     7.029   120.201   223.926         0         0   
    9.038     29.36   185.021         0     230.2     6.995   121.399   223.231         0         0   
     9.35     30.77   182.819         0     231.2     7.601   122.544   222.231         0         0   
    9.661     32.77   181.268         0     231.4     8.102   123.638   221.851         0         0   
    9.973     35.17   179.881         0     231.1     8.293   124.688   221.679         0         0   
    10.28     37.29   177.768         0     230.1     8.933    125.68   220.879         0         0   
     10.6      39.1   176.257         0     229.4     10.01   126.671   220.547         0         0   
    10.91     40.43   174.733         0       228     12.56   127.593   220.105         0         0   
    11.22     41.46   172.709         0     227.8     12.06   128.477   219.212         0         0   
    11.53     42.47   171.301         0     227.8     10.66   129.327     218.8         0         0   
    11.84     43.49   169.821         0     227.6     9.462   130.144    218.33         0         0   
    12.15     44.75   167.953         0     226.8     9.481    130.93   217.609         0         0   
    12.47     46.02   166.584         0     224.9     11.83   131.709   217.291         0         0   
    12.78     47.19   165.137         0     224.8      11.8   132.435   216.878         0         0   
