!# Results of ROTMAS saved at 12-May-2008 (15:08:15)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 19.8358
!# Red. Chi-square (N=42,n=2) : 0.495896
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     5.094990    35.540100     0.710000     1.000000 
!# Parameter error :     2.545320     3.146977     0.000000     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
  0.06049    -1.262   8.25536         0     10.63     4.106   1.53413   8.30132         0         0   
    0.121    -1.808   12.9436         0     17.01     3.336   3.06837   13.1789         0         0   
   0.1815    -1.675   15.1437         0     20.26     4.257   4.60158   15.7385         0         0   
   0.2419   -0.8314   18.6484         0     23.83     4.267    6.1311   19.6128         0         0   
   0.3024     1.732   22.0169         0     25.39     3.855    7.6616   23.3761         0         0   
   0.3629     2.512   24.4427         0     26.24     2.762   9.19016   26.2339         0         0   
   0.4234     2.956    26.767         0     27.66     2.116   10.7164   28.9837         0         0   
   0.4839     2.714   28.7149         0     29.72     2.662     12.24   31.3325         0         0   
   0.5444      2.18   29.9739         0     31.21     2.275   13.7605   33.0536         0         0   
   0.6049     1.681    31.179         0     34.72     1.771   15.2775   34.7615         0         0   
   0.6653     2.042   32.5356         0     37.38      1.42   16.7883   36.6686         0         0   
   0.7258     2.762   33.9482         0      39.5     1.951   18.2975    38.664         0         0   
   0.7863     3.685   35.2597         0      42.2     2.293   19.8021   40.6073         0         0   
   0.8468     4.156   36.1768         0     44.06     2.756   21.3019   42.1877         0         0   
   0.9073     3.955   37.1415         0     46.92     3.555   22.7965   43.7585         0         0   
   0.9678     4.153   38.0789         0      48.6     4.455   24.2856   45.3546         0         0   
    1.028     4.518   38.9926         0     48.73     3.935   25.7616    46.952         0         0   
    1.089     4.217   40.4638         0     50.91     3.804   27.2509   48.9665         0         0   
    1.149     3.834   43.1241         0     55.64     3.394   28.7095   51.9483         0         0   
     1.21     6.318   46.8978         0     60.43     4.201   30.1855   56.1292         0         0   
     1.27     8.258   50.8602         0     63.66     3.994   31.6304   60.4603         0         0   
    1.331     9.973   53.6148         0     65.78     3.003   33.0921   63.7895         0         0   
    1.391     11.98   56.3537         0     67.28      2.84   34.5222   67.1643         0         0   
    1.452     13.63   59.3524         0     69.27     3.005   35.9683   70.7262         0         0   
    1.512     15.16   61.1616         0     70.64     2.967   37.3828   73.2669         0         0   
    1.573     16.55   61.7636         0     72.16     3.139   38.8124      74.8         0         0   
    1.633     17.35   61.8514         0     73.87      3.51   40.2101   75.7857         0         0   
    1.694     17.77   61.7417         0     75.02     3.491   41.6223   76.5521         0         0   
    1.754      18.1   61.5791         0     75.44     2.979   43.0024   77.2581         0         0   
    1.815     18.35   61.3521         0     75.65      2.72   44.3964    77.922         0         0   
    1.875     18.37   60.8445         0      75.8     3.258   45.7582   78.3155         0         0   
    1.936     18.38   60.2941         0     74.44     5.111   47.1332   78.7066         0         0   
    1.996     18.36   59.4854         0     74.94     5.759    48.476    78.902         0         0   
    2.057     18.31   58.5659         0     75.44     5.485   49.8313   79.0467         0         0   
    2.117     18.25   57.8406         0     77.14      4.35   51.1545   79.3435         0         0   
    2.177     18.13   57.2193         0     78.47     3.476   52.4678   79.7221         0         0   
    2.238     18.06   56.6707         0     80.09      3.36   53.7926   80.1958         0         0   
    2.298     18.09   56.0974         0     80.52     3.747   55.0855   80.6758         0         0   
    2.359     18.04   55.5791         0     80.48     4.892   56.3894    81.205         0         0   
    2.419     17.92   55.1886         0     82.78     4.203   57.6615   81.8031         0         0   
     2.48     17.78   54.7249         0     85.72     3.131   58.9441   82.3732         0         0   
     2.54     17.63   54.4789         0     86.23     3.459    60.195   83.0795         0         0   
