!# Results of ROTMAS saved at 13-Oct-2007 (12:56:44)
!# User velocity         : Vu=V200*SQRT(((LN(1+C*R*0.75/V200))-(C*R*0.75/V200)/(1+C*R*0.75/V200))/((0.75*R/V200)*(LN(1+C)-(C/(1+C)))))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+MB*VB*ABS(VB)+VU**2)
!# Chi-square            : 26.0429
!# Red. Chi-square (N=141,n=4) : 0.190094
!# Parameter name  :            C        V200          MB          MD          MG
!# Parameter value :    13.673900   190.876007     1.495860     0.963783     1.000000 
!# Parameter error :     0.752834     2.172487     0.037531     0.039866     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    3.765    -12.21   150.912   226.897     302.2     10.83   149.753   310.698         0         0   
    4.107    -12.69   159.268   216.492     305.8     10.26   154.808   309.902         0         0   
    4.449    -12.86   167.193   206.881     307.8     8.334     159.5   309.884         0         0   
    4.791    -12.97   172.646   197.774     309.3     7.667    163.87   309.203         0         0   
    5.133    -12.91   180.649   190.102     310.9     5.307   167.954    311.15         0         0   
    5.476     -12.6   187.616    183.05     312.8     4.985   171.789   313.145         0         0   
    5.818    -12.38   190.653   176.358       315     5.832   175.379   313.138         0         0   
     6.16    -12.42   193.576   170.682     316.4     6.004   178.757   313.694         0         0   
    6.502    -12.39   196.677   165.447       317     5.832    181.94   314.648         0         0   
    6.845    -12.26   199.018   160.457     318.2     4.808   184.954   315.297         0         0   
    7.187    -12.12   202.116   156.162     320.6     5.478   187.794   316.792         0         0   
    7.529    -12.05   205.489   152.224     321.4       4.1   190.484   318.648         0         0   
    7.871    -12.04   208.235   148.404     321.7     3.858   193.033    320.16         0         0   
    8.214    -11.83   211.266   144.993     322.4      3.74   195.459   322.057         0         0   
    8.556    -11.05   213.623   141.904     322.4     3.695   197.757   323.662         0         0   
    8.898    -9.262   214.475   138.854     322.6     3.764   199.941   324.301         0         0   
     9.24    -6.106   214.631   136.066     323.1     3.669   202.021   324.585         0         0   
    9.583     3.598   214.379   133.539     323.5     3.675   204.007   324.689         0         0   
    9.925     7.124   213.919   130.979     323.3     3.611   205.894   324.592         0         0   
    10.27     9.213   213.851   128.657     323.1       3.5    207.71   324.828         0         0   
    10.61     11.57   213.547   126.564     323.9     4.015   209.419   324.978         0         0   
    10.95     14.19   212.403   124.382     323.6     4.693   211.051   324.545         0         0   
    11.29     16.25   210.893   122.442     322.8     4.423   212.611   323.937         0         0   
    11.64     17.68   209.176     120.6     321.7     4.351   214.146   323.218         0         0   
    11.98     18.08    207.38     118.7     320.4      4.48   215.571   322.326         0         0   
    12.32     17.97   205.951   117.029     320.4     4.861   216.937   321.708         0         0   
    12.66     18.46   204.733   115.474     320.7     4.953   218.244    321.28         0         0   
       13     19.01   202.832   113.799     321.2     5.013   219.497   320.361         0         0   
    13.35     18.81   200.523   112.291     321.2     4.952   220.732    319.21         0         0   
    13.69      17.6   198.304   110.926     319.2     4.069   221.882   318.073         0         0   
    14.03     16.63   195.539   109.434     317.4     3.333   222.985    316.56         0         0   
    14.37     16.85   192.818   108.134     316.6     3.258   224.043   315.199         0         0   
    14.72     17.55   190.342   106.885     315.7     4.088   225.087   314.049         0         0   
    15.06      18.1   187.838   105.541     313.7     4.295   226.061   312.815         0         0   
     15.4      18.3   185.605   104.382       312     4.146   226.996    311.78         0         0   
    15.74      18.2   183.545   103.294       311     4.786   227.894   310.846         0         0   
    16.08      18.1   181.269   102.075     310.4     5.051   228.756   309.733         0         0   
    16.43     18.77   179.258   100.999     309.4     5.497   229.609    308.88         0         0   
    16.77     20.05   177.423   100.018     308.5      5.94   230.404   308.173         0         0   
    17.11     21.07   175.394   98.9066     307.4     6.941   231.169   307.292         0         0   
    17.45     21.69   173.632   97.9572     306.4     8.575   231.903   306.583         0         0   
     17.8     21.83   171.852   97.0393       305        10    232.63   305.848         0         0   
    18.14     21.54   170.023   96.0201     304.9     10.12   233.308   304.999         0         0   
    18.48     20.93   168.482   95.1524     303.6     10.29    233.96   304.328         0         0   
    18.82     20.01   166.932   94.3369     301.3     10.84   234.587    303.64         0         0   
    19.17     19.26   165.151   93.3744     300.8     10.29   235.208   302.799         0         0   
    19.51     19.69   163.635   92.5778     300.1     9.189   235.787   302.209         0         0   
    19.85     20.47   162.187   91.8293     300.2     8.384   236.343   301.686         0         0   
    20.19     21.05   160.656   90.9591     300.3     8.167   236.879   301.063         0         0   
    20.53      21.8   159.247   90.2244     300.6     7.767   237.394   300.551         0         0   
    20.88     22.58   157.857   89.5132     300.9     7.515   237.903   300.065         0         0   
    21.22     23.34     156.4   88.7031       301     7.883   238.378   299.497         0         0   
    21.56     24.32   155.036   88.0237     300.6     8.021   238.835   299.029         0         0   
     21.9     25.94   153.725   87.3833     300.1     8.213   239.275   298.651         0         0   
    22.25     28.15   152.296   86.6086     299.9     8.068   239.709   298.242         0         0   
    22.59     30.48   151.025   85.9776     299.8     8.358   240.115   297.968         0         0   
    22.93     32.31   149.836   85.3823     299.2     9.019   240.505   297.703         0         0   
    23.27     34.03   148.584   84.6747     299.8     9.287   240.879   297.368         0         0   
    23.61     35.49   147.481   84.0857     300.2     9.299   241.239   297.114         0         0   
    23.96     36.66   146.426   83.5136     300.8     9.691   241.594   296.861         0         0   
     24.3     37.28    145.28    82.849     300.4     9.839   241.925   296.459         0         0   
    24.64     37.83   144.221   82.2983     300.6     10.06   242.243   296.118         0         0   
    24.98      38.4    143.16    81.778     300.8     10.89   242.548   295.782         0         0   
    25.33     38.82    141.92   81.1368     300.8     11.81    242.85   295.309         0         0   
    25.67     39.04   140.804    80.621     299.5     13.72    243.13   294.893         0         0   
    26.01      39.2   139.737   80.1329     299.7     14.34   243.399   294.495         0         0   
    26.35     39.37    138.59   79.6305     297.4     16.19   243.657   294.052         0         0   
    26.69     39.66   137.566   79.0566       296     17.34   243.904    293.66         0         0   
    27.04     39.77   136.554   78.5835     297.3     18.91   244.147   293.278         0         0   
    27.38     39.75   135.481   78.1091     296.2     19.71   244.373   292.838         0         0   
    27.72     39.71   134.531    77.567     296.5     20.21   244.589   292.431         0         0   
    28.06     39.62   133.608   77.1336     293.7     21.07   244.796   292.054         0         0   
    28.41     39.63   132.576   76.6721     290.3     22.84   244.999   291.634         0         0   
    28.75     39.61   131.682   76.1592     289.7     23.81   245.187   291.249         0         0   
