recno	ID	Rad	VRot	E_VRot	e_VRot
1904	"NGC4689 "	0.875	82.252	5.4144	3.8429
1905	"NGC4689 "	1.025	86.6629	6.905	4.5635
1906	"NGC4689 "	1.175	89.2205	5.7419	4.5417
1907	"NGC4689 "	1.325	91.546	6.9263	4.0262
1908	"NGC4689 "	1.475	91.7312	5.5649	3.956
1909	"NGC4689 "	1.625	92.6818	5.2153	3.8236
1910	"NGC4689 "	1.775	95.0032	5.4262	3.4596
1911	"NGC4689 "	1.925	98.0716	5.3065	6.1768
1912	"NGC4689 "	2.075	101.604	5.5032	5.8592
1913	"NGC4689 "	2.225	104.753	6.5788	4.8769
1914	"NGC4689 "	2.375	109.416	7.7921	3.2555
1915	"NGC4689 "	2.525	111.787	7.4777	3.3319
1916	"NGC4689 "	2.675	114.403	7.0591	4.0115
1917	"NGC4689 "	2.825	116.684	6.898	3.8504
1918	"NGC4689 "	2.975	120.975	7.8119	3.3451
1919	"NGC4689 "	3.125	122.946	7.1399	4.1929
1920	"NGC4689 "	3.275	124.04	7.0206	5.18
1921	"NGC4689 "	3.425	126.988	6.7282	5.5
1922	"NGC4689 "	3.575	128.153	7.6716	4.6397
1923	"NGC4689 "	3.725	130.329	8.3451	4.4606
1924	"NGC4689 "	3.875	131.224	8.1605	4.5975
1925	"NGC4689 "	4.025	133.012	8.193	4.1458
1926	"NGC4689 "	4.175	134.19	7.5488	4.6191
1927	"NGC4689 "	4.325	133.814	7.596	5.0448
1928	"NGC4689 "	4.475	135.044	7.4362	5.3519
1929	"NGC4689 "	4.625	136.803	7.5219	5.0481
1930	"NGC4689 "	4.775	136.749	8.3435	3.6865
1931	"NGC4689 "	4.925	135.893	7.8426	3.9928
1932	"NGC4689 "	5.075	135.3	7.9587	4.1133
1933	"NGC4689 "	5.225	136.948	8.3652	5.4068
1934	"NGC4689 "	5.375	139.974	8.4641	5.4511
1935	"NGC4689 "	5.525	143.048	8.2798	5.3243
1936	"NGC4689 "	5.675	145.884	10.8432	3.822
1937	"NGC4689 "	5.825	147.488	10.4655	5.2064
1938	"NGC4689 "	5.975	151.206	8.9329	6.3306
1939	"NGC4689 "	6.125	148.586	9.3334	5.8942
