galaxy,logMh,env_dense,log_Rext,log_npoints,sigma_D_dex,Inc,mean_log_gbar,T2_scatter_transition,T2_scatter_transition_resid,T3_acf_lag1,T3_acf_lag1_resid,T5_xi_coherence_ratio,T5_xi_coherence_ratio_resid,T4_abs_scatter_raw,T4_abs_scatter_resid
10550,14.8,dense,0.9569069195668151,0.0,0.1,60.0,-10.257122,,,,,,,0.066728,0.09912977644175466
10661,11.0,field,1.0043000885314857,0.0,0.1,60.0,-10.020521,,,,,,,0.083033,0.11543477644175466
10716/F2111,11.0,field,0.9836569527342448,0.0,0.1,60.0,-10.123844,,,,,,,0.074599,0.10700077644175467
10752/N6314,11.0,field,1.0340929378435368,0.0,0.1,60.0,-9.853201,,,,,,,0.11179,0.14419177644175468
10826/I1255,11.0,field,1.0569716665931201,0.0,0.1,60.0,-9.826968,,,,,,,0.062177,0.09457877644175466
1094/N582,13.5,dense,1.0279757228678101,0.0,0.1,60.0,-9.844759,,,,,,,0.136248,0.16864977644175466
10981/083-021,11.0,field,1.0418408825991332,0.0,0.1,60.0,-9.787077,,,,,,,0.136769,0.014139204163101937
110158/520-032,13.5,dense,0.7898917980992352,0.0,0.1,60.0,-11.341527,,,,,,,0.071935,0.07365168091415067
110177/N451,13.5,dense,0.7955323036246295,0.0,0.1,60.0,-11.324606,,,,,,,0.079591,0.06599568091415067
110334/521-028,13.5,dense,0.8505680061274753,0.0,0.1,60.0,-10.568586,,,,,,,0.189831,0.22223277644175465
110363/502-093,13.5,dense,0.8845039434962628,0.0,0.1,60.0,-10.486635,,,,,,,0.138348,0.17074977644175465
110579/522-025,14.0,dense,0.6945830010927663,0.0,0.1,60.0,-11.021029,,,,,,,0.392371,0.5379576809141506
110618/522-062,14.0,dense,0.8141944380314733,0.0,0.1,60.0,-11.151428,,,,,,,0.03982,0.10576668091415067
110759/N507-A1,13.5,dense,0.986563939573651,0.0,0.1,60.0,-10.751511,,,,,,,0.327785,0.18219831908584933
11091/199-034,11.0,field,0.8711661193465541,0.0,0.1,60.0,-10.338253,,,,,,,0.271649,0.30405077644175466
11102,11.0,field,1.5003489321033612,1.1760912590556813,0.1,60.0,-11.427293,,,0.9995697771975285,0.20757967374253528,1.690027648199151,-0.1361473269338478,0.28458533333333336,0.15779866512253415
111140,11.0,field,1.1495593614865915,0.8450980400142568,0.1,60.0,-11.810135,,,0.933261340679498,0.2189588951169673,1.896808641215911,-0.23473346616270163,0.39316199999999996,0.243149252447558
11348/N6701,11.0,field,0.6087419504759416,0.0,0.1,60.0,-11.884977,,,,,,,0.180603,0.330615747552442
11413/280-019,11.0,field,0.874094026645258,0.0,0.1,60.0,-11.08892,,,,,,,0.184501,0.03891431908584933
11429/N6792,11.0,field,1.072287110753744,0.0,0.1,60.0,-9.756792,,,,,,,0.067822,0.05480779583689807
11455/341-028,11.0,field,1.0749942164060184,0.0,0.1,60.0,-9.808439,,,,,,,0.021631,0.054032776441754665
11579/M+052026,11.0,field,0.984241485040468,0.0,0.1,60.0,-9.951603,,,,,,,0.191216,0.22361777644175468
11633/N6969,11.0,field,1.03176048387288,0.0,0.1,60.0,-9.976704,,,,,,,0.031071,0.06347277644175467
