galaxy,logMh,env_dense,log_Rext,log_npoints,sigma_D_dex,Inc,mean_log_gbar,T2_scatter_transition,T2_scatter_transition_resid,T3_acf_lag1,T3_acf_lag1_resid,T5_xi_coherence_ratio,T5_xi_coherence_ratio_resid,T4_abs_scatter_raw,T4_abs_scatter_resid
6437/094-042,14.8,dense,0.8788877469288139,0.0,0.1,60.0,-10.33699,,,,,,,0.249291,0.28169277644175467
6551/F1274,11.0,field,0.891773161525357,0.0,0.1,60.0,-10.298334,,,,,,,0.235441,0.2678427764417547
6556/097-015,14.8,dense,0.8979400004087545,0.0,0.1,60.0,-10.214663,,,,,,,0.271395,0.3037967764417547
6559/097-016,14.8,dense,0.8641768661225395,0.0,0.1,60.0,-10.545183,,,,,,,0.163294,0.19569577644175468
6697/097-087,14.8,dense,1.0303489082394193,0.0,0.1,60.0,-9.913518,,,,,,,0.07981,0.11221177644175467
6702/N3840,14.8,dense,0.9089478587578109,0.0,0.1,60.0,-10.26766,,,,,,,0.203757,0.23615877644175465
6718/N3860,14.8,dense,0.9882896018706349,0.0,0.1,60.0,-9.947731,,,,,,,0.181795,0.21419677644175467
6719/097-121,14.8,dense,0.976517244177285,0.0,0.1,60.0,-10.064952,,,,,,,0.135893,0.16829477644175467
6721/N3859,14.8,dense,0.979520695515462,0.0,0.1,60.0,-9.982155,,,,,,,0.183987,0.2163887764417547
6724/N3861,14.8,dense,1.0241237553875309,0.0,0.1,60.0,-9.87938,,,,,,,0.122853,0.15525477644175467
6731/N3867,14.8,dense,0.9432453434132555,0.0,0.1,60.0,-10.106776,,,,,,,0.207329,0.23973077644175467
6746/N3884,14.8,dense,1.0279757228678101,0.0,0.1,60.0,-9.878914,,,,,,,0.111632,0.14403377644175466
6911/098-008,14.8,dense,0.9555788023190126,0.0,0.1,60.0,-10.088743,,,,,,,0.182527,0.21492877644175468
6928/N3987,14.8,dense,1.0561348965453632,0.0,0.1,60.0,-10.542798,,,,,,,0.41112,0.3787182235582453
7315/N4237,14.9,dense,0.8788877469288139,0.0,0.1,60.0,-10.307535,,,,,,,0.268173,0.3005747764417547
7724/I3516,15.0,dense,0.9569069195668151,0.0,0.1,60.0,-10.09212,,,,,,,0.176254,0.20865577644175465
7791/I3598,15.0,dense,1.0527551004374878,0.0,0.1,60.0,-9.859362,,,,,,,0.051356,0.08375777644175467
7845/159-055,15.0,dense,0.9186363525140596,0.0,0.1,60.0,-10.359271,,,,,,,0.115843,0.14824477644175466
7877,15.0,dense,0.9389734958826682,0.0,0.1,60.0,-10.454189,,,,,,,0.004908,0.02749377644175467
7955/M+530080,15.0,dense,0.97285735175838,0.0,0.1,60.0,-10.058627,,,,,,,0.151192,0.18359377644175467
8004/159-096,15.0,dense,0.9056198610253954,0.0,0.1,60.0,-10.287705,,,,,,,0.20076,0.23316177644175468
8013/159-099,15.0,dense,0.9555788023190126,0.0,0.1,60.0,-10.029157,,,,,,,0.223243,0.25564477644175465
8017/159-102,15.0,dense,1.0590496470399537,0.0,0.1,60.0,-9.714466,,,,,,,0.139159,0.01652920416310194
8069/160-038,15.0,dense,0.9716235626803107,0.0,0.1,60.0,-9.981023,,,,,,,0.208467,0.2408687764417547
8082/N4848,15.0,dense,1.0053619170104064,0.0,0.1,60.0,-10.106736,,,,,,,0.021005,0.053406776441754664
809/520-033,13.5,dense,0.9146518672494334,0.0,0.1,60.0,-10.204036,,,,,,,0.228252,0.2606537764417547
8096/I3949,15.0,dense,0.9888617872805383,0.0,0.1,60.0,-10.003494,,,,,,,0.141127,0.17352877644175468
8108/N4892,15.0,dense,1.0167118842036555,0.0,0.1,60.0,-9.886376,,,,,,,0.140076,0.17247777644175466
8118/I842,15.0,dense,0.9722413583134875,0.0,0.1,60.0,-10.042452,,,,,,,0.164116,0.19651777644175467
8128/N4911,15.0,dense,0.9501835521481292,0.0,0.1,60.0,-10.097441,,,,,,,0.192822,0.22522377644175468
8140/I4088,15.0,dense,1.0373167948469222,0.0,0.1,60.0,-9.858129,,,,,,,0.098561,0.13096277644175466
8161/160-121,15.0,dense,0.9515449978660165,0.0,0.1,60.0,-10.214502,,,,,,,0.110685,0.14308677644175466
8194/N4966,15.0,dense,0.9917003498262374,0.0,0.1,60.0,-10.736101,,,,,,,0.334093,0.1885063190858493
8220/I4202,15.0,dense,1.0565536927959753,0.0,0.1,60.0,-9.785819,,,,,,,0.093557,0.029072795836898063
8229/160-148,15.0,dense,0.9460473079184569,0.0,0.1,60.0,-10.198371,,,,,,,0.137801,0.1702027764417547
8244/M+531146,15.0,dense,0.8721464791515646,0.0,0.1,60.0,-10.308281,,,,,,,0.287917,0.32031877644175466
8328,15.0,dense,0.8671998753094291,0.0,0.1,60.0,-10.505802,,,,,,,0.178418,0.21081977644175465
8337/N5056,15.0,dense,0.9446508299992417,0.0,0.1,60.0,-10.286337,,,,,,,0.084551,0.11695277644175467
8356/N5065,15.0,dense,0.8988068782960462,0.0,0.1,60.0,-10.343161,,,,,,,0.185593,0.2179947764417547
841/502-025,13.5,dense,0.8953184907618786,0.0,0.1,60.0,-10.254417,,,,,,,0.253254,0.28565577644175466
8460/N5159,11.0,field,0.9225490062337887,0.0,0.1,60.0,-10.202432,,,,,,,0.205618,0.23801977644175465
8488/N5185,11.0,field,1.0832890392004566,0.0,0.1,60.0,-9.795789,,,,,,,0.006019,0.11661079583689807
8705/132-006,11.0,field,0.9854058142884343,0.0,0.1,60.0,-10.183929,,,,,,,0.029271,0.061672776441754666
8943/N5417,11.0,field,1.0715073956126906,0.0,0.1,60.0,-9.8189,,,,,,,0.024449,0.056850776441754666
916/I1683,13.5,dense,0.948125297153295,0.0,0.1,60.0,-10.866827,,,,,,,0.27988,0.13429331908584935
927/N496,13.5,dense,0.9146518672494334,0.0,0.1,60.0,-10.176762,,,,,,,0.246283,0.27868477644175466
940/521-016,13.5,dense,0.9240945682263103,0.0,0.1,60.0,-10.190557,,,,,,,0.20882,0.2412217764417547
944/N512,13.5,dense,1.0548736296534886,0.0,0.1,60.0,-9.829883,,,,,,,0.06635,0.09875177644175467
975/521-021,13.5,dense,0.8701813162226743,0.0,0.1,60.0,-11.100658,,,,,,,0.179359,0.03377231908584932
9807/077-062,14.3,dense,1.007470175977012,0.0,0.1,60.0,-10.688792,,,,,,,0.35331,0.20772331908584935
9838/049-158,14.3,dense,1.0594628786405464,0.0,0.1,60.0,-10.532814,,,,,,,0.414985,0.3825832235582453
9844/049-162,14.3,dense,1.0177148554167788,0.0,0.1,60.0,-10.658058,,,,,,,0.365673,0.22008631908584936
A168-33,11.0,field,0.7986757771809575,0.6989700043360189,0.1,60.0,-10.392541,,,,,1.0498620333253248,-0.08244535659807228,0.1987428,0.156664753240468
AGC 260268,11.0,field,1.9625469575168792,0.0,0.1,60.0,-12.164869,,,,,,,0.931508,1.081520747552442
AM0605-341,11.0,field,0.6334684555795865,0.0,0.1,60.0,-11.918769,,,,,,,0.634225,0.48421225244755806
AM0704-582,11.0,field,0.785329835010767,0.3010299956639812,0.1,60.0,-11.971437,,,,,,,0.1689955,0.16899550000000002
CamB,9.5,field,0.2528530309798932,0.9542425094393249,0.1,60.0,-11.6734,,,0.9839150583851314,0.4298195134508319,7.38588639219054,4.854023859706689,0.6887437777777777,0.8387565253302198
Circinus,11.0,field,1.6739419986340878,0.0,0.1,60.0,-12.249716,,,,,,,0.322994,0.28077809452262936
D512-2,11.0,field,0.287801729930226,0.0,0.1,60.0,-11.350651,,,,,,,0.041526,0.18711268091415068
D564-8,10.0,field,0.48713837547718647,0.7781512503836436,0.1,60.0,-12.060358,,,0.9633401695924583,0.3511911552647917,4.350313968008929,1.7252940112181547,0.19299166666666667,0.3250382738732634
D631-7,10.0,field,0.8567288903828826,1.2041199826559248,0.0212,59.0,-11.451441,,,0.9823588971950297,0.3332415130571311,2.8723007799935205,0.3649990695241092,0.184358375,0.29388558923329633
DDO 101,11.0,field,0.290034611362518,0.0,0.1,60.0,-11.434885,,,,,,,0.480142,0.33012925244755803
DDO 105,11.0,field,1.7495613802167882,0.0,0.1,60.0,-12.80379,,,,,,,0.687618,0.7298339054773706
DDO 210,11.0,field,-0.5086383061657274,0.0,0.1,60.0,-11.537377,,,,,,,0.126583,0.276595747552442
DDO 43,11.0,field,0.6222140229662954,0.0,0.1,60.0,-11.733502,,,,,,,0.268794,0.41880674755244196
DDO 46,11.0,field,0.4653828514484183,0.0,0.1,60.0,-11.44245,,,,,,,0.33018,0.180167252447558
DDO 53,11.0,field,0.16136800223497488,0.0,0.1,60.0,-11.276961,,,,,,,0.183874,0.3294606809141507
DDO 70,11.0,field,0.3010299956639812,0.0,0.1,60.0,-11.697321,,,,,,,0.275831,0.125818252447558
DDO 80,11.0,field,2.037959850488407,0.0,0.1,60.0,-13.095376,,,,,,,,
DDO064,10.0,field,0.7522970390744761,1.146128035678238,0.1894,60.0,-11.663982,,,0.6595238531325206,-0.06048411985710256,3.5270519125675155,1.521902295416392,0.18105900000000003,0.29369770365224657
DDO154,12.0,field,0.7723217067229198,1.0791812460476249,0.0212,64.0,-11.626737,,,0.6694914141322637,0.04759433841109606,2.874965110062233,0.2620999786510878,0.048577583333333334,0.1985903308857753
DDO161,10.0,field,1.1096073301924307,1.4913616938342726,0.1756,70.0,-11.381907,,,0.8220880358549605,0.035291029974060084,3.3588582565132157,1.5392959227366803,0.21686967741935484,0.36402689810838307
DDO168,12.0,field,0.6148972160331346,1.0,0.0212,63.0,-11.133635,,,0.9041316168596207,0.38442958284848405,2.4814409895591822,0.21090071265323962,0.1296586,0.26197068091415066
DDO170,10.5,field,1.2484237665032833,0.9030899869919435,0.1,60.0,-11.600052,,,0.8093824709011682,0.0923353413161706,4.125841633956704,2.177715185895239,0.29097,0.440982747552442
DDO185,11.0,field,0.33243845991560533,0.9030899869919435,0.1,60.0,-11.697992,,,0.7997273587050823,0.23752592570985376,3.2250256276137224,0.7401230303856718,0.26030312499999997,0.329692441826418
DDO189,11.0,field,0.9164539485499251,1.0413926851582251,0.1,60.0,-11.563305,,,0.9546362217018497,0.2771149389648565,2.0740410808436245,-0.0828994136647867,0.19119618181818182,0.1833514982726615
DDO47,11.0,field,0.505149978319906,0.9030899869919435,0.1,60.0,-11.576209,,,0.14073735196188872,-0.4378845345208433,1.9812577797794038,-0.3221682582859595,0.24083037499999999,0.1283208143356685
DDO64,11.0,field,0.42651126136457523,1.146128035678238,0.1,60.0,-11.763235,,,0.7655395086778245,0.1332657970770763,2.0613213141692324,-0.5506708104921509,0.25297414285714287,0.1608533111971728
ESO 115- G 021,11.0,field,1.694252294412139,0.0,0.1,60.0,-13.351981,,,,,,,,
ESO059-G001,11.0,field,0.7323937598229685,0.3010299956639812,0.1,60.0,-12.187678,,,,,,,0.4373355,0.3412211734850937
ESO079-G014,11.0,field,1.6100194682795608,1.1760912590556813,0.0716,79.0,-11.166268,,,0.7186460860937487,-0.008429367043582103,2.180849265138024,0.532402233787221,0.07738033333333334,0.16777368091415068
ESO116-G012,11.0,field,1.224325836319485,1.1760912590556813,0.1172,74.0,-11.069446,,,0.5250616585082379,-0.1509152012868369,2.0857669020127223,0.4957069148581952,0.033214266666666666,0.15207054758081734
ESO121-G020,11.0,field,0.505149978319906,0.0,0.1,60.0,-11.942132,,,,,,,0.291013,0.14100025244755804
ESO137-G018,11.0,field,0.9344984512435677,0.3010299956639812,0.1,60.0,-11.794518,,,,,,,0.25765550000000004,0.10764275244755803
ESO154-G023,11.0,field,1.1958996524092338,0.0,0.1,60.0,-12.113631,,,,,,,0.07839,0.228402747552442
ESO174-G001,11.0,field,0.8195439355418687,0.0,0.1,60.0,-12.17092,,,,,,,0.359879,0.20986625244755802
ESO215-G009,11.0,field,0.9867717342662449,0.0,0.1,60.0,-11.855375,,,,,,,0.149668,0.299680747552442
ESO245-G005,11.0,field,0.8260748027008264,0.3010299956639812,0.1,60.0,-11.784086,,,,,,,0.092115,0.24212774755244199
ESO308-G022,11.0,field,0.6127838567197355,0.0,0.1,60.0,-12.167399,,,,,,,0.129846,0.020166747552441994
ESO325-G011,12.5,dense,0.5314789170422551,0.3010299956639812,0.1,60.0,-11.894672,,,,,,,0.1819975,0.031984752447558024
ESO349-G031,11.0,field,0.3010299956639812,0.0,0.1,60.0,-12.263892,,,,,,,0.141461,0.18367690547737062
ESO381-G020,11.0,field,0.7634279935629372,0.3010299956639812,0.1,60.0,-11.859536,,,,,,,0.035006499999999996,0.14354924755244197
ESO444-G084,12.5,dense,0.6473829701146199,0.8450980400142568,0.1,60.0,-11.096161,,,0.9068833966542214,0.3724032007984387,1.8312753384612568,0.0018518859571499124,0.11013457142857143,0.08728999658630866
ESO461-G036,11.0,field,0.8325089127062363,0.0,0.1,60.0,-12.366849,,,,,,,0.224183,0.18196709452262938
ESO563-G021,11.0,field,1.5798814961296959,1.4771212547196624,0.0506,83.0,-9.970703,,,0.9572663180903784,0.34587233077428703,1.3604983234760257,0.3941242672146784,0.11927783333333333,0.13392590899064893
F564-V3,11.0,field,0.5693739096150459,0.0,0.1,60.0,-12.35395,,,,,,,0.01568,0.05789590547737061
F565-V2,11.0,field,1.0395105654688894,0.8450980400142568,0.1,60.0,-11.508542,,,0.733947492706095,0.07699881689066568,2.592375174437502,0.6397915355142754,0.07238985714285714,0.19147460469529912
F568-3,11.0,field,1.174679827173449,1.255272505103306,0.0456,40.0,-11.034525,,,0.9595176178831635,0.24375386956614065,2.072052394635009,0.08637215768411388,0.12053444444444444,0.18101334758081736
F568-V1,11.0,field,1.161103151615751,1.1760912590556813,0.0459,40.0,-10.860334,,,0.7986571197923169,0.12138671526471667,1.4710349369306712,-0.34461114086634437,0.16240846666666667,0.07889729430756356
F571-8,0.0,field,1.290429305861359,1.1139433523068367,0.0533,85.0,-10.664365,0.1554863919566825,0.06957365813485422,0.9815284066001831,0.4071003259620556,1.713421689413071,0.26227867469358834,0.28367876923076923,0.26615486714818365
F571-V1,11.7436,field,1.0514933002306852,0.8450980400142568,0.1,60.0,-11.267535,,,0.6111309997732102,-0.018198734805874417,2.318187684996049,0.5588681651306393,0.04539585714285715,0.17483054757676372
F574-1,11.0,field,1.1095157771985924,1.146128035678238,0.0434,65.0,-11.041342,,,0.7941848428554,0.16286307519619603,2.12019606903607,0.19038465436971364,0.08077157142857143,0.17854368091415068
F583-1,11.0,field,1.1876803370245221,1.3979400086720377,0.0641,63.0,-11.265289,,,0.7182518376164032,-0.015075340556407246,2.2886526621470815,0.17691491290488282,0.14622828,0.24680056891074564
F583-4,11.0,field,0.8062461988428603,1.0791812460476249,0.0533,55.0,-11.298826,,,-0.2235038522706977,-0.8444368610543607,2.352288482075764,0.12555390614152717,0.024022666666666664,0.1415765253538659
FGC0471,11.0,field,1.3073592671018444,1.0,0.1,60.0,-11.173967,,,0.18311385736920371,-0.5098723102610809,1.228439658908421,-0.40835258887716197,0.4292546,0.282340099094362
FGC1062,11.0,field,1.0579878265892435,0.6989700043360189,0.1,60.0,-11.146596,,,,,1.8334425792401594,0.24573122003818693,0.13863940000000002,0.11422513618283012
FGC1263,11.0,field,1.0603997743129812,0.6989700043360189,0.1,60.0,-10.627265,,,,,1.7017784712794604,0.5187466409351134,0.1221312,0.14363751912519226
FGC1282,11.0,field,1.1801186177385594,0.8450980400142568,0.1,60.0,-10.789549,,,0.9987193218728894,0.40505297362348935,1.409831746258144,0.08654889213237493,0.18829714285714289,0.09699450144872247
FGC1395,11.0,field,0.9993653362554774,0.6989700043360189,0.1,60.0,-11.526581,,,,,1.892599503053141,-0.019804565874560254,0.24277160000000003,0.15276395146853483
FGC495,11.0,field,0.9199461794485189,0.6989700043360189,0.1,60.0,-11.378467,,,,,1.8121738176779922,-0.025104175323087174,0.2318834,0.14276096479619307
Haro 36,11.0,field,0.49968708261840383,0.0,0.1,60.0,-11.625376,,,,,,,0.283747,0.13373425244755804
I 1048,11.0,field,1.0571225535397746,0.6989700043360189,0.1,60.0,-10.665761,,,,,1.3450129613534954,0.13042547164893636,0.2025524,0.11520039145150959
I 1055,11.0,field,1.061640180404664,0.6989700043360189,0.1,60.0,-10.460568,,,,,0.890007606549864,-0.16289404858923995,0.33434759999999997,0.2566718617692869
I 1058,11.0,field,1.2682059010981397,0.9542425094393249,0.1,60.0,-10.353871,0.04555550431077526,-0.025588447672739323,-0.3525579990350293,-0.928548734987092,1.05879504931029,0.06273299991090464,0.22886955555555558,0.18389167861686798
I 1125,11.0,field,0.9270258195871419,0.6989700043360189,0.1,60.0,-11.30285,,,,,1.3959745558405423,-0.3789962070946298,0.3653178,0.2179606924305328
I 1417,11.0,field,1.216196843015582,0.9030899869919435,0.1,60.0,-10.375507,0.09858284990317542,0.02642191273538723,-0.01922782448601773,-0.5789731291012927,0.9809796543388597,-0.03201026467650536,0.2666235,0.21115633091592842
I 1524,11.0,field,1.0436921379209931,0.6989700043360189,0.1,60.0,-10.621768,,,,,0.8572855741112266,-0.3298786173853432,0.4906816,0.3903688808748077
I 1546,11.0,field,0.9113746484511676,0.6989700043360189,0.1,60.0,-10.521579,,,,,1.0285715335051258,-0.14730410876352829,0.2637172,0.18604146176928693
I 1681,11.0,field,0.7824455336655738,0.6989700043360189,0.1,60.0,-11.458961,,,,,1.6266165734200189,-0.34235169284502254,0.34948100000000004,0.20123867910287455
I 1755,11.0,field,1.1204038650420525,0.7781512503836436,0.1,60.0,-10.237781,,,-0.26943616102141993,-0.7716299964347682,0.8163757305331711,-0.0741950381930444,0.33711866666666673,0.304716890224912
I 1856,11.0,field,1.0827073338675395,0.7781512503836436,0.1,60.0,-10.444175,0.04124954302797201,-0.03367425782993333,0.5512656439459167,0.03041999097664605,0.8547042357017663,-0.2151724637998641,0.3999903333333333,0.32986025540077996
I 217,11.0,field,0.7967300546680947,0.6989700043360189,0.1,60.0,-11.063025,,,,,1.5927044420050498,-0.06147823657827067,0.1906486,0.12604646381716986
I 2974,11.0,field,1.5168525772401134,1.2041199826559248,0.1,60.0,-10.946016,,,0.5641329265864592,-0.17652363314440478,1.1419379200474147,-0.31630193148129737,0.4233424375,0.29870129700953035
I 34,11.0,field,1.1441712320354946,0.7781512503836436,0.1,60.0,-9.952258,,,-0.3943472902888816,-0.8655653045231078,0.6598991728551775,0.0031038288994263974,0.3345668333333333,0.3538422476511296
I 344,11.0,field,0.9215647519493696,0.6989700043360189,0.1,60.0,-11.049063,,,,,1.4358331646072942,-0.14471795120902597,0.24293040000000002,0.1555783914515096
I 4218,11.0,field,1.07881367741247,0.6989700043360189,0.1,60.0,-10.559779,,,,,1.07459545395537,-0.046745622448955304,0.2926128,0.21493706176928695
I 4221,11.0,field,0.8419591210922616,0.6989700043360189,0.1,60.0,-11.059031,,,,,1.3705226276826794,-0.25780955764042535,0.2930368,0.1859927914515096
I 531,11.0,field,1.2427877733305348,0.9030899869919435,0.1,60.0,-10.997011,,,0.4490873678394443,-0.19236015322315764,1.0996193901290223,-0.3828411615258931,0.39321775,0.2612259238151124
I 5334,11.0,field,0.7153927308317133,0.6989700043360189,0.1,60.0,-10.356532,,,,,0.8910994845319917,-0.2551191267345605,0.3834608,0.3284220426637661
I 562,11.0,field,1.1262247851534999,0.7781512503836436,0.1,60.0,-10.961929,,,-0.09993064477590263,-0.692733944025225,1.185556523709302,-0.2646747441162367,0.33361466666666667,0.20689213649791535
I 594,11.0,field,1.1410091094582984,0.7781512503836436,0.1,60.0,-10.856917,,,-0.5402833996295465,-1.1227956101665684,1.056068399979909,-0.30514375940548555,0.3846066666666667,0.25788413649791536
I 609,11.0,field,1.2087708222490345,0.9030899869919435,0.1,60.0,-11.011701,,,0.9839328055361283,0.3468689952502234,1.075240404835618,-0.4357412889380341,0.541833375,0.4098415488151124
I 624,11.0,field,1.394207601795219,1.0791812460476249,0.1,60.0,-10.679487,0.03717311259360059,-0.03475628664664734,0.8896185602294945,0.22733563345841634,0.9363800321290899,-0.31287904347508533,0.4688578333333333,0.37043152928268097
