# No_min[m]    No_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
-9.990000000000000000e+02 -9.990000000000000000e+02 2.438762430455725505e-15 2.219961790286235902e-12 -1.841990882617361387e-05 -1.180703888370269344e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.438762430455725505e-15 3.916909161504292686e-12 6.578701559143001489e-05 3.150752587463339846e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.382201932178117638e-15 -2.342122098276301447e-05 -7.297795752026248715e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.438762430455725505e-15 4.468269537945034411e-04 1.132079566065214288e-01 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.302961856542886968e-15 5.682786798173014228e-03 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.592162527861749358e-15 6.702930819920899577e-04 7.884809587238945927e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.339564090297987229e-14 4.071088634983092524e-04 3.244227582440079027e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.363532057474613662e-14 2.168799750286573493e-04 1.196474627401014623e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.170225095738051496e-14 1.216918086287224510e-04 4.718423735064728071e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.357961274155570078e-14 7.273338524595832663e-05 2.012162686224713403e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.298241530590361534e-13 5.023867177638282830e-05 1.005251744678723391e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.290622373441387703e-13 1.284387016349235002e-05 1.877332900768846993e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 4.041582967480835065e-13 8.843775628133229846e-06 9.535001896457725036e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 7.130984605939525963e-13 2.147985780814366547e-05 1.716382426024416882e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 1.258193679538452461e-12 -9.218782514000811916e-06 -5.490702276668652047e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 2.219961790286235902e-12 -2.687808649360558474e-05 -1.196610785850134474e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.302961856542886968e-15 3.916909161504292686e-12 1.049520220070107503e-04 3.491129631354683528e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.382201932178117638e-15 -4.295585505722252715e-05 -8.947307770629036108e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.438762430455725505e-15 2.323033690296313718e-04 3.934421932421613283e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.302961856542886968e-15 6.702930819920899577e-04 7.884809587238945927e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.592162527861749358e-15 1.271702987727522938e-02 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.339564090297987229e-14 1.207488115844276497e-03 6.432376479172804973e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.363532057474613662e-14 8.160741611611367022e-04 3.009549575127132975e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.170225095738051496e-14 4.486966823400630341e-04 1.162990823703141142e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.357961274155570078e-14 2.457131345769155263e-04 4.544075070475498551e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.298241530590361534e-13 1.652199899119440876e-04 2.209973741817691968e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.290622373441387703e-13 7.026416107847067440e-05 6.865419601095541823e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 4.041582967480835065e-13 -5.565981566865476234e-06 -4.011554228246462441e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 7.130984605939525963e-13 4.493804981915899344e-05 2.400406057511149979e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 1.258193679538452461e-12 3.366669093982544055e-05 1.340425230753762955e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 2.219961790286235902e-12 -1.029597753684476986e-04 -3.064149762649138781e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.592162527861749358e-15 3.916909161504292686e-12 -1.198412372383592404e-04 -2.664828624414324119e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.382201932178117638e-15 -2.452255406314164294e-05 -3.460270024782840376e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.438762430455725505e-15 1.177371843180610728e-04 1.350869360022662578e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.302961856542886968e-15 4.071088634983092524e-04 3.244227582440079027e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.592162527861749358e-15 1.207488115844276497e-03 6.432376479172804973e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.339564090297987229e-14 2.771003843414575687e-02 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.363532057474613662e-14 1.639069109859961348e-03 4.094901143100584257e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.170225095738051496e-14 1.029007978924238514e-03 1.806826508892546077e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.357961274155570078e-14 5.792715187963819569e-04 7.257275046991273383e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.298241530590361534e-13 2.963161326185953862e-04 2.685060655288060757e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.290622373441387703e-13 1.610814847584824446e-04 1.066235470281965293e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 4.041582967480835065e-13 8.471199613955175494e-05 4.136091148459617914e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 7.130984605939525963e-13 1.855200706271451633e-04 6.713294130029858918e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 1.258193679538452461e-12 6.015370628629866369e-05 1.622478066286994292e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 2.219961790286235902e-12 2.332308565859381140e-05 4.702217252854694828e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.339564090297987229e-14 3.916909161504292686e-12 1.090182042547052909e-04 1.642238791666853512e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.382201932178117638e-15 -1.770206481024136916e-05 -1.729224980175291101e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.438762430455725505e-15 6.351198032269329797e-05 5.044738331466608501e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.302961856542886968e-15 2.168799750286573493e-04 1.196474627401014623e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.592162527861749358e-15 8.160741611611367022e-04 3.009549575127132975e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.339564090297987229e-14 1.639069109859961348e-03 4.094901143100584257e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.363532057474613662e-14 5.781899779817435692e-02 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.170225095738051496e-14 2.142654336411760341e-03 2.604552463485289293e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.357961274155570078e-14 1.449945242033925030e-03 1.257552985073136058e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.298241530590361534e-13 9.054492452583545433e-04 5.679972059107406615e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.290622373441387703e-13 5.212297065144031946e-04 2.388470852803354586e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 4.041582967480835065e-13 3.915009266299479323e-04 1.323308993224000260e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 7.130984605939525963e-13 1.916693538114713291e-04 4.801542058704956159e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 1.258193679538452461e-12 -3.282812851908609815e-05 -6.129793619497057899e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 2.219961790286235902e-12 1.864622122506697085e-04 2.602500371162712756e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.363532057474613662e-14 3.916909161504292686e-12 1.873699647515358218e-04 1.953981923913663220e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.382201932178117638e-15 -1.283242285276570301e-05 -8.810241061159581428e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.438762430455725505e-15 3.543122606140042730e-05 1.977974672591464259e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.302961856542886968e-15 1.216918086287224510e-04 4.718423735064728071e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.592162527861749358e-15 4.486966823400630341e-04 1.162990823703141142e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.339564090297987229e-14 1.029007978924238514e-03 1.806826508892546077e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.363532057474613662e-14 2.142654336411760341e-03 2.604552463485289293e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.170225095738051496e-14 1.170489302914191343e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.357961274155570078e-14 3.057510581278225902e-03 1.863778146825618293e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.298241530590361534e-13 1.964525613369989734e-03 8.661464685930334029e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.290622373441387703e-13 1.174950817049918951e-03 3.784094985133867276e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 4.041582967480835065e-13 7.401878579668821163e-04 1.758417436591402103e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 7.130984605939525963e-13 2.770021009168665942e-04 4.877111415153775344e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 1.258193679538452461e-12 -5.238097898903610851e-05 -6.874243221337541436e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 2.219961790286235902e-12 -8.218597441450751020e-05 -8.062119505892121729e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.170225095738051496e-14 3.916909161504292686e-12 9.031080246528873845e-05 6.619296320655021081e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.382201932178117638e-15 -4.698838088725858009e-06 -2.301777314872250149e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.438762430455725505e-15 9.241318215539989902e-06 3.680969050686861690e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.302961856542886968e-15 7.273338524595832663e-05 2.012162686224713403e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.592162527861749358e-15 2.457131345769155263e-04 4.544075070475498551e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.339564090297987229e-14 5.792715187963819569e-04 7.257275046991273383e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.363532057474613662e-14 1.449945242033925030e-03 1.257552985073136058e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.170225095738051496e-14 3.057510581278225902e-03 1.863778146825618293e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.357961274155570078e-14 2.299217508128147958e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.298241530590361534e-13 4.138830088124027633e-03 1.301981870001070983e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.290622373441387703e-13 2.585443386111780772e-03 5.941157552789060915e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 4.041582967480835065e-13 1.649530325432802631e-03 2.795979769180054805e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 7.130984605939525963e-13 1.053505376081940266e-03 1.323457702033202510e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 1.258193679538452461e-12 1.159612450300976597e-03 1.085820028526924674e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 2.219961790286235902e-12 4.478020351561487911e-04 3.134233018172915479e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 7.357961274155570078e-14 3.916909161504292686e-12 1.278830484168494094e-04 6.687731024506641652e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.382201932178117638e-15 -1.000841282934053818e-05 -3.546054720108752882e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.438762430455725505e-15 -1.742998427152315571e-06 -5.021490358572147460e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.302961856542886968e-15 5.023867177638282830e-05 1.005251744678723391e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.592162527861749358e-15 1.652199899119440876e-04 2.209973741817691968e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.339564090297987229e-14 2.963161326185953862e-04 2.685060655288060757e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.363532057474613662e-14 9.054492452583545433e-04 5.679972059107406615e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.170225095738051496e-14 1.964525613369989734e-03 8.661464685930334029e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.357961274155570078e-14 4.138830088124027633e-03 1.301981870001070983e-02 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.298241530590361534e-13 4.395064610215147494e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.290622373441387703e-13 5.255419884901045557e-03 8.734757536003707676e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 4.041582967480835065e-13 3.781050741695900219e-03 4.635468382143493292e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 7.130984605939525963e-13 1.980192510664168046e-03 1.799235950655673046e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 1.258193679538452461e-12 7.667456310507375899e-04 5.192824984509479764e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 2.219961790286235902e-12 5.245075550649074599e-04 2.655243556777996594e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 1.298241530590361534e-13 3.916909161504292686e-12 -1.017844801426855388e-04 -3.849947235313708508e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.382201932178117638e-15 -4.875746502140263664e-06 -1.261914811879435744e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.438762430455725505e-15 2.088023968186372866e-05 4.394199957385728963e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.302961856542886968e-15 1.284387016349235002e-05 1.877332900768846993e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.592162527861749358e-15 7.026416107847067440e-05 6.865419601095541823e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.339564090297987229e-14 1.610814847584824446e-04 1.066235470281965293e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.363532057474613662e-14 5.212297065144031946e-04 2.388470852803354586e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.170225095738051496e-14 1.174950817049918951e-03 3.784094985133867276e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.357961274155570078e-14 2.585443386111780772e-03 5.941157552789060915e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.298241530590361534e-13 5.255419884901045557e-03 8.734757536003707676e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.290622373441387703e-13 8.236597957697862071e-01 1.000000000000000000e+00 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 4.041582967480835065e-13 7.655106945350750869e-03 6.855530666748366024e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 7.130984605939525963e-13 4.824531100628886258e-03 3.202170961996979748e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 1.258193679538452461e-12 2.927884847569320673e-03 1.448488547353410805e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 2.219961790286235902e-12 3.522912341142536968e-03 1.302756205182255917e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 2.290622373441387703e-13 3.916909161504292686e-12 1.649938190416639424e-04 4.558790007338191100e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.382201932178117638e-15 -1.818413198112047430e-05 -3.471516056791658627e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.438762430455725505e-15 1.028636227138680134e-05 1.596775405944835620e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.302961856542886968e-15 8.843775628133229846e-06 9.535001896457725036e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.592162527861749358e-15 -5.565981566865476234e-06 -4.011554228246462441e-05 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 1.339564090297987229e-14 8.471199613955175494e-05 4.136091148459617914e-04 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 2.363532057474613662e-14 3.915009266299479323e-04 1.323308993224000260e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 4.170225095738051496e-14 7.401878579668821163e-04 1.758417436591402103e-03 9.708287439144076547e-01
-9.990000000000000000e+02 -9.990000000000000000e+02 4.041582967480835065e-13 7.357961274155570078e-14 1.649530325432802631e-03 2.795979769180054805e-03 9.708287439144076547e-01
