# logmstar_GL_min[m]    logmstar_GL_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 2.290622373441387703e-13 6.725424260749765558e-04 4.279476140359840877e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 4.041582967480835065e-13 5.179913243095740768e-04 2.494944865208550229e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 7.130984605939525963e-13 -1.881879066337120406e-04 -6.832074145164119649e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 1.258193679538452461e-12 -8.545375320666642131e-04 -2.344964066480260153e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 2.219961790286235902e-12 -1.474933466896909693e-03 -3.005959160970205261e-04 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.592162527861749358e-15 3.916909161504292686e-12 -9.395849557900543426e-04 -1.417809765848359357e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.382201932178117638e-15 4.447710207573195296e-04 2.507098666799990362e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.438762430455725505e-15 8.543312200080239007e-04 3.699583404780189180e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.302961856542886968e-15 1.721405473204275314e-03 5.712868280681694319e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.592162527861749358e-15 2.768861516320900596e-03 7.021022901421940590e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.339564090297987229e-14 5.182627342470226273e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.363532057474613662e-14 2.870987681126277100e-03 4.209630406922841572e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.170225095738051496e-14 2.281045640578711377e-03 2.536777872932550939e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.357961274155570078e-14 1.604335189671402418e-03 1.352749829661996752e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.298241530590361534e-13 9.892019033927582691e-04 6.321105772498837073e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.290622373441387703e-13 6.019678858789155986e-04 2.914708380524643925e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 4.041582967480835065e-13 9.278574728564999716e-04 3.400717844624601095e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 7.130984605939525963e-13 -4.619516008279715182e-04 -1.276169026108598260e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 1.258193679538452461e-12 1.794192808075795740e-03 3.746493859456387940e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 2.219961790286235902e-12 -6.364845184714062023e-04 -9.870731852258472067e-05 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.339564090297987229e-14 3.916909161504292686e-12 -7.540007074838432155e-04 -8.657739732372987413e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.382201932178117638e-15 2.824037996196613644e-04 1.209673312390895789e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.438762430455725505e-15 4.923240462521625118e-04 1.620094002980927879e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.302961856542886968e-15 1.003648164699103527e-03 2.531134053496378322e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.592162527861749358e-15 2.219345079602504881e-03 4.276481619952999039e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.339564090297987229e-14 2.870987681126277100e-03 4.209630406922841572e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.363532057474613662e-14 8.974799201022887196e-01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.170225095738051496e-14 3.810447974504672496e-03 3.220231715564039494e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.357961274155570078e-14 2.896719082765361695e-03 1.856057299551987965e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.298241530590361534e-13 7.800839728738299906e-04 3.788018489167209978e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.290622373441387703e-13 -7.926534919331608886e-05 -2.916538976188631571e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 4.041582967480835065e-13 6.673595725437369945e-04 1.858710898591002460e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 7.130984605939525963e-13 -1.048665040061413012e-04 -2.201461698034558041e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 1.258193679538452461e-12 -1.370330381934149787e-03 -2.174421937619692340e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 2.219961790286235902e-12 8.998932706737016850e-04 1.060510894612317218e-04 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.363532057474613662e-14 3.916909161504292686e-12 -2.073195197845538029e-03 -1.808987589859833035e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.382201932178117638e-15 1.307417495745029183e-04 4.247639818146117471e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.438762430455725505e-15 3.402384026123531015e-04 8.491967513755122434e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.302961856542886968e-15 5.749036215963806854e-04 1.099675434953441364e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.592162527861749358e-15 1.655314363964514304e-03 2.419235161422112704e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.339564090297987229e-14 2.281045640578711377e-03 2.536777872932550939e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.363532057474613662e-14 3.810447974504672496e-03 3.220231715564039494e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.170225095738051496e-14 1.560102332776910350e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.357961274155570078e-14 4.959927262653813021e-03 2.410438936006427304e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.298241530590361534e-13 3.401067348702588311e-03 1.252627073578617889e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.290622373441387703e-13 1.739877872412693869e-03 4.855556359936458047e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 4.041582967480835065e-13 5.527578978140108195e-04 1.167677023939289646e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 7.130984605939525963e-13 8.523172422875973254e-04 1.357098733963852690e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 1.258193679538452461e-12 1.491854870550080947e-03 1.795481513686754025e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 2.219961790286235902e-12 8.149948459416680654e-03 7.284752809199666716e-04 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.170225095738051496e-14 3.916909161504292686e-12 -2.354111561572185332e-03 -1.557967022501094737e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.382201932178117638e-15 -1.509458165028188469e-04 -3.718162654325532892e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.438762430455725505e-15 3.372344243127928590e-04 6.381618031415168786e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.302961856542886968e-15 1.312110212689868171e-04 1.902890103932754944e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.592162527861749358e-15 9.129694067379429340e-04 1.011644068672913187e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.339564090297987229e-14 1.604335189671402418e-03 1.352749829661996752e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.363532057474613662e-14 2.896719082765361695e-03 1.856057299551987965e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.170225095738051496e-14 4.959927262653813021e-03 2.410438936006427304e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.357961274155570078e-14 2.713971365126637281e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.298241530590361534e-13 6.043401070129173630e-03 1.687570370834280166e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.290622373441387703e-13 5.023720787520483469e-03 1.062966654969687034e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 4.041582967480835065e-13 2.253489301055718128e-03 3.609251879862053827e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 7.130984605939525963e-13 2.456350123390192968e-03 2.965339031148018839e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 1.258193679538452461e-12 2.999944566063123073e-03 2.737420427604387403e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 2.219961790286235902e-12 6.603609004161557251e-03 4.475228563203182048e-04 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 7.357961274155570078e-14 3.916909161504292686e-12 5.962268324422654274e-03 2.991690415099354169e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.382201932178117638e-15 -2.048504860691910737e-04 -3.824107022151165326e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.438762430455725505e-15 1.711930783245330155e-04 2.455109365193129450e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.302961856542886968e-15 -2.367191803868179856e-04 -2.601732104049339178e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.592162527861749358e-15 2.759751962025790584e-04 2.317540334560894112e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.339564090297987229e-14 9.892019033927582691e-04 6.321105772498837073e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.363532057474613662e-14 7.800839728738299906e-04 3.788018489167209978e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.170225095738051496e-14 3.401067348702588311e-03 1.252627073578617889e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.357961274155570078e-14 6.043401070129173630e-03 1.687570370834280166e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.298241530590361534e-13 4.725347911441953208e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.290622373441387703e-13 9.686513136065576235e-03 1.553271431923600133e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 4.041582967480835065e-13 5.407487621309254797e-03 6.563612909464486278e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 7.130984605939525963e-13 2.567267433437766394e-03 2.348772378933949054e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 1.258193679538452461e-12 5.558137326206868262e-03 3.843645117344215425e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 2.219961790286235902e-12 -7.315697883068174485e-04 -3.757295632878797533e-05 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 1.298241530590361534e-13 3.916909161504292686e-12 1.370096264026009723e-03 5.210050715951804168e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.382201932178117638e-15 1.778333949929556236e-04 2.515475150558313410e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.438762430455725505e-15 2.210221085750554802e-05 2.401784468392898701e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.302961856542886968e-15 -3.569274686301630970e-04 -2.972506219748053606e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.592162527861749358e-15 6.725424260749765558e-04 4.279476140359840877e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.339564090297987229e-14 6.019678858789155986e-04 2.914708380524643925e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.363532057474613662e-14 -7.926534919331608886e-05 -2.916538976188631571e-05 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.170225095738051496e-14 1.739877872412693869e-03 4.855556359936458047e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.357961274155570078e-14 5.023720787520483469e-03 1.062966654969687034e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.298241530590361534e-13 9.686513136065576235e-03 1.553271431923600133e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.290622373441387703e-13 8.230125248300717899e+00 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 4.041582967480835065e-13 1.241963702050248759e-02 1.142273239194255188e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 7.130984605939525963e-13 1.018838876775868957e-02 7.062996651334704041e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 1.258193679538452461e-12 5.267932482765721840e-03 2.760373709937385240e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 2.219961790286235902e-12 -9.146251372936423487e-04 -3.559396847565857928e-05 9.708287439144077657e-01
8.500000000000000000e+00 8.500000000000000000e+00 2.290622373441387703e-13 3.916909161504292686e-12 3.869835244894996064e-03 1.115056868051569737e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.382201932178117638e-15 -1.014655719106717662e-04 -1.086408020326235863e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.438762430455725505e-15 1.803221446016252557e-04 1.483251928804106318e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 4.302961856542886968e-15 2.911819030972758382e-04 1.835585946024493968e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 7.592162527861749358e-15 5.179913243095740768e-04 2.494944865208550229e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.339564090297987229e-14 9.278574728564999716e-04 3.400717844624601095e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.363532057474613662e-14 6.673595725437369945e-04 1.858710898591002460e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 4.170225095738051496e-14 5.527578978140108195e-04 1.167677023939289646e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 7.357961274155570078e-14 2.253489301055718128e-03 3.609251879862053827e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 1.298241530590361534e-13 5.407487621309254797e-03 6.563612909464486278e-04 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 2.290622373441387703e-13 1.241963702050248759e-02 1.142273239194255188e-03 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 4.041582967480835065e-13 1.436386640384409041e+01 1.000000000000000000e+00 9.708287439144076547e-01
8.500000000000000000e+00 8.500000000000000000e+00 4.041582967480835065e-13 7.130984605939525963e-13 2.520253918816806396e-02 1.322498945223155248e-03 9.708287439144076547e-01
