# MAG_GAAP_u-r_min[m]    MAG_GAAP_u-r_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 7.130984605939525963e-13 5.760491103626389766e-04 2.706094751340858270e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 1.258193679538452461e-12 -5.079616668721307360e-06 -1.809238189168245852e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 2.219961790286235902e-12 1.931249886754509782e-03 5.223237288514115092e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 3.916909161504292686e-12 9.618815954198124555e-04 1.958590941220892691e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 1.382201932178117638e-15 5.550781967501037042e-05 3.817411207734983558e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 2.438762430455725505e-15 7.188685294383843850e-05 3.823136256114372314e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 4.302961856542886968e-15 1.951942777746433629e-04 7.989585568933926232e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 7.592162527861749358e-15 3.450936124011450240e-04 1.085989400154176165e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 1.339564090297987229e-14 9.122806682274245795e-04 2.204374698434862726e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 2.363532057474613662e-14 1.367570572993810846e-03 2.526240951679248770e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 4.170225095738051496e-14 2.832229123505799681e-03 3.991119929721670748e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 7.357961274155570078e-14 3.904697251446899268e-03 4.185992498713955907e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 1.298241530590361534e-13 3.280156158782539851e-03 2.675629571800710628e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 2.290622373441387703e-13 2.655839317934879495e-03 1.646436241625104727e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 4.041582967480835065e-13 2.560664044196326542e-03 1.207572271030648084e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 7.130984605939525963e-13 3.912309832850014422e-04 1.398539347555375180e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 1.258193679538452461e-12 1.476519639420164308e-03 4.001860948989225623e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 2.219961790286235902e-12 -4.405017896213474097e-04 -9.065816445022371417e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.357961274155570078e-14 3.916909161504292686e-12 -3.537601542651102032e-03 -5.481368514923573750e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 1.382201932178117638e-15 3.166782772646281737e-05 1.651568913693184332e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 2.438762430455725505e-15 8.274528630382348496e-05 3.337161454202632483e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 4.302961856542886968e-15 1.302493158546504104e-04 4.042930465704509054e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 7.592162527861749358e-15 4.225959611753526903e-04 1.008504077425408877e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 1.339564090297987229e-14 4.346679532009306937e-04 7.964861317861621735e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 2.363532057474613662e-14 3.809581443761845447e-04 5.336615793087682181e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 4.170225095738051496e-14 1.492852130515244253e-03 1.595316425767165066e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 7.357961274155570078e-14 3.505730956275766343e-03 2.850055473753207880e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 1.298241530590361534e-13 4.261112871951866672e-03 2.635834611846129411e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 2.290622373441387703e-13 4.162246848601778779e-03 1.956746677445560679e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 4.041582967480835065e-13 3.401810578725281576e-03 1.216562167328918758e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 7.130984605939525963e-13 6.745836019342774624e-04 1.828693322822368822e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 1.258193679538452461e-12 6.954253130660932895e-04 1.429344489611787238e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 2.219961790286235902e-12 1.523373117617270482e-03 2.377547392793142396e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.298241530590361534e-13 3.916909161504292686e-12 2.225590564196434310e-03 2.615104260817164130e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 1.382201932178117638e-15 -9.462256855948126394e-05 -3.740759640715528669e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 2.438762430455725505e-15 5.052735428649379783e-05 1.544710713807920569e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 4.302961856542886968e-15 -6.393515201212576391e-05 -1.504344034055719577e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 7.592162527861749358e-15 1.330225085642502568e-04 2.406379364380152456e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 1.339564090297987229e-14 6.044569233002743038e-04 8.396003236137401056e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 2.363532057474613662e-14 1.765353995795203399e-04 1.874593574935806456e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 4.170225095738051496e-14 1.241472237761771834e-03 1.005665847019994496e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 7.357961274155570078e-14 1.103810818827492346e-03 6.802303748134658386e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 1.298241530590361534e-13 3.280049701425601788e-03 1.538020724279582675e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 2.290622373441387703e-13 5.917475804110540472e-03 2.108773364750157146e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 4.041582967480835065e-13 7.267471888538161624e-03 1.970126826212053629e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 7.130984605939525963e-13 4.259500609543487998e-03 8.752869000946046120e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 1.258193679538452461e-12 3.222879142633449431e-03 5.021310548960802563e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 2.219961790286235902e-12 5.064429108019996226e-03 5.991561703764596795e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.290622373441387703e-13 3.916909161504292686e-12 -9.241368984371932296e-04 -8.231267062988671364e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 1.382201932178117638e-15 -3.356578928156312287e-05 -1.006494959578477932e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 2.438762430455725505e-15 3.876400121706982586e-06 8.988741032820850939e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 4.302961856542886968e-15 7.653739116054880556e-05 1.365937381049382921e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 7.592162527861749358e-15 -1.323079644112957424e-04 -1.815409561208802228e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 1.339564090297987229e-14 3.949157797491813162e-04 4.160652050710971156e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 2.363532057474613662e-14 -7.782796149937428549e-05 -6.268456900807963862e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 4.170225095738051496e-14 1.717143044849321707e-03 1.055049495145863724e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 7.357961274155570078e-14 1.936194688393341539e-04 9.050239419417683434e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 1.298241530590361534e-13 2.516115041188338956e-03 8.948740749151357652e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 2.290622373441387703e-13 4.462100079458504107e-03 1.206097432584969523e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 4.041582967480835065e-13 5.025334841026319124e-03 1.033297783907352304e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 7.130984605939525963e-13 9.039484050842074014e-03 1.408915854730961956e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 1.258193679538452461e-12 1.258414048346075641e-03 1.487120941133613186e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 2.219961790286235902e-12 7.189780403319316962e-04 6.451709964199427356e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.041582967480835065e-13 3.916909161504292686e-12 3.017758689712560661e-03 2.038752752623081816e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 1.382201932178117638e-15 -1.470122431249187420e-06 -3.337577811026456339e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 2.438762430455725505e-15 1.709899162370407451e-04 3.001953248450700139e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 4.302961856542886968e-15 3.241388595636601234e-05 4.379770863588416523e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 7.592162527861749358e-15 6.410715005186790875e-07 6.659755049433736621e-07 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 1.339564090297987229e-14 1.251247138627155798e-04 9.980749663491398130e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 2.363532057474613662e-14 -1.804561906263215667e-04 -1.100423683958072827e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 4.170225095738051496e-14 9.884047016036809873e-04 4.597950762632592556e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 7.357961274155570078e-14 1.829987436224675564e-04 6.476230638989427806e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 1.298241530590361534e-13 1.558400512019626934e-03 4.196368995353136734e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 2.290622373441387703e-13 2.109463111611816367e-03 4.316961508037276004e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 4.041582967480835065e-13 5.277982199413402097e-03 8.216589110868781007e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 7.130984605939525963e-13 8.612366981863343873e-03 1.016312098589143911e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 1.258193679538452461e-12 1.082003525723421004e-02 9.680873876540641932e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 2.219961790286235902e-12 5.420614810733068167e-03 3.682738752068915136e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.130984605939525963e-13 3.916909161504292686e-12 8.002616639261543596e-03 4.093315489286738118e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 1.382201932178117638e-15 1.079447522293436359e-05 1.856659932376103413e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 2.438762430455725505e-15 2.043698193452214522e-04 2.718335907643085908e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 4.302961856542886968e-15 9.456700616354359761e-05 9.680836082152646457e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 7.592162527861749358e-15 -1.445994199534944265e-04 -1.138076019568052736e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 1.339564090297987229e-14 1.963124772869515792e-04 1.186372045965374482e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 2.363532057474613662e-14 -4.574802515393920892e-04 -2.113554402470449131e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 4.170225095738051496e-14 3.466304093676131652e-04 1.221656499461383114e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 7.357961274155570078e-14 -1.125983535928087170e-03 -3.018972626864547550e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 1.298241530590361534e-13 1.186783785661042366e-04 2.421135678519887764e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 2.290622373441387703e-13 1.890071350395590042e-03 2.930470651521818824e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 4.041582967480835065e-13 3.249403131105231806e-03 3.832482488713910389e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 7.130984605939525963e-13 9.446717221497881109e-03 8.445753849039506957e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 1.258193679538452461e-12 1.060866687620747387e-02 7.191171307183122797e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 2.219961790286235902e-12 1.678239002708028019e-02 8.638316466019842123e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.258193679538452461e-12 3.916909161504292686e-12 1.574922915617463573e-02 6.103169679876632942e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 1.382201932178117638e-15 -2.874458091068557842e-04 -3.743370214663262522e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 2.438762430455725505e-15 -1.228611026057280741e-04 -1.237304912829614520e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 4.302961856542886968e-15 -3.512463748529921705e-04 -2.722457100206823375e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 7.592162527861749358e-15 3.525953966805626190e-04 2.101151306054119326e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 1.339564090297987229e-14 -4.074485546216332125e-04 -1.864325547706138266e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 2.363532057474613662e-14 -4.527920216924188413e-04 -1.583856435281908142e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 4.170225095738051496e-14 -9.075808991515890755e-04 -2.421830614852156635e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 7.357961274155570078e-14 3.585285733283370560e-04 7.278248437143905783e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 1.298241530590361534e-13 -2.823309233665652991e-04 -4.360958359714400801e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 2.290622373441387703e-13 3.365775447013698296e-03 3.951120574279641659e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 4.041582967480835065e-13 -3.456465577914121217e-03 -3.086631533159847813e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 7.130984605939525963e-13 8.602010256527589313e-03 5.822820849143699618e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 1.258193679538452461e-12 1.064548692841394036e-02 5.463617925019368868e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 2.219961790286235902e-12 6.798509861410935960e-03 2.649506566427160749e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.219961790286235902e-12 3.916909161504292686e-12 1.985936217465887957e-02 5.826897870579353768e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 1.382201932178117638e-15 1.313213227177576262e-04 1.292939510287634958e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 2.438762430455725505e-15 -8.050034095849558670e-05 -6.129092953636319590e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 4.302961856542886968e-15 5.896880820685089264e-05 3.455474593256856311e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 7.592162527861749358e-15 -5.819691682657016492e-05 -2.621904239689178432e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 1.339564090297987229e-14 -5.267335893618397538e-04 -1.822116507063489593e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 2.363532057474613662e-14 -3.665718499935764979e-04 -9.694207652914357170e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 4.170225095738051496e-14 -8.929592984576554269e-04 -1.801466709668785265e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 7.357961274155570078e-14 1.499611302406236206e-03 2.301537031854518193e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 1.298241530590361534e-13 -1.220421608756236571e-03 -1.425179409822495218e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 2.290622373441387703e-13 -1.157208670695024757e-03 -1.027029653957321802e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 4.041582967480835065e-13 6.042848820970041918e-03 4.079720783876326375e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 7.130984605939525963e-13 -1.076879969103995693e-02 -5.511082728328137647e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 1.258193679538452461e-12 1.178513302026228116e-02 4.572834021931172495e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 2.219961790286235902e-12 1.617490303471931512e-02 4.765726482920288687e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 3.916909161504292686e-12 3.916909161504292686e-12 1.064441864951878348e-02 2.361186092584608798e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 1.382201932178117638e-15 9.490420597500687011e-04 4.258623636992838607e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 2.438762430455725505e-15 7.723509740431657757e-04 2.679248779824015131e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 4.302961856542886968e-15 4.378386282055930323e-04 1.165188159490410102e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 7.592162527861749358e-15 2.405313473632302663e-04 4.908681517629047072e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 1.339564090297987229e-14 1.515210925110048804e-04 2.362352243843986958e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 2.363532057474613662e-14 9.963488995326266989e-05 1.184718734342668023e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 4.170225095738051496e-14 4.565524736441835957e-05 4.126173788200533936e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 7.357961274155570078e-14 5.550781967501037042e-05 3.817411207734983558e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 1.298241530590361534e-13 3.166782772646281737e-05 1.651568913693184332e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 2.290622373441387703e-13 -9.462256855948126394e-05 -3.740759640715528669e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 4.041582967480835065e-13 -3.356578928156312287e-05 -1.006494959578477932e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 7.130984605939525963e-13 -1.470122431249187420e-06 -3.337577811026456339e-06 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 1.258193679538452461e-12 1.079447522293436359e-05 1.856659932376103413e-05 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 2.219961790286235902e-12 -2.874458091068557842e-04 -3.743370214663262522e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 1.382201932178117638e-15 3.916909161504292686e-12 1.313213227177576262e-04 1.292939510287634958e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 1.382201932178117638e-15 9.616587951416750513e-04 3.337031742133158424e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 2.438762430455725505e-15 1.355101513182035760e-03 3.635178178905970614e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 4.302961856542886968e-15 1.181906671346440608e-03 2.432319949460912817e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 7.592162527861749358e-15 7.555367427003042632e-04 1.192351466772447258e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 1.339564090297987229e-14 4.429204257084188418e-04 5.340141927730559547e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 2.363532057474613662e-14 2.894268098457896212e-04 2.661326128870646675e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 4.170225095738051496e-14 2.438335828414053418e-04 1.704142334244699913e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 7.357961274155570078e-14 7.188685294383843850e-05 3.823136256114372314e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 1.298241530590361534e-13 8.274528630382348496e-05 3.337161454202632483e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 2.290622373441387703e-13 5.052735428649379783e-05 1.544710713807920569e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 4.041582967480835065e-13 3.876400121706982586e-06 8.988741032820850939e-06 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 7.130984605939525963e-13 1.709899162370407451e-04 3.001953248450700139e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 1.258193679538452461e-12 2.043698193452214522e-04 2.718335907643085908e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 2.219961790286235902e-12 -1.228611026057280741e-04 -1.237304912829614520e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 2.438762430455725505e-15 3.916909161504292686e-12 -8.050034095849558670e-05 -6.129092953636319590e-05 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 1.382201932178117638e-15 7.047242211911472097e-04 1.882111696473155391e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 2.438762430455725505e-15 1.347932932403923855e-03 2.782973186815177608e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 4.302961856542886968e-15 1.839482721823260591e-03 2.913534037784722489e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 7.592162527861749358e-15 1.533183899490775295e-03 1.862214981643833811e-02 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 1.339564090297987229e-14 9.197769325284420230e-04 8.534861343983681306e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 2.363532057474613662e-14 4.312316937737462074e-04 3.051805686543936601e-03 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 4.170225095738051496e-14 1.838278572136540774e-04 9.888047307843408386e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 7.357961274155570078e-14 1.951942777746433629e-04 7.989585568933926232e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 1.298241530590361534e-13 1.302493158546504104e-04 4.042930465704509054e-04 9.708287439144076547e-01
2.500000000000000000e+00 0.000000000000000000e+00 4.302961856542886968e-15 2.290622373441387703e-13 -6.393515201212576391e-05 -1.504344034055719577e-04 9.708287439144076547e-01
