name,ra,dec,freq,f_sum,err_f_sum,f_sum_corr,err_f_sum_corr,f_sum_corr_30,err_f_sum_corr_30,rms,w20,w50,kin_pa,rel,qflag,kflag,n_pix,f_min,f_max,ell_maj,ell_min,ell_pa,ell3s_maj,ell3s_min,ell3s_pa,x,err_x,y,err_y,z,err_z,x_min,x_max,y_min,y_max,z_min,z_max,dist_h,log_m_hi,log_m_hi_corr,team_release,comments,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J094622-463856,146.593659,-46.651559,1.40778E9,59990.3,1968.536425,59990.3,1968.536425,52165.478260869575,1711.7708043478262,0.001664,1400970.0,1325860.0,4.50373,1.0,128.0,1.0,166152.0,-0.008226,0.018955,60.578996,11.504466,6.446208,61.951542,10.20874,6.451808,57.743343,0.120748,328.600435,0.465056,157.661006,0.511033,34.0,78.0,243.0,383.0,83.0,249.0,38.41007079247339,9.64332621077284,9.643327637702376,Vela High-Res TR1,,Vela High-Res Kin TR1,2700.5,0.8,42.774,0.1604,100.874,1.1486,146.59363,1.31E-4,-46.649185,6.38E-4,83.1,0.3,184.4,0.5,184.4,1.0,"2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.53,56.53,62.53,68.53,74.54,80.54,86.54,92.55,98.55,104.55,110.56,116.56,122.56,128.57,134.57,140.57,146.58,152.58,158.58,164.58,170.59","98.4,41.7,60.2,73.4,89.0,102.1,110.4,118.6,124.5,129.7,132.6,133.2,135.0,136.5,137.7,139.9,141.9,140.8,141.0,140.1,138.0,141.6,138.8,134.8,136.2,140.5,142.4,139.8,133.3","75.2,8.8,11.8,15.6,13.8,11.2,10.1,7.2,5.7,4.2,4.3,5.8,5.5,4.7,3.4,0.7,1.6,0.8,1.2,0.6,1.4,2.3,0.5,4.5,3.3,1.0,2.7,0.2,7.0","0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1","2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.53,56.53,62.53,68.53,74.54,80.54,86.54,92.55,98.55,104.55,110.56,116.56,122.56,128.57,134.57,140.57,146.58,152.58,158.58,164.58,170.59","22.65,19.32,20.38,22.28,18.26,22.74,19.87,23.04,24.24,22.06,21.91,20.7,19.3,20.44,17.3,16.75,14.78,13.59,12.07,11.89,9.33,9.74,7.53,6.93,6.77,4.93,5.19,3.74,3.47","1.17,6.0,5.59,4.01,6.5,5.73,5.6,4.45,5.96,4.58,2.79,3.71,3.32,3.38,2.82,2.73,2.45,2.9,2.41,2.85,2.06,2.26,2.0,2.05,1.83,1.59,1.63,1.34,1.31","2.726,2.325,2.453,2.682,2.198,2.737,2.391,2.774,2.917,2.655,2.637,2.491,2.323,2.46,2.083,2.016,1.779,1.636,1.453,1.431,1.123,1.173,0.906,0.834,0.814,0.593,0.624,0.451,0.417","0.129,0.11,0.116,0.127,0.104,0.129,0.113,0.131,0.138,0.126,0.125,0.118,0.11,0.116,0.099,0.095,0.084,0.077,0.069,0.068,0.053,0.055,0.043,0.039,0.039,0.028,0.03,0.021,0.02"
WALLABY J094524-480828,146.352127,-48.142078,1.41625E9,37132.8,1673.524278,37132.8,1673.524278,32289.39130434783,1455.2385026086959,0.002075,411212.0,352922.0,215.426166,1.0,0.0,1.0,77260.0,-0.008398,0.018831,49.020503,11.556604,34.85987,46.432414,8.623343,34.17175,262.012713,0.374862,225.232508,0.499486,129.10563,0.208711,221.0,298.0,169.0,276.0,106.0,152.0,12.567020660355306,8.4645770674067,8.46457874531904,Vela High-Res TR1,,Vela High-Res Kin TR1,876.7,1.9,50.124,0.7945,68.071,0.9495,146.352868,6.61E-4,-48.141057,5.28E-4,81.2,0.1,34.4,0.1,34.4,1.0,"2.5,8.5,14.5,20.5,26.5,32.51,38.51,44.51,50.51,56.51,62.51,68.51,74.51,80.52,86.52,92.52,98.52","12.7,15.2,15.5,15.2,16.1,18.2,21.1,23.9,26.4,28.6,30.6,32.6,34.2,35.1,35.5,35.3,35.1","8.7,7.0,4.1,1.7,1.0,0.6,0.1,0.5,0.2,0.4,0.6,0.4,0.2,0.2,0.3,0.4,0.1","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","2.5,8.5,14.5,20.5,26.5,32.51,38.51,44.51,50.51,56.51,62.51,68.51,74.51,80.52,86.52,92.52,98.52,104.52,110.52,116.52","26.81,25.74,24.15,21.5,21.55,20.81,19.29,17.78,16.41,14.85,12.9,10.71,9.37,8.6,7.43,6.15,5.81,5.12,4.07,3.23","4.07,4.34,3.75,2.95,3.07,3.0,2.17,2.03,2.18,1.84,1.89,1.95,1.59,1.67,1.55,1.54,1.46,1.36,1.38,1.26","4.124,3.959,3.714,3.307,3.314,3.201,2.967,2.735,2.525,2.284,1.985,1.648,1.441,1.324,1.143,0.946,0.894,0.788,0.626,0.496","0.046,0.044,0.042,0.037,0.037,0.036,0.033,0.031,0.028,0.026,0.022,0.019,0.016,0.015,0.013,0.011,0.01,0.009,0.007,0.006"
WALLABY J094924-454230,147.354709,-45.710711,1.39575E9,12331.8,1325.83167,12331.8,1325.83167,10723.304347826088,1152.8971043478261,0.002302,703435.0,562460.0,69.667812,1.0,0.0,0.0,39389.0,-0.028792,0.030277,27.440389,20.066734,23.688084,29.438505,17.325866,43.987553,281.396058,0.473468,191.180634,0.571677,128.199181,0.414998,253.0,315.0,154.0,223.0,98.0,153.0,75.65423848638443,9.54504802280265,9.545049389648362,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J094944-471059,147.431679,-47.18298,1.39542E9,46398.1,2036.869664,46398.1,2036.869664,40346.17391304348,1771.1910121739134,0.001671,960829.0,842052.0,169.24174,1.0,0.0,0.0,176363.0,-0.009281,0.009399,44.950701,41.613044,-33.74039,43.795717,42.245863,-86.953164,194.024136,0.409652,191.636249,0.413135,140.337815,0.310554,143.0,248.0,143.0,239.0,103.0,179.0,76.68494835365465,10.1322754781394,10.132276844152297,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J094919-475749,147.333108,-47.962082,1.41131E9,103573.0,3102.308746,103573.0,3102.308746,90063.47826086957,2697.6597791304353,0.001822,1147650.0,582109.0,340.476722,1.0,1.0,0.0,343987.0,-0.008427,0.011968,139.357177,38.030208,-13.649625,142.000033,33.008042,-14.884727,174.693435,0.335368,116.750821,0.888881,132.46478,0.221495,124.0,254.0,0.0,232.0,83.0,182.0,27.601890783496728,9.59347913602621,9.59348061074676,Vela High-Res TR1,Interacting pair,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J100123-434533,150.348596,-43.759921,1.40378E9,35944.5,1877.862944,35944.5,1877.862944,31256.086956521744,1632.924299130435,0.001664,621415.0,519051.0,67.752034,1.0,0.0,0.0,151377.0,-0.007915,0.009104,43.310698,35.993848,37.458285,37.420474,31.412048,23.062833,192.199779,0.420903,191.141803,0.435791,113.901901,0.255664,144.0,237.0,139.0,247.0,84.0,149.0,50.722995485820675,9.66239722469582,9.66239862199828,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J100509-444852,151.291475,-44.814399,1.40248E9,17614.7,1127.152879,17614.7,1127.152879,15317.130434782612,980.1329382608697,0.001498,539595.0,439296.0,118.661168,1.0,0.0,0.0,67279.0,-0.005911,0.008643,26.437938,21.708678,-55.908355,22.910552,20.286842,-64.120669,186.39232,0.380848,122.582092,0.354227,117.66413,0.322505,156.0,219.0,93.0,150.0,90.0,146.0,54.73981851756454,9.41883695568822,9.41883834620876,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J100550-441338,151.457106,-44.227753,1.40474E9,87238.9,2590.107161,87238.9,2590.107161,75859.91304347826,2252.2670965217394,0.001626,1623350.0,1339310.0,34.39988,1.0,0.0,0.0,301514.0,-0.006727,0.010796,72.399459,45.611042,30.070496,64.575567,42.057295,38.606831,207.018481,0.376674,191.544311,0.49591,151.635831,0.352236,154.0,287.0,86.0,256.0,95.0,216.0,47.76149841878186,9.99522105346122,9.995222456494355,Vela High-Res TR1,Interacting,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J100656-450242,151.736193,-45.045445,1.40219E9,33483.1,1995.631379,33483.1,1995.631379,29115.739130434784,1735.3316339130436,0.001486,1732460.0,1616610.0,66.31568,1.0,128.0,1.0,214468.0,-0.006652,0.010982,45.07204,15.007772,69.463849,49.261381,13.915934,70.178384,187.833239,0.323593,194.198285,0.17782,105.071936,0.849346,143.0,247.0,162.0,235.0,0.0,249.0,55.63689511932838,9.71190643089558,9.711907820035302,Vela High-Res TR1,,Vela High-Res Kin TR1,3915.3,7.2,55.812,1.9244,41.718,0.6889,151.735423,0.001513,-45.045712,3.83E-4,77.7,4.7,249.7,1.4,249.7,-1.0,"2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.53,56.53,62.53,68.54,74.54,80.54,86.55,92.55,98.55","51.7,123.5,152.5,177.8,181.1,176.8,182.6,186.3,186.6,186.5,185.3,182.8,172.4,166.1,161.1,161.7,168.5","18.6,25.4,10.7,10.2,2.7,4.5,0.1,4.1,6.2,8.3,9.0,8.0,1.4,7.1,11.9,11.5,5.4","0.9,2.2,2.7,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.1,3.0,2.9,2.9,3.0","2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.53,56.53,62.53,68.54,74.54,80.54,86.55,92.55,98.55,104.56","13.83,9.74,13.57,12.15,12.58,11.75,11.22,11.79,11.58,9.69,9.0,9.42,8.44,7.63,6.97,5.74,4.48,3.25","3.27,4.12,4.71,4.53,3.86,3.43,2.81,2.64,3.01,2.64,2.51,2.12,2.01,1.8,1.37,1.36,1.38,1.23","2.935,2.066,2.878,2.578,2.669,2.493,2.38,2.501,2.457,2.057,1.909,1.999,1.79,1.618,1.48,1.217,0.95,0.691","1.108,0.78,1.087,0.974,1.008,0.942,0.899,0.945,0.928,0.777,0.721,0.755,0.676,0.611,0.559,0.46,0.359,0.261"
WALLABY J100916-431959,152.319619,-43.332253,1.39896E9,63009.9,2686.320747,63009.9,2686.320747,54791.21739130435,2335.9310843478265,0.002012,1055010.0,872737.0,76.028883,1.0,0.0,0.0,211831.0,-0.009294,0.010646,59.44445,37.62328,72.268522,50.985113,35.972636,70.59401,252.508305,0.519829,161.92763,0.359719,143.494118,0.330468,186.0,330.0,106.0,204.0,87.0,188.0,65.6536127982417,10.1302810618449,10.130282438129287,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J101232-451408,153.135502,-45.235543,1.40115E9,74034.1,2500.009042,74034.1,2500.009042,64377.478260869575,2173.920906086957,0.001787,982530.0,870452.0,156.791178,1.0,0.0,0.0,232700.0,-0.007256,0.010263,50.042513,39.61876,-17.47041,45.019271,33.392209,-30.234957,190.307436,0.326981,194.522966,0.397212,143.944877,0.267605,145.0,243.0,128.0,256.0,104.0,184.0,58.857051154061956,10.1053838041517,10.105385188681522,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J101219-471739,153.081403,-47.294353,1.40852E9,67151.9,2583.708108,67151.9,2583.708108,58392.95652173913,2246.7027026086957,0.001785,1642220.0,1589570.0,108.435505,1.0,128.0,1.0,249106.0,-0.008581,0.018296,67.851241,10.784061,-71.534922,73.223154,7.976968,-71.360924,193.847442,0.420873,192.665061,0.160871,163.803371,0.520538,120.0,266.0,147.0,226.0,29.0,249.0,36.139845361655944,9.63938583913344,9.639387273729804,Vela High-Res TR1,,Vela High-Res Kin TR1,2520.8,0.1,83.363,0.7469,56.511,1.1844,153.0818,6.12E-4,-47.293883,6.58E-4,85.8,1.2,290.6,2.5,290.6,1.0,"2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.52,56.53,62.53,68.53,74.54,80.54,86.54,92.55,98.55,104.55,110.55,116.56,122.56,128.56,134.57,140.57,146.57","64.9,67.0,87.5,85.8,107.9,115.4,142.4,146.7,158.5,160.1,166.4,165.6,165.3,165.3,164.7,164.7,162.5,167.4,165.0,166.2,165.1,166.6,167.7,170.7,170.2","39.6,45.7,34.7,46.1,32.5,32.5,11.9,12.8,5.2,6.9,2.6,4.4,4.8,4.3,4.5,4.1,6.0,0.9,3.2,1.9,3.1,1.7,0.8,1.9,1.0","0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3","2.5,8.5,14.51,20.51,26.51,32.52,38.52,44.52,50.52,56.53,62.53,68.53,74.54,80.54,86.54,92.55,98.55,104.55,110.55,116.56,122.56,128.56,134.57,140.57,146.57,152.58","34.22,32.15,33.5,39.64,38.66,37.21,36.64,37.75,34.47,33.73,30.82,28.1,27.95,25.63,22.77,20.97,19.8,17.96,16.85,14.5,12.94,11.41,10.89,9.46,7.95,7.29","5.27,2.62,4.61,5.95,7.52,9.16,10.06,10.14,9.21,10.28,8.92,8.85,9.19,8.2,7.85,7.8,7.91,7.1,7.27,6.7,6.71,5.43,5.89,5.05,4.95,4.85","2.478,2.329,2.426,2.871,2.8,2.695,2.654,2.734,2.496,2.443,2.232,2.035,2.024,1.857,1.649,1.519,1.434,1.301,1.22,1.05,0.937,0.826,0.789,0.685,0.576,0.528","0.706,0.664,0.691,0.818,0.798,0.768,0.756,0.779,0.711,0.696,0.636,0.58,0.577,0.529,0.47,0.433,0.409,0.371,0.348,0.299,0.267,0.236,0.225,0.195,0.164,0.151"
WALLABY J100508-445144,151.286987,-44.862884,1.4E9,5793.537997,724.956488,5793.537997,724.956488,5037.859127826087,630.3969460869566,0.001503,536000.0,274000.0,50.315412,1.0,0.0,0.0,27634.0,-0.005256,0.007878,21.448518,13.70722,13.304534,17.588234,11.858045,14.195407,192.122919,0.388737,35.309359,0.558574,123.515813,0.463068,175.0,215.0,5.0,58.0,103.0,162.0,62.42337064506096,9.04999329910067,9.049994679080045,Vela High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125516+025347,193.816994,2.897172,1.4072E9,27189.0,1965.147389,27189.0,1965.147389,23642.608695652176,1708.8238165217392,0.003081,1807180.0,1615430.0,273.224592,1.0,0.0,0.0,48385.0,-0.013821,0.01791,55.087994,17.155784,-81.555895,48.375121,16.455286,-81.365161,187.666262,0.973098,192.908779,0.331024,116.765953,1.131422,119.0,244.0,163.0,221.0,64.0,175.0,40.19110577454697,9.34,9.339009533574602,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131114+032353,197.809455,3.398109,1.41E9,4900.833131,756.342492,4900.833131,756.342492,4261.594026956523,657.689123478261,0.002298,368000.0,165000.0,3.332957,1.0,0.0,0.0,12879.0,-0.007828,0.011903,21.502801,8.718231,22.58806,19.54399,10.336216,20.554423,258.863033,0.391371,168.097394,0.708421,129.002085,0.510911,244.0,276.0,146.0,188.0,112.0,149.0,31.606543294994676,8.39,8.386180306276664,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131122+032431,197.848567,3.410471,1.40607E9,37883.5,2042.611167,37883.5,2042.611167,32942.17391304348,1776.183623478261,0.002416,922153.0,862205.0,281.226075,1.0,0.0,0.0,84999.0,-0.011703,0.013116,45.106229,21.092875,-82.524106,41.490553,16.115232,-82.849594,188.585254,0.592123,190.348172,0.293649,119.59652,0.382023,130.0,240.0,159.0,228.0,84.0,157.0,43.665273235898376,9.56,9.5550788489473,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130305+035925,195.775083,3.990171,1.40697E9,43629.0,1627.939385,43629.0,1627.939385,37938.26086956522,1415.5994652173913,0.001533,644430.0,568756.0,356.200745,1.0,0.0,1.0,134055.0,-0.006747,0.011669,35.390431,31.119508,0.695853,33.121916,26.16453,10.609331,191.103501,0.30581,188.807317,0.332513,125.448338,0.236993,132.0,233.0,147.0,232.0,78.0,180.0,40.89778487221247,9.56,9.55953121987933,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125549+040049,193.964464,4.016109,1.41696E9,103639.0,2463.829871,103639.0,2463.829871,90120.8695652174,2142.4607573913045,0.001574,1088700.0,586471.0,200.488845,1.0,0.0,1.0,291230.0,-0.006368,0.012885,69.489486,47.535494,54.34279,60.733447,41.615026,43.544866,174.258604,0.432312,195.996318,0.365686,120.635252,0.21921,79.0,244.0,136.0,288.0,71.0,188.0,10.414754839495156,8.75,8.747177705072641,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125548+041805,193.951441,4.302162,1.41684E9,388778.0,4794.53222,388778.0,4794.53222,338067.82608695654,4169.158452173913,0.001562,1319790.0,1211600.0,128.086284,1.0,0.0,1.0,1119949.0,-0.007853,0.015924,130.397284,69.929093,-42.893701,117.31957,65.429464,-45.766413,196.145358,0.351155,188.391574,0.375089,127.606325,0.161064,76.0,335.0,29.0,346.0,78.0,245.0,10.778366598668004,9.35,9.35116397187823,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125313+042746,193.305192,4.464638,1.41697E9,78006.5,2264.207517,78006.5,2264.207517,67831.73913043478,1968.8761017391305,0.001601,506103.0,340449.0,216.793733,1.0,0.0,0.0,237738.0,-0.007193,0.011255,55.933332,41.390072,35.615929,48.057696,36.624563,57.691292,200.628618,0.367874,194.849107,0.423607,123.610597,0.143177,134.0,279.0,120.0,312.0,95.0,159.0,10.38445663952936,8.62,8.621254735656962,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J124915+043926,192.316048,4.657051,1.40787E9,30880.4,2097.861115,30880.4,2097.861115,26852.52173913044,1824.2270565217395,0.002471,422818.0,348442.0,90.920061,1.0,0.0,1.0,85733.0,-0.012269,0.013793,33.597725,27.344981,-83.08149,27.00325,25.058451,10.48945,191.615416,0.467754,191.191337,0.377552,125.768189,0.250938,149.0,231.0,156.0,235.0,102.0,149.0,38.13383481750014,9.35,9.348660267983554,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J124957+051840,192.49136,5.311282,1.41731E9,245158.0,4844.359493,245158.0,4844.359493,213180.8695652174,4212.486515652175,0.002051,859893.0,774070.0,84.884815,1.0,0.0,1.0,663282.0,-0.009579,0.016103,91.225322,66.655559,73.558282,73.422325,51.409791,83.741528,191.802892,0.441727,191.806949,0.346415,125.9997,0.139203,76.0,338.0,107.0,309.0,53.0,168.0,9.354572230049218,9.03,9.027850323817601,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130315+074816,195.813691,7.804,1.40669E9,75000.1,2379.916173,75000.1,2379.916173,65217.478260869575,2069.4923243478265,0.001682,1233210.0,924507.0,160.722907,1.0,0.0,0.0,237726.0,-0.007703,0.010325,52.528208,43.796516,-45.242324,48.578501,39.823319,-41.495235,187.646353,0.381707,195.199896,0.382836,125.9983,0.305289,118.0,242.0,133.0,255.0,79.0,173.0,41.75840176702527,9.81,9.8129059680189,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125513+080246,193.800152,8.047437,1.40746E9,2553.401818,519.040992,2553.401818,519.040992,2220.3494069565218,451.3399930434783,0.001675,764856.0,110428.0,46.344994,1.0,0.0,0.0,11405.0,-0.005179,0.007332,22.863734,12.390596,-83.097085,25.343901,12.167339,82.706512,130.092917,0.81694,159.38853,0.465902,135.830916,0.898001,103.0,150.0,138.0,173.0,100.0,154.0,39.39252925955748,8.29,8.294303284528779,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125443+080310,193.686091,8.054261,1.41E9,2464.894047,451.574189,2464.894047,451.574189,2143.386127826087,392.673207826087,0.001686,1370000.0,1140000.0,234.460142,1.0,0.0,0.0,8521.0,-0.006677,0.00767,17.066069,7.785823,56.104686,17.078421,3.969027,43.292444,333.377005,0.620892,171.683183,0.482141,180.542976,1.73109,320.0,353.0,161.0,185.0,144.0,229.0,31.606543294994676,8.09,8.087708646801387,NGC4808 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J125956-192430,194.983786,-19.407575,1.4165E9,26423.3,1847.798939,26423.3,1847.798939,22976.782608695656,1606.7816860869566,0.002333,267776.0,198869.0,11.124564,1.0,0.0,0.0,74638.0,-0.011772,0.013183,43.575666,24.533741,23.98337,47.266941,19.907106,10.365225,193.353273,0.409535,201.865091,0.579431,125.753765,0.225482,159.0,235.0,148.0,260.0,104.0,150.0,11.808934478503092,8.26276316836175,8.26276487022126,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130017-122041,195.071935,-12.344797,1.41295E9,79408.8,2668.550448,79408.8,2668.550448,69051.13043478262,2320.4786504347826,0.002029,881939.0,776128.0,122.505344,1.0,0.0,0.0,205807.0,-0.010455,0.014326,61.682469,34.113383,-55.384754,52.141531,27.447104,-58.182097,191.528427,0.465378,195.365174,0.394726,125.5566,0.23789,125.0,284.0,140.0,266.0,92.0,160.0,22.598899927871013,9.30439810760643,9.304399619926391,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130026-151708,195.110504,-15.28235,1.39741E9,64921.0,2533.094793,64921.0,2533.094793,56453.04347826087,2202.6911243478266,0.002015,2760680.0,2587440.0,193.17335,1.0,0.0,0.0,188205.0,-0.008176,0.014444,75.039347,20.627731,17.862249,74.449702,18.247994,16.634522,190.401599,0.283573,193.770854,0.64707,121.999384,0.900681,146.0,232.0,96.0,271.0,35.0,209.0,70.47683897573751,10.2048330518906,10.204834423288434,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130043-154253,195.182279,-15.714347,1.41387E9,22932.3,1699.3745,22932.3,1699.3745,19941.13043478261,1477.7169565217391,0.002287,478284.0,399332.0,109.61058,1.0,0.0,0.0,65739.0,-0.009695,0.01023,37.089468,28.879419,75.344999,45.925402,33.815087,78.076956,190.216581,0.548645,194.175428,0.452412,124.171418,0.295158,153.0,239.0,162.0,236.0,88.0,150.0,19.79742572529879,8.65001990619825,8.650021447872302,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130053-132655,195.219941,-13.448387,1.40843E9,119060.0,3178.265073,119060.0,3178.265073,103530.4347826087,2763.7087591304353,0.001667,1128510.0,1021700.0,327.27486,1.0,0.0,0.0,432095.0,-0.008514,0.011072,76.112669,64.732065,-25.450089,66.292775,56.857682,-26.358034,192.832434,0.405232,194.40333,0.449313,127.093152,0.237463,110.0,278.0,84.0,292.0,81.0,171.0,36.41582643405346,9.89470117421492,9.894702607828224,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130056-135640,195.2357,-13.945644,1.40791E9,89137.0,2562.038805,89137.0,2562.038805,77510.4347826087,2227.859830434783,0.001756,1351230.0,1228830.0,11.732533,1.0,0.0,1.0,253412.0,-0.008208,0.011817,67.878437,41.550529,-11.911711,52.569675,33.946948,-5.56484,190.049577,0.334691,191.340722,0.526997,122.016105,0.304342,115.0,258.0,113.0,270.0,19.0,172.0,38.011074609233084,9.8062332692682,9.806234697478866,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2652.0,3.3,85.797,1.0607,90.504,0.4854,195.235272,6.07E-4,-13.944442,2.7E-4,56.9,2.3,194.3,2.6,194.3,0.0,"2.5,8.5,14.51,20.51,26.52,32.52,38.53,44.53,50.54,56.54,62.55,68.55,74.56,80.56,86.57","52.6,71.8,114.9,139.3,148.6,151.8,152.7,152.9,154.2,157.6,161.4,161.1,155.6,164.9,195.3","2.7,29.5,13.9,3.3,3.2,4.7,3.9,2.3,1.1,1.0,2.1,0.1,3.7,10.8,49.8","1.4,1.9,3.0,3.7,3.9,4.0,4.0,4.0,4.1,4.2,4.3,4.2,4.1,4.3,5.1","2.5,8.5,14.51,20.51,26.52,32.52,38.53,44.53,50.54,56.54,62.55,68.55,74.56,80.56,86.57,92.57,98.58,104.58","11.14,10.38,10.54,11.31,10.81,11.0,12.24,13.58,13.18,11.92,9.73,7.72,5.67,4.49,4.05,3.64,2.46,1.81","1.29,1.43,2.06,1.87,1.71,1.25,1.83,2.16,1.9,1.47,1.25,1.13,0.98,0.85,0.74,0.7,0.62,0.51","6.084,5.665,5.754,6.175,5.905,6.008,6.683,7.418,7.195,6.508,5.315,4.215,3.097,2.453,2.21,1.986,1.345,0.986","0.376,0.351,0.356,0.382,0.365,0.372,0.413,0.459,0.445,0.403,0.329,0.261,0.192,0.152,0.137,0.123,0.083,0.061"
WALLABY J130107-132623,195.280553,-13.439967,1.41E9,4322.607429,545.922239,4322.607429,545.922239,3758.789068695652,474.71499043478264,0.001635,493000.0,419000.0,105.272632,1.0,0.0,0.0,13256.0,-0.005024,0.007471,13.050368,9.874042,85.243243,10.100081,9.35879,-89.288673,86.719275,0.436216,209.546842,0.350814,94.881968,0.588241,71.0,106.0,192.0,223.0,69.0,115.0,31.606543294994676,8.33165473317524,8.331656186376557,NGC 5044 High-Res TR1,Split-out from WALLABY J130053-132655,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130107-133053,195.281258,-13.514598,1.41424E9,38175.9,1710.78582,38175.9,1710.78582,33196.4347826087,1487.6398434782611,0.001673,375465.0,274024.0,206.007155,1.0,0.0,0.0,124481.0,-0.008937,0.012858,44.418749,26.414563,-1.318953,30.298268,21.52304,-12.682539,122.708835,0.302396,209.217676,0.527526,126.159651,0.194295,81.0,161.0,155.0,276.0,95.0,150.0,18.67177358476207,8.82051526205704,8.820516818006478,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130203-112229,195.514454,-11.374937,1.4141E9,74679.2,2261.96338,74679.2,2261.96338,64938.4347826087,1966.92467826087,0.001837,623546.0,444010.0,47.165613,1.0,0.0,0.0,180257.0,-0.007841,0.014,55.906977,25.121853,81.856757,45.372004,22.01199,79.747582,196.640504,0.509659,198.114232,0.230893,125.244511,0.191795,118.0,282.0,162.0,235.0,92.0,155.0,19.097626741046543,9.13151329710328,9.131514847454214,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
