name,ra,dec,freq,f_sum,err_f_sum,f_sum_corr,err_f_sum_corr,f_sum_corr_30,err_f_sum_corr_30,rms,w20,w50,kin_pa,rel,qflag,kflag,n_pix,f_min,f_max,ell_maj,ell_min,ell_pa,ell3s_maj,ell3s_min,ell3s_pa,x,err_x,y,err_y,z,err_z,x_min,x_max,y_min,y_max,z_min,z_max,dist_h,log_m_hi,log_m_hi_corr,team_release,comments,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J130203-145302,195.515585,-14.885777,1.41409E9,40910.0,1900.857282,40910.0,1900.857282,35573.913043478264,1652.919375652174,0.001731,878549.0,805198.0,172.293488,1.0,0.0,1.0,143389.0,-0.007498,0.010629,51.969413,26.697146,-11.087957,40.961693,20.059331,-12.634794,188.80705,0.306461,186.601334,0.54598,127.672081,0.312828,153.0,229.0,121.0,267.0,82.0,160.0,19.128048050245077,8.87152562641158,8.871527176372078,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,1344.4,4.3,49.595,1.082,82.177,0.0477,195.513408,6.22E-4,-14.882124,2.7E-5,66.3,7.6,352.9,2.1,352.9,0.0,"2.5,8.51,14.51,20.52,26.52,32.53,38.53,44.54,50.54,56.55,62.55,68.56,74.57,80.57,86.58,92.58,98.59,104.59,110.6,116.6","22.8,52.0,68.5,83.6,86.2,88.1,92.7,94.1,91.0,92.9,89.4,90.7,87.3,93.2,89.5,92.1,92.2,91.2,89.5,88.3","0.4,7.0,7.5,1.3,0.2,0.1,2.8,3.1,0.6,1.3,1.7,0.3,2.7,3.5,0.2,2.7,4.2,5.5,7.4,8.7","1.3,3.1,4.1,5.0,5.1,5.2,5.5,5.6,5.4,5.5,5.3,5.4,5.2,5.5,5.3,5.5,5.5,5.4,5.3,5.2","2.5,8.51,14.51,20.52,26.52,32.53,38.53,44.54,50.54,56.55,62.55,68.56,74.57,80.57,86.58,92.58,98.59,104.59,110.6,116.6","8.53,10.43,10.88,10.17,10.24,8.99,7.95,7.42,6.42,5.84,4.87,4.09,3.82,3.58,2.91,2.21,1.88,2.06,2.04,2.04","1.49,2.25,1.84,1.55,1.35,1.76,1.39,1.32,1.17,1.02,0.91,0.87,0.93,0.67,0.65,0.66,0.59,0.57,0.6,0.62","3.429,4.195,4.375,4.088,4.118,3.615,3.196,2.983,2.581,2.347,1.958,1.642,1.536,1.438,1.171,0.888,0.755,0.83,0.821,0.82","1.031,1.261,1.316,1.229,1.238,1.087,0.961,0.897,0.776,0.706,0.589,0.494,0.462,0.433,0.352,0.267,0.227,0.25,0.247,0.247"
WALLABY J130213-145817,195.555745,-14.971833,1.39776E9,63707.8,2431.212103,63707.8,2431.212103,55398.08695652174,2114.0974808695655,0.00171,1296530.0,1089060.0,59.920108,1.0,0.0,0.0,240676.0,-0.008112,0.008788,57.672858,44.100021,46.071946,49.184205,38.67004,59.101344,187.80723,0.438462,188.200039,0.431159,124.773107,0.32738,128.0,249.0,127.0,246.0,78.0,171.0,69.38678836358555,10.1831011966946,10.183102569137338,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130216-111407,195.568455,-11.235546,1.40771E9,49381.5,1999.761284,49381.5,1999.761284,42940.4347826087,1738.9228556521741,0.001839,958664.0,847755.0,52.434787,1.0,128.0,1.0,140676.0,-0.008305,0.011881,47.591275,27.95959,76.092321,37.719773,21.9769,69.220144,190.313668,0.465228,192.016701,0.30328,126.286744,0.357151,133.0,257.0,152.0,236.0,88.0,189.0,38.6249454150558,9.56365499767166,9.563656423922222,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2705.2,2.9,67.67,0.1019,49.343,0.4505,195.568253,5.8E-5,-11.23592,2.5E-4,68.7,4.7,230.1,2.7,230.1,0.0,"2.5,8.51,14.51,20.52,26.53,32.53,38.54,44.54,50.55,56.56,62.56,68.57,74.58","14.8,39.3,69.0,75.6,82.1,87.8,92.4,96.4,96.8,97.0,97.6,95.3,91.3","0.3,2.4,6.8,1.4,5.2,5.3,1.9,3.0,3.7,3.8,3.8,0.6,4.9","0.5,1.3,2.2,2.4,2.6,2.8,3.0,3.1,3.1,3.1,3.1,3.1,2.9","2.5,8.51,14.51,20.52,26.53,32.53,38.54,44.54,50.55,56.56,62.56,68.57,74.58,80.58,86.59,92.59,98.6,104.61","12.89,12.44,13.84,13.27,13.47,14.51,14.11,12.99,11.77,10.09,8.62,6.4,4.42,3.43,2.75,2.33,1.78,1.47","1.92,2.17,2.5,3.31,2.85,2.41,1.97,1.75,1.88,1.91,1.82,1.66,1.37,1.03,0.82,0.78,0.66,0.59","4.687,4.525,5.033,4.828,4.901,5.279,5.132,4.725,4.281,3.672,3.136,2.329,1.61,1.247,0.999,0.846,0.648,0.534","0.981,0.947,1.053,1.01,1.026,1.105,1.074,0.989,0.896,0.769,0.656,0.487,0.337,0.261,0.209,0.177,0.136,0.112"
WALLABY J130216-145410,195.562905,-14.890001,1.4E9,3397.439956,482.066639,3397.439956,482.066639,2954.295613913044,419.1883817391305,0.00169,765000.0,599000.0,138.085248,0.999981,0.0,0.0,9693.0,-0.005417,0.00846,14.729471,6.891915,-53.118379,13.046291,4.263338,-51.398562,175.350118,0.515132,335.498237,0.412958,128.029103,0.852858,162.0,191.0,323.0,349.0,107.0,154.0,62.42337064506096,8.81820122951668,8.818202609496057,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130235-113803,195.649731,-11.634083,1.40408E9,28917.8,1484.90997,28917.8,1484.90997,25145.913043478264,1291.2260608695653,0.00168,1024340.0,897525.0,199.309776,1.0,0.0,1.0,92885.0,-0.007578,0.009683,44.480392,18.659807,24.161896,37.595879,13.455118,22.754958,189.53516,0.326436,194.150821,0.522519,123.149437,0.420565,153.0,227.0,138.0,246.0,88.0,162.0,49.79709262817721,9.55192821444341,9.551929613464301,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,3489.2,8.1,48.231,0.7253,63.66,0.8193,195.648769,4.11E-4,-11.635466,4.55E-4,73.1,8.8,16.3,2.2,16.3,-1.0,"2.5,8.51,14.51,20.52,26.53,32.53,38.54,44.54,50.55,56.56,62.56,68.57,74.58,80.58,86.59,92.6,98.6,104.61,110.61","33.2,35.4,65.6,74.8,80.3,87.3,94.4,98.9,98.2,99.9,101.6,106.9,96.2,102.1,108.9,88.9,93.7,91.2,90.9","10.8,11.4,3.3,1.9,2.4,3.4,1.9,0.6,2.1,0.2,1.7,7.3,3.4,2.7,9.5,10.5,5.8,8.4,8.8","1.6,1.7,3.1,3.6,3.8,4.1,4.5,4.7,4.7,4.7,4.8,5.1,4.6,4.9,5.2,4.2,4.5,4.3,4.3","2.5,8.51,14.51,20.52,26.53,32.53,38.54,44.54,50.55,56.56,62.56,68.57,74.58,80.58,86.59,92.6,98.6,104.61,110.61","10.82,12.8,11.53,10.94,10.82,10.05,8.84,7.7,6.8,6.5,5.98,4.99,4.04,3.26,2.78,2.51,2.09,1.76,1.49","2.69,4.85,4.16,2.91,1.86,1.65,1.99,1.97,1.55,1.22,1.22,1.11,0.9,0.82,0.76,0.74,0.74,0.69,0.64","3.149,3.726,3.356,3.185,3.151,2.927,2.572,2.241,1.981,1.892,1.74,1.453,1.175,0.95,0.811,0.731,0.61,0.513,0.433","1.576,1.864,1.679,1.594,1.576,1.464,1.287,1.121,0.991,0.947,0.871,0.727,0.588,0.475,0.406,0.366,0.305,0.257,0.217"
WALLABY J130311-172230,195.798458,-17.375079,1.4065E9,39543.3,2014.743756,39543.3,2014.743756,34385.47826086957,1751.9510921739134,0.001836,216968.0,127994.0,239.482605,1.0,0.0,0.0,143301.0,-0.008299,0.010196,42.188895,39.082102,22.228149,37.318958,34.379501,-33.916715,191.070025,0.429333,193.358614,0.450899,126.198108,0.16229,144.0,241.0,133.0,245.0,102.0,153.0,42.34258695054567,9.5469826587794,9.546984074373821,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130314-172514,195.812026,-17.4204,1.41689E9,575135.0,4717.405396,575135.0,4717.405396,500117.3913043479,4102.091648695653,0.001846,596269.0,507715.0,116.20717,1.0,0.0,1.0,777477.0,-0.008875,0.044744,142.845097,36.388022,-65.495523,150.947647,34.011059,-65.008091,204.979873,0.389779,196.779486,0.199198,126.063334,0.06186,43.0,380.0,96.0,313.0,93.0,166.0,10.626854214068175,9.50893388561349,9.508935631630973,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,742.2,0.5,167.877,0.7976,109.882,0.3328,195.814414,4.64E-4,-17.420899,1.85E-4,78.6,0.8,296.2,0.3,296.2,0.0,"2.5,8.51,14.52,20.52,26.53,32.54,38.55,44.56,50.56,56.57,62.58,68.59,74.59,80.6,86.61,92.62,98.63,104.63,110.64,116.65,122.66,128.67,134.67,140.68,146.69,152.7,158.7,164.71,170.72,176.73,182.74,188.74,194.75,200.76,206.77,212.78,218.78,224.79,230.8,236.81,242.82,248.82","10.7,13.4,12.5,11.4,14.7,15.3,18.5,21.5,24.1,26.5,28.6,30.5,32.2,33.8,35.2,36.4,37.5,38.4,39.1,39.7,40.1,40.4,40.5,40.6,40.9,41.2,41.7,42.3,43.0,43.8,44.7,45.7,46.9,48.2,49.5,51.0,52.4,53.8,55.2,56.6,58.0,59.4","0.9,3.3,5.9,6.5,3.4,3.7,1.7,0.3,0.5,0.6,0.1,0.6,1.2,1.7,2.0,2.3,2.4,2.4,2.2,2.0,1.6,1.1,0.4,0.3,0.8,1.3,1.7,2.1,2.3,2.4,2.4,2.4,2.3,2.0,1.7,1.4,1.0,0.8,0.5,0.3,0.1,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2","2.5,8.51,14.52,20.52,26.53,32.54,38.55,44.56,50.56,56.57,62.58,68.59,74.59,80.6,86.61,92.62,98.63,104.63,110.64,116.65,122.66,128.67,134.67,140.68,146.69,152.7,158.7,164.71,170.72,176.73,182.74,188.74,194.75,200.76,206.77,212.78,218.78,224.79,230.8,236.81,242.82,248.82,254.83,260.84,266.85,272.85,278.86,284.87,290.88,296.89","60.89,59.08,57.67,56.94,55.09,52.87,51.36,48.59,48.46,45.94,46.25,45.1,43.65,42.42,40.4,38.24,36.42,34.17,31.84,30.72,27.9,26.25,25.1,24.4,23.03,22.0,21.18,20.07,19.13,18.71,18.34,17.95,17.95,18.2,17.57,17.15,16.38,15.58,14.02,12.81,11.41,10.37,9.03,8.2,7.32,6.64,5.86,5.46,5.08,4.48","2.64,3.14,5.29,7.23,7.85,7.92,8.53,7.54,8.23,7.3,7.86,7.03,6.08,5.72,5.09,4.2,4.19,4.3,4.36,3.91,3.01,2.55,2.32,2.54,2.74,2.74,2.63,2.54,2.76,2.87,2.8,2.79,3.09,3.29,3.29,3.37,3.14,2.7,2.19,2.0,1.7,1.5,1.25,1.08,0.93,0.94,0.94,0.91,0.87,0.82","12.015,11.658,11.38,11.235,10.871,10.433,10.135,9.588,9.563,9.065,9.125,8.898,8.613,8.37,7.972,7.545,7.186,6.743,6.283,6.062,5.506,5.179,4.954,4.815,4.545,4.342,4.178,3.96,3.776,3.692,3.618,3.543,3.542,3.591,3.467,3.385,3.233,3.075,2.766,2.529,2.252,2.046,1.782,1.618,1.444,1.31,1.157,1.077,1.002,0.883","0.832,0.807,0.788,0.778,0.753,0.723,0.702,0.664,0.662,0.628,0.632,0.616,0.596,0.58,0.552,0.523,0.498,0.467,0.435,0.42,0.381,0.359,0.343,0.333,0.315,0.301,0.289,0.274,0.261,0.256,0.251,0.245,0.245,0.249,0.24,0.234,0.224,0.213,0.192,0.175,0.156,0.142,0.123,0.112,0.1,0.091,0.08,0.075,0.069,0.061"
WALLABY J130323-172339,195.84744,-17.394621,1.40606E9,10371.2,905.17636,10371.2,905.17636,9018.434782608698,787.1098782608697,0.001795,763384.0,533767.0,220.347487,1.0,0.0,0.0,30251.0,-0.009072,0.010546,16.701864,13.58656,60.21875,14.589281,10.618461,53.436396,106.934251,0.35049,158.171691,0.321781,102.283217,0.458269,84.0,126.0,140.0,179.0,76.0,128.0,43.69604300787788,8.99306820642167,8.993069618586818,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130618-173039,196.57588,-17.510919,1.41347E9,58258.5,1916.815997,58258.5,1916.815997,50659.56521739131,1666.796519130435,0.001668,466574.0,358334.0,121.1239,1.0,0.0,1.0,157177.0,-0.006877,0.013168,43.658038,30.211957,-64.413356,38.283201,26.104948,-69.499012,193.351195,0.377467,198.845273,0.291477,125.29638,0.170666,144.0,246.0,160.0,239.0,94.0,153.0,21.01500988667175,9.1067733566145,9.106774884569049,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,1463.0,0.4,58.846,1.4015,48.075,1.2295,196.576174,8.16E-4,-17.511347,6.83E-4,50.3,4.3,300.4,2.5,300.4,0.0,"2.5,8.51,14.52,20.53,26.54,32.55,38.55,44.56,50.57,56.58,62.59,68.6,74.61,80.62,86.63,92.64,98.65","6.1,10.9,16.4,19.8,24.1,30.3,36.5,40.9,45.8,47.9,48.1,49.4,51.7,52.4,51.9,53.4,51.8","2.8,3.6,1.8,0.6,1.5,1.0,0.3,0.6,2.1,1.3,0.7,1.0,0.3,0.7,0.5,3.1,3.1","0.4,0.7,1.0,1.2,1.5,1.9,2.3,2.5,2.9,3.0,3.0,3.1,3.2,3.3,3.2,3.3,3.2","2.5,8.51,14.52,20.53,26.54,32.55,38.55,44.56,50.57,56.58,62.59,68.6,74.61,80.62,86.63,92.64,98.65","3.78,5.13,5.74,7.61,8.38,9.65,10.12,9.57,9.36,8.52,7.44,6.2,5.59,4.8,3.43,2.51,1.62","1.68,2.1,2.25,2.45,2.35,2.15,1.96,1.59,1.27,0.93,0.81,0.84,0.75,0.74,0.66,0.51,0.42","2.415,3.276,3.664,4.859,5.348,6.161,6.459,6.109,5.973,5.441,4.751,3.959,3.567,3.066,2.19,1.605,1.036","0.216,0.294,0.328,0.435,0.479,0.552,0.579,0.547,0.535,0.487,0.426,0.355,0.32,0.275,0.196,0.144,0.093"
WALLABY J130756-164123,196.985348,-16.689715,1.41593E9,11736.9,924.646199,11736.9,924.646199,10206.0,804.0401730434784,0.001729,293328.0,151074.0,138.394175,1.0,0.0,0.0,34042.0,-0.007181,0.013122,18.950119,14.027163,-38.881734,13.096921,10.800617,-29.817259,192.837473,0.365832,191.012345,0.378047,128.252295,0.297775,173.0,225.0,168.0,219.0,109.0,146.0,13.537761599554196,8.0290018656952,8.02900351685889,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J130943-163617,197.430605,-16.604934,1.40821E9,105922.0,3036.582357,105922.0,3036.582357,92106.08695652174,2640.5063973913043,0.001774,1631770.0,1545000.0,90.361217,1.0,128.0,1.0,348582.0,-0.008476,0.015833,76.548403,42.644149,88.494746,73.573141,38.262117,-89.319523,197.424887,0.487752,187.11848,0.280926,118.564117,0.408623,112.0,301.0,123.0,258.0,1.0,182.0,37.090595342577494,9.85986873842881,9.85987016970014,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2591.6,8.6,96.411,6.0051,79.439,0.0584,197.430033,0.003481,-16.601978,3.3E-5,82.3,3.7,269.9,0.1,269.9,1.0,"12.5,18.51,24.51,30.52,36.52,42.53,48.53,54.54,60.54,66.55,72.55,78.56,84.56,90.57,96.57,102.58,108.58,114.59,120.59,126.6,132.6,138.61,144.61,150.62,156.62,162.63,168.63,174.64,180.64,186.65,192.65,198.66,204.66,210.67","115.0,125.3,146.2,141.3,145.3,143.1,153.7,153.8,153.2,156.2,162.0,166.8,167.1,165.8,171.2,179.1,175.7,198.8,179.3,180.5,191.7,171.7,185.2,185.2,192.9,187.6,182.9,178.6,173.1,176.0,177.4,178.4,171.6,174.8","36.6,17.0,9.3,6.2,10.2,6.6,14.1,9.8,4.2,2.0,2.1,0.9,5.4,13.6,15.5,14.9,24.2,5.7,28.4,29.1,18.3,37.7,23.8,23.5,15.8,21.3,26.2,30.5,36.0,33.2,31.7,30.7,37.4,34.1","1.0,1.1,1.3,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.5,1.7,1.6,1.6,1.7,1.5,1.6,1.6,1.7,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.5,1.5","12.5,18.51,24.51,30.52,36.52,42.53,48.53,54.54,60.54,66.55,72.55,78.56,84.56,90.57,96.57,102.58,108.58,114.59,120.59,126.6,132.6,138.61,144.61,150.62,156.62,162.63,168.63,174.64,180.64,186.65,192.65,198.66,204.66,210.67","18.41,21.47,20.27,23.68,20.58,19.45,19.31,17.57,18.81,17.87,18.85,15.83,15.94,13.06,12.74,11.34,10.08,10.53,7.64,7.88,6.19,5.38,5.82,4.58,4.96,3.91,3.94,3.45,3.27,2.72,2.6,2.64,2.46,2.34","3.5,2.63,3.71,3.16,4.02,4.02,2.62,2.84,3.54,3.11,3.09,3.21,2.68,3.11,2.64,3.13,2.17,2.37,2.11,2.01,2.05,1.82,1.79,1.55,1.5,1.38,1.58,1.19,1.49,1.12,1.14,1.23,1.03,1.25","2.469,2.879,2.718,3.176,2.76,2.608,2.589,2.356,2.522,2.397,2.528,2.123,2.138,1.752,1.709,1.521,1.352,1.412,1.025,1.057,0.829,0.721,0.781,0.614,0.666,0.524,0.529,0.462,0.438,0.365,0.349,0.354,0.33,0.314","1.177,1.372,1.295,1.514,1.315,1.243,1.234,1.123,1.202,1.142,1.205,1.012,1.019,0.835,0.814,0.725,0.644,0.673,0.489,0.504,0.395,0.344,0.372,0.292,0.317,0.25,0.252,0.22,0.209,0.174,0.166,0.169,0.157,0.15"
WALLABY J131157-120351,197.991107,-12.064101,1.41046E9,35861.3,1337.161179,35861.3,1337.161179,31183.739130434788,1162.748851304348,0.001409,690771.0,592110.0,278.620223,1.0,0.0,1.0,107078.0,-0.005608,0.010112,35.554067,24.40807,88.878359,33.948438,21.591788,85.672263,193.719177,0.369024,192.61896,0.265257,125.610903,0.238393,148.0,234.0,158.0,227.0,93.0,155.0,30.199481994890967,9.21097994497108,9.210981405082977,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2117.0,0.1,53.739,0.2597,45.726,0.2588,197.992231,1.48E-4,-12.063486,1.44E-4,37.7,2.7,119.7,3.4,119.7,0.0,"7.5,13.51,19.51,25.52,31.53,37.53,43.54,49.55,55.55,61.56,67.56,73.57,79.58","62.3,70.0,77.2,82.3,85.0,88.7,91.9,94.2,95.3,90.8,95.5,82.8,73.1","1.0,1.3,0.3,0.5,1.9,1.2,0.1,0.4,0.2,5.1,0.7,13.3,22.5","3.8,4.3,4.7,5.0,5.2,5.4,5.6,5.7,5.8,5.5,5.8,5.1,4.5","7.5,13.51,19.51,25.52,31.53,37.53,43.54,49.55,55.55,61.56,67.56,73.57,79.58","6.53,7.89,8.41,8.07,7.17,7.77,7.26,6.16,5.14,3.91,2.69,1.56,0.72","1.04,1.55,1.69,1.71,1.3,0.81,1.0,1.01,1.0,0.88,0.68,0.53,0.34","5.169,6.238,6.652,6.381,5.671,6.148,5.745,4.872,4.067,3.089,2.125,1.234,0.57","0.187,0.226,0.241,0.231,0.206,0.223,0.208,0.177,0.147,0.112,0.077,0.045,0.021"
WALLABY J131234-173225,198.145895,-17.541318,1.40754E9,50228.8,1915.481648,50228.8,1915.481648,43677.21739130435,1665.636215652174,0.00159,1835430.0,1658900.0,126.519822,1.0,128.0,1.0,172620.0,-0.010062,0.01423,36.97762,16.794557,-51.487261,37.802346,12.442736,-50.630134,194.755064,0.243581,194.128277,0.217322,131.0794,0.645645,154.0,234.0,150.0,230.0,63.0,248.0,39.14687276297627,9.58270191536743,9.582703339999835,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2751.5,1.6,48.317,0.2039,52.902,0.1972,198.147315,1.19E-4,-17.541999,1.1E-4,75.3,1.5,307.8,0.6,307.8,0.0,"2.5,8.5,14.51,20.51,26.52,32.52,38.53,44.53,50.54,56.54,62.54,68.55,74.55,80.56,86.56","55.9,83.7,121.0,140.1,156.0,169.0,176.9,183.2,188.9,192.7,194.5,194.8,194.4,197.7,198.1","8.9,14.6,1.6,4.4,1.8,1.5,3.2,2.4,0.4,1.7,3.5,4.6,4.6,7.8,7.8","0.4,0.6,0.8,0.9,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3","2.5,8.5,14.51,20.51,26.52,32.52,38.53,44.53,50.54,56.54,62.54,68.55,74.55,80.56,86.56","17.89,19.67,20.9,21.69,23.98,24.7,23.88,22.47,20.44,17.08,13.78,10.95,9.04,6.9,4.9","3.18,3.11,2.39,2.82,4.04,4.56,4.19,4.1,3.24,3.18,2.84,2.7,2.56,2.2,1.92","4.544,4.997,5.309,5.509,6.091,6.273,6.065,5.707,5.19,4.339,3.501,2.782,2.296,1.751,1.243","0.447,0.491,0.522,0.541,0.599,0.617,0.596,0.561,0.51,0.426,0.344,0.273,0.226,0.172,0.122"
WALLABY J131244-155218,198.183887,-15.868901,1.40638E9,8072.522347,905.218395,8072.522347,905.218395,7019.584649565219,787.1464304347827,0.001873,213955.0,87756.4,154.886421,1.0,0.0,0.0,27815.0,-0.00657,0.00868,33.210093,16.738913,-42.12967,36.512416,19.615104,-35.221092,134.770102,0.579633,209.473893,0.583675,116.352693,0.314726,103.0,162.0,170.0,240.0,102.0,133.0,42.711627341279176,8.86445646733367,8.864457881971495,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131305-195830,198.271196,-19.977085,1.4076E9,65441.4,1986.326573,65441.4,1986.326573,56905.56521739131,1727.2404982608698,0.001602,1458570.0,1384880.0,179.749896,1.0,128.0,0.0,183067.0,-0.008595,0.016254,55.000995,11.750643,0.585289,57.436795,10.917996,1.03057,192.090795,0.106177,191.747666,0.385025,133.471826,0.581502,171.0,214.0,124.0,256.0,75.0,243.0,38.962648715300354,9.69350449110556,9.693505916304167,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131331-160600,198.384401,-16.101071,1.40769E9,1689.206665,521.083628,1689.206665,521.083628,1468.8753608695654,453.11619826086957,0.002461,570422.0,279916.0,202.899218,1.0,0.0,0.0,5333.0,-0.009717,0.010638,26.351082,7.411122,20.939039,31.774033,2.99567,28.047474,49.640273,0.621923,245.044307,1.421674,133.188416,0.81059,37.0,61.0,225.0,267.0,116.0,148.0,38.68634208948169,8.09915308461532,8.099154510673277,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131334-152553,198.393521,-15.432742,1.40865E9,69394.1,2334.210697,69394.1,2334.210697,60342.69565217393,2029.7484321739132,0.001607,400325.0,330371.0,229.453537,1.0,0.0,1.0,250866.0,-0.007773,0.010698,51.881314,48.902541,-87.922125,47.825902,45.913999,69.61054,190.951015,0.400418,190.564651,0.36712,125.899016,0.142893,128.0,266.0,131.0,265.0,100.0,151.0,35.741268293512775,9.64401741940746,9.644018855450375,NGC 5044 High-Res TR1,,NGC 5044 High-Res Kin TR1,2498.3,1.3,74.929,1.6112,71.185,0.1418,198.392381,9.29E-4,-15.431842,7.9E-5,19.3,1.7,53.3,2.1,53.3,1.0,"7.5,13.51,19.51,25.52,31.53,37.53,43.54,49.54,55.55,61.56,67.56,73.57,79.58,85.58,91.59,97.59,103.6,109.61,115.61","50.0,63.4,61.2,50.3,78.2,87.4,88.0,89.7,100.5,93.9,97.7,87.2,96.6,101.3,90.6,75.8,58.4,62.6,45.9","11.0,4.3,9.8,26.2,4.6,0.4,3.3,3.6,6.3,1.2,2.0,8.9,0.1,4.6,6.1,20.8,37.9,33.3,49.4","4.2,5.3,5.2,4.2,6.6,7.4,7.4,7.5,8.5,7.9,8.2,7.3,8.1,8.5,7.6,6.4,4.9,5.3,3.9","7.5,13.51,19.51,25.52,31.53,37.53,43.54,49.54,55.55,61.56,67.56,73.57,79.58,85.58,91.59,97.59,103.6,109.61,115.61","2.69,3.11,3.66,4.39,4.7,5.58,5.59,5.85,6.05,5.26,4.77,4.85,5.08,4.76,3.4,2.28,1.58,0.98,0.54","1.35,1.15,1.03,0.95,0.83,0.69,0.81,0.87,0.62,0.69,0.69,0.65,0.57,0.54,0.5,0.41,0.37,0.28,0.2","2.541,2.939,3.452,4.141,4.433,5.264,5.278,5.521,5.71,4.964,4.499,4.576,4.791,4.498,3.208,2.154,1.488,0.928,0.51","0.026,0.03,0.035,0.042,0.045,0.054,0.054,0.056,0.058,0.051,0.046,0.047,0.049,0.046,0.033,0.022,0.015,0.009,0.005"
WALLABY J131410-213942,198.540585,-21.661945,1.40635E9,21106.6,2113.398608,21106.6,2113.398608,18353.565217391304,1837.7379200000003,0.003405,459457.0,209360.0,238.954884,1.0,0.0,0.0,45824.0,-0.013284,0.014879,28.027126,21.574141,18.583676,32.410478,17.375192,11.362918,219.599283,0.448355,98.996966,0.507736,124.817464,0.354002,192.0,245.0,54.0,126.0,105.0,150.0,42.80389727933988,9.28373988039289,9.283741294794128,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131512-175802,198.803743,-17.966635,1.40738E9,20679.8,1293.157054,20679.8,1293.157054,17982.434782608696,1124.484394782609,0.0016,257901.0,188128.0,325.433072,1.0,0.0,0.0,77707.0,-0.006264,0.008055,28.077551,27.582633,-10.071257,29.802028,17.261628,-84.255773,191.299199,0.381796,192.057208,0.40702,124.720888,0.231418,154.0,227.0,145.0,227.0,86.0,144.0,39.63821368394742,9.20812944895644,9.208130872104446,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131618-204147,199.076941,-20.697571,1.40682E9,17800.2,1218.512164,17800.2,1218.512164,15478.434782608698,1059.5757947826087,0.001873,600599.0,464365.0,206.223413,1.0,0.0,0.0,50431.0,-0.007888,0.00995,26.330033,18.229703,29.692326,22.54658,14.221693,14.525634,188.732052,0.359164,193.873021,0.417023,124.018199,0.352647,161.0,215.0,152.0,230.0,98.0,149.0,41.35878703353231,9.17991543915312,9.179916857381087,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLABY J131658-163757,199.244648,-16.636101,1.41223E9,109371.0,2988.008709,109371.0,2988.008709,95105.21739130435,2598.268442608696,0.001864,1567500.0,1485360.0,153.058467,1.0,0.0,0.0,305601.0,-0.008737,0.010426,67.639747,38.566954,-25.740857,62.687969,32.397184,-29.01921,190.451009,0.314699,189.518801,0.440762,127.545827,0.359303,135.0,246.0,111.0,261.0,70.0,183.0,24.79390406576806,9.52394691068884,9.523948404644257,NGC 5044 High-Res TR1,,,,,,,,,,,,,,,,,,,,,,,,,,,
