name,ra,dec,freq,team_release,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,e_PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J131334-152553,198.3930237665805,-15.43162201129103,1.408650149163271E9,NGC5044 TR3,NGC5044 Kin TR3,2501.8,0.8,35.227,0.246,31.897,0.5577,198.392238,4.32E-4,-15.431687,9.28E-4,23.0,5.3,50.6,0.8,50.2,0.8,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","57.3,68.1,73.5,78.6,81.6,81.5,78.0,71.9","9.1,3.0,1.3,1.0,2.2,2.4,2.1,0.3","13.2,15.6,16.9,18.0,18.7,18.7,17.9,16.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","3.04,3.84,4.7,4.83,4.32,3.42,2.02,0.96","0.4,0.41,0.29,0.29,0.26,0.22,0.27,0.21","2.802,3.538,4.322,4.444,3.981,3.146,1.864,0.884","0.109,0.138,0.169,0.173,0.155,0.123,0.073,0.034"
WALLABY J131234-173225,198.1452134235389,-17.54042901333131,1.407350658891432E9,NGC5044 TR3,NGC5044 Kin TR3,2750.0,1.0,25.174,0.5156,23.516,0.0952,198.146793,9.02E-4,-17.541571,1.53E-4,65.3,4.1,308.0,0.8,307.6,0.8,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3","55.0,162.4,199.1,200.7,196.5,185.9,109.4","20.3,4.5,19.9,14.5,4.0,9.3,90.3","1.8,5.3,6.5,6.6,6.4,6.1,3.6","7.5,22.47,37.43,52.4,67.37,82.34,97.3","23.24,21.42,18.22,12.16,6.67,2.61,0.78","0.36,1.36,1.92,1.96,1.57,1.02,0.44","9.696,8.938,7.6,5.075,2.784,1.089,0.327","1.5,1.383,1.176,0.785,0.431,0.168,0.051"
WALLABY J131920-145037,199.8357254341059,-14.8438671894404,1.407509465522468E9,NGC5044 TR3,NGC5044 Kin TR3,2749.3,2.6,26.702,0.1059,36.522,0.2963,199.835243,1.89E-4,-14.844065,4.92E-4,80.4,4.1,149.2,0.4,148.5,0.4,1.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36,142.35,157.33","106.6,129.6,145.5,187.3,187.9,184.1,182.7,181.0,178.7,176.1,172.9","69.1,57.0,43.0,0.1,1.4,2.2,3.2,4.8,6.9,9.5,12.6","1.3,1.6,1.8,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36,142.35,157.33","12.02,13.46,14.15,14.03,12.83,10.68,8.41,6.14,4.05,2.74,1.84","0.68,1.34,1.8,1.89,1.62,1.32,1.47,1.58,1.51,1.43,1.05","2.006,2.246,2.361,2.341,2.141,1.782,1.403,1.025,0.676,0.458,0.307","0.855,0.957,1.006,0.998,0.913,0.76,0.598,0.437,0.288,0.195,0.131"
WALLABY J130618-173039,196.5768410869774,-17.51096062271869,1.413478173911167E9,NGC5044 TR3,NGC5044 Kin TR3,1468.9,0.4,33.038,0.0473,28.765,0.1851,196.575627,8.2E-5,-17.510539,3.09E-4,49.8,1.2,299.3,1.5,299.4,1.5,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","18.7,32.7,40.3,43.4,45.2,46.2,46.4,46.0","3.2,2.2,2.7,0.5,1.4,2.4,2.5,1.6","0.3,0.6,0.7,0.7,0.8,0.8,0.8,0.8","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24","5.91,6.78,7.41,6.92,5.29,3.15,1.48,0.58,0.21","0.61,1.0,1.21,0.9,0.54,0.48,0.37,0.19,0.11","3.815,4.371,4.781,4.466,3.415,2.03,0.952,0.372,0.138","0.092,0.105,0.115,0.108,0.082,0.049,0.023,0.009,0.003"
WALLABY J125907-121329,194.7792844114985,-12.22481782798696,1.414233120089438E9,NGC5044 TR3,NGC5044 Kin TR3,1316.4,0.9,31.04,0.7347,38.788,0.2695,194.779017,0.001249,-12.228974,4.67E-4,41.4,4.3,158.5,1.7,159.3,1.7,0.0,"7.5,22.48,37.47,52.45,67.43","31.8,45.2,46.4,44.0,39.4","2.6,3.1,0.7,0.6,5.1","2.7,3.9,4.0,3.7,3.4","7.5,22.48,37.47,52.45,67.43,82.42","12.49,11.68,8.02,4.42,2.38,1.31","0.75,1.15,1.15,0.91,0.68,0.36","9.369,8.763,6.014,3.317,1.786,0.981","0.612,0.572,0.393,0.217,0.117,0.064"
WALLABY J132148-131222,200.4535705676634,-13.20614993439617,1.406791907975881E9,NGC5044 TR3,NGC5044 Kin TR3,2897.3,0.4,26.675,0.1441,28.396,0.1055,200.453827,2.48E-4,-13.205809,1.74E-4,50.0,0.9,141.9,2.1,141.5,2.1,0.0,"7.5,22.48,37.47,52.45,67.43,82.42","115.6,123.3,124.1,125.6,127.8,128.7","29.3,11.6,2.3,0.6,3.4,4.2","1.5,1.6,1.6,1.7,1.7,1.7","7.5,22.48,37.47,52.45,67.43,82.42,97.4","9.69,9.53,9.03,7.59,5.07,2.4,0.79","0.39,0.85,0.73,0.67,0.57,0.39,0.23","6.236,6.133,5.808,4.884,3.262,1.542,0.511","0.116,0.114,0.108,0.091,0.061,0.029,0.01"
WALLABY J130221-154600,195.590275974464,-15.76689407031091,1.397792827229228E9,NGC5044 TR3,NGC5044 Kin TR3,4821.2,4.2,39.587,0.7413,27.924,0.6224,195.584546,0.001277,-15.76641,0.001048,81.1,2.7,64.0,0.0,64.4,0.0,1.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24","139.7,182.1,161.7,156.3,167.6,182.5,195.7,200.6,138.1","33.5,46.9,1.8,2.3,0.1,0.4,3.5,5.5,52.6","1.0,1.4,1.2,1.2,1.2,1.4,1.5,1.5,1.0","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24,142.2","14.83,15.14,13.83,11.26,9.36,7.57,6.04,4.82,3.67,2.46","1.6,2.9,2.57,2.72,3.31,3.33,2.62,2.18,1.8,1.43","2.294,2.341,2.139,1.74,1.447,1.17,0.934,0.745,0.567,0.381","0.693,0.707,0.646,0.526,0.437,0.354,0.282,0.225,0.171,0.115"
WALLABY J131035-214450,197.6460172879057,-21.74743923598074,1.406559503047182E9,NGC5044 TR3,NGC5044 Kin TR3,2955.6,1.1,26.982,0.0649,21.147,0.4276,197.647489,1.2E-4,-21.746934,7.14E-4,65.4,3.6,95.2,1.4,94.9,1.4,0.0,"7.5,22.47,37.43,52.4,67.37,82.34","57.8,83.9,99.5,118.4,129.6,136.1","0.7,0.6,3.4,3.2,6.0,8.7","1.7,2.4,2.9,3.4,3.7,3.9","7.5,22.47,37.43,52.4,67.37,82.34","18.01,17.39,15.27,10.42,5.46,2.7","1.31,2.5,2.55,2.15,1.56,1.12","7.5,7.24,6.357,4.337,2.273,1.126","1.024,0.989,0.868,0.592,0.311,0.154"
WALLABY J130213-145817,195.5552290364467,-14.97150116388425,1.397753951712689E9,NGC5044 TR3,NGC5044 Kin TR3,4855.7,1.2,37.401,0.5293,38.293,0.0942,195.55329,9.12E-4,-14.968444,1.67E-4,42.1,1.7,233.5,1.4,234.3,1.4,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36","170.3,243.5,190.1,180.0,180.9,163.6,146.4,144.6,139.3","73.5,58.7,2.5,9.5,1.6,1.7,2.5,0.4,11.9","5.6,8.0,6.3,5.9,6.0,5.4,4.8,4.8,4.6","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36,142.35,157.33","5.33,4.92,4.92,3.78,2.45,1.67,1.49,1.23,0.81,0.48,0.26","0.88,0.86,0.57,0.56,0.49,0.27,0.2,0.23,0.21,0.2,0.14","3.957,3.65,3.646,2.801,1.815,1.24,1.107,0.909,0.601,0.356,0.19","0.106,0.098,0.098,0.075,0.049,0.033,0.03,0.024,0.016,0.01,0.005"
WALLABY J132635-221419,201.6494655242224,-22.23866903704058,1.413681964439508E9,NGC5044 TR3,NGC5044 Kin TR3,1414.3,1.7,31.657,0.704,29.025,0.487,201.651667,0.001261,-22.236483,8.21E-4,58.8,5.2,272.3,4.4,272.8,4.4,0.0,"7.5,22.56,37.62,52.68,67.74,82.8,97.86","18.6,27.8,34.8,42.4,49.5,55.2,59.5","4.3,1.5,1.0,0.3,2.1,4.4,7.2","1.0,1.5,1.9,2.3,2.7,3.1,3.3","7.5,22.56,37.62,52.68,67.74,82.8,97.86,112.92,127.98","12.4,10.35,8.51,6.28,4.25,2.47,1.28,0.56,0.2","0.63,1.54,1.56,1.22,1.11,0.76,0.45,0.24,0.14","6.42,5.358,4.408,3.252,2.199,1.279,0.665,0.289,0.106","0.959,0.8,0.658,0.486,0.328,0.191,0.099,0.043,0.016"
WALLABY J133314-160715,203.3085043975418,-16.12108730840259,1.391870539987899E9,NGC5044 TR3,NGC5044 Kin TR3,6116.8,3.7,44.031,0.4311,29.269,0.1512,203.305758,7.49E-4,-16.120597,2.5E-4,64.0,2.1,122.5,0.5,122.3,0.5,0.0,"7.5,22.47,37.45,52.42,67.39,82.36,97.34,112.31","103.8,289.0,342.9,375.8,358.1,357.5,351.2,333.7","77.1,7.1,22.0,9.1,6.4,5.6,3.0,17.5","1.8,5.1,6.0,6.6,6.3,6.3,6.2,5.9","7.5,22.47,37.45,52.42,67.39,82.36,97.34,112.31,127.28,142.25","3.15,4.16,5.48,5.54,4.7,3.44,2.1,1.52,0.98,0.79","0.9,1.69,1.37,0.74,1.1,1.03,0.73,0.59,0.5,0.47","1.379,1.82,2.4,2.424,2.056,1.506,0.92,0.666,0.431,0.344","0.102,0.135,0.178,0.179,0.152,0.111,0.068,0.049,0.032,0.025"
WALLABY J132433-210813,201.1375673619852,-21.13871746053412,1.40788910117819E9,NGC5044 TR3,NGC5044 Kin TR3,2658.9,0.4,46.512,0.5951,40.641,0.3762,201.134948,0.001057,-21.137475,6.38E-4,52.7,0.0,138.4,0.4,139.0,0.4,0.0,"7.5,22.56,37.62,52.68,67.74,82.8,97.86,112.92,127.98,143.04,158.1","87.9,169.1,173.2,172.7,174.3,175.6,176.1,174.8,170.9,164.9,145.1","79.3,4.0,0.6,0.4,0.5,0.9,1.0,0.1,3.4,8.1,26.3","0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1","7.5,22.56,37.62,52.68,67.74,82.8,97.86,112.92,127.98,143.04,158.1,173.16,188.22,203.28","2.1,3.26,4.11,3.79,2.95,2.05,1.36,1.03,0.83,0.64,0.44,0.26,0.18,0.08","0.28,0.62,0.42,0.29,0.33,0.32,0.26,0.21,0.18,0.16,0.14,0.12,0.1,0.05","1.274,1.98,2.494,2.3,1.791,1.243,0.827,0.622,0.506,0.385,0.266,0.158,0.11,0.048","0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0"
WALLABY J130947-101916,197.4481698050118,-10.32117640611391,1.414714458204522E9,NGC5044 TR3,NGC5044 Kin TR3,1211.1,0.7,26.307,0.1964,31.798,0.1879,197.447852,3.32E-4,-10.31842,3.15E-4,48.4,8.0,329.4,0.5,329.6,0.5,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4","58.5,59.1,100.7,114.5,119.7,118.2,111.5","2.3,29.7,2.5,1.5,0.4,4.1,11.3","7.5,7.6,12.9,14.7,15.3,15.1,14.3","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38","4.07,3.79,3.26,3.22,3.4,3.14,2.32,1.06","0.56,0.63,0.56,0.48,0.47,0.46,0.41,0.3","2.7,2.517,2.16,2.136,2.257,2.084,1.541,0.702","0.425,0.396,0.34,0.336,0.355,0.328,0.242,0.11"
WALLABY J134019-235122,205.082692315635,-23.85631890730078,1.390219653151989E9,NGC5044 TR3,NGC5044 Kin TR3,6503.7,0.8,28.22,0.8281,24.194,0.3766,205.080261,0.001521,-23.858877,6.06E-4,34.5,5.0,320.4,2.9,319.4,2.9,0.0,"7.5,22.56,37.62,52.68,67.74","224.3,234.8,233.0,226.1,216.1","34.6,3.6,0.3,2.1,9.1","29.3,30.7,30.4,29.6,28.2","7.5,22.56,37.62,52.68,67.74,82.8,97.86","3.48,4.69,4.73,2.77,1.14,0.39,0.16","0.75,0.73,0.47,0.53,0.43,0.2,0.1","2.868,3.868,3.899,2.284,0.944,0.32,0.13","0.172,0.232,0.234,0.137,0.057,0.019,0.008"
WALLABY J132519-210812,201.3330138420414,-21.1369897644396,1.412184174722042E9,NGC5044 TR3,NGC5044 Kin TR3,1747.5,0.8,38.214,1.0624,38.756,0.6571,201.325031,0.001889,-21.134628,0.00111,61.1,2.9,326.3,5.7,326.8,5.7,0.0,"7.5,22.56,37.62,52.68,67.74,82.8,97.86","25.2,43.6,57.3,67.5,77.4,80.6,79.5","10.0,2.3,4.5,9.3,9.0,9.9,9.7","0.7,1.2,1.6,1.9,2.2,2.3,2.2","7.5,22.56,37.62,52.68,67.74,82.8,97.86","3.26,4.26,4.58,3.77,2.33,1.37,0.86","1.14,1.44,0.99,0.8,0.53,0.45,0.34","1.578,2.058,2.215,1.822,1.127,0.662,0.415","0.145,0.189,0.204,0.168,0.104,0.061,0.038"
WALLABY J130225-174046,195.6082197035192,-17.67947668245709,1.398725926631284E9,NGC5044 TR3,NGC5044 Kin TR3,4647.7,3.9,29.713,0.1083,28.93,0.2703,195.608283,1.86E-4,-17.678934,4.52E-4,82.2,3.3,225.3,0.5,225.7,0.5,1.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24","159.4,220.7,210.3,210.6,220.6,222.7,222.4,224.1,224.6","99.4,107.7,5.9,7.9,0.2,0.6,1.3,3.6,3.2","1.3,1.8,1.7,1.7,1.8,1.8,1.8,1.8,1.8","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24","14.34,14.92,13.7,13.07,10.51,9.01,5.77,5.1,2.64","0.94,0.75,1.12,0.99,1.5,2.1,2.44,2.37,2.28","1.954,2.033,1.866,1.78,1.432,1.228,0.786,0.695,0.359","0.819,0.852,0.782,0.746,0.6,0.515,0.329,0.291,0.151"
WALLABY J131702-104612,199.2588501125245,-10.77025703810503,1.407104510414065E9,NGC5044 TR3,NGC5044 Kin TR3,2831.1,1.0,24.992,0.2034,24.309,0.1417,199.258943,3.46E-4,-10.768538,2.35E-4,62.9,4.7,52.8,1.2,52.6,1.2,0.0,"7.5,22.48,37.47,52.45,67.43,82.42","115.6,125.1,129.6,131.4,131.4,133.8","56.2,26.3,6.6,0.4,2.2,3.2","4.9,5.3,5.5,5.6,5.6,5.7","7.5,22.48,37.47,52.45,67.43,82.42","11.77,11.33,9.8,7.15,4.11,1.94","0.62,1.42,1.43,1.43,1.13,0.73","5.363,5.161,4.463,3.26,1.873,0.883","0.863,0.831,0.718,0.525,0.301,0.142"
WALLABY J130203-145302,195.5149418546055,-14.88408311636801,1.414066345982545E9,NGC5044 TR3,NGC5044 Kin TR3,1350.0,2.0,25.039,0.4407,36.785,0.2218,195.513627,7.56E-4,-14.882136,3.78E-4,55.8,7.4,354.8,0.2,355.5,0.2,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4","60.3,83.7,93.5,99.5,102.0,100.4,94.4","5.8,5.4,3.4,1.3,1.5,1.7,7.8","5.4,7.5,8.3,8.9,9.1,9.0,8.4","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36,142.35,157.33,172.31","7.39,6.87,5.35,3.76,2.51,1.59,1.14,0.94,0.66,0.33,0.11,0.02","0.18,0.45,0.45,0.39,0.35,0.38,0.35,0.28,0.2,0.11,0.06,0.03","4.155,3.862,3.007,2.117,1.409,0.891,0.64,0.53,0.369,0.186,0.062,0.011","0.783,0.728,0.567,0.399,0.266,0.168,0.121,0.1,0.07,0.035,0.012,0.002"
WALLABY J131830-143635,199.6280088690722,-14.60998329484377,1.406763700621226E9,NGC5044 TR3,NGC5044 Kin TR3,2900.9,0.5,29.964,1.4275,32.384,0.3342,199.62483,0.002462,-14.609513,5.46E-4,57.4,2.5,170.4,2.0,170.1,2.0,0.0,"7.5,22.48,37.47,52.45,67.43","98.1,111.7,124.0,128.0,126.8","16.7,5.9,7.1,6.1,7.0","2.8,3.2,3.5,3.6,3.6","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36","10.15,9.09,6.98,3.96,2.06,1.24,0.81,0.6,0.41","1.5,2.58,2.23,1.62,1.03,0.54,0.3,0.22,0.17","5.47,4.903,3.765,2.137,1.113,0.668,0.438,0.326,0.221","0.377,0.338,0.26,0.147,0.077,0.046,0.03,0.022,0.015"
WALLABY J131706-161516,199.2758863498761,-16.25452054297091,1.408026813036488E9,NGC5044 TR3,NGC5044 Kin TR3,2635.0,1.7,21.676,0.0099,26.648,0.4392,199.27593,2.6E-5,-16.254453,7.32E-4,77.1,3.6,171.7,0.3,171.0,0.3,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3","99.0,132.0,125.4,128.2,133.7,136.2,133.6","57.0,21.5,0.9,0.0,0.7,2.9,5.0","1.4,1.9,1.8,1.9,1.9,2.0,1.9","7.5,22.47,37.43,52.4,67.37,82.34,97.3","14.0,14.49,13.67,11.61,8.43,5.11,2.56","0.59,0.9,1.49,1.54,1.74,1.64,1.42","3.127,3.236,3.053,2.594,1.882,1.141,0.571","0.857,0.886,0.836,0.71,0.516,0.313,0.156"
WALLABY J133541-240428,203.9234381893391,-24.07585148829603,1.408377751754337E9,NGC5044 TR3,NGC5044 Kin TR3,2558.9,17.4,24.936,0.56,23.968,0.3729,203.923112,0.001028,-24.074926,6.15E-4,81.7,8.3,318.7,0.7,318.2,0.7,3.0,"7.5,22.56,37.62,52.68,67.74","98.9,132.6,130.4,137.0,137.9","40.1,0.6,14.3,14.0,16.9","2.2,2.9,2.8,3.0,3.0","7.5,22.56,37.62,52.68,67.74,82.8,97.86","17.32,15.58,14.03,11.92,7.61,6.85,3.48","0.46,1.32,1.57,2.57,3.83,3.9,3.58","2.515,2.262,2.037,1.73,1.104,0.994,0.505","2.488,2.237,2.015,1.712,1.093,0.984,0.499"
WALLABY J133103-150604,202.7644779979298,-15.10124979087575,1.400686320296247E9,NGC5044 TR3,NGC5044 Kin TR3,4218.9,5.5,24.39,0.2682,23.419,0.0755,202.765069,4.63E-4,-15.100933,1.26E-4,71.4,6.6,101.6,1.7,101.6,1.7,0.0,"7.5,22.47,37.45,52.42,67.39,82.36","60.8,106.3,133.3,149.8,164.4,178.7","12.2,2.2,1.3,6.2,17.9,34.7","2.4,4.2,5.3,5.9,6.5,7.1","7.5,22.47,37.45,52.42,67.39,82.36","15.67,14.76,11.77,7.44,4.09,1.95","0.56,1.16,1.49,1.59,1.43,0.93","4.993,4.702,3.748,2.369,1.303,0.621","1.719,1.619,1.29,0.816,0.449,0.214"
WALLABY J125939-145813,194.9143508794794,-14.9702942752764,1.397393730096106E9,NGC5044 TR3,NGC5044 Kin TR3,4945.9,1.1,20.254,0.0035,29.944,0.0686,194.91596,4.0E-6,-14.967898,1.14E-4,77.2,1.3,13.5,2.2,14.4,2.2,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4","114.1,176.4,161.0,165.1,179.0,179.3,163.6","66.7,52.5,5.5,4.0,5.6,4.4,5.0","0.6,0.9,0.8,0.8,0.9,0.9,0.8","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38","9.75,9.28,8.38,7.3,5.62,4.09,2.88,1.92","0.93,1.18,1.21,0.74,0.95,1.06,0.95,0.87","2.161,2.058,1.858,1.619,1.246,0.907,0.638,0.426","0.213,0.203,0.183,0.16,0.123,0.089,0.063,0.042"
WALLABY J130515-165316,196.3144249735851,-16.8879611922462,1.40707132664887E9,NGC5044 TR3,NGC5044 Kin TR3,2836.0,0.5,24.295,0.1235,24.689,0.3236,196.313669,2.13E-4,-16.888128,5.4E-4,61.0,1.5,308.3,0.3,308.6,0.3,0.0,"7.5,22.47,37.43,52.4,67.37,82.34","55.2,82.6,92.7,94.9,96.8,106.5","2.1,5.5,2.8,0.8,0.7,13.8","0.8,1.2,1.3,1.4,1.4,1.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3","10.03,9.73,8.02,5.11,2.45,0.8,0.26","0.63,0.94,0.84,0.88,0.67,0.36,0.15","4.866,4.724,3.891,2.48,1.188,0.389,0.127","0.225,0.218,0.18,0.115,0.055,0.018,0.006"
WALLABY J133348-244525,203.4516591985548,-24.75728229085173,1.398783429218367E9,NGC5044 TR3,NGC5044 Kin TR3,4637.3,2.1,26.954,0.0698,21.035,0.0387,203.452055,1.28E-4,-24.756139,6.4E-5,75.0,8.0,79.0,1.5,78.7,1.5,0.0,"7.5,22.56,37.62,52.68,67.74,82.8","99.2,124.5,121.7,127.2,127.3,113.6","32.4,12.4,2.3,0.5,2.3,11.1","3.8,4.8,4.6,4.9,4.9,4.3","7.5,22.56,37.62,52.68,67.74,82.8,97.86","14.56,13.27,10.15,6.86,4.7,3.0,1.54","0.48,1.74,2.68,2.81,2.44,1.59,0.95","3.757,3.425,2.619,1.771,1.214,0.774,0.397","1.968,1.794,1.372,0.928,0.636,0.405,0.208"
WALLABY J130806-144640,197.0252102660338,-14.77792002707602,1.408221435030246E9,NGC5044 TR3,NGC5044 Kin TR3,2589.2,1.3,23.912,0.2655,29.395,0.2694,197.026313,4.55E-4,-14.776906,4.52E-4,40.2,1.2,0.6,1.7,1.0,1.7,0.0,"7.5,22.48,37.47,52.45,67.43,82.42","29.8,59.1,69.6,74.3,76.1,77.4","12.0,2.8,3.1,1.8,0.2,1.3","0.7,1.4,1.7,1.8,1.9,1.9","7.5,22.48,37.47,52.45,67.43,82.42,97.4","4.83,5.05,4.58,3.26,1.73,0.66,0.17","0.32,0.3,0.39,0.42,0.27,0.16,0.08","3.689,3.863,3.502,2.493,1.321,0.502,0.128","0.064,0.067,0.061,0.043,0.023,0.009,0.002"
WALLABY J132529-201001,201.3742351884143,-20.16749989566893,1.383060607836086E9,NGC5044 TR3,NGC5044 Kin TR3,8072.1,1.4,28.484,0.9278,32.956,0.2217,201.36856,0.001645,-20.16779,3.8E-4,69.8,1.1,329.8,1.2,330.2,1.2,0.0,"7.5,22.56,37.62,52.68,67.74","15.8,66.8,100.5,134.3,146.1","11.7,4.3,17.0,10.9,9.9","0.1,0.5,0.7,0.9,1.0","7.5,22.56,37.62,52.68,67.74,82.8","3.08,4.33,5.01,4.47,2.84,1.65","0.22,1.28,1.85,1.29,1.13,0.73","1.065,1.497,1.733,1.546,0.983,0.572","0.054,0.075,0.087,0.078,0.05,0.029"
WALLABY J133058-215044,202.7428579512032,-21.84576232834223,1.386380689702775E9,NGC5044 TR3,NGC5044 Kin TR3,7358.5,4.1,21.71,0.0315,28.369,0.3899,202.742875,5.7E-5,-21.846457,6.5E-4,68.1,1.9,163.5,0.5,163.5,0.5,0.0,"7.5,22.56,37.62,52.68,67.74,82.8","93.7,161.3,177.3,190.4,190.6,183.3","13.3,10.8,3.3,6.3,4.4,7.5","1.2,2.1,2.3,2.5,2.5,2.4","7.5,22.56,37.62,52.68,67.74,82.8,97.86","10.16,9.28,7.65,5.53,3.25,1.46,0.57","0.32,0.59,0.76,0.7,0.63,0.54,0.37","3.793,3.465,2.857,2.066,1.212,0.544,0.214","0.308,0.281,0.232,0.168,0.098,0.044,0.017"
WALLABY J130235-113803,195.6498798271122,-11.63425482626171,1.404082051168822E9,NGC5044 TR3,NGC5044 Kin TR3,3483.1,0.6,26.415,0.1163,30.015,0.1587,195.648757,1.96E-4,-11.634254,2.67E-4,65.3,0.3,19.2,1.0,19.8,1.0,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4","45.9,79.6,95.6,103.0,106.8,107.4,110.3","7.0,0.6,1.6,1.0,1.0,1.1,4.9","0.1,0.2,0.2,0.2,0.2,0.2,0.2","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36","8.23,7.06,5.19,3.71,2.59,1.66,0.96,0.54,0.29","0.37,0.64,0.75,0.67,0.57,0.32,0.3,0.24,0.19","3.438,2.948,2.167,1.549,1.082,0.692,0.403,0.227,0.121","0.035,0.03,0.022,0.016,0.011,0.007,0.004,0.002,0.001"
WALLABY J132608-163111,201.5349252929639,-16.51991595790436,1.388512602617125E9,NGC5044 TR3,NGC5044 Kin TR3,6889.5,0.5,21.23,0.1206,23.089,0.3229,201.53513,2.23E-4,-16.52087,5.33E-4,20.4,3.0,170.2,1.3,168.9,1.3,0.0,"7.5,22.48,37.47,52.45","223.7,240.5,252.1,259.0","0.7,7.2,17.8,5.8","32.3,34.8,36.5,37.5","7.5,22.48,37.47,52.45","8.8,8.1,4.73,1.47","0.56,0.74,0.82,0.49","8.251,7.59,4.435,1.379","0.161,0.148,0.086,0.027"
WALLABY J125956-192430,194.9833370349134,-19.40843429410134,1.416495628870057E9,NGC5044 TR3,NGC5044 Kin TR3,830.1,1.5,26.173,0.0347,29.054,1.1424,194.981316,3.7E-5,-19.410015,0.001905,64.5,2.3,206.7,2.7,207.4,2.7,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","10.1,18.1,21.4,22.0,22.6,23.8,25.5,27.1","1.5,6.6,7.1,4.9,3.0,2.1,2.1,3.9","0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","4.86,4.46,3.72,3.39,2.61,1.62,1.11,0.72","0.36,0.51,0.74,0.88,0.62,0.54,0.44,0.26","2.09,1.921,1.599,1.461,1.121,0.695,0.477,0.309","0.174,0.16,0.133,0.122,0.094,0.058,0.04,0.026"
WALLABY J130854-163609,197.228340165338,-16.60264013832724,1.408256798872582E9,NGC5044 TR3,NGC5044 Kin TR3,2574.8,0.6,22.121,0.0668,29.228,0.0488,197.228125,1.16E-4,-16.601694,8.1E-5,76.5,2.8,160.6,0.2,160.5,0.2,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3","29.0,53.3,80.2,97.6,107.5,116.2,123.7","4.3,3.9,1.2,1.6,3.8,10.3,18.0","0.3,0.6,0.9,1.2,1.3,1.4,1.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","9.33,8.83,7.93,6.62,5.16,3.47,2.29,1.11","0.2,0.32,0.45,0.66,0.63,0.63,0.61,0.49","2.17,2.056,1.844,1.539,1.2,0.808,0.534,0.259","0.446,0.423,0.379,0.317,0.247,0.166,0.11,0.053"
WALLABY J131712-171511,199.3010306727904,-17.25328485413454,1.408582116729598E9,NGC5044 TR3,NGC5044 Kin TR3,2518.9,0.4,24.841,0.1145,25.365,0.1779,199.301457,2.04E-4,-17.253316,2.94E-4,52.5,1.7,225.8,0.5,225.1,0.5,0.0,"7.5,22.47,37.43,52.4,67.37,82.34","120.9,128.5,131.1,132.1,130.5,126.2","8.2,3.1,0.6,2.7,5.6,8.1","2.8,3.0,3.1,3.1,3.1,3.0","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","7.3,6.03,4.33,2.94,1.67,0.8,0.3,0.12","0.49,0.78,0.59,0.42,0.25,0.2,0.13,0.08","4.449,3.674,2.641,1.792,1.019,0.485,0.182,0.072","0.176,0.145,0.104,0.071,0.04,0.019,0.007,0.003"
