Title: High-resolution mass models of dwarf galaxies from LITTLE THINGS 
Authors: Oh S.-H., Hunter D.A., Brinks E., Elmegreen B.G., Schruba A., 
         Walter F., Rupen M.P., Young L.M., Simpson C.E., Johnson M., 
         Herrmann K.A., Ficut-Vicas D., Cigan P., Heesen V., Ashley T., 
         Zhang H. 
Figure: The CDM NFW dark matter model density profiles
================================================================================
Byte-by-byte Description of file: dbfB-D.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label  Explanations
--------------------------------------------------------------------------------
   1-  6 F6.3   ---     Con    Model concentration parameter
   8- 10 I3     km/s    V200   Model rotation velocity at R_200_; see Equ. 7
  12- 19 F8.5   ---     R      Model radius scaled by R0.3
  21- 31 E11.4  ---     rho    Model density scaled by {rho}0.3
  33- 38 F6.4   ---   e_rho    Uncertainty in rho
--------------------------------------------------------------------------------
 7.746 170 -0.52288 -3.8640E+00 0.0000 
 7.746 170 -0.49485 -3.8962E+00 0.0000 
 7.746 170 -0.46852 -3.9242E+00 0.0000 
 7.746 170 -0.44370 -3.9486E+00 0.0000 
 7.746 170 -0.42022 -3.9701E+00 0.0000 
 7.746 170 -0.39794 -3.9892E+00 0.0000 
 7.746 170 -0.37675 -4.0067E+00 0.0000 
 7.746 170 -0.35655 -4.0230E+00 0.0000 
 7.746 170 -0.33724 -4.0387E+00 0.0000 
 7.746 170 -0.31876 -4.0543E+00 0.0000 
 7.746 170 -0.30103 -4.0700E+00 0.0000 
 7.746 170 -0.28400 -4.0863E+00 0.0000 
 7.746 170 -0.26761 -4.1035E+00 0.0000 
 7.746 170 -0.25181 -4.1218E+00 0.0000 
 7.746 170 -0.23657 -4.1414E+00 0.0000 
 7.746 170 -0.22185 -4.1624E+00 0.0000 
 7.746 170 -0.20761 -4.1850E+00 0.0000 
 7.746 170 -0.19382 -4.2093E+00 0.0000 
 7.746 170 -0.18046 -4.2351E+00 0.0000 
 7.746 170 -0.16749 -4.2624E+00 0.0000 
 7.746 170 -0.15490 -4.2910E+00 0.0000 
 7.746 170 -0.14267 -4.3205E+00 0.0000 
 7.746 170 -0.13077 -4.3505E+00 0.0000 
 7.746 170 -0.11919 -4.3802E+00 0.0000 
 7.746 170 -0.10791 -4.4085E+00 0.0000 
 7.746 170 -0.09691 -4.4342E+00 0.0000 
 7.746 170 -0.08619 -4.4555E+00 0.0000 
 7.746 170 -0.07572 -4.4708E+00 0.0000 
 7.746 170 -0.06550 -4.4781E+00 0.0000 
 7.746 170 -0.05552 -4.4757E+00 0.0000 
 7.746 170 -0.04576 -4.4628E+00 0.0000 
 7.746 170 -0.03621 -4.4388E+00 0.0000 
 7.746 170 -0.02687 -4.4046E+00 0.0000 
 7.746 170 -0.01773 -4.3612E+00 0.0000 
 7.746 170 -0.00877 -4.3105E+00 0.0000 
 7.746 170  0.00000 -4.2544E+00 0.0000 
 7.947 150 -1.39794 -2.7978E+00 0.0000 
 7.947 150 -1.22185 -2.9642E+00 0.0000 
 7.947 150 -1.09691 -3.0943E+00 0.0000 
 7.947 150 -1.00000 -3.2046E+00 0.0000 
 7.947 150 -0.92082 -3.3021E+00 0.0000 
 7.947 150 -0.85387 -3.3899E+00 0.0000 
 7.947 150 -0.79588 -3.4698E+00 0.0000 
 7.947 150 -0.74473 -3.5429E+00 0.0000 
 7.947 150 -0.69897 -3.6094E+00 0.0000 
 7.947 150 -0.65758 -3.6698E+00 0.0000 
 7.947 150 -0.61979 -3.7242E+00 0.0000 
 7.947 150 -0.58503 -3.7728E+00 0.0000 
 7.947 150 -0.55284 -3.8158E+00 0.0000 
 7.947 150 -0.52288 -3.8537E+00 0.0000 
 7.947 150 -0.49485 -3.8867E+00 0.0000 
 7.947 150 -0.46852 -3.9155E+00 0.0000 
 7.947 150 -0.44370 -3.9407E+00 0.0000 
 7.947 150 -0.42022 -3.9629E+00 0.0000 
 7.947 150 -0.39794 -3.9827E+00 0.0000 
 7.947 150 -0.37675 -4.0007E+00 0.0000 
 7.947 150 -0.35655 -4.0176E+00 0.0000 
 7.947 150 -0.33724 -4.0337E+00 0.0000 
 7.947 150 -0.31876 -4.0497E+00 0.0000 
 7.947 150 -0.30103 -4.0660E+00 0.0000 
 7.947 150 -0.28400 -4.0827E+00 0.0000 
 7.947 150 -0.26761 -4.1004E+00 0.0000 
 7.947 150 -0.25181 -4.1192E+00 0.0000 
 7.947 150 -0.23657 -4.1393E+00 0.0000 
 7.947 150 -0.22185 -4.1609E+00 0.0000 
 7.947 150 -0.20761 -4.1842E+00 0.0000 
 7.947 150 -0.19382 -4.2091E+00 0.0000 
 7.947 150 -0.18046 -4.2357E+00 0.0000 
 7.947 150 -0.16749 -4.2638E+00 0.0000 
 7.947 150 -0.15490 -4.2933E+00 0.0000 
 7.947 150 -0.14267 -4.3239E+00 0.0000 
 7.947 150 -0.13077 -4.3550E+00 0.0000 
 7.947 150 -0.11919 -4.3857E+00 0.0000 
 7.947 150 -0.10791 -4.4152E+00 0.0000 
 7.947 150 -0.09691 -4.4420E+00 0.0000 
 7.947 150 -0.08619 -4.4644E+00 0.0000 
 7.947 150 -0.07572 -4.4804E+00 0.0000 
 7.947 150 -0.06550 -4.4881E+00 0.0000 
 7.947 150 -0.05552 -4.4858E+00 0.0000 
 7.947 150 -0.04576 -4.4724E+00 0.0000 
 7.947 150 -0.03621 -4.4476E+00 0.0000 
 7.947 150 -0.02687 -4.4122E+00 0.0000 
 7.947 150 -0.01773 -4.3674E+00 0.0000 
 7.947 150 -0.00877 -4.3153E+00 0.0000 
 7.947 150  0.00000 -4.2577E+00 0.0000 
 8.179 130 -1.33857 -2.8533E+00 0.0000 
 8.179 130 -1.16241 -3.0209E+00 0.0000 
 8.179 130 -1.03749 -3.1521E+00 0.0000 
 8.179 130 -0.94059 -3.2636E+00 0.0000 
 8.179 130 -0.86141 -3.3623E+00 0.0000 
 8.179 130 -0.79444 -3.4514E+00 0.0000 
 8.179 130 -0.73646 -3.5327E+00 0.0000 
 8.179 130 -0.68531 -3.6071E+00 0.0000 
 8.179 130 -0.63954 -3.6751E+00 0.0000 
 8.179 130 -0.59815 -3.7369E+00 0.0000 
 8.179 130 -0.56037 -3.7926E+00 0.0000 
 8.179 130 -0.52561 -3.8425E+00 0.0000 
 8.179 130 -0.49341 -3.8868E+00 0.0000 
 8.179 130 -0.46345 -3.9257E+00 0.0000 
 8.179 130 -0.43543 -3.9597E+00 0.0000 
 8.179 130 -0.40910 -3.9894E+00 0.0000 
 8.179 130 -0.38427 -4.0154E+00 0.0000 
 8.179 130 -0.36079 -4.0382E+00 0.0000 
 8.179 130 -0.33852 -4.0586E+00 0.0000 
 8.179 130 -0.31733 -4.0772E+00 0.0000 
 8.179 130 -0.29712 -4.0946E+00 0.0000 
 8.179 130 -0.27782 -4.1113E+00 0.0000 
 8.179 130 -0.25934 -4.1278E+00 0.0000 
 8.179 130 -0.24161 -4.1445E+00 0.0000 
 8.179 130 -0.22457 -4.1619E+00 0.0000 
 8.179 130 -0.20818 -4.1802E+00 0.0000 
 8.179 130 -0.19239 -4.1997E+00 0.0000 
 8.179 130 -0.17715 -4.2206E+00 0.0000 
 8.179 130 -0.16242 -4.2432E+00 0.0000 
 8.179 130 -0.14819 -4.2674E+00 0.0000 
 8.179 130 -0.13440 -4.2934E+00 0.0000 
 8.179 130 -0.12103 -4.3212E+00 0.0000 
 8.179 130 -0.10807 -4.3507E+00 0.0000 
 8.179 130 -0.09548 -4.3817E+00 0.0000 
 8.179 130 -0.08325 -4.4139E+00 0.0000 
 8.179 130 -0.07134 -4.4467E+00 0.0000 
 8.179 130 -0.05976 -4.4793E+00 0.0000 
 8.179 130 -0.04848 -4.5105E+00 0.0000 
 8.179 130 -0.03749 -4.5388E+00 0.0000 
 8.179 130 -0.02676 -4.5625E+00 0.0000 
 8.179 130 -0.01630 -4.5792E+00 0.0000 
 8.179 130 -0.00608 -4.5870E+00 0.0000 
 8.179 130  0.00390 -4.5838E+00 0.0000 
 8.179 130  0.01367 -4.5687E+00 0.0000 
 8.179 130  0.02321 -4.5415E+00 0.0000 
 8.179 130  0.03255 -4.5032E+00 0.0000 
 8.179 130  0.04169 -4.4554E+00 0.0000 
 8.179 130  0.05065 -4.4002E+00 0.0000 
 8.179 130  0.05942 -4.3399E+00 0.0000 
 8.453 110 -1.25166 -2.9436E+00 0.0000 
 8.453 110 -1.07557 -3.1124E+00 0.0000 
 8.453 110 -0.95063 -3.2451E+00 0.0000 
 8.453 110 -0.85372 -3.3582E+00 0.0000 
 8.453 110 -0.77454 -3.4585E+00 0.0000 
 8.453 110 -0.70757 -3.5494E+00 0.0000 
 8.453 110 -0.64958 -3.6325E+00 0.0000 
 8.453 110 -0.59843 -3.7088E+00 0.0000 
 8.453 110 -0.55267 -3.7786E+00 0.0000 
 8.453 110 -0.51128 -3.8423E+00 0.0000 
 8.453 110 -0.47349 -3.8999E+00 0.0000 
 8.453 110 -0.43873 -3.9516E+00 0.0000 
 8.453 110 -0.40655 -3.9975E+00 0.0000 
 8.453 110 -0.37659 -4.0379E+00 0.0000 
 8.453 110 -0.34856 -4.0734E+00 0.0000 
 8.453 110 -0.32223 -4.1043E+00 0.0000 
 8.453 110 -0.29740 -4.1313E+00 0.0000 
 8.453 110 -0.27392 -4.1551E+00 0.0000 
 8.453 110 -0.25164 -4.1763E+00 0.0000 
 8.453 110 -0.23045 -4.1957E+00 0.0000 
 8.453 110 -0.21025 -4.2138E+00 0.0000 
 8.453 110 -0.19095 -4.2311E+00 0.0000 
 8.453 110 -0.17246 -4.2483E+00 0.0000 
 8.453 110 -0.15473 -4.2657E+00 0.0000 
 8.453 110 -0.13770 -4.2838E+00 0.0000 
 8.453 110 -0.12131 -4.3029E+00 0.0000 
 8.453 110 -0.10552 -4.3233E+00 0.0000 
 8.453 110 -0.09027 -4.3452E+00 0.0000 
 8.453 110 -0.07555 -4.3688E+00 0.0000 
 8.453 110 -0.06131 -4.3943E+00 0.0000 
 8.453 110 -0.04752 -4.4217E+00 0.0000 
 8.453 110 -0.03416 -4.4510E+00 0.0000 
 8.453 110 -0.02119 -4.4823E+00 0.0000 
 8.453 110 -0.00861 -4.5152E+00 0.0000 
 8.453 110  0.00363 -4.5495E+00 0.0000 
 8.453 110  0.01553 -4.5845E+00 0.0000 
 8.453 110  0.02711 -4.6194E+00 0.0000 
 8.453 110  0.03839 -4.6530E+00 0.0000 
 8.453 110  0.04939 -4.6835E+00 0.0000 
 8.453 110  0.06011 -4.7089E+00 0.0000 
 8.453 110  0.07058 -4.7266E+00 0.0000 
 8.453 110  0.08080 -4.7344E+00 0.0000 
 8.453 110  0.09078 -4.7302E+00 0.0000 
 8.453 110  0.10054 -4.7129E+00 0.0000 
 8.453 110  0.11008 -4.6825E+00 0.0000 
 8.453 110  0.11942 -4.6404E+00 0.0000 
 8.453 110  0.12857 -4.5887E+00 0.0000 
 8.453 110  0.13752 -4.5297E+00 0.0000 
 8.453 110  0.14630 -4.4659E+00 0.0000 
 8.785  90 -1.14776 -3.0524E+00 0.0000 
 8.785  90 -0.97167 -3.2233E+00 0.0000 
 8.785  90 -0.84673 -3.3582E+00 0.0000 
 8.785  90 -0.74982 -3.4735E+00 0.0000 
 8.785  90 -0.67064 -3.5761E+00 0.0000 
 8.785  90 -0.60370 -3.6695E+00 0.0000 
 8.785  90 -0.54570 -3.7552E+00 0.0000 
 8.785  90 -0.49455 -3.8341E+00 0.0000 
 8.785  90 -0.44879 -3.9067E+00 0.0000 
 8.785  90 -0.40740 -3.9731E+00 0.0000 
 8.785  90 -0.36961 -4.0334E+00 0.0000 
 8.785  90 -0.33485 -4.0877E+00 0.0000 
 8.785  90 -0.30267 -4.1360E+00 0.0000 
 8.785  90 -0.27270 -4.1786E+00 0.0000 
 8.785  90 -0.24467 -4.2160E+00 0.0000 
 8.785  90 -0.21835 -4.2486E+00 0.0000 
 8.785  90 -0.19352 -4.2771E+00 0.0000 
 8.785  90 -0.17004 -4.3022E+00 0.0000 
 8.785  90 -0.14777 -4.3245E+00 0.0000 
 8.785  90 -0.12658 -4.3448E+00 0.0000 
 8.785  90 -0.10637 -4.3637E+00 0.0000 
 8.785  90 -0.08707 -4.3819E+00 0.0000 
 8.785  90 -0.06859 -4.3999E+00 0.0000 
 8.785  90 -0.05086 -4.4182E+00 0.0000 
 8.785  90 -0.03383 -4.4372E+00 0.0000 
 8.785  90 -0.01743 -4.4574E+00 0.0000 
 8.785  90 -0.00164 -4.4789E+00 0.0000 
 8.785  90  0.01360 -4.5020E+00 0.0000 
 8.785  90  0.02832 -4.5271E+00 0.0000 
 8.785  90  0.04256 -4.5542E+00 0.0000 
 8.785  90  0.05635 -4.5834E+00 0.0000 
 8.785  90  0.06972 -4.6149E+00 0.0000 
 8.785  90  0.08268 -4.6486E+00 0.0000 
 8.785  90  0.09527 -4.6842E+00 0.0000 
 8.785  90  0.10751 -4.7214E+00 0.0000 
 8.785  90  0.11940 -4.7597E+00 0.0000 
 8.785  90  0.13099 -4.7980E+00 0.0000 
 8.785  90  0.14227 -4.8349E+00 0.0000 
 8.785  90  0.15326 -4.8686E+00 0.0000 
 8.785  90  0.16399 -4.8964E+00 0.0000 
 8.785  90  0.17445 -4.9156E+00 0.0000 
 8.785  90  0.18467 -4.9233E+00 0.0000 
 8.785  90  0.19466 -4.9172E+00 0.0000 
 8.785  90  0.20442 -4.8962E+00 0.0000 
 8.785  90  0.21396 -4.8609E+00 0.0000 
 8.785  90  0.22330 -4.8131E+00 0.0000 
 8.785  90  0.23244 -4.7556E+00 0.0000 
 8.785  90  0.24140 -4.6911E+00 0.0000 
 8.785  90  0.25017 -4.6224E+00 0.0000 
 9.204  70 -1.01836 -3.1900E+00 0.0000 
 9.204  70 -0.84227 -3.3640E+00 0.0000 
 9.204  70 -0.71733 -3.5021E+00 0.0000 
 9.204  70 -0.62042 -3.6208E+00 0.0000 
 9.204  70 -0.54126 -3.7271E+00 0.0000 
 9.204  70 -0.47431 -3.8242E+00 0.0000 
 9.204  70 -0.41631 -3.9139E+00 0.0000 
 9.204  70 -0.36516 -3.9969E+00 0.0000 
 9.204  70 -0.31940 -4.0737E+00 0.0000 
 9.204  70 -0.27801 -4.1444E+00 0.0000 
 9.204  70 -0.24022 -4.2088E+00 0.0000 
 9.204  70 -0.20546 -4.2670E+00 0.0000 
 9.204  70 -0.17327 -4.3191E+00 0.0000 
 9.204  70 -0.14331 -4.3651E+00 0.0000 
 9.204  70 -0.11528 -4.4055E+00 0.0000 
 9.204  70 -0.08895 -4.4407E+00 0.0000 
 9.204  70 -0.06413 -4.4714E+00 0.0000 
 9.204  70 -0.04065 -4.4983E+00 0.0000 
 9.204  70 -0.01837 -4.5222E+00 0.0000 
 9.204  70  0.00282 -4.5438E+00 0.0000 
 9.204  70  0.02302 -4.5639E+00 0.0000 
 9.204  70  0.04233 -4.5831E+00 0.0000 
 9.204  70  0.06081 -4.6021E+00 0.0000 
 9.204  70  0.07854 -4.6214E+00 0.0000 
 9.204  70  0.09557 -4.6416E+00 0.0000 
 9.204  70  0.11196 -4.6629E+00 0.0000 
 9.204  70  0.12776 -4.6858E+00 0.0000 
 9.204  70  0.14300 -4.7106E+00 0.0000 
 9.204  70  0.15772 -4.7375E+00 0.0000 
 9.204  70  0.17196 -4.7667E+00 0.0000 
 9.204  70  0.18575 -4.7985E+00 0.0000 
 9.204  70  0.19911 -4.8329E+00 0.0000 
 9.204  70  0.21208 -4.8699E+00 0.0000 
 9.204  70  0.22467 -4.9094E+00 0.0000 
 9.204  70  0.23690 -4.9510E+00 0.0000 
 9.204  70  0.24880 -4.9940E+00 0.0000 
 9.204  70  0.26038 -5.0374E+00 0.0000 
 9.204  70  0.27166 -5.0796E+00 0.0000 
 9.204  70  0.28266 -5.1181E+00 0.0000 
 9.204  70  0.29338 -5.1499E+00 0.0000 
 9.204  70  0.30385 -5.1712E+00 0.0000 
 9.204  70  0.31407 -5.1786E+00 0.0000 
 9.204  70  0.32405 -5.1692E+00 0.0000 
 9.204  70  0.33381 -5.1423E+00 0.0000 
 9.204  70  0.34336 -5.0990E+00 0.0000 
 9.204  70  0.35270 -5.0425E+00 0.0000 
 9.204  70  0.36184 -4.9763E+00 0.0000 
 9.204  70  0.37079 -4.9040E+00 0.0000 
 9.204  70  0.37957 -4.8285E+00 0.0000 
 9.77   50 -0.84634 -3.3768E+00 0.0000 
 9.77   50 -0.67026 -3.5566E+00 0.0000 
 9.77   50 -0.54531 -3.7006E+00 0.0000 
 9.77   50 -0.44840 -3.8254E+00 0.0000 
 9.77   50 -0.36922 -3.9381E+00 0.0000 
 9.77   50 -0.30227 -4.0419E+00 0.0000 
 9.77   50 -0.24429 -4.1386E+00 0.0000 
 9.77   50 -0.19313 -4.2289E+00 0.0000 
 9.77   50 -0.14737 -4.3131E+00 0.0000 
 9.77   50 -0.10598 -4.3912E+00 0.0000 
 9.77   50 -0.06819 -4.4629E+00 0.0000 
 9.77   50 -0.03343 -4.5280E+00 0.0000 
 9.77   50 -0.00124 -4.5864E+00 0.0000 
 9.77   50  0.02872 -4.6381E+00 0.0000 
 9.77   50  0.05675 -4.6833E+00 0.0000 
 9.77   50  0.08308 -4.7224E+00 0.0000 
 9.77   50  0.10790 -4.7563E+00 0.0000 
 9.77   50  0.13138 -4.7856E+00 0.0000 
 9.77   50  0.15366 -4.8112E+00 0.0000 
 9.77   50  0.17485 -4.8341E+00 0.0000 
 9.77   50  0.19505 -4.8553E+00 0.0000 
 9.77   50  0.21436 -4.8754E+00 0.0000 
 9.77   50  0.23284 -4.8952E+00 0.0000 
 9.77   50  0.25057 -4.9155E+00 0.0000 
 9.77   50  0.26760 -4.9368E+00 0.0000 
 9.77   50  0.28399 -4.9596E+00 0.0000 
 9.77   50  0.29979 -4.9843E+00 0.0000 
 9.77   50  0.31503 -5.0113E+00 0.0000 
 9.77   50  0.32975 -5.0411E+00 0.0000 
 9.77   50  0.34399 -5.0738E+00 0.0000 
 9.77   50  0.35778 -5.1097E+00 0.0000 
 9.77   50  0.37114 -5.1491E+00 0.0000 
 9.77   50  0.38411 -5.1920E+00 0.0000 
 9.77   50  0.39670 -5.2384E+00 0.0000 
 9.77   50  0.40893 -5.2881E+00 0.0000 
 9.77   50  0.42083 -5.3403E+00 0.0000 
 9.77   50  0.43241 -5.3939E+00 0.0000 
 9.77   50  0.44369 -5.4466E+00 0.0000 
 9.77   50  0.45469 -5.4950E+00 0.0000 
 9.77   50  0.46541 -5.5346E+00 0.0000 
 9.77   50  0.47588 -5.5595E+00 0.0000 
 9.77   50  0.48610 -5.5642E+00 0.0000 
 9.77   50  0.49608 -5.5454E+00 0.0000 
 9.77   50  0.50584 -5.5035E+00 0.0000 
 9.77   50  0.51538 -5.4422E+00 0.0000 
 9.77   50  0.52473 -5.3674E+00 0.0000 
 9.77   50  0.53387 -5.2844E+00 0.0000 
 9.77   50  0.54282 -5.1979E+00 0.0000 
 9.77   50  0.55160 -5.1109E+00 0.0000 
10.63   30 -0.58754 -3.6701E+00 0.0000 
10.63   30 -0.41144 -3.8627E+00 0.0000 
10.63   30 -0.28650 -4.0197E+00 0.0000 
10.63   30 -0.18959 -4.1579E+00 0.0000 
10.63   30 -0.11041 -4.2844E+00 0.0000 
10.63   30 -0.04346 -4.4027E+00 0.0000 
10.63   30  0.01453 -4.5145E+00 0.0000 
10.63   30  0.06568 -4.6205E+00 0.0000 
10.63   30  0.11144 -4.7208E+00 0.0000 
10.63   30  0.15283 -4.8151E+00 0.0000 
10.63   30  0.19062 -4.9025E+00 0.0000 
10.63   30  0.22538 -4.9825E+00 0.0000 
10.63   30  0.25757 -5.0542E+00 0.0000 
10.63   30  0.28753 -5.1171E+00 0.0000 
10.63   30  0.31556 -5.1712E+00 0.0000 
10.63   30  0.34189 -5.2166E+00 0.0000 
10.63   30  0.36671 -5.2544E+00 0.0000 
10.63   30  0.39019 -5.2855E+00 0.0000 
10.63   30  0.41247 -5.3113E+00 0.0000 
10.63   30  0.43366 -5.3334E+00 0.0000 
10.63   30  0.45386 -5.3531E+00 0.0000 
10.63   30  0.47317 -5.3716E+00 0.0000 
10.63   30  0.49165 -5.3901E+00 0.0000 
10.63   30  0.50938 -5.4095E+00 0.0000 
10.63   30  0.52641 -5.4306E+00 0.0000 
10.63   30  0.54280 -5.4541E+00 0.0000 
10.63   30  0.55860 -5.4806E+00 0.0000 
10.63   30  0.57384 -5.5107E+00 0.0000 
10.63   30  0.58856 -5.5448E+00 0.0000 
10.63   30  0.60280 -5.5836E+00 0.0000 
10.63   30  0.61659 -5.6276E+00 0.0000 
10.63   30  0.62995 -5.6774E+00 0.0000 
10.63   30  0.64292 -5.7335E+00 0.0000 
10.63   30  0.65551 -5.7963E+00 0.0000 
10.63   30  0.66774 -5.8665E+00 0.0000 
10.63   30  0.67964 -5.9437E+00 0.0000 
10.63   30  0.69122 -6.0270E+00 0.0000 
10.63   30  0.70250 -6.1133E+00 0.0000 
10.63   30  0.71350 -6.1957E+00 0.0000 
10.63   30  0.72422 -6.2621E+00 0.0000 
10.63   30  0.73469 -6.2952E+00 0.0000 
10.63   30  0.74491 -6.2807E+00 0.0000 
10.63   30  0.75489 -6.2176E+00 0.0000 
10.63   30  0.76465 -6.1193E+00 0.0000 
10.63   30  0.77420 -6.0027E+00 0.0000 
10.63   30  0.78354 -5.8810E+00 0.0000 
10.63   30  0.79268 -5.7615E+00 0.0000 
10.63   30  0.80164 -5.6477E+00 0.0000 
10.63   30  0.81041 -5.5405E+00 0.0000 
12.45   10 -0.03928 -4.3762E+00 0.0000 
12.45   10  0.13681 -4.6173E+00 0.0000 
12.45   10  0.26175 -4.8197E+00 0.0000 
12.45   10  0.35866 -5.0028E+00 0.0000 
12.45   10  0.43784 -5.1754E+00 0.0000 
12.45   10  0.50479 -5.3425E+00 0.0000 
12.45   10  0.56278 -5.5070E+00 0.0000 
12.45   10  0.61393 -5.6709E+00 0.0000 
12.45   10  0.65969 -5.8350E+00 0.0000 
12.45   10  0.70109 -5.9990E+00 0.0000 
12.45   10  0.73887 -6.1608E+00 0.0000 
12.45   10  0.77364 -6.3160E+00 0.0000 
12.45   10  0.80582 -6.4565E+00 0.0000 
12.45   10  0.83578 -6.5716E+00 0.0000 
12.45   10  0.86381 -6.6519E+00 0.0000 
12.45   10  0.89014 -6.6940E+00 0.0000 
12.45   10  0.91496 -6.7041E+00 0.0000 
12.45   10  0.93845 -6.6931E+00 0.0000 
12.45   10  0.96072 -6.6720E+00 0.0000 
12.45   10  0.98191 -6.6482E+00 0.0000 
12.45   10  1.00212 -6.6273E+00 0.0000 
12.45   10  1.02142 -6.6115E+00 0.0000 
12.45   10  1.03990 -6.6022E+00 0.0000 
12.45   10  1.05763 -6.6003E+00 0.0000 
12.45   10  1.07467 -6.6062E+00 0.0000 
12.45   10  1.09106 -6.6203E+00 0.0000 
12.45   10  1.10685 -6.6432E+00 0.0000 
12.45   10  1.12209 -6.6755E+00 0.0000 
12.45   10  1.13681 -6.7181E+00 0.0000 
12.45   10  1.15105 -6.7730E+00 0.0000 
12.45   10  1.16484 -6.8423E+00 0.0000 
12.45   10  1.17821 -6.9300E+00 0.0000 
12.45   10  1.19117 -7.0430E+00 0.0000 
12.45   10  1.20376 -7.1946E+00 0.0000 
12.45   10  1.21600 -7.4161E+00 0.0000 
12.45   10  1.22789 -7.8281E+00 0.0000 
12.45   10  1.31291 -7.7892E+00 0.0000 
12.45   10  1.32245 -7.2624E+00 0.0000 
12.45   10  1.33179 -6.9795E+00 0.0000 
12.45   10  1.34093 -6.7754E+00 0.0000 
12.45   10  1.34989 -6.6121E+00 0.0000 
12.45   10  1.35866 -6.4744E+00 0.0000 
