# str, deg J2000, deg J2000, str, km s^-1, km s^-1, km s^-1, km s^-1, Mpc, Mpc, str, str, mag, mag, mag, mag, mag, bool, bool, bool, bool, bool, bool, bool, str
name,RA,DEC,morphology,redshift_helio,redshift_helio_e,redshift_cmb,redshift_cmb_e,distance,distance_e,distance_method,RC_survey,ext_f,ext_n,ext_g,ext_r,ext_z,has_f-band,has_n-band,has_g-band,has_r-band,has_z-band,has_w1-band,has_w2-band,AutoProf_flags
ESO567-G015,151.6045,-18.2752,S...,4876,10,4569.5292,10,75.5187,0.3258,CosmicFlows-3,Mathewson96,1.3500,1.1700,0.1330,0.0890,0.0500,False,False,True,True,True,True,True,Light_symmetry
ESO567-G022,152.7830,-21.5325,Sb,9323,10,9522.3263,10,122.6473,0.3138,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1850,0.1240,0.0700,True,True,True,True,True,True,True,-
ESO567-G026,153.5146,-21.9767,Sbc HII,3606,4,3585.5268,4,56.9798,0.3912,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2640,0.1780,0.0990,False,False,False,False,False,False,False,-
ESO568-G004,156.1559,-21.4935,Sb:,5574,10,5288.9372,10,82.9348,0.2535,CosmicFlows-3,Mathewson96,1.7650,1.5880,0.2130,0.1430,0.0800,False,False,False,False,False,False,False,-
ESO568-G011,156.6702,-19.0514,SAB(s)bc: pec Sbrst,9095,3,9434.3249,3,119.7708,0.4440,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2040,0.1370,0.0770,False,False,False,False,False,False,False,-
ESO568-G012,156.6837,-21.8633,Sc HII,5697,5,5420.4482,5,84.2124,0.2622,CosmicFlows-3,Mathewson96,1.5800,1.4790,0.2580,0.1730,0.0970,False,False,False,False,False,False,False,-
ESO568-G013,157.8263,-18.5430,(R'_1)SB(s)a HII,9923,10,10174.4723,10,137.7452,0.2878,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2570,0.1730,0.0970,False,False,False,False,False,False,False,-
ESO568-G019,159.2058,-18.1064,(R')SB(r)a HII,6034,10,6027.1262,10,89.7611,0.2737,CosmicFlows-3,Mathewson96,1.7450,1.5510,0.1790,0.1200,0.0670,False,False,False,False,False,False,False,-
ESO570-G002,166.4574,-20.7910,SB(r)bc,3538,4,3379.4857,4,50.0743,0.3052,CosmicFlows-3,Mathewson96,1.3830,1.2010,0.1620,0.1090,0.0610,False,False,False,False,False,False,False,-
ESO570-G013,168.2067,-21.1941,Sb,8113,10,7832.1271,10,111.6832,0.3153,CosmicFlows-3,Mathewson96,1.2460,1.0740,0.1100,0.0740,0.0410,False,False,False,False,False,False,False,-
ESO571-G009,174.1907,-22.2223,Sb,7122,10,7293.0397,10,93.3480,0.2827,CosmicFlows-3,Mathewson96,0.9010,0.7630,0.1240,0.0830,0.0470,False,False,False,False,False,False,False,-
ESO571-G012,174.7399,-17.9696,S? HII?,6625,6,6411.4763,6,92.5850,0.2743,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.1180,0.0790,0.0440,False,False,False,False,False,False,False,-
ESO571-G015,175.2449,-22.4773,Sb,7057,10,7103.0988,10,94.1823,0.2927,CosmicFlows-3,Mathewson96,1.2460,1.0740,0.1800,0.1210,0.0680,False,False,False,False,False,False,False,-
ESO571-G016,175.5379,-18.1690,SB(s)bc: sp,3637,9,3278.8277,9,55.7580,0.4796,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.1370,0.0920,0.0520,False,False,False,False,False,False,False,-
ESO572-G012,178.4880,-20.1378,S...,1685,4,1885.5296,4,20.6425,0.4165,CosmicFlows-3,Mathewson96,0.7780,0.6540,0.1370,0.0920,0.0520,False,False,False,False,False,False,False,-
ESO572-G018,178.9609,-18.1965,SB(rs)c:,1596,8,1272.1789,8,25.9091,0.2957,CosmicFlows-3,Mathewson96,0.5240,0.4340,0.1470,0.0990,0.0550,False,False,False,False,False,False,False,-
ESO572-G022,179.0938,-19.5521,Sb,1918,10,1811.0482,10,27.3027,0.2951,CosmicFlows-3,Mathewson96,0.7780,0.6540,0.1430,0.0960,0.0540,False,False,False,False,False,False,False,-
ESO572-G033,179.6933,-20.3324,Sb,6364,10,6192.0669,10,90.4345,0.2708,CosmicFlows-3,Mathewson96,1.1360,0.9740,0.1520,0.1020,0.0570,False,False,False,False,False,False,False,-
ESO572-G039,180.0483,-20.5551,Sb:,6369,10,6167.0706,10,91.7729,0.3096,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.1410,0.0950,0.0530,False,False,False,False,False,False,False,-
ESO572-G049,180.8519,-19.5224,SB(s)cd: sp,1660,4,1304.5456,4,27.3801,0.2718,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.1500,0.1000,0.0560,False,False,False,False,False,False,False,-
ESO573-G002,181.9193,-18.0738,SAB(s)bc,5790,9,5769.3759,9,78.9505,0.2925,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.2270,0.1520,0.0850,False,False,False,False,False,False,False,-
ESO573-G006,184.4367,-22.1734,Sc:,7617,10,7712.9909,10,106.6970,0.2924,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1750,0.1180,0.0660,False,False,False,False,False,False,False,-
ESO573-G008,184.5334,-18.4763,Sb:,8306,10,8205.7794,10,116.8073,0.3905,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.2110,0.1420,0.0790,False,False,False,False,False,False,False,-
ESO573-G012,185.1553,-18.6671,(R'_2)SAB(rs)bc,8200,6,8255.3211,6,111.6175,0.2753,CosmicFlows-3,Mathewson96,1.1360,0.9740,0.2700,0.1810,0.1010,False,False,False,False,False,False,False,-
ESO573-G014,185.3159,-21.9958,S?,6854,8,6772.5219,8,98.1353,0.2848,CosmicFlows-3,Mathewson96,1.7630,1.5690,0.1640,0.1100,0.0620,False,False,False,False,False,False,False,-
ESO573-G024,186.8357,-17.9102,SAB(r)ab,8125,10,8348.7043,10,111.3228,0.2939,CosmicFlows-3,Mathewson96,0.4810,0.3980,0.1550,0.1040,0.0580,False,False,False,False,False,False,False,-
ESO574-G001,187.1351,-22.2376,SA(r)c,6771,10,7056.9829,10,89.9622,0.2877,CosmicFlows-3,Mathewson96,1.7270,1.5320,0.1870,0.1260,0.0700,False,False,False,False,False,False,False,-
ESO574-G002,187.1463,-22.4959,SAB(rs)b,9817,10,10139.6677,10,132.9028,0.2848,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2100,0.1410,0.0790,False,False,False,False,False,False,False,-
ESO574-G013,189.1601,-19.6734,Sb:,8502,10,8253.7983,10,119.1307,0.3132,CosmicFlows-3,Mathewson96,1.2460,1.0740,0.1600,0.1070,0.0600,False,False,False,False,False,False,False,-
ESO574-G025,190.9462,-20.1555,Sb,8187,10,7975.2768,10,112.9554,0.2789,CosmicFlows-3,Mathewson96,1.4460,1.2600,0.1810,0.1220,0.0680,False,False,False,False,False,False,False,-
ESO574-G028,191.2032,-20.7851,SA(s)c: sp,3543,4,3231.9989,4,52.5741,0.2700,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.1860,0.1250,0.0700,False,False,False,False,False,False,False,-
ESO574-G032,191.9781,-21.9285,Sb,3328,10,3388.0710,10,47.1859,0.5466,CosmicFlows-3,Mathewson96,1.3830,1.2010,0.2000,0.1340,0.0750,False,False,False,False,False,False,False,-
ESO574-G033,191.9932,-22.2684,SB(rs)bc,3458,5,3615.1272,5,49.2568,0.2759,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2170,0.1460,0.0820,False,False,False,False,False,False,False,-
ESO574-G034,192.0860,-20.2926,SA(s)bc: sp HII,6298,10,6007.2607,10,85.4907,0.3099,CosmicFlows-3,Mathewson96,0.7780,0.6540,0.1740,0.1170,0.0650,False,False,False,False,False,False,False,-
ESO575-G004,192.6703,-20.3350,S HII,7742,7,7438.6481,7,109.3174,0.2833,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.1940,0.1300,0.0730,False,False,False,False,False,False,False,-
ESO575-G050,195.6864,-22.0722,Sb,6958,10,6749.2691,10,100.8877,0.3203,CosmicFlows-3,Mathewson96,1.7450,1.5880,0.3540,0.2380,0.1330,False,False,False,False,False,False,False,-
ESO575-G053,196.2705,-22.3839,Sb? sp,2544,4,2525.0946,4,37.8796,0.2665,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3780,0.2540,0.1420,False,False,False,False,False,False,False,-
ESO575-G066,197.3998,-18.9724,SA(s)b HII,10636,10,10345.3356,10,144.4392,0.2744,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3010,0.2030,0.1130,False,False,False,False,False,False,False,-
ESO576-G001,197.5990,-21.6841,(R'_2:)SB(r)bc,2884,7,3052.8973,7,36.4884,0.2650,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3550,0.2380,0.1330,False,False,False,False,False,False,False,-
ESO576-G003,197.6488,-21.7482,SB(s)c pec,2960,3,3155.8789,3,37.2316,0.2456,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3510,0.2360,0.1320,False,False,False,False,False,False,False,-
ESO576-G011,198.2713,-19.9769,SB(s)cd? sp HII,2757,4,2443.9161,4,38.8961,0.2872,CosmicFlows-3,Mathewson96,1.7790,1.5860,0.2930,0.1970,0.1100,False,False,False,False,False,False,False,-
ESO576-G012,198.3402,-18.9310,SA(rs)c:,6151,1,5888.2108,1,85.6847,0.2688,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3100,0.2090,0.1170,False,False,False,False,False,False,False,-
ESO576-G026,199.6447,-21.2997,SBd? sp,1946,7,1770.8377,7,28.3824,0.2094,CosmicFlows-3,Mathewson96,1.5800,1.4790,0.4670,0.3140,0.1750,False,False,False,False,False,False,False,-
ESO576-G036,200.1136,-21.5096,Sb:,6971,2,6764.9933,2,99.6420,0.3212,CosmicFlows-3,Mathewson96,1.4680,1.3850,0.3470,0.2330,0.1310,False,False,False,False,False,False,False,-
ESO576-G038,200.1456,-18.5958,Sb-c,11973,10,12144.1345,10,152.8359,0.2765,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2640,0.1780,0.0990,False,False,False,False,False,False,False,-
ESO576-G039,200.1754,-18.0352,SB(s)m,5127,9,5440.8680,9,65.4464,0.2359,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2690,0.1810,0.1010,False,False,False,False,False,False,False,-
ESO576-G045,200.9146,-19.0386,SB(r)a:,7343,10,7248.4173,10,99.6716,0.3864,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2870,0.1930,0.1080,False,False,False,False,False,False,False,-
ESO576-G051,201.2875,-19.7681,SB(s)bc pec HII,5216,4,4938.0086,4,70.2349,0.2480,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2710,0.1820,0.1020,False,False,False,False,False,False,False,-
ESO576-G072,202.5714,-21.7469,Sb,7304,6,7595.9190,6,98.0034,0.5331,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3410,0.2290,0.1280,False,False,False,False,False,False,False,-
ESO577-G001,202.7435,-21.8475,SAB(r)bc,7289,10,7618.2845,10,97.0240,0.4790,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2750,0.1850,0.1030,False,False,False,False,False,False,False,-
ESO577-G012,204.1526,-18.4033,S...,11853,10,11732.5520,10,155.1130,0.3054,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3190,0.2140,0.1200,False,False,False,False,False,False,False,-
ESO577-G017,204.6760,-21.8107,Sb:,5759,10,5999.8785,10,75.3917,0.3187,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3700,0.2490,0.1390,False,False,False,False,False,False,False,-
ESO577-G020,204.8931,-22.4979,Sc,6962,10,7236.0801,10,94.3450,0.3499,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2960,0.1990,0.1110,False,False,False,False,False,False,False,-
ESO577-G022,204.9569,-22.3027,Sb,5736,10,6015.8544,10,75.4744,0.2768,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2860,0.1920,0.1080,False,False,False,False,False,False,False,-
ESO577-G039,207.4832,-22.2761,Sb,7354,10,7574.6993,10,101.1090,0.3025,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2480,0.1670,0.0930,False,False,False,False,False,False,False,-
ESO578-G004,208.4060,-20.5081,SB(r)0^+,10476,10,10844.4036,10,133.0742,0.2863,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2540,0.1710,0.0950,False,False,False,False,False,False,False,-
ESO578-G011,209.7624,-19.0586,SB? HII,9362,10,9144.5158,10,126.1203,0.2496,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2670,0.1790,0.1000,False,False,False,False,False,False,False,-
ESO578-G013,210.0162,-21.5437,S HII,9749,10,9960.9280,10,127.8198,0.2074,CosmicFlows-3,Mathewson96,1.7450,1.5510,0.2240,0.1510,0.0840,False,False,False,False,False,False,False,-
ESO578-G016,210.4960,-22.3636,SAB(r)bc,11003,10,11033.2738,10,142.2268,0.3307,CosmicFlows-3,Mathewson96,1.5890,1.3970,0.2280,0.1530,0.0860,False,False,False,False,False,False,False,-
ESO578-G017,210.5475,-18.7542,Sb HII,9014,10,8732.5879,10,124.1543,0.2454,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2970,0.2000,0.1120,False,False,False,False,False,False,False,-
ESO579-G009,213.8913,-20.6624,SAB:(r)d:,4624,8,4487.6688,8,65.6146,0.2035,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2940,0.1980,0.1110,False,False,False,False,False,False,False,-
ESO579-G010,214.0986,-21.3308,Sb:,6414,10,6091.5714,10,86.3239,0.3798,CosmicFlows-3,Mathewson96,0.8040,0.8110,0.3510,0.2360,0.1320,False,False,False,False,False,False,False,-
ESO579-G025,217.8738,-22.3672,Sb,7165,3,6838.0256,3,102.5515,0.3773,CosmicFlows-3,Mathewson96,1.3350,1.2720,0.2880,0.1940,0.1080,False,False,False,False,False,False,False,-
ESO580-G029,221.8903,-19.7641,S(r)b: HII,2588,4,2254.7168,4,35.9433,0.1990,CosmicFlows-3,Mathewson96,0.7310,0.7480,0.2860,0.1930,0.1080,False,False,False,False,False,False,False,-
ESO580-G031,221.9033,-19.3874,Sb,6938,10,6585.9555,10,89.5988,0.3145,CosmicFlows-3,Mathewson96,1.2860,1.2300,0.2680,0.1800,0.1010,False,False,False,False,False,False,False,-
ESO580-G037,222.2539,-20.8474,SAB(rs)c,6133,5,6097.9650,5,77.2673,0.2353,CosmicFlows-3,Mathewson96,1.3350,1.2720,0.4230,0.2840,0.1590,False,False,False,False,False,False,False,-
ESO580-G041,222.6519,-18.1512,Sbc? sp,2945,3,2687.3432,3,38.5403,0.3412,CosmicFlows-3,Mathewson96,1.7220,1.5880,0.3210,0.2150,0.1200,False,False,False,False,False,False,False,-
ESO580-G046,222.9355,-22.6779,Sb,4529,10,4757.7450,10,60.2930,0.2958,CosmicFlows-3,Mathewson96,-0.9360,-0.7440,0.3650,0.2460,0.1370,False,False,False,False,False,False,False,-
ESO580-G049,223.2827,-19.7370,Sbc: sp,3980,2,3772.1059,2,56.6945,0.2602,CosmicFlows-3,Mathewson96,0.8730,0.8720,0.3000,0.2020,0.1130,False,False,False,False,False,False,False,-
ESO581-G004,224.3744,-18.4533,SB(s)cd: sp,3808,3,3840.7064,3,47.4653,0.2644,CosmicFlows-3,Mathewson96,0.3300,0.3920,0.3160,0.2120,0.1190,False,False,False,False,False,False,False,-
ESO581-G006,224.5129,-19.3897,SB(s)d pec sp,3129,10,3328.1845,10,38.9491,0.3303,CosmicFlows-3,Mathewson96,1.2860,1.2300,0.2870,0.1930,0.1080,False,False,False,False,False,False,False,-
ESO581-G010,224.8438,-20.0193,SAB(rs)d pec:,4161,3,4447.3301,3,54.1238,0.3022,CosmicFlows-3,Mathewson96,0.4990,0.5420,0.3240,0.2180,0.1220,False,False,False,False,False,False,False,-
ESO581-G011,224.9092,-18.7316,Sc: sp,3262,6,3490.0025,6,38.4813,0.3163,CosmicFlows-3,Mathewson96,1.2860,1.2300,0.2930,0.1970,0.1100,False,False,False,False,False,False,False,-
ESO581-G014,225.1513,-21.8916,S HII,7871,10,8108.3485,10,105.1926,0.3356,CosmicFlows-3,Mathewson96,0.7310,0.7480,0.3530,0.2370,0.1330,False,False,False,False,False,False,False,-
ESO581-G015,225.1609,-21.7180,SB(r)c:,8891,10,9130.2720,10,118.4941,0.2097,CosmicFlows-3,Mathewson96,0.0540,0.1460,0.3910,0.2630,0.1470,False,False,False,False,False,False,False,-
ESO582-G001,229.3258,-22.2976,SA(rs)b: HII,6630,8,6435.0005,8,80.4282,0.3647,CosmicFlows-3,Mathewson96,0.4990,0.5420,0.3690,0.2480,0.1390,False,False,False,False,False,False,False,-
ESO582-G004,230.1915,-18.3489,Sc:,2213,1,2307.1638,1,27.0130,0.2898,CosmicFlows-3,Mathewson96,-1.4600,-1.2190,0.4550,0.3060,0.1710,False,False,False,False,False,False,False,-
ESO582-G005,230.3366,-19.8564,S,6758,10,6692.4179,10,79.4550,0.2896,CosmicFlows-3,Mathewson96,-3.9230,-3.4720,0.4940,0.3320,0.1860,False,False,False,False,False,False,False,-
ESO582-G006,230.3596,-18.2253,Sb:,6916,10,6957.6344,10,84.6804,0.4051,CosmicFlows-3,Mathewson96,-1.4600,-1.2190,0.4770,0.3210,0.1790,False,False,False,False,False,False,False,-
ESO582-G007,230.3651,-18.8729,S...,6947,4,6960.7472,4,83.2315,0.3248,CosmicFlows-3,Mathewson96,-2.6720,-2.3240,0.4280,0.2880,0.1610,False,False,False,False,False,False,False,-
ESO582-G013,232.4807,-18.6196,SAB(rs)bc HII,7077,4,6727.3722,4,89.4797,0.3007,CosmicFlows-3,Mathewson96,0.1490,0.2310,0.3210,0.2160,0.1210,False,False,False,False,False,False,False,-
ESO582-G018,233.0748,-20.4735,S...,6711,10,6844.8044,10,78.7822,0.2212,CosmicFlows-3,Mathewson96,-7.7720,-7.0340,0.4820,0.3240,0.1810,False,False,False,False,False,False,False,-
ESO582-G021,234.1586,-18.7863,(R')SA:(r)b HII,6510,10,6315.1739,10,78.1220,0.2469,CosmicFlows-3,Mathewson96,-1.0620,-0.8580,0.3580,0.2410,0.1350,False,False,False,False,False,False,False,-
ESO583-G002,235.0854,-18.4426,SB(rs)bc;Sy1 HII,7042,10,6735.1192,10,89.8761,0.4536,CosmicFlows-3,Mathewson96,-0.9360,-0.7440,0.3800,0.2560,0.1430,False,False,False,False,False,False,False,-
ESO583-G005,235.7372,-18.3974,SB(rs)bc,10148,10,9879.6913,10,137.7413,0.2449,CosmicFlows-3,Mathewson96,-2.0380,-1.7450,0.4620,0.3100,0.1740,False,False,False,False,False,False,False,-
ESO583-G007,237.4768,-21.0494,SB(rs)c,7299,6,7520.1285,6,88.0694,0.4307,CosmicFlows-3,Mathewson96,-17.3630,-16.0120,0.8140,0.5470,0.3060,False,False,False,False,False,False,False,-
ESO584-G004,240.8123,-22.3228,Sb HII,5557,6,5302.7644,6,70.9446,0.2425,CosmicFlows-3,Mathewson96,-4.3150,-3.8330,0.6260,0.4210,0.2360,False,False,False,False,False,False,False,-
ESO586-G002,251.8518,-20.1417,S,6639,5,6837.4247,5,75.4845,0.2568,CosmicFlows-3,Mathewson96,-66.6500,-62.9280,1.3660,0.9180,0.5140,False,False,False,False,False,False,False,-
ESO587-G003,255.8698,-19.1734,S...,9613,1,9784.7977,1,130.3442,0.2839,CosmicFlows-3,Mathewson96,-67.5620,-63.8030,0.7840,0.5270,0.2950,False,False,False,False,False,False,False,-
ESO593-G003,287.9457,-21.1660,Scd,8225,10,7994.5565,10,107.8676,0.2938,CosmicFlows-3,Mathewson96,-17.3630,-16.0120,0.4370,0.2930,0.1640,False,False,False,False,False,False,False,-
ESO594-G008,294.3653,-17.4551,Sd? sp,6136,4,6389.3586,4,69.4898,0.5314,CosmicFlows-3,Mathewson96,-0.4650,-0.3190,0.4900,0.3300,0.1840,False,False,False,False,False,False,False,-
ESO595-G010,301.0781,-19.0645,SB(s)dm pec: HII,2231,2,2589.4143,2,21.4890,0.2254,CosmicFlows-3,Mathewson96,0.0540,0.1460,0.5020,0.3380,0.1890,False,False,False,False,False,False,False,-
ESO596-G009,303.7133,-18.0216,SBbc?,7004,10,6738.7715,10,88.3872,0.2942,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3070,0.2070,0.1160,False,False,False,False,False,False,False,-
ESO596-G021,305.3783,-20.4252,Sb,8514,10,8368.5518,10,114.1824,0.4034,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2510,0.1690,0.0940,False,False,False,False,False,False,False,-
ESO596-G040,306.8972,-18.8350,SAB(s)c:,7667,10,7972.0139,10,95.0782,0.2696,CosmicFlows-3,Mathewson96,1.6630,1.4690,0.2440,0.1640,0.0920,False,False,False,False,False,False,False,-
ESO596-G041,307.0048,-18.7789,SB(r)0/a: HII,6902,10,7215.5200,10,85.8206,0.3634,CosmicFlows-3,Mathewson96,1.6630,1.4690,0.2380,0.1600,0.0900,False,False,False,False,False,False,False,-
ESO596-G052,307.8263,-19.0488,S...,6325,10,6515.8277,10,75.1398,0.4203,CosmicFlows-3,Mathewson96,1.5060,1.3170,0.2270,0.1530,0.0850,False,False,False,False,False,False,False,-
ESO597-G017,309.4211,-21.6068,Sc,8300,10,8156.3956,10,102.0616,0.2549,CosmicFlows-3,Mathewson96,1.4460,1.2600,0.1320,0.0890,0.0500,False,False,False,False,False,False,False,-
ESO597-G035,312.0500,-19.8322,Sb HII,8914,7,9069.0548,7,106.2795,0.3697,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2460,0.1650,0.0930,False,False,False,False,False,False,False,-
ESO597-G045,312.9367,-18.3317,Sc,8633,10,8534.5039,10,107.3356,0.3603,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2470,0.1660,0.0930,False,False,False,False,False,False,False,-
ESO598-G009,314.6189,-19.9814,Sb pec HII,8620,10,8785.1961,10,107.0873,0.2898,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2290,0.1540,0.0860,False,False,False,False,False,False,False,-
ESO598-G020,316.1036,-21.7805,SB(r)c,8633,10,8324.7071,10,107.6757,0.3017,CosmicFlows-3,Mathewson96,1.5060,1.3170,0.2050,0.1380,0.0770,False,False,False,False,False,False,False,-
ESO598-G021,316.2047,-17.8852,Sb,9018,10,9306.9440,10,106.7880,0.3096,CosmicFlows-3,Mathewson96,1.7220,1.5880,0.3220,0.2160,0.1210,False,False,False,False,False,False,False,-
ESO599-G007,319.9448,-22.1968,Sb:,8261,10,8613.2250,10,99.8388,0.2706,CosmicFlows-3,Mathewson96,1.0210,0.8700,0.1560,0.1050,0.0580,False,False,False,False,False,False,False,-
ESO599-G020,323.5353,-20.4710,SAB(s)ab pec sp,9704,10,9694.6128,10,117.3071,0.3647,CosmicFlows-3,Mathewson96,1.0210,0.8700,0.1430,0.0960,0.0540,False,False,False,False,False,False,False,-
ESO600-G002,323.8922,-19.0310,SA(r)c,11518,10,11194.9020,10,150.0379,0.2739,CosmicFlows-3,Mathewson96,0.9010,0.7630,0.1720,0.1160,0.0650,False,False,False,False,False,False,False,-
ESO600-G005,324.7941,-20.8527,S...,10027,10,9695.1297,10,126.7785,0.3672,CosmicFlows-3,Mathewson96,0.8190,0.6910,0.1330,0.0900,0.0500,False,False,False,False,False,False,False,-
ESO600-G009,326.1291,-20.0442,Sb:,10220,10,10285.9292,10,125.6570,0.3115,CosmicFlows-3,Mathewson96,0.9810,0.8350,0.1130,0.0760,0.0420,False,False,False,False,False,False,False,-
ESO601-G004,330.3771,-22.0709,SB(s)c: HII,5202,4,5039.4208,4,61.7673,0.2480,CosmicFlows-3,Mathewson96,0.4380,0.3610,0.1060,0.0720,0.0400,False,False,False,False,False,False,False,-
ESO601-G005,330.4082,-21.5112,Sb:,5154,10,4885.0322,10,63.0533,0.2854,CosmicFlows-3,Mathewson96,0.7780,0.6540,0.1090,0.0730,0.0410,False,False,False,False,False,False,False,-
ESO601-G007,330.5901,-21.0409,Sc,1791,1,1431.2651,1,21.8292,0.2522,CosmicFlows-3,Mathewson96,0.6090,0.5080,0.1160,0.0780,0.0440,False,False,False,False,False,False,False,-
ESO601-G012,330.9635,-19.8811,SA:(r)ab HII,5372,27,5167.4954,27,65.6395,0.4790,CosmicFlows-3,ShellFlow,0.4380,0.3610,0.1010,0.0680,0.0380,False,False,False,False,False,False,False,-
ESO601-G019,331.8626,-20.8428,SB(s)cd:,7181,10,6994.5425,10,87.1238,0.2604,CosmicFlows-3,Mathewson96,0.6940,0.5810,0.1270,0.0860,0.0480,False,False,False,False,False,False,False,-
ESO601-G022,332.1385,-20.4364,S...,5238,10,5023.7506,10,62.7775,0.2747,CosmicFlows-3,Mathewson96,0.8190,0.6910,0.1010,0.0680,0.0380,False,False,False,False,False,False,False,-
ESO602-G010,335.5116,-19.5731,Sb-c HII,7303,10,7583.1190,10,88.1736,0.2081,CosmicFlows-3,Mathewson96,0.5240,0.4340,0.1120,0.0750,0.0420,False,False,False,False,False,False,False,-
ESO602-G015,335.7110,-20.3498,SB(s)c,2674,2,3033.0672,2,29.6780,0.3325,CosmicFlows-3,Mathewson96,0.3520,0.2880,0.0970,0.0660,0.0370,False,False,False,False,False,False,False,-
ESO602-G025,337.8562,-19.0345,SA(r)b;LIRG;HIILINER,7507,10,7193.1377,10,94.2857,0.2897,CosmicFlows-3,ShellFlow/Mathewson96,0.9410,0.7990,0.1510,0.1020,0.0570,False,False,False,False,False,False,False,-
ESO603-G001,339.7740,-19.6623,(R':)SAB(rs)ab,8935,10,8869.6459,10,106.7346,0.2956,CosmicFlows-3,Mathewson96,0.6520,0.5440,0.1010,0.0680,0.0380,False,False,False,False,False,False,False,-
ESO603-G002,339.8594,-20.3703,S HII,8943,10,8947.9967,10,107.3662,0.2950,CosmicFlows-3,Mathewson96,0.6520,0.5440,0.0950,0.0640,0.0360,False,False,False,False,False,False,False,-
ESO603-G012,341.5237,-19.4154,SB(s)dm:,3021,2,3081.2390,2,40.2686,0.3144,CosmicFlows-3,Mathewson96,0.5240,0.4340,0.1290,0.0870,0.0480,False,False,False,False,False,False,False,-
ESO603-G014,341.9253,-17.3492,SAB(r)0/a,8616,10,8900.2785,10,101.3247,0.2957,CosmicFlows-3,Mathewson96,0.8190,0.6910,0.1030,0.0690,0.0390,False,False,False,False,False,False,False,-
ESO603-G020,342.7558,-20.2686,S pec sp,3189,5,3411.0617,5,42.5219,0.2849,CosmicFlows-3,Mathewson96,0.5670,0.4710,0.1260,0.0850,0.0470,False,False,False,False,False,False,False,-
ESO603-G025,343.4202,-17.4789,Sc,9030,10,9317.3427,10,110.4172,0.2892,CosmicFlows-3,Mathewson96,0.4380,0.3610,0.1240,0.0830,0.0460,False,False,False,False,False,False,False,-
ESO604-G001,345.8500,-19.5039,Sc,3283,5,2991.1918,5,43.3465,0.2784,CosmicFlows-3,Mathewson96,0.7260,0.6090,0.0960,0.0650,0.0360,False,False,False,False,False,False,False,-
ESO604-G010,349.5808,-21.1748,SB(r)a,9059,10,9343.5088,10,110.8244,0.3072,CosmicFlows-3,Mathewson96,0.6310,0.5260,0.0880,0.0590,0.0330,False,False,False,False,False,False,False,-
ESO604-G011,349.7320,-20.7008,SAB(s)bc,7778,10,7953.2476,10,95.0957,0.2918,CosmicFlows-3,Mathewson96,0.5990,0.4980,0.0900,0.0600,0.0340,False,False,False,False,False,False,False,-
ESO605-G006,351.2545,-18.8589,Sc,7664,10,7676.4195,10,94.6438,0.3164,CosmicFlows-3,Mathewson96,0.2770,0.2260,0.0970,0.0650,0.0360,False,False,False,False,False,False,False,-
ESO605-G011,353.8310,-17.4223,SB?,4444,10,4074.3725,10,58.5359,0.2517,CosmicFlows-3,Mathewson96,0.1590,0.1280,0.0880,0.0590,0.0330,False,False,False,False,False,False,False,-
