# str, deg J2000, deg J2000, str, km s^-1, km s^-1, km s^-1, km s^-1, Mpc, Mpc, str, str, mag, mag, mag, mag, mag, bool, bool, bool, bool, bool, bool, bool, str
name,RA,DEC,morphology,redshift_helio,redshift_helio_e,redshift_cmb,redshift_cmb_e,distance,distance_e,distance_method,RC_survey,ext_f,ext_n,ext_g,ext_r,ext_z,has_f-band,has_n-band,has_g-band,has_r-band,has_z-band,has_w1-band,has_w2-band,AutoProf_flags
ESO090-G005,129.8954,-63.1294,S...,5116,10,4826.1005,10,75.5697,0.3228,CosmicFlows-3,Mathewson96,-25.0180,-23.2380,0.6170,0.4150,0.2320,False,False,False,False,False,False,False,-
ESO090-G009,133.8998,-67.4529,SAB(s)c:,3303,8,3032.8018,8,47.7663,0.2724,CosmicFlows-3,Mathewson96,-5.3640,-4.8010,0.2990,0.2010,0.1130,False,False,False,False,False,False,False,-
ESO101-G001,249.1470,-66.0067,Sb,4789,10,4750.5512,10,64.5273,0.9637,CosmicFlows-3,Mathewson96,-6.5150,-5.8670,0.3140,0.2110,0.1180,False,False,False,False,False,False,False,-
ESO101-G005,249.7752,-66.9091,SB(s)c: sp,6675,10,6361.7121,10,94.8490,0.2807,CosmicFlows-3,Mathewson96,-7.5120,-6.7920,0.2540,0.1710,0.0960,False,False,False,False,False,False,False,-
ESO101-G020,254.4942,-62.7260,SAB(rs)bc,5845,10,5796.3475,10,84.9003,0.2464,CosmicFlows-3,Mathewson96,-17.3630,-16.0120,0.4260,0.2870,0.1600,False,False,False,False,False,False,False,-
ESO102-G004,261.7250,-64.8935,Sc,11434,10,11667.2397,10,139.2267,0.2712,CosmicFlows-3,Mathewson96,1.5800,1.4790,0.2590,0.1740,0.0970,False,False,False,False,False,False,False,-
ESO102-G005,261.9428,-64.5616,Sb - c,7320,10,7591.4403,10,95.9066,0.2372,CosmicFlows-3,Mathewson96,1.3820,1.3120,0.2980,0.2000,0.1120,False,False,False,False,False,False,False,-
ESO102-G007,262.3815,-64.0229,SAB(rs)c:,5340,4,5629.5196,4,68.1756,2.4488,CosmicFlows-3,Mathewson96,1.1810,1.1400,0.2710,0.1820,0.1020,False,False,False,False,False,False,False,-
ESO102-G019,269.8475,-63.4583,Scd: sp,4906,10,5098.8071,10,60.5740,0.5043,CosmicFlows-3,Mathewson96,1.6130,1.5060,0.2150,0.1450,0.0810,False,False,False,False,False,False,False,-
ESO102-G023,270.6415,-63.3169,Sbc: sp,8657,10,8837.1572,10,109.2933,0.2158,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2290,0.1540,0.0860,False,False,False,False,False,False,False,-
ESO103-G030,279.2435,-67.2742,SAB(s)b,10228,10,10516.4137,10,125.0944,0.2110,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2580,0.1730,0.0970,False,False,False,False,False,False,False,-
ESO103-G039,279.8417,-66.6992,Sc?,4488,10,4756.9499,10,57.0218,0.6351,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2270,0.1520,0.0850,False,False,False,False,False,False,False,-
ESO104-G014,282.0928,-63.2176,SA(rs)bc:,10276,10,10565.2964,10,125.2333,0.2642,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.3230,0.2170,0.1220,False,False,False,False,False,False,False,-
ESO105-G020,300.6720,-64.0786,Sc,5684,10,5664.9705,10,76.6249,0.3230,CosmicFlows-3,Mathewson96,1.3830,1.2010,0.1750,0.1180,0.0660,False,False,False,False,False,False,False,-
ESO107-G010,317.6667,-64.7046,Sc,8068,10,7801.3486,10,102.1230,0.2600,CosmicFlows-3,Mathewson96,0.3090,0.2520,0.1300,0.0870,0.0490,True,True,True,True,True,True,True,-
ESO107-G011,317.7608,-65.5273,Sc,10949,10,10605.2638,10,136.9288,0.3252,CosmicFlows-3,Mathewson96,0.0950,0.0760,0.0960,0.0640,0.0360,True,True,True,True,True,True,True,-
ESO109-G032,345.9435,-62.5220,SAB(s)c? sp,3366,8,3082.9486,8,51.0962,0.2272,CosmicFlows-3,Mathewson96,0.2120,0.1720,0.0720,0.0490,0.0270,True,True,True,True,True,True,True,-
ESO111-G009,358.9805,-60.6818,SA:(s)c LINER,4203,4,4447.4107,4,56.9483,0.2096,CosmicFlows-3,Mathewson96,0.1370,0.1110,0.0440,0.0300,0.0170,True,True,True,True,True,True,True,-
ESO111-G010,359.0286,-60.6712,(R'_1)SAB(rs)b HII,4763,10,5004.5597,10,63.8998,0.2310,CosmicFlows-3,Mathewson96,0.1270,0.1020,0.0440,0.0290,0.0160,True,True,True,True,True,True,True,-
ESO113-G006,15.3959,-59.7415,Sbc,8429,10,8370.9382,10,102.4633,0.2820,CosmicFlows-3,Mathewson96,0.2230,0.1810,0.0780,0.0520,0.0290,True,True,True,True,True,True,True,Light_symmetry
ESO113-G021,17.8022,-58.8390,Sc?,4822,10,4544.1773,10,62.4918,0.2654,CosmicFlows-3,Mathewson96,0.2010,0.1630,0.0690,0.0470,0.0260,True,True,True,True,True,True,True,-
ESO113-G027,18.5060,-57.9352,(R')SB(s)c,4897,8,4877.4946,8,60.4417,0.2536,CosmicFlows-3,ShellFlow,0.2120,0.1720,0.0730,0.0490,0.0270,True,True,True,True,True,True,True,Light_symmetry
ESO114-G021,30.4987,-58.5708,SA(s)b,6381,10,6604.6467,10,80.2756,0.3650,CosmicFlows-3,ShellFlow/Mathewson96,0.2340,0.1900,0.0830,0.0560,0.0310,True,True,True,True,True,True,True,-
ESO115-G005,35.0649,-58.7082,SA(s)c:,8982,10,9267.6758,10,116.4174,0.2906,CosmicFlows-3,Mathewson96,0.3520,0.2880,0.0840,0.0560,0.0310,True,True,True,True,True,True,True,-
ESO116-G012,48.2698,-57.3572,SB(s)m,1146,5,1011.7882,5,19.3619,1.0496,CosmicFlows-3,SPARC/Mathewson96,0.2120,0.1720,0.0720,0.0480,0.0270,True,True,True,True,True,True,True,Light_symmetry
ESO116-G014,48.9599,-58.5742,SBcd: sp,5416,10,5748.7483,10,66.2042,0.2973,CosmicFlows-3,Mathewson96,0.2440,0.1990,0.0830,0.0560,0.0310,True,True,True,True,True,True,True,-
ESO117-G018,60.0325,-61.2832,SA(s)c,5794,10,6001.6925,10,76.3584,0.3773,CosmicFlows-3,ShellFlow/Mathewson96,0.3300,0.2700,0.1130,0.0760,0.0420,True,True,True,True,True,True,True,-
ESO117-G019,60.6341,-62.3156,SBbc? sp,5386,10,5751.2952,10,68.2695,0.3236,CosmicFlows-3,Mathewson96,0.3950,0.3250,0.1280,0.0860,0.0480,True,True,True,True,True,True,True,-
ESO119-G025,74.7850,-58.6549,(R)SB(r)a,5916,23,6152.0381,23,79.1239,0.3352,CosmicFlows-3,ShellFlow,0.2340,0.1900,0.0820,0.0550,0.0310,True,True,True,True,True,True,True,-
ESO119-G046,78.6233,-62.1707,Sb? pec sp HII,4918,10,5261.8544,10,63.6557,0.3291,CosmicFlows-3,Mathewson96,0.0950,0.0760,0.1080,0.0720,0.0400,True,True,True,True,True,True,True,-
ESO119-G047,78.6287,-62.2286,SB(s)c:,5100,63,5442.3416,63,65.9659,0.8416,CosmicFlows-3,ShellFlow,0.0950,0.0760,0.1080,0.0730,0.0410,True,True,True,True,True,True,True,-
ESO119-G052,79.8259,-61.6611,SA(s)b:,4913,10,5085.3080,10,64.9925,0.2960,CosmicFlows-3,Mathewson96,0.8190,0.6910,0.1270,0.0850,0.0480,True,True,True,True,True,True,True,-
ESO120-G001,81.1303,-61.3627,SB(rs)cd,5343,10,5258.5895,10,74.4965,0.2948,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.1270,0.0860,0.0480,True,True,True,True,True,True,True,Light_symmetry
ESO120-G003,82.6164,-62.3661,S...,8313,10,8079.2916,10,104.2426,0.2937,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.2360,0.1590,0.0890,True,True,True,True,True,True,True,Light_symmetry
ESO120-G016,87.8969,-59.0456,Sb,3674,10,3987.8215,10,50.3840,0.2162,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1540,0.1030,0.0580,True,True,True,True,True,True,True,-
ESO121-G006,91.8744,-61.8076,Scpec: sp,1211,3,1519.2413,3,17.0686,0.3279,CosmicFlows-3,Mathewson96,1.4150,1.2310,0.1650,0.1110,0.0620,False,True,True,True,True,True,True,FFT_coefficients
ESO121-G010,92.7077,-60.8227,SA(rs)c,8782,10,8754.0020,10,110.2275,0.2489,CosmicFlows-3,Mathewson96,1.0210,0.8700,0.1170,0.0790,0.0440,True,True,True,True,True,True,True,-
ESO121-G013,93.1273,-62.4164,Sb,10557,10,10805.5867,10,128.3485,0.3510,CosmicFlows-3,Mathewson96,1.4770,1.2890,0.1500,0.1010,0.0560,False,False,False,False,False,False,False,-
ESO121-G026,95.4115,-59.7399,SB(rs)c,2267,4,1955.4448,4,37.7650,0.2298,CosmicFlows-3,Mathewson96,1.3160,1.1390,0.1460,0.0980,0.0550,False,False,True,True,True,True,True,-
ESO121-G032,96.7605,-61.1784,S...,9776,10,9477.8368,10,122.3886,0.3923,CosmicFlows-3,Mathewson96,1.6630,1.4690,0.1770,0.1190,0.0660,False,False,True,True,True,True,True,-
ESO122-G009,103.3275,-59.1778,S...,8501,10,8573.3271,10,107.2675,0.2540,CosmicFlows-3,Mathewson96,0.4990,0.5420,0.3810,0.2560,0.1430,False,False,False,False,False,False,False,-
ESO122-G013,106.8473,-58.3940,S...,8125,10,7779.0751,10,103.0631,0.2313,CosmicFlows-3,Mathewson96,-1.7420,-1.4760,0.3660,0.2460,0.1370,False,False,False,False,False,False,False,-
ESO123-G003,109.7869,-58.8423,S...,9189,10,9042.0837,10,113.1033,0.2861,CosmicFlows-3,Mathewson96,-3.3640,-2.9590,0.5450,0.3660,0.2050,False,False,False,False,False,False,False,-
ESO123-G006,110.2258,-58.2160,S...,9197,10,9278.3692,10,111.2652,0.2885,CosmicFlows-3,Mathewson96,-2.8390,-2.4780,0.4630,0.3110,0.1740,False,False,False,False,False,False,False,-
ESO123-G009,110.7101,-62.0290,SA(r)bc,3216,3,2946.1590,3,48.1255,0.2492,CosmicFlows-3,Mathewson96,-9.7180,-8.8470,0.5740,0.3860,0.2160,False,False,False,False,False,False,False,-
ESO123-G016,112.6002,-61.7899,Sdm,3252,10,3159.2152,10,48.5903,0.2542,CosmicFlows-3,Mathewson96,-13.2390,-12.1390,0.5980,0.4020,0.2250,False,False,False,False,False,False,False,-
ESO123-G023,116.1621,-58.1537,SB(s)cd? sp,2914,6,3157.9689,6,43.4482,0.2709,CosmicFlows-3,Mathewson96,-42.0780,-39.4410,0.6640,0.4470,0.2500,False,False,False,False,False,False,False,-
ESO124-G002,119.0967,-59.3670,Sbc,10131,10,10212.0551,10,124.9959,0.3253,CosmicFlows-3,Mathewson96,-35.5900,-33.2650,0.8320,0.5590,0.3130,False,False,False,False,False,False,False,-
ESO124-G008,120.7509,-58.7058,S...,8555,10,8323.8470,10,107.8710,0.2579,CosmicFlows-3,Mathewson96,-57.9530,-54.6000,0.8210,0.5520,0.3090,False,False,False,False,False,False,False,-
ESO124-G010,121.0975,-61.5221,S...,8026,10,7738.8030,10,106.3195,0.2774,CosmicFlows-3,Mathewson96,-20.3200,-18.7980,0.5920,0.3980,0.2230,False,False,False,False,False,False,False,-
ESO124-G015,125.9175,-60.8766,SB(s)bc,2584,6,2558.1899,6,36.9231,0.2702,CosmicFlows-3,Mathewson96,-34.3710,-32.1060,0.6010,0.4040,0.2260,False,False,False,False,False,False,False,-
ESO138-G018,258.4750,-60.8101,S0+?,4916,10,4955.0747,10,63.0811,0.4443,CosmicFlows-3,Mathewson96,-5.5860,-5.0060,0.4080,0.2740,0.1530,False,False,False,False,False,False,False,-
ESO139-G015,265.1942,-60.4044,SB(s)d:,5113,10,4835.5642,10,75.4285,0.5787,CosmicFlows-3,Mathewson96,1.3820,1.3120,0.2570,0.1730,0.0970,False,False,False,False,False,False,False,-
ESO139-G016,265.4363,-61.7030,S...,5379,10,5226.4995,10,80.7306,0.2874,CosmicFlows-3,Mathewson96,1.6130,1.5060,0.2310,0.1550,0.0870,False,False,False,False,False,False,False,-
ESO139-G030,267.3839,-62.4995,S...,4858,10,5106.2901,10,60.9333,0.7214,CosmicFlows-3,Mathewson96,1.0040,0.9860,0.3190,0.2140,0.1200,False,False,False,False,False,False,False,-
ESO140-G021,276.2478,-60.0610,S...,4690,10,4356.3387,10,61.0207,0.4412,CosmicFlows-3,Mathewson96,0.8040,0.8110,0.3660,0.2460,0.1380,False,False,False,False,False,False,False,-
ESO140-G029,278.9694,-59.4432,Sb ?,6017,10,5851.0473,10,84.3605,0.2654,CosmicFlows-3,Mathewson96,1.6980,1.5750,0.2290,0.1540,0.0860,False,False,False,False,False,False,False,-
ESO140-G043,281.2249,-62.3648,(R'_2)SB(rs)b Sy1,4250,9,4528.9953,9,51.6871,0.3177,CosmicFlows-3,Mathewson96,1.4260,1.3500,0.3510,0.2360,0.1320,False,False,False,False,False,False,False,-
ESO141-G021,285.7813,-60.4234,SAB:(r)bc,10363,10,10407.6002,10,127.8969,0.2358,CosmicFlows-3,Mathewson96,1.7630,1.5690,0.2110,0.1420,0.0790,False,False,False,False,False,False,False,-
ESO141-G039,288.7829,-58.3662,Sc,10866,10,10812.0890,10,130.1522,0.2873,CosmicFlows-3,Mathewson96,1.7790,1.5860,0.2060,0.1390,0.0770,False,False,False,False,False,False,False,-
ESO142-G030,295.1619,-60.0482,Sc,4201,10,4344.6533,10,53.5047,0.3565,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2770,0.1860,0.1040,False,False,False,False,False,False,False,-
ESO142-G034,295.7525,-59.9462,Sc,4163,10,4383.1375,10,52.2118,0.3610,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2570,0.1730,0.0970,False,False,False,False,False,False,False,-
ESO143-G028,307.1399,-61.7185,SA(r)c,11311,10,11654.5267,10,133.6116,0.3156,CosmicFlows-3,Mathewson96,1.7070,1.5120,0.1660,0.1110,0.0620,True,True,True,True,True,True,True,-
ESO144-G019,318.3005,-58.4298,SA(s)c: pec,10162,10,10030.6920,10,129.5681,0.3022,CosmicFlows-3,Mathewson96,1.4460,1.2600,0.1240,0.0830,0.0470,True,True,True,True,True,True,True,Light_symmetry
ESO144-G020,318.4597,-61.2893,Sc,7769,10,7844.3626,10,96.3303,0.1975,CosmicFlows-3,Mathewson96,0.7780,0.6540,0.1570,0.1050,0.0590,True,True,True,True,True,True,True,-
ESO146-G006,331.3159,-60.6763,Sc,4591,10,4230.7425,10,64.8534,0.3011,CosmicFlows-3,Mathewson96,0.3950,0.3250,0.1360,0.0920,0.0510,True,True,True,True,True,True,True,FFT_coefficients;Light_symmetry
ESO147-G005,340.4029,-57.6059,SAB(rs)bc,10838,10,10541.8887,10,138.0451,0.3634,CosmicFlows-3,Mathewson96,0.1910,0.1550,0.0650,0.0440,0.0250,True,True,True,True,True,True,True,-
ESO147-G010,342.2398,-57.8957,Sbc? pec sp,10640,10,10484.7314,10,133.4396,0.3048,CosmicFlows-3,Mathewson96,0.1590,0.1280,0.0540,0.0360,0.0200,True,True,True,True,True,True,True,-
ESO147-G014,344.0232,-58.3966,SB:(r)a:,4504,10,4533.9132,10,57.8937,0.2529,CosmicFlows-3,Mathewson96,0.2230,0.1810,0.0750,0.0500,0.0280,False,True,True,True,True,True,True,-
ESO147-G017,344.9567,-61.5648,SB(s)c,8342,10,8213.5602,10,102.9642,0.3175,CosmicFlows-3,Mathewson96,0.2230,0.1810,0.0750,0.0500,0.0280,True,True,True,True,True,True,True,-
ESO149-G002,356.9689,-53.3656,Sc,9855,10,10134.4969,10,123.8177,0.2883,CosmicFlows-3,Mathewson96,0.0950,0.0760,0.0340,0.0230,0.0130,True,True,True,True,True,True,True,-
ESO150-G001,5.0260,-54.5232,SA(s)c,8949,10,9318.0438,10,109.2275,0.3608,CosmicFlows-3,Mathewson96,0.1800,0.1460,0.0630,0.0430,0.0240,True,True,True,True,True,True,True,-
ESO150-G016,9.5108,-53.6298,S...,8389,10,8327.4808,10,103.0059,0.2702,CosmicFlows-3,Mathewson96,0.2230,0.1810,0.0760,0.0510,0.0280,True,True,True,True,True,True,True,-
ESO150-G022,11.5376,-55.5685,(R':)SAB(rs)bc,7660,7,7916.8048,7,95.4470,0.2689,CosmicFlows-3,Mathewson96,0.1370,0.1110,0.0490,0.0330,0.0190,True,True,True,True,True,True,True,-
ESO151-G037,18.9688,-54.5548,S...,5452,10,5589.5427,10,68.8269,0.2846,CosmicFlows-3,Mathewson96,0.2010,0.1630,0.0700,0.0470,0.0260,False,True,True,True,True,True,True,-
ESO151-G038,19.1889,-52.4344,S...,9043,10,8802.9714,10,115.9172,0.3393,CosmicFlows-3,Mathewson96,0.1370,0.1110,0.0480,0.0320,0.0180,True,True,True,True,True,True,True,-
ESO151-G043,20.8749,-56.6874,SAB(rs)c,5379,10,5223.4247,10,72.2513,0.2956,CosmicFlows-3,Mathewson96,0.2010,0.1630,0.0730,0.0490,0.0270,False,False,True,True,True,True,True,-
ESO153-G012,30.9559,-52.4477,S...,6309,10,6587.4980,10,80.9291,0.2997,CosmicFlows-3,Mathewson96,0.0530,0.0420,0.0490,0.0330,0.0180,True,True,True,True,True,True,True,-
ESO153-G020,31.5145,-55.1935,(R'_1)SB(rs)ab Sy2,5931,18,5663.7473,18,77.2361,0.4556,CosmicFlows-3,ShellFlow,0.3950,0.3250,0.0860,0.0580,0.0320,False,False,True,True,True,True,True,-
ESO156-G017,57.4441,-55.8187,Sb,8468,10,8352.1560,10,110.5226,0.2923,CosmicFlows-3,Mathewson96,0.1590,0.1280,0.0550,0.0370,0.0210,False,False,True,True,True,True,True,-
ESO158-G017,76.1462,-55.5250,SAB(rs)b,6557,10,6758.6289,10,86.3623,0.2223,CosmicFlows-3,ShellFlow/Mathewson96,0.1910,0.1550,0.0660,0.0440,0.0250,True,True,True,True,True,True,True,-
ESO159-G024,85.6444,-55.4386,S...,6762,10,6787.6739,10,87.4018,0.2046,CosmicFlows-3,Mathewson96,1.4680,1.3850,0.2000,0.1340,0.0750,True,True,True,True,True,True,True,-
ESO160-G002,87.8121,-53.5748,Sb? sp,4502,10,4818.3297,10,62.4691,0.3197,CosmicFlows-3,Mathewson96,-0.0440,0.0590,0.3440,0.2310,0.1290,True,True,True,True,True,True,True,Light_symmetry
ESO160-G013,91.4680,-53.5989,Sc,10109,10,9859.6246,10,130.7678,0.4945,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2230,0.1500,0.0840,False,False,True,True,True,True,True,Light_symmetry
ESO160-G018,93.1126,-56.2713,S0+: sp,10723,10,10705.0937,10,134.9182,0.3580,CosmicFlows-3,Mathewson96,1.3160,1.1390,0.1520,0.1020,0.0570,False,False,True,True,True,True,True,-
ESO160-G021,93.9959,-54.8158,SAB(s)b,10661,10,10369.2746,10,138.0941,0.5640,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1810,0.1220,0.0680,False,False,True,True,True,True,True,-
ESO162-G015,108.8489,-55.0764,SB(s)c,2844,10,2684.8159,10,47.9039,0.2577,CosmicFlows-3,Mathewson96,0.4160,0.4680,0.4080,0.2740,0.1530,False,False,False,False,False,False,False,-
ESO162-G017,108.9772,-57.3435,Sb? pec sp,1098,5,1144.8941,5,13.5990,0.4110,CosmicFlows-3,Mathewson96,-1.5990,-1.3460,0.4560,0.3070,0.1720,False,False,False,False,False,False,False,-
ESO162-G018,109.4205,-55.9765,Sbc:,8738,10,8786.9153,10,109.1447,0.3065,CosmicFlows-3,Mathewson96,-0.6940,-0.5260,0.4710,0.3170,0.1770,False,False,False,False,False,False,False,-
ESO163-G011,114.5230,-55.1908,SB(s)b? sp,2828,10,2728.7584,10,45.5069,0.3269,CosmicFlows-3,Mathewson96,-1.7420,-1.4760,0.4800,0.3230,0.1810,False,False,False,False,False,False,False,-
ESO163-G014,115.9320,-56.7679,SB(s)c,2818,10,2642.3597,10,47.6040,0.2830,CosmicFlows-3,Mathewson96,-17.7690,-16.3940,0.5890,0.3960,0.2210,False,False,False,False,False,False,False,-
ESO181-G002,264.4771,-55.5182,SAB(s)bc:,6972,10,7048.9580,10,94.8132,0.2362,CosmicFlows-3,Mathewson96,-4.3150,-3.8330,0.4480,0.3010,0.1680,False,False,False,False,False,False,False,-
ESO181-G007,268.8188,-55.9031,Sbc,6787,10,6432.0716,10,95.3282,0.2627,CosmicFlows-3,Mathewson96,-0.3550,-0.2200,0.3790,0.2550,0.1430,False,False,False,False,False,False,False,-
ESO182-G016,277.0101,-57.3002,Sd,4918,10,4925.7826,10,56.0088,0.4115,CosmicFlows-3,Mathewson96,1.1240,1.0910,0.3280,0.2200,0.1230,False,False,False,False,False,False,False,-
ESO182-G018,277.2097,-52.8924,S...,6102,10,6248.3911,10,86.9577,0.2845,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2390,0.1610,0.0900,False,False,False,False,False,False,False,-
ESO183-G005,279.7616,-55.6174,SB(s)d,4765,10,4490.7517,10,57.4083,0.3256,CosmicFlows-3,Mathewson96,1.1810,1.1400,0.2920,0.1960,0.1100,False,False,False,False,False,False,False,-
ESO183-G019,282.8416,-52.5898,SB(s)c,4763,10,4400.9267,10,59.4482,0.2986,CosmicFlows-3,Mathewson96,1.5630,1.3710,0.1950,0.1310,0.0730,False,False,False,False,False,False,False,-
ESO183-G035,285.2520,-53.9695,S...,4708,10,4905.0003,10,56.5959,0.3509,CosmicFlows-3,Mathewson96,1.6430,1.5310,0.2350,0.1580,0.0880,False,False,False,False,False,False,False,-
ESO184-G008,286.4646,-54.1074,SA(s)cd,4768,10,5053.6236,10,57.1849,0.3088,CosmicFlows-3,Mathewson96,1.6980,1.5750,0.2510,0.1690,0.0940,False,False,False,False,False,False,False,-
ESO184-G051,289.2367,-53.7007,SAB(s)bc:,7205,8,7408.4450,8,95.5100,0.2240,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2070,0.1390,0.0780,False,False,False,False,False,False,False,-
ESO184-G060,290.6729,-54.5861,(R')SAB(rs)d:,3026,10,2825.3178,10,35.5157,0.3049,CosmicFlows-3,Mathewson96,1.5350,1.3450,0.1680,0.1130,0.0630,False,False,False,False,False,False,False,-
ESO184-G063,290.9175,-55.0656,Sb: pec sp,3207,7,2932.5699,7,38.6970,0.2828,CosmicFlows-3,Mathewson96,1.5060,1.3170,0.1600,0.1070,0.0600,False,False,False,False,False,False,False,-
ESO184-G074,292.6274,-57.2839,SAB(rl)a:,5079,8,5076.4886,8,61.7776,0.4033,CosmicFlows-3,Mathewson96,1.4460,1.2600,0.2460,0.1650,0.0920,False,False,False,False,False,False,False,-
ESO184-G077,292.9044,-53.5519,Sb,3231,9,2865.3882,9,41.5842,0.3421,CosmicFlows-3,Mathewson96,1.3830,1.2010,0.1970,0.1330,0.0740,False,False,False,False,False,False,False,-
ESO184-G083,293.8430,-57.0348,S...,11561,10,11802.3759,10,138.9777,0.3909,CosmicFlows-3,Mathewson96,1.3830,1.2010,0.1970,0.1320,0.0740,False,False,False,False,False,False,False,-
ESO185-G018,296.5229,-55.1980,(R')SAB(s)b,4406,10,4663.7395,10,53.2704,0.2388,CosmicFlows-3,Mathewson96,1.5060,1.3170,0.1870,0.1260,0.0700,False,False,False,False,False,False,False,-
ESO185-G026,298.8282,-54.9931,Sab: sp,5554,10,5809.4217,10,73.9821,0.4599,CosmicFlows-3,Mathewson96,1.6400,1.4460,0.1430,0.0960,0.0540,True,True,True,True,True,True,True,-
ESO185-G031,299.3423,-55.1371,SB(s)ab,4793,10,4953.5290,10,57.0334,0.3763,CosmicFlows-3,Mathewson96,1.4770,1.2890,0.1900,0.1270,0.0710,True,True,True,True,True,True,True,-
ESO185-G036,299.5533,-55.6812,Sb,5120,10,5090.2088,10,70.2253,0.3617,CosmicFlows-3,Mathewson96,1.4770,1.2890,0.1860,0.1250,0.0700,True,True,True,True,True,True,True,-
ESO185-G057,300.9476,-54.9738,S...,4994,10,4931.9581,10,62.7759,0.3810,CosmicFlows-3,Mathewson96,1.6860,1.4910,0.1480,0.1000,0.0560,True,True,True,True,True,True,True,Light_symmetry
ESO185-G068,301.8082,-53.7919,SB(s)d: sp,5236,10,5060.7658,10,65.9736,0.4985,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1630,0.1100,0.0610,True,True,True,True,True,True,True,Light_symmetry
ESO186-G021,303.7874,-52.7175,SAB(rs)c,5673,10,5524.9837,10,77.0350,0.5498,CosmicFlows-3,ShellFlow/Mathewson96,1.4150,1.2310,0.1640,0.1100,0.0620,True,True,True,True,True,True,True,-
ESO186-G041,306.5095,-54.3832,S...,6180,10,6205.7239,10,87.4586,0.3115,CosmicFlows-3,Mathewson96,1.6150,1.4220,0.1580,0.1060,0.0590,True,True,True,True,True,True,True,-
ESO186-G075,310.2809,-53.4963,Scd,4358,10,4546.5382,10,51.5281,0.2169,CosmicFlows-3,Mathewson96,1.2100,1.0410,0.0990,0.0670,0.0370,True,True,True,True,True,True,True,-
ESO187-G004,310.5457,-55.2384,Sb-c,8224,10,8295.1729,10,104.9269,0.2158,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.1980,0.1330,0.0740,False,False,True,True,True,True,True,-
ESO187-G006,310.7582,-52.5146,(R':)SAB(r)b,4630,9,4446.4279,9,58.4592,0.3894,CosmicFlows-3,Mathewson96,0.2660,0.2170,0.0940,0.0630,0.0350,False,False,True,True,True,True,True,-
ESO187-G008,310.8539,-56.2036,Scd,4412,10,4203.5701,10,60.1047,0.4154,CosmicFlows-3,Mathewson96,1.7820,1.5880,0.2100,0.1410,0.0790,False,False,True,True,True,True,True,-
ESO187-G016,312.6360,-52.4559,Sb,13152,13,12862.4038,13,164.6893,0.2924,CosmicFlows-3,SCII,0.4380,0.3610,0.1210,0.0810,0.0450,True,True,True,True,True,True,True,FFT_coefficients;Light_symmetry
ESO187-G019,312.7773,-52.7126,Sb,12437,12,12159.1915,12,155.9681,0.2814,CosmicFlows-3,SCII,0.7780,0.6540,0.1230,0.0830,0.0460,True,True,True,True,True,True,True,-
ESO187-G022,312.9194,-52.6004,SAB(r)0^+,14552,8,14275.3075,8,180.2328,0.2383,CosmicFlows-3,SCII/Mathewson96,0.5240,0.4340,0.1130,0.0760,0.0420,True,True,True,True,True,True,True,-
ESO187-G039,314.6948,-52.8077,SAB(s)dm?,4837,10,4656.1565,10,63.3391,0.2938,CosmicFlows-3,Mathewson96,0.9010,0.7630,0.1430,0.0960,0.0540,True,True,True,True,True,True,True,-
ESO189-G012,328.9119,-54.8762,SAc: sp,8355,10,8591.3215,10,103.1496,0.3253,CosmicFlows-3,Mathewson96,0.2340,0.1900,0.0810,0.0540,0.0300,False,True,True,True,True,True,True,-
ESO189-G031,333.5660,-54.1204,SB(rs)bc,11284,10,11281.5994,10,141.6325,0.3395,CosmicFlows-3,Mathewson96,0.2770,0.2260,0.0960,0.0650,0.0360,True,True,True,True,True,True,True,-
ESO193-G013,1.0052,-51.3941,SA:(r)c,10496,10,10250.1653,10,135.7032,0.3119,CosmicFlows-3,Mathewson96,0.1370,0.1110,0.0500,0.0330,0.0190,True,True,True,True,True,True,True,Light_symmetry
ESO193-G018,1.3719,-49.6203,SAB(s)ab:,10685,10,10848.3396,10,135.2933,0.7517,CosmicFlows-3,Mathewson96,0.1480,0.1200,0.0530,0.0360,0.0200,True,True,True,True,True,True,True,-
ESO193-G019,1.3709,-50.2703,SB(r)c,10377,10,10247.0793,10,133.4606,0.3433,CosmicFlows-3,Mathewson96,0.1160,0.0940,0.0390,0.0260,0.0150,False,False,False,False,False,False,False,-
ESO195-G014,13.6375,-51.2586,S...,7297,10,7327.2022,10,90.8014,0.3459,CosmicFlows-3,Mathewson96,0.1690,0.1370,0.0600,0.0400,0.0220,True,True,True,True,True,True,True,-
