name,rc_model:Tan:r_t,rc_model:Tan:v_c,rc_model:Tan:v0,rc_model:Tan:x0,rc_model:Tanh:r_t,rc_model:Tanh:v_c,rc_model:Tanh:v0,rc_model:Tanh:x0,rc_model:C97:r_t,rc_model:C97:v_c,rc_model:C97:beta,rc_model:C97:gamma,rc_model:C97:v0,rc_model:C97:x0,sersic:Re|f,sersic:Ie|f,sersic:M|f,sersic:n|f,sersic:Re|n,sersic:Ie|n,sersic:M|n,sersic:n|n,sersic:Re|g,sersic:Ie|g,sersic:M|g,sersic:n|g,sersic:Re|r,sersic:Ie|r,sersic:M|r,sersic:n|r,sersic:Re|z,sersic:Ie|z,sersic:M|z,sersic:n|z,sersic:Re|w1,sersic:Ie|w1,sersic:M|w1,sersic:n|w1,sersic:Re|w2,sersic:Ie|w2,sersic:M|w2,sersic:n|w2
2MASXJ15240202+0818551,99.999,99.999,99.999,99.999,3.94,208.6,0,0,2.995,227.3,-0.255,2.304,0,0,99.999,99.999,99.999,99.999,13.18,0.05803,19.2,0.4106,7.478,1.074,16.91,0.9841,6.746,2.184,16.3,1.12,6.608,3.497,15.79,1.236,9.851,1.213,16.27,0.7956,10.4,0.6624,16.82,0.7903
2MASXJ15582240+1606100,99.999,99.999,99.999,99.999,5.061,136.8,0,0,4.726,140.3,-0.09515,3.102,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,40.44,0.03047,16.36,4.766,30.82,0.08781,15.85,4.319,20.49,0.2626,15.63,3.677,85.36,0.02434,15.09,3.896,116.4,0.01521,14.97,3.564
2MASXJ16061215+1718072,99.999,99.999,99.999,99.999,8.983,251.9,0,0,8.346,256.2,-0.1597,3.211,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MASXJ16065935+1547191,99.999,99.999,99.999,99.999,2.245,137.8,0,0,13.59,3161,0.01387,0.278,0,0,99.999,99.999,99.999,99.999,32,0.006973,18.6,1.538,6.724,1.604,16.19,1.225,6.454,3.39,15.43,1.341,6.301,5.984,14.85,1.365,9.701,1.696,15.48,0.9039,9.847,0.9442,16.1,0.8672
2MASXJ17032243+7846557,99.999,99.999,99.999,99.999,4.307,202.5,0,0,5.452,200.6,0.1641,2.448,0,0,1.03e+04,0.0002184,9.834,4.112,144.2,0.004469,15.77,2.649,64.92,0.04045,15.02,3.171,160.4,0.005197,14.86,7.086,110.5,0.02547,14.04,5.861,271.9,0.004753,13.93,5.593,139.9,0.008567,14.85,4.495
2MASXJ19590607-3829136,99.999,99.999,99.999,99.999,3.708,105.9,0,0,4.157,106.5,0.02267,3.235,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MASXJ20141338-5719030,99.999,99.999,99.999,99.999,3.032,159.3,0,0,4.62,148,0.3248,2.602,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,5.9,1.213,17.03,0.9743,5.509,2.277,16.42,1.137,4.992,3.887,16.04,1.186,8.599,0.9784,16.51,0.8452,7.416,0.8091,17.15,0.5836
2MASXJ20454491-5245416,99.999,99.999,99.999,99.999,5.115,137.3,0,0,5.458,186.2,-0.06092,1.315,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,9.087,1.162,16.58,1.016,8.596,2.015,16.04,1.164,7.971,3.113,15.72,1.188,10.93,1.194,16.41,0.6695,10.77,0.7607,16.95,0.6257
2MASXJ20505989-5307251,99.999,99.999,99.999,99.999,3.764,190.3,0,0,4.583,187.7,0.1703,2.199,0,0,17.34,0.0275,18.58,1.056,21.06,0.0422,17.68,1.075,9.554,1.125,15.83,1.086,8.891,2.215,15.23,1.125,8.373,3.612,14.83,1.137,11.28,2.346,14.81,0.801,10.86,1.871,15.19,0.6814
2MASXJ22343238+0124565,99.999,99.999,99.999,99.999,2.256,172.8,0,0,1.569,190.8,-0.04549,1.441,0,0,0.6525,0.2257,22.95,0.3487,-23.06,0.01514,99.999,1,4.533,2.23,16.26,1.109,4.122,5.041,15.55,1.183,3.82,10.39,14.99,1.03,6.641,2.393,15.47,0.8552,6.656,1.476,16.01,0.8196
2MASXJ22360683+0133324,99.999,99.999,99.999,99.999,2.216,168.3,0,0,1.327,193,-0.1517,1.152,0,0,8.693,0.7094,17.27,0.4131,10.15,0.874,16.5,0.63,6.391,3.119,15.9,0.954,5.954,4.591,15.6,1.031,5.677,5.547,15.46,1.116,8.739,1.785,15.88,0.842,8.945,1.153,16.31,0.8283
2MASXJ23171540+1843385,99.999,99.999,99.999,99.999,1.253,89.12,0,0,0.7741,122.6,-0.1222,0.9263,0,0,345,0.0001392,16.68,3.158,4.482e+04,6.994e-07,11.42,7.353,2533,0.0001507,11.78,7.995,2110,0.0003653,11.21,8.007,3520,0.0002616,10.4,9.134,288.5,0.01113,12.17,4.195,668.4,0.001736,12.23,5.402
2MASXJ23211571+1831330,99.999,99.999,99.999,99.999,6.678,146,0,0,6.445,164.3,0.03288,1.597,0,0,8.426,0.1946,18.61,0.4151,9.908,0.217,17.97,0.5045,6.974,1.918,16.25,0.6481,6.66,3.092,15.81,0.6874,6.852,3.658,15.56,0.6943,8.692,1.208,16.3,0.6188,8.789,0.7112,16.9,0.561
2MASXJ23251720+1447177,99.999,99.999,99.999,99.999,2.425,166.1,0,0,2.41,170.7,0.1069,1.856,0,0,8.642,0.1806,18.23,0.3401,8.922,0.2494,17.56,0.5484,5.967,2.271,15.83,0.898,5.708,4.013,15.28,0.9469,5.513,7.855,14.74,0.7416,7.693,2.004,15.45,0.8265,8.468,1.035,15.93,0.8802
2MASXJ23471337-2801023,99.999,99.999,99.999,99.999,4.091,77.8,0,0,2.421,99.01,-0.04675,0.9661,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MASXJ23472739+0915548,99.999,99.999,99.999,99.999,2.142,148.8,0,0,1.795,159.4,-0.1405,2.018,0,0,13.11,0.1139,17.1,1.007,20.24,0.02603,17.39,2.548,4.926,2.501,15.88,1.129,5.104,4.323,15.23,1.083,4.816,7.592,14.73,1.125,7.235,2.402,15.23,0.8349,7.407,1.349,15.82,0.8039
2MASXJ23530568-1040556,99.999,99.999,99.999,99.999,2.521,164.7,0,0,2.137,190.9,-0.03079,1.303,0,0,10.07,0.1019,18.39,0.7287,10.99,0.1417,17.75,0.9077,6.142,1.798,16.25,0.9221,5.473,3.472,15.77,0.9402,5.325,4.401,15.54,1.026,8.482,1.188,16.01,0.8929,8.35,0.8824,16.46,0.7176
2MASXJ23530900-1029396,99.999,99.999,99.999,99.999,4.538,238.6,0,0,3.232,301.2,-0.07766,1.121,0,0,8.796,0.04049,20.11,0.469,8.936,0.06713,19.5,0.5001,4.986,1.704,17,0.9358,4.738,3.252,16.35,1.057,4.607,5.118,15.88,1.143,7.443,1.525,16.32,0.7935,6.979,1.159,17,0.6553
2MASXJ23540837-1034479,99.999,99.999,99.999,99.999,1.382,153.9,0,0,1.274,167.1,-0.1188,2.174,0,0,8.738,0.01871,20.78,0.9292,12.66,0.03291,19.28,1.126,7.571,0.8772,16.72,1.41,6.953,1.555,16.25,1.498,6.945,1.954,16.03,1.439,13.16,0.4442,16.3,1.302,16.91,0.2073,16.53,1.432
2MASXJ23541378-1023254,99.999,99.999,99.999,99.999,2.646,233.9,0,0,2.48,239.1,-0.05125,2.548,0,0,20.99,0.003983,19.93,1.196,24.31,0.01292,18.28,1.362,9.923,0.5945,15.92,1.823,9.372,1.167,15.3,1.868,8.886,1.962,14.83,1.935,14.21,0.8349,14.97,1.212,14.67,0.4661,15.54,1.207
2MASXJ23552096-1022143,99.999,99.999,99.999,99.999,0.7636,234.8,0,0,0.3559,241.8,0.01106,1.344,0,0,5.796,0.01097,22.12,0.6031,6.91,0.02283,20.73,0.7964,4.073,2.456,16.58,1.29,4.003,4.929,15.87,1.268,4.1,7.227,15.38,1.331,6.961,1.699,16.04,0.7904,6.871,0.9768,16.72,0.6987
2MASXiJ0151102+323724,99.999,99.999,99.999,99.999,2.01,64.77,0,0,1.301,77.15,-0.06335,0.9386,0,0,99.999,99.999,99.999,99.999,399.2,0.0001931,15.69,4.82,38.38,0.01796,15.53,5.383,23.78,0.07769,15.05,4.667,50.15,0.03516,14.07,7.15,33.11,0.06141,14.82,3.027,10.84,0.2066,16.27,1.514
2MASXiJ1326385-315207,99.999,99.999,99.999,99.999,4.35,91.01,0,0,3.891,97.46,-0.07825,1.939,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MASXiJ2325107+141257,99.999,99.999,99.999,99.999,6.319,163.2,0,0,4.552,154.7,-0.2783,3.589,0,0,6.528,0.09291,19.81,0.3154,9.761,0.0823,18.75,0.7388,6.228,1.046,16.79,1.097,6.184,1.747,16.23,1.133,5.936,2.569,15.89,1.164,7.956,0.9161,16.53,0.8242,7.882,0.6219,17.02,0.7359
2MASXiJ2325197+142418,99.999,99.999,99.999,99.999,3.584,148.6,0,0,5.046,143.4,0.06895,5.134,0,0,16.56,0.06217,17.35,1.105,13.29,0.1499,17.09,0.717,8.285,1.494,15.42,1.125,8.029,2.606,14.88,1.13,7.548,3.96,14.52,1.237,9.782,1.463,15.21,0.841,9.942,0.8499,15.78,0.8091
2MFGC00532,99.999,99.999,99.999,99.999,6.747,130.5,0,0,5.096,159.2,-0.004365,1.191,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,9.775,1.419,15.86,0.6229,9.088,2.8,15.25,0.6647,8.667,4.386,14.91,0.719,11.41,1.421,15.52,0.6305,11.25,0.8781,16.3,0.566
2MFGC00682,99.999,99.999,99.999,99.999,0.223,4.13,0,0,8.528e-13,4.507,0.0007434,0.09678,0,0,20.69,0.03644,19.14,1.273,20.42,0.1172,17.96,1.117,9.491,5.668,15.43,1.083,9.107,8.583,15,1.255,9.046,12.22,14.67,1.162,19.94,0.9744,15.62,1.368,23.97,0.5349,15.88,1.336
2MFGC00817,99.999,99.999,99.999,99.999,9.777,143.6,0,0,-11.3,124.1,0.1741,3.88,0,0,4.88,0.2465,18.81,0.164,12.29,0.267,17.48,0.6247,11.58,1.006,16.27,1.07,11.59,1.446,15.86,1.109,10.64,2.005,15.73,1.018,22.19,0.43,15.72,1.213,23.63,0.2242,16.27,1.28
2MFGC00869,99.999,99.999,99.999,99.999,2.682,127.7,0,0,2.571,129.6,-0.1162,3.287,0,0,15.3,0.02671,20.03,0.8758,11.36,0.07528,19.05,0.5649,7.491,2.438,16.03,0.7989,7.282,4.352,15.41,0.8874,6.799,6.794,15.06,0.9249,11.71,1.644,15.45,0.8683,10.69,1.33,15.98,0.6849
2MFGC00903,99.999,99.999,99.999,99.999,4.543,250.9,0,0,5.555,224.7,0.1176,4.708,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,12.9,1.566,15.56,0.9099,11.68,3.217,14.94,1.037,10.66,6.784,14.35,1.006,12.9,3.266,14.79,0.8665,15.62,1.453,15.14,1.097
2MFGC00913,99.999,99.999,99.999,99.999,2.353,183.8,0,0,2.664,184.4,-0.05517,4.344,0,0,34.52,0.00273,19.71,1.466,20.62,0.01031,19.44,1.301,8.881,1.166,16.04,1.586,7.973,2.633,15.34,1.737,7.355,4.987,14.81,1.787,11.19,1.799,15.26,1.066,11.54,1.082,15.71,1.146
2MFGC05660,99.999,99.999,99.999,99.999,8.001,182.6,0,0,5.605,217.6,-0.1382,1.323,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC07107,99.999,99.999,99.999,99.999,4.201,204.6,0,0,3.553,218.7,-0.07555,2.218,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC08554,99.999,99.999,99.999,99.999,3.521,159.1,0,0,3.737,169.9,-0.008657,2.318,0,0,5.755,0.05575,20.83,0.3615,8.884,0.06836,19.48,0.5991,7.087,1.972,15.99,0.8765,6.556,3.94,15.36,0.9738,6.663,5.691,14.92,0.9779,10.23,1.809,15.35,0.7585,10.44,1.014,15.94,0.7484
2MFGC08893,99.999,99.999,99.999,99.999,4.865,150.9,0,0,4.77,156.2,-0.1368,3.166,0,0,99.999,99.999,99.999,99.999,8.019,0.0223,21.4,0.2268,6.942,0.9606,17.12,0.7186,6.524,2.383,16.25,0.751,5.623,5.991,15.59,0.7127,8.503,1.761,16.1,0.5928,8.105,1.183,16.86,0.4608
2MFGC10124,99.999,99.999,99.999,99.999,4.535,184.2,0,0,5.39,183.4,0.07636,2.857,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10208,99.999,99.999,99.999,99.999,4.531,195.3,0,0,9.115,146.1,0.5971,5.997,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10259,99.999,99.999,99.999,99.999,3.345,188.7,0,0,3.84,195.3,-0.1238,4.556,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10759,99.999,99.999,99.999,99.999,6.715,176.6,0,0,7.219,177.1,-0.05678,4.125,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10795,99.999,99.999,99.999,99.999,3.576,237.8,0,0,4.358,215.3,0.2139,3.234,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10814,99.999,99.999,99.999,99.999,4.701,265.6,0,0,5.903,256.1,0.07073,3.895,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10858,99.999,99.999,99.999,99.999,16.78,262.2,0,0,12.81,264.1,-0.1378,2.101,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC10870,99.999,99.999,99.999,99.999,11.05,92.43,0,0,9.658,91.74,-0.2331,4.894,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC11014,99.999,99.999,99.999,99.999,12.11,275.2,0,0,10.31,249,-0.07817,3.778,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC12301,99.999,99.999,99.999,99.999,1.696,130.4,0,0,1.45,119.2,-0.05834,4.542,0,0,99.999,99.999,99.999,99.999,39.46,0.002153,19.69,1.886,7.002,2.478,16.09,1.011,6.554,5.564,15.3,1.137,6.583,10.06,14.68,1.073,9.264,2.967,15.45,0.7085,8.68,1.939,16.33,0.5677
2MFGC12361,99.999,99.999,99.999,99.999,3.74,152.8,0,0,3.229,184.7,-0.04457,1.336,0,0,-18.44,0.004053,99.999,1,42.36,0.006447,18.26,2.102,7.991,1.616,16.05,0.9216,7.71,3.396,15.35,0.8579,7.594,5.071,14.91,0.9325,10.68,1.579,15.56,0.6961,11.04,0.8531,16.2,0.6739
2MFGC12406,99.999,99.999,99.999,99.999,2.378,124.8,0,0,2.037,133,-0.1835,2.562,0,0,10.15,0.006834,21.41,1.325,13.61,0.02161,19.82,0.4807,6.689,1.408,16.54,0.97,6.353,2.746,15.88,1.079,6.021,4.507,15.45,1.092,8.793,1.564,16.03,0.6193,9.432,0.8199,16.59,0.5943
2MFGC12917,99.999,99.999,99.999,99.999,5.116,198.8,0,0,4.179,218.7,-0.5192,6.501,0,0,17.3,0.01043,20.3,1.02,14.32,0.02946,19.63,0.8568,7.595,1.565,16.56,1.026,6.83,3.63,15.86,1.071,6.898,5.743,15.35,1.03,9.615,2.385,15.78,0.8221,7.846,2.15,16.44,0.6217
2MFGC12939,99.999,99.999,99.999,99.999,3.783,147.3,0,0,4.045,154.8,-0.165,4.147,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,9.063,1.625,16.02,0.7935,8.641,3.099,15.35,0.9404,8.343,5.352,14.78,1.046,11.41,2.657,14.92,0.9262,11.1,1.948,15.37,0.8289
2MFGC15388,99.999,99.999,99.999,99.999,3.753,209.9,0,0,6.139,170.2,0.4231,4.637,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,17.26,0.07668,16.53,2.809,12.91,0.2626,15.8,2.981,12.39,0.542,15.03,3.431,13.28,0.6372,14.95,2.11,19.21,0.3077,14.9,2.272
2MFGC15724,99.999,99.999,99.999,99.999,3.426,156.9,0,0,2.973,188.9,-0.08638,1.36,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,6.494,1.297,17.01,0.7757,5.812,3.455,16.13,0.8763,5.409,7.637,15.44,0.8524,7.988,2.944,15.93,0.6225,9.446,1.439,16.19,0.7475
2MFGC15783,99.999,99.999,99.999,99.999,3.656,126.5,0,0,1.534,169.8,0.07607,0.7358,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC16001,99.999,99.999,99.999,99.999,6.672,198.9,0,0,7.644,236.9,0.007807,1.721,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
2MFGC16998,99.999,99.999,99.999,99.999,6.164,268.5,0,0,8.945,334.5,0.1914,1.453,0,0,99.999,99.999,99.999,99.999,1091,0.0002328,14.88,4.967,7.352,1.738,16.64,0.8901,6.588,4.122,15.89,1.01,6.09,8.289,15.28,1.062,9.603,2.167,15.87,0.6279,9.645,1.263,16.48,0.5801
2MFGC17007,99.999,99.999,99.999,99.999,5.744,209.4,0,0,6.234,199.3,0.05092,3.051,0,0,14.89,0.1255,18.66,0.3619,21.11,0.1189,17.58,0.8201,9.355,1.999,16.29,0.647,8.148,4.142,15.76,0.7204,7.419,6.128,15.45,0.8679,10.62,1.884,16.22,0.6795,12.17,0.9454,16.76,0.7452
2MFGC17028,99.999,99.999,99.999,99.999,8.487,206.6,0,0,9.417,193.5,0.07889,3.883,0,0,99.999,99.999,99.999,99.999,36.61,0.01953,18.59,0.8256,14.18,0.8418,16.4,0.8942,12.8,1.994,15.61,1.049,12.49,3.926,14.87,1.192,19.4,1.47,15.03,1.08,21.72,0.7696,15.47,1.123
2MFGC17463,99.999,99.999,99.999,99.999,4.826,147.3,0,0,5.297,132.5,0.08785,4.417,0,0,12.24,0.0876,18.61,0.9213,12.56,0.1282,18.15,0.8868,9.114,1.478,16.24,0.8031,8.479,2.799,15.68,0.8417,8.277,3.895,15.34,0.9136,10.38,1.493,15.92,0.8479,9.701,1.06,16.53,0.7369
2MFGC17789,99.999,99.999,99.999,99.999,9.007,234.4,0,0,5.868,284.3,-0.2326,1.36,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,15.21,0.5048,15.05,2.398,14.78,1.166,14.18,2.487,15.63,1.886,13.48,2.783,21.22,0.7891,13.9,2.124,19.04,0.6121,14.48,1.844
2MFGC17951,99.999,99.999,99.999,99.999,8.915,237.7,0,0,-10.78,201.5,0.1831,7.493,0,0,13.46,0.07059,19.31,0.8741,13.6,0.1289,18.72,0.7193,10.42,1.189,16.77,0.9338,10.01,1.761,16.36,1.084,9.111,2.464,16.1,1.304,10.93,1.36,16.55,0.8289,9.346,1.04,17.35,0.711
AGC121145,99.999,99.999,99.999,99.999,3.408,130.8,0,0,4.176,131.9,0.1058,2.9,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AGC251758,99.999,99.999,99.999,99.999,4.345,148.1,0,0,3.346,161.6,-0.2424,2.176,0,0,9.152,0.1204,19.15,0.6327,14.61,0.07175,18.63,1.143,8.031,0.9681,17.22,0.8762,8.586,1.032,16.9,1.114,7.951,1.574,16.75,0.816,7.619,1.009,17.53,0.381,11.18,0.3861,17.62,0.6724
AGC251862,99.999,99.999,99.999,99.999,3.04,166,0,0,2.809,180.1,-0.02044,1.789,0,0,27.83,0.003292,20.28,1.282,12.17,0.02046,20.49,0.2871,6.179,0.5806,17.87,1.048,5.769,1.169,17.21,1.154,5.501,1.968,16.73,1.214,8.686,0.8632,16.79,0.8647,7.841,0.8888,16.96,0.8963
AGC251911,99.999,99.999,99.999,99.999,1.719,67.05,0,0,1.535,75.03,-0.05528,1.708,0,0,6.038,0.1247,18.9,0.4123,6.135,0.1598,18.54,0.5244,4.719,1.768,16.42,0.6541,4.631,3.059,15.84,0.6895,4.536,4.482,15.46,0.705,6.313,1.312,16.14,0.6061,6.395,0.7556,16.74,0.5731
AGC261203,99.999,99.999,99.999,99.999,2.374,193.2,0,0,1.766,194.3,-0.1923,2.188,0,0,726.1,0.0005229,14.49,3.301,18.28,0.04377,18.47,0.9068,6.913,2.268,16.03,1.485,6.451,4.408,15.41,1.621,6.349,6.577,15,1.675,8.939,2.82,15.44,0.9545,7.506,2.102,16.12,0.7679
AGC261206,99.999,99.999,99.999,99.999,0.006608,152.7,0,0,-1.258e-14,150.3,0.01881,0.3645,0,0,18.05,0.03705,18.19,0.8531,20.22,0.04765,17.41,1.511,11.13,0.9883,15.19,2.371,10.79,1.75,14.57,2.668,10.82,2.611,14.14,2.631,13.15,1.329,14.75,1.442,16.15,0.5561,15.21,1.587
AGC261713,99.999,99.999,99.999,99.999,0.896,26.97,0,0,6.148,765.8,0.002036,0.2558,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AGC410650,99.999,99.999,99.999,99.999,6.619,81.47,0,0,5.381,85.91,-0.2284,2.876,0,0,7.944,0.09576,18.55,0.607,8.364,0.1539,17.95,0.5559,7.904,0.7676,16.05,1.14,7.94,1.133,15.58,1.235,8.037,1.316,15.38,1.265,10.21,0.5137,16.16,0.6914,10.79,0.2818,16.68,0.7191
AGC430695,99.999,99.999,99.999,99.999,5.498,114.8,0,0,3.97,139.8,-0.127,1.257,0,0,902.2,0.00011,14.69,4.341,9.438,0.06687,18.67,0.5636,20.11,0.06785,16.43,1.769,15.84,0.1989,15.68,2.186,17.91,0.1725,15.54,2.318,19.15,0.1364,15.74,1.936,23.42,0.1184,15.68,1.374
AGC460093,99.999,99.999,99.999,99.999,3.463,56.3,0,0,2.798,70.99,-0.1204,1.166,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AGC530504,99.999,99.999,99.999,99.999,5.047,104.3,0,0,3.752,139,-0.09198,1.009,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AGC530534,99.999,99.999,99.999,99.999,2.358,128.9,0,0,2.555,125.6,-0.03565,4.908,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AGC600240,99.999,99.999,99.999,99.999,4.219,118.2,0,0,3.562,158.1,-0.08106,1.13,0,0,16.03,0.01393,19.95,0.5065,16.07,0.02055,19.14,0.5708,12.96,0.03775,18.79,0.8324,7.459,0.3066,17.71,0.8309,6.229,9.071,14.54,0.6397,15.05,0.2104,16.77,0.5494,17.18,0.0958,17.17,0.8201
AGC630424,99.999,99.999,99.999,99.999,3.682,258.1,0,0,5.794,331.7,0.1968,1.327,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AM2046-520NED01,99.999,99.999,99.999,99.999,5.459,193.4,0,0,2.241,216.7,-0.1873,1.15,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,12.88,1.296,15.4,1.161,11.06,3.446,14.68,1.143,10.15,6.405,14.14,1.26,13.92,3.149,14.28,1.129,14.43,1.827,14.77,1.173
AM2349-294,99.999,99.999,99.999,99.999,8.558,158.8,0,0,7.627,190,-0.08325,1.49,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
APMUKS(BJ)B235202.04-144828.9,99.999,99.999,99.999,99.999,7.259,80.18,0,0,2.343,94.79,-0.02713,0.8326,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
AT2017hrr,99.999,99.999,99.999,99.999,7.3,217.6,0,0,7.313,214.7,-0.02569,2.938,0,0,43.49,0.0488,16.35,0.6991,21.52,0.1867,16.27,0.6818,13.72,2.112,13.84,3.405,12.57,4.565,13.17,3.514,11.83,8.103,12.71,3.305,13.84,6.478,13.11,1.253,14.09,3.697,13.72,1.142
