type,source_path,hub_link,exists,valid,error,size_bytes
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_all.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_all.json,True,True,,222068
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_alpha_star_convergence.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_alpha_star_convergence.json,True,True,,3763
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_dataset_lineage.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_dataset_lineage.json,True,True,,13899
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_mass_matched_phase.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_mass_matched_phase.json,True,True,,953
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_phase_peak_null.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_phase_peak_null.json,True,True,,1141
summary_json,/Users/russelllicht/bec-dark-matter/outputs/20260223_192210/summary_xi_organizing.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/outputs/20260223_192210/summary_xi_organizing.json,True,True,,54902
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_alpha_star_convergence.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_alpha_star_convergence.json,True,True,,81
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_consistency_checks.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_consistency_checks.json,True,True,,432
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_dataset_lineage.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_dataset_lineage.json,True,True,,126
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_input_validation.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_input_validation.json,True,True,,73
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_mass_matched_phase.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_mass_matched_phase.json,True,True,,64
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_phase_peak_null.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_phase_peak_null.json,True,True,,69
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190215/summary_xi_organizing.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190215/summary_xi_organizing.json,True,True,,64
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_alpha_star_convergence.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_alpha_star_convergence.json,True,True,,81
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_consistency_checks.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_consistency_checks.json,True,True,,432
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_dataset_lineage.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_dataset_lineage.json,True,True,,126
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_input_validation.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_input_validation.json,True,True,,73
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_mass_matched_phase.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_mass_matched_phase.json,True,True,,64
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_phase_peak_null.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_phase_peak_null.json,True,True,,69
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_190934/summary_xi_organizing.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_190934/summary_xi_organizing.json,True,True,,64
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_191129/summary_dataset_lineage.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_191129/summary_dataset_lineage.json,True,True,,38032
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_191129/summary_input_validation.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_191129/summary_input_validation.json,True,True,,1254
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_191129/summary_mass_matched_phase.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_191129/summary_mass_matched_phase.json,True,True,,1796
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_191129/summary_phase_peak_null.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_191129/summary_phase_peak_null.json,True,True,,162526
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_191129/summary_xi_organizing.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_191129/summary_xi_organizing.json,True,True,,55249
summary_json,/Users/russelllicht/bec-dark-matter/rerun_outputs/20260223_203407/summary_alpha_star_convergence.json,/Users/russelllicht/bec-dark-matter/bec_rar_identity/artifacts/summaries/rerun_outputs/20260223_203407/summary_alpha_star_convergence.json,True,True,,5542
