recno	PGC	NGC	UGC	IC	Dist	e_Dist	logM*	e_logM*	Gamma*	n_Gamma*	logSFR	e_logSFR	n_logSFR	DelMS	Flags	_RA	_DE
14536	512410	"         "	" "	"       "	60.5	0.1	10.0	0.11	0.5	"W4W1    "	-1.01	0.2	"WISE4    "		" "	211.75417	-46.65167
14538	516471	"         "	" "	"       "	37.0	0.17	9.4	0.1	0.49	"W4W1    "	-1.5	0.2	"WISE4    "		"S"	211.71792	-46.31417
9699	50701	"NGC5489  "	" "	"       "	32.1	0.12	10.55	0.1	0.5	"W4W1    "	-0.98	0.2	"WISE4    "		" "	213.003	-46.08867
9678	50570	"         "	" "	"       "	37.0	0.12	9.32	0.11	0.5	"W4W1    "	-1.89	0.22	"WISE4    "		"S"	212.51542	-46.2225
9777	51154	"         "	" "	"       "	22.4	0.28	9.06	0.1	0.43	"W4W1    "	-1.63	0.2	"WISE4    "		"S"	214.79917	-45.31806
9714	50798	"         "	" "	"       "	39.1	0.12	10.35	0.11	0.4	"W4W1    "	-0.22	0.2	"WISE4    "		"S"	213.37551	-45.41369
9753	51015	"         "	" "	"IC4390 "	17.0	0.12	9.33	0.12	0.2	"W4W1    "	-0.43	0.2	"WISE4    "		"S"	214.24658	-44.97737
9629	50248	"         "	" "	"IC4359 "	58.2	0.11	10.19	0.1	0.21	"W4W1    "	0.37	0.2	"WISE4    "		"S"	211.3471	-45.26971
9729	50905	"         "	" "	"IC4386 "	20.3	0.12	9.46	0.12	0.26	"W4W1    "	-0.58	0.2	"WISE4    "		"S"	213.76292	-43.9625
9772	51106	"NGC5530  "	" "	"       "	11.8	0.12	9.98	0.1	0.38	"W4W1    "	-0.51	0.2	"WISE4    "		"S"	214.61292	-43.38744
9749	50998	"         "	" "	"       "	61.7	0.1	10.36	0.1	0.34	"W4W1    "	-0.01	0.2	"WISE4    "		"S"	214.17203	-42.83335
9685	50600	"NGC5483  "	" "	"       "	20.3	0.12	10.15	0.12	0.27	"W4W1    "	0.06	0.2	"WISE4    "		"S"	212.60435	-43.32463
14532	504907	"         "	" "	"       "	61.1	0.1	10.54	0.1	0.5	"W4W1    "	-0.48	0.2	"WISE4    "		"S"	218.03208	-47.21222
9956	51917	"         "	" "	"IC4445 "	59.3	0.11	10.14	0.1	0.25	"W4W1    "	0.12	0.2	"WISE4    "		" "	217.97749	-46.03529
10007	52161	"NGC5670  "	" "	"       "	29.1	0.12	10.58	0.11	0.5	"W4W1    "	-1.5	0.22	"WISE4    "		"S"	218.90021	-45.96695
10044	52381	"NGC5688  "	" "	"       "	29.1	0.12	10.72	0.11	0.5	"W4W1    "	-0.32	0.2	"WISE4    "		"S"	219.89643	-45.01905
10052	52410	"         "	" "	"IC4472 "	29.1	0.12	10.12	0.11	0.24	"W4W1    "	0.16	0.2	"WISE4    "		"S"	220.0453	-44.31461
10075	52497	"         "	" "	"       "	68.8	0.09	10.18	0.13	0.2	"W4W1    "	0.44	0.2	"WISE4    "		"S"	220.48129	-43.61887
9952	51904	"         "	" "	"       "	62.9	0.1	9.42	0.22	0.33	"W4W1    "	-0.92	0.21	"WISE4    "		" "	217.88583	-44.98
9973	51969	"NGC5643  "	" "	"       "	11.8	0.12	10.06	0.1	0.2	"W4W1    "	0.33	0.2	"WISE4    "		"S"	218.16991	-44.17461
9953	51905	"         "	" "	"IC4444 "	25.0	0.12	10.17	0.1	0.2	"W4W1    "	0.66	0.2	"WISE4    "		"S"	217.91113	-43.41833
9989	52060	"         "	" "	"       "	67.1	0.09	9.9	0.11	0.5	"W4W1    "	-1.08	0.21	"WISE4    "		"S"	218.52182	-43.17707
10123	52751	"         "	" "	"       "	68.2	0.09	10.83	0.12	0.5	"W4W1    "	-1.44	0.26	"WISE4    "		"S"	221.6269	-43.95269
10168	53022	"         "	" "	"       "	69.4	0.09	10.12	0.12	0.32	"W4W1    "	-0.19	0.2	"WISE4    "		"S"	222.76083	-43.91867
15466	3082552	"         "	" "	"       "	63.5	0.1	9.61	0.11	0.22	"W4W1    "	-0.27	0.2	"WISE4    "		"S"	223.42356	-42.36758
9935	51825	"         "	" "	"       "	63.5	0.1	9.98	0.37	0.27	"W4W1    "	-0.1	0.2	"WISE4    "		" "	217.57514	-43.56096
15667	4076761	"         "	" "	"       "	62.9	0.1	10.56	0.1	0.5	"FIXEDUL "			"WISE4    "		"S"	216.46756	-42.36426
14555	565314	"         "	" "	"       "	60.5	0.11	9.65	0.12	0.27	"W4W1    "	-0.43	0.2	"WISE4    "		"S"	216.4369	-42.3256
9944	51866	"         "	" "	"       "	26.5	0.25	8.49	0.95	0.3	"W4W1    "	-1.71	0.28	"WISE4    "		" "	217.7575	-43.24444
14562	580358	"         "	" "	"       "	39.9	0.16	8.91	0.36	0.32	"W4W1    "	-1.37	0.2	"WISE4    "		" "	220.01917	-40.97778
10065	52461	"         "	" "	"       "	49.3	0.13	10.02	0.1	0.34	"W4W1    "	-0.36	0.2	"WISE4    "		"S"	220.27618	-39.98643
9990	52068	"         "	" "	"       "	64.1	0.1	10.41	0.25	0.44	"W4W1    "	-0.32	0.2	"WISE4    "		" "	218.54521	-40.54878
10068	52473	"         "	" "	"       "	62.3	0.1	9.92	0.1	0.27	"W4W1    "	-0.17	0.2	"WISE4    "		" "	220.36527	-37.55649
10025	52286	"         "	" "	"IC4464 "	62.3	0.1	11.02	0.11	0.5	"W4W1    "	-0.41	0.2	"WISE4    "		"S"	219.45419	-36.87794
9284	48699	"         "	" "	"       "	18.4	0.35	8.64	0.11	0.2	"W4W1    "	-0.82	0.2	"WISE4    "		"S"	206.14468	-47.16624
9469	49550	"         "	" "	"       "	35.2	0.18	9.06	0.46	0.47	"W4W1    "	-1.77	0.21	"WISE4    "		"S"	209.035	-45.65917
9454	49493	"         "	" "	"       "	34.1	0.19	9.68	0.22	0.5	"W4W1    "	-1.73	0.23	"WISE4    "		"S"	208.84262	-44.47831
9479	49586	"NGC5365A "	" "	"       "	32.1	0.12	10.5	0.11	0.43	"W4W1    "	-0.18	0.2	"WISE4    "		"S"	209.16469	-44.0092
9200	48093	"         "	" "	"       "	37.0	0.12	10.05	0.1	0.25	"W4W1    "	0.03	0.2	"WISE4    "		"S"	204.67363	-45.85604
9274	48599	"         "	" "	"       "	30.0	0.21	9.36	0.19	0.47	"W4W1    "	-1.46	0.2	"WISE4    "		" "	205.80333	-44.85872
9397	49282	"         "	" "	"       "	32.3	0.19	8.98	0.21	0.31	"W4W1    "	-1.26	0.2	"WISE4    "		"S"	208.11458	-43.88139
9520	49750	"NGC5365B "	" "	"       "	32.0	0.12	9.89	0.11	0.25	"W4W1    "	-0.13	0.2	"WISE4    "		"S"	209.66478	-43.96368
14082	159549	"         "	" "	"       "	33.5	0.21	9.42	0.52	0.5	"FIXEDUL "			"WISE4    "		" "	209.54292	-43.925
9498	49673	"NGC5365  "	" "	"       "	32.0	0.12	11.0	0.1	0.5	"W4W1    "	-1.49	0.23	"WISE4    "		"S"	209.46103	-43.93123
9628	50246	"         "	" "	"IC4362 "	20.3	0.12	9.37	0.21	0.25	"W4W1    "	-0.66	0.2	"WISE4    "		"S"	211.34292	-41.81917
14566	594231	"         "	" "	"       "	57.5	0.11	9.82	0.11	0.22	"W4W1    "	-0.05	0.2	"WISE4    "		"S"	211.4341	-39.77599
9523	49788	"         "	" "	"       "	57.0	0.11	10.52	0.14	0.35	"W4W1    "	0.14	0.2	"WISE4    "		"S"	209.83548	-40.06872
9633	50266	"         "	" "	"IC4367 "	57.5	0.11	10.81	0.1	0.35	"W4W1    "	0.43	0.2	"WISE4    "		"S"	211.40248	-39.20336
9285	48712	"         "	" "	"       "	32.3	0.2	8.98	0.11	0.5	"W4W1    "	-2.55	0.34	"WISE4    "		"S"	206.17542	-41.13056
9108	47547	"         "	" "	"       "	46.3	0.14	9.24	0.31	0.36	"SSFRLIKE"	-0.96	0.2	"FUV+WISE4"	-0.35	"S"	202.85958	-41.49556
9217	48175	"         "	" "	"       "	34.5	0.12	9.72	0.12	0.3	"SSFRLIKE"	-0.2	0.2	"FUV+WISE4"	0.09	"S"	204.52607	-39.84023
9356	49128	"         "	" "	"       "	68.8	0.09	9.62	0.27	0.29	"W4W1    "	-0.53	0.2	"WISE4    "		" "	207.63493	-40.70716
9410	49312	"         "	" "	"       "	23.0	0.28	8.53	0.5	0.5	"W4W1    "	-3.38	0.65	"WISE4    "		"S"	208.245	-38.84278
9370	49190	"         "	" "	"       "	55.8	0.11	10.16	0.11	0.3	"SSFRLIKE"	0.2	0.2	"FUV+WISE4"	0.21	" "	207.83859	-37.62869
9392	49267	"         "	" "	"       "	34.4	0.12	8.92	0.4	0.28	"SSFRLIKE"	-0.94	0.2	"FUV+WISE4"	-0.11	"S"	208.06875	-37.45639
9357	49129	"         "	" "	"       "	11.9	0.12	8.77	0.12	0.5	"SSFRLIKE"	-2.06	0.2	"FUV+WISE4"	-1.14	"S"	207.6345	-37.28892
9850	51478	"         "	" "	"       "	62.3	0.1	10.46	0.23	0.43	"W4W1    "	-0.22	0.2	"WISE4    "		"S"	216.20902	-38.80327
9655	50404	"         "	" "	"       "	58.9	0.1	9.73	0.19	0.46	"SSFRLIKE"	-0.83	0.2	"FUV+WISE4"	-0.55	"S"	211.92468	-38.16628
9896	51704	"         "	" "	"IC4421 "	51.6	0.12	10.77	0.11	0.5	"SSFRLIKE"	-1.1	0.21	"NUV+WISE4"		" "	217.13049	-37.5837
9932	51820	"         "	" "	"       "	34.4	0.12	10.24	0.13	0.42	"SSFRLIKE"	-0.15	0.2	"NUV+WISE4"	-0.2	" "	217.54968	-36.96433
9962	51935	"         "	" "	"       "	61.1	0.1	9.97	0.18	0.5	"SSFRLIKE"	-0.86	0.2	"FUV+WISE4"	-0.73	" "	218.03183	-36.11849
9997	52094	"         "	" "	"IC4451 "	59.9	0.11	10.97	0.1	0.5	"W4W1    "	-0.68	0.2	"WISE4    "		"S"	218.65483	-36.28577
14599	655985	"         "	" "	"       "	61.7	0.1	9.74	0.16	0.43	"SSFRLIKE"	-0.7	0.2	"FUV+WISE4"	-0.42	" "	218.47101	-34.90217
9804	51289	"         "	" "	"       "	52.8	0.12	9.65	0.1	0.27	"W4W1    "	-0.44	0.2	"WISE4    "		"S"	215.31542	-36.22639
9819	51346	"         "	" "	"       "	52.2	0.12	9.83	0.44	0.5	"W4W1    "	-1.15	0.21	"WISE4    "		"S"	215.60185	-36.02163
9834	51421	"         "	" "	"       "	50.5	0.13	9.63	0.26	0.44	"SSFRLIKE"	-0.84	0.2	"FUV+WISE4"	-0.49	"S"	215.95672	-35.52771
9776	51143	"         "	" "	"       "	54.9	0.09	9.96	0.41	0.35	"W4W1    "	-0.44	0.2	"WISE4    "		" "	214.76542	-34.85333
14595	647078	"         "	" "	"       "	59.9	0.11	9.33	0.12	0.35	"SSFRLIKE"	-0.8	0.2	"FUV+WISE4"	-0.24	" "	216.50102	-35.58633
9920	51776	"         "	" "	"       "	37.7	0.12	8.86	0.17	0.5	"FIXEDUL "			"WISE4    "		"S"	217.38	-34.62528
9895	51702	"         "	" "	"       "	59.3	0.11	10.45	0.11	0.42	"SSFRLIKE"	0.05	0.2	"FUV+WISE4"	-0.14	" "	217.12942	-34.71061
9934	51822	"         "	" "	"       "	26.5	0.12	9.39	0.11	0.23	"SSFRLIKE"	-0.24	0.2	"FUV+WISE4"	0.27	"S"	217.56533	-34.23575
9821	51349	"         "	" "	"       "	57.0	0.11	10.77	0.1	0.5	"W4W1    "	-0.22	0.2	"WISE4    "		" "	215.60578	-34.36532
9826	51385	"         "	" "	"       "	56.4	0.11	10.67	0.1	0.5	"W4W1    "	-1.42	0.23	"WISE4    "		"S"	215.76034	-34.29193
9637	50300	"         "	" "	"       "	55.8	0.11	9.52	0.12	0.5	"W4W1    "	-1.4	0.21	"WISE4    "		"S"	211.5475	-36.65972
9649	50363	"         "	" "	"       "	59.9	0.11	9.48	0.15	0.47	"W4W1    "	-1.35	0.21	"WISE4    "		"S"	211.77708	-36.5375
9490	49642	"         "	" "	"       "	59.9	0.11	10.11	0.11	0.5	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.69	" "	209.34372	-34.77675
9510	49726	"         "	" "	"IC4352 "	71.2	0.09	11.2	0.11	0.5	"SSFRLIKE"	-0.07	0.2	"FUV+WISE4"		"S"	209.60457	-34.5173
13527	89857	"         "	" "	"       "	67.1	0.09	10.38	0.1	0.5	"FIXEDUL "			"FUV+WISE4"		" "	211.71366	-34.49186
13525	89855	"         "	" "	"       "	58.7	0.11	9.57	0.14	0.42	"W4W1    "	-1.08	0.2	"WISE4    "		" "	211.63716	-34.49543
9642	50325	"         "	" "	"       "	69.4	0.09	11.11	0.1	0.49	"SSFRLIKE"	0.45	0.2	"FUV+WISE4"	-0.18	" "	211.64795	-34.31169
13524	89853	"         "	" "	"       "	70.6	0.09	9.91	0.27	0.47	"SSFRLIKE"	-0.68	0.2	"FUV+WISE4"	-0.51	" "	211.60478	-34.28739
13529	89865	"         "	" "	"       "	64.1	0.1	9.92	0.19	0.45	"SSFRLIKE"	-0.59	0.2	"FUV+WISE4"	-0.42	"S"	211.99768	-34.37076
13528	89864	"         "	" "	"       "	63.5	0.1	9.95	0.1	0.5	"SSFRLIKE"	-2.18	0.41	"FUV+WISE4"		" "	211.9805	-34.3027
9636	50298	"         "	" "	"       "	64.7	0.1	10.43	0.1	0.5	"SSFRLIKE"	-1.7	0.39	"FUV+WISE4"		"S"	211.51936	-34.31023
9604	50164	"         "	" "	"       "	68.2	0.09	10.2	0.1	0.5	"SSFRLIKE"	-0.73	0.2	"FUV+WISE4"	-0.75	"S"	211.10748	-34.25323
13522	89844	"         "	" "	"       "	51.6	0.12	9.79	0.11	0.5	"SSFRLIKE"	-1.5	0.21	"FUV+WISE4"		" "	211.19352	-34.283
9635	50295	"         "	" "	"       "	63.5	0.1	10.65	0.1	0.5	"SSFRLIKE"	-1.2	0.21	"FUV+WISE4"		" "	211.52898	-33.92343
13469	86318	"         "	" "	"       "	58.2	0.11	9.72	0.1	0.38	"SSFRLIKE"	-0.55	0.2	"FUV+WISE4"	-0.26	" "	211.39264	-33.86778
9539	49855	"         "	" "	"       "	60.5	0.1	10.1	0.1	0.43	"SSFRLIKE"	-0.34	0.2	"FUV+WISE4"	-0.3	"S"	210.12037	-34.6203
13518	89827	"         "	" "	"       "	60.5	0.1	10.26	0.11	0.5	"SSFRLIKE"	-1.4	0.25	"FUV+WISE4"		" "	210.73175	-34.25567
13520	89831	"         "	" "	"       "	53.4	0.12	9.94	0.24	0.5	"SSFRLIKE"	-1.61	0.22	"FUV+WISE4"		" "	210.78199	-34.15537
13471	86320	"         "	" "	"       "	57.5	0.11	10.19	0.1	0.5	"SSFRLIKE"	-1.25	0.21	"FUV+WISE4"		"S"	210.7836	-34.09864
9562	49933	"         "	" "	"       "	53.4	0.12	10.28	0.1	0.5	"SSFRLIKE"	-1.42	0.22	"FUV+WISE4"		"S"	210.37399	-34.24214
9574	50002	"         "	" "	"       "	55.8	0.11	10.12	0.1	0.5	"SSFRLIKE"	-1.44	0.22	"FUV+WISE4"		" "	210.61609	-33.92184
13467	86314	"         "	" "	"       "	59.9	0.11	10.13	0.11	0.5	"SSFRLIKE"	-1.75	0.24	"FUV+WISE4"		" "	209.9642	-34.31731
9550	49886	"         "	" "	"       "	47.4	0.12	10.49	0.1	0.5	"SSFRLIKE"	-1.24	0.21	"FUV+WISE4"		" "	210.1965	-34.22475
13494	88946	"         "	" "	"       "	54.0	0.12	9.73	0.1	0.21	"SSFRLIKE"	0.16	0.2	"FUV+WISE4"	0.45	"S"	209.81628	-34.22184
9512	49730	"         "	" "	"       "	57.0	0.11	10.48	0.1	0.5	"SSFRLIKE"	-0.29	0.2	"FUV+WISE4"	-0.5	" "	209.62601	-34.24183
9556	49908	"NGC5397  "	" "	"       "	59.3	0.11	10.89	0.1	0.5	"SSFRLIKE"	-0.44	0.2	"FUV+WISE4"		"S"	210.29367	-33.94579
9536	49840	"         "	" "	"       "	63.5	0.1	10.73	0.1	0.5	"SSFRLIKE"	-0.33	0.2	"NUV+WISE4"		"S"	210.06093	-34.03793
13521	89838	"         "	" "	"       "	64.7	0.1	9.93	0.11	0.5	"SSFRLIKE"	-1.21	0.21	"FUV+WISE4"		" "	210.91874	-34.18274
9597	50100	"NGC5419  "	" "	"       "	59.3	0.11	11.65	0.1	0.5	"SSFRLIKE"	0.07	0.2	"FUV+WISE4"		" "	210.91134	-33.9783
9607	50172	"         "	" "	"       "	55.2	0.11	10.59	0.1	0.5	"SSFRLIKE"	-0.8	0.2	"FUV+WISE4"		"S"	211.14296	-33.96074
13517	89824	"         "	" "	"       "	54.6	0.12	9.46	0.1	0.24	"SSFRLIKE"	-0.24	0.2	"FUV+WISE4"	0.22	" "	210.64395	-33.8471
13519	89830	"         "	" "	"       "	56.4	0.11	9.84	0.11	0.5	"SSFRLIKE"	-1.95	0.28	"FUV+WISE4"		"S"	210.7835	-33.8049
9596	50099	"         "	" "	"       "	56.4	0.11	9.76	0.11	0.22	"SSFRLIKE"	0.16	0.2	"FUV+WISE4"	0.43	"S"	210.90759	-33.6037
9625	50230	"         "	" "	"IC4366 "	65.9	0.1	10.41	0.15	0.28	"SSFRLIKE"	0.54	0.2	"FUV+WISE4"	0.38	"S"	211.29782	-33.76007
9606	50166	"         "	" "	"       "	65.4	0.09	9.64	0.11	0.38	"SSFRLIKE"	-0.64	0.2	"FUV+WISE4"	-0.29	"S"	211.11594	-33.51712
13468	86316	"         "	" "	"       "	55.8	0.11	10.27	0.1	0.5	"SSFRLIKE"	-1.25	0.2	"FUV+WISE4"		" "	210.54474	-33.7907
13516	89814	"         "	" "	"       "	45.8	0.14	9.54	0.11	0.4	"SSFRLIKE"	-0.77	0.2	"FUV+WISE4"	-0.36	" "	210.27501	-33.50142
9575	50007	"         "	" "	"       "	57.5	0.11	11.02	0.11	0.5	"SSFRLIKE"	0.27	0.2	"FUV+WISE4"	-0.29	"S"	210.63822	-33.39947
9587	50064	"         "	" "	"       "	67.1	0.09	10.73	0.1	0.5	"SSFRLIKE"	-0.91	0.21	"FUV+WISE4"		" "	210.80429	-33.35773
9732	50938	"         "	" "	"       "	59.3	0.11	9.58	0.1	0.24	"SSFRLIKE"	-0.09	0.2	"FUV+WISE4"	0.3	" "	213.88646	-35.53215
9743	50967	"         "	" "	"       "	58.2	0.11	10.46	0.1	0.5	"SSFRLIKE"	-0.22	0.2	"FUV+WISE4"	-0.42	"S"	214.02079	-35.06472
14602	662176	"         "	" "	"       "	61.1	0.1	9.96	0.1	0.5	"SSFRLIKE"	-1.27	0.21	"FUV+WISE4"		" "	214.30601	-34.4481
9811	51304	"         "	" "	"       "	58.7	0.11	9.57	0.29	0.39	"SSFRLIKE"	-0.71	0.53	"FUV+WISE4"	-0.32	" "	215.37245	-33.167
9762	51064	"         "	" "	"       "	39.3	0.16	9.83	0.11	0.43	"SSFRLIKE"	-0.6	0.2	"FUV+WISE4"	-0.38	"S"	214.46708	-32.30333
13530	89867	"         "	" "	"       "	58.2	0.11	10.23	0.11	0.5	"SSFRLIKE"	-2.06	0.31	"FUV+WISE4"		"S"	212.08661	-33.892
9657	50423	"NGC5488  "	" "	"IC4375 "	64.1	0.1	11.31	0.1	0.5	"SSFRLIKE"	0.3	0.2	"FUV+WISE4"		"S"	212.01291	-33.31496
14622	688087	"         "	" "	"       "	59.9	0.11	9.77	0.1	0.5	"SSFRLIKE"	-1.24	0.21	"FUV+WISE4"		"S"	212.62571	-32.66808
13526	89856	"         "	" "	"       "	47.5	0.13	9.14	0.17	0.5	"W4W1    "	-2.37	0.38	"WISE4    "		"S"	211.65833	-33.43444
13470	86319	"         "	" "	"       "	58.7	0.11	10.09	0.21	0.5	"SSFRLIKE"	-1.17	0.2	"FUV+WISE4"		" "	211.52951	-33.20429
14619	683463	"         "	" "	"       "	50.8	0.12	10.25	0.1	0.5	"SSFRLIKE"	-1.39	0.21	"FUV+WISE4"		"S"	212.06969	-32.94352
9656	50420	"         "	" "	"       "	59.3	0.11	10.81	0.1	0.5	"SSFRLIKE"	0.01	0.2	"FUV+WISE4"	-0.41	"S"	211.99622	-32.05136
15464	3082434	"         "	" "	"       "	64.1	0.1	9.88	0.14	0.38	"SSFRLIKE"	-0.37	0.2	"NUV+WISE4"	-0.18	" "	213.68376	-32.31602
9741	50964	"         "	" "	"IC4388 "	57.5	0.11	9.83	0.11	0.23	"SSFRLIKE"	0.16	0.2	"FUV+WISE4"	0.39	"S"	214.01474	-31.75276
9747	50988	"         "	" "	"IC4391 "	41.1	0.15	9.46	0.1	0.24	"SSFRLIKE"	-0.23	0.2	"FUV+WISE4"	0.24	"S"	214.1127	-31.68496
9761	51061	"         "	" "	"IC4393 "	28.4	0.12	9.91	0.11	0.43	"SSFRLIKE"	-0.54	0.2	"FUV+WISE4"	-0.37	"S"	214.45396	-31.3492
9704	50732	"NGC5494  "	" "	"       "	28.4	0.12	10.27	0.1	0.36	"SSFRLIKE"	0.1	0.2	"FUV+WISE4"	0.04	"S"	213.10077	-30.644
9745	50970	"         "	" "	"       "	28.4	0.12	9.43	0.1	0.25	"SSFRLIKE"	-0.3	0.2	"FUV+WISE4"	0.18	" "	214.0242	-30.28074
14487	430742	"         "	" "	"       "	66.5	0.1	10.42	0.29	0.5	"W4W1    "	-0.92	0.55	"WISE4    "		"S"	181.34792	-53.36028
7101	38256	"         "	" "	"       "	67.6	0.09	10.07	0.1	0.4	"W4W1    "	-0.52	0.2	"WISE4    "		"S"	181.24492	-53.23638
7095	38235	"         "	" "	"       "	61.7	0.1	10.89	0.1	0.5	"W4W1    "	-0.64	0.2	"WISE4    "		"S"	181.19336	-53.17474
7192	38768	"         "	" "	"       "	64.7	0.1	10.18	0.11	0.5	"W4W1    "	-1.21	0.21	"WISE4    "		"S"	182.70096	-52.85614
7223	38902	"         "	" "	"       "	64.7	0.1	10.39	0.1	0.26	"W4W1    "	0.33	0.2	"WISE4    "		"S"	183.09703	-52.46142
7256	39037	"         "	" "	"       "	25.9	0.25	9.23	0.11	0.5	"W4W1    "	-1.71	0.2	"WISE4    "		"S"	183.46	-52.31472
7048	37946	"         "	" "	"       "	59.9	0.11	10.35	0.14	0.44	"SSFRLIKE"	-0.12	0.2	"NUV+WISE4"	-0.24	"S"	180.40075	-53.3576
14149	166220	"         "	" "	"       "	65.9	0.1	9.95	0.1	0.41	"W4W1    "	-0.66	0.2	"WISE4    "		"S"	181.07084	-52.63232
14510	457782	"         "	" "	"       "	55.8	0.11	9.78	0.18	0.45	"W4W1    "	-0.98	0.2	"WISE4    "		"S"	186.60191	-51.29808
7518	40318	"         "	" "	"       "	52.2	0.12	10.08	0.27	0.45	"W4W1    "	-0.68	0.2	"WISE4    "		"S"	186.0273	-50.52254
14513	467466	"         "	" "	"       "	49.3	0.13	9.18	0.6	0.5	"W4W1    "	-2.11	0.28	"WISE4    "		" "	186.77792	-50.34139
8104	43243	"         "	" "	"       "	47.5	0.13	9.13	0.28	0.5	"W4W1    "	-1.94	0.25	"WISE4    "		"S"	192.07417	-46.2175
8114	43271	"         "	" "	"       "	37.7	0.12	8.8	0.11	0.25	"SSFRLIKE"	-0.92	0.2	"FUV+WISE4"	-0.02	"S"	192.13583	-45.6275
8046	43049	"         "	" "	"       "	48.7	0.13	9.62	0.1	0.28	"SSFRLIKE"	-0.22	0.2	"NUV+WISE4"	0.14	"S"	191.50234	-45.41494
7052	37958	"         "	" "	"       "	57.5	0.11	10.25	0.13	0.34	"W4W1    "	-0.1	0.2	"WISE4    "		"S"	180.45192	-50.58356
7097	38239	"         "	" "	"       "	57.0	0.11	10.29	0.19	0.35	"W4W1    "	-0.1	0.2	"WISE4    "		"S"	181.20111	-50.25085
8058	43082	"         "	" "	"       "	42.8	0.15	9.69	0.11	0.5	"FIXEDUL "			"WISE4    "		" "	191.59674	-44.10904
8032	42968	"         "	" "	"       "	68.8	0.09	10.17	0.1	0.28	"SSFRLIKE"	0.33	0.2	"NUV+WISE4"	0.33	"S"	191.27165	-44.00546
7557	40533	"         "	" "	"       "	61.1	0.12	10.49	0.1	0.5	"SSFRLIKE"	-1.24	0.21	"FUV+WISE4"		"S"	186.39177	-45.26334
7824	42022	"         "	" "	"       "	47.5	0.13	9.13	0.12	0.31	"SSFRLIKE"	-0.84	0.2	"FUV+WISE4"	-0.15	" "	189.04375	-43.98333
7850	42167	"NGC4573  "	" "	"       "	41.1	0.16	10.57	0.13	0.5	"SSFRLIKE"	-0.45	0.2	"FUV+WISE4"		"S"	189.43237	-43.6211
7866	42246	"         "	" "	"       "	41.6	0.15	10.1	0.23	0.49	"SSFRLIKE"	-0.55	0.2	"FUV+WISE4"	-0.51	" "	189.6253	-42.86448
7984	42761	"         "	" "	"       "	39.9	0.16	10.23	0.17	0.47	"SSFRLIKE"	-0.36	0.2	"FUV+WISE4"	-0.41	"S"	190.76527	-42.91355
7991	42806	"         "	" "	"       "	39.3	0.16	9.7	0.1	0.5	"FIXEDUL "			"WISE4    "		"S"	190.86024	-42.93602
7996	42829	"         "	" "	"       "	44.6	0.14	9.49	0.1	0.33	"SSFRLIKE"	-0.57	0.2	"FUV+WISE4"	-0.12	" "	190.90813	-42.56048
8201	43515	"         "	" "	"       "	51.6	0.12	9.89	0.19	0.23	"W4W1    "	-0.01	0.2	"WISE4    "		"S"	192.77589	-47.64951
8429	44247	"         "	" "	"       "	70.0	0.09	10.25	0.1	0.26	"SSFRLIKE"	0.46	0.2	"FUV+WISE4"	0.4	"S"	194.27904	-46.87159
8435	44271	"NGC4835A "	" "	"       "	46.9	0.13	10.49	0.11	0.48	"SSFRLIKE"	-0.13	0.2	"FUV+WISE4"	-0.34	"S"	194.30481	-46.37466
14539	516792	"         "	" "	"       "	30.5	0.21	8.57	0.2	0.2	"SSFRLIKE"	-0.84	0.25	"FUV+WISE4"	0.21	"S"	194.50792	-46.28667
8457	44409	"NGC4835  "	" "	"       "	18.7	0.12	10.16	0.1	0.29	"SSFRLIKE"	0.28	0.2	"FUV+WISE4"	0.28	"S"	194.53283	-46.26416
14540	519345	"         "	" "	"       "	30.0	0.21	8.62	0.57	0.39	"W4W1    "	-1.93	0.21	"WISE4    "		" "	194.53833	-46.07222
8502	44688	"         "	" "	"       "	68.8	0.09	10.42	0.1	0.5	"SSFRLIKE"	-0.97	0.2	"FUV+WISE4"		"S"	194.99731	-45.6016
8519	44762	"         "	" "	"       "	46.9	0.14	9.42	0.47	0.32	"SSFRLIKE"	-0.6	0.2	"FUV+WISE4"	-0.11	" "	195.11208	-45.3625
8581	44993	"         "	" "	"       "	42.8	0.15	9.36	0.55	0.36	"W4W1    "	-1.06	0.21	"WISE4    "		"S"	195.58645	-46.35371
15462	3082154	"         "	" "	"       "	43.4	0.15	9.27	0.16	0.29	"W4W1    "	-0.88	0.2	"WISE4    "		"S"	197.56308	-44.84421
8687	45465	"         "	" "	"       "	44.6	0.14	9.95	0.11	0.29	"SSFRLIKE"	0.06	0.2	"FUV+WISE4"	0.2	"S"	196.88544	-45.01383
8762	45758	"         "	" "	"       "	68.2	0.09	11.04	0.13	0.46	"SSFRLIKE"	0.5	0.2	"FUV+WISE4"	-0.07	"S"	197.75752	-44.59252
8664	45374	"         "	" "	"       "	45.2	0.14	9.47	0.15	0.41	"SSFRLIKE"	-0.89	0.2	"FUV+WISE4"	-0.43	"S"	196.62458	-44.16722
8692	45489	"         "	" "	"       "	56.4	0.11	9.96	0.1	0.36	"SSFRLIKE"	-0.24	0.2	"FUV+WISE4"	-0.1	"S"	196.95673	-43.90823
8712	45573	"         "	" "	"       "	44.1	0.12	9.12	0.13	0.28	"SSFRLIKE"	-0.76	0.2	"FUV+WISE4"	-0.07	" "	197.20042	-43.67583
