SubhaloID,dataset,selected_by
330209,big_base_48133,base_quality_cut
330210,big_base_48133,base_quality_cut
330211,big_base_48133,base_quality_cut
330212,big_base_48133,base_quality_cut
330213,big_base_48133,base_quality_cut
330214,big_base_48133,base_quality_cut
330217,big_base_48133,base_quality_cut
330553,big_base_48133,base_quality_cut
330554,big_base_48133,base_quality_cut
330555,big_base_48133,base_quality_cut
330556,big_base_48133,base_quality_cut
330558,big_base_48133,base_quality_cut
330559,big_base_48133,base_quality_cut
330560,big_base_48133,base_quality_cut
330561,big_base_48133,base_quality_cut
330565,big_base_48133,base_quality_cut
330566,big_base_48133,base_quality_cut
330567,big_base_48133,base_quality_cut
330569,big_base_48133,base_quality_cut
330576,big_base_48133,base_quality_cut
330607,big_base_48133,base_quality_cut
330955,big_base_48133,base_quality_cut
330956,big_base_48133,base_quality_cut
330957,big_base_48133,base_quality_cut
330958,big_base_48133,base_quality_cut
330959,big_base_48133,base_quality_cut
330960,big_base_48133,base_quality_cut
330961,big_base_48133,base_quality_cut
330963,big_base_48133,base_quality_cut
330964,big_base_48133,base_quality_cut
330965,big_base_48133,base_quality_cut
330966,big_base_48133,base_quality_cut
330972,big_base_48133,base_quality_cut
330982,big_base_48133,base_quality_cut
330983,big_base_48133,base_quality_cut
331293,big_base_48133,base_quality_cut
331294,big_base_48133,base_quality_cut
331295,big_base_48133,base_quality_cut
331296,big_base_48133,base_quality_cut
331297,big_base_48133,base_quality_cut
331298,big_base_48133,base_quality_cut
331299,big_base_48133,base_quality_cut
331300,big_base_48133,base_quality_cut
331302,big_base_48133,base_quality_cut
331307,big_base_48133,base_quality_cut
331308,big_base_48133,base_quality_cut
331312,big_base_48133,base_quality_cut
331313,big_base_48133,base_quality_cut
331315,big_base_48133,base_quality_cut
331321,big_base_48133,base_quality_cut
331325,big_base_48133,base_quality_cut
331365,big_base_48133,base_quality_cut
331701,big_base_48133,base_quality_cut
331702,big_base_48133,base_quality_cut
331703,big_base_48133,base_quality_cut
331704,big_base_48133,base_quality_cut
331705,big_base_48133,base_quality_cut
331706,big_base_48133,base_quality_cut
331707,big_base_48133,base_quality_cut
331708,big_base_48133,base_quality_cut
331709,big_base_48133,base_quality_cut
331712,big_base_48133,base_quality_cut
331719,big_base_48133,base_quality_cut
331720,big_base_48133,base_quality_cut
331726,big_base_48133,base_quality_cut
331730,big_base_48133,base_quality_cut
331733,big_base_48133,base_quality_cut
332068,big_base_48133,base_quality_cut
332069,big_base_48133,base_quality_cut
332070,big_base_48133,base_quality_cut
332071,big_base_48133,base_quality_cut
332072,big_base_48133,base_quality_cut
332073,big_base_48133,base_quality_cut
332074,big_base_48133,base_quality_cut
332075,big_base_48133,base_quality_cut
332076,big_base_48133,base_quality_cut
332078,big_base_48133,base_quality_cut
332081,big_base_48133,base_quality_cut
332090,big_base_48133,base_quality_cut
332092,big_base_48133,base_quality_cut
332099,big_base_48133,base_quality_cut
332112,big_base_48133,base_quality_cut
332118,big_base_48133,base_quality_cut
332126,big_base_48133,base_quality_cut
332389,big_base_48133,base_quality_cut
332390,big_base_48133,base_quality_cut
332391,big_base_48133,base_quality_cut
332392,big_base_48133,base_quality_cut
332393,big_base_48133,base_quality_cut
332394,big_base_48133,base_quality_cut
332395,big_base_48133,base_quality_cut
332396,big_base_48133,base_quality_cut
332397,big_base_48133,base_quality_cut
332398,big_base_48133,base_quality_cut
332399,big_base_48133,base_quality_cut
332400,big_base_48133,base_quality_cut
332401,big_base_48133,base_quality_cut
332402,big_base_48133,base_quality_cut
332408,big_base_48133,base_quality_cut
332812,big_base_48133,base_quality_cut
332813,big_base_48133,base_quality_cut
332814,big_base_48133,base_quality_cut
332815,big_base_48133,base_quality_cut
332816,big_base_48133,base_quality_cut
332817,big_base_48133,base_quality_cut
332818,big_base_48133,base_quality_cut
332819,big_base_48133,base_quality_cut
332822,big_base_48133,base_quality_cut
332824,big_base_48133,base_quality_cut
332825,big_base_48133,base_quality_cut
332828,big_base_48133,base_quality_cut
332829,big_base_48133,base_quality_cut
332830,big_base_48133,base_quality_cut
332836,big_base_48133,base_quality_cut
332839,big_base_48133,base_quality_cut
333258,big_base_48133,base_quality_cut
333259,big_base_48133,base_quality_cut
333260,big_base_48133,base_quality_cut
333261,big_base_48133,base_quality_cut
333262,big_base_48133,base_quality_cut
333263,big_base_48133,base_quality_cut
333264,big_base_48133,base_quality_cut
333265,big_base_48133,base_quality_cut
333266,big_base_48133,base_quality_cut
333267,big_base_48133,base_quality_cut
333269,big_base_48133,base_quality_cut
333278,big_base_48133,base_quality_cut
333282,big_base_48133,base_quality_cut
333286,big_base_48133,base_quality_cut
333294,big_base_48133,base_quality_cut
333672,big_base_48133,base_quality_cut
333673,big_base_48133,base_quality_cut
333674,big_base_48133,base_quality_cut
333675,big_base_48133,base_quality_cut
333676,big_base_48133,base_quality_cut
333677,big_base_48133,base_quality_cut
333678,big_base_48133,base_quality_cut
333679,big_base_48133,base_quality_cut
333680,big_base_48133,base_quality_cut
333681,big_base_48133,base_quality_cut
333683,big_base_48133,base_quality_cut
333685,big_base_48133,base_quality_cut
333700,big_base_48133,base_quality_cut
333714,big_base_48133,base_quality_cut
334028,big_base_48133,base_quality_cut
334029,big_base_48133,base_quality_cut
334030,big_base_48133,base_quality_cut
334031,big_base_48133,base_quality_cut
334032,big_base_48133,base_quality_cut
334033,big_base_48133,base_quality_cut
334034,big_base_48133,base_quality_cut
334035,big_base_48133,base_quality_cut
334036,big_base_48133,base_quality_cut
334039,big_base_48133,base_quality_cut
334045,big_base_48133,base_quality_cut
334046,big_base_48133,base_quality_cut
334051,big_base_48133,base_quality_cut
334052,big_base_48133,base_quality_cut
334054,big_base_48133,base_quality_cut
334350,big_base_48133,base_quality_cut
334351,big_base_48133,base_quality_cut
334352,big_base_48133,base_quality_cut
334353,big_base_48133,base_quality_cut
334354,big_base_48133,base_quality_cut
334355,big_base_48133,base_quality_cut
334356,big_base_48133,base_quality_cut
334357,big_base_48133,base_quality_cut
334358,big_base_48133,base_quality_cut
334360,big_base_48133,base_quality_cut
334365,big_base_48133,base_quality_cut
334372,big_base_48133,base_quality_cut
334379,big_base_48133,base_quality_cut
334389,big_base_48133,base_quality_cut
334392,big_base_48133,base_quality_cut
334727,big_base_48133,base_quality_cut
334728,big_base_48133,base_quality_cut
334729,big_base_48133,base_quality_cut
334730,big_base_48133,base_quality_cut
334731,big_base_48133,base_quality_cut
334733,big_base_48133,base_quality_cut
334734,big_base_48133,base_quality_cut
334735,big_base_48133,base_quality_cut
334736,big_base_48133,base_quality_cut
334737,big_base_48133,base_quality_cut
334740,big_base_48133,base_quality_cut
334742,big_base_48133,base_quality_cut
334743,big_base_48133,base_quality_cut
334746,big_base_48133,base_quality_cut
334750,big_base_48133,base_quality_cut
334755,big_base_48133,base_quality_cut
334784,big_base_48133,base_quality_cut
335078,big_base_48133,base_quality_cut
335079,big_base_48133,base_quality_cut
335080,big_base_48133,base_quality_cut
335081,big_base_48133,base_quality_cut
335082,big_base_48133,base_quality_cut
335083,big_base_48133,base_quality_cut
335084,big_base_48133,base_quality_cut
335085,big_base_48133,base_quality_cut
335087,big_base_48133,base_quality_cut
335093,big_base_48133,base_quality_cut
335105,big_base_48133,base_quality_cut
335107,big_base_48133,base_quality_cut
335129,big_base_48133,base_quality_cut
335486,big_base_48133,base_quality_cut
335487,big_base_48133,base_quality_cut
335488,big_base_48133,base_quality_cut
335489,big_base_48133,base_quality_cut
335490,big_base_48133,base_quality_cut
335491,big_base_48133,base_quality_cut
335492,big_base_48133,base_quality_cut
335493,big_base_48133,base_quality_cut
335494,big_base_48133,base_quality_cut
335495,big_base_48133,base_quality_cut
335496,big_base_48133,base_quality_cut
335497,big_base_48133,base_quality_cut
335500,big_base_48133,base_quality_cut
335503,big_base_48133,base_quality_cut
335507,big_base_48133,base_quality_cut
335509,big_base_48133,base_quality_cut
335510,big_base_48133,base_quality_cut
335514,big_base_48133,base_quality_cut
335525,big_base_48133,base_quality_cut
335927,big_base_48133,base_quality_cut
335928,big_base_48133,base_quality_cut
335929,big_base_48133,base_quality_cut
335931,big_base_48133,base_quality_cut
335932,big_base_48133,base_quality_cut
335933,big_base_48133,base_quality_cut
335943,big_base_48133,base_quality_cut
335962,big_base_48133,base_quality_cut
336276,big_base_48133,base_quality_cut
336277,big_base_48133,base_quality_cut
336278,big_base_48133,base_quality_cut
336279,big_base_48133,base_quality_cut
336280,big_base_48133,base_quality_cut
336281,big_base_48133,base_quality_cut
336284,big_base_48133,base_quality_cut
336285,big_base_48133,base_quality_cut
336286,big_base_48133,base_quality_cut
336287,big_base_48133,base_quality_cut
336288,big_base_48133,base_quality_cut
336289,big_base_48133,base_quality_cut
336302,big_base_48133,base_quality_cut
336516,big_base_48133,base_quality_cut
336517,big_base_48133,base_quality_cut
336518,big_base_48133,base_quality_cut
336519,big_base_48133,base_quality_cut
336520,big_base_48133,base_quality_cut
336521,big_base_48133,base_quality_cut
336522,big_base_48133,base_quality_cut
336524,big_base_48133,base_quality_cut
336527,big_base_48133,base_quality_cut
336528,big_base_48133,base_quality_cut
336533,big_base_48133,base_quality_cut
336534,big_base_48133,base_quality_cut
336541,big_base_48133,base_quality_cut
336544,big_base_48133,base_quality_cut
336796,big_base_48133,base_quality_cut
336797,big_base_48133,base_quality_cut
336798,big_base_48133,base_quality_cut
336799,big_base_48133,base_quality_cut
336800,big_base_48133,base_quality_cut
336807,big_base_48133,base_quality_cut
336811,big_base_48133,base_quality_cut
336813,big_base_48133,base_quality_cut
336814,big_base_48133,base_quality_cut
336826,big_base_48133,base_quality_cut
337048,big_base_48133,base_quality_cut
337049,big_base_48133,base_quality_cut
337050,big_base_48133,base_quality_cut
337051,big_base_48133,base_quality_cut
337052,big_base_48133,base_quality_cut
337053,big_base_48133,base_quality_cut
337054,big_base_48133,base_quality_cut
337055,big_base_48133,base_quality_cut
337056,big_base_48133,base_quality_cut
337058,big_base_48133,base_quality_cut
337060,big_base_48133,base_quality_cut
337064,big_base_48133,base_quality_cut
337081,big_base_48133,base_quality_cut
337095,big_base_48133,base_quality_cut
337444,big_base_48133,base_quality_cut
337445,big_base_48133,base_quality_cut
337446,big_base_48133,base_quality_cut
337447,big_base_48133,base_quality_cut
337448,big_base_48133,base_quality_cut
337449,big_base_48133,base_quality_cut
337450,big_base_48133,base_quality_cut
337451,big_base_48133,base_quality_cut
337452,big_base_48133,base_quality_cut
337453,big_base_48133,base_quality_cut
337454,big_base_48133,base_quality_cut
337455,big_base_48133,base_quality_cut
337456,big_base_48133,base_quality_cut
337461,big_base_48133,base_quality_cut
337499,big_base_48133,base_quality_cut
337843,big_base_48133,base_quality_cut
337844,big_base_48133,base_quality_cut
337845,big_base_48133,base_quality_cut
337846,big_base_48133,base_quality_cut
337847,big_base_48133,base_quality_cut
337848,big_base_48133,base_quality_cut
337849,big_base_48133,base_quality_cut
337850,big_base_48133,base_quality_cut
337851,big_base_48133,base_quality_cut
337854,big_base_48133,base_quality_cut
337855,big_base_48133,base_quality_cut
337856,big_base_48133,base_quality_cut
337858,big_base_48133,base_quality_cut
337863,big_base_48133,base_quality_cut
338148,big_base_48133,base_quality_cut
338149,big_base_48133,base_quality_cut
338150,big_base_48133,base_quality_cut
338151,big_base_48133,base_quality_cut
338152,big_base_48133,base_quality_cut
338153,big_base_48133,base_quality_cut
338154,big_base_48133,base_quality_cut
338155,big_base_48133,base_quality_cut
338156,big_base_48133,base_quality_cut
338159,big_base_48133,base_quality_cut
338160,big_base_48133,base_quality_cut
338162,big_base_48133,base_quality_cut
338165,big_base_48133,base_quality_cut
338188,big_base_48133,base_quality_cut
338192,big_base_48133,base_quality_cut
338193,big_base_48133,base_quality_cut
338458,big_base_48133,base_quality_cut
338459,big_base_48133,base_quality_cut
338460,big_base_48133,base_quality_cut
338461,big_base_48133,base_quality_cut
338462,big_base_48133,base_quality_cut
338463,big_base_48133,base_quality_cut
338464,big_base_48133,base_quality_cut
338465,big_base_48133,base_quality_cut
338466,big_base_48133,base_quality_cut
338467,big_base_48133,base_quality_cut
338470,big_base_48133,base_quality_cut
338472,big_base_48133,base_quality_cut
338477,big_base_48133,base_quality_cut
338817,big_base_48133,base_quality_cut
338818,big_base_48133,base_quality_cut
338819,big_base_48133,base_quality_cut
338820,big_base_48133,base_quality_cut
338821,big_base_48133,base_quality_cut
338822,big_base_48133,base_quality_cut
338823,big_base_48133,base_quality_cut
338824,big_base_48133,base_quality_cut
338825,big_base_48133,base_quality_cut
338826,big_base_48133,base_quality_cut
338827,big_base_48133,base_quality_cut
338828,big_base_48133,base_quality_cut
338829,big_base_48133,base_quality_cut
338843,big_base_48133,base_quality_cut
339181,big_base_48133,base_quality_cut
339182,big_base_48133,base_quality_cut
339183,big_base_48133,base_quality_cut
339184,big_base_48133,base_quality_cut
339185,big_base_48133,base_quality_cut
339186,big_base_48133,base_quality_cut
339187,big_base_48133,base_quality_cut
339188,big_base_48133,base_quality_cut
339189,big_base_48133,base_quality_cut
339191,big_base_48133,base_quality_cut
339192,big_base_48133,base_quality_cut
339195,big_base_48133,base_quality_cut
339207,big_base_48133,base_quality_cut
339208,big_base_48133,base_quality_cut
339214,big_base_48133,base_quality_cut
339225,big_base_48133,base_quality_cut
339233,big_base_48133,base_quality_cut
339547,big_base_48133,base_quality_cut
339548,big_base_48133,base_quality_cut
339549,big_base_48133,base_quality_cut
339550,big_base_48133,base_quality_cut
339551,big_base_48133,base_quality_cut
339552,big_base_48133,base_quality_cut
339553,big_base_48133,base_quality_cut
339554,big_base_48133,base_quality_cut
339555,big_base_48133,base_quality_cut
339556,big_base_48133,base_quality_cut
339557,big_base_48133,base_quality_cut
339558,big_base_48133,base_quality_cut
339560,big_base_48133,base_quality_cut
339862,big_base_48133,base_quality_cut
339864,big_base_48133,base_quality_cut
339866,big_base_48133,base_quality_cut
339867,big_base_48133,base_quality_cut
339868,big_base_48133,base_quality_cut
339869,big_base_48133,base_quality_cut
339872,big_base_48133,base_quality_cut
339873,big_base_48133,base_quality_cut
339874,big_base_48133,base_quality_cut
339878,big_base_48133,base_quality_cut
339879,big_base_48133,base_quality_cut
339882,big_base_48133,base_quality_cut
339898,big_base_48133,base_quality_cut
340106,big_base_48133,base_quality_cut
340107,big_base_48133,base_quality_cut
340108,big_base_48133,base_quality_cut
340109,big_base_48133,base_quality_cut
340110,big_base_48133,base_quality_cut
340111,big_base_48133,base_quality_cut
340112,big_base_48133,base_quality_cut
340113,big_base_48133,base_quality_cut
340114,big_base_48133,base_quality_cut
340115,big_base_48133,base_quality_cut
340117,big_base_48133,base_quality_cut
340119,big_base_48133,base_quality_cut
340121,big_base_48133,base_quality_cut
340126,big_base_48133,base_quality_cut
340355,big_base_48133,base_quality_cut
340356,big_base_48133,base_quality_cut
340357,big_base_48133,base_quality_cut
340358,big_base_48133,base_quality_cut
340359,big_base_48133,base_quality_cut
340360,big_base_48133,base_quality_cut
340361,big_base_48133,base_quality_cut
340362,big_base_48133,base_quality_cut
340363,big_base_48133,base_quality_cut
340364,big_base_48133,base_quality_cut
340374,big_base_48133,base_quality_cut
340585,big_base_48133,base_quality_cut
340586,big_base_48133,base_quality_cut
340587,big_base_48133,base_quality_cut
340588,big_base_48133,base_quality_cut
340589,big_base_48133,base_quality_cut
340590,big_base_48133,base_quality_cut
340591,big_base_48133,base_quality_cut
340602,big_base_48133,base_quality_cut
340607,big_base_48133,base_quality_cut
340610,big_base_48133,base_quality_cut
340616,big_base_48133,base_quality_cut
340632,big_base_48133,base_quality_cut
340976,big_base_48133,base_quality_cut
340977,big_base_48133,base_quality_cut
340978,big_base_48133,base_quality_cut
340979,big_base_48133,base_quality_cut
340980,big_base_48133,base_quality_cut
340981,big_base_48133,base_quality_cut
340982,big_base_48133,base_quality_cut
340983,big_base_48133,base_quality_cut
340987,big_base_48133,base_quality_cut
340989,big_base_48133,base_quality_cut
340990,big_base_48133,base_quality_cut
340997,big_base_48133,base_quality_cut
340998,big_base_48133,base_quality_cut
341002,big_base_48133,base_quality_cut
341004,big_base_48133,base_quality_cut
341356,big_base_48133,base_quality_cut
341357,big_base_48133,base_quality_cut
341358,big_base_48133,base_quality_cut
341359,big_base_48133,base_quality_cut
341360,big_base_48133,base_quality_cut
341361,big_base_48133,base_quality_cut
341362,big_base_48133,base_quality_cut
341363,big_base_48133,base_quality_cut
341364,big_base_48133,base_quality_cut
341365,big_base_48133,base_quality_cut
341366,big_base_48133,base_quality_cut
341369,big_base_48133,base_quality_cut
341371,big_base_48133,base_quality_cut
341375,big_base_48133,base_quality_cut
341683,big_base_48133,base_quality_cut
341684,big_base_48133,base_quality_cut
341685,big_base_48133,base_quality_cut
341686,big_base_48133,base_quality_cut
341687,big_base_48133,base_quality_cut
341688,big_base_48133,base_quality_cut
341689,big_base_48133,base_quality_cut
341690,big_base_48133,base_quality_cut
341691,big_base_48133,base_quality_cut
341693,big_base_48133,base_quality_cut
341696,big_base_48133,base_quality_cut
341700,big_base_48133,base_quality_cut
341715,big_base_48133,base_quality_cut
342047,big_base_48133,base_quality_cut
342048,big_base_48133,base_quality_cut
342049,big_base_48133,base_quality_cut
342050,big_base_48133,base_quality_cut
342051,big_base_48133,base_quality_cut
342052,big_base_48133,base_quality_cut
342053,big_base_48133,base_quality_cut
342055,big_base_48133,base_quality_cut
342057,big_base_48133,base_quality_cut
342059,big_base_48133,base_quality_cut
342062,big_base_48133,base_quality_cut
342065,big_base_48133,base_quality_cut
342073,big_base_48133,base_quality_cut
342076,big_base_48133,base_quality_cut
342343,big_base_48133,base_quality_cut
342344,big_base_48133,base_quality_cut
342345,big_base_48133,base_quality_cut
342346,big_base_48133,base_quality_cut
342347,big_base_48133,base_quality_cut
342348,big_base_48133,base_quality_cut
342349,big_base_48133,base_quality_cut
342353,big_base_48133,base_quality_cut
342361,big_base_48133,base_quality_cut
342365,big_base_48133,base_quality_cut
342367,big_base_48133,base_quality_cut
342389,big_base_48133,base_quality_cut
342404,big_base_48133,base_quality_cut
342689,big_base_48133,base_quality_cut
342690,big_base_48133,base_quality_cut
342691,big_base_48133,base_quality_cut
342692,big_base_48133,base_quality_cut
342693,big_base_48133,base_quality_cut
342694,big_base_48133,base_quality_cut
342695,big_base_48133,base_quality_cut
342696,big_base_48133,base_quality_cut
342697,big_base_48133,base_quality_cut
342698,big_base_48133,base_quality_cut
342699,big_base_48133,base_quality_cut
342700,big_base_48133,base_quality_cut
342701,big_base_48133,base_quality_cut
342702,big_base_48133,base_quality_cut
342706,big_base_48133,base_quality_cut
342711,big_base_48133,base_quality_cut
343039,big_base_48133,base_quality_cut
343040,big_base_48133,base_quality_cut
343041,big_base_48133,base_quality_cut
343042,big_base_48133,base_quality_cut
343043,big_base_48133,base_quality_cut
343044,big_base_48133,base_quality_cut
343048,big_base_48133,base_quality_cut
343050,big_base_48133,base_quality_cut
343057,big_base_48133,base_quality_cut
343062,big_base_48133,base_quality_cut
343429,big_base_48133,base_quality_cut
343430,big_base_48133,base_quality_cut
343431,big_base_48133,base_quality_cut
343436,big_base_48133,base_quality_cut
343438,big_base_48133,base_quality_cut
343455,big_base_48133,base_quality_cut
343464,big_base_48133,base_quality_cut
343472,big_base_48133,base_quality_cut
343638,big_base_48133,base_quality_cut
343639,big_base_48133,base_quality_cut
343640,big_base_48133,base_quality_cut
343641,big_base_48133,base_quality_cut
343642,big_base_48133,base_quality_cut
343643,big_base_48133,base_quality_cut
343644,big_base_48133,base_quality_cut
343645,big_base_48133,base_quality_cut
343646,big_base_48133,base_quality_cut
343647,big_base_48133,base_quality_cut
343648,big_base_48133,base_quality_cut
343649,big_base_48133,base_quality_cut
343650,big_base_48133,base_quality_cut
343652,big_base_48133,base_quality_cut
343674,big_base_48133,base_quality_cut
343988,big_base_48133,base_quality_cut
343989,big_base_48133,base_quality_cut
343990,big_base_48133,base_quality_cut
343991,big_base_48133,base_quality_cut
343992,big_base_48133,base_quality_cut
343993,big_base_48133,base_quality_cut
343994,big_base_48133,base_quality_cut
343995,big_base_48133,base_quality_cut
343996,big_base_48133,base_quality_cut
343997,big_base_48133,base_quality_cut
343998,big_base_48133,base_quality_cut
343999,big_base_48133,base_quality_cut
344000,big_base_48133,base_quality_cut
344001,big_base_48133,base_quality_cut
344002,big_base_48133,base_quality_cut
344005,big_base_48133,base_quality_cut
344011,big_base_48133,base_quality_cut
344029,big_base_48133,base_quality_cut
344300,big_base_48133,base_quality_cut
344301,big_base_48133,base_quality_cut
344302,big_base_48133,base_quality_cut
344303,big_base_48133,base_quality_cut
344304,big_base_48133,base_quality_cut
344305,big_base_48133,base_quality_cut
344306,big_base_48133,base_quality_cut
344309,big_base_48133,base_quality_cut
344310,big_base_48133,base_quality_cut
344314,big_base_48133,base_quality_cut
344319,big_base_48133,base_quality_cut
344351,big_base_48133,base_quality_cut
344593,big_base_48133,base_quality_cut
344594,big_base_48133,base_quality_cut
344595,big_base_48133,base_quality_cut
344596,big_base_48133,base_quality_cut
344597,big_base_48133,base_quality_cut
344598,big_base_48133,base_quality_cut
344599,big_base_48133,base_quality_cut
344600,big_base_48133,base_quality_cut
344601,big_base_48133,base_quality_cut
344602,big_base_48133,base_quality_cut
344604,big_base_48133,base_quality_cut
344605,big_base_48133,base_quality_cut
344606,big_base_48133,base_quality_cut
344608,big_base_48133,base_quality_cut
344609,big_base_48133,base_quality_cut
344611,big_base_48133,base_quality_cut
344624,big_base_48133,base_quality_cut
344987,big_base_48133,base_quality_cut
344988,big_base_48133,base_quality_cut
344989,big_base_48133,base_quality_cut
344990,big_base_48133,base_quality_cut
344991,big_base_48133,base_quality_cut
344992,big_base_48133,base_quality_cut
344993,big_base_48133,base_quality_cut
344995,big_base_48133,base_quality_cut
344997,big_base_48133,base_quality_cut
344999,big_base_48133,base_quality_cut
345001,big_base_48133,base_quality_cut
345021,big_base_48133,base_quality_cut
345025,big_base_48133,base_quality_cut
345250,big_base_48133,base_quality_cut
345251,big_base_48133,base_quality_cut
345252,big_base_48133,base_quality_cut
345253,big_base_48133,base_quality_cut
345254,big_base_48133,base_quality_cut
345255,big_base_48133,base_quality_cut
345256,big_base_48133,base_quality_cut
345257,big_base_48133,base_quality_cut
345258,big_base_48133,base_quality_cut
345263,big_base_48133,base_quality_cut
345271,big_base_48133,base_quality_cut
345456,big_base_48133,base_quality_cut
345457,big_base_48133,base_quality_cut
345458,big_base_48133,base_quality_cut
345459,big_base_48133,base_quality_cut
345460,big_base_48133,base_quality_cut
345461,big_base_48133,base_quality_cut
345462,big_base_48133,base_quality_cut
345466,big_base_48133,base_quality_cut
345468,big_base_48133,base_quality_cut
345469,big_base_48133,base_quality_cut
345484,big_base_48133,base_quality_cut
345496,big_base_48133,base_quality_cut
345812,big_base_48133,base_quality_cut
345813,big_base_48133,base_quality_cut
345814,big_base_48133,base_quality_cut
345815,big_base_48133,base_quality_cut
345816,big_base_48133,base_quality_cut
345817,big_base_48133,base_quality_cut
345818,big_base_48133,base_quality_cut
345819,big_base_48133,base_quality_cut
345820,big_base_48133,base_quality_cut
345828,big_base_48133,base_quality_cut
345833,big_base_48133,base_quality_cut
345834,big_base_48133,base_quality_cut
345835,big_base_48133,base_quality_cut
346075,big_base_48133,base_quality_cut
346076,big_base_48133,base_quality_cut
346077,big_base_48133,base_quality_cut
346078,big_base_48133,base_quality_cut
346079,big_base_48133,base_quality_cut
346080,big_base_48133,base_quality_cut
346081,big_base_48133,base_quality_cut
346082,big_base_48133,base_quality_cut
346084,big_base_48133,base_quality_cut
346085,big_base_48133,base_quality_cut
346095,big_base_48133,base_quality_cut
346096,big_base_48133,base_quality_cut
346420,big_base_48133,base_quality_cut
346421,big_base_48133,base_quality_cut
346422,big_base_48133,base_quality_cut
346423,big_base_48133,base_quality_cut
346424,big_base_48133,base_quality_cut
346425,big_base_48133,base_quality_cut
346426,big_base_48133,base_quality_cut
346427,big_base_48133,base_quality_cut
346428,big_base_48133,base_quality_cut
346429,big_base_48133,base_quality_cut
346430,big_base_48133,base_quality_cut
346433,big_base_48133,base_quality_cut
346435,big_base_48133,base_quality_cut
346436,big_base_48133,base_quality_cut
346443,big_base_48133,base_quality_cut
346748,big_base_48133,base_quality_cut
346749,big_base_48133,base_quality_cut
346750,big_base_48133,base_quality_cut
346751,big_base_48133,base_quality_cut
346752,big_base_48133,base_quality_cut
346753,big_base_48133,base_quality_cut
346754,big_base_48133,base_quality_cut
346756,big_base_48133,base_quality_cut
346757,big_base_48133,base_quality_cut
346760,big_base_48133,base_quality_cut
346763,big_base_48133,base_quality_cut
346976,big_base_48133,base_quality_cut
346977,big_base_48133,base_quality_cut
346978,big_base_48133,base_quality_cut
346980,big_base_48133,base_quality_cut
346982,big_base_48133,base_quality_cut
346983,big_base_48133,base_quality_cut
346988,big_base_48133,base_quality_cut
346991,big_base_48133,base_quality_cut
347237,big_base_48133,base_quality_cut
347238,big_base_48133,base_quality_cut
347239,big_base_48133,base_quality_cut
347240,big_base_48133,base_quality_cut
347242,big_base_48133,base_quality_cut
347243,big_base_48133,base_quality_cut
347245,big_base_48133,base_quality_cut
347248,big_base_48133,base_quality_cut
347250,big_base_48133,base_quality_cut
347252,big_base_48133,base_quality_cut
347253,big_base_48133,base_quality_cut
347254,big_base_48133,base_quality_cut
347289,big_base_48133,base_quality_cut
347508,big_base_48133,base_quality_cut
347509,big_base_48133,base_quality_cut
347510,big_base_48133,base_quality_cut
347511,big_base_48133,base_quality_cut
347512,big_base_48133,base_quality_cut
347513,big_base_48133,base_quality_cut
347514,big_base_48133,base_quality_cut
347515,big_base_48133,base_quality_cut
347516,big_base_48133,base_quality_cut
347517,big_base_48133,base_quality_cut
347518,big_base_48133,base_quality_cut
347520,big_base_48133,base_quality_cut
347522,big_base_48133,base_quality_cut
347526,big_base_48133,base_quality_cut
347542,big_base_48133,base_quality_cut
347785,big_base_48133,base_quality_cut
347786,big_base_48133,base_quality_cut
347787,big_base_48133,base_quality_cut
347788,big_base_48133,base_quality_cut
347789,big_base_48133,base_quality_cut
347790,big_base_48133,base_quality_cut
347791,big_base_48133,base_quality_cut
347792,big_base_48133,base_quality_cut
347795,big_base_48133,base_quality_cut
347801,big_base_48133,base_quality_cut
347802,big_base_48133,base_quality_cut
347809,big_base_48133,base_quality_cut
347810,big_base_48133,base_quality_cut
347843,big_base_48133,base_quality_cut
348038,big_base_48133,base_quality_cut
348039,big_base_48133,base_quality_cut
348040,big_base_48133,base_quality_cut
348041,big_base_48133,base_quality_cut
348042,big_base_48133,base_quality_cut
348043,big_base_48133,base_quality_cut
348044,big_base_48133,base_quality_cut
348045,big_base_48133,base_quality_cut
348046,big_base_48133,base_quality_cut
348047,big_base_48133,base_quality_cut
348048,big_base_48133,base_quality_cut
348049,big_base_48133,base_quality_cut
348050,big_base_48133,base_quality_cut
348053,big_base_48133,base_quality_cut
348056,big_base_48133,base_quality_cut
348057,big_base_48133,base_quality_cut
348085,big_base_48133,base_quality_cut
348334,big_base_48133,base_quality_cut
348335,big_base_48133,base_quality_cut
348336,big_base_48133,base_quality_cut
348337,big_base_48133,base_quality_cut
348338,big_base_48133,base_quality_cut
348340,big_base_48133,base_quality_cut
348341,big_base_48133,base_quality_cut
348343,big_base_48133,base_quality_cut
348344,big_base_48133,base_quality_cut
348345,big_base_48133,base_quality_cut
348348,big_base_48133,base_quality_cut
348364,big_base_48133,base_quality_cut
348593,big_base_48133,base_quality_cut
348594,big_base_48133,base_quality_cut
348595,big_base_48133,base_quality_cut
348596,big_base_48133,base_quality_cut
348597,big_base_48133,base_quality_cut
348598,big_base_48133,base_quality_cut
348599,big_base_48133,base_quality_cut
348604,big_base_48133,base_quality_cut
348607,big_base_48133,base_quality_cut
348608,big_base_48133,base_quality_cut
348614,big_base_48133,base_quality_cut
