recno	Name	r	e_r	r2	e_r2	Vrot	e_Vrot	NBins	Side
5006	"UGC 11466"	2.31	0.04	33.6	0.6	89	2	22	r
5007	"UGC 11466"	2.43	0.11	35.3	1.6	105	2	22	a
5008	"UGC 11466"	2.47	0.06	35.9	0.9	98	2	22	r
5009	"UGC 11466"	2.64	0.05	38.3	0.7	101	3	22	r
5010	"UGC 11466"	2.74	0.07	39.8	1.0	112	3	22	a
5011	"UGC 11466"	2.77	0.03	40.2	0.4	107	3	22	r
5012	"UGC 11466"	2.91	0.05	42.3	0.7	109	4	22	r
5013	"UGC 11466"	2.97	0.07	43.1	1.0	116	3	22	a
5014	"UGC 11466"	3.06	0.04	44.4	0.6	104	4	22	r
5015	"UGC 11466"	3.21	0.04	46.6	0.6	103	4	22	r
5016	"UGC 11466"	3.36	0.04	48.8	0.6	115	4	22	r
5017	"UGC 11466"	3.54	0.07	51.4	1.0	112	3	22	r
5018	"UGC 11466"	3.64	0.45	52.9	6.5	136	6	17	a
5019	"UGC 11466"	3.87	0.14	56.2	2.0	117	4	22	r
5020	"UGC 11466"	4.44	0.2	64.5	2.9	141	3	22	r
5021	"UGC 11466"	5.15	0.26	74.8	3.8	140	5	15	r
5022	"UGC 11470"	0.64	0.0	2.6	0.0	285	17	1	a
5023	"UGC 11470"	1.23	0.04	5.0	0.2	345	13	3	a
5024	"UGC 11470"	1.37	0.0	5.6	0.0	410	17	1	a
5025	"UGC 11470"	1.73	0.07	7.0	0.3	366	16	3	a
5026	"UGC 11470"	1.95	0.0	7.9	0.0	348	17	1	a
5027	"UGC 11470"	2.23	0.0	9.1	0.0	306	17	1	r
5028	"UGC 11470"	2.27	0.03	9.2	0.1	335	6	2	a
5029	"UGC 11470"	2.55	0.08	10.4	0.3	375	11	4	a
5030	"UGC 11470"	2.65	0.0	10.8	0.0	345	17	1	r
5031	"UGC 11470"	2.71	0.0	11.0	0.0	381	17	1	a
5032	"UGC 11470"	2.93	0.0	11.9	0.0	411	17	1	r
5033	"UGC 11470"	2.99	0.0	12.1	0.0	375	17	1	r
5034	"UGC 11470"	3.07	0.06	12.5	0.2	355	12	4	a
5035	"UGC 11470"	3.32	0.06	13.5	0.2	382	7	4	a
5036	"UGC 11470"	3.62	0.07	14.7	0.3	367	12	4	r
5037	"UGC 11470"	3.73	0.0	15.1	0.0	402	17	1	a
5038	"UGC 11470"	4.22	0.27	17.1	1.1	362	10	19	a
5039	"UGC 11470"	4.95	1.21	20.1	4.9	385	17	9	r
5040	"UGC 11470"	5.34	0.63	21.7	2.6	381	8	19	a
5041	"UGC 11496"	0.76	0.0	4.9	0.0	18	6	1	a
5042	"UGC 11496"	1.7	0.0	11.0	0.0	26	6	1	r
5043	"UGC 11496"	3.45	1.03	22.3	6.7	60	4	17	r
5044	"UGC 11496"	3.62	0.84	23.4	5.4	68	4	17	a
5045	"UGC 11496"	4.9	0.23	31.7	1.5	68	2	17	a
5046	"UGC 11496"	7.17	1.15	46.4	7.4	80	4	17	a
5047	"UGC 11496"	7.5	0.44	48.5	2.8	86	6	10	r
5048	"UGC 11496"	10.37	0.21	67.1	1.4	94	4	14	a
5049	"UGC 11498"	0.34	0.0	1.6	0.0	-44	9	1	a
5050	"UGC 11498"	1.0	0.0	4.6	0.0	46	9	1	a
5051	"UGC 11498"	1.76	0.0	8.1	0.0	-4	9	1	r
5052	"UGC 11498"	3.36	0.0	15.4	0.0	32	9	1	r
5053	"UGC 11498"	3.64	0.0	16.7	0.0	151	9	1	a
5054	"UGC 11498"	5.46	0.71	25.1	3.3	253	5	17	a
5055	"UGC 11498"	6.26	0.74	28.8	3.4	246	8	17	r
5056	"UGC 11498"	6.98	0.34	32.1	1.6	270	6	17	a
5057	"UGC 11498"	7.89	0.42	36.2	1.9	249	9	9	r
5058	"UGC 11498"	8.58	0.56	39.4	2.6	261	6	17	a
5059	"UGC 11498"	10.13	0.39	46.5	1.8	253	4	17	a
5060	"UGC 11498"	11.52	0.4	52.9	1.8	262	6	17	a
5061	"UGC 11498"	12.75	0.36	58.6	1.7	264	6	17	a
5062	"UGC 11498"	14.3	0.42	65.7	1.9	283	6	17	a
5063	"UGC 11498"	15.66	0.36	71.9	1.7	260	7	17	a
5064	"UGC 11498"	17.18	0.47	78.9	2.2	267	6	17	a
5065	"UGC 11498"	18.4	0.29	84.5	1.3	274	2	17	a
5066	"UGC 11498"	19.98	0.79	91.8	3.6	276	5	12	a
5067	"UGC 11597"	0.02	0.01	0.7	0.3	-10	7	2	a
5068	"UGC 11597"	0.03	0.0	1.0	0.0	55	3	3	r
5069	"UGC 11597"	0.05	0.01	1.7	0.3	12	6	8	a
5070	"UGC 11597"	0.06	0.01	2.1	0.3	65	4	9	r
5072	"UGC 11597"	0.09	0.01	3.1	0.3	55	5	10	r
5071	"UGC 11597"	0.09	0.01	3.1	0.3	39	7	9	a
5074	"UGC 11597"	0.12	0.01	4.2	0.3	66	7	10	r
5073	"UGC 11597"	0.12	0.01	4.2	0.3	63	12	5	a
5075	"UGC 11597"	0.15	0.01	5.2	0.3	96	4	14	r
5076	"UGC 11597"	0.16	0.01	5.6	0.3	97	5	8	a
5078	"UGC 11597"	0.19	0.0	6.6	0.0	111	3	7	r
5077	"UGC 11597"	0.19	0.01	6.6	0.3	86	10	6	a
5079	"UGC 11597"	0.22	0.01	7.7	0.3	117	7	14	r
5080	"UGC 11597"	0.23	0.01	8.0	0.3	53	13	3	a
5081	"UGC 11597"	0.26	0.0	9.1	0.0	128	8	2	a
5082	"UGC 11597"	0.26	0.01	9.1	0.3	114	4	14	r
5083	"UGC 11597"	0.29	0.01	10.1	0.3	133	1	2	a
5084	"UGC 11597"	0.3	0.01	10.5	0.3	129	7	13	r
5085	"UGC 11597"	0.32	0.0	11.2	0.0	113	14	2	a
5086	"UGC 11597"	0.33	0.01	11.5	0.3	141	6	11	r
5087	"UGC 11597"	0.36	0.01	12.6	0.3	121	6	12	r
5088	"UGC 11597"	0.37	0.0	12.9	0.0	129	23	1	a
5089	"UGC 11597"	0.39	0.01	13.6	0.3	116	14	3	a
5090	"UGC 11597"	0.4	0.01	14.0	0.3	116	9	11	r
5091	"UGC 11597"	0.43	0.01	15.0	0.3	110	7	11	r
5092	"UGC 11597"	0.44	0.01	15.4	0.3	121	11	5	a
5093	"UGC 11597"	0.47	0.0	16.4	0.0	138	2	3	a
5094	"UGC 11597"	0.47	0.01	16.4	0.3	116	6	13	r
5095	"UGC 11597"	0.5	0.0	17.5	0.0	155	23	1	a
5096	"UGC 11597"	0.51	0.01	17.8	0.3	115	4	11	r
5097	"UGC 11597"	0.53	0.01	18.5	0.3	139	18	5	a
5098	"UGC 11597"	0.54	0.01	18.9	0.3	97	6	5	r
5099	"UGC 11597"	0.57	0.01	19.9	0.3	112	14	8	r
5100	"UGC 11597"	0.58	0.01	20.3	0.3	98	14	4	a
5102	"UGC 11597"	0.61	0.01	21.3	0.3	106	13	5	r
5101	"UGC 11597"	0.61	0.01	21.3	0.3	141	10	5	a
5103	"UGC 11597"	0.64	0.01	22.4	0.3	140	13	4	a
5104	"UGC 11597"	0.64	0.01	22.4	0.3	85	8	7	r
5105	"UGC 11597"	0.68	0.01	23.8	0.3	116	16	6	a
5106	"UGC 11597"	0.68	0.01	23.8	0.3	77	13	5	r
5107	"UGC 11597"	0.7	0.01	24.5	0.3	142	13	6	a
5108	"UGC 11597"	0.71	0.01	24.8	0.3	99	17	3	r
5109	"UGC 11597"	0.75	0.01	26.2	0.3	109	23	5	a
5110	"UGC 11597"	0.75	0.01	26.2	0.3	95	7	7	r
5112	"UGC 11597"	0.78	0.01	27.3	0.3	88	7	4	r
5111	"UGC 11597"	0.78	0.01	27.3	0.3	129	11	4	a
5113	"UGC 11597"	0.81	0.01	28.3	0.3	83	8	6	r
5114	"UGC 11597"	0.82	0.01	28.7	0.3	125	10	8	a
5115	"UGC 11597"	0.85	0.01	29.7	0.3	108	6	3	a
5116	"UGC 11597"	0.85	0.01	29.7	0.3	124	10	7	r
5117	"UGC 11597"	0.88	0.01	30.8	0.3	117	9	11	r
5118	"UGC 11597"	0.89	0.01	31.1	0.3	152	9	2	a
5119	"UGC 11597"	0.92	0.01	32.2	0.3	119	12	3	a
5120	"UGC 11597"	0.92	0.01	32.2	0.3	141	8	10	r
5121	"UGC 11597"	0.95	0.01	33.2	0.3	141	13	4	a
5122	"UGC 11597"	0.96	0.01	33.6	0.3	134	7	24	r
5124	"UGC 11597"	0.99	0.01	34.6	0.3	147	5	14	r
5123	"UGC 11597"	0.99	0.01	34.6	0.3	121	15	6	a
5125	"UGC 11597"	1.02	0.01	35.7	0.3	127	9	12	r
5126	"UGC 11597"	1.03	0.01	36.0	0.3	137	5	3	a
5127	"UGC 11597"	1.06	0.01	37.1	0.3	137	7	3	a
5128	"UGC 11597"	1.06	0.01	37.1	0.3	126	10	10	r
5129	"UGC 11597"	1.09	0.01	38.1	0.3	117	15	8	r
5130	"UGC 11597"	1.1	0.01	38.5	0.3	143	20	5	a
5132	"UGC 11597"	1.13	0.01	39.5	0.3	144	7	7	r
5131	"UGC 11597"	1.13	0.01	39.5	0.3	124	10	3	a
5133	"UGC 11597"	1.15	0.0	40.2	0.0	128	4	3	a
5134	"UGC 11597"	1.16	0.01	40.6	0.3	137	14	4	r
5135	"UGC 11597"	1.2	0.01	42.0	0.3	112	18	2	a
5136	"UGC 11597"	1.2	0.01	42.0	0.3	125	11	8	r
5137	"UGC 11597"	1.22	0.0	42.7	0.0	77	23	1	a
5138	"UGC 11597"	1.24	0.01	43.4	0.3	145	18	5	r
5139	"UGC 11597"	1.26	0.01	44.0	0.3	116	9	5	a
5140	"UGC 11597"	1.27	0.01	44.4	0.3	128	3	3	r
5141	"UGC 11597"	1.3	0.01	45.4	0.3	115	11	9	r
5142	"UGC 11597"	1.32	0.0	46.1	0.0	118	0	2	a
5143	"UGC 11597"	1.34	0.01	46.8	0.3	153	20	5	r
5144	"UGC 11597"	1.37	0.0	47.9	0.0	122	13	2	a
5145	"UGC 11597"	1.37	0.01	47.9	0.3	85	14	6	r
5146	"UGC 11597"	1.42	0.01	49.6	0.3	110	24	4	r
5147	"UGC 11597"	1.45	0.01	50.7	0.3	134	12	6	r
5149	"UGC 11597"	1.47	0.01	51.4	0.3	134	14	6	r
5148	"UGC 11597"	1.47	0.01	51.4	0.3	135	10	3	a
5150	"UGC 11597"	1.51	0.01	52.8	0.3	107	10	11	r
5151	"UGC 11597"	1.52	0.01	53.1	0.3	77	13	2	a
5152	"UGC 11597"	1.54	0.01	53.8	0.3	111	8	10	r
5153	"UGC 11597"	1.55	0.01	54.2	0.3	98	14	4	a
5154	"UGC 11597"	1.58	0.01	55.2	0.3	126	9	13	r
5155	"UGC 11597"	1.59	0.01	55.6	0.3	151	16	7	a
5156	"UGC 11597"	1.61	0.01	56.3	0.3	118	9	8	a
5157	"UGC 11597"	1.61	0.01	56.3	0.3	120	6	19	r
5158	"UGC 11597"	1.65	0.01	57.7	0.3	103	3	19	r
5159	"UGC 11597"	1.66	0.0	58.0	0.0	133	9	2	a
5160	"UGC 11597"	1.68	0.01	58.7	0.3	123	12	7	a
5161	"UGC 11597"	1.68	0.01	58.7	0.3	114	5	16	r
5162	"UGC 11597"	1.71	0.01	59.8	0.3	110	4	24	r
5163	"UGC 11597"	1.75	0.01	61.2	0.3	114	5	24	r
5164	"UGC 11597"	1.77	0.05	61.9	1.7	111	7	24	a
5165	"UGC 11597"	1.78	0.01	62.2	0.3	122	5	24	r
5166	"UGC 11597"	1.81	0.01	63.3	0.3	119	4	24	r
5167	"UGC 11597"	1.84	0.01	64.3	0.3	127	3	24	r
5168	"UGC 11597"	1.86	0.01	65.0	0.3	128	4	24	r
5169	"UGC 11597"	1.89	0.01	66.1	0.3	126	5	24	r
5170	"UGC 11597"	1.91	0.03	66.8	1.0	123	9	24	a
5171	"UGC 11597"	1.91	0.01	66.8	0.3	137	6	24	r
5172	"UGC 11597"	1.94	0.01	67.8	0.3	125	3	24	r
5173	"UGC 11597"	1.97	0.01	68.9	0.3	138	4	24	r
5174	"UGC 11597"	1.99	0.01	69.6	0.3	131	5	24	r
5175	"UGC 11597"	2.0	0.02	69.9	0.7	127	7	24	a
5176	"UGC 11597"	2.01	0.01	70.3	0.3	134	4	24	r
5177	"UGC 11597"	2.04	0.01	71.3	0.3	134	4	24	r
5178	"UGC 11597"	2.06	0.01	72.0	0.3	131	5	24	r
5179	"UGC 11597"	2.09	0.02	73.1	0.7	123	6	24	a
5180	"UGC 11597"	2.09	0.01	73.1	0.3	136	5	24	r
5181	"UGC 11597"	2.12	0.01	74.1	0.3	139	3	24	r
5182	"UGC 11597"	2.15	0.01	75.2	0.3	142	3	24	r
5183	"UGC 11597"	2.16	0.02	75.5	0.7	125	5	24	a
5184	"UGC 11597"	2.18	0.01	76.2	0.3	138	4	24	r
5185	"UGC 11597"	2.21	0.01	77.3	0.3	143	5	24	r
5186	"UGC 11597"	2.22	0.01	77.6	0.3	132	4	24	a
5187	"UGC 11597"	2.24	0.01	78.3	0.3	142	4	24	r
5188	"UGC 11597"	2.26	0.01	79.0	0.3	129	6	24	r
5189	"UGC 11597"	2.28	0.02	79.7	0.7	124	6	24	a
5190	"UGC 11597"	2.28	0.01	79.7	0.3	136	4	24	r
5191	"UGC 11597"	2.31	0.01	80.8	0.3	138	3	24	r
5192	"UGC 11597"	2.33	0.0	81.5	0.0	136	3	24	r
5193	"UGC 11597"	2.35	0.02	82.2	0.7	126	7	24	a
5194	"UGC 11597"	2.35	0.01	82.2	0.3	137	4	24	r
5195	"UGC 11597"	2.37	0.01	82.9	0.3	135	5	24	r
5196	"UGC 11597"	2.39	0.01	83.6	0.3	137	3	24	r
5197	"UGC 11597"	2.41	0.01	84.3	0.3	134	4	24	r
5198	"UGC 11597"	2.43	0.0	85.0	0.0	136	4	24	r
5199	"UGC 11597"	2.44	0.03	85.3	1.0	124	6	24	a
5200	"UGC 11597"	2.45	0.01	85.7	0.3	132	3	24	r
5201	"UGC 11597"	2.47	0.0	86.4	0.0	134	3	24	r
5202	"UGC 11597"	2.48	0.0	86.7	0.0	127	3	24	r
5203	"UGC 11597"	2.49	0.0	87.1	0.0	133	2	24	r
5204	"UGC 11597"	2.51	0.0	87.7	0.0	130	4	24	r
5205	"UGC 11597"	2.52	0.0	88.1	0.0	132	3	24	r
5206	"UGC 11597"	2.54	0.03	88.8	1.0	121	7	24	a
5207	"UGC 11597"	2.54	0.01	88.8	0.3	135	3	24	r
5208	"UGC 11597"	2.55	0.0	89.1	0.0	140	3	24	r
5209	"UGC 11597"	2.57	0.01	89.8	0.3	131	3	24	r
5210	"UGC 11597"	2.58	0.0	90.2	0.0	142	3	24	r
5211	"UGC 11597"	2.6	0.0	90.9	0.0	133	5	24	r
5212	"UGC 11597"	2.61	0.0	91.2	0.0	137	4	24	r
5213	"UGC 11597"	2.63	0.03	91.9	1.0	116	7	24	a
5214	"UGC 11597"	2.63	0.01	91.9	0.3	134	3	24	r
5215	"UGC 11597"	2.65	0.0	92.6	0.0	142	3	24	r
5216	"UGC 11597"	2.67	0.01	93.3	0.3	132	4	24	r
5217	"UGC 11597"	2.68	0.0	93.7	0.0	139	4	24	r
5218	"UGC 11597"	2.69	0.0	94.0	0.0	133	4	24	r
5219	"UGC 11597"	2.7	0.02	94.4	0.7	119	7	24	a
5220	"UGC 11597"	2.71	0.0	94.7	0.0	132	3	24	r
5221	"UGC 11597"	2.72	0.0	95.1	0.0	129	3	24	r
5222	"UGC 11597"	2.74	0.0	95.8	0.0	135	3	24	r
5223	"UGC 11597"	2.75	0.0	96.1	0.0	129	3	24	r
5224	"UGC 11597"	2.76	0.0	96.5	0.0	132	3	24	r
5225	"UGC 11597"	2.77	0.0	96.8	0.0	126	3	24	r
5226	"UGC 11597"	2.79	0.03	97.5	1.0	116	6	24	a
5227	"UGC 11597"	2.79	0.0	97.5	0.0	136	2	24	r
5228	"UGC 11597"	2.8	0.0	97.9	0.0	131	3	24	r
5229	"UGC 11597"	2.81	0.0	98.2	0.0	136	4	24	r
5230	"UGC 11597"	2.83	0.0	98.9	0.0	133	5	24	r
5231	"UGC 11597"	2.84	0.01	99.3	0.3	123	4	24	r
5232	"UGC 11597"	2.86	0.02	100.0	0.7	108	6	24	a
5233	"UGC 11597"	2.86	0.01	100.0	0.3	132	3	24	r
5234	"UGC 11597"	2.88	0.0	100.7	0.0	126	5	24	r
5235	"UGC 11597"	2.89	0.01	101.0	0.3	127	4	24	r
5236	"UGC 11597"	2.9	0.0	101.4	0.0	141	3	24	r
5237	"UGC 11597"	2.92	0.01	102.1	0.3	133	5	24	r
5238	"UGC 11597"	2.94	0.02	102.8	0.7	95	6	24	a
5239	"UGC 11597"	2.94	0.01	102.8	0.3	126	5	24	r
5240	"UGC 11597"	2.95	0.0	103.1	0.0	132	5	24	r
5241	"UGC 11597"	2.97	0.01	103.8	0.3	131	5	24	r
5242	"UGC 11597"	2.98	0.0	104.2	0.0	134	3	24	r
5243	"UGC 11597"	3.0	0.0	104.9	0.0	133	4	24	r
5244	"UGC 11597"	3.02	0.0	105.6	0.0	146	3	24	r
5245	"UGC 11597"	3.03	0.01	105.9	0.3	138	3	24	r
5246	"UGC 11597"	3.04	0.03	106.3	1.0	122	7	24	a
5247	"UGC 11597"	3.05	0.0	106.6	0.0	125	5	24	r
5248	"UGC 11597"	3.06	0.0	107.0	0.0	138	4	24	r
5249	"UGC 11597"	3.08	0.0	107.7	0.0	132	3	24	r
5250	"UGC 11597"	3.09	0.0	108.0	0.0	131	3	24	r
5251	"UGC 11597"	3.11	0.0	108.7	0.0	134	3	24	r
5252	"UGC 11597"	3.12	0.0	109.1	0.0	136	3	24	r
5253	"UGC 11597"	3.14	0.02	109.8	0.7	108	6	24	a
5254	"UGC 11597"	3.14	0.01	109.8	0.3	128	5	24	r
5255	"UGC 11597"	3.16	0.0	110.5	0.0	137	4	24	r
5256	"UGC 11597"	3.18	0.01	111.2	0.3	142	4	24	r
5257	"UGC 11597"	3.2	0.0	111.9	0.0	123	5	24	r
5259	"UGC 11597"	3.22	0.01	112.6	0.3	135	4	24	r
5258	"UGC 11597"	3.22	0.02	112.6	0.7	119	7	24	a
5260	"UGC 11597"	3.24	0.01	113.3	0.3	128	4	24	r
5261	"UGC 11597"	3.26	0.01	114.0	0.3	133	5	24	r
5262	"UGC 11597"	3.28	0.0	114.7	0.0	129	4	24	r
5263	"UGC 11597"	3.29	0.02	115.0	0.7	132	5	24	a
5264	"UGC 11597"	3.3	0.01	115.4	0.3	138	5	24	r
5265	"UGC 11597"	3.32	0.01	116.1	0.3	138	5	24	r
5266	"UGC 11597"	3.34	0.0	116.8	0.0	129	4	24	r
5267	"UGC 11597"	3.35	0.01	117.1	0.3	144	5	24	a
5268	"UGC 11597"	3.35	0.01	117.1	0.3	146	6	24	r
5269	"UGC 11597"	3.37	0.0	117.8	0.0	132	5	24	r
5270	"UGC 11597"	3.39	0.01	118.5	0.3	122	4	24	r
5271	"UGC 11597"	3.4	0.01	118.9	0.3	158	4	24	a
5272	"UGC 11597"	3.4	0.0	118.9	0.0	141	4	24	r
5273	"UGC 11597"	3.42	0.0	119.6	0.0	137	4	24	r
5274	"UGC 11597"	3.43	0.0	119.9	0.0	131	4	24	r
5275	"UGC 11597"	3.44	0.01	120.3	0.3	156	4	24	a
5276	"UGC 11597"	3.45	0.0	120.6	0.0	135	3	24	r
5277	"UGC 11597"	3.46	0.0	121.0	0.0	138	4	24	r
5278	"UGC 11597"	3.47	0.01	121.3	0.3	137	4	24	r
5279	"UGC 11597"	3.48	0.01	121.7	0.3	158	4	24	a
5280	"UGC 11597"	3.49	0.0	122.0	0.0	133	3	24	r
5281	"UGC 11597"	3.51	0.0	122.7	0.0	132	3	24	r
5282	"UGC 11597"	3.52	0.0	123.1	0.0	133	3	24	r
5283	"UGC 11597"	3.53	0.01	123.4	0.3	158	4	24	a
5284	"UGC 11597"	3.53	0.0	123.4	0.0	137	3	24	r
5285	"UGC 11597"	3.54	0.0	123.8	0.0	139	4	24	r
5286	"UGC 11597"	3.55	0.0	124.1	0.0	143	4	24	r
5287	"UGC 11597"	3.56	0.0	124.5	0.0	139	4	24	r
5288	"UGC 11597"	3.57	0.0	124.8	0.0	138	4	24	r
5289	"UGC 11597"	3.58	0.02	125.2	0.7	154	6	24	a
5290	"UGC 11597"	3.59	0.0	125.5	0.0	139	2	24	r
5291	"UGC 11597"	3.6	0.0	125.9	0.0	137	3	24	r
5292	"UGC 11597"	3.61	0.0	126.2	0.0	142	4	24	r
5293	"UGC 11597"	3.62	0.0	126.6	0.0	140	4	24	r
5294	"UGC 11597"	3.63	0.0	126.9	0.0	135	3	24	r
5295	"UGC 11597"	3.64	0.02	127.3	0.7	151	6	24	a
5296	"UGC 11597"	3.64	0.0	127.3	0.0	136	3	24	r
5297	"UGC 11597"	3.65	0.0	127.6	0.0	139	3	24	r
5298	"UGC 11597"	3.67	0.0	128.3	0.0	143	3	24	r
5299	"UGC 11597"	3.68	0.0	128.7	0.0	139	3	24	r
5300	"UGC 11597"	3.69	0.0	129.0	0.0	143	3	24	r
5301	"UGC 11597"	3.7	0.01	129.4	0.3	157	4	24	a
5302	"UGC 11597"	3.7	0.0	129.4	0.0	144	5	24	r
5303	"UGC 11597"	3.71	0.0	129.7	0.0	142	3	24	r
5304	"UGC 11597"	3.72	0.0	130.1	0.0	143	4	24	r
5305	"UGC 11597"	3.73	0.0	130.4	0.0	141	5	24	r
5306	"UGC 11597"	3.74	0.0	130.8	0.0	141	4	24	r
5307	"UGC 11597"	3.74	0.0	130.8	0.0	145	3	24	r
5308	"UGC 11597"	3.75	0.0	131.1	0.0	142	4	24	r
5309	"UGC 11597"	3.76	0.0	131.5	0.0	145	5	24	r
5310	"UGC 11597"	3.77	0.0	131.8	0.0	146	5	24	r
5312	"UGC 11597"	3.78	0.0	132.1	0.0	137	4	24	r
5311	"UGC 11597"	3.78	0.03	132.1	1.0	155	4	24	a
5313	"UGC 11597"	3.78	0.0	132.1	0.0	151	5	24	r
5314	"UGC 11597"	3.79	0.0	132.5	0.0	134	2	24	r
5315	"UGC 11597"	3.8	0.0	132.8	0.0	134	3	24	r
5317	"UGC 11597"	3.81	0.0	133.2	0.0	141	5	24	r
5316	"UGC 11597"	3.81	0.0	133.2	0.0	139	3	24	r
5318	"UGC 11597"	3.82	0.0	133.5	0.0	132	4	24	r
5319	"UGC 11597"	3.83	0.0	133.9	0.0	141	4	24	r
5320	"UGC 11597"	3.84	0.0	134.2	0.0	142	5	24	r
5321	"UGC 11597"	3.84	0.0	134.2	0.0	138	5	24	r
5322	"UGC 11597"	3.85	0.0	134.6	0.0	134	4	24	r
5323	"UGC 11597"	3.86	0.0	134.9	0.0	150	5	24	r
5324	"UGC 11597"	3.86	0.0	134.9	0.0	138	4	24	r
5325	"UGC 11597"	3.87	0.0	135.3	0.0	144	4	24	r
5326	"UGC 11597"	3.88	0.03	135.6	1.0	152	5	24	a
5327	"UGC 11597"	3.88	0.0	135.6	0.0	148	4	24	r
5328	"UGC 11597"	3.89	0.0	136.0	0.0	143	3	24	r
5329	"UGC 11597"	3.9	0.0	136.3	0.0	134	4	24	r
5330	"UGC 11597"	3.9	0.0	136.3	0.0	138	4	24	r
5331	"UGC 11597"	3.91	0.0	136.7	0.0	144	3	24	r
5332	"UGC 11597"	3.92	0.0	137.0	0.0	136	3	24	r
5333	"UGC 11597"	3.93	0.0	137.4	0.0	139	4	24	r
5334	"UGC 11597"	3.94	0.0	137.7	0.0	145	3	24	r
5335	"UGC 11597"	3.95	0.0	138.1	0.0	150	4	24	r
5336	"UGC 11597"	3.96	0.02	138.4	0.7	161	3	24	a
5337	"UGC 11597"	3.96	0.0	138.4	0.0	137	4	24	r
5338	"UGC 11597"	3.97	0.0	138.8	0.0	148	4	24	r
5339	"UGC 11597"	3.97	0.0	138.8	0.0	137	3	24	r
5340	"UGC 11597"	3.98	0.0	139.1	0.0	143	4	24	r
5341	"UGC 11597"	3.99	0.0	139.5	0.0	143	4	24	r
5342	"UGC 11597"	4.0	0.0	139.8	0.0	144	3	24	r
5343	"UGC 11597"	4.01	0.0	140.2	0.0	140	3	24	r
5344	"UGC 11597"	4.03	0.02	140.9	0.7	163	4	24	a
5345	"UGC 11597"	4.03	0.0	140.9	0.0	146	4	24	r
5346	"UGC 11597"	4.04	0.0	141.2	0.0	143	3	24	r
5347	"UGC 11597"	4.05	0.0	141.6	0.0	147	4	24	r
5348	"UGC 11597"	4.06	0.0	141.9	0.0	143	4	24	r
5349	"UGC 11597"	4.07	0.0	142.3	0.0	148	4	24	r
5350	"UGC 11597"	4.08	0.0	142.6	0.0	144	3	24	r
5351	"UGC 11597"	4.09	0.0	143.0	0.0	150	4	24	r
5352	"UGC 11597"	4.1	0.02	143.3	0.7	163	3	24	a
5353	"UGC 11597"	4.1	0.0	143.3	0.0	144	4	24	r
5354	"UGC 11597"	4.11	0.0	143.7	0.0	142	2	24	r
5355	"UGC 11597"	4.12	0.0	144.0	0.0	144	4	24	r
5356	"UGC 11597"	4.13	0.0	144.4	0.0	148	3	24	r
5357	"UGC 11597"	4.14	0.0	144.7	0.0	145	5	24	r
5358	"UGC 11597"	4.15	0.0	145.1	0.0	142	3	24	r
5359	"UGC 11597"	4.16	0.0	145.4	0.0	152	3	24	r
5360	"UGC 11597"	4.17	0.0	145.8	0.0	141	5	24	r
5361	"UGC 11597"	4.18	0.03	146.1	1.0	170	2	24	a
5362	"UGC 11597"	4.19	0.01	146.5	0.3	153	4	24	r
5363	"UGC 11597"	4.2	0.0	146.8	0.0	152	4	24	r
5364	"UGC 11597"	4.21	0.0	147.2	0.0	146	5	24	r
5365	"UGC 11597"	4.22	0.0	147.5	0.0	148	4	24	r
5366	"UGC 11597"	4.24	0.0	148.2	0.0	153	5	24	r
5367	"UGC 11597"	4.25	0.0	148.6	0.0	158	6	24	r
5368	"UGC 11597"	4.27	0.0	149.3	0.0	158	4	24	r
5369	"UGC 11597"	4.28	0.0	149.6	0.0	153	3	24	r
5370	"UGC 11597"	4.3	0.01	150.3	0.3	160	5	24	r
5371	"UGC 11597"	4.32	0.01	151.0	0.3	152	5	24	r
5372	"UGC 11597"	4.33	0.05	151.4	1.7	169	4	24	a
5373	"UGC 11597"	4.33	0.01	151.4	0.3	161	6	24	r
5374	"UGC 11597"	4.35	0.01	152.1	0.3	163	5	24	r
5375	"UGC 11597"	4.37	0.01	152.8	0.3	151	6	24	r
5376	"UGC 11597"	4.39	0.01	153.5	0.3	164	5	24	r
5377	"UGC 11597"	4.41	0.01	154.2	0.3	152	6	24	r
5378	"UGC 11597"	4.44	0.01	155.2	0.3	174	6	24	r
5379	"UGC 11597"	4.46	0.01	155.9	0.3	168	6	24	r
5380	"UGC 11597"	4.48	0.01	156.6	0.3	177	5	24	r
5381	"UGC 11597"	4.49	0.05	157.0	1.7	166	3	13	a
5382	"UGC 11597"	4.51	0.01	157.7	0.3	169	4	24	r
5383	"UGC 11597"	4.54	0.01	158.7	0.3	167	5	24	r
5384	"UGC 11597"	4.56	0.01	159.4	0.3	167	5	24	r
5385	"UGC 11597"	4.58	0.01	160.1	0.3	166	5	24	r
5386	"UGC 11597"	4.6	0.01	160.8	0.3	170	4	24	r
5387	"UGC 11597"	4.62	0.01	161.5	0.3	173	6	24	r
5388	"UGC 11597"	4.64	0.01	162.2	0.3	163	5	24	r
5389	"UGC 11597"	4.66	0.01	162.9	0.3	160	5	24	r
5390	"UGC 11597"	4.69	0.01	164.0	0.3	173	3	24	r
5391	"UGC 11597"	4.71	0.01	164.7	0.3	167	5	24	r
5392	"UGC 11597"	4.73	0.01	165.4	0.3	169	4	24	r
