recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
2171	187	6.75	0.05	81.9	0.6	125	4	18	r
2172	187	6.84	0.11	83.0	1.3	133	5	18	a
2173	187	6.92	0.07	83.9	0.8	141	4	18	r
2174	187	7.26	0.17	88.1	2.1	143	5	15	r
2175	187	7.31	0.13	88.7	1.6	129	4	18	a
2176	187	7.92	0.22	96.1	2.7	132	5	18	a
2177	189	0.12	0.0	1.4	0.0	-6	10	1	r
2178	189	0.13	0.0	1.6	0.0	-12	10	1	a
2179	189	0.22	0.0	2.6	0.0	5	10	1	a
2180	189	0.33	0.0	4.0	0.0	-13	10	1	r
2181	189	0.38	0.02	4.6	0.3	6	6	4	a
2182	189	0.39	0.02	4.8	0.3	25	4	2	r
2183	189	0.47	0.0	5.7	0.0	29	10	1	r
2184	189	0.47	0.03	5.7	0.3	16	1	2	a
2185	189	0.58	0.0	7.0	0.0	27	10	1	a
2186	189	0.63	0.02	7.6	0.2	30	3	5	a
2187	189	0.73	0.02	8.8	0.3	30	4	2	a
2188	189	0.76	0.01	9.2	0.2	19	1	2	r
2189	189	0.82	0.0	9.9	0.0	59	10	1	r
2190	189	0.83	0.02	10.0	0.3	30	4	3	a
2191	189	0.88	0.0	10.7	0.0	40	10	1	r
2192	189	0.9	0.02	10.9	0.2	32	10	5	a
2193	189	1.1	0.17	13.4	2.0	37	3	20	a
2194	189	1.69	0.52	20.6	6.3	54	3	19	r
2195	189	1.8	0.33	21.9	4.1	49	3	19	a
2196	191	0.1	0.0	1.2	0.0	24	4	1	r
2197	191	0.14	0.0	1.7	0.0	32	4	1	a
2198	191	0.21	0.0	2.6	0.0	25	4	1	a
2199	191	0.33	0.0	4.0	0.0	51	4	1	a
2200	191	0.35	0.0	4.3	0.0	49	4	1	a
2201	191	0.4	0.0	4.9	0.0	42	4	1	r
2202	191	0.46	0.01	5.6	0.2	63	3	2	a
2203	191	0.56	0.02	6.7	0.3	59	4	4	a
2204	191	0.79	0.16	9.6	1.9	68	1	23	a
2205	191	0.93	0.16	11.2	2.0	72	2	23	r
2206	191	1.31	0.13	15.9	1.5	76	1	23	a
2207	191	1.39	0.12	16.9	1.4	83	1	23	r
2208	191	1.75	0.17	21.2	2.0	92	1	14	a
2209	191	1.89	0.19	23.0	2.3	87	1	22	r
2210	192	0.15	0.0	1.9	0.0	-33	4	1	r
2211	192	0.18	0.0	2.2	0.0	-35	4	1	r
2212	192	0.24	0.0	2.9	0.0	-11	4	1	a
2213	192	0.27	0.01	3.2	0.1	0	0	2	a
2214	192	0.4	0.0	4.9	0.0	-25	3	2	r
2215	192	0.41	0.01	4.9	0.1	-4	4	3	a
2216	192	0.44	0.0	5.3	0.0	7	4	1	r
2217	192	0.67	0.01	8.1	0.1	-21	3	2	a
2218	193	0.06	0.0	0.7	0.0	-7	10	1	a
2219	193	0.08	0.0	0.9	0.0	-7	10	1	r
2220	193	0.13	0.01	1.6	0.1	-11	1	2	r
2221	193	0.21	0.01	2.5	0.1	-2	2	4	r
2222	193	0.22	0.01	2.7	0.2	0	4	3	a
2223	193	0.3	0.02	3.7	0.2	1	6	4	r
2224	193	0.31	0.01	3.7	0.1	19	2	3	a
2225	193	0.38	0.02	4.6	0.2	17	1	5	r
2226	193	0.39	0.01	4.8	0.2	18	10	4	a
2227	193	0.46	0.0	5.6	0.0	12	10	1	a
2228	193	0.47	0.03	5.7	0.4	22	6	6	r
2229	193	0.55	0.01	6.7	0.1	34	3	5	a
2230	193	0.56	0.03	6.8	0.3	29	3	10	r
2231	193	0.63	0.01	7.7	0.1	27	0	2	a
2232	193	0.65	0.02	7.9	0.3	21	6	5	r
2233	193	0.71	0.02	8.7	0.2	35	3	3	a
2234	193	0.73	0.03	8.9	0.3	31	2	12	r
2235	193	0.8	0.03	9.7	0.3	28	5	4	a
2236	193	0.83	0.03	10.1	0.4	35	3	6	r
2237	193	0.89	0.03	10.8	0.3	35	3	8	a
2238	193	0.9	0.02	10.9	0.3	42	1	8	r
2239	193	1.0	0.01	12.2	0.2	35	6	9	a
2240	193	1.0	0.02	12.2	0.3	30	2	10	r
2241	193	1.07	0.02	13.0	0.3	34	2	16	r
2242	193	1.08	0.01	13.1	0.2	33	5	4	a
2243	193	1.12	0.03	13.6	0.4	33	2	18	r
2244	193	1.2	0.06	14.5	0.8	42	3	18	a
2245	193	1.23	0.03	15.0	0.4	35	2	18	r
2246	193	1.33	0.03	16.1	0.4	40	1	18	r
2247	193	1.4	0.06	17.0	0.7	40	2	18	a
2248	193	1.44	0.04	17.5	0.5	42	2	18	r
2249	193	1.57	0.05	19.0	0.6	48	3	18	a
2250	193	1.62	0.05	19.7	0.7	48	3	18	r
2251	193	1.73	0.04	21.0	0.4	47	2	18	a
2252	193	1.85	0.06	22.5	0.7	53	3	18	r
2253	193	1.85	0.04	22.5	0.5	49	2	18	a
2254	193	2.05	0.06	24.9	0.8	51	3	18	a
2255	193	2.11	0.11	25.7	1.4	60	3	18	r
2256	193	2.27	0.07	27.5	0.8	59	2	18	a
2257	193	2.47	0.05	30.0	0.6	58	2	18	a
2258	193	2.52	0.08	30.6	1.0	65	2	18	r
2259	193	2.62	0.04	31.8	0.5	61	2	18	a
2260	193	2.73	0.09	33.1	1.1	67	2	18	r
2261	193	2.76	0.03	33.5	0.4	70	2	18	a
2262	193	2.87	0.03	34.9	0.3	68	1	18	a
2263	193	2.95	0.02	35.8	0.2	72	2	18	a
2264	193	3.03	0.02	36.7	0.2	79	2	18	a
2265	193	3.1	0.02	37.6	0.2	81	1	18	a
2266	193	3.17	0.02	38.5	0.3	81	1	18	a
2267	193	3.27	0.04	39.7	0.5	80	1	18	a
2268	193	3.43	0.07	41.6	0.8	78	1	18	a
2269	193	3.79	0.17	46.0	2.1	83	3	13	a
2270	197	0.14	0.01	1.7	0.1	6	7	2	r
2271	197	0.17	0.0	2.0	0.0	22	13	1	a
2272	197	0.22	0.0	2.6	0.0	27	13	1	a
2273	197	0.29	0.01	3.6	0.1	34	5	2	a
2274	197	0.32	0.03	3.8	0.4	30	3	4	r
2275	197	0.36	0.0	4.4	0.0	42	0	2	a
2276	197	0.42	0.0	5.1	0.0	43	13	1	r
2277	197	0.44	0.0	5.4	0.0	25	13	1	r
2278	197	0.48	0.02	5.8	0.3	54	1	2	a
2279	197	0.57	0.0	7.0	0.0	56	12	2	a
2280	197	0.57	0.02	7.0	0.3	65	5	4	r
2281	197	0.62	0.01	7.5	0.1	47	8	2	r
2282	197	0.65	0.0	7.9	0.0	67	13	1	a
2283	197	0.72	0.03	8.8	0.3	59	5	6	a
2284	197	0.77	0.0	9.4	0.0	47	13	1	r
2285	197	0.82	0.03	10.0	0.3	64	4	5	r
2286	197	0.83	0.01	10.1	0.1	63	4	3	a
2287	197	0.88	0.01	10.7	0.1	58	3	2	r
2288	197	0.92	0.0	11.1	0.0	84	2	2	a
2289	197	0.99	0.03	12.0	0.4	68	13	3	r
2290	197	1.0	0.03	12.2	0.3	66	5	3	a
2291	197	1.08	0.02	13.1	0.3	76	2	4	a
2292	197	1.09	0.0	13.2	0.0	68	2	2	r
2293	197	1.13	0.0	13.8	0.0	56	13	1	a
2294	197	1.14	0.01	13.8	0.1	68	1	3	r
2295	197	1.24	0.03	15.0	0.4	72	6	4	r
2296	197	1.26	0.01	15.3	0.2	72	6	3	a
2297	197	1.31	0.0	15.9	0.0	57	13	1	r
2298	197	1.33	0.0	16.2	0.0	66	1	2	a
2299	197	1.41	0.02	17.1	0.3	75	2	2	r
2300	197	1.43	0.03	17.3	0.4	62	4	2	a
2301	197	1.51	0.02	18.4	0.3	81	4	2	a
2302	197	1.51	0.02	18.4	0.3	79	3	4	r
2303	197	1.6	0.02	19.5	0.2	80	6	4	r
2304	197	1.61	0.02	19.5	0.2	72	3	3	a
2305	197	1.69	0.01	20.5	0.1	72	4	3	r
2306	197	1.73	0.0	21.0	0.0	68	13	1	a
2307	197	1.77	0.03	21.5	0.3	101	8	3	r
2308	197	1.77	0.03	21.5	0.3	86	4	6	a
2309	197	2.01	0.14	24.4	1.7	82	2	19	a
2310	197	2.3	0.37	28.0	4.5	91	3	19	r
2311	197	2.44	0.11	29.6	1.3	93	3	19	a
2312	197	2.93	0.18	35.6	2.1	99	2	19	a
2313	197	3.35	0.25	40.6	3.1	106	4	14	r
2314	197	3.61	0.29	43.8	3.5	113	4	17	a
2315	198	0.17	0.0	2.0	0.0	45	10	1	r
2316	198	0.18	0.0	2.2	0.0	-6	10	1	a
2317	198	0.22	0.03	2.7	0.4	22	3	3	r
2318	198	0.31	0.01	3.7	0.1	33	10	2	r
2319	198	0.38	0.01	4.6	0.1	22	6	5	r
2320	198	0.4	0.0	4.9	0.0	16	10	1	a
2321	198	0.43	0.0	5.3	0.0	-6	10	1	r
2322	198	0.46	0.0	5.5	0.0	11	10	1	a
2323	198	0.54	0.03	6.6	0.3	10	1	4	r
2324	198	0.65	0.02	7.9	0.3	8	4	2	r
2325	198	0.68	0.0	8.2	0.0	37	10	1	a
2326	198	0.73	0.02	8.9	0.3	21	4	4	r
2327	198	0.75	0.0	9.2	0.0	40	10	1	a
2328	198	0.77	0.0	9.3	0.0	15	8	2	a
2329	198	0.79	0.01	9.6	0.1	26	8	3	r
2330	198	0.88	0.03	10.6	0.4	30	0	2	r
2331	198	0.91	0.03	11.0	0.4	41	7	4	a
2332	198	0.97	0.02	11.8	0.3	22	3	3	r
2333	198	0.97	0.0	11.8	0.0	53	10	1	a
2334	198	1.06	0.02	12.8	0.3	44	3	6	r
2335	198	1.06	0.02	12.9	0.2	37	5	6	a
2336	198	1.15	0.02	14.0	0.3	44	0	2	r
2337	198	1.17	0.01	14.2	0.1	41	6	4	a
2338	198	1.4	0.15	17.0	1.8	52	2	25	r
2339	198	1.52	0.2	18.4	2.4	45	2	25	a
2340	198	1.87	0.11	22.7	1.4	59	2	25	r
2341	198	1.95	0.08	23.7	1.0	52	2	25	a
2342	198	2.18	0.06	26.5	0.7	76	2	25	r
2343	198	2.2	0.08	26.7	0.9	63	2	25	a
2344	198	2.37	0.05	28.8	0.6	72	2	25	r
2345	198	2.47	0.09	30.0	1.1	70	2	25	a
2346	198	2.6	0.08	31.6	1.0	75	3	25	r
2347	198	2.77	0.1	33.6	1.2	72	2	25	a
2348	198	2.92	0.1	35.5	1.2	85	2	25	r
2349	198	3.26	0.15	39.5	1.8	83	2	25	a
2350	198	3.4	0.17	41.2	2.0	84	3	25	r
2351	198	3.97	0.51	48.2	6.2	93	2	25	a
2352	198	4.1	0.17	49.7	2.1	81	2	17	r
2353	199	0.06	0.0	0.7	0.0	-33	14	1	r
2354	199	0.08	0.0	1.0	0.0	31	14	1	a
2355	199	0.11	0.0	1.3	0.0	23	14	1	a
2356	199	0.14	0.01	1.7	0.1	-8	5	3	r
2357	199	0.19	0.0	2.3	0.0	-5	14	1	r
2358	199	0.23	0.02	2.8	0.2	27	2	2	a
2359	199	0.3	0.03	3.6	0.3	15	3	5	r
2360	199	0.32	0.0	3.9	0.0	35	14	1	a
2361	199	0.39	0.02	4.8	0.2	23	1	4	r
2362	199	0.4	0.02	4.9	0.2	49	5	2	a
2363	199	0.45	0.0	5.5	0.0	54	7	2	a
2364	199	0.46	0.03	5.5	0.3	29	6	6	r
2365	199	0.55	0.03	6.7	0.3	27	7	6	r
2366	199	0.56	0.01	6.7	0.2	31	14	3	a
2367	199	0.66	0.01	8.0	0.2	32	11	5	r
2368	199	0.66	0.01	8.0	0.2	32	13	3	a
2369	199	0.71	0.02	8.6	0.3	43	5	5	r
2370	199	0.71	0.03	8.6	0.3	35	6	5	a
2371	199	0.79	0.03	9.6	0.3	41	7	4	r
2372	199	0.82	0.02	9.9	0.2	57	4	7	a
2373	199	0.88	0.01	10.7	0.2	53	7	3	a
2374	199	0.88	0.02	10.7	0.2	38	3	6	r
2375	199	1.02	0.1	12.4	1.2	61	5	19	r
2376	199	1.12	0.16	13.6	1.9	67	3	19	a
2377	199	1.3	0.08	15.7	0.9	86	4	19	r
2378	199	1.58	0.1	19.2	1.2	105	3	19	r
2379	199	1.6	0.15	19.5	1.9	92	4	18	a
2380	207	0.13	0.04	1.6	0.5	51	1	2	a
2381	207	0.21	0.0	2.5	0.0	1	17	1	r
2382	207	0.21	0.01	2.6	0.1	40	8	3	a
2383	207	0.3	0.03	3.6	0.3	0	7	3	r
2384	207	0.3	0.04	3.7	0.4	31	5	2	a
2385	207	0.36	0.01	4.4	0.2	32	6	4	a
2386	207	0.41	0.01	5.0	0.1	10	17	2	r
2387	207	0.46	0.03	5.6	0.3	19	10	4	r
2388	207	0.49	0.02	5.9	0.2	30	10	4	a
2389	207	0.55	0.01	6.7	0.1	45	6	4	a
2390	207	0.56	0.02	6.8	0.3	31	7	7	r
2391	207	0.64	0.02	7.8	0.3	49	3	7	a
2392	207	0.66	0.02	8.0	0.2	33	8	10	r
2393	207	0.72	0.01	8.7	0.1	40	11	5	r
2394	207	0.75	0.02	9.1	0.2	43	7	7	a
2395	207	0.82	0.02	9.9	0.3	38	5	7	a
2396	207	0.82	0.02	9.9	0.3	46	6	12	r
2397	207	0.91	0.02	11.0	0.2	56	6	6	a
2398	207	0.91	0.02	11.0	0.2	54	9	6	r
2399	207	0.99	0.02	12.0	0.3	57	8	9	r
2400	207	0.99	0.02	12.0	0.2	73	4	6	a
2401	207	1.07	0.02	13.0	0.3	61	10	8	r
2402	207	1.08	0.03	13.0	0.3	60	9	6	a
2403	207	1.15	0.03	14.0	0.3	62	7	6	a
2404	207	1.15	0.02	14.0	0.3	67	8	9	r
2405	207	1.29	0.06	15.7	0.7	64	4	22	a
2406	207	1.3	0.04	15.8	0.5	78	4	22	r
2407	207	1.47	0.05	17.9	0.6	87	4	22	r
2408	207	1.49	0.07	18.1	0.8	86	6	22	a
2409	207	1.62	0.04	19.6	0.5	100	3	22	r
2410	207	1.63	0.04	19.8	0.5	94	5	22	a
2411	207	1.77	0.03	21.5	0.4	99	3	22	a
2412	207	1.78	0.05	21.6	0.6	101	3	22	r
2413	207	1.91	0.04	23.1	0.4	99	4	22	a
2414	207	1.99	0.11	24.1	1.3	104	7	14	r
2415	207	2.07	0.06	25.1	0.7	99	3	22	a
2416	207	2.29	0.07	27.8	0.8	111	3	22	a
2417	207	2.51	0.07	30.4	0.9	117	4	22	a
2418	207	2.78	0.11	33.7	1.4	117	3	22	a
2419	207	3.39	0.35	41.2	4.2	120	5	17	a
2420	212	0.04	0.02	0.5	0.3	3	6	2	r
2421	212	0.06	0.0	0.8	0.0	15	6	1	a
2422	212	0.14	0.01	1.6	0.1	4	2	4	r
2423	212	0.14	0.02	1.7	0.2	9	3	4	a
2424	212	0.22	0.02	2.6	0.3	2	3	5	r
2425	212	0.23	0.03	2.7	0.3	11	4	6	a
2426	212	0.3	0.02	3.6	0.3	17	3	8	a
2427	212	0.31	0.02	3.8	0.2	0	3	8	r
2428	212	0.38	0.03	4.6	0.3	6	3	4	a
2429	212	0.39	0.03	4.7	0.3	5	2	12	r
2430	212	0.48	0.02	5.8	0.3	12	3	11	a
2431	212	0.48	0.02	5.8	0.3	11	2	11	r
2432	212	0.56	0.02	6.7	0.2	16	3	8	a
2433	212	0.57	0.02	6.9	0.3	10	2	12	r
2434	212	0.64	0.02	7.8	0.2	15	3	10	a
2435	212	0.65	0.02	7.9	0.3	6	2	12	r
2436	212	0.73	0.02	8.9	0.3	5	3	10	r
2437	212	0.74	0.02	9.0	0.2	5	6	8	a
2438	212	0.8	0.02	9.8	0.3	17	4	13	r
2439	212	0.81	0.03	9.8	0.4	14	5	7	a
2440	212	0.91	0.04	11.0	0.5	18	4	23	r
2441	212	0.95	0.07	11.5	0.9	28	3	23	a
2442	212	1.03	0.04	12.5	0.5	40	3	23	r
2443	212	1.17	0.06	14.2	0.8	51	3	23	a
2444	212	1.18	0.04	14.3	0.5	58	2	23	r
2445	212	1.28	0.03	15.5	0.3	57	2	23	r
2446	212	1.36	0.05	16.5	0.6	61	4	23	a
2447	212	1.36	0.02	16.5	0.3	56	1	23	r
2448	212	1.44	0.02	17.5	0.3	55	1	23	r
2449	212	1.5	0.03	18.2	0.4	57	3	23	a
2450	212	1.53	0.03	18.6	0.3	58	1	23	r
2451	212	1.61	0.02	19.6	0.3	58	2	23	r
2452	212	1.62	0.03	19.7	0.4	52	1	23	a
2453	212	1.7	0.02	20.6	0.3	64	2	23	r
2454	212	1.72	0.03	20.9	0.4	57	2	23	a
2455	212	1.81	0.04	22.0	0.5	64	2	23	r
2456	212	1.82	0.03	22.1	0.4	52	2	23	a
2457	212	1.93	0.03	23.4	0.4	43	1	23	a
2458	212	1.98	0.07	24.0	0.8	66	3	23	r
2459	212	2.03	0.03	24.6	0.3	46	2	23	a
2460	212	2.14	0.03	26.0	0.4	47	2	23	a
2461	212	2.24	0.12	27.1	1.5	74	4	23	r
2462	212	2.3	0.05	27.9	0.7	52	3	23	a
2463	212	2.46	0.06	29.9	0.7	51	2	23	a
2464	212	2.71	0.09	32.9	1.1	45	3	23	a
2465	212	2.75	0.17	33.3	2.1	72	5	23	r
2466	212	3.06	0.11	37.1	1.3	46	5	23	a
2467	212	3.24	0.16	39.4	2.0	73	2	18	r
2468	212	3.53	0.21	42.8	2.5	82	5	22	a
2469	225	0.21	0.0	2.5	0.0	10	3	1	r
2470	225	0.3	0.0	3.6	0.0	3	3	1	r
2471	225	0.37	0.0	4.5	0.0	6	3	1	r
2472	225	0.5	0.0	6.1	0.0	9	0	2	r
2473	225	0.59	0.0	7.1	0.0	-6	3	1	r
2474	225	0.62	0.02	7.5	0.2	0	3	2	r
2475	225	0.94	0.13	11.4	1.5	-1	3	4	r
2476	226	0.09	0.0	1.1	0.0	36	14	1	r
2477	226	0.23	0.03	2.8	0.3	37	8	2	a
2478	226	0.23	0.01	2.8	0.1	69	8	2	r
2479	226	0.32	0.0	3.9	0.0	82	14	1	r
2480	226	0.48	0.04	5.8	0.5	107	14	2	a
2481	226	0.56	0.03	6.7	0.4	120	3	3	r
2482	226	0.62	0.02	7.6	0.2	145	6	2	r
2483	226	0.64	0.02	7.8	0.2	150	4	5	a
2484	226	0.75	0.0	9.1	0.0	123	14	1	a
2485	226	0.75	0.01	9.1	0.2	136	0	2	r
2486	226	0.81	0.02	9.8	0.2	154	3	7	a
2487	226	0.81	0.02	9.9	0.3	154	5	3	r
2488	226	0.95	0.11	11.5	1.3	156	2	22	a
2489	226	1.25	0.36	15.1	4.3	167	3	19	r
2490	226	1.4	0.16	17.0	1.9	171	4	22	a
2491	226	2.11	0.31	25.6	3.7	177	3	20	a
2492	230	0.08	0.0	1.0	0.0	-1	14	1	r
2493	230	0.09	0.0	1.0	0.0	2	14	1	a
2494	230	0.15	0.0	1.8	0.0	12	14	1	r
2495	230	0.16	0.0	2.0	0.1	-1	13	3	a
2496	230	0.25	0.0	3.1	0.0	32	14	1	r
2497	230	0.25	0.0	3.1	0.0	0	14	1	a
2498	230	0.3	0.03	3.7	0.4	6	3	3	r
2499	230	0.31	0.02	3.8	0.2	18	2	3	a
2500	230	0.38	0.03	4.6	0.4	34	14	2	r
2501	230	0.39	0.03	4.7	0.4	15	5	3	a
2502	230	0.45	0.02	5.5	0.3	21	9	2	r
2503	230	0.47	0.02	5.7	0.3	33	6	4	a
2504	230	0.54	0.02	6.6	0.2	32	4	7	a
2505	230	0.55	0.03	6.6	0.4	37	4	5	r
2506	230	0.63	0.03	7.7	0.3	41	2	5	r
2507	230	0.66	0.02	8.0	0.3	37	5	3	a
2508	230	0.71	0.02	8.7	0.3	42	2	7	a
2509	230	0.72	0.02	8.7	0.2	32	5	4	r
2510	230	0.81	0.02	9.8	0.2	49	4	6	a
2511	230	0.83	0.03	10.1	0.4	48	7	4	r
2512	230	0.9	0.03	11.0	0.4	51	5	4	r
2513	230	0.91	0.02	11.0	0.3	50	2	9	a
2514	230	0.99	0.02	12.0	0.3	55	3	6	r
2515	230	0.99	0.02	12.0	0.3	52	3	6	a
2516	230	1.1	0.08	13.3	1.0	59	3	22	r
2517	230	1.1	0.08	13.3	0.9	53	2	22	a
2518	230	1.43	0.1	17.3	1.3	62	2	22	r
2519	230	1.48	0.15	18.0	1.8	61	2	22	a
2520	230	1.75	0.08	21.2	1.0	65	3	22	r
2521	230	1.98	0.05	24.0	0.6	74	2	22	r
2522	230	2.12	0.28	25.7	3.4	72	3	21	a
2523	230	2.14	0.05	26.0	0.5	67	2	22	r
2524	230	2.3	0.04	27.9	0.5	70	2	22	r
2525	230	2.43	0.04	29.5	0.5	67	2	22	r
2526	230	2.56	0.04	31.0	0.4	71	1	22	r
2527	230	2.69	0.04	32.6	0.5	75	2	22	r
2528	230	2.84	0.05	34.4	0.7	73	2	22	r
2529	230	3.14	0.15	38.1	1.8	68	2	19	r
2530	237	0.04	0.03	0.5	0.3	2	5	2	a
2531	237	0.07	0.01	0.8	0.2	0	3	2	r
2532	237	0.13	0.02	1.5	0.3	13	2	6	a
2533	237	0.13	0.01	1.6	0.2	-2	2	4	r
2534	237	0.22	0.03	2.6	0.4	-1	2	13	r
2535	237	0.22	0.03	2.6	0.3	19	2	12	a
2536	237	0.3	0.02	3.6	0.2	22	2	11	a
2537	237	0.3	0.02	3.7	0.2	10	3	11	r
2538	237	0.38	0.03	4.7	0.3	26	2	20	a
2539	237	0.39	0.03	4.7	0.3	17	1	20	r
2540	237	0.47	0.02	5.6	0.2	28	2	13	a
2541	237	0.47	0.02	5.7	0.3	23	2	21	r
2542	237	0.55	0.03	6.7	0.3	26	4	10	a
2543	237	0.55	0.03	6.7	0.3	33	3	19	r
2544	237	0.63	0.03	7.7	0.4	25	7	4	a
2545	237	0.64	0.03	7.8	0.3	31	2	16	r
2546	237	0.71	0.02	8.6	0.2	25	4	10	a
2547	237	0.72	0.03	8.8	0.3	30	2	16	r
2548	237	0.81	0.02	9.8	0.3	26	4	5	a
2549	237	0.83	0.02	10.1	0.3	29	1	19	r
2550	237	0.9	0.02	10.9	0.2	24	5	4	a
2551	237	0.9	0.03	11.0	0.3	41	2	12	r
2552	237	0.98	0.03	11.9	0.4	33	8	3	a
2553	237	0.99	0.02	12.0	0.3	36	3	16	r
2554	237	1.05	0.04	12.7	0.5	37	3	20	r
2555	237	1.19	0.06	14.4	0.7	36	3	20	r
2556	237	1.2	0.09	14.5	1.1	34	3	20	a
2557	237	1.35	0.06	16.4	0.7	39	2	20	r
2558	237	1.52	0.06	18.5	0.7	47	3	20	r
2559	237	1.57	0.15	19.0	1.8	47	2	20	a
2560	237	1.73	0.07	21.0	0.9	56	3	20	r
2561	237	2.01	0.09	24.4	1.1	59	3	20	r
2562	237	2.25	0.2	27.3	2.4	59	4	20	a
2563	237	2.41	0.16	29.2	1.9	73	3	20	r
2564	237	2.93	0.29	35.5	3.5	74	5	13	a
2565	237	3.13	0.29	38.0	3.5	88	4	20	r
2566	238	0.35	0.0	4.2	0.0	13	5	1	a
2567	238	0.47	0.01	5.7	0.1	18	3	2	r
2568	238	0.48	0.0	5.8	0.0	2	5	1	a
2569	238	1.01	0.22	12.2	2.6	33	5	23	a
2570	238	1.89	0.66	23.0	8.0	58	3	22	a
2571	238	1.91	0.83	23.2	10.1	53	6	15	r
2572	239	0.13	0.0	1.6	0.0	10	12	1	r
2573	239	0.2	0.02	2.4	0.2	0	8	2	a
2574	239	0.27	0.01	3.2	0.1	0	0	2	a
2575	239	0.3	0.02	3.6	0.3	32	0	2	r
2576	239	0.37	0.02	4.4	0.3	34	1	3	r
2577	239	0.41	0.02	4.9	0.2	20	0	2	a
2578	239	0.44	0.0	5.3	0.0	-2	12	1	a
2579	239	0.44	0.0	5.3	0.0	30	12	1	r
2580	239	0.53	0.0	6.4	0.0	12	12	1	a
2581	239	0.54	0.02	6.6	0.3	40	3	2	r
2582	239	0.63	0.01	7.7	0.1	41	2	3	r
2583	239	0.65	0.01	7.8	0.1	22	5	4	a
2584	239	0.72	0.03	8.8	0.4	46	5	4	r
2585	239	0.75	0.02	9.1	0.2	33	4	3	a
2586	239	0.82	0.03	10.0	0.3	44	3	4	a
2587	239	0.82	0.04	10.0	0.4	71	5	2	r
2588	239	0.89	0.0	10.8	0.0	43	1	2	a
2589	239	0.89	0.01	10.9	0.2	53	2	4	r
2590	239	0.94	0.0	11.4	0.0	65	12	1	r
2591	239	0.98	0.03	11.9	0.4	49	5	5	a
2592	239	1.07	0.01	13.0	0.1	73	2	4	r
2593	239	1.07	0.02	13.0	0.2	49	3	6	a
2594	239	1.16	0.01	14.0	0.1	55	3	6	a
2595	239	1.16	0.01	14.1	0.1	82	6	3	r
2596	239	1.24	0.03	15.1	0.4	56	3	8	a
2597	239	1.26	0.02	15.3	0.2	90	12	2	r
2598	239	1.31	0.02	15.9	0.2	88	2	6	r
2599	239	1.32	0.02	16.0	0.2	70	7	5	a
2600	239	1.4	0.02	17.0	0.3	89	9	3	r
2601	239	1.4	0.02	17.0	0.3	71	4	4	a
2602	239	1.49	0.03	18.1	0.4	86	1	3	r
2603	239	1.5	0.01	18.2	0.1	77	3	3	a
2604	239	1.58	0.02	19.1	0.3	69	6	7	a
2605	239	1.58	0.02	19.2	0.2	99	5	4	r
2606	239	1.68	0.01	20.4	0.2	116	6	3	r
2607	239	1.68	0.02	20.4	0.2	93	6	4	a
2608	239	1.75	0.03	21.2	0.4	115	12	4	r
2609	239	1.76	0.03	21.3	0.3	97	0	5	a
2610	239	1.94	0.09	23.5	1.0	106	5	16	a
2611	239	2.05	0.11	24.9	1.4	106	4	16	r
2612	239	2.18	0.07	26.5	0.8	115	2	16	a
2613	239	2.39	0.06	29.0	0.8	115	2	16	a
2614	239	2.49	0.15	30.2	1.8	107	3	16	r
2615	239	2.59	0.04	31.4	0.5	122	4	16	a
2616	239	2.79	0.08	33.8	0.9	133	5	16	a
2617	239	2.87	0.07	34.8	0.9	117	4	16	r
2618	239	3.05	0.08	37.0	1.0	139	5	16	a
2619	239	3.14	0.07	38.1	0.8	115	3	16	r
2620	239	3.33	0.12	40.4	1.4	146	4	16	a
2621	239	3.43	0.09	41.6	1.1	124	2	16	r
2622	239	3.79	0.12	45.9	1.5	130	3	16	r
2623	239	4.15	0.39	50.4	4.8	171	6	14	a
2624	239	4.57	0.63	55.5	7.6	154	7	15	r
2625	252	0.07	0.0	0.8	0.0	1	9	1	a
2626	252	0.16	0.0	2.0	0.0	20	9	1	r
2627	252	0.24	0.0	2.9	0.0	10	9	1	r
2628	252	0.24	0.01	2.9	0.1	16	1	2	a
2629	252	0.29	0.02	3.6	0.2	6	6	2	r
2630	252	0.29	0.03	3.6	0.3	7	2	3	a
2631	252	0.39	0.01	4.7	0.1	25	2	3	r
2632	252	0.41	0.0	5.0	0.0	31	2	2	a
2633	252	0.48	0.02	5.9	0.3	21	9	3	a
2634	252	0.48	0.02	5.9	0.3	21	3	8	r
2635	252	0.55	0.02	6.7	0.3	21	3	6	a
2636	252	0.57	0.02	6.9	0.3	27	1	5	r
2637	252	0.65	0.02	7.9	0.3	26	3	7	r
2638	252	0.65	0.02	7.9	0.3	31	4	4	a
2639	252	0.72	0.02	8.8	0.3	30	1	11	r
2640	252	0.73	0.03	8.8	0.3	32	2	7	a
2641	252	0.85	0.04	10.4	0.5	38	1	23	r
2642	252	0.9	0.08	10.9	0.9	36	1	23	a
2643	252	0.99	0.05	12.1	0.6	40	1	23	r
2644	252	1.12	0.05	13.6	0.7	53	1	23	a
2645	252	1.13	0.04	13.8	0.5	41	1	23	r
2646	252	1.3	0.04	15.8	0.5	55	2	23	a
2647	252	1.31	0.05	15.8	0.7	47	1	23	r
2648	252	1.43	0.04	17.3	0.5	63	1	23	a
2649	252	1.55	0.04	18.8	0.5	61	1	23	a
2650	252	1.58	0.09	19.1	1.1	52	1	23	r
