dm_threshold,min_pts,rmin_kpc,tng_gal,sparc_gal,massmatch_pairs,massmatch_mean_abs_dlogM,un_n_tng,un_n_sparc,un_mw_p,un_cliffs_delta,un_median_tng,un_median_sparc,un_median_diff,un_median_ratio,mm_n_tng,mm_n_sparc,mm_mw_p,mm_cliffs_delta,mm_median_tng,mm_median_sparc,mm_median_diff,mm_median_ratio,mm_score,caliper
-10.7,10,0.0,6540,53,30,0.0099936486477152,6540,53,0.635663996919781,0.0377300790491028,0.0605272404144669,0.0612495722854679,-0.0007223318710009,0.988206744242484,30,30,0.0391670680388258,0.3111111111111111,0.0671240269834081,0.0375834942850138,0.0295405326983942,1.7859975039674083,0.4377578916890051,0.1
-10.7,10,0.5,6540,50,30,0.0099936486477152,6540,50,0.1200188829953405,0.1274373088685014,0.0605272404144669,0.0477505123352961,0.0127767280791707,1.2675725862259806,30,30,0.0281286698972873,0.3311111111111111,0.0671240269834081,0.0375834942850138,0.0295405326983942,1.7859975039674083,0.5135039327340286,0.1
-10.7,10,1.0,6539,48,29,0.0103342370063457,6539,48,0.0332459939984519,0.178091706173217,0.060516845835383,0.0445639007006844,0.0159529451346985,1.3579791015568234,29,29,0.0196641814120111,0.3579072532699168,0.0705493088439291,0.0373369902584763,0.0332123185854528,1.889528544093425,0.6107057817880774,0.1
-10.7,10,2.0,6538,41,27,0.0086245488939269,6538,41,0.0407294156984174,0.185101731714778,0.0605451331985263,0.0394613458431417,0.0210837873553845,1.534289616963198,27,27,0.0245126901322596,0.3580246913580247,0.0705493088439291,0.0329341683922816,0.0376151404516475,2.142131175246645,0.5766377989714682,0.1
-10.7,15,0.0,1898,33,15,0.0098155913375236,1898,33,0.0013099955968251,0.3258932847973943,0.0860314772158849,0.0475254479616517,0.0385060292542332,1.8102191753206347,15,15,0.001215195417869,0.6977777777777778,0.1300385025406599,0.0461603953257618,0.083878107214898,2.8171011453206964,2.0342691495433427,0.1
-10.7,15,0.5,1898,31,14,0.0105086551457801,1898,31,0.0001227371167981,0.4016112036439037,0.0860314772158849,0.0461603953257618,0.039871081890123,1.8637508758048096,14,14,0.0010188861995453,0.7346938775510203,0.1315017843619418,0.0413483718835462,0.0901534124783955,3.1803376619593178,2.1981117453687777,0.1
-10.7,15,1.0,1898,29,14,0.0105086551457801,1898,29,4.781971797371829e-06,0.4942770974891901,0.0860314772158849,0.0415790148174875,0.0444524623983973,2.0691081208518987,14,14,0.0011981866016767,0.7244897959183674,0.1315017843619418,0.0397045065645194,0.0917972777974223,3.312011550836239,2.1165792185318444,0.1
-10.7,15,2.0,985,25,13,0.0052489022213251,985,25,1.6982283257009404e-08,0.6598578680203047,0.091112932432363,0.0370410791718402,0.0540718532605227,2.4597807210117613,13,13,0.0002222283700457,0.8579881656804733,0.1329650661832236,0.0329341683922816,0.100030897790942,4.037298425133001,3.1344027950817535,0.1
-10.7,20,0.0,0,20,0,,0,20,,,,0.0428256852489705,,,0,0,,,,,,,,0.1
-10.7,20,0.5,0,19,0,,0,19,,,,0.044866745455541,,,0,0,,,,,,,,0.1
-10.7,20,1.0,0,19,0,,0,19,,,,0.0415790148174875,,,0,0,,,,,,,,0.1
-10.7,20,2.0,0,15,0,,0,15,,,,0.0378299983115514,,,0,0,,,,,,,,0.1
-10.8,10,0.0,4806,48,26,0.0108722909455481,4806,48,0.3259713571964948,0.0822756276876126,0.0679388070958839,0.065564835523587,0.0023739715722969,1.0362080001168146,26,26,0.0238090257801405,0.3668639053254439,0.0718818428869099,0.0412193387380428,0.0306625041488671,1.743886367118441,0.595514906706508,0.1
-10.8,10,0.5,4806,46,26,0.0108722909455481,4806,46,0.0569350653818004,0.1628580216758037,0.0679388070958839,0.0504072970626844,0.0175315100331995,1.3477970661945646,26,26,0.019627067886784,0.3786982248520709,0.0718818428869099,0.0412193387380428,0.0306625041488671,1.743886367118441,0.646492620259263,0.1
-10.8,10,1.0,4806,45,26,0.0108722909455481,4806,45,0.012227700133237,0.2166736024413926,0.0679388070958839,0.0462338458166073,0.0217049612792766,1.4694604330639556,26,26,0.0118555935549541,0.4082840236686391,0.0718818428869099,0.0411539170711783,0.0307279258157316,1.746658592973927,0.7863863441609675,0.1
-10.8,10,2.0,4806,39,24,0.0089937296473439,4806,39,0.0117731061084763,0.2338423124939979,0.0677808460245666,0.040728819324869,0.0270520266996976,1.6641986472507349,24,24,0.0154010146905453,0.4097222222222223,0.0718818428869099,0.0386387325457862,0.0332431103411237,1.860357163675883,0.7426013140822184,0.1
-10.8,15,0.0,1154,30,11,0.01567982248281,1154,30,0.0004943233785161,0.3721548238012708,0.0947182169594133,0.0493877436905785,0.0453304732688348,1.917848637768044,11,11,0.0356163640998443,0.5371900826446281,0.0847887794274062,0.0423412341112659,0.0424475453161402,2.002510819703436,0.7780394805323437,0.1
-10.8,15,0.5,1154,28,10,0.0172180907787723,1154,28,4.696087405197276e-05,0.4496781381530081,0.0947182169594133,0.0436039897834034,0.0511142271760098,2.172237389970789,10,10,0.021133928129161,0.6200000000000001,0.1049697384756108,0.0420255461312412,0.0629441923443695,2.4977602467747,1.0385122597743108,0.1
-10.8,15,1.0,1154,26,10,0.0172180907787723,1154,26,2.191288113188875e-06,0.5423943474203439,0.0947182169594133,0.0416444364843521,0.0530737804750612,2.2744506819057015,10,10,0.021133928129161,0.6200000000000001,0.1049697384756108,0.0416444364843521,0.0633253019912586,2.52061853484446,1.0385122597743108,0.1
-10.8,15,2.0,661,22,9,0.0103567830088861,661,22,1.9236003206623813e-08,0.7036171090634025,0.0994353015299033,0.0344770519285198,0.0649582496013835,2.884101045996027,9,9,0.0019976900972723,0.8765432098765431,0.1180120728159391,0.0329341683922816,0.0850779044236575,3.583271677313588,2.3662037494881503,0.1
-10.8,20,0.0,0,17,0,,0,17,,,,0.0423412341112659,,,0,0,,,,,,,,0.1
-10.8,20,0.5,0,16,0,,0,16,,,,0.0436039897834034,,,0,0,,,,,,,,0.1
-10.8,20,1.0,0,16,0,,0,16,,,,0.0420255461312412,,,0,0,,,,,,,,0.1
-10.8,20,2.0,0,12,0,,0,12,,,,0.0377406406539499,,,0,0,,,,,,,,0.1
-10.4,10,0.0,11613,75,53,0.0079690495108622,11613,75,0.433480178039169,-0.0523884152817245,0.0469463173657474,0.0513371309710469,-0.0043908136052994,0.9144709974584324,53,53,0.7955860196489501,0.0295478818084726,0.039209540091645,0.0432498806741605,-0.0040403405825155,0.906581462895701,0.0029344845628939,0.2
-10.4,10,0.5,11613,71,52,0.008120579717301,11613,71,0.7774701181413685,0.0194257770856605,0.0469463173657474,0.0479755767089405,-0.0010292593431931,0.978546180915397,52,52,0.6235399089870111,0.0562130177514792,0.0383782484028884,0.0428075731014901,-0.0044293246986016,0.8965294134264414,0.0115312992613503,0.2
-10.4,10,1.0,11613,68,51,0.0082775207657299,11613,68,0.2454796675626783,0.0815566733022323,0.0469082586092853,0.0431086433748838,0.0037996152344014,1.088140450196009,51,51,0.2903072843484345,0.1218762014609764,0.039209540091645,0.0355988413902917,0.0036106987013532,1.1014274218019324,0.0654648347437052,0.2
-10.4,10,2.0,11522,59,47,0.007557295888102,11522,59,0.0932720317329321,0.1264846321995651,0.0473805689351703,0.0370410791718402,0.01033948976333,1.279135759391978,47,47,0.188251016727576,0.1579900407424173,0.039209540091645,0.0329341683922816,0.0062753716993633,1.1905428922515031,0.1145842787085874,0.2
-10.4,15,0.0,5877,42,28,0.034084216132174,5877,42,0.3591713195438433,0.0819903254819027,0.0622151599985267,0.0536245982611322,0.0085905617373944,1.160198155621821,28,28,0.1101060364053326,0.25,0.0698144798922029,0.0474240877490987,0.0223903921431041,1.4721312144487098,0.2395472177010605,0.2
-10.4,15,0.5,5877,38,25,0.0372235251698165,5877,38,0.1374774222436277,0.1395717471319952,0.0622151599985267,0.0490722614736609,0.0131428985248658,1.2678274473231712,25,25,0.084193950354327,0.2864,0.0651420162768975,0.044866745455541,0.0202752708213565,1.451899744799798,0.3077995539742616,0.2
-10.4,15,1.0,5850,35,23,0.0323373137502779,5850,35,0.01228071303322,0.2451184371184371,0.0621673265699127,0.0452739423792032,0.0168933841907094,1.373137025470737,23,23,0.0532007430002404,0.334593572778828,0.0651420162768975,0.0415790148174875,0.0235630014594099,1.5667041790874685,0.4262997495464436,0.2
-10.4,15,2.0,2106,29,21,0.0316912588721984,2106,29,2.055456739802969e-06,0.5126567770245931,0.0725263934379109,0.0370410791718402,0.0354853142660706,1.9579989314417072,21,21,0.000749314301645,0.6099773242630386,0.0879831067489462,0.0347072817306828,0.0532758250182633,2.535004251605362,1.906384077432102,0.2
-10.4,20,0.0,0,27,0,,0,27,,,,0.0485606307223271,,,0,0,,,,,,,,0.2
-10.4,20,0.5,0,25,0,,0,25,,,,0.0479755767089405,,,0,0,,,,,,,,0.2
-10.4,20,1.0,0,24,0,,0,24,,,,0.0443205473670708,,,0,0,,,,,,,,0.2
-10.4,20,2.0,0,20,0,,0,20,,,,0.0393502061121497,,,0,0,,,,,,,,0.2
-10.5,10,0.0,10060,69,47,0.0111867505459699,10060,69,0.7264281410294986,0.0244042988446133,0.0503359077406424,0.0479755767089405,0.0023603310317018,1.0491985963195731,47,47,0.1687393251197844,0.1652331371661386,0.0501631863004158,0.0426477401273732,0.0075154461730426,1.176221439883959,0.1276894738138421,0.2
-10.5,10,0.5,10060,66,47,0.0111867505459699,10060,66,0.1659252284500502,0.0987860714500874,0.0503359077406424,0.0455666115049044,0.0047692962357379,1.1046664669200752,47,47,0.1192921630993612,0.186962426437302,0.0501631863004158,0.0392390663811577,0.010924119919258,1.278399078437394,0.1726388771721051,0.2
-10.5,10,1.0,10060,63,46,0.0114274062915903,10060,63,0.0703437170305252,0.1320552873236768,0.0503359077406424,0.0432317690296198,0.0071041387110225,1.1643268103638147,46,46,0.0939313544627581,0.2032136105860114,0.05070171744849,0.0366512417954037,0.0140504756530863,1.3833560601171309,0.2087388698222653,0.2
-10.5,10,2.0,10028,55,43,0.0106704610997476,10028,55,0.0345740447800097,0.1649816876382492,0.0508013936506978,0.0384778678881442,0.0123235257625535,1.3202756919478555,43,43,0.0825575600219219,0.2179556517036236,0.0501631863004158,0.0340634172096497,0.016099769090766,1.4726410445457367,0.2360989669394559,0.2
-10.5,15,0.0,4256,38,22,0.0298292019208712,4256,38,0.0534016699155073,0.1817496042738424,0.0700211710051574,0.0494393659694202,0.0205818050357372,1.416303984328354,22,22,0.0221037049155624,0.4049586776859504,0.0904991920233826,0.0465695381717624,0.0439296538516202,1.9433130663566929,0.6704232344487813,0.2
-10.5,15,0.5,4256,36,21,0.0312442735351063,4256,36,0.0096042868619759,0.2502871762740184,0.0700211710051574,0.0484436411212046,0.0215775298839528,1.445415112996285,21,21,0.0168577648606387,0.4331065759637189,0.0883447160022236,0.044866745455541,0.0434779705466825,1.9690466760011671,0.7679845840431572,0.2
-10.5,15,1.0,4251,34,20,0.0234658631267071,4251,34,0.0006698038138448,0.3382041595749097,0.0700008850045452,0.0457538940979053,0.0242469909066398,1.5299437651089451,20,20,0.0179386128703246,0.4399999999999999,0.0868502557269807,0.0404090405993226,0.046441215127658,2.149277845721398,0.7683329026799339,0.2
-10.5,15,2.0,1703,28,18,0.0217001161858676,1703,28,1.7996094272132146e-07,0.5742806811509102,0.0787378138012112,0.038140072776499,0.0405977410247122,2.0644379538186803,18,18,0.0011829627696506,0.6358024691358024,0.0932395844738664,0.0343853494701663,0.0588542350037,2.71160787691757,1.8610122166826857,0.2
-10.5,20,0.0,0,22,0,,0,22,,,,0.0478940695456061,,,0,0,,,,,,,,0.2
-10.5,20,0.5,0,21,0,,0,21,,,,0.0479755767089405,,,0,0,,,,,,,,0.2
-10.5,20,1.0,0,21,0,,0,21,,,,0.0452739423792032,,,0,0,,,,,,,,0.2
-10.5,20,2.0,0,17,0,,0,17,,,,0.0394613458431417,,,0,0,,,,,,,,0.2
-10.6,10,0.0,8313,63,42,0.0207270644330764,8313,63,0.391023104306014,0.0626347335116732,0.0553699664844006,0.0468725987892569,0.0084973676951437,1.1812864640458414,42,42,0.0328726198042535,0.2709750566893423,0.0554111451655816,0.0357177387330339,0.0196934064325476,1.551362071931333,0.4019009050754151,0.2
-10.6,10,0.5,8313,60,42,0.0207270644330764,8313,60,0.0618357577740897,0.1397048799069731,0.0553699664844006,0.042760173953261,0.0126097925311396,1.294895725749917,42,42,0.0256121677148744,0.2834467120181405,0.0554111451655816,0.0357177387330339,0.0196934064325476,1.551362071931333,0.4511206527692077,0.2
-10.6,10,1.0,8313,58,41,0.0212297590229702,8313,58,0.0139502068863301,0.187043973502242,0.0553699664844006,0.041800064708422,0.0135699017759786,1.3246382959126013,41,41,0.0180362341493178,0.303985722784057,0.0564563366490495,0.0351448661684553,0.0213114704805942,1.606389291068708,0.530106759733162,0.2
-10.6,10,2.0,8310,50,38,0.0211372676968013,8310,50,0.0177946231086265,0.1940938628158843,0.0555908821286975,0.038969606865643,0.0166212752630545,1.4265189361637742,38,38,0.0311104169870441,0.2880886426592797,0.0554111451655816,0.0340395172803684,0.0213716278852131,1.6278475605040017,0.4341767131629929,0.2
-10.6,15,0.0,2953,34,19,0.02335471677642,2953,34,0.0226732760086865,0.22698751020896,0.079001728392258,0.0538356131029444,0.0251661152893136,1.4674622213587685,19,19,0.004627369575109,0.5401662049861495,0.0938255009031911,0.0452739423792032,0.0485515585239878,2.072395200694741,1.2611075722407763,0.2
-10.6,15,0.5,2953,32,18,0.0246459400405581,2953,32,0.0033479199837092,0.3011132746359635,0.079001728392258,0.0484436411212046,0.0305580872710533,1.6307966652340993,18,18,0.0041926228329791,0.5617283950617284,0.0904218471131627,0.0421884442122548,0.0482334029009078,2.143284702755097,1.3355172385173724,0.2
-10.6,15,1.0,2952,30,17,0.0151067317074679,2952,30,0.0002135754663616,0.3923215898825656,0.0789577008300205,0.044052415481432,0.0349052853485884,1.7923580345622798,17,17,0.0042522916615381,0.5778546712802768,0.0870181933231343,0.0395101429689687,0.0475080503541655,2.202426688040041,1.3703112509229485,0.2
-10.6,15,2.0,1323,25,16,0.0111299933718749,1323,25,2.264835452843528e-07,0.6035676492819351,0.0847588505097293,0.0394613458431417,0.0452975046665875,2.1478955848754975,16,16,0.0002381574852498,0.765625,0.1059187868595651,0.0320581139632882,0.0738606728962768,3.3039618918586195,2.773963319415888,0.2
-10.6,20,0.0,0,20,0,,0,20,,,,0.0460732705842301,,,0,0,,,,,,,,0.2
-10.6,20,0.5,0,19,0,,0,19,,,,0.0452739423792032,,,0,0,,,,,,,,0.2
-10.6,20,1.0,0,19,0,,0,19,,,,0.0428308885836608,,,0,0,,,,,,,,0.2
-10.6,20,2.0,0,15,0,,0,15,,,,0.0394613458431417,,,0,0,,,,,,,,0.2
-10.7,10,0.0,6540,53,32,0.0205533882071364,6540,53,0.635663996919781,0.0377300790491028,0.0605272404144669,0.0612495722854679,-0.0007223318710009,0.988206744242484,32,32,0.0476467897881733,0.2890625,0.0671240269834081,0.0386604867418653,0.0284635402415427,1.736243711352958,0.3821308994101091,0.2
-10.7,10,0.5,6540,50,32,0.0205533882071364,6540,50,0.1200188829953405,0.1274373088685014,0.0605272404144669,0.0477505123352961,0.0127767280791707,1.2675725862259806,32,32,0.0344489804405291,0.30859375,0.0671240269834081,0.0386604867418653,0.0284635402415427,1.736243711352958,0.4514182286567224,0.2
-10.7,10,1.0,6539,48,31,0.021212639883256,6539,48,0.0332459939984519,0.178091706173217,0.060516845835383,0.0445639007006844,0.0159529451346985,1.3579791015568234,31,31,0.0270818484860973,0.3277835587929241,0.0705493088439291,0.0378299983115514,0.0327193105323777,1.864903832744473,0.513742283279176,0.2
-10.7,10,2.0,6538,41,29,0.0203709848133263,6538,41,0.0407294156984174,0.185101731714778,0.0605451331985263,0.0394613458431417,0.0210837873553845,1.534289616963198,29,29,0.0344319579512107,0.3246135552913198,0.0705493088439291,0.0373369902584763,0.0332123185854528,1.889528544093425,0.4749220578304892,0.2
-10.7,15,0.0,1898,33,17,0.0256233856739482,1898,33,0.0013099955968251,0.3258932847973943,0.0860314772158849,0.0475254479616517,0.0385060292542332,1.8102191753206347,17,17,0.0005724273914139,0.6955017301038062,0.1292624227012415,0.0461603953257618,0.0831020273754796,2.8002884678307947,2.2550110663039686,0.2
-10.7,15,0.5,1898,31,16,0.0272178036521991,1898,31,0.0001227371167981,0.4016112036439037,0.0860314772158849,0.0461603953257618,0.039871081890123,1.8637508758048096,16,16,0.0004898889212725,0.7265625,0.1296504626209507,0.0413483718835462,0.0883020907374045,3.13556391013651,2.404850949352413,0.2
-10.7,15,1.0,1898,29,15,0.0165781584488063,1898,29,4.781971797371829e-06,0.4942770974891901,0.0860314772158849,0.0415790148174875,0.0444524623983973,2.0691081208518987,15,15,0.0006709034051003,0.7333333333333334,0.1300385025406599,0.0378299983115514,0.0922085042291085,3.4374440482317614,2.327116002861553,0.2
-10.7,15,2.0,985,25,14,0.0121276381120285,985,25,1.6982283257009404e-08,0.6598578680203047,0.091112932432363,0.0370410791718402,0.0540718532605227,2.4597807210117613,14,14,0.0001033544367922,0.8673469387755102,0.1254885694995813,0.0303965063726473,0.095092063126934,4.128387912780127,3.4569594326343207,0.2
-10.7,20,0.0,0,20,0,,0,20,,,,0.0428256852489705,,,0,0,,,,,,,,0.2
-10.7,20,0.5,0,19,0,,0,19,,,,0.044866745455541,,,0,0,,,,,,,,0.2
-10.7,20,1.0,0,19,0,,0,19,,,,0.0415790148174875,,,0,0,,,,,,,,0.2
-10.7,20,2.0,0,15,0,,0,15,,,,0.0378299983115514,,,0,0,,,,,,,,0.2
-10.8,10,0.0,4806,48,28,0.022877804563613,4806,48,0.3259713571964948,0.0822756276876126,0.0679388070958839,0.065564835523587,0.0023739715722969,1.0362080001168146,28,28,0.0299118223567094,0.3392857142857142,0.0718818428869099,0.0412193387380428,0.0306625041488671,1.743886367118441,0.5171247395440576,0.2
-10.8,10,0.5,4806,46,28,0.022877804563613,4806,46,0.0569350653818004,0.1628580216758037,0.0679388070958839,0.0504072970626844,0.0175315100331995,1.3477970661945646,28,28,0.025299191900142,0.3494897959183674,0.0718818428869099,0.0412193387380428,0.0306625041488671,1.743886367118441,0.5580979312458387,0.2
-10.8,10,1.0,4806,45,28,0.022877804563613,4806,45,0.012227700133237,0.2166736024413926,0.0679388070958839,0.0462338458166073,0.0217049612792766,1.4694604330639556,28,28,0.0171123463842293,0.3724489795918366,0.0718818428869099,0.0411539170711783,0.0307279258157316,1.746658592973927,0.6580020506856193,0.2
-10.8,10,2.0,4806,39,26,0.0220671250379496,4806,39,0.0117731061084763,0.2338423124939979,0.0677808460245666,0.040728819324869,0.0270520266996976,1.6641986472507349,26,26,0.0226969110426965,0.3698224852071006,0.0718818428869099,0.0386387325457862,0.0332431103411237,1.860357163675883,0.6080004602434507,0.2
-10.8,15,0.0,1154,30,13,0.0362241327805492,1154,30,0.0004943233785161,0.3721548238012708,0.0947182169594133,0.0493877436905785,0.0453304732688348,1.917848637768044,13,13,0.0455002638963583,0.4674556213017751,0.07276696191046,0.0423412341112659,0.0304257277991941,1.7185838683690762,0.6273189388975119,0.2
-10.8,15,0.5,1154,28,12,0.0392180488853293,1154,28,4.696087405197276e-05,0.4496781381530081,0.0947182169594133,0.0436039897834034,0.0511142271760098,2.172237389970789,12,12,0.0225760625231335,0.5555555555555556,0.0787778706689331,0.0420255461312412,0.0367523245376918,1.874523424940589,0.9146398893521976,0.2
-10.8,15,1.0,1154,26,11,0.0257798939779363,1154,26,2.191288113188875e-06,0.5423943474203439,0.0947182169594133,0.0416444364843521,0.0530737804750612,2.2744506819057015,11,11,0.0151152693564934,0.6198347107438016,0.0847887794274062,0.0415790148174875,0.0432097646099186,2.039220501004877,1.1284612247236157,0.2
-10.8,15,2.0,661,22,10,0.0204608973049552,661,22,1.9236003206623813e-08,0.7036171090634025,0.0994353015299033,0.0344770519285198,0.0649582496013835,2.884101045996027,10,10,0.0017062493689195,0.8400000000000001,0.1014004261216726,0.0320131136809894,0.0693873124406831,3.1674652810135053,2.3250842968458683,0.2
-10.8,20,0.0,0,17,0,,0,17,,,,0.0423412341112659,,,0,0,,,,,,,,0.2
-10.8,20,0.5,0,16,0,,0,16,,,,0.0436039897834034,,,0,0,,,,,,,,0.2
-10.8,20,1.0,0,16,0,,0,16,,,,0.0420255461312412,,,0,0,,,,,,,,0.2
-10.8,20,2.0,0,12,0,,0,12,,,,0.0377406406539499,,,0,0,,,,,,,,0.2
-10.4,10,0.0,11613,75,56,0.0223033704886568,11613,75,0.433480178039169,-0.0523884152817245,0.0469463173657474,0.0513371309710469,-0.0043908136052994,0.9144709974584324,56,56,0.5508625420758623,0.065688775510204,0.0444729277990247,0.0433085165145495,0.0011644112844752,1.0268864273862637,0.0170105523479026,0.3
-10.4,10,0.5,11613,71,55,0.0227072594288861,11613,71,0.7774701181413685,0.0194257770856605,0.0469463173657474,0.0479755767089405,-0.0010292593431931,0.978546180915397,55,55,0.3959388370593242,0.0942148760330578,0.048258579839829,0.042967406075607,0.0052911737642219,1.1231438955125996,0.0379094183809263,0.3
-10.4,10,1.0,11613,68,53,0.0190631499928484,11613,68,0.2454796675626783,0.0815566733022323,0.0469082586092853,0.0431086433748838,0.0037996152344014,1.088140450196009,53,53,0.2202686590754582,0.1384834460662156,0.048258579839829,0.0379559520933369,0.0103026277464921,1.2714364198046486,0.0909901732302676,0.3
-10.4,10,2.0,11522,59,49,0.0192481842070607,11522,59,0.0932720317329321,0.1264846321995651,0.0473805689351703,0.0370410791718402,0.01033948976333,1.279135759391978,49,49,0.1301755908127924,0.1778425655976676,0.0489038749735095,0.0329341683922816,0.0159697065812279,1.4848978237741244,0.1574743352668422,0.3
-10.4,15,0.0,5877,42,30,0.0526685605410116,5877,42,0.3591713195438433,0.0819903254819027,0.0622151599985267,0.0536245982611322,0.0085905617373944,1.160198155621821,30,30,0.051877131053959,0.2933333333333332,0.0711636216628037,0.0482681037156338,0.0228955179471699,1.4743405310069004,0.3769403878787186,0.3
-10.4,15,0.5,5877,38,27,0.0576402553249959,5877,38,0.1374774222436277,0.1395717471319952,0.0622151599985267,0.0490722614736609,0.0131428985248658,1.2678274473231712,27,27,0.036322635935236,0.3333333333333332,0.0678402998180992,0.0461998622046294,0.0216404376134698,1.4684091376207895,0.4799408807460901,0.3
-10.4,15,1.0,5850,35,25,0.0547692683848923,5850,35,0.01228071303322,0.2451184371184371,0.0621673265699127,0.0452739423792032,0.0168933841907094,1.373137025470737,25,25,0.017007269062083,0.3952,0.0744869435075082,0.0415790148174875,0.0329079286900207,1.7914552289050407,0.699253213002068,0.3
-10.4,15,2.0,2106,29,23,0.0562027365176432,2106,29,2.055456739802969e-06,0.5126567770245931,0.0725263934379109,0.0370410791718402,0.0354853142660706,1.9579989314417072,23,23,0.0002890567409851,0.6257088846880907,0.0879831067489462,0.0329341683922816,0.0550489383566646,2.6714840861008584,2.214394316233747,0.3
-10.4,20,0.0,0,27,0,,0,27,,,,0.0485606307223271,,,0,0,,,,,,,,0.3
-10.4,20,0.5,0,25,0,,0,25,,,,0.0479755767089405,,,0,0,,,,,,,,0.3
-10.4,20,1.0,0,24,0,,0,24,,,,0.0443205473670708,,,0,0,,,,,,,,0.3
-10.4,20,2.0,0,20,0,,0,20,,,,0.0393502061121497,,,0,0,,,,,,,,0.3
-10.5,10,0.0,10060,69,50,0.0270481279789934,10060,69,0.7264281410294986,0.0244042988446133,0.0503359077406424,0.0479755767089405,0.0023603310317018,1.0491985963195731,50,50,0.0829543391271596,0.2016,0.0514585985337048,0.0428038936101499,0.0086547049235548,1.20219433779507,0.2179620358721894,0.3
-10.5,10,0.5,10060,66,50,0.0270481279789934,10060,66,0.1659252284500502,0.0987860714500874,0.0503359077406424,0.0455666115049044,0.0047692962357379,1.1046664669200752,50,50,0.0566318891596318,0.2216,0.0514585985337048,0.0410995567370422,0.0103590417966626,1.252047530900162,0.2763216714713235,0.3
-10.5,10,1.0,10060,63,48,0.0232052933329562,10060,63,0.0703437170305252,0.1320552873236768,0.0503359077406424,0.0432317690296198,0.0071041387110225,1.1643268103638147,48,48,0.0642809085307151,0.2196180555555555,0.0514585985337048,0.0404090405993226,0.0110495579343822,1.273442719017868,0.2617667121477103,0.3
-10.5,10,2.0,10028,55,45,0.0232621765932073,10028,55,0.0345740447800097,0.1649816876382492,0.0508013936506978,0.0384778678881442,0.0123235257625535,1.3202756919478555,45,45,0.0517993184165591,0.2385185185185185,0.0512402485965643,0.0340634172096497,0.0171768313869145,1.5042603706256623,0.3066575240173473,0.3
-10.5,15,0.0,4256,38,25,0.0598829512617618,4256,38,0.0534016699155073,0.1817496042738424,0.0700211710051574,0.0494393659694202,0.0205818050357372,1.416303984328354,25,25,0.007415319687152,0.4432,0.0883447160022236,0.0478125623822717,0.0405321536199518,1.8477302114847685,0.9439584376501958,0.3
-10.5,15,0.5,4256,36,24,0.062373378480088,4256,36,0.0096042868619759,0.2502871762740184,0.0700211710051574,0.0484436411212046,0.0215775298839528,1.445415112996285,24,24,0.0052066450060822,0.4722222222222223,0.0868502557269807,0.0470395199682698,0.0398107357587109,1.8463252980805296,1.078292070628025,0.3
-10.5,15,1.0,4251,34,23,0.0569531882893678,4251,34,0.0006698038138448,0.3382041595749097,0.0700008850045452,0.0457538940979053,0.0242469909066398,1.5299437651089451,23,23,0.0045965837872699,0.4896030245746692,0.0883447160022236,0.0428308885836608,0.0455138274185627,2.0626402795650955,1.1444788055635131,0.3
-10.5,15,2.0,1703,28,21,0.058708627128126,1703,28,1.7996094272132146e-07,0.5742806811509102,0.0787378138012112,0.038140072776499,0.0405977410247122,2.0644379538186803,21,21,0.0002918523049263,0.655328798185941,0.0926536680445416,0.0347072817306828,0.0579463863138587,2.669574320556237,2.3164803994163377,0.3
-10.5,20,0.0,0,22,0,,0,22,,,,0.0478940695456061,,,0,0,,,,,,,,0.3
-10.5,20,0.5,0,21,0,,0,21,,,,0.0479755767089405,,,0,0,,,,,,,,0.3
-10.5,20,1.0,0,21,0,,0,21,,,,0.0452739423792032,,,0,0,,,,,,,,0.3
-10.5,20,2.0,0,17,0,,0,17,,,,0.0394613458431417,,,0,0,,,,,,,,0.3
-10.6,10,0.0,8313,63,44,0.0331529567444989,8313,63,0.391023104306014,0.0626347335116732,0.0553699664844006,0.0468725987892569,0.0084973676951437,1.1812864640458414,44,44,0.0219755582042407,0.2840909090909091,0.057764423800778,0.0379003771332906,0.0198640466674873,1.524112111012197,0.4710397967440178,0.3
-10.6,10,0.5,8313,60,44,0.0331529567444989,8313,60,0.0618357577740897,0.1397048799069731,0.0553699664844006,0.042760173953261,0.0126097925311396,1.294895725749917,44,44,0.0168055782466916,0.296487603305785,0.057764423800778,0.0379003771332906,0.0198640466674873,1.524112111012197,0.5261310505172535,0.3
-10.6,10,1.0,8313,58,43,0.0339212444304773,8313,58,0.0139502068863301,0.187043973502242,0.0553699664844006,0.041800064708422,0.0135699017759786,1.3246382959126013,43,43,0.0113855029258332,0.3174689021092483,0.0590725109525065,0.0362906112976126,0.0227818996548938,1.6277629072727304,0.6170477270460237,0.3
-10.6,10,2.0,8310,50,40,0.0347796072970907,8310,50,0.0177946231086265,0.1940938628158843,0.0555908821286975,0.038969606865643,0.0166212752630545,1.4265189361637742,40,40,0.0176946116572465,0.3087500000000001,0.057764423800778,0.0340395172803684,0.0237249065204095,1.6969812857508522,0.5409790802464775,0.3
-10.6,15,0.0,2953,34,21,0.0491396671105105,2953,34,0.0226732760086865,0.22698751020896,0.079001728392258,0.0538356131029444,0.0251661152893136,1.4674622213587685,21,21,0.0021477637414257,0.5555555555555556,0.0938255009031911,0.0452739423792032,0.0485515585239878,2.072395200694741,1.4822297187003934,0.3
