dm_threshold,rmin_kpc,min_pts_per_gal,tng_lowres0_only,style,tng_n_points,sparc_n_points,tng_n_gal,sparc_n_gal,n_tng,n_sparc,mw_p,u_stat,cliffs_delta,median_tng,median_sparc,median_diff,median_ratio,median_diff_ci95,score
-10.4,0.5,8,False,equal_weight_galaxy_median,178374,1420,14214,90,14214,90,8.636010267190066e-14,930961.0,0.4554680049403561,0.07303653391048393,-0.008341232052421432,0.08137776596290536,-8.756084646905569,"[0.05495328562399585, 0.12036130564135723]",5.9500913867409695
-10.3,1.0,8,False,equal_weight_galaxy_median,200066,1424,15555,88,15555,88,1.224718549919651e-13,997617.0,0.45760936267204344,0.07555980504976745,0.0037047196635344726,0.07185508538623298,20.39555267663085,"[0.059761455467214064, 0.1216869446603062]",5.90863548150766
-10.5,0.0,10,False,equal_weight_galaxy_median,132277,1204,10060,69,10060,69,1.752652665834643e-12,517798.0,0.49191229434984307,0.07274936965962198,-0.013046982454159917,0.08579635211378189,-5.575953667081577,"[0.061331922310866226, 0.1300950918917889]",5.783070543683349
-10.5,0.5,8,False,equal_weight_galaxy_median,155523,1290,12795,83,12795,83,3.4879026122530566e-13,776570.0,0.4624876999204319,0.06989472486029591,-0.013046982454159917,0.08294170731445583,-5.357156346754386,"[0.058153874797656255, 0.12023629265489101]",5.761410760563228
-10.8,2.0,2,False,equal_weight_galaxy_median,127413,1006,17314,108,17314,108,2.827085288564976e-14,1331269.0,0.42388411861092923,0.04675885097451982,-0.04276019961019051,0.08951905058471032,-1.093513393313916,"[0.0618044772048141, 0.10281011323530481]",5.743062264219306
-10.5,0.5,10,False,equal_weight_galaxy_median,132277,1148,10060,66,10060,66,3.3613735801711776e-12,496773.0,0.4963943611060908,0.07274936965962198,-0.010934765710721273,0.08368413537034325,-6.653034146702657,"[0.060833957133632655, 0.12378865403387394]",5.69537237152784
-10.6,0.0,10,False,equal_weight_galaxy_median,106887,1092,8313,63,8313,63,5.418132669506489e-12,393681.0,0.5034054521604143,0.07027232209226764,-0.018044512154881787,0.08831683424714942,-3.8943874729944454,"[0.05618227104881177, 0.1351325394399513]",5.671441518574368
-10.5,1.0,10,False,equal_weight_galaxy_median,132271,1079,10060,63,10060,63,5.9033155823057325e-12,476026.0,0.5021805673893149,0.07274936965962198,-0.012335914927053437,0.08508528458667541,-5.897363113300825,"[0.060775839918979904, 0.12318657823051388]",5.638937381595563
-10.6,0.5,10,False,equal_weight_galaxy_median,106887,1037,8313,60,8313,60,9.98910078328435e-12,376379.0,0.5091984442038575,0.07027232209226764,-0.017839722003738956,0.08811204409600659,-3.9390928893140567,"[0.057698657729096124, 0.1388514792684158]",5.601424045228026
-10.3,0.0,10,False,equal_weight_galaxy_median,178814,1460,13042,80,13042,80,1.1005461138478724e-12,762094.0,0.46084572918264066,0.0769584893130335,0.0037047196635344726,0.07325376964949903,20.773093864708667,"[0.05275931846303039, 0.12807520022903712]",5.510973768373372
-10.8,2.0,15,False,per_gal_scatter,9915,460,661,22,661,22,1.923600320662381e-08,12387.0,0.7036171090634025,0.09943530152990336,0.034477051928519825,0.06495824960138354,2.884101045996027,"[0.051698339539710196, 0.07552498395989365]",5.429028809582738
-10.8,0.0,3,False,equal_weight_galaxy_median,125597,1225,16006,107,16006,107,1.002458476426697e-13,1213143.0,0.4166918713893506,0.04745178262654548,-0.04355113970084368,0.09100292232738916,-1.0895646578366407,"[0.05468508157958529, 0.10517810089447162]",5.416549971003377
-10.8,0.5,3,False,equal_weight_galaxy_median,125597,1186,16006,107,16006,107,1.263710419227778e-13,1211673.0,0.41497522541196585,0.04745178262654548,-0.04344114282226563,0.09089292544881111,-1.0923235334919459,"[0.05468508157958529, 0.10672089277062531]",5.352496708642175
-10.7,0.0,8,False,equal_weight_galaxy_median,107961,1169,9582,79,9582,79,2.1795996797751803e-12,551860.0,0.4580608683475609,0.062448518684476095,-0.03527585671406541,0.09772437539854151,-1.7702906322208818,"[0.05080539734287193, 0.12742801714104326]",5.341733278912919
-10.4,0.0,10,False,equal_weight_galaxy_median,156290,1330,11613,75,11613,75,3.8312813796229196e-12,637727.0,0.4643979448319413,0.07519817820514696,-0.006845929680427076,0.08204410788557404,-10.984363222447794,"[0.06047995627943614, 0.12546374733578455]",5.301871560539185
-10.3,2.0,8,False,equal_weight_galaxy_median,185508,1232,15492,77,15492,77,3.1295384563118097e-12,870724.0,0.45986365815955277,0.07228458243423486,-0.001006258071404531,0.07329084050563939,-71.83503366421729,"[0.05565345160246073, 0.11691087529678494]",5.290510518009913
-10.9,2.0,15,False,pooled_points,6000,374,400,18,6000,374,2.51017816562109e-19,1432342.0,0.27659714795008905,0.06971136552207025,-0.0048941504896786725,0.07460551601174892,-14.243813235634113,,5.144788673158282
-10.7,2.0,15,False,per_gal_scatter,14775,530,985,25,985,25,1.6982283257009404e-08,20437.0,0.6598578680203047,0.09111293243236306,0.037041079171840297,0.05407185326052276,2.4597807210117613,"[0.043099311596867994, 0.06629896173121061]",5.127098220866305
-10.3,0.5,10,False,equal_weight_galaxy_median,178814,1382,13042,76,13042,76,6.2287221762253184e-12,721888.0,0.45660578374321026,0.0769584893130335,0.009045992790898794,0.06791249652213471,8.507467460118,"[0.05142815471512401, 0.12052533140209094]",5.116542245098494
-10.4,1.0,8,False,equal_weight_galaxy_median,178343,1314,14214,84,14214,84,2.802462414642891e-12,860542.0,0.4414728604260052,0.07303653391048393,-0.004814670417450095,0.07785120432793402,-15.169581212822644,"[0.05983427983342553, 0.11816709631827518]",5.10009765088853
-10.6,0.5,8,False,equal_weight_galaxy_median,132189,1190,11288,78,11288,78,6.6937123265090496e-12,638462.0,0.4502853041123771,0.06669828964255498,-0.023083600888351707,0.08978189053090668,-2.889423100198021,"[0.05346624281049528, 0.12561524906097335]",5.031637913394702
-10.6,2.0,5,False,equal_weight_galaxy_median,155022,1114,15715,91,15715,91,1.919115113686104e-12,1020595.0,0.42734071528217243,0.06122121088458243,-0.02345233533112001,0.08467354621570244,-2.6104526487537094,"[0.058582344953383304, 0.10639166382221246]",5.007107988580045
-10.3,1.0,10,False,equal_weight_galaxy_median,178709,1290,13042,72,13042,72,1.4272716633855018e-11,685916.0,0.46091260713251203,0.0769618986357643,0.00983144664704394,0.06713045198872036,7.828135715805846,"[0.05814467617718324, 0.1196771429679577]",4.998824618569688
-10.5,1.0,8,False,equal_weight_galaxy_median,155517,1195,12795,77,12795,77,1.0114491079777929e-11,713833.0,0.44909080759022135,0.06989472486029591,-0.012335914927053437,0.08223063978734935,-5.665953865084817,"[0.05699516516361771, 0.11593865441023682]",4.937778562499376
-10.8,1.0,3,False,equal_weight_galaxy_median,125597,1120,16006,106,16006,106,6.67340631198051e-13,1191305.0,0.4043141840677671,0.04745178262654548,-0.04224559627238467,0.08969737889893015,-1.1232361905982617,"[0.05923709713536786, 0.10579606171199665]",4.922788978625006
-10.6,1.0,10,False,equal_weight_galaxy_median,106885,979,8313,58,8313,58,1.0499331283635516e-10,359551.0,0.4914363460637059,0.07027232209226764,-0.014234347624488386,0.08450666971675602,-4.936813680970741,"[0.057298616147302715, 0.12513910311484489]",4.903963862012539
-10.4,0.5,10,False,equal_weight_galaxy_median,156290,1258,11613,71,11613,71,2.2252468414327964e-11,601836.0,0.4598404168228176,0.07519817820514696,-0.00014717869796676553,0.07534535690311372,-510.9311282406336,"[0.050498178250332204, 0.12253463611339521]",4.898506051866572
-10.4,1.0,10,False,equal_weight_galaxy_median,156259,1178,11613,68,11613,68,4.310417336103513e-11,577643.0,0.46297253078446565,0.07519817820514696,0.0003033039049160635,0.0748948743002309,247.93013537348733,"[0.06128973468441283, 0.12051340400227673]",4.798932822874942
-10.7,1.0,5,False,equal_weight_galaxy_median,136346,1172,14310,95,14310,95,3.3255253888477798e-12,961028.0,0.4138482474530141,0.05630047519294701,-0.029099209375614166,0.08539968456856117,-1.934776799816704,"[0.05974140678074057, 0.12251060195052069]",4.750208012183391
-10.8,0.0,5,False,equal_weight_galaxy_median,114257,1168,12781,91,12781,91,5.389876969572367e-12,825082.0,0.4187990243072004,0.04994883096409808,-0.04344114282226563,0.09338997378636371,-1.1498047178099777,"[0.05273301603042522, 0.12754252077955702]",4.719203782262624
-10.8,0.5,5,False,equal_weight_galaxy_median,114257,1129,12781,91,12781,91,6.7641351179248434e-12,823939.0,0.41683353810730384,0.04994883096409808,-0.0410500497225037,0.09099888068660178,-1.21677881760801,"[0.05273301603042522, 0.12782619744134702]",4.65594213760174
-10.4,2.0,8,False,equal_weight_galaxy_median,167923,1131,14196,73,14196,73,4.7906037346826826e-11,749049.0,0.44561076436735014,0.06985196467174504,-0.006771485609212924,0.07662345028095796,-10.315604093835503,"[0.057864248701023725, 0.1139850861157406]",4.598529189240108
-10.7,0.5,8,False,equal_weight_galaxy_median,107961,1100,9582,74,9582,74,5.4321455335750904e-11,511204.0,0.4419040204888671,0.062448518684476095,-0.02910514182864521,0.0915536605131213,-2.14561808535887,"[0.048052184433978865, 0.1316007577590974]",4.536157410236417
-10.8,0.0,8,False,equal_weight_galaxy_median,83892,1027,7717,68,7717,68,1.4772496059916668e-10,380614.0,0.4506322938661016,0.057249781318919446,-0.04224559627238467,0.09949537759130411,-1.3551656591563557,"[0.05398783319874166, 0.13378467392316148]",4.429961546742324
-10.5,2.0,8,False,equal_weight_galaxy_median,148892,1013,12792,65,12792,65,2.1683230757594943e-10,605246.0,0.4558281618319142,0.0673546301904624,-0.008822548967282628,0.07617717915774502,-7.634373063866125,"[0.05507505531387789, 0.11115181564183158]",4.405066837040232
-10.6,2.0,8,False,equal_weight_galaxy_median,128488,933,11288,61,11288,61,4.990107525578458e-10,503004.0,0.461014743641877,0.06475083347269894,-0.018044512154881787,0.08279534562758073,-3.588394793770092,"[0.06035953159202195, 0.11300765012998716]",4.288308478088163
-10.6,1.0,8,False,equal_weight_galaxy_median,132187,1097,11288,72,11288,72,1.580685827100087e-10,583826.0,0.43669284983069523,0.06669828964255498,-0.016596822330327665,0.08329511197288264,-4.018738546153863,"[0.053502425010396426, 0.12023922709096452]",4.280094064341701
-10.8,2.0,3,False,equal_weight_galaxy_median,124797,990,16006,100,16006,100,1.5865787690097133e-11,1112694.0,0.3903461202049232,0.04719376903469774,-0.03613162732726716,0.0833253963619649,-1.3061622884359378,"[0.05358433511434522, 0.1018618142389083]",4.2155578994444936
-10.7,2.0,8,False,equal_weight_galaxy_median,106170,853,9582,57,9582,57,1.672589645567629e-09,399328.0,0.46227392735648354,0.061279317339247186,-0.025532287902533923,0.08681160524178111,-2.4000715319039463,"[0.057186049711046405, 0.11655192878835414]",4.057198249143227
-10.6,2.0,15,False,per_gal_scatter,19845,550,1323,25,1323,25,2.264835452843528e-07,26519.0,0.6035676492819351,0.08475885050972932,0.039461345843141794,0.04529750466658753,2.1478955848754975,"[0.033494313779577324, 0.056581655517064997]",4.010684905896224
-10.7,2.0,5,False,equal_weight_galaxy_median,134556,1027,14310,86,14310,86,1.200033979965542e-10,862762.0,0.4021126875010157,0.05555035773828809,-0.0257522941615127,0.08130265189980079,-2.157103261941966,"[0.051690230426952366, 0.10383289983058468]",3.9892821463471138
-10.9,1.0,2,False,equal_weight_galaxy_median,108032,1020,16173,105,16173,105,2.6648618310457098e-11,1168934.0,0.3767024994626553,0.038881489505618205,-0.04207925639811538,0.08096074590373359,-0.9240060978682029,"[0.047394235928145734, 0.1052414041877975]",3.983374771978196
-10.5,2.0,15,False,per_gal_scatter,25545,618,1703,28,1703,28,1.7996094272132143e-07,37534.0,0.5742806811509102,0.07873781380121124,0.03814007277649904,0.0405977410247122,2.0644379538186803,"[0.030757423211022074, 0.04788823415361695]",3.8734208233520944
-10.9,2.0,15,False,per_gal_scatter,6000,374,400,18,400,18,1.6058965602009842e-06,6006.0,0.6683333333333332,0.10897664749382513,0.03825121250749104,0.07072543498633409,2.848972368457166,"[0.05000259030891594, 0.08384318668562304]",3.8725120921510388
-10.9,0.0,8,False,equal_weight_galaxy_median,61392,903,5846,59,5846,59,2.543094705078059e-09,250093.0,0.45017598589793395,0.05222105602863358,-0.04738215716376537,0.09960321319239895,-1.102124916941702,"[0.055416746661703285, 0.1313194820578169]",3.8690993948526473
-10.7,1.0,8,False,equal_weight_galaxy_median,107960,1010,9582,68,9582,68,1.0022727497462848e-09,465635.0,0.42925767677139737,0.062448518684476095,-0.027298172195720838,0.08974669088019693,-2.2876446905212684,"[0.0484254192434021, 0.12191936334166842]",3.8628958760464585
-10.3,0.5,15,False,equal_weight_galaxy_median,114030,975,7602,42,7602,42,2.5514831908231296e-08,239079.0,0.49759461795768023,0.07951639677352063,-0.009946456067293497,0.08946285284081412,-7.994445080292565,"[0.05223783269603924, 0.12991367989889627]",3.7783390797724015
-10.7,0.0,10,False,equal_weight_galaxy_median,82174,951,6540,53,6540,53,6.985122779909681e-09,253236.0,0.46117361952570546,0.06710163905607036,-0.03527585671406541,0.10237749577013577,-1.9021972903443383,"[0.05352640086881975, 0.14397744770795617]",3.761251776229838
-10.7,0.5,10,False,equal_weight_galaxy_median,82174,898,6540,50,6540,50,1.1783159055605153e-08,239928.0,0.46744954128440375,0.06710163905607036,-0.03169927316794352,0.09880091222401388,-2.1168194835434946,"[0.051745965606470226, 0.14337308070674834]",3.706285062569201
-10.7,0.5,15,False,equal_weight_galaxy_median,28470,680,1898,31,1898,31,1.8738729722093155e-07,45451.0,0.5449539413304327,0.08431199593622551,-0.013046982454159917,0.09735897839038543,-6.46218359168126,"[0.042763245279563676, 0.1610106046610356]",3.666046771135362
-10.9,0.0,2,False,equal_weight_galaxy_median,108032,1118,16173,106,16173,106,9.916998370414583e-11,1169108.0,0.3639177338424511,0.038881489505618205,-0.04281519804947953,0.08169668755509774,-0.9081235467061177,"[0.04601226466981821, 0.10031160358411798]",3.640494632600571
-10.5,2.0,10,False,equal_weight_galaxy_median,125394,929,10028,55,10028,55,9.40615238391722e-09,399368.0,0.44819233419153637,0.0692366164512852,-0.0031192600281340077,0.07235587647941921,-22.196487572952897,"[0.0514461891632666, 0.10102687816273165]",3.5974552067270547
-10.9,0.5,2,False,equal_weight_galaxy_median,108032,1079,16173,106,16173,106,1.3328056829735217e-10,1166946.0,0.3613954774379382,0.038881489505618205,-0.04156465306030954,0.08044614256592775,-0.9354460254775105,"[0.04601226466981821, 0.09709213803189248]",3.568864604164427
-10.8,0.5,10,False,equal_weight_galaxy_median,59239,817,4806,46,4806,46,3.1006457552925224e-08,162881.0,0.47352946498036874,0.06325585964511049,-0.030003339708646326,0.09325919935375682,-2.108293951919009,"[0.03818093361277732, 0.14079867287142656]",3.555518645481124
-10.8,1.0,5,False,equal_weight_galaxy_median,114257,1044,12781,85,12781,85,6.814910110853958e-10,753788.0,0.3876995724351864,0.04994883096409808,-0.029178966052625377,0.07912779701672346,-1.7118094888630893,"[0.043735330069629354, 0.11618398324852261]",3.553863587598219
-10.9,2.0,2,False,equal_weight_galaxy_median,107735,907,16173,101,16173,101,2.5393651151303227e-10,1114422.0,0.3644816902391408,0.038770303337313905,-0.04037926485906329,0.0791495681963772,-0.9601537688374173,"[0.046849354301572554, 0.09424730258730991]",3.4973019959594507
-10.3,0.0,15,False,equal_weight_galaxy_median,114030,1055,7602,46,7602,46,4.4523253990636285e-08,256541.0,0.46723974240188504,0.07951639677352063,-0.003496554189196921,0.08301295096271755,-22.741359770484134,"[0.04142968001295507, 0.12753635757549334]",3.434872364386567
-10.8,0.5,8,False,equal_weight_galaxy_median,83892,966,7717,64,7717,64,7.899788965108344e-09,350218.0,0.418208176752624,0.057249781318919446,-0.0305314779240482,0.08778125924296765,-1.8751067819689955,"[0.035294821356229744, 0.13129395821821335]",3.3884834533985457
-10.8,0.0,10,False,equal_weight_galaxy_median,59239,860,4806,48,4806,48,5.277718149989608e-08,167916.0,0.45578443612151487,0.06325585964511049,-0.030895958077014285,0.09415181772212478,-2.0473830100180987,"[0.04685405905815111, 0.13138095514416748]",3.3169957580197016
-10.8,1.0,10,False,equal_weight_galaxy_median,59239,773,4806,45,4806,45,7.862045102887607e-08,158354.0,0.464410227955796,0.06325585964511049,-0.02774429650765242,0.09100015615276291,-2.2799590405063355,"[0.049202061439672075, 0.14395780269120614]",3.2993859635769067
-10.7,0.0,15,False,equal_weight_galaxy_median,28470,723,1898,33,1898,33,3.9617573749991883e-07,47420.0,0.5141935689880894,0.08431199593622551,-0.013046982454159917,0.09735897839038543,-6.46218359168126,"[0.04291391781982821, 0.15751791575682983]",3.2919248825859624
-10.9,0.0,3,False,equal_weight_galaxy_median,104906,1104,14610,99,14610,99,8.563621565059954e-10,981487.0,0.35715401793430535,0.03940996479608394,-0.04207925639811538,0.08148922119419932,-0.9365651432435723,"[0.04531027325423751, 0.10812563592757637]",3.2384378175968336
-10.6,2.0,10,False,equal_weight_galaxy_median,103160,839,8310,50,8310,50,5.8475197579486314e-08,300028.0,0.44417809867629354,0.06736228492211271,-0.007357437538034528,0.07471972246014724,-9.155672008614555,"[0.05225086639323724, 0.11027042674560011]",3.2127527588969205
-10.9,0.5,3,False,equal_weight_galaxy_median,104906,1065,14610,99,14610,99,1.1481147277726332e-09,979517.0,0.35442999467640135,0.03940996479608394,-0.0410500497225037,0.08046001451858764,-0.9600467006128701,"[0.04531027325423751, 0.11015067962883696]",3.1686093667748882
-10.7,1.0,10,False,equal_weight_galaxy_median,82164,843,6539,48,6539,48,9.190522914568891e-08,227061.0,0.44683820155987153,0.06710185774093347,-0.025934870393809817,0.09303672813474329,-2.5873218844752532,"[0.051788168325803366, 0.1436672235655511]",3.144248400097367
-10.8,1.0,15,False,per_gal_scatter,17310,555,1154,26,1154,26,2.191288113188875e-06,23139.0,0.5423943474203439,0.09471821695941335,0.041644436484352114,0.053073780475061234,2.2744506819057015,"[0.041696873570399993, 0.06615246585519349]",3.069572610842061
-10.9,1.0,3,False,equal_weight_galaxy_median,104906,1006,14610,98,14610,98,1.9061807708711023e-09,967482.0,0.35143946695721406,0.03940996479608394,-0.039011654687462816,0.07842161948354676,-1.0102100285622884,"[0.04464843956791, 0.09629178251641173]",3.064494486214908
-10.9,0.0,5,False,equal_weight_galaxy_median,92412,1047,11048,83,11048,83,5.552167643003127e-09,628522.0,0.37084616525479186,0.04240167938722417,-0.04738215716376537,0.08978383655098954,-0.8948870614031492,"[0.04902562788566626, 0.11986288488235991]",3.0615343977365543
-10.5,0.5,15,False,equal_weight_galaxy_median,63840,809,4256,36,4256,36,5.125458379524107e-07,113786.0,0.4853017961570594,0.07919936145676498,-0.009946456067293497,0.08914581752405848,-7.962570881622132,"[0.03840031967916602, 0.1334984934978521]",3.052678013538875
-10.8,0.5,15,False,equal_weight_galaxy_median,17310,607,1154,28,1154,28,1.8622475566331066e-06,24666.0,0.5267392919039366,0.0853631964741366,-0.010046331260890717,0.09540952773502731,-8.496952196514393,"[0.0407836624522608, 0.1618901320789256]",3.0181964356442688
-10.3,1.0,15,False,equal_weight_galaxy_median,112725,909,7515,40,7515,40,3.672109150522849e-07,220262.0,0.4654823685961411,0.07970236649788554,-0.006004440555164248,0.08570680705304978,-13.273903832611984,"[0.04019424892532766, 0.12898381031616707]",2.9954183371096317
-10.9,0.5,5,False,equal_weight_galaxy_median,92412,1008,11048,83,11048,83,7.409368341799e-09,627112.0,0.3677708662310357,0.04240167938722417,-0.0410500497225037,0.08345172910972787,-1.032926383131261,"[0.04902562788566626, 0.11958639252244566]",2.9900576160958527
-10.4,2.0,15,False,per_gal_scatter,31590,652,2106,29,2106,29,2.055456739802969e-06,46192.0,0.5126567770245931,0.07252639343791098,0.037041079171840297,0.03548531426607068,1.9579989314417072,"[0.022667223564137248, 0.042546169528749254]",2.915526080634519
-10.8,2.0,5,False,equal_weight_galaxy_median,113457,905,12781,76,12781,76,1.719792163393752e-08,667571.0,0.3745135666017403,0.049486871947907574,-0.02685829846407195,0.07634517041197952,-1.842517016262427,"[0.04465831921646257, 0.09908663975699043]",2.9079195890654583
-10.3,2.0,15,False,per_gal_scatter,37890,747,2526,33,2526,33,1.332515289031445e-06,62068.0,0.489191199404976,0.06718791111308456,0.037041079171840297,0.030146831941244262,1.8138756379474699,"[0.0219737515385819, 0.03757994232223364]",2.8741586530169405
-10.8,2.0,8,False,equal_weight_galaxy_median,83092,742,7717,49,7717,49,2.156523851311579e-07,270188.0,0.42906331899093697,0.0565379811164739,-0.02774429650765242,0.08428227762412632,-2.0378235613535782,"[0.05334079691217475, 0.11078190042239218]",2.8602415199090325
-10.4,0.5,15,False,equal_weight_galaxy_median,88155,868,5877,38,5877,38,7.23844978172873e-07,163654.0,0.46560633334228885,0.07912668170724046,-0.009946456067293497,0.08907313777453396,-7.9552637815824,"[0.037397045338442146, 0.1293801797114057]",2.858987913559104
-10.6,0.5,15,False,equal_weight_galaxy_median,44295,717,2953,32,2953,32,1.6879512856354733e-06,70464.0,0.49136471385032165,0.07966661467911784,-0.009946456067293497,0.08961307074641134,-8.009547736412584,"[0.03611395939410764, 0.13267783522465218]",2.8364716466183513
-10.7,1.0,15,False,equal_weight_galaxy_median,28470,627,1898,29,1898,29,2.7707692533832506e-06,41460.0,0.5064859561789179,0.08431199593622551,-0.012335914927053437,0.09664791086327895,-6.834677154859751,"[0.03259597627764499, 0.15536285198673436]",2.8147448706749656
-10.5,0.0,15,False,equal_weight_galaxy_median,63840,853,4256,38,4256,38,9.199058171709355e-07,118206.0,0.4617876929165017,0.07919936145676498,-0.009946456067293497,0.08914581752405848,-7.962570881622132,"[0.03738001307203449, 0.12911754283770793]",2.7874690252376553
-10.3,2.0,10,False,equal_weight_galaxy_median,163269,1114,12878,63,12878,63,8.27348464787491e-08,564240.0,0.39092878959317856,0.07277342055133218,0.012818507793619816,0.059954912757712364,5.6772146745156915,"[0.038506471052346544, 0.09166434920629062]",2.7686794757553184
-10.8,0.0,15,False,equal_weight_galaxy_median,17310,650,1154,30,1154,30,3.6880636277420205e-06,25868.0,0.49439630271519364,0.0853631964741366,-0.010046331260890717,0.09540952773502731,-8.496952196514393,"[0.038933528904085524, 0.16204513132306733]",2.68615478045255
-10.4,1.0,15,False,equal_weight_galaxy_median,87750,792,5850,35,5850,35,1.8078163551355911e-06,150216.0,0.46731135531135526,0.0792519047605138,-0.012335914927053437,0.09158781968756724,-6.42448535265993,"[0.03538336241264497, 0.12912598498287273]",2.683697002226657
-10.9,0.5,8,False,equal_weight_galaxy_median,61392,835,5846,54,5846,54,2.7935392668850885e-07,221845.0,0.40548776624726,0.05222105602863358,-0.03612455818324367,0.08834561421187725,-1.44558324460993,"[0.042197368794551215, 0.128235583579136]",2.6575040584575964
-10.4,2.0,10,False,equal_weight_galaxy_median,145206,1011,11522,59,11522,59,1.9030230054249465e-07,473316.0,0.39251954256999877,0.0712583515649472,0.0038162312602594284,0.06744212030468777,18.672440610976768,"[0.03689589598569691, 0.09455873643792101]",2.6379495518419174
-10.7,1.0,15,False,per_gal_scatter,28470,627,1898,29,1898,29,4.781971797371829e-06,41124.0,0.49427709748919013,0.08603147721588496,0.041579014817487575,0.04445246239839738,2.0691081208518987,"[0.032426272890683366, 0.05731380459053846]",2.629748404376921
-10.9,1.0,15,False,per_gal_scatter,9045,466,603,22,603,22,1.5883226373853467e-05,10224.0,0.5413839891451833,0.1069083232297534,0.04772645132893574,0.059181871900817654,2.2400224666386768,"[0.04451082774434818, 0.07759838319583272]",2.5981349368460425
-10.4,0.0,15,False,equal_weight_galaxy_median,88155,946,5877,42,5877,42,1.1455241531207313e-06,177101.0,0.4349805942455254,0.07912668170724046,-0.003496554189196921,0.08262323589643739,-22.629902877442337,"[0.03856402680815259, 0.12949410288986965]",2.584217861473697
-10.6,0.0,15,False,equal_weight_galaxy_median,44295,760,2953,34,2953,34,3.1058785448890545e-06,73520.0,0.4645126591103763,0.07966661467911784,-0.009946456067293497,0.08961307074641134,-8.009547736412584,"[0.0359538210491178, 0.1502511801289216]",2.5584500383444775
-10.3,2.0,15,False,equal_weight_galaxy_median,37890,747,2526,33,2526,33,4.599064236416763e-06,61003.0,0.4636387629261738,0.06349257891026738,-0.019382136968387087,0.08287471587865447,-3.275829647361687,"[0.044372378257743025, 0.12780128193295087]",2.4745933216938774
-10.8,1.0,8,False,equal_weight_galaxy_median,83892,887,7717,59,7717,59,4.128143829220427e-07,314622.0,0.3820335029639603,0.057249781318919446,-0.02774429650765242,0.08499407782657187,-2.0634792921539327,"[0.034881462783186025, 0.11518662430766792]",2.4389955498213585
-10.9,0.5,10,False,equal_weight_galaxy_median,40023,743,3316,43,3316,43,2.128251314642404e-06,101250.0,0.420175610850843,0.05939203689238326,-0.028122689621821628,0.08751472651420489,-2.1118903522762054,"[0.015570628858137071, 0.14028658738262773]",2.383226438382989
-10.5,1.0,15,False,equal_weight_galaxy_median,63765,754,4251,34,4251,34,7.0559809478489865e-06,104542.0,0.446607718599084,0.07922918770018939,-0.0077275874775937226,0.08695677517778311,-10.252771376566855,"[0.032365328396634765, 0.13329708710905272]",2.300674027317486
-10.9,2.0,3,False,equal_weight_galaxy_median,104609,889,14610,92,14610,92,8.562727319021865e-08,889370.0,0.32334910573460696,0.039255706353795716,-0.0326874486564801,0.07194315501027582,-1.2009412776856017,"[0.0414436179258625, 0.08990418300262783]",2.285233552789494
-10.9,1.0,10,False,equal_weight_galaxy_median,40023,700,3316,42,3316,42,3.642864196402464e-06,98550.0,0.4152162674478719,0.05939203689238326,-0.020743292695429627,0.08013532958781289,-2.863192346770921,"[0.02417589290970701, 0.14276917152308963]",2.2581773455949543
-10.8,1.0,15,False,equal_weight_galaxy_median,17310,555,1154,26,1154,26,2.425062977216817e-05,22257.0,0.48360218637515007,0.0853631964741366,-0.009690797497337478,0.09505399397147407,-8.808686436548687,"[0.03612633456849616, 0.13879232132380723]",2.231958037571287
-10.9,0.0,10,False,equal_weight_galaxy_median,40023,786,3316,45,3316,45,3.1718307630527432e-06,104737.0,0.4037930572309343,0.05939203689238326,-0.029907926358557546,0.0892999632509408,-1.9858293142877634,"[0.020658589234197035, 0.12828091366193736]",2.2203328430606835
-10.9,1.0,8,False,equal_weight_galaxy_median,61392,775,5846,51,5846,51,2.6844164437487328e-06,205891.0,0.38114212499916156,0.05222105602863358,-0.02633745288508571,0.0785585089137193,-1.9827678954560242,"[0.03864715043277857, 0.13257419798455153]",2.123399991431454
-10.9,1.0,5,False,equal_weight_galaxy_median,92412,935,11048,78,11048,78,4.1988706505233587e-07,573898.0,0.33194545015689103,0.04240167938722417,-0.0326874486564801,0.07508912804370427,-1.2971853457525286,"[0.032987577750903475, 0.1054648000493079]",2.1167721541846665
-10.6,1.0,15,False,equal_weight_galaxy_median,44280,664,2952,30,2952,30,2.1161531825250372e-05,64232.0,0.4505871725383921,0.07971943037327112,-0.009390814286418525,0.08911024465968964,-8.48908603043779,"[0.02858229086505002, 0.14925889318703867]",2.1062485145244185
-10.9,2.0,8,False,equal_weight_galaxy_median,61095,658,5846,44,5846,44,5.396305597630623e-06,179728.0,0.3974434733928405,0.05150826403634934,-0.021874576912381816,0.07338284094873115,-2.354709041581223,"[0.045633532270717515, 0.10440138499938452]",2.093693850157722
-10.9,0.5,15,False,equal_weight_galaxy_median,9045,517,603,24,603,24,5.124005634943278e-05,10761.0,0.4871475953565505,0.08112736971142631,-0.0074976121699483755,0.08862498188137469,-10.820427607151746,"[0.03140316177556664, 0.12579480334432214]",2.0900533671473474
-10.7,2.0,10,False,equal_weight_galaxy_median,80365,718,6538,41,6538,41,1.1116665516875074e-05,187304.0,0.3974886032127376,0.06520152667580881,-0.011402678972755709,0.07660420564856452,-5.718088427429561,"[0.01534838966654677, 0.11016333751937701]",1.9691686609266474
