dm_threshold,min_pts,rmin_kpc,tng_gal,sparc_gal,massmatch_pairs,massmatch_mean_abs_dlogM,un_n_tng,un_n_sparc,un_mw_p,un_cliffs_delta,un_median_tng,un_median_sparc,un_median_diff,un_median_ratio,mm_n_tng,mm_n_sparc,mm_mw_p,mm_cliffs_delta,mm_median_tng,mm_median_sparc,mm_median_diff,mm_median_ratio,mm_score
-10.4,10,0.0,11613,75,56,0.022303370488656857,11613,75,0.43348017803916905,-0.052388415281724554,0.04694631736574748,0.05133713097104695,-0.004390813605299471,0.9144709974584323,56,56,0.5508625420758623,0.06568877551020402,0.04447292779902476,0.04330851651454952,0.0011644112844752391,1.0268864273862637,0.01701055234790262
-10.4,10,0.5,11613,71,55,0.022707259428886187,11613,71,0.7774701181413685,0.01942577708566051,0.04694631736574748,0.047975576708940586,-0.0010292593431931035,0.978546180915397,55,55,0.3959388370593242,0.09421487603305789,0.048258579839829084,0.04296740607560709,0.005291173764221994,1.1231438955125996,0.03790941838092632
-10.4,10,1.0,11613,68,53,0.019063149992848465,11613,68,0.24547966756267836,0.08155667330223237,0.0469082586092853,0.043108643374883834,0.0037996152344014628,1.088140450196009,53,53,0.22026865907545823,0.13848344606621565,0.048258579839829084,0.037955952093336943,0.01030262774649214,1.2714364198046486,0.0909901732302676
-10.4,10,2.0,11522,59,49,0.01924818420706077,11522,59,0.09327203173293214,0.12648463219956518,0.047380568935170314,0.037041079171840297,0.010339489763330018,1.2791357593919779,49,49,0.13017559081279245,0.17784256559766765,0.04890387497350954,0.032934168392281624,0.015969706581227913,1.4848978237741244,0.1574743352668422
-10.4,15,0.0,5877,42,30,0.05266856054101166,5877,42,0.3591713195438433,0.08199032548190277,0.06221515999852676,0.053624598261132264,0.008590561737394496,1.160198155621821,30,30,0.051877131053959046,0.2933333333333332,0.07116362166280378,0.048268103715633864,0.022895517947169916,1.4743405310069004,0.37694038787871864
-10.4,15,0.5,5877,38,27,0.05764025532499595,5877,38,0.1374774222436277,0.13957174713199527,0.06221515999852676,0.04907226147366095,0.01314289852486581,1.2678274473231712,27,27,0.03632263593523609,0.33333333333333326,0.06784029981809928,0.046199862204629474,0.0216404376134698,1.4684091376207895,0.47994088074609015
-10.4,15,1.0,5850,35,25,0.05476926838489234,5850,35,0.012280713033220038,0.24511843711843717,0.06216732656991274,0.04527394237920329,0.016893384190709446,1.3731370254707367,25,25,0.017007269062083087,0.3952,0.07448694350750829,0.041579014817487575,0.03290792869002071,1.7914552289050407,0.699253213002068
-10.4,15,2.0,2106,29,23,0.05620273651764322,2106,29,2.055456739802969e-06,0.5126567770245931,0.07252639343791098,0.037041079171840297,0.03548531426607068,1.9579989314417072,23,23,0.0002890567409851973,0.6257088846880907,0.08798310674894626,0.032934168392281624,0.055048938356664634,2.6714840861008584,2.214394316233747
-10.4,20,0.0,0,27,0,,0,27,,,,0.04856063072232714,,,0,0,,,,,,,
-10.4,20,0.5,0,25,0,,0,25,,,,0.047975576708940586,,,0,0,,,,,,,
-10.4,20,1.0,0,24,0,,0,24,,,,0.044320547367070875,,,0,0,,,,,,,
-10.4,20,2.0,0,20,0,,0,20,,,,0.03935020611214979,,,0,0,,,,,,,
-10.5,10,0.0,10060,69,50,0.0270481279789934,10060,69,0.7264281410294986,0.02440429884461337,0.05033590774064246,0.047975576708940586,0.0023603310317018775,1.0491985963195731,50,50,0.08295433912715963,0.2016,0.051458598533704894,0.042803893610149996,0.008654704923554898,1.20219433779507,0.2179620358721894
-10.5,10,0.5,10060,66,50,0.0270481279789934,10060,66,0.1659252284500502,0.09878607145008744,0.05033590774064246,0.045566611504904465,0.004769296235737998,1.1046664669200752,50,50,0.056631889159631875,0.22160000000000002,0.051458598533704894,0.04109955673704227,0.010359041796662624,1.252047530900162,0.2763216714713235
-10.5,10,1.0,10060,63,48,0.023205293332956217,10060,63,0.0703437170305252,0.13205528732367688,0.05033590774064246,0.04323176902961988,0.007104138711022584,1.1643268103638147,48,48,0.0642809085307151,0.21961805555555558,0.051458598533704894,0.04040904059932268,0.011049557934382212,1.273442719017868,0.26176671214771036
-10.5,10,2.0,10028,55,45,0.02326217659320733,10028,55,0.03457404478000971,0.16498168763824927,0.050801393650697815,0.038477867888144245,0.01232352576255357,1.3202756919478555,45,45,0.051799318416559104,0.23851851851851857,0.051240248596564314,0.034063417209649755,0.01717683138691456,1.5042603706256625,0.3066575240173473
-10.5,15,0.0,4256,38,25,0.05988295126176183,4256,38,0.05340166991550731,0.18174960427384246,0.07002117100515748,0.04943936596942021,0.02058180503573727,1.416303984328354,25,25,0.007415319687152021,0.44320000000000004,0.0883447160022236,0.04781256238227172,0.04053215361995188,1.8477302114847685,0.9439584376501958
-10.5,15,0.5,4256,36,24,0.062373378480088025,4256,36,0.009604286861975932,0.2502871762740184,0.07002117100515748,0.04844364112120464,0.02157752988395284,1.445415112996285,24,24,0.005206645006082293,0.4722222222222223,0.08685025572698077,0.0470395199682698,0.03981073575871097,1.8463252980805298,1.078292070628025
-10.5,15,1.0,4251,34,23,0.056953188289367816,4251,34,0.0006698038138448648,0.3382041595749097,0.0700008850045452,0.04575389409790531,0.024246990906639884,1.5299437651089451,23,23,0.004596583787269983,0.4896030245746692,0.0883447160022236,0.04283088858366081,0.04551382741856279,2.0626402795650955,1.1444788055635131
-10.5,15,2.0,1703,28,21,0.058708627128126016,1703,28,1.7996094272132143e-07,0.5742806811509102,0.07873781380121124,0.03814007277649904,0.0405977410247122,2.0644379538186803,21,21,0.000291852304926323,0.655328798185941,0.09265366804454168,0.034707281730682896,0.05794638631385879,2.669574320556237,2.3164803994163377
-10.5,20,0.0,0,22,0,,0,22,,,,0.047894069545606155,,,0,0,,,,,,,
-10.5,20,0.5,0,21,0,,0,21,,,,0.047975576708940586,,,0,0,,,,,,,
-10.5,20,1.0,0,21,0,,0,21,,,,0.04527394237920329,,,0,0,,,,,,,
-10.5,20,2.0,0,17,0,,0,17,,,,0.039461345843141794,,,0,0,,,,,,,
-10.6,10,0.0,8313,63,44,0.033152956744498946,8313,63,0.39102310430601406,0.06263473351167326,0.05536996648440069,0.04687259878925692,0.008497367695143775,1.1812864640458414,44,44,0.021975558204240773,0.28409090909090917,0.057764423800778036,0.037900377133290676,0.01986404666748736,1.5241121110121967,0.4710397967440178
-10.6,10,0.5,8313,60,44,0.033152956744498946,8313,60,0.06183575777408975,0.1397048799069731,0.05536996648440069,0.04276017395326107,0.01260979253113962,1.294895725749917,44,44,0.016805578246691637,0.29648760330578505,0.057764423800778036,0.037900377133290676,0.01986404666748736,1.5241121110121967,0.5261310505172535
-10.6,10,1.0,8313,58,43,0.03392124443047731,8313,58,0.013950206886330117,0.187043973502242,0.05536996648440069,0.04180006470842208,0.01356990177597861,1.3246382959126013,43,43,0.011385502925833206,0.3174689021092483,0.05907251095250652,0.03629061129761262,0.022781899654893897,1.6277629072727304,0.6170477270460237
-10.6,10,2.0,8310,50,40,0.03477960729709077,8310,50,0.017794623108626506,0.19409386281588437,0.05559088212869759,0.03896960686564302,0.01662127526305457,1.4265189361637742,40,40,0.01769461165724653,0.3087500000000001,0.057764423800778036,0.03403951728036847,0.023724906520409567,1.6969812857508522,0.5409790802464775
-10.6,15,0.0,2953,34,21,0.04913966711051059,2953,34,0.022673276008686533,0.22698751020896002,0.07900172839225801,0.0538356131029444,0.02516611528931361,1.4674622213587685,21,21,0.0021477637414257745,0.5555555555555556,0.09382550090319114,0.04527394237920329,0.04855155852398785,2.072395200694741,1.4822297187003934
-10.6,15,0.5,2953,32,20,0.05159101556493946,2953,32,0.0033479199837092885,0.3011132746359635,0.07900172839225801,0.04844364112120464,0.030558087271053372,1.6307966652340993,20,20,0.0017823755375054413,0.5800000000000001,0.09042184711316273,0.04264162169725577,0.04778022541590696,2.120506761096797,1.5944204564650277
-10.6,15,1.0,2952,30,19,0.04446223991748086,2952,30,0.00021357546636160195,0.3923215898825656,0.0789577008300205,0.04405241548143205,0.03490528534858845,1.7923580345622798,19,19,0.001461470004983856,0.6066481994459834,0.09382550090319114,0.04041649793897048,0.05340900296422066,2.32146538388529,1.719975098344015
