id	catalogue_id	name	ra	dec	freq	f_sum	err_f_sum	rms	w20	w50	kin_pa	rel	qflag	kflag	n_pix	f_min	f_max	ell_maj	ell_min	ell_pa	ell3s_maj	ell3s_min	ell3s_pa	x	err_x	y	err_y	z	err_z	x_min	x_max	y_min	y_max	z_min	z_max	comments	team_release	dist_h	log_m_hi
52	5843	WALLABY J101531-292423	153.879340613108	-29.4065913420473	1.37825098193653E9	7812.96156187855	642.464131053371	0.001754634769776	1447571.65878711	1367812.1360834	235.2555469904	0.999999999560983	0.0	0	11139.0	-0.00658765854314	0.009986181743443	7.13053578316426	4.99021310038135	57.1624065613853	7.28383299556857	5.24061946142994	76.0068207573297	5645.57172635783	0.193595643235196	1370.91890353131	0.1766803345689	4468.55302457715	1.15504152485805	1828.0	1851.0	760.0	784.0	873.0	957.0		Hydra TR2	130.99088451161342	9.82365422582868
53	5843	WALLABY J101537-272427	153.905709746839	-27.4077735824667	1.40572761197586E9	2844.79551836179	324.080827110107	0.001716412855467	497061.259374254	430074.803244002	319.945786931527	0.99021588855909	0.0	0	2962.0	-0.00517471274361	0.009030596353114	7.33218204699675	4.88190169884355	-19.4720555404923	6.77781754276778	3.90450471793486	-33.1306122793247	5632.22286173298	0.254063682224792	2569.96012236179	0.332076764055193	5952.29104670251	0.583067342607265	1819.0	1834.0	841.0	866.0	982.0	1011.0		Hydra TR2	44.71904361296851	8.451392457659741
54	5843	WALLABY J101606-274758	154.027148519593	-27.7996277000709	1.40876459672135E9	4119.7132419783	422.894808397221	0.001653155225695	474415.815392061	437533.368960161	283.744036120535	0.997973681757341	0.0	0	5437.0	-0.006092033348978	0.009040836244822	6.25554821399307	5.81338882676878	69.9263668524622	5.60207426612931	4.70463403266942	-84.0017982384356	5567.68630243093	0.250357902293454	2334.84115200379	0.261407851618504	6116.28822295918	0.446703342566797	1752.0	1771.0	605.0	628.0	1146.0	1175.0		Hydra TR2	35.38997921113177	8.408983991230306
55	5843	WALLABY J101613-291212	154.056194986819	-29.203427015388	1.37048545394986E9	8900.64955292502	629.658463842887	0.001684490581487	1929211.65853694	1849541.11471359	148.156805511017	0.999999986368235	0.0	0	11609.0	-0.005948540754616	0.009139281697571	8.05272470089027	5.52647033719167	-47.704144031647	8.48055855134453	6.18332342908989	-43.2664594997829	5553.01967218187	0.189763452946414	1492.73449811017	0.182292515470304	4049.21451329653	1.51055709610641	103.0	124.0	879.0	903.0	441.0	550.0		Hydra TR2	156.00028800909985	10.032028890848956
56	5843	WALLABY J101618-301143	154.077655685209	-30.1955466297258	1.3701510337467E9	4886.72379355682	515.560060559901	0.002251884613441	856993.671459477	831750.752346566	20.7255614386219	0.997895927646024	0.0	0	4355.0	-0.006709471344948	0.011710599064827	6.53902038835378	5.04271234369684	21.9230198818987	7.03377780683846	4.11933431277725	28.0244031454411	5542.44061572246	0.227987461812788	897.949970335925	0.248866337965548	4031.15582232579	1.018972467467	92.0	110.0	289.0	306.0	451.0	503.0		Hydra TR2	157.08367774926683	9.777636302774624
57	5843	WALLABY J101632-291258	154.137279246646	-29.2163045710055	1.40075700992341E9	7241.31479974731	452.862586947109	0.001793545521163	859620.16391608	790765.7232397	286.009361034693	1.0	0.0	0	5297.0	-0.005703079514205	0.014099201187491	8.01308090859676	4.15976136889917	-77.6537109538269	8.88501287959895	4.54823049995454	-78.1831832755038	5510.56546201695	0.206064096222023	1484.96169500299	0.138868412499317	5683.87853586961	0.687994428336062	61.0	81.0	878.0	894.0	703.0	757.0		Hydra TR2	60.075114205763214	9.113563026776516
58	5843	WALLABY J101640-252919	154.167433118706	-25.4888779966379	1.36506422902872E9	5112.6010144565	526.438911906203	0.001720469762394	835393.876162339	796488.664324136	346.921569699012	0.999993001519001	0.0	0	7779.0	-0.005477430764586	0.009127866476774	7.88665952003976	5.66142416460289	-43.5254088452826	7.70362891685361	4.56599325794488	-53.6850862891855	5490.86361764301	0.241635647741271	3720.9939585849	0.26080702753891	3756.46836755442	0.843844196436763	42.0	60.0	875.0	895.0	176.0	228.0		Hydra TR2	173.6283672713187	9.884239653279845
59	5843	WALLABY J101725-285259	154.356904977049	-28.8830854240482	1.36406084208112E9	3137.96048205847	339.0957708333	0.001561134376079	793345.679290856	738911.347951625	129.244108817983	0.9903707879049	4.0	0	3920.0	-0.003811271395534	0.00736012449488	6.34568036369755	4.81619201516158	-6.57788871675189	5.95623576649466	4.43095810449287	-6.28176950077436	5394.86508209505	0.221698172418896	1684.53146560954	0.261964093684378	3702.28547238392	0.880317220005692	1580.0	1595.0	1068.0	1091.0	126.0	174.0		Hydra TR2	176.90642580603335	9.688491075042096
60	5843	WALLABY J101756-285557	154.486647291508	-28.9325039583329	1.37037508943898E9	3824.6938246806	441.050784869604	0.001611830782969	838300.962387674	676387.989217369	92.2400976801596	0.996129249380303	0.0	0	6221.0	-0.005515950266272	0.006691967602819	8.16439777609827	5.50287632951574	84.0273242564168	8.80631780752144	4.18788176832591	78.1958914731616	5326.83985571529	0.31254152117134	1654.6328150092	0.240084933656356	4043.25482970889	0.916351682306948	1508.0	1535.0	1047.0	1063.0	457.0	514.0		Hydra TR2	156.3577670978625	9.667191982896673
61	5843	WALLABY J101811-265325	154.546186154272	-26.890406983788	1.34209298001076E9	2236.36405205656	287.380651789746	0.001532684248308	771406.490921557	341083.545037872	254.860935540027	0.81143632967816	0.0	0	2921.0	-0.004374290350825	0.00650193169713	5.06942795550114	4.17571575713577	-17.4831110512104	5.54603709330859	3.61358073161848	-17.4383826484465	5289.60215341056	0.225716936275466	2879.61572712607	0.2515049768687	2516.02092058326	0.992783368509496	1477.0	1490.0	1153.0	1170.0	345.0	393.0		Hydra TR2	249.90368122852882	9.841444198579241
62	5843	WALLABY J101826-264356	154.611436608342	-26.7323291723677	1.37782917474406E9	4108.82252643733	487.890412636191	0.001591524501036	699262.571393933	665818.405705786	263.344719935937	0.988527148923841	0.0	0	7808.0	-0.003846571082249	0.00673963688314	6.31513391484098	5.66405346650827	22.0695409368269	5.05673056977312	4.32710407079318	-43.5700658891129	5254.19280117052	0.262854624724412	2974.28010050566	0.272181386355029	4445.77543618391	0.806366138055317	1439.0	1456.0	1247.0	1266.0	868.0	917.0		Hydra TR2	132.3421023779702	9.553469830864984
63	5843	WALLABY J101834-281550	154.645576090953	-28.2640280448501	1.36475209446283E9	2766.35551498693	314.850744092732	0.001558711795963	583882.064238205	500120.183795711	39.7463522681736	0.972757758118436	0.0	0	3390.0	-0.005753904115409	0.007308875676245	6.03512257402839	4.25644045592863	17.7137176796779	6.34049828622916	3.8304535747433	21.289453759864	5241.0559881963	0.211818238470095	2055.20498081439	0.267469174204052	3739.61310099645	0.72821321027317	1427.0	1442.0	329.0	348.0	1571.0	1606.0		Hydra TR2	174.64759233458986	9.622589586740707
64	5843	WALLABY J101843-281718	154.682200242519	-28.2885666887176	1.36415034337177E9	5831.25878988948	565.727225544941	0.001537417306389	1157612.32848739	1007905.41580201	332.458379649118	0.999792705278679	4.0	0	11250.0	-0.004992842208594	0.006762471515685	9.73651306549118	7.58428594926878	-56.105648931906	8.15667816333719	6.3903761737609	-41.4521826974682	5221.79212923017	0.281003911955658	2040.37289406585	0.2468315526029	3707.11854207953	0.984631879168611	1402.0	1430.0	306.0	333.0	123.0	188.0		Hydra TR2	176.61382979254878	9.956168120702962
65	5843	WALLABY J101859-271349	154.746917449226	-27.2305237799885	1.40821805731161E9	5613.69063460124	409.781866220277	0.001633756893513	301163.232898621	245678.53453023	53.9601569643725	1.0	0.0	0	5227.0	-0.004597924184054	0.014988095499575	7.55336817732807	6.36905592460534	-88.0401924949341	7.38352082279313	6.25822786631845	73.190633091235	5183.48637754655	0.238676769615967	2674.95212384283	0.210380656290188	6086.77509483285	0.271627940070416	1366.0	1388.0	946.0	968.0	1118.0	1142.0		Hydra TR2	37.065879711935445	8.583553488140659
66	5843	WALLABY J101920-263603	154.834331784537	-26.6009456948261	1.36152403870618E9	1692.56564059147	252.012278272233	0.00173398001326	423962.604829109	311685.68539121	0.027054301873221	0.927375196050757	0.0	0	1755.0	-0.005405229981989	0.007913683541119	4.93469319620891	3.76894460547063	-2.49681159754063	4.47464488828743	3.72257064849055	9.40455611472382	5134.2143242414	0.238912908841101	3052.36073589428	0.318362494929393	3565.29809013749	0.850362837906133	1323.0	1337.0	210.0	228.0	1393.0	1433.0		Hydra TR2	185.2156951456524	9.46025748098786
67	5843	WALLABY J101920-264135	154.835329093334	-26.6931487593331	1.3618505539092E9	8510.21289490963	655.677356539064	0.001696407756372	1262899.9223538	1167934.00126651	267.242666674765	0.999999999991858	0.0	0	12412.0	-0.006316879298538	0.008899985812604	8.8176538558092	7.32941214662205	-60.5811912331245	8.77369018937643	6.92705799364351	-68.9687076691889	5134.06301249911	0.237628621927724	2997.04092253422	0.218499143490988	3582.92991110038	0.990410205555095	1315.0	1341.0	150.0	172.0	1396.0	1473.0		Hydra TR2	184.1444626774941	10.156614141279046
68	5843	WALLABY J101927-264159	154.866179870014	-26.6998653368522	1.40843580881833E9	3559.42864557168	317.089719830735	0.00157866908552	451651.234841363	384058.26415563	135.40311814263	0.999913705297255	0.0	0	3352.0	-0.004425868391991	0.00937217194587	6.08920010466439	4.89005680737111	-33.3224131337022	6.26910615028471	4.7003623124942	-31.8546503770334	5117.55631569829	0.219471503721481	2992.89173294586	0.221178436025286	6098.53367619565	0.431797824723608	1303.0	1318.0	148.0	165.0	1126.0	1155.0		Hydra TR2	36.39801378576397	8.369892050264685
69	5843	WALLABY J101934-261721	154.8924080604	-26.2893656268168	1.35285051249632E9	1615.32161127459	306.983389754775	0.001481784866624	469002.382099063	202354.710587612	137.938021998698	0.90486501449734	0.0	0	3566.0	-0.005100728478283	0.007032714784145	9.06345668105185	5.18756685822629	-6.15344879736645	7.38126853241349	2.65833813550403	-17.4629762084548	5101.6907188509	0.314363453423667	3239.05023378875	0.497527448779699	3096.92767480424	0.71683293430826	1288.0	1302.0	392.0	415.0	930.0	958.0	No optical counterpart? False positive? (Tobias Westmeier)	Hydra TR2	213.8611456219042	9.564879170127908
70	5843	WALLABY J101941-254852	154.922113706745	-25.8144652827055	1.40627661143678E9	30398.869550423	1074.52668245832	0.001849516338552	775902.841636488	684454.7093787	168.404470768478	1.0	0.0	2	28044.0	-0.006960602011532	0.019396718591452	16.1544565293318	12.9691579903606	4.35007530955193	14.9327407102262	13.2752491804869	3.72300013819338	5083.5884341676	0.175958876033371	3523.78259189822	0.221813694963471	5981.93701759231	0.313507703136699	1261.0	1295.0	664.0	711.0	997.0	1054.0		Hydra TR2	43.02963356136872	9.446749117763982
