recno	WALLABY	Group	DL	r/R200	dv/sigma	log(M*)	log(MHI)	dHI	dopt	dNUV	SFR	f_SFR	SimbadName	_RA	_DE
24	"J101359-274538"	"field  "	38.1227648765406	3.59539956097067	1.79198133014994	7.30096569316491	8.39886337608798	51.1641771920541	10.3333595799775	5.79888882296965		1	"WALLABY J101359-274538"	153.496	-27.7606
25	"J101434-274133"	"field  "	37.3951726939794	3.50274118609036	1.8639580997431	9.89539290161584	9.6527096923645	224.324842838464	73.9753444557116	149.617676688583	-0.158021639599257	0	"                      "	153.642	-27.6925
26	"J101448-285723"	"field  "	62.2472574017139	3.59255780544446	0.584683745859912	10.2512747218259	9.29928169764446	96.4089304635668	75.896166330042	51.5191727626661	-0.727116045607479	0	"WALLABY J101448-285723"	153.7	-28.9564
27	"J101606-274758"	"field  "	36.8029430941935	3.26194540348004	1.92255714477234	8.62674281782817	8.51602241402885	59.7494788029245	30.5316365275434	22.162890962198	-1.13702969551365	0	"                      "	154.025	-27.7994
28	"J101927-264159"	"field  "	37.857961689613	2.80142670877139	1.81817484905082	7.92867590131034	8.47688023177321	62.2718019917899	15.0273439744629	22.8844150820153		1	"WALLABY J101927-264159"	154.862	-26.6997
29	"J101941-254852"	"field  "	44.8079780728913	2.97595401994697	1.13146853975497	9.96736220724379	9.55342493496212	172.820464356278	85.1452219603105	91.2460740028499	0.128226420264463	0	"                      "	154.921	-25.8144
30	"J102017-253913"	"field  "	51.3020817347309	2.93966056224526	0.491244603089042	8.58988228140349	9.50746406901771	138.925944095758	29.5951659614451	52.0282346989995	-0.751242206614181	1	"WALLABY J102017-253913"	155.071	-25.6536
31	"J102023-253050"	"field  "	49.015160524926	2.97525964195132	0.716544251537106	7.69280525827895	8.70644559037822	53.6732398174321	12.2354931310656	16.704713445794	-1.49646266591015	1	"WALLABY J102023-253050"	155.096	-25.5139
32	"J102107-281054"	"field  "	59.8263413298372	2.50321226633727	0.347037582884639	8.76391442451629	9.36044404248912	114.022974979212	13.8222292379302	40.5065210824694		1	"WALLABY J102107-281054"	155.279	-28.1817
33	"J102113-262325"	"field  "	36.7666120476909	2.59221512883653	1.92615235361398	7.93243501742874	8.18335827398599	36.7300084846178	12.0024462963288	16.9001431536149	-1.83011892521396	1	"                      "	155.304	-26.3903
34	"J102411-285533"	"infall "	58.0032900618388	2.20719674360556	0.167955268180381	9.30607308477468	9.17438288706545	79.2657184875705	46.0277744614906	47.4088798695731	-0.608118111339165	0	"WALLABY J102411-285533"	156.046	-28.9258
