  602183
       0.00      0.00
       0.18      8.81
       0.38     96.34
       0.59    101.61
       0.83    109.34
       1.09    117.77
       1.38    122.37
       1.70    123.57
       2.05    126.26
       2.43    127.00
       2.85    122.88
       3.32    114.96
       3.83    111.66
       4.39    113.25
