   612101
       0.00      0.00
       0.09      4.26
       0.19     12.80
       0.30     21.36
       0.42     24.62
       0.56     28.14
       0.70     38.44
       0.86     60.46
       1.04     71.84
       1.23     74.98
       1.45     88.18
       1.68    105.76
       1.94    108.36
       2.23    114.08
       2.54    124.80
