 6122761
       0.00      0.00
       0.13      8.07
       0.26     15.66
       0.41     23.48
       0.58     33.92
       0.76     40.86
       0.97     49.00
       1.19     55.45
       1.43     59.69
       1.70     63.99
       1.99     65.63
       2.32     66.10
       2.67     56.76
       3.07     47.90
