recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1_3Re	e_VelST1_3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1_3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1_3Re	e_VelG1_3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1_3Re	VsigG2Re	Sample	RmaxST	RmaxG
3701	" 8147-12701"	" 1-145783"	116.759566834	26.7764878281	9.712	-0.536										118.350456512007	8.4081443872083	131.407539047356	8.4081443872083			3.7140618519791655	4.41966302042474		2		1.3
3692	" 8147-12705"	" 1-604856"	117.982110064	27.3029716097	10.604	-0.615	167.592512968204	7.31531095831994	189.400682296542	8.25561320333499			0.948085632090939	1.10964323801205		157.732192816379	7.72672819308805	193.23185623375	7.72672819308805			1.8737974013450271	2.10949146865712		3	1.3	1.3
3283	"  8148-9101"	" 1-145806"	117.902065984	27.3796745716	9.809	-0.086	108.565849332459	21.1880166318426					0.753821799343845												1	1.0	
2632	"  8148-6102"	" 1-145791"	117.8440302	27.5408814872	9.168	-0.956										69.1580648518439	8.85107789708601	75.3807420195387	8.85107789708601			1.9213466617903772	2.0391439343774		2		1.3
3249	"  8147-9101"	" 1-201197"	117.434926452	27.8537520479	10.293	-0.104	154.946237347619	6.59702265282363					1.11502021919837			163.386201186238	9.71859485785592	165.565050681839	9.71859485785592			3.236241045890005	3.63281433258781		3	1.0	1.3
4062	" 8145-12701"	" 1-201353"	117.01332252	28.0282684125	10.132	-0.171	83.8249320226404	18.2922539677766					0.705042960333096			96.5511112540908	8.40455032204422	112.923732362761	8.40455032204422			1.650465761932356	1.78415793776477		3	1.0	1.3
682	"  8145-1902"	" 1-556501"	117.045741199	28.2302750745	10.5	0.572	195.270284181478	7.09099493075901	204.807592175404	7.45420029985328			0.571765550304963	0.672602472146361		225.675350215341	8.61216773104981	203.657956629943	8.61216773104981			1.1530562806915514	1.24121565387866		3	1.3	1.3
751	"  8145-1901"	" 1-201356"	116.993596062	28.3248061942	10.292	-0.473	144.321884778223	19.2204483567299	156.264033967462	20.9673288459325			0.44156870774614	0.558787986712596		168.790652325797	7.80607576576078	178.01235375434	7.80607576576078			1.7616091834904508	2.38992536401682		3	1.3	1.3
3228	"  8148-9102"	" 1-145802"	117.925702595	27.6073929295	9.888	-0.219										129.633302802133	8.66750967404448	135.840736881793	8.66750967404448			3.0556887953831136	3.39955163711244		2		1.3
2765	"  8147-6104"	" 1-145856"	118.383684969	27.7428815514	9.166	-1.161										77.8826949524644	7.17628821651246	79.48232593312	7.17628821651246			1.560700876642016	1.77144808862479		2		1.3
2727	"  8148-6103"	" 1-146026"	118.613875815	28.1247205122	9.337	-0.312										84.4556610055148	7.75699007990216	85.9681493004551	7.75699007990216			1.5925512484410997	1.71052836130189		2		1.3
1643	"  8145-3704"	" 1-556498"	117.570349824	27.8569928312	10.641	-2.524	207.232446817449	30.5285346240298	245.239534479126	32.2568278501587			0.457423872914065	0.557448926888302											1	1.3	
1292	"  8146-9102"	" 1-201391"	117.811568516	28.1536304342	10.748	0.316	177.618613337162	28.3244611049267	186.115404181658	31.2104735343878			0.580020754075004	0.718817126706066		190.993689333939	9.81610062407291	206.479356918016	9.81610062407291	200.957997152864	15.9597668629263	0.8816505589956232	1.20909273821121	1.66705624876815	3	1.3	2.0
578	"  8937-6101"	" 1-556527"	118.378262546	28.3140623488	10.929	-1.816	145.266135656402	56.6172507444688	138.782114427595	63.9570112919727			0.218674559602312	0.250630565284717		275.848302131187	33.9333400932886	350.727790984259	37.142096635888	371.966438113628	29.5658620466109	0.5994413410822632	0.636383489336082	0.875995004548247	3	1.3	2.0
245	"  8937-1902"	" 1-201392"	117.860481432	28.2342173929	10.321	-2.526	112.954660803875	7.73876195665831	137.070196907103	8.06260750187828	160.304515617243	8.98303714992054	0.28569045236704	0.379782431637256	0.587739829390662	50.4247325478397	9.75717224093172	50.6631319185284	9.75717224093172			0.1578738727712479	0.174222186709366		3	2.0	1.3
2158	"  8148-6104"	" 1-146104"	119.210337919	28.3758651318	10.316	-0.131	120.143167295949	9.99928554505077	109.193251907127	13.1822069070969			0.677315383288528	0.743235026915472		157.703411911712	10.8763426797691	160.17855004189	10.8763426797691			1.6354396804270588	1.83633788816322		4	1.3	1.3
3130	"  8937-6102"	" 1-146067"	118.794043458	28.6993967173	8.359	-1.188										57.3814402386547	13.3010681313752	70.8501646171348	15.7024518415265			1.3397872313684913	1.51093019937029		2		1.3
451	"  8146-1902"	" 1-201364"	117.199452424	28.2397421804	9.933	-0.387	88.5254542876192	32.0607088615251	108.063993446559	33.7089728857929			0.355456804993062	0.490973065699146											1	1.3	
1350	"  8937-3701"	" 1-604841"	117.310556938	28.6115938934	10.641	-2.081	142.065646549705	8.5171555122199	179.56070303302	8.99920467861122			0.3679490111935	0.455199947993336											1	1.3	
4080	" 8146-12701"	" 1-604839"	117.27419	28.61938	10.564	0.013										205.71308264086	8.28241754720244	199.911147716047	8.28241754720244			5.733099083177572	5.80082949706421		2		1.3
3052	" 8145-12703"	" 1-201318"	117.065788414	28.7153972947	9.109	-0.792										80.5960584232347	7.16195875132764	86.4306094873877	7.16195875132764	124.054083182372	10.0021263807523	2.0017535862737015	2.16602817089239	2.6703291964373	2		2.0
1250	"  8146-3701"	" 1-201317"	117.116000945	28.8926618679	10.546	-0.795	143.12001227906	8.44656091652427	153.579718683486	8.90104925234519			0.495333020498266	0.59791765839777		146.834451113992	10.9701526289645	170.027088894198	10.9701526289645			0.6675286301507968	0.891009950616185		3	1.3	1.3
1086	"  8937-3702"	" 1-201320"	117.152294105	28.8998806894	9.744	-1.134	40.6172616628734	18.778535705209	58.9209688100192	21.4563736204947			0.318750534201377	0.361172647550058											1	1.3	
837	"  8146-6104"	" 1-201464"	118.307046564	28.8282978926	11.557	0.038	266.424013069503	95.417049682867					0.440028836880578			316.69294858405	18.101185610293	322.129154004943	17.7904878967329	311.503963620787	14.0366361753049	1.0909183914841725	1.22780389341969	1.57661699155689	3	1.0	2.0
1019	"  8148-3703"	" 1-201470"	118.497425111	29.3606046735	10.849	-0.86	126.295501524454	9.44616963780566	170.925396896951	10.7931070388669	191.104235997068	14.7779871255271	0.488456700857484	0.589123293632492	0.729548925733564										1	2.0	
1187	"  8986-3702"	" 1-146129"	119.607231337	28.7037152731	9.256	-0.737										87.2184970123341	8.24917317418957	100.172182952024	8.24917317418957			1.9649496582348887	2.48975028645862		2		1.3
2668	"  8986-6104"	" 1-146352"	119.903377344	28.8637979523	9.776	0.242										62.7449483534719	7.87746570283699	78.4889010644	9.45541256962865			1.2766805283795335	1.46512702058386		2		1.3
2322	"  8937-6104"	" 1-146337"	119.955306621	28.9297506536	11.155	-0.721	171.145296594746	16.1045720557201	169.343916079938	19.8373520948282			0.443932558664861	0.506920074804878											1	1.3	
1088	"  8986-1901"	" 1-146171"	120.283098326	29.1480936991	11.169	0.479	223.958884697881	22.7984325703904	235.007789051535	25.57387282354			0.614655653591205	0.753931950282016		254.375352126426	7.24485182198149	268.698870262878	7.24485182198149			1.8966702092669592	2.33327617156264		4	1.3	1.3
1421	"  9504-9101"	" 1-146266"	121.29142057	29.4553831444	10.082	-0.404										90.5780969826768	22.1317507091302	102.7839437108	22.1317507091302			0.6297833584209179	0.945703139744109		2		1.3
2515	" 9504-12701"	" 1-146283"	121.218820746	29.5818975818	11.272	0.31	214.466126554542	17.0516663083198	215.991370249997	23.4434541015878	178.359292988116	61.0875750281068	0.922102298246773	1.0236356474007	1.08530451529659	232.415851186898	9.07562035287429	242.654829030468	9.07562035287429	274.753049180241	9.07562035287429	2.6702541213276603	3.39003022214965	4.27402908071784	4	2.0	2.0
128	"  9504-3701"	" 1-164336"	122.298025075	29.3984332792	10.519	-0.059	147.202089013774	14.330660713346	184.026406849185	16.4739403682494	191.663083945817	19.5545343323046	0.351011075310094	0.456340844011785	0.630334408520333	173.258585647807	20.9409206393588	183.680599241507	20.9409206393588	201.106456963338	26.8554955453025	0.6789431365003764	0.820813861238853	0.94518906279025	3	2.0	2.0
3528	" 8938-12704"	" 1-146440"	121.489662307	30.3718231126	11.011	-0.117	174.8305629993	14.2817647727841	197.567308149187	16.5209967249524			0.588493500199658	0.678592597649189		227.630588972463	7.0	236.110991913259	7.0			2.4382421809286887	2.78694388309869		4	1.3	1.3
2097	" 8938-12703"	" 1-146465"	121.969894867	30.5963162891	11.307	0.275	247.52169410874	21.2858938925253	262.068183798775	22.7642901103593			0.741415292695099	0.896732547482646		278.323265266264	8.18570599586808	287.422965393917	8.18570599586808	288.753851936971	15.3627419713506	3.1806320744561565	3.82765022485357	4.39580659927384	4	1.3	2.0
1103	"  8938-9102"	" 1-146463"	121.886131979	30.8124577638	11.202	-1.491	127.859162102132	35.2733200331665	142.284306708387	42.0212305563946			0.308653878454857	0.343506815904868		165.48546346064	23.4596774901802					0.8561760346992915			3	1.3	1.0
2293	" 8986-12703"	" 1-146107"	119.666861433	29.1699471516	9.833	-0.251										87.5648349094374	9.13858069615804	89.9735387983334	9.13858069615804	112.958569368789	9.13858069615804	1.8634543629450708	1.96832802897051	2.27867123941549	2		2.0
122	"  8938-6102"	" 1-146344"	120.067091114	29.4714367719	9.854	0.457	55.5092618013434	30.8818650365463	70.8232360009666	32.4836699431034	96.7785331700853	35.9459910249983	0.279370621683399	0.386330235079721	0.502766386637664	37.2599070692106	11.1648855882727	40.7095200743001	11.1648855882727	48.2700575371696	11.1648855882727	0.19577089208838433	0.265205378865422	0.359062168502621	3	2.0	2.0
3269	" 8937-12703"	" 1-146380"	120.232680129	29.9226162028	10.478	-0.231	110.18576856202	15.9535377025609					0.910874227760627			140.928668071885	9.90126784079758	163.822953297086	9.90126784079758	171.041410637706	9.90126784079758	1.5097073447286053	1.79201694763737	2.18492936309868	4	1.0	2.0
4204	" 8937-12704"	" 1-604878"	118.63755	29.710836	9.547	-0.585										89.9909213318562	7.61956739239611					2.7660213470995796			2		1.0
2682	" 9184-12705"	" 1-201875"	119.500220145	30.7955819139	11.242	0.44	210.693031454718	17.2015510856957	216.524147373972	18.6019900465397			0.730200121899239	0.836729170112944		225.840578126082	11.2217163424886	232.625887506515	11.2217163424886	253.216143193593	11.2217163424886	2.064795918950743	2.29182359567533	2.96040084354288	3	1.3	2.0
1850	" 8938-12701"	" 1-201874"	119.757477557	30.9760246615	10.714	0.179	174.529102555726	12.4074830793008	193.55931399138	13.5808140465173			0.901771124957269	1.0298364942485		186.130045579626	8.31065097953071	199.233508674245	8.31065097953071	217.922504808859	8.31065097953071	2.0409969870389593	2.38342723030265	2.71864119007584	4	1.3	2.0
613	"  8938-6104"	" 1-146408"	121.236587027	30.7646045498	11.04	-1.662	120.602090219007	45.676493611724	164.193426620825	50.7541738700568			0.182368543515489	0.244408261872297											1	1.3	
4129	" 8938-12702"	" 1-201756"	120.814384478	30.7965108405	11.175	0.657	268.682403134769	15.504503710996					1.24749214189083			289.749482462906	10.747352192804					5.58628678387428			4	1.0	1.0
1192	"  8938-9101"	" 1-201812"	120.623738782	30.8636815558	10.346	0.019	141.432346637661	12.9881549925909	149.266027577605	14.6637525816268			0.854665330366039	0.992203074838434		148.377858622907	9.08604761660182	159.674689090882	9.08604761660182	170.131157775604	9.08604761660182	1.7916381690322232	2.19541122702358	2.58542605280782	4	1.3	2.0
2037	"  9184-6104"	" 1-201816"	120.615239824	30.8838276438	10.457	-0.165	148.460475437712	13.3557180274238	152.064221028864	16.3594104007115			0.89939233153683	1.02361238978922		143.566406726165	10.6982447027055	150.137454247291	10.6982447027055	200.328180921551	10.6982447027055	1.5492301868091107	1.87896968680824	2.1882226074591	4	1.3	2.0
143	"  8938-1901"	" 1-201813"	120.598542432	31.1877467469	10.867	-1.699	135.038291332655	6.74065139325125	154.163272199076	8.00862792631036	171.276688348019	11.0306947407411	0.253478969468898	0.314073065069376	0.417263705889518										1	2.0	
211	" 10220-3701"	" 1-201961"	120.430507904	31.7266384397	9.755	-0.089	75.8035529543547	42.5582153911748	90.4567541077081	45.1659619591832			0.393753910101965	0.476219103561489											1	1.3	
2944	" 10220-9101"	" 1-201969"	120.825871809	31.7763732335	10.864	-0.267	183.001388375324	15.6257712457716					0.679085281624137			211.578776455671	7.10365753019172	211.370278663201	7.10365753019172			1.9693613733495556	2.65354738708325		4	1.0	1.3
4082	"10220-12705"	" 1-201934"	120.550320326	32.3150512958	10.863	0.397										238.145323995037	7.71764802351497					5.07297523699689			2		1.0
4192	" 8144-12705"	" 1-556549"	115.309868255	27.6140465302	10.885	0.37										175.775013152712	10.2244666072011					2.465535406997639			2		1.0
2897	"  8144-3704"	" 1-152384"	115.163253596	27.6111775772	10.438	-0.248										147.187908346109	13.5747885197726					2.0320462968574544			2		1.0
3539	" 8144-12702"	" 1-120955"	114.162494128	28.5267670776	10.517	0.312										153.890388575344	7.80607576576078	166.114173761159	7.80607576576078			3.197843694831108	3.73168725009126		2		1.3
2913	"  8144-9101"	" 1-120941"	114.610230102	28.9630777324	9.909	-0.754										109.483502902386	7.0	121.444620838984	7.0			1.7279667640949903	2.06339943437992		2		1.3
2989	"  8144-9102"	" 1-152666"	115.365629992	29.6691774656	10.461	-0.529	166.852874172562	8.8510824971595					0.785503468673583			184.645442507005	7.0	197.571049425178	7.0			2.236378496343109	3.06053683501112		4	1.0	1.3
3407	" 8146-12702"	" 1-152596"	116.835692191	29.4129340233	11.089	0.578	238.490749520235	14.2926751559948	212.016697845719	21.0701394405102			0.986730431824716	1.10682612235295		255.102184502083	10.5194302028467	264.376512799471	10.5194302028467			3.7390472935043686	4.48953740843226		4	1.3	1.3
2750	"  8146-6103"	" 1-152566"	116.526085294	29.2108610114	9.083	-0.732										57.5319255451747	8.75807731736182	58.3181915366269	8.75807731736182			1.6249073663054505	2.00090175206645		2		1.3
1288	"  8146-3702"	" 1-604816"	116.110427262	29.2693961696	10.916	-0.929	206.437049891699	8.67574596906979	212.55545139186	10.4478605340425			0.497841112061824	0.564393153741545		197.32909337496	22.940054445458	253.232815194068	22.1465348889541			0.6270124477377234	0.680260957704022		3	1.3	1.3
347	"  8936-1902"	" 1-152632"	116.49261901	29.715400785	10.229	-1.827	132.514316570229	4.85287872476565	152.105763005794	5.17695105907929			0.491233866649381	0.606224181773955											1	1.3	
3406	" 8936-12705"	" 1-152579"	117.317912806	29.6647874781	11.259	-0.112	298.828708406929	23.2237216952805					0.636772374255521			341.550720912358	28.6567688714761					0.5981732000224727			3	1.0	1.0
302	"  8936-3701"	" 1-152763"	116.825825811	30.0655150464	11.262	-0.302	37.1782837192879	33.6202708968341	48.1352536341059	34.7063265701464			0.0833593433228137	0.0999894732372759											1	1.3	
991	"  8936-9102"	" 1-152777"	117.11645399	30.0690961635	11.017	-0.562	179.255898067015	10.4839502256668	200.956962547488	11.4951071499399	221.653624370792	16.9350618085444	0.606626685488044	0.790254278839486	0.934789071195321	215.710032156011	8.93037309210961	229.982298078639	8.93037309210961	236.879249144403	8.93037309210961	1.1935865346470576	1.78405986221471	1.92638168409945	4	2.0	2.0
4184	" 8937-12701"	" 1-152770"	117.146319291	30.1543656985	10.336	-0.27										139.778164047752	8.27715798919066					1.9934940403831625			2		1.0
2710	"  8936-9101"	" 1-152830"	117.684629327	30.3463741575	10.352	-2.253	100.22398942512	11.9656928537223					0.542007218424104			112.024977642623	8.98546502006178	128.854095150325	8.98546502006178			0.892848929179884	1.04262518287832		3	1.0	1.3
2478	" 8146-12703"	" 1-152719"	116.605086099	30.4404922234	10.84	-0.275	166.369769804589	27.5766360842183	187.599162520574	28.6125054180365			0.567825444820713	0.696320726676444		149.709491017669	16.9747355665926	195.490503003256	12.818143694379			0.8365281441367955	1.16978048096351		3	1.3	1.3
153	"  8144-1901"	" 1-121035"	113.678445152	30.0188958222	10.403	-1.868	70.1436517286805	33.2561246538911	102.970518056086	35.9131240511622	163.552532104006	43.1136830655876	0.106707205235445	0.13906502998195	0.204903467232113										1	2.0	
3750	" 8139-12701"	" 1-121151"	115.479932675	31.4115350652	9.153	-1.079										81.9466882430225	8.77470840158052	84.650596341381	8.77470840158052			1.510783894888724	1.64078425503812		2		1.3
2408	"  8936-6104"	" 1-152828"	117.929431767	30.4487515558	8.92	-0.525	23.0400523390673	23.1714892200813					0.243652023863756			25.6813009741882	8.82145934587494	36.7560839361222	8.82145934587494			0.8069459228647183	0.781054470788874		3	1.0	1.3
4109	" 9184-12702"	" 1-201916"	119.323870662	31.4701909633	8.998	-0.946										58.2036401679387	7.0					2.1235384342576027			2		1.0
3159	"  8977-9101"	" 1-153028"	118.31988726	32.5437329364	10.93	-0.467	203.701219896037	8.44810911612944	218.141734778316	9.84144462478491			0.76701825213552	0.893292443074216		225.938146120111	8.28450674547507	239.760649104257	8.28450674547507			2.4239607032672676	2.90709199914189		4	1.3	1.3
940	"  9184-6103"	" 1-201915"	119.809720752	31.7334129507	10.977	0.164	180.153823392418	11.628990155655	183.208793863429	13.3826676448423	195.480941612272	17.5768767465087	0.531528130553929	0.622454558670329	0.745165331807436	235.988742482233	8.05075821972603	241.582333255245	8.05075821972603	216.339695281125	8.05075821972603	1.4673545549243583	1.66792235574134	1.77614553613961	3	2.0	2.0
4009	" 9184-12701"	" 1-201913"	119.799041719	31.8078742908	11.361	0.207	219.359524008556	29.0156310438188					0.742411421808826			228.384644098265	8.32718717474433					3.181370867864744			4	1.0	1.0
376	"  9184-3704"	" 1-201922"	119.994793689	31.893324138	10.156	0.543	110.367232365634	49.205174919038	127.035261691497	53.2614311705459			0.555718473558094	0.671911784439276											1	1.3	
3800	"  9484-6101"	" 1-153153"	120.315161065	32.8489095112	10.572	0.031	150.317512644245	11.3630747739502					0.790646466294368			166.567006915272	8.40212697485489					2.0264520590883537			4	1.0	1.0
3999	"10220-12701"	" 1-153155"	120.348598309	32.8838040043	10.124	-0.168	105.173015152406	12.7336132602918					0.852316727851681			132.038447770628	9.48968115438952	138.267004705863	9.48968115438952			1.9984226625467625	2.20221413915912		3	1.0	1.3
3308	"  9184-9102"	" 1-153207"	119.858847863	32.9690705321	9.441	-0.641										111.225924470344	8.9449337894053	118.167065008508	8.9449337894053			1.986973430161803	2.26763674068218		2		1.3
3952	"10220-12702"	" 1-153142"	120.489596539	33.1645908106	10.842	0.026	173.865668511896	7.98049315043014	191.05470872323	9.12770346656463			1.00129724871899	1.14294351556983		198.979472899939	8.85660288067857	214.751659562925	8.85660288067857			2.6177958737156883	2.93441631774406		4	1.3	1.3
4163	" 9184-12703"	" 1-153018"	118.584900499	32.774615736	9.301	-0.862										78.7990723051032	7.74757148554423	80.704259191209	7.74757148554423			1.695578397839262	1.77149792493862		2		1.3
1242	"  9184-3702"	" 1-153086"	119.343027844	33.0624288175	10.45	-2.208	160.47618863904	2.46054529604761	164.427658737583	2.86668844360352			0.489971285425297	0.564807074662819											1	1.3	
688	"  8977-9102"	" 1-153082"	119.200248334	33.2544789221	10.711	1.045	150.214251269602	25.8909677687189	180.057845749853	28.1890631580001	214.874483737641	45.0506970729204	0.485357236255739	0.594418235204815	0.796404604981999	192.824015861506	8.36574841494319	207.496386231267	8.36574841494319	221.349218854894	8.36574841494319	1.2980068501105968	1.56568902095503	2.16698458119103	3	2.0	2.0
4011	" 8139-12705"	" 1-604821"	116.43123	32.10292	10.335	-0.235										156.16680433908	8.03821792957328	159.412152196862	8.03821792957328			4.1667879835565955	4.48064195132403		2		1.3
519	"  8936-3702"	" 1-121235"	116.36044117	32.2681422697	10.849	-1.07	178.458345806229	13.0303268670474	206.441625710522	14.8766434564464	217.469740785963	20.8621084181589	0.424222634676621	0.508095187932369	0.647022390524765	201.774086674731	16.0064636320431	236.389434967294	18.0925876314038	280.452329716586	19.8908126103013	0.765616228068744	0.821644648832484	0.860293469195041	3	2.0	2.0
3072	"  8139-6104"	" 1-121236"	116.374106433	32.2937635561	11.302	-0.039	212.873081580785	8.28305137652698	250.983611025403	9.73561904244903			0.812772885291685	0.99352240531314		242.339301092888	11.4613938520536	267.794885909389	11.4613938520536			1.91069428367673	2.68212201179418		4	1.3	1.3
785	"  8977-6101"	" 1-121277"	116.940641539	32.4322540414	10.568	-0.364	143.779452349095	45.7377483648771	170.320738894779	47.6462555181403			0.407102155246541	0.509862468578682		196.612301363804	15.631326165104	231.339843089097	15.0745868789228	213.015152379282	18.3751072108182	0.7781262692580391	0.883483635914511	0.898773082668099	3	1.3	2.0
3115	"  8139-3703"	" 1-121218"	116.08278223	32.8105954402	9.817	-0.037										94.4226889891994	20.318997059747					0.7989200482908839			2		1.0
2201	"  8717-3704"	" 1-121486"	117.518331889	34.479317451	10.788	0.612	136.508993662996	18.7130490529862	146.057773392309	28.2444397071017			0.506577620672568	0.56661771579189		203.166433539618	7.74222013940299	206.266636326577	7.74222013940299			1.982934676858562	2.20035439199952		3	1.3	1.3
1843	" 8977-12703"	" 1-121523"	118.082983546	34.5749683068	11.073	-0.017	249.106784154237	14.9304772330743	253.658617010691	16.2012102927151			0.712977731308694	0.87637954317494		255.282087441948	13.1667599346128	277.483536623923	9.1638491873315	291.50476175573	10.0573935369003	0.6631450159906567	1.07264730313408	1.90355788278573	4	1.3	2.0
79	"  8977-3702"	"  1-71269"	116.428555378	34.0077392619	11.011	-2.006	161.395583468036	9.6896039261949	195.432514021956	10.2527397532515	235.655442055573	12.4263092679203	0.314890251301282	0.391853132465303	0.579652934820528										1	2.0	
4098	" 8717-12701"	" 1-604835"	117.215199698	36.3903606314	10.334	-0.231										132.755176599085	14.2161775100639					3.2813701979378926			2		1.0
3684	" 8135-12705"	"  1-43497"	115.443139987	37.6155355534	9.947	-0.573										98.2822102461416	10.1965378888182	120.13870804192	10.1965378888182			2.282172929133122	2.61369523610297		2		1.3
2053	"  8135-6102"	"  1-43099"	114.872635541	37.8205071462	11.441	-1.082	161.77207434371	24.5937754640441	143.40996494978	29.0295842062501			0.280370619643907	0.308209111453834											1	1.3	
4175	" 8135-12701"	" 1-604761"	113.472274826	37.025904577	11.314	-0.249										281.276362987713	13.8348264395369					2.0073793434471687			2		1.0
3080	" 8135-12704"	"  1-43506"	114.753059381	38.1277411977	11.451	0.418	213.16918205141	18.5299460674733	235.4415485138	24.4585648894455			0.875328516664706	1.01859193858466		243.073176854339	7.24485182198149	260.26087898892	7.24485182198149	250.963675662239	12.0338822921	2.5517892179543624	3.27774372446681	4.34880370148524	4	1.3	2.0
1229	"  8135-9102"	"  1-43022"	113.610094821	38.629014845	10.338	0.084	107.763464420234	22.041566156501	94.1659509826277	25.7060649405778			0.558213230148313	0.613642453922162		138.717940514329	8.93318148167215	146.179858637243	8.93318148167215	143.782471462126	8.93318148167215	1.4445627617542565	1.59401474369084	1.8473288068938	3	1.3	2.0
396	"  8135-3701"	"  1-43241"	114.002145323	39.2335378738	11.358	-0.101	141.483539288198	15.4637519996742	134.592759529115	19.4772419258061	124.111687757815	28.5624468210211	0.307748477353113	0.335773045126537	0.358579735723738										1	2.0	
2237	" 8135-12703"	"  1-43009"	113.553880266	39.0768343422	10.527	-0.049	168.519188813709	11.2464348353817	177.826267296635	12.5646190206067			1.01851822747624	1.12108826272241		187.305529650083	10.5458910370514	195.309649989668	10.5458910370514	191.924815850231	10.5458910370514	3.048614906982418	3.50889520042131	4.00262554713171	4	1.3	2.0
1595	"  8135-3702"	"  1-43229"	114.084789596	39.8799883739	9.642	-0.299										107.066062177944	8.830238320254	121.074478262558	8.830238320254			3.2189874967298446	3.80957395422711		2		1.3
2493	"  8131-3701"	" 1-338090"	111.874793014	38.699636354	10.861	-0.101	304.032576378588	12.3291188265928					0.812333165227778			331.039996284558	8.76533881766813					2.466653427959934			4	1.0	1.0
772	"  8131-6101"	" 1-338034"	111.090757231	39.0190253819	10.52	0.394	149.692559529307	11.744774622405	160.588905344822	13.8815187641685	189.144110346806	20.7502191845968	0.679341149339286	0.79796769165587	0.979153025041167	163.235642783729	10.2855120331539	177.460964359504	10.2855120331539	181.967022206	10.2855120331539	1.8431067680556137	2.22400760522973	2.78646065876409	4	2.0	2.0
563	"  8135-6104"	" 1-338237"	112.910993925	39.4005367184	10.675	-1.988	127.260806697504	14.9198480771636	154.937717349017	16.2294647209605	191.448321156442	20.1464591081008	0.453929324514744	0.590172517351719	0.797475683615885	154.465905982776	10.8442975295568	170.351370617097	10.8442975295568	188.692678377147	13.0256829509297	0.9604436001824918	1.2966660142325	1.56425859497172	3	2.0	2.0
2709	"  8135-6103"	" 1-338220"	113.057012986	39.5600737596	11.076	-0.306	149.734427508206	21.6799240781697	160.87377453779	26.2289276608061			0.445171043817943	0.550916686601866		165.739037982153	9.88237165977325	178.34126820753	10.7248557161328			1.1386433602554182	1.73259252890986		3	1.3	1.3
3458	" 8131-12704"	" 1-338113"	112.467749081	39.8914997875	10.904	-1.951	229.04489228474	7.74921314673611	237.14672186628	9.45903605387944			1.07281909447581	1.22147393426203		213.098992273608	9.86793370130427	244.026590718059	9.18180413365452			1.5474243826521017	2.25417653681193		4	1.3	1.3
2108	"  8131-6104"	" 1-338359"	112.416704157	41.072316326	11.552	0.251	279.215061821676	20.1940281116365	294.346891095244	25.0153843707332			0.680006450543093	0.804484879489136		340.906561847084	8.3270074685929	312.47560122677	8.3270074685929			2.415230302370907	2.63278723731404		4	1.3	1.3
1258	"  8131-9102"	" 1-377125"	112.22135952	41.3078118442	10.978	-0.098										63.1135619552481	7.86846332575623	70.1428404884622	7.86846332575623	75.9770401875964	7.86846332575623	0.48357759439030296	0.960194429888012	1.57952705619278	2		2.0
873	" 10220-6101"	" 1-146543"	122.651546118	31.2946412174	11.25	-0.938	180.093333067582	22.489183556198	179.513168797096	25.9108110767531			0.337768500742743	0.36824496972145											1	1.3	
1730	" 10220-6104"	" 1-202008"	121.718144251	32.2503291927	10.747	0.061	154.550355735254	22.2453785822791	166.933761162347	25.1980535240651			0.712425952054198	0.798178999789312		186.11872623453	7.75012095333412	189.936596911784	7.75012095333412	203.482139980945	12.4914566080702	1.992148743167	2.15784584663506	2.19216106093862	4	1.3	2.0
1221	"10220-12704"	" 1-136450"	122.540399375	33.8793464336	9.87	-0.1	86.2071981826354	41.7216305355609					0.623222161259222			115.155536388705	7.94128023155817	119.969035648017	7.94128023155817	136.811734775255	8.45367238968241	1.2754310534368658	1.40038719211546	0.942676115329049	4	1.0	2.0
3671	"10220-12703"	" 1-153151"	121.130860827	33.8845068552	9.163	-0.79										54.8391488295835	9.34449673995351	61.5088173469466	10.9120836482669			1.7068338089887143	1.69332332283974		2		1.3
1030	"  9484-6104"	" 1-548620"	120.275505308	34.8191127944	10.983	-1.791	32.8926136520729	39.5309940319214	75.1074718629596	61.1068327581312			0.103521501541538	0.121988649852824											1	1.3	
2981	"  9484-6103"	" 1-153339"	120.669394113	34.5214481697	10.449	0.137										137.724648726658	8.24023895691625	148.38822386148	8.24023895691625			2.478630591792349	3.12331323687281		2		1.3
3285	"  9484-9101"	" 1-153293"	120.662607821	34.7764748414	11.115	0.35	252.793980605482	8.95790603071943	269.40710131442	11.036421573681			1.05265055313633	1.15623527466512		276.696869768285	7.71436670489607	278.399112652848	7.71436670489607			4.642194212769752	5.37743921010388		4	1.3	1.3
2748	" 9484-12704"	" 1-153332"	120.510214963	34.6985910153	10.957	0.292	184.058202147101	9.96093761250084	195.686629841833	9.41204073063169			1.0660592361167	1.18745798069227		194.188988158219	7.91898524592567	210.735440294273	7.91898524592567	215.262454166045	8.05437964487163	2.0779546057640013	2.36931354748709	2.64455276187007	4	1.3	2.0
3658	" 9484-12703"	" 1-153300"	120.674558679	34.9446437099	10.94	-0.094										144.819926532494	9.19724400643593	149.157529568734	9.19724400643593			2.9228609185331687	3.27895494957669		2		1.3
