recno	Plateifu	MaNGA	RAJ2000	DEJ2000	logMstar	logSFR	VelST1Re	e_VelST1Re	VelST1_3Re	e_VelST1_3Re	VelST2Re	e_VelST2Re	VsigST1Re	VsigST1_3Re	VsigST2Re	VelG1Re	e_VelG1Re	VelG1_3Re	e_VelG1_3Re	VelG2Re	e_VelG2Re	VsigG1Re	VsigG1_3Re	VsigG2Re	Sample	RmaxST	RmaxG
1107	"  8248-3701"	" 1-481320"	136.806732477	17.9158050528	10.147	-0.964	84.8778271908002	24.901851056321	96.6012101251534	28.3797005034377			0.497486162313487	0.607746985121531											1	1.3	
3984	" 8248-12703"	" 1-481860"	136.743567831	17.9637780918	10.604	-0.179										76.2401420400059	8.91302865272815	83.0196440468863	8.91302865272815			1.781888476515273	2.21184438447121		2		1.3
3036	"  8245-9101"	" 1-464264"	136.64269	20.40397	9.777	-0.448										83.4340212732807	8.29262473695333	84.9008346883884	8.29262473695333			1.4977167039902142	1.8572506366958		2		1.3
2923	" 8245-12705"	" 1-464069"	137.333168008	20.3296124724	11.213	0.136	238.419873771832	53.1462263406263					0.509813499408545			235.369194239116	15.3133497621323	257.041809690765	15.1820047224261			1.230588904843394	1.4576390510976		3	1.0	1.3
2626	"  8245-6104"	" 1-464294"	137.386862243	20.4790909217	10.785	-0.525	228.37129552533	12.6896465150969	232.967000178261	15.2057619071167			0.635774635353338	0.744153438857262											1	1.3	
3964	" 8245-12701"	" 1-464063"	137.024178476	20.5035581998	10.548	-0.337										144.155140021984	9.15369273059551	162.165538137785	9.15369273059551			2.594448018559413	3.00473356043337		2		1.3
4172	"11744-12701"	" 1-459619"	122.025515329	14.8377796365	11.098	0.34	193.967414835456	11.3226291019733					0.912548307708122			218.103951299116	9.49385447798124					2.0747193293310193			4	1.0	1.0
781	" 11743-1902"	" 1-604888"	119.002630948	14.1957459119	11.138	-1.144	154.621704349102	7.08276264549723	151.389184753289	7.98749715852577			0.285932659622077	0.335543131979045											1	1.3	
3129	" 11743-6104"	" 1-458714"	118.818551049	14.4344465536	10.551	0.124	145.008371139048	10.5496967019405	166.17322958693	12.7190060945765			0.755896531129852	0.838285175771623		158.607531381365	9.72456554809254	179.659344404861	9.72456554809254			1.6130040449519552	2.43276091739634		3	1.3	1.3
1053	" 11743-9101"	" 1-458697"	118.455439628	14.4007507443	10.459	-0.387	167.140736302846	10.2864483558627	178.582641926253	11.2126261644378			0.889510505247676	1.01094364520294		170.481129519593	8.09961752936767	181.773875691505	8.09961752936767	197.534481068561	8.09961752936767	1.7041848307554	2.12874338607059	2.41735044054178	3	1.3	2.0
243	" 10217-3701"	" 1-459044"	118.693207358	14.3594231641	10.483	0.666	149.392802996852	23.3614267769536	167.042445564311	25.6684021099722	188.544433160662	30.4797702082156	0.306396468549787	0.410334967101823	0.588083787674324										1	2.0	
3183	" 11743-9102"	" 1-458706"	118.741100216	14.4552428038	11.163	0.427	228.196096395181	9.21115211091208	240.995624000393	13.1045212408287			0.762262255309132	0.823965814564715		299.377710693926	7.65810215260909	294.443920191133	7.65810215260909			2.5510561164334655	2.88019476669677		4	1.3	1.3
331	" 10217-3704"	" 1-458682"	118.395673439	14.4733243477	10.907	-0.329	186.082546440108	27.0250253859116	234.815183519463	28.4873406070387	266.375819816777	31.707822047176	0.420602654463447	0.550094176995188	0.761462959596346	272.109884781941	10.5190305342459	284.437364372457	10.5190305342459	318.719253535077	10.7951450744321	0.9073107042607745	1.11225419026544	1.32875804201045	3	2.0	2.0
257	" 10217-3702"	" 1-556959"	118.521918682	14.6200482639	10.747	-0.423	135.151499901509	15.1353675120273	160.588648033971	18.2525316968646	158.508385673108	25.6452902817893	0.365130991425396	0.402665527463103	0.525996790257385	214.057018083358	7.0	221.885153328577	7.0	196.795336500599	11.3470664929545	0.9417401900412622	0.994571669667967	1.17933625892571	3	2.0	2.0
414	" 11743-6103"	" 1-458654"	118.475278504	14.7340816288	10.744	-0.939	156.369053863687	13.3342343527111	180.04604811127	14.946490714714	213.12037939786	18.7497572179057	0.420957114243389	0.52183137781359	0.695116361522243										1	2.0	
1989	"11743-12704"	" 1-458678"	118.731917828	14.7167640843	10.577	-0.049	187.566076038812	16.574761378376	196.54647628266	20.1977011857977			0.917305127851388	1.108990366173		201.605212736201	7.72437345280263	209.580853778672	7.72437345280263	226.222933559358	7.72437345280263	2.6321954574569038	3.1550818605226	3.64881515966154	3	1.3	2.0
4118	" 8241-12701"	" 1-460305"	125.697648008	17.3308856479	9.485	-0.648										94.968718547739	12.175569756655					2.4850733244628422			2		1.0
2359	" 8241-12702"	" 1-460434"	125.218759546	18.0155438427	10.538	-0.668	105.186290903802	23.5376192570972					0.682758257348703			137.332858184534	8.38786449082318	135.8706422698	8.38786449082318	131.961684868323	9.01105219572153	1.396242057032149	1.57166224032722	1.94394363543314	4	1.0	2.0
1283	" 11744-3703"	" 1-412207"	121.604240384	16.7115494398	10.625	-0.099	185.455310528377	6.46115627901952	204.783264571768	7.19881963330335			1.00470492136511	1.0825668246825		203.759528682295	7.0	215.056059350855	7.0			1.8192350307416152	2.18987207745295		4	1.3	1.3
594	" 10497-6104"	" 1-383050"	121.757862988	17.377321327	10.068	-0.134	84.9677738297543	42.8710208633795					0.485685601655279			113.095168936252	8.16296368285571	118.01291972396	8.16296368285571	119.138893650249	11.5003704372225	1.8958423914613347	2.20092681250183	2.3913242063329	3	1.0	2.0
1945	"10497-12705"	" 1-412212"	122.584892059	17.3236659723	9.901	-0.317										109.936460078909	9.26627229225158	122.351960061097	9.26627229225158	130.370459543744	9.26627229225158	1.9462557689826123	2.30727719853644	2.68530368578412	2		2.0
1151	"  8241-9102"	" 1-460812"	127.170800449	17.5814003238	11.247	0.471	188.381839831067	11.4725735033864	196.011833570763	12.9461162902231	214.448083694601	18.0465038831627	0.588088521672129	0.680914344101514	0.810685950353449	226.25261060201	24.7667788234038	234.113526564059	25.9789842739671	259.588664123711	30.2334951786427	0.4278956113250742	0.489532066744514	0.584696527836537	3	2.0	2.0
3744	" 8241-12703"	" 1-460862"	126.671767765	17.8386878658	10.64	-0.171	138.516539653004	7.57341601633796	155.026762422208	10.3374633482191			0.880736323703081	0.983348624336218		144.148085576323	7.61956739239611	177.361018579216	7.61956739239611			1.176312995597437	1.77901085186281		4	1.3	1.3
1219	"  8241-9101"	" 1-460840"	126.898019245	17.9185088062	10.981	0.406	175.740451498782	13.5001862561904	181.490433585393	15.2112448804254	219.506432493314	21.7725440651986	0.527745726586387	0.648911859437549	0.774876422013217	203.358815308413	7.99142745785317	213.237374705801	7.99142745785317	228.480541240027	7.99142745785317	0.790542714646824	0.94087894985688	1.1056346997672	3	2.0	2.0
86	"  8241-3702"	" 1-460404"	125.634225774	18.7443277666	11.288	-0.657	156.64274160559	65.9724530530859	185.719530247862	69.3014975980821	201.773694544642	79.9652811244283	0.166535836495062	0.214054205155534	0.30658473351207										1	2.0	
3988	" 9489-12705"	" 1-384253"	125.138527276	20.1119126937	9.8	-0.316										126.93440655776	13.0851176751703	127.74167331992	17.7093934523184			2.24011305016793	2.15727636974482		2		1.3
3990	" 9488-12701"	" 1-384095"	126.590032639	20.2705145924	10.355	0.051	115.339273203531	11.4743754432866	117.464510091719	15.8352914473492			1.01973962873092	1.06163054782702		140.610245992663	7.44214887227583	149.626612004889	7.44214887227583			2.624164780684403	2.88364828818303		3	1.3	1.3
2998	"  9488-9101"	" 1-412858"	126.329009561	20.3980989477	9.129	-1.136										70.1449652292187	9.78130175814326	80.2107961547589	9.78130175814326			1.6518719377573523	1.82635790641166		2		1.3
2269	"  9489-6104"	" 1-605215"	126.084373358	20.5332420155	10.284	-0.286	139.150652875631	18.2108597676979	155.164667454397	20.7711397581096			0.593264657308244	0.634232086221067		171.638623833664	7.0	152.906141547219	7.0	209.954663574633	7.0	1.3147046048193767	1.41829536978122	1.71084110240397	4	1.3	2.0
1778	"  9488-3702"	" 1-384124"	126.216410759	20.9912164628	10.29	-0.997	122.573019609982	5.542417441444	130.780771954619	6.6545971675104			0.812735523442664	0.897356796339766		127.447734770253	11.4056571692149	125.67680743366	12.9492128965585			0.8934205183091507	0.93734814639432		4	1.3	1.3
3371	" 10219-9102"	" 1-605181"	125.343919429	20.9105383102	10.266	0.078										169.447178111349	7.69734333767107	163.339201137401	7.69734333767107			3.70429717827674	3.8960093768635		2		1.3
3388	"  9488-6101"	" 1-384171"	125.649655693	20.9961655479	9.668	-0.841										72.9520291824805	22.3752495424194	101.332234772562	22.3752495424194			1.4729047068372056	0.782849607797219		2		1.3
3557	" 9488-12704"	" 1-384125"	126.547301019	21.0174633222	9.127	-1.27										79.7913721015929	9.48337278944455	72.7251948448634	9.48337278944455			1.7009489929987913	1.79440114976643		2		1.3
