galaxy,source,log_gbar,log_gobs,log_res,sigma_log_gobs,R_kpc,env_dense,logMh
UGC 3740,GHASP,-10.36205,-10.404597,-0.38729,0.05,2.58,field,11.0
UGC 3740,GHASP,-10.368221,-10.442867,-0.421642,0.05,2.62,field,11.0
UGC 3740,GHASP,-10.369756,-10.583794,-0.561594,0.056647,2.63,field,11.0
UGC 3740,GHASP,-10.377383,-10.485482,-0.458447,0.050111,2.68,field,11.0
UGC 3740,GHASP,-10.381924,-10.457535,-0.427626,0.06434,2.71,field,11.0
UGC 3740,GHASP,-10.384937,-10.383812,-0.351998,0.05,2.73,field,11.0
UGC 3740,GHASP,-10.39093,-10.451108,-0.415507,0.05,2.77,field,11.0
UGC 3740,GHASP,-10.396879,-10.506053,-0.466698,0.050111,2.81,field,11.0
UGC 3740,GHASP,-10.398359,-10.368943,-0.328654,0.05,2.82,field,11.0
UGC 3740,GHASP,-10.402785,-10.432449,-0.389371,0.060954,2.85,field,11.0
UGC 3740,GHASP,-10.407189,-10.350065,-0.304215,0.055149,2.88,field,11.0
UGC 3740,GHASP,-10.41157,-10.396944,-0.348338,0.057906,2.91,field,11.0
UGC 3740,GHASP,-10.413026,-10.302587,-0.253066,0.05,2.92,field,11.0
UGC 3740,GHASP,-10.41593,-10.331874,-0.280528,0.05,2.94,field,11.0
UGC 3740,GHASP,-10.420268,-10.323022,-0.268953,0.05,2.97,field,11.0
UGC 3740,GHASP,-10.426021,-10.369239,-0.311562,0.05,3.01,field,11.0
UGC 3740,GHASP,-10.427453,-10.457611,-0.399036,0.060954,3.02,field,11.0
UGC 3740,GHASP,-10.428883,-10.386013,-0.326542,0.05,3.03,field,11.0
UGC 3740,GHASP,-10.433161,-10.376394,-0.314244,0.055149,3.06,field,11.0
UGC 3740,GHASP,-10.43742,-10.314294,-0.24948,0.05,3.09,field,11.0
UGC 3740,GHASP,-10.441659,-10.34442,-0.276957,0.05,3.12,field,11.0
UGC 3740,GHASP,-10.444475,-10.429981,-0.360758,0.05,3.14,field,11.0
UGC 3740,GHASP,-10.448685,-10.325395,-0.253546,0.05,3.17,field,11.0
UGC 3740,GHASP,-10.452876,-10.316805,-0.242342,0.05,3.2,field,11.0
UGC 3740,GHASP,-10.457049,-10.271911,-0.194847,0.05,3.23,field,11.0
UGC 3740,GHASP,-10.458437,-10.488149,-0.410222,0.05,3.24,field,11.0
UGC 3740,GHASP,-10.459822,-10.29872,-0.21993,0.05,3.25,field,11.0
UGC 3740,GHASP,-10.463968,-10.327529,-0.24616,0.05,3.28,field,11.0
UGC 3740,GHASP,-10.468096,-10.282536,-0.1986,0.05,3.31,field,11.0
UGC 3740,GHASP,-10.472209,-10.335402,-0.248912,0.05,3.34,field,11.0
UGC 3740,GHASP,-10.477667,-10.268148,-0.178271,0.05,3.38,field,11.0
UGC 3740,GHASP,-10.481743,-10.307443,-0.21504,0.05,3.41,field,11.0
UGC 3740,GHASP,-10.483098,-10.527004,-0.433761,0.05,3.42,field,11.0
UGC 3740,GHASP,-10.485803,-10.360894,-0.265976,0.05,3.44,field,11.0
UGC 3740,GHASP,-10.492537,-10.354481,-0.255396,0.05,3.49,field,11.0
UGC 3740,GHASP,-10.493879,-10.568634,-0.46872,0.06434,3.5,field,11.0
UGC 3740,GHASP,-10.497895,-10.384979,-0.282583,0.051856,3.53,field,11.0
UGC 3740,GHASP,-10.501896,-10.442123,-0.337256,0.055149,3.56,field,11.0
UGC 3740,GHASP,-10.503227,-10.315376,-0.209688,0.05,3.57,field,11.0
UGC 3740,GHASP,-10.509857,-10.29794,-0.188164,0.05,3.62,field,11.0
UGC 3740,GHASP,-10.515134,-10.511131,-0.398105,0.05,3.66,field,11.0
UGC 3740,GHASP,-10.51645,-10.327374,-0.213538,0.059492,3.67,field,11.0
UGC 3740,GHASP,-10.525617,-10.429743,-0.310271,0.05,3.74,field,11.0
UGC 3740,GHASP,-10.532122,-10.272739,-0.149273,0.05,3.79,field,11.0
UGC 3740,GHASP,-10.539881,-10.27956,-0.151338,0.05,3.85,field,11.0
UGC 3740,GHASP,-10.54117,-10.47726,-0.348248,0.055149,3.86,field,11.0
UGC 3740,GHASP,-10.54631,-10.285164,-0.153006,0.05,3.9,field,11.0
UGC 3740,GHASP,-10.552705,-10.312969,-0.1769,0.05,3.95,field,11.0
UGC 3740,GHASP,-10.557798,-10.491645,-0.352466,0.055149,3.99,field,11.0
UGC 3740,GHASP,-10.561604,-10.343457,-0.201955,0.05,4.02,field,11.0
UGC 3740,GHASP,-10.569182,-10.315825,-0.169703,0.05,4.08,field,11.0
UGC 3740,GHASP,-10.575462,-10.427606,-0.27766,0.05,4.13,field,11.0
UGC 3740,GHASP,-10.585448,-10.38699,-0.230975,0.05,4.21,field,11.0
UGC 3740,GHASP,-10.587932,-10.476606,-0.319082,0.05,4.23,field,11.0
UGC 3740,GHASP,-10.59659,-10.305852,-0.143077,0.05,4.3,field,11.0
UGC 3740,GHASP,-10.601512,-10.514483,-0.348726,0.05,4.34,field,11.0
UGC 3740,GHASP,-10.606416,-10.335574,-0.166848,0.05,4.38,field,11.0
UGC 3740,GHASP,-10.614954,-10.511887,-0.338,0.05,4.45,field,11.0
UGC 3740,GHASP,-10.62102,-10.347312,-0.169764,0.05,4.5,field,11.0
UGC 3740,GHASP,-10.627058,-10.408902,-0.227712,0.05,4.55,field,11.0
UGC 3740,GHASP,-10.631869,-10.272128,-0.08804,0.05,4.59,field,11.0
UGC 3740,GHASP,-10.640248,-10.455223,-0.266093,0.05,4.66,field,11.0
UGC 3740,GHASP,-10.643823,-10.06209,0.129189,0.05,4.69,field,11.0
UGC 3740,GHASP,-10.654494,-10.151581,0.046103,0.051093,4.78,field,11.0
UGC 3740,GHASP,-10.656853,-10.518445,-0.319346,0.05,4.8,field,11.0
UGC 3740,GHASP,-10.666253,-10.079337,0.125392,0.05,4.88,field,11.0
UGC 3740,GHASP,-10.672095,-10.543113,-0.334888,0.052642,4.93,field,11.0
UGC 3740,GHASP,-10.677913,-10.065187,0.146514,0.05,4.98,field,11.0
UGC 3740,GHASP,-10.690626,-10.0597,0.159587,0.05,5.09,field,11.0
UGC 3740,GHASP,-10.691777,-10.494407,-0.274435,0.05,5.1,field,11.0
UGC 3740,GHASP,-10.704365,-9.978305,0.249161,0.05,5.21,field,11.0
UGC 3740,GHASP,-10.71005,-10.448712,-0.217868,0.05,5.26,field,11.0
UGC 3740,GHASP,-10.723599,-10.012529,0.226355,0.05,5.38,field,11.0
UGC 3740,GHASP,-10.724722,-10.530746,-0.291198,0.05,5.39,field,11.0
UGC 3740,GHASP,-10.735905,-10.444737,-0.198568,0.05,5.49,field,11.0
UGC 3740,GHASP,-10.746999,-10.452576,-0.199852,0.05,5.59,field,11.0
UGC 3740,GHASP,-10.761291,-10.419122,-0.15797,0.05,5.72,field,11.0
UGC 3740,GHASP,-10.765659,-10.232576,0.031148,0.093671,5.76,field,11.0
UGC 3740,GHASP,-10.773271,-10.396184,-0.127983,0.05,5.83,field,11.0
UGC 3740,GHASP,-10.787297,-10.426444,-0.150006,0.05,5.96,field,11.0
UGC 3740,GHASP,-10.80012,-10.40426,-0.120309,0.05,6.08,field,11.0
UGC 3740,GHASP,-10.820182,-10.491367,-0.195691,0.05,6.27,field,11.0
UGC 3740,GHASP,-10.849221,-10.426556,-0.113973,0.05,6.55,field,11.0
UGC 3740,GHASP,-10.875641,-10.423721,-0.095819,0.05,6.81,field,11.0
UGC 3740,GHASP,-10.903522,-10.501844,-0.157841,0.05,7.09,field,11.0
UGC 3740,GHASP,-10.926959,-10.485461,-0.127973,0.05,7.33,field,11.0
UGC 3740,GHASP,-10.948079,-10.430335,-0.060734,0.056038,7.55,field,11.0
UGC 3740,GHASP,-10.969793,-10.415791,-0.033773,0.05,7.78,field,11.0
UGC 3740,GHASP,-10.9893,-10.596646,-0.203505,0.05,7.99,field,11.0
UGC 3740,GHASP,-11.008506,-10.618978,-0.214912,0.05,8.2,field,11.0
UGC 3740,GHASP,-11.033659,-10.462302,-0.043971,0.05,8.48,field,11.0
UGC 3740,GHASP,-11.087555,-10.569357,-0.120612,0.059903,9.1,field,11.0
UGC 3876,GHASP,-10.567461,-10.037253,0.107821,0.073922,0.78,field,11.0
UGC 3876,GHASP,-10.638502,-10.049402,0.138678,0.05,1.02,field,11.0
UGC 3876,GHASP,-10.682683,-9.866018,0.348531,0.05,1.2,field,11.0
UGC 3876,GHASP,-10.734231,-10.021889,0.223289,0.05,1.44,field,11.0
UGC 3876,GHASP,-10.81235,-9.947275,0.343829,0.05,1.86,field,11.0
UGC 3876,GHASP,-10.86407,-9.936848,0.384352,0.05,2.17,field,11.0
UGC 3876,GHASP,-10.889437,-10.008151,0.327726,0.05,2.33,field,11.0
UGC 3876,GHASP,-10.89411,-9.963486,0.375089,0.05,2.36,field,11.0
UGC 3876,GHASP,-10.923162,-9.949638,0.405668,0.05,2.55,field,11.0
UGC 3876,GHASP,-10.965937,-10.005706,0.374109,0.05,2.84,field,11.0
UGC 3876,GHASP,-10.967382,-9.918524,0.462117,0.05,2.85,field,11.0
UGC 3876,GHASP,-10.994503,-9.998684,0.39742,0.05,3.04,field,11.0
UGC 3876,GHASP,-11.015491,-10.065569,0.342464,0.05,3.19,field,11.0
UGC 3876,GHASP,-11.02241,-10.026355,0.385602,0.05,3.24,field,11.0
UGC 3876,GHASP,-11.037501,-9.947551,0.472955,0.05,3.35,field,11.0
UGC 3876,GHASP,-11.06317,-10.029714,0.405295,0.05,3.54,field,11.0
UGC 3876,GHASP,-11.069844,-10.00207,0.436703,0.05,3.59,field,11.0
UGC 3876,GHASP,-11.09884,-9.995426,0.459661,0.05,3.81,field,11.0
UGC 3876,GHASP,-11.115698,-10.018002,0.446543,0.05,3.94,field,11.0
UGC 3876,GHASP,-11.137452,-10.036348,0.440375,0.05,4.11,field,11.0
UGC 3876,GHASP,-11.251093,-10.116931,0.422922,0.05,5.04,field,11.0
UGC 3915,GHASP,-9.471976,-9.100167,0.281892,0.071391,0.87,field,11.0
UGC 3915,GHASP,-9.624446,-9.308187,0.194228,0.05,1.31,field,11.0
UGC 3915,GHASP,-9.644245,-9.121823,0.395828,0.05,1.39,field,11.0
UGC 3915,GHASP,-9.732151,-9.371141,0.213105,0.05,1.83,field,11.0
UGC 3915,GHASP,-9.740592,-9.302614,0.287938,0.05,1.88,field,11.0
UGC 3915,GHASP,-9.789994,-9.396808,0.23034,0.05,2.2,field,11.0
UGC 3915,GHASP,-9.813765,-9.334466,0.310107,0.05,2.37,field,11.0
UGC 3915,GHASP,-9.833691,-9.419697,0.239394,0.05,2.52,field,11.0
UGC 3915,GHASP,-9.86884,-9.388196,0.296303,0.05,2.8,field,11.0
UGC 3915,GHASP,-9.887969,-9.416962,0.28126,0.05,2.96,field,11.0
UGC 3915,GHASP,-9.900789,-9.39198,0.315398,0.05,3.07,field,11.0
UGC 3915,GHASP,-9.93239,-9.399406,0.330404,0.05,3.35,field,11.0
UGC 3915,GHASP,-9.936798,-9.439484,0.293439,0.05,3.39,field,11.0
UGC 3915,GHASP,-9.958491,-9.433745,0.314446,0.05,3.59,field,11.0
UGC 3915,GHASP,-9.974415,-9.477713,0.281629,0.05,3.74,field,11.0
UGC 3915,GHASP,-9.985923,-9.5037,0.263671,0.05,3.85,field,11.0
UGC 3915,GHASP,-10.007529,-9.529018,0.25336,0.05,4.06,field,11.0
UGC 3915,GHASP,-10.025704,-9.501727,0.293208,0.05,4.24,field,11.0
UGC 3915,GHASP,-10.035674,-9.529137,0.272661,0.05,4.34,field,11.0
UGC 3915,GHASP,-10.046544,-9.518453,0.290807,0.05,4.45,field,11.0
UGC 3915,GHASP,-10.061208,-9.563179,0.256114,0.05,4.6,field,11.0
UGC 3915,GHASP,-10.072815,-9.514731,0.312477,0.05,4.72,field,11.0
UGC 3915,GHASP,-10.088128,-9.575714,0.261899,0.05,4.88,field,11.0
UGC 3915,GHASP,-10.098552,-9.576752,0.267921,0.05,4.99,field,11.0
UGC 3915,GHASP,-10.115435,-9.600784,0.255283,0.05,5.17,field,11.0
UGC 3915,GHASP,-10.133954,-9.634816,0.233694,0.05,5.37,field,11.0
UGC 3915,GHASP,-10.146772,-9.590213,0.286876,0.05,5.51,field,11.0
UGC 3915,GHASP,-10.178322,-9.663921,0.234169,0.05,5.86,field,11.0
UGC 3915,GHASP,-10.183662,-9.633941,0.267687,0.05,5.92,field,11.0
UGC 3915,GHASP,-10.224837,-9.714785,0.213972,0.05,6.39,field,11.0
UGC 3915,GHASP,-10.238596,-9.690603,0.247161,0.05,6.55,field,11.0
UGC 3915,GHASP,-10.259,-9.714831,0.236235,0.05,6.79,field,11.0
UGC 3915,GHASP,-10.292399,-9.722575,0.25013,0.05,7.19,field,11.0
UGC 3915,GHASP,-10.303913,-9.73095,0.249177,0.05,7.33,field,11.0
UGC 3915,GHASP,-10.339528,-9.769072,0.233889,0.05,7.77,field,11.0
UGC 3915,GHASP,-10.399835,-9.801551,0.239668,0.05,8.54,field,11.0
UGC 3915,GHASP,-10.428685,-9.833326,0.226021,0.05,8.92,field,11.0
IC 476,GHASP,-9.76839,-10.054926,-0.443717,0.05,0.68,field,11.0
IC 476,GHASP,-10.090437,-10.167048,-0.32787,0.097869,2.4,field,11.0
IC 476,GHASP,-10.093937,-10.221019,-0.37947,0.12964,2.42,field,11.0
UGC 4026,GHASP,-9.254565,-8.773052,0.427923,0.065063,1.37,field,11.0
UGC 4026,GHASP,-9.290606,-8.851972,0.379794,0.05,1.57,field,11.0
UGC 4026,GHASP,-9.36089,-8.869064,0.42187,0.05,2.03,field,11.0
UGC 4026,GHASP,-9.43751,-9.064466,0.289633,0.065554,2.64,field,11.0
UGC 4026,GHASP,-9.440954,-9.242945,0.11396,0.05,2.67,field,11.0
UGC 4026,GHASP,-9.479504,-9.152881,0.235247,0.05,3.02,field,11.0
UGC 4026,GHASP,-9.482683,-9.18826,0.202428,0.05,3.05,field,11.0
UGC 4026,GHASP,-9.531424,-9.15531,0.274318,0.05,3.53,field,11.0
UGC 4026,GHASP,-9.5363,-9.230156,0.203336,0.05,3.58,field,11.0
UGC 4026,GHASP,-9.568624,-9.19455,0.264425,0.05,3.92,field,11.0
UGC 4026,GHASP,-9.597,-9.299214,0.181932,0.05,4.23,field,11.0
UGC 4026,GHASP,-9.60863,-9.240751,0.249429,0.05,4.36,field,11.0
UGC 4026,GHASP,-9.661407,-9.313385,0.217403,0.05,4.97,field,11.0
UGC 4026,GHASP,-9.733317,-9.365301,0.219817,0.05,5.85,field,11.0
UGC 4026,GHASP,-9.780821,-9.466305,0.154087,0.05,6.46,field,11.0
UGC 4026,GHASP,-9.859611,-9.480612,0.197239,0.05,7.52,field,11.0
UGC 4026,GHASP,-9.929451,-9.479639,0.248092,0.05,8.51,field,11.0
UGC 4165,GHASP,-10.147993,-9.668019,0.209886,0.108051,0.44,field,11.0
UGC 4165,GHASP,-10.191171,-9.985845,-0.07925,0.121198,0.58,field,11.0
UGC 4165,GHASP,-10.204326,-10.084574,-0.169298,0.065144,0.63,field,11.0
UGC 4165,GHASP,-10.209371,-9.790517,0.128081,0.121907,0.65,field,11.0
UGC 4165,GHASP,-10.223914,-9.859887,0.068266,0.078963,0.71,field,11.0
UGC 4165,GHASP,-10.239993,-9.885072,0.053605,0.071289,0.78,field,11.0
UGC 4165,GHASP,-10.263886,-9.973956,-0.019714,0.05,0.89,field,11.0
UGC 4165,GHASP,-10.278458,-9.929921,0.033772,0.088331,0.96,field,11.0
UGC 4165,GHASP,-10.30853,-9.964017,0.01908,0.056957,1.11,field,11.0
UGC 4165,GHASP,-10.329846,-10.079337,-0.082566,0.093063,1.22,field,11.0
UGC 4165,GHASP,-10.339374,-9.915459,0.087403,0.05,1.27,field,11.0
UGC 4165,GHASP,-10.361901,-9.967351,0.049862,0.063867,1.39,field,11.0
UGC 4165,GHASP,-10.367465,-10.114786,-0.09404,0.074878,1.42,field,11.0
UGC 4165,GHASP,-10.378522,-9.994598,0.033158,0.051093,1.48,field,11.0
UGC 4165,GHASP,-10.393125,-9.955833,0.081154,0.05,1.56,field,11.0
UGC 4165,GHASP,-10.400371,-10.137171,-0.095614,0.051182,1.6,field,11.0
UGC 4165,GHASP,-10.411175,-9.914208,0.13415,0.05,1.66,field,11.0
UGC 4165,GHASP,-10.418335,-9.924548,0.128308,0.05,1.7,field,11.0
UGC 4165,GHASP,-10.420121,-10.195494,-0.141517,0.059903,1.71,field,11.0
UGC 4165,GHASP,-10.425464,-10.131222,-0.073893,0.055149,1.74,field,11.0
UGC 4165,GHASP,-10.429017,-10.150083,-0.090528,0.056038,1.76,field,11.0
UGC 4165,GHASP,-10.434332,-10.03969,0.023192,0.073402,1.79,field,11.0
UGC 4165,GHASP,-10.437866,-10.220176,-0.155083,0.05,1.81,field,11.0
UGC 4165,GHASP,-10.443153,-10.15549,-0.087094,0.068936,1.84,field,11.0
UGC 4165,GHASP,-10.444912,-10.229669,-0.160174,0.05,1.85,field,11.0
UGC 4165,GHASP,-10.450177,-10.151152,-0.078371,0.05,1.88,field,11.0
UGC 4165,GHASP,-10.451929,-10.167134,-0.093261,0.05,1.89,field,11.0
UGC 4165,GHASP,-10.455427,-10.228683,-0.15263,0.05,1.91,field,11.0
UGC 4165,GHASP,-10.458918,-10.084715,-0.006488,0.062042,1.93,field,11.0
UGC 4165,GHASP,-10.460661,-10.265406,-0.186094,0.05,1.94,field,11.0
UGC 4165,GHASP,-10.46588,-10.17146,-0.088902,0.05,1.97,field,11.0
UGC 4165,GHASP,-10.471083,-10.2056,-0.119809,0.05,2.0,field,11.0
UGC 4165,GHASP,-10.474544,-10.298329,-0.21039,0.05,2.02,field,11.0
UGC 4165,GHASP,-10.477998,-10.2142,-0.124118,0.05,2.04,field,11.0
UGC 4165,GHASP,-10.481446,-10.177394,-0.085175,0.05,2.06,field,11.0
UGC 4165,GHASP,-10.484887,-10.222634,-0.128282,0.05,2.08,field,11.0
UGC 4165,GHASP,-10.490037,-10.174548,-0.077009,0.05,2.11,field,11.0
UGC 4165,GHASP,-10.493462,-10.23295,-0.133293,0.05,2.13,field,11.0
UGC 4165,GHASP,-10.498589,-10.097162,0.005663,0.05,2.16,field,11.0
UGC 4165,GHASP,-10.501998,-10.300954,-0.196025,0.059903,2.18,field,11.0
UGC 4165,GHASP,-10.503701,-10.091334,0.014646,0.05,2.19,field,11.0
UGC 4165,GHASP,-10.508799,-10.183557,-0.074433,0.05,2.22,field,11.0
UGC 4165,GHASP,-10.510496,-10.252875,-0.142706,0.056038,2.23,field,11.0
UGC 4165,GHASP,-10.512191,-10.187452,-0.076239,0.06482,2.24,field,11.0
UGC 4165,GHASP,-10.517266,-10.155183,-0.040845,0.05,2.27,field,11.0
UGC 4165,GHASP,-10.518955,-10.320433,-0.205056,0.074878,2.28,field,11.0
UGC 4165,GHASP,-10.524012,-10.175267,-0.056781,0.05,2.31,field,11.0
UGC 4165,GHASP,-10.529056,-10.253022,-0.131438,0.05,2.34,field,11.0
UGC 4165,GHASP,-10.535761,-10.188232,-0.062535,0.05,2.38,field,11.0
UGC 4165,GHASP,-10.540774,-10.121248,0.007521,0.057906,2.41,field,11.0
UGC 4165,GHASP,-10.542442,-10.123047,0.006745,0.05,2.42,field,11.0
UGC 4165,GHASP,-10.547438,-10.176003,-0.043155,0.05,2.45,field,11.0
UGC 4165,GHASP,-10.550761,-10.229901,-0.09502,0.06482,2.47,field,11.0
UGC 4165,GHASP,-10.554079,-10.183036,-0.046128,0.05,2.49,field,11.0
UGC 4165,GHASP,-10.562348,-10.275068,-0.133112,0.05,2.54,field,11.0
UGC 4165,GHASP,-10.573864,-10.155872,-0.006899,0.05,2.61,field,11.0
UGC 4165,GHASP,-10.578779,-10.126768,0.025194,0.055679,2.64,field,11.0
UGC 4165,GHASP,-10.583681,-10.131676,0.023267,0.05,2.67,field,11.0
UGC 4165,GHASP,-10.591823,-10.185459,-0.025574,0.05,2.72,field,11.0
UGC 4165,GHASP,-10.593447,-10.223,-0.062129,0.05,2.73,field,11.0
UGC 4165,GHASP,-10.601548,-10.218734,-0.052955,0.05,2.78,field,11.0
UGC 4165,GHASP,-10.606392,-10.142806,0.025905,0.05,2.81,field,11.0
UGC 4165,GHASP,-10.609614,-10.32878,-0.158121,0.054287,2.83,field,11.0
UGC 4165,GHASP,-10.614437,-10.243203,-0.069628,0.05,2.86,field,11.0
UGC 4165,GHASP,-10.619249,-10.223606,-0.047126,0.05,2.89,field,11.0
UGC 4165,GHASP,-10.620849,-10.237087,-0.059641,0.05,2.9,field,11.0
UGC 4165,GHASP,-10.625644,-10.330395,-0.150057,0.05,2.93,field,11.0
UGC 4165,GHASP,-10.630427,-10.187664,-0.004444,0.05,2.96,field,11.0
UGC 4165,GHASP,-10.633608,-10.248905,-0.06377,0.05,2.98,field,11.0
UGC 4165,GHASP,-10.636785,-10.239829,-0.052782,0.05,3.0,field,11.0
UGC 4165,GHASP,-10.641539,-10.209169,-0.019263,0.05,3.03,field,11.0
UGC 4165,GHASP,-10.646281,-10.224953,-0.032197,0.05,3.06,field,11.0
UGC 4165,GHASP,-10.649436,-10.300206,-0.105556,0.05,3.08,field,11.0
UGC 4165,GHASP,-10.652585,-10.219088,-0.022548,0.05,3.1,field,11.0
UGC 4165,GHASP,-10.658868,-10.202094,-0.001787,0.05,3.14,field,11.0
UGC 4165,GHASP,-10.66513,-10.202042,0.002016,0.05,3.18,field,11.0
UGC 4165,GHASP,-10.672927,-10.192376,0.016346,0.05,3.23,field,11.0
UGC 4165,GHASP,-10.677589,-10.223968,-0.01246,0.05,3.26,field,11.0
UGC 4165,GHASP,-10.68224,-10.127511,0.086774,0.05,3.29,field,11.0
UGC 4165,GHASP,-10.686878,-10.248865,-0.031812,0.068573,3.32,field,11.0
UGC 4165,GHASP,-10.691505,-10.186771,0.03304,0.05,3.35,field,11.0
UGC 4165,GHASP,-10.693045,-10.254066,-0.033338,0.05,3.36,field,11.0
UGC 4165,GHASP,-10.694583,-10.302319,-0.080674,0.05,3.37,field,11.0
UGC 4165,GHASP,-10.697656,-10.181397,0.042077,0.05,3.39,field,11.0
UGC 4165,GHASP,-10.700723,-10.249127,-0.023827,0.056402,3.41,field,11.0
UGC 4165,GHASP,-10.703785,-10.240459,-0.013338,0.05,3.43,field,11.0
UGC 4165,GHASP,-10.708369,-10.389342,-0.159497,0.052642,3.46,field,11.0
UGC 4165,GHASP,-10.711418,-10.246744,-0.015087,0.055679,3.48,field,11.0
UGC 4165,GHASP,-10.712941,-10.259198,-0.026637,0.05,3.49,field,11.0
UGC 4165,GHASP,-10.717501,-10.274269,-0.039002,0.05,3.52,field,11.0
UGC 4165,GHASP,-10.722049,-10.374564,-0.1366,0.051093,3.55,field,11.0
UGC 4165,GHASP,-10.726586,-10.404149,-0.163496,0.05,3.58,field,11.0
UGC 4165,GHASP,-10.731111,-10.394711,-0.151379,0.05,3.61,field,11.0
UGC 4165,GHASP,-10.735624,-10.385437,-0.139434,0.051093,3.64,field,11.0
UGC 4165,GHASP,-10.741624,-10.305079,-0.055529,0.05,3.68,field,11.0
UGC 4165,GHASP,-10.747603,-10.407747,-0.154666,0.05,3.72,field,11.0
UGC 4165,GHASP,-10.755048,-10.467014,-0.209541,0.05,3.77,field,11.0
UGC 4165,GHASP,-10.76246,-10.432329,-0.170488,0.052642,3.82,field,11.0
UGC 4165,GHASP,-10.775722,-10.343067,-0.073425,0.05,3.91,field,11.0
UGC 4165,GHASP,-10.790337,-10.26487,0.01335,0.074148,4.01,field,11.0
UGC 4165,GHASP,-10.810583,-10.279774,0.010297,0.052963,4.15,field,11.0
UGC 4165,GHASP,-10.843309,-10.251789,0.057358,0.059903,4.38,field,11.0
UGC 4165,GHASP,-10.89321,-10.326976,0.011079,0.05,4.74,field,11.0
UGC 4165,GHASP,-10.944161,-10.425642,-0.058286,0.067682,5.12,field,11.0
UGC 4555,GHASP,-9.887646,-9.514871,0.18312,0.087656,1.26,field,11.0
UGC 4555,GHASP,-10.09269,-9.657327,0.183378,0.108574,2.12,field,11.0
UGC 4555,GHASP,-10.196166,-9.622984,0.286911,0.083864,2.86,field,11.0
UGC 4555,GHASP,-10.201975,-9.738827,0.174901,0.095002,2.91,field,11.0
UGC 4555,GHASP,-10.280259,-9.720567,0.244292,0.05,3.68,field,11.0
UGC 4555,GHASP,-10.284783,-9.674813,0.292972,0.050111,3.73,field,11.0
UGC 4555,GHASP,-10.395629,-9.791231,0.247336,0.05,5.13,field,11.0
UGC 4555,GHASP,-10.428969,-9.747291,0.312234,0.05,5.61,field,11.0
UGC 4555,GHASP,-10.481337,-9.855996,0.236157,0.05,6.41,field,11.0
UGC 4555,GHASP,-10.508811,-9.804901,0.30423,0.05,6.85,field,11.0
UGC 4555,GHASP,-10.552161,-9.902457,0.233279,0.05,7.57,field,11.0
UGC 4555,GHASP,-10.593849,-9.911962,0.249152,0.05,8.29,field,11.0
UGC 4555,GHASP,-10.617508,-9.909229,0.2662,0.05,8.71,field,11.0
UGC 4555,GHASP,-10.679609,-9.916187,0.296527,0.05,9.85,field,11.0
UGC 4555,GHASP,-10.718444,-10.028174,0.207653,0.05,10.59,field,11.0
UGC 4555,GHASP,-10.774261,-10.066143,0.202641,0.064157,11.69,field,11.0
UGC 4820,GHASP,-8.863954,-8.68194,0.166912,0.05,1.78,field,11.0
UGC 4820,GHASP,-8.9135,-8.813797,0.081425,0.05,1.97,field,11.0
UGC 4820,GHASP,-8.967636,-8.877534,0.067839,0.05,2.2,field,11.0
UGC 4820,GHASP,-8.972083,-8.839086,0.110383,0.05,2.22,field,11.0
UGC 4820,GHASP,-8.974292,-8.863382,0.088119,0.05,2.23,field,11.0
UGC 4820,GHASP,-8.978683,-8.856015,0.099522,0.05,2.25,field,11.0
UGC 4820,GHASP,-9.016612,-8.895043,0.095209,0.05,2.43,field,11.0
UGC 4820,GHASP,-9.02468,-8.936538,0.061061,0.05,2.47,field,11.0
UGC 4820,GHASP,-9.046258,-8.923872,0.093308,0.05,2.58,field,11.0
UGC 4820,GHASP,-9.050089,-8.92441,0.096237,0.05,2.6,field,11.0
UGC 4820,GHASP,-9.072527,-8.939799,0.101087,0.05,2.72,field,11.0
UGC 4820,GHASP,-9.09055,-8.936115,0.120951,0.05,2.82,field,11.0
UGC 4820,GHASP,-9.106288,-8.942947,0.12819,0.05,2.91,field,11.0
UGC 4820,GHASP,-9.113145,-8.965316,0.111934,0.05,2.95,field,11.0
UGC 4820,GHASP,-9.118234,-8.937135,0.144646,0.05,2.98,field,11.0
UGC 4820,GHASP,-9.12828,-8.94048,0.150228,0.05,3.04,field,11.0
UGC 4820,GHASP,-9.129937,-8.99093,0.101248,0.05,3.05,field,11.0
UGC 4820,GHASP,-9.14141,-8.989649,0.112692,0.05,3.12,field,11.0
UGC 4820,GHASP,-9.144647,-8.965193,0.14001,0.05,3.14,field,11.0
UGC 4820,GHASP,-9.15107,-8.992407,0.118468,0.05,3.18,field,11.0
UGC 4820,GHASP,-9.155841,-9.00477,0.110313,0.05,3.21,field,11.0
UGC 4820,GHASP,-9.165273,-8.96951,0.153875,0.05,3.27,field,11.0
UGC 4820,GHASP,-9.168384,-8.974802,0.151317,0.05,3.29,field,11.0
UGC 4820,GHASP,-9.177625,-8.982651,0.151577,0.05,3.35,field,11.0
UGC 4820,GHASP,-9.182194,-9.00526,0.132969,0.05,3.38,field,11.0
UGC 4820,GHASP,-9.185222,-9.018714,0.122164,0.05,3.4,field,11.0
UGC 4820,GHASP,-9.195704,-9.022102,0.127932,0.05,3.47,field,11.0
UGC 4820,GHASP,-9.197187,-9.028814,0.122513,0.05,3.48,field,11.0
UGC 4820,GHASP,-9.208931,-9.018374,0.143177,0.05,3.56,field,11.0
