galaxy,source,log_gbar,log_gobs,log_res,sigma_log_gobs,R_kpc,env_dense,logMh
LSBCF563-1,deBlok2002,-11.676624,-10.847933,-0.077658,1.278259,0.55,field,11.0
LSBCF563-1,deBlok2002,-11.453125,-10.370787,0.279511,0.177011,1.64,field,11.0
LSBCF563-1,deBlok2002,-11.499068,-10.154794,0.520339,0.125651,2.73,field,11.0
LSBCF563-1,deBlok2002,-11.452464,-10.476129,0.173811,0.234386,8.52,field,11.0
LSBCF563-1,deBlok2002,-11.438901,-10.479784,0.162806,0.098363,9.28,field,11.0
LSBCF563-1,deBlok2002,-11.432963,-10.49351,0.145859,0.069738,10.92,field,11.0
LSBCF563-1,deBlok2002,-11.583121,-10.551779,0.168551,0.040022,14.2,field,11.0
LSBCF563-1,deBlok2002,-11.621542,-10.617324,0.123569,0.058693,17.48,field,11.0
DDO185,deBlok2002,-12.680709,-11.948203,-0.656461,2.260558,0.07,field,11.0
DDO185,deBlok2002,-12.460053,-11.458504,-0.279687,0.725611,0.22,field,11.0
DDO185,deBlok2002,-11.825932,-11.239514,-0.390135,0.43483,0.37,field,11.0
DDO185,deBlok2002,-11.314055,-10.850529,-0.276026,0.135321,1.56,field,11.0
DDO185,deBlok2002,-11.272989,-10.717769,-0.16584,0.11093,1.71,field,11.0
DDO185,deBlok2002,-11.271482,-10.608953,-0.057855,0.116259,1.86,field,11.0
DDO185,deBlok2002,-11.341688,-10.53381,0.055832,0.098736,2.0,field,11.0
DDO185,deBlok2002,-11.417029,-10.430129,0.200589,0.085039,2.15,field,11.0
DDO189,deBlok2002,-12.077829,-10.534129,0.447197,0.34411,0.46,field,11.0
DDO189,deBlok2002,-11.894646,-10.488641,0.396904,0.289633,0.79,field,11.0
DDO189,deBlok2002,-11.727971,-10.446881,0.350683,0.145618,1.38,field,11.0
DDO189,deBlok2002,-11.757617,-10.437953,0.375325,0.578438,1.93,field,11.0
DDO189,deBlok2002,-11.425129,-10.445739,0.189377,0.161022,3.03,field,11.0
DDO189,deBlok2002,-11.294681,-10.481882,0.081982,0.201783,3.58,field,11.0
DDO189,deBlok2002,-11.293027,-10.554042,0.008913,0.07973,4.57,field,11.0
DDO189,deBlok2002,-11.387875,-10.596451,0.018405,0.076523,5.47,field,11.0
DDO189,deBlok2002,-11.373649,-10.6608,-0.053698,0.076185,6.4,field,11.0
DDO189,deBlok2002,-11.450662,-10.723853,-0.074889,0.076758,7.29,field,11.0
DDO189,deBlok2002,-11.51327,-10.788576,-0.105785,0.077736,8.25,field,11.0
DDO47,deBlok2002,-11.665358,-10.869287,-0.105012,0.654921,0.27,field,11.0
DDO47,deBlok2002,-11.682831,-10.519961,0.253618,0.250486,0.93,field,11.0
DDO47,deBlok2002,-11.643723,-10.478218,0.274521,0.191004,1.29,field,11.0
DDO47,deBlok2002,-11.599421,-10.509319,0.219742,0.157424,2.04,field,11.0
DDO47,deBlok2002,-11.601977,-10.485943,0.244487,0.143391,2.33,field,11.0
DDO47,deBlok2002,-11.550144,-10.428194,0.274439,0.126524,2.62,field,11.0
DDO47,deBlok2002,-11.459056,-10.381164,0.272345,0.113727,2.91,field,11.0
DDO47,deBlok2002,-11.407157,-10.342873,0.282479,0.103774,3.2,field,11.0
DDO64,deBlok2002,-12.433954,-10.846295,0.319119,0.637978,0.09,field,11.0
DDO64,deBlok2002,-12.028553,-10.632815,0.32283,0.288075,0.27,field,11.0
DDO64,deBlok2002,-11.822835,-10.744888,0.102857,0.256742,0.44,field,11.0
DDO64,deBlok2002,-11.654256,-10.753527,0.00483,0.218448,0.62,field,11.0
DDO64,deBlok2002,-11.601264,-10.689238,0.04081,0.178588,0.8,field,11.0
DDO64,deBlok2002,-11.606757,-10.632778,0.100209,0.151201,0.98,field,11.0
DDO64,deBlok2002,-11.617651,-10.459247,0.279566,0.113808,1.16,field,11.0
DDO64,deBlok2002,-11.579601,-10.398724,0.319719,0.099132,1.33,field,11.0
DDO64,deBlok2002,-11.611982,-10.376897,0.358886,0.09603,1.51,field,11.0
DDO64,deBlok2002,-11.636487,-10.386454,0.362423,0.086709,1.69,field,11.0
DDO64,deBlok2002,-11.676533,-10.427411,0.342815,0.08641,1.87,field,11.0
DDO64,deBlok2002,-11.732905,-10.468573,0.331609,0.086746,2.04,field,11.0
DDO64,deBlok2002,-11.76774,-10.485634,0.333003,0.126119,2.13,field,11.0
DDO64,deBlok2002,-11.914768,-10.573149,0.322962,0.16013,2.67,field,11.0
IC2233,deBlok2002,-12.623066,-11.228442,0.033862,0.881875,0.15,field,11.0
IC2233,deBlok2002,-14.356232,-10.774817,1.362393,0.43767,0.46,field,11.0
IC2233,deBlok2002,-12.153115,-10.5961,0.424354,0.142508,0.76,field,11.0
IC2233,deBlok2002,-12.013105,-10.50681,0.440772,0.10837,1.07,field,11.0
IC2233,deBlok2002,-12.135964,-10.551081,0.460471,0.100415,1.38,field,11.0
IC2233,deBlok2002,-12.20903,-10.556468,0.492966,0.091575,1.68,field,11.0
IC2233,deBlok2002,-11.779564,-10.572225,0.252667,0.085681,1.99,field,11.0
IC2233,deBlok2002,-11.841407,-10.582858,0.274678,0.080855,2.29,field,11.0
IC2233,deBlok2002,-12.053703,-10.596167,0.372593,0.077054,2.6,field,11.0
IC2233,deBlok2002,-12.391117,-10.634013,0.509381,0.076209,2.9,field,11.0
IC2233,deBlok2002,-12.553887,-10.611929,0.61499,0.229152,3.21,field,11.0
IC2233,deBlok2002,-12.404741,-10.63276,0.51764,0.069073,3.52,field,11.0
IC2233,deBlok2002,-12.238509,-10.611468,0.45322,0.067773,3.82,field,11.0
IC2233,deBlok2002,-12.141667,-10.578448,0.436064,0.112767,4.13,field,11.0
IC2233,deBlok2002,-12.112617,-10.517986,0.481436,0.05395,4.43,field,11.0
IC2233,deBlok2002,-12.067472,-10.506139,0.469795,0.051449,4.74,field,11.0
IC2233,deBlok2002,-12.242701,-10.486222,0.580633,0.048715,5.05,field,11.0
IC2233,deBlok2002,-13.85402,-10.460319,1.424757,0.045939,5.35,field,11.0
IC2233,deBlok2002,-12.219875,-10.435882,0.619167,0.043424,5.66,field,11.0
IC2233,deBlok2002,-11.730726,-10.429064,0.369962,0.041986,5.96,field,11.0
IC2233,deBlok2002,-11.4617,-10.430239,0.224701,0.160785,6.27,field,11.0
IC2233,deBlok2002,-11.361498,-10.427934,0.172535,0.168627,6.47,field,11.0
IC2233,deBlok2002,-11.138766,-10.424796,0.052662,0.077668,7.02,field,11.0
IC2233,deBlok2002,-11.098964,-10.424856,0.030301,0.038042,7.19,field,11.0
IC2233,deBlok2002,-11.119603,-10.423277,0.043457,0.081934,7.39,field,11.0
NGC1560,deBlok2002,-12.841116,-11.140071,0.233391,0.580996,0.04,field,11.0
NGC1560,deBlok2002,-12.150767,-11.193281,-0.174046,0.342639,0.13,field,11.0
NGC1560,deBlok2002,-11.858148,-10.89481,-0.028458,0.186793,0.22,field,11.0
NGC1560,deBlok2002,-11.683812,-10.517267,0.256834,0.101887,0.31,field,11.0
NGC1560,deBlok2002,-11.555287,-10.624645,0.080751,0.102792,0.39,field,11.0
NGC1560,deBlok2002,-11.477656,-10.712256,-0.048685,0.102488,0.48,field,11.0
NGC1560,deBlok2002,-11.423201,-10.506055,0.128015,0.074175,0.57,field,11.0
NGC1560,deBlok2002,-11.380461,-10.719524,-0.108708,0.088137,0.66,field,11.0
NGC1560,deBlok2002,-11.308375,-10.61151,-0.040124,0.069404,0.83,field,11.0
NGC1560,deBlok2002,-11.284689,-10.309491,0.248879,0.046561,0.92,field,11.0
NGC1560,deBlok2002,-11.263313,-10.48614,0.060456,0.054732,1.0,field,11.0
NGC1560,deBlok2002,-11.254355,-10.359476,0.182178,0.04531,1.09,field,11.0
NGC1560,deBlok2002,-11.252546,-10.352568,0.188088,0.043203,1.18,field,11.0
NGC1560,deBlok2002,-11.252789,-10.460282,0.080507,0.047142,1.27,field,11.0
NGC1560,deBlok2002,-11.246122,-10.529568,0.00754,0.04952,1.35,field,11.0
NGC1560,deBlok2002,-11.238149,-10.480412,0.05229,0.04531,1.44,field,11.0
NGC1560,deBlok2002,-11.228028,-10.430862,0.096242,0.04152,1.53,field,11.0
NGC1560,deBlok2002,-11.217355,-10.425893,0.0953,0.04012,1.62,field,11.0
NGC1560,deBlok2002,-11.202863,-10.409718,0.103439,0.038442,1.7,field,11.0
NGC1560,deBlok2002,-11.187154,-10.427139,0.077292,0.038222,1.79,field,11.0
NGC1560,deBlok2002,-11.169232,-10.429166,0.065292,0.037383,1.88,field,11.0
NGC1560,deBlok2002,-11.154323,-10.50764,-0.021494,0.039972,1.97,field,11.0
NGC1560,deBlok2002,-11.143757,-10.55275,-0.072503,0.041273,2.05,field,11.0
NGC1560,deBlok2002,-11.139944,-10.483182,-0.005066,0.037286,2.14,field,11.0
NGC1560,deBlok2002,-11.137835,-10.557292,-0.080355,0.03978,2.23,field,11.0
NGC1560,deBlok2002,-11.136487,-10.528005,-0.051821,0.037707,2.32,field,11.0
NGC1560,deBlok2002,-11.133326,-10.500772,-0.026356,0.035929,2.4,field,11.0
NGC1560,deBlok2002,-11.131873,-10.472971,0.000632,0.034163,2.49,field,11.0
NGC1560,deBlok2002,-11.131259,-10.453406,0.019854,0.032814,2.58,field,11.0
NGC1560,deBlok2002,-11.132463,-10.467641,0.006292,0.037872,2.67,field,11.0
NGC1560,deBlok2002,-11.138014,-10.45151,0.025528,0.076966,2.93,field,11.0
NGC1560,deBlok2002,-11.140248,-10.439453,0.038833,0.029459,3.1,field,11.0
NGC1560,deBlok2002,-11.14357,-10.521308,-0.041166,0.112642,3.19,field,11.0
NGC1560,deBlok2002,-11.148508,-10.451825,0.031075,0.02324,3.28,field,11.0
NGC1560,deBlok2002,-11.153204,-10.394959,0.090563,0.066132,3.36,field,11.0
NGC1560,deBlok2002,-11.159407,-10.475661,0.013322,0.074238,3.45,field,11.0
NGC1560,deBlok2002,-11.164583,-10.477722,0.014146,0.023047,3.54,field,11.0
NGC1560,deBlok2002,-11.169728,-10.49235,0.002384,0.022895,3.71,field,11.0
NGC1560,deBlok2002,-11.183084,-10.503054,-0.000885,0.026575,3.98,field,11.0
NGC1560,deBlok2002,-11.191914,-10.499612,0.007465,0.133385,4.06,field,11.0
NGC1560,deBlok2002,-11.202853,-10.435387,0.077765,0.025342,4.15,field,11.0
NGC1560,deBlok2002,-11.237445,-10.540644,-0.008331,0.02775,4.41,field,11.0
NGC1560,deBlok2002,-11.27052,-10.587656,-0.037088,0.0201,4.59,field,11.0
NGC1560,deBlok2002,-11.293345,-10.614461,-0.05133,0.021607,4.85,field,11.0
NGC1560,deBlok2002,-11.281182,-10.580416,-0.023976,0.017699,5.02,field,11.0
NGC1560,deBlok2002,-11.266588,-10.572406,-0.024005,0.017083,5.29,field,11.0
NGC1560,deBlok2002,-11.259385,-10.565369,-0.02094,0.015396,5.46,field,11.0
NGC1560,deBlok2002,-11.251946,-10.551604,-0.01128,0.013572,5.72,field,11.0
NGC1560,deBlok2002,-11.254951,-10.53356,0.008423,0.014278,5.9,field,11.0
NGC1560,deBlok2002,-11.272828,-10.538127,0.013713,0.014047,6.16,field,11.0
NGC1560,deBlok2002,-11.287912,-10.539478,0.020665,0.015035,6.33,field,11.0
NGC1560,deBlok2002,-11.311859,-10.556462,0.016836,0.01386,6.6,field,11.0
NGC1560,deBlok2002,-11.329633,-10.554893,0.028149,0.014799,6.77,field,11.0
NGC1560,deBlok2002,-11.355865,-10.561074,0.036319,0.015752,7.03,field,11.0
NGC1560,deBlok2002,-11.373142,-10.572054,0.034771,0.015752,7.21,field,11.0
NGC1560,deBlok2002,-11.398068,-10.590822,0.029585,0.016943,7.47,field,11.0
NGC1560,deBlok2002,-11.415304,-10.601162,0.028617,0.011295,7.65,field,11.0
NGC1560,deBlok2002,-11.439602,-10.608927,0.034043,0.022415,7.91,field,11.0
NGC1560,deBlok2002,-11.468253,-10.62773,0.030756,0.022415,8.26,field,11.0
NGC2366,deBlok2002,-12.155492,-11.606994,-0.585306,4.425825,0.09,field,11.0
NGC2366,deBlok2002,-11.937961,-11.39649,-0.488217,0.941139,0.15,field,11.0
NGC2366,deBlok2002,-11.700223,-11.152359,-0.36953,0.550381,0.25,field,11.0
NGC2366,deBlok2002,-11.555395,-10.986917,-0.281463,0.384484,0.35,field,11.0
NGC2366,deBlok2002,-11.46766,-10.832502,-0.174336,0.283857,0.45,field,11.0
NGC2366,deBlok2002,-11.405584,-10.685528,-0.061032,0.258141,0.54,field,11.0
NGC2366,deBlok2002,-11.372242,-10.60911,-0.002776,0.184043,0.64,field,11.0
NGC2366,deBlok2002,-11.359228,-10.53098,0.06825,0.156433,0.74,field,11.0
NGC2366,deBlok2002,-11.37128,-10.423377,0.182432,0.129719,0.84,field,11.0
NGC2366,deBlok2002,-11.372491,-10.350118,0.256352,0.182937,0.94,field,11.0
NGC2366,deBlok2002,-11.353405,-10.289335,0.306714,0.099909,1.04,field,11.0
NGC2366,deBlok2002,-11.31573,-10.240413,0.335009,0.0902,1.14,field,11.0
NGC2366,deBlok2002,-11.272755,-10.202383,0.349416,0.082782,1.24,field,11.0
NGC2366,deBlok2002,-11.23139,-10.173662,0.355302,0.077043,1.34,field,11.0
NGC2366,deBlok2002,-11.187325,-10.1596,0.344927,0.083148,1.44,field,11.0
NGC2366,deBlok2002,-11.098656,-10.489843,-0.034859,0.160012,2.73,field,11.0
NGC2366,deBlok2002,-11.09981,-10.501272,-0.04564,0.103309,2.82,field,11.0
NGC2366,deBlok2002,-11.102378,-10.513591,-0.056518,0.147106,2.92,field,11.0
NGC2366,deBlok2002,-11.107627,-10.526846,-0.066826,0.263443,3.03,field,11.0
NGC2366,deBlok2002,-11.134994,-10.556393,-0.081044,0.075706,3.35,field,11.0
NGC2366,deBlok2002,-11.153727,-10.579262,-0.093448,0.074978,3.6,field,11.0
NGC2366,deBlok2002,-11.164751,-10.594446,-0.102485,0.073591,3.87,field,11.0
NGC2366,deBlok2002,-11.168373,-10.62547,-0.13149,0.074278,4.08,field,11.0
NGC2366,deBlok2002,-11.172551,-10.646168,-0.149861,0.073926,4.32,field,11.0
NGC2366,deBlok2002,-11.177065,-10.676265,-0.177445,0.073926,4.63,field,11.0
NGC2366,deBlok2002,-11.178641,-10.683889,-0.184192,0.073245,4.8,field,11.0
NGC2366,deBlok2002,-11.18083,-10.714834,-0.21392,0.073926,5.06,field,11.0
NGC2366,deBlok2002,-11.182496,-10.743974,-0.242133,0.074278,5.36,field,11.0
NGC3274,deBlok2002,-10.838497,-10.052283,0.254066,0.239991,0.1,field,11.0
NGC3274,deBlok2002,-10.674436,-9.780605,0.429019,0.155178,0.29,field,11.0
NGC3274,deBlok2002,-10.681744,-9.827993,0.385996,0.083744,0.49,field,11.0
NGC3274,deBlok2002,-10.700985,-9.833433,0.392022,0.071535,0.68,field,11.0
NGC3274,deBlok2002,-10.760729,-9.931432,0.329389,0.083948,0.88,field,11.0
NGC3274,deBlok2002,-10.827399,-9.965335,0.33455,0.066379,1.07,field,11.0
NGC3274,deBlok2002,-10.878331,-9.930698,0.39876,0.058546,1.27,field,11.0
NGC3274,deBlok2002,-10.905191,-9.887634,0.457331,0.051963,1.46,field,11.0
NGC3274,deBlok2002,-10.917292,-9.890564,0.461367,0.048897,1.66,field,11.0
NGC3274,deBlok2002,-10.926901,-9.92731,0.430144,0.202583,1.85,field,11.0
NGC3274,deBlok2002,-10.970944,-9.967042,0.415633,0.04805,2.05,field,11.0
NGC3274,deBlok2002,-11.069298,-10.009224,0.429241,0.048255,2.24,field,11.0
NGC3274,deBlok2002,-11.179804,-10.048375,0.451969,0.048367,2.44,field,11.0
NGC3274,deBlok2002,-11.279166,-10.130183,0.425147,0.048747,2.9,field,11.0
NGC3274,deBlok2002,-11.331752,-10.224286,0.359917,0.050025,3.42,field,11.0
NGC3274,deBlok2002,-11.405263,-10.291791,0.33253,0.050566,3.91,field,11.0
NGC3274,deBlok2002,-11.4615,-10.344192,0.31064,0.050747,4.38,field,11.0
NGC3274,deBlok2002,-11.487848,-10.391247,0.27783,0.050806,4.87,field,11.0
NGC3274,deBlok2002,-11.487295,-10.430926,0.237852,0.050786,5.34,field,11.0
NGC3274,deBlok2002,-11.492434,-10.467832,0.203721,0.050715,5.83,field,11.0
NGC3274,deBlok2002,-11.529402,-10.501724,0.189754,0.050528,6.35,field,11.0
NGC3274,deBlok2002,-11.571073,-10.527907,0.185963,0.050284,6.81,field,11.0
NGC3274,deBlok2002,-11.604391,-10.552865,0.178857,0.049949,7.31,field,11.0
NGC4395,deBlok2002,-11.517749,-12.350168,-1.664964,4.829355,0.05,field,11.0
NGC4395,deBlok2002,-11.736719,-11.079262,-0.277058,0.777674,0.15,field,11.0
NGC4395,deBlok2002,-11.811772,-10.718141,0.123768,0.519009,0.25,field,11.0
NGC4395,deBlok2002,-11.967691,-10.33284,0.591004,0.21256,0.36,field,11.0
NGC4395,deBlok2002,-11.879675,-10.246699,0.630978,0.268295,0.46,field,11.0
NGC4395,deBlok2002,-11.686926,-10.230233,0.545525,0.151438,0.56,field,11.0
NGC4395,deBlok2002,-11.6666,-10.211137,0.5538,0.136461,0.66,field,11.0
NGC4395,deBlok2002,-11.637022,-10.190715,0.558447,0.124212,0.76,field,11.0
NGC4395,deBlok2002,-11.630769,-10.174961,0.570862,0.114007,0.87,field,11.0
NGC4395,deBlok2002,-11.612562,-10.156483,0.579609,0.105698,0.97,field,11.0
NGC4395,deBlok2002,-11.557192,-10.142432,0.563987,0.166166,1.07,field,11.0
NGC4395,deBlok2002,-11.520884,-10.13612,0.550772,0.11092,1.17,field,11.0
NGC4395,deBlok2002,-11.516045,-10.140355,0.543931,0.326169,1.27,field,11.0
NGC4395,deBlok2002,-11.514128,-10.15217,0.531083,0.3627,1.35,field,11.0
NGC4395,deBlok2002,-11.505207,-10.169514,0.508931,0.247584,1.46,field,11.0
NGC4395,deBlok2002,-11.510448,-10.189311,0.491959,0.119576,1.58,field,11.0
NGC4395,deBlok2002,-11.526001,-10.204286,0.485362,0.092338,1.68,field,11.0
NGC4395,deBlok2002,-11.548353,-10.220136,0.481535,0.08396,1.78,field,11.0
NGC4395,deBlok2002,-11.557632,-10.24226,0.464395,0.083582,1.89,field,11.0
NGC4395,deBlok2002,-11.556473,-10.269929,0.436104,0.084091,1.99,field,11.0
NGC4395,deBlok2002,-11.552572,-10.309564,0.394374,0.085886,2.09,field,11.0
NGC4395,deBlok2002,-11.538999,-10.351603,0.345039,0.088063,2.19,field,11.0
NGC4395,deBlok2002,-11.515035,-10.37911,0.304632,0.088889,2.29,field,11.0
NGC4395,deBlok2002,-11.485683,-10.452213,0.215694,0.094452,2.4,field,11.0
NGC4395,deBlok2002,-11.446354,-10.413704,0.232925,0.088531,2.5,field,11.0
NGC4395,deBlok2002,-11.407256,-10.303168,0.322237,0.076438,2.6,field,11.0
NGC4395,deBlok2002,-11.3734,-10.275335,0.33163,0.072644,2.7,field,11.0
NGC4395,deBlok2002,-11.34165,-10.232895,0.356726,0.067933,2.8,field,11.0
NGC4395,deBlok2002,-11.316083,-10.221662,0.353953,0.065894,2.9,field,11.0
NGC4395,deBlok2002,-11.295779,-10.196068,0.3684,0.0628,3.01,field,11.0
NGC4395,deBlok2002,-11.276901,-10.177891,0.376192,0.060503,3.11,field,11.0
NGC4395,deBlok2002,-11.262646,-10.212449,0.333779,0.06197,3.21,field,11.0
NGC4395,deBlok2002,-11.253389,-10.254785,0.286336,0.064075,3.31,field,11.0
NGC4395,deBlok2002,-11.250331,-10.289034,0.250398,0.065572,3.42,field,11.0
NGC4395,deBlok2002,-11.252244,-10.316299,0.224189,0.066695,3.52,field,11.0
NGC4395,deBlok2002,-11.260499,-10.339815,0.205229,0.067572,3.62,field,11.0
NGC4395,deBlok2002,-11.273055,-10.358849,0.193116,0.216902,3.72,field,11.0
NGC4395,deBlok2002,-11.288944,-10.37221,0.188501,0.191696,3.82,field,11.0
NGC4395,deBlok2002,-11.30635,-10.380368,0.189907,0.116497,3.92,field,11.0
NGC4395,deBlok2002,-11.32481,-10.387141,0.193259,0.207021,4.03,field,11.0
NGC4395,deBlok2002,-11.369975,-10.426613,0.178484,0.068356,4.32,field,11.0
NGC4395,deBlok2002,-11.400758,-10.439621,0.18225,0.067242,4.6,field,11.0
NGC4395,deBlok2002,-11.412735,-10.43253,0.195854,0.065156,4.82,field,11.0
NGC4395,deBlok2002,-11.409718,-10.44796,0.178783,0.064477,5.1,field,11.0
NGC4395,deBlok2002,-11.395015,-10.45986,0.158885,0.063821,5.35,field,11.0
NGC4395,deBlok2002,-11.376471,-10.46363,0.14501,0.06254,5.62,field,11.0
NGC4395,deBlok2002,-11.365069,-10.48105,0.12137,0.06254,5.85,field,11.0
NGC4395,deBlok2002,-11.352487,-10.503622,0.091925,0.062858,6.1,field,11.0
NGC4395,deBlok2002,-11.340458,-10.50805,0.080919,0.061923,6.35,field,11.0
NGC4395,deBlok2002,-11.329203,-10.50915,0.073657,0.060724,6.62,field,11.0
NGC4395,deBlok2002,-11.32378,-10.515613,0.064222,0.060141,6.85,field,11.0
NGC4395,deBlok2002,-11.318945,-10.524723,0.052462,0.05957,7.13,field,11.0
NGC4395,deBlok2002,-11.31968,-10.528525,0.049063,0.05873,7.4,field,11.0
NGC4395,deBlok2002,-11.328708,-10.521097,0.061439,0.057383,7.62,field,11.0
NGC4395,deBlok2002,-11.347722,-10.55171,0.041233,0.058453,7.88,field,11.0
NGC4455,deBlok2002,-11.721805,-10.955042,-0.16075,0.60727,0.1,field,11.0
NGC4455,deBlok2002,-11.291276,-10.755455,-0.193462,0.27863,0.3,field,11.0
NGC4455,deBlok2002,-11.1759,-10.622626,-0.124455,0.18522,0.5,field,11.0
NGC4455,deBlok2002,-11.105298,-10.538249,-0.079537,0.143074,0.69,field,11.0
NGC4455,deBlok2002,-11.078122,-10.522072,-0.078636,0.123652,0.89,field,11.0
NGC4455,deBlok2002,-11.108599,-10.54827,-0.087705,0.115155,1.09,field,11.0
NGC4455,deBlok2002,-11.176983,-10.561863,-0.063089,0.107522,1.29,field,11.0
NGC4455,deBlok2002,-11.233239,-10.544403,-0.014416,0.098055,1.49,field,11.0
NGC4455,deBlok2002,-11.273943,-10.486346,0.066108,0.086373,1.68,field,11.0
NGC4455,deBlok2002,-11.303841,-10.463674,0.105223,0.079546,1.88,field,11.0
NGC4455,deBlok2002,-11.262379,-10.500027,0.046053,0.078857,2.08,field,11.0
NGC4455,deBlok2002,-11.168409,-10.525747,-0.031748,0.077583,2.28,field,11.0
NGC4455,deBlok2002,-11.112631,-10.527862,-0.065035,0.07457,2.48,field,11.0
NGC4455,deBlok2002,-11.098138,-10.521645,-0.066953,0.072589,2.58,field,11.0
NGC4455,deBlok2002,-11.208841,-10.459308,0.057165,0.058257,3.47,field,11.0
NGC4455,deBlok2002,-11.373394,-10.528047,0.078916,0.058729,4.0,field,11.0
NGC4455,deBlok2002,-11.454702,-10.554466,0.096686,0.057336,4.46,field,11.0
NGC4455,deBlok2002,-11.461278,-10.602826,0.051887,0.05754,4.95,field,11.0
NGC4455,deBlok2002,-11.478644,-10.624453,0.039651,0.05622,5.45,field,11.0
NGC4455,deBlok2002,-11.512455,-10.645099,0.037253,0.055146,5.94,field,11.0
NGC5023,deBlok2002,-12.220642,-10.81966,0.235785,0.607405,0.07,field,11.0
NGC5023,deBlok2002,-11.782477,-10.550262,0.276171,0.257169,0.21,field,11.0
NGC5023,deBlok2002,-11.683699,-10.377887,0.396154,0.163345,0.35,field,11.0
NGC5023,deBlok2002,-11.867353,-10.264391,0.606806,0.121142,0.49,field,11.0
NGC5023,deBlok2002,-12.631935,-10.188482,1.078354,0.097897,0.63,field,11.0
NGC5023,deBlok2002,-14.393121,-10.149853,2.005857,0.084699,0.77,field,11.0
NGC5023,deBlok2002,-12.432683,-10.13831,1.026451,0.076883,0.91,field,11.0
NGC5023,deBlok2002,-12.012617,-10.138701,0.808626,0.081811,1.05,field,11.0
NGC5023,deBlok2002,-13.925813,-10.14382,1.777339,0.06766,1.19,field,11.0
NGC5023,deBlok2002,-11.920531,-10.137707,0.761427,0.063551,1.33,field,11.0
NGC5023,deBlok2002,-11.602788,-10.139301,0.591562,0.06056,1.47,field,11.0
NGC5023,deBlok2002,-11.565767,-10.142632,0.568391,0.05809,1.61,field,11.0
NGC5023,deBlok2002,-11.835566,-10.16845,0.686008,0.057399,1.75,field,11.0
NGC5023,deBlok2002,-11.776302,-10.185808,0.637358,0.056347,1.89,field,11.0
NGC5023,deBlok2002,-11.747058,-10.171023,0.636661,0.053452,2.03,field,11.0
NGC5023,deBlok2002,-11.825813,-10.140845,0.708472,0.11572,2.17,field,11.0
NGC5023,deBlok2002,-11.843463,-10.117913,0.740707,0.140582,2.31,field,11.0
NGC5023,deBlok2002,-11.814088,-10.112788,0.730343,0.107038,2.45,field,11.0
NGC5023,deBlok2002,-11.742122,-10.10916,0.695908,0.044068,2.59,field,11.0
NGC5023,deBlok2002,-11.653979,-10.122273,0.635937,0.043577,2.73,field,11.0
NGC5023,deBlok2002,-11.588707,-10.14421,0.579113,0.170536,2.87,field,11.0
NGC5023,deBlok2002,-11.567862,-10.161415,0.550732,0.239966,3.01,field,11.0
NGC5023,deBlok2002,-11.551644,-10.174994,0.528445,0.169407,3.15,field,11.0
NGC5023,deBlok2002,-11.32716,-10.197661,0.384027,0.094375,3.42,field,11.0
NGC5023,deBlok2002,-11.346144,-10.210532,0.381547,0.063573,3.56,field,11.0
NGC5023,deBlok2002,-11.428467,-10.223717,0.413212,0.094946,3.71,field,11.0
NGC5023,deBlok2002,-11.439849,-10.249095,0.394009,0.066927,3.98,field,11.0
NGC5023,deBlok2002,-11.435343,-10.263169,0.37749,0.041719,4.12,field,11.0
NGC5023,deBlok2002,-11.525485,-10.291761,0.39761,0.041579,4.43,field,11.0
NGC5023,deBlok2002,-11.636217,-10.323871,0.424861,0.041406,4.81,field,11.0
NGC5023,deBlok2002,-11.449494,-10.349445,0.298886,0.041332,5.12,field,11.0
NGC5023,deBlok2002,-11.476316,-10.380772,0.282074,0.041268,5.52,field,11.0
NGC5023,deBlok2002,-11.488544,-10.404978,0.264475,0.041185,5.86,field,11.0
UGC10310,deBlok2002,-12.664238,-11.657887,-0.374553,1.572256,0.23,field,11.0
UGC10310,deBlok2002,-12.353263,-11.135019,-0.01111,0.50084,0.68,field,11.0
UGC10310,deBlok2002,-12.337806,-10.902648,0.213299,0.452925,1.14,field,11.0
UGC10310,deBlok2002,-12.517576,-10.719308,0.489011,0.740004,1.59,field,11.0
UGC10310,deBlok2002,-12.542206,-10.609757,0.61118,0.167002,2.04,field,11.0
UGC10310,deBlok2002,-12.103105,-10.607325,0.387151,0.153819,2.5,field,11.0
UGC10310,deBlok2002,-11.82058,-10.599049,0.247507,0.129735,2.95,field,11.0
UGC10310,deBlok2002,-11.892444,-10.5667,0.317688,0.122923,3.41,field,11.0
UGC10310,deBlok2002,-11.89472,-10.533207,0.352377,0.221301,3.86,field,11.0
UGC10310,deBlok2002,-11.6348,-10.514924,0.233052,0.097311,4.32,field,11.0
UGC10310,deBlok2002,-11.483817,-10.509136,0.157763,0.091992,4.77,field,11.0
UGC10310,deBlok2002,-11.348166,-10.5292,0.063985,0.19295,5.22,field,11.0
UGC10310,deBlok2002,-11.309682,-10.544866,0.027238,0.089025,5.53,field,11.0
UGC10310,deBlok2002,-11.275674,-10.603563,-0.050156,0.086859,6.65,field,11.0
UGC10310,deBlok2002,-11.373335,-10.650968,-0.044037,0.084645,7.81,field,11.0
UGC10310,deBlok2002,-11.351263,-10.693223,-0.098345,0.082828,8.99,field,11.0
UGC1230,deBlok2002,-11.572214,-10.764816,-0.050334,0.469152,0.74,field,11.0
