galaxy,log_gbar,log_gobs,log_res,sigma_log_gobs,gas_dominated,R_kpc,env_dense
WALLABY J123236+023943,-11.902580,-10.809332,0.080381,0.040341,1,9.918,field
WALLABY J123236+023943,-11.944247,-10.864446,0.047121,0.039537,1,11.722,field
WALLABY J123236+023943,-11.993627,-10.934028,0.003380,0.026170,1,13.525,field
WALLABY J123236+023943,-12.048379,-11.022726,-0.056741,0.000000,1,15.329,field
WALLABY J123407+023905,-11.653937,-9.738303,1.019884,0.345605,1,2.701,field
WALLABY J123407+023905,-11.595567,-9.929797,0.797200,0.286811,1,4.503,field
WALLABY J123407+023905,-11.574202,-9.901741,0.813808,0.063949,1,6.306,field
WALLABY J123407+023905,-11.570241,-9.977075,0.736348,0.048136,1,8.108,field
WALLABY J123407+023905,-11.572598,-10.018442,0.696245,0.019279,1,9.911,field
WALLABY J123407+023905,-11.582113,-10.096118,0.623672,0.019903,1,11.713,field
WALLABY J123407+023905,-11.597433,-10.163886,0.564111,0.013869,1,13.515,field
WALLABY J123407+023905,-11.613276,-10.288306,0.448168,0.078507,1,15.318,field
WALLABY J123407+023905,-11.628537,-10.301173,0.443458,0.034209,1,17.121,field
WALLABY J123407+023905,-11.644532,-10.354302,0.398868,0.039997,1,18.923,field
WALLABY J123407+023905,-11.661264,-10.360945,0.401148,0.005725,1,20.725,field
WALLABY J123407+023905,-11.679263,-10.395588,0.376092,0.005714,1,22.527,field
WALLABY J123407+023905,-11.699324,-10.422813,0.359538,0.004642,1,24.330,field
WALLABY J123407+023905,-11.721358,-10.447690,0.346364,0.005634,1,26.133,field
WALLABY J123407+023905,-11.744749,-10.440532,0.365929,0.017195,1,27.935,field
WALLABY J123407+023905,-11.769084,-10.481061,0.338287,0.018459,1,29.738,field
WALLABY J123407+023905,-11.793708,-10.454347,0.378021,0.004228,1,31.540,field
WALLABY J123407+023905,-11.818535,-10.497950,0.347528,0.053806,1,33.342,field
WALLABY J123407+023905,-11.843665,-10.494792,0.363935,0.061543,1,35.145,field
WALLABY J123407+023905,-11.868949,-10.511854,0.360183,0.081619,1,36.947,field
WALLABY J123407+023905,-11.894203,-10.510114,0.375199,0.073663,1,38.750,field
WALLABY J123407+023905,-11.918806,-10.512416,0.385813,0.062010,1,40.552,field
WALLABY J123407+023905,-11.942855,-10.561032,0.349806,0.096714,1,42.354,field
WALLABY J123407+023905,-11.966828,-10.575476,0.347915,0.094938,1,44.157,field
WALLABY J123407+023905,-11.990666,-10.593301,0.342559,0.096358,1,45.959,field
WALLABY J123407+023905,-12.014014,-10.610469,0.337588,0.096865,1,47.762,field
WALLABY J123407+023905,-12.037171,-10.689069,0.271072,0.167924,1,49.565,field
WALLABY J123407+023905,-12.060493,-10.717935,0.254363,0.181496,1,51.366,field
WALLABY J123427+021108,-11.384651,-9.641934,0.971166,0.190892,1,2.809,field
WALLABY J123427+021108,-11.392143,-9.766925,0.850256,0.060227,1,4.682,field
WALLABY J123427+021108,-11.446004,-9.866381,0.780059,0.009424,1,6.557,field
WALLABY J123427+021108,-11.505730,-10.005893,0.672833,0.012470,1,8.431,field
WALLABY J123427+021108,-11.556817,-10.137591,0.568627,0.053645,1,10.305,field
WALLABY J123427+021108,-11.593456,-10.235659,0.490209,0.076986,1,12.180,field
WALLABY J123427+021108,-11.618687,-10.304876,0.434492,0.080579,1,14.054,field
WALLABY J123427+021108,-11.629494,-10.358666,0.386476,0.076379,1,15.928,field
WALLABY J123427+021108,-11.632625,-10.398154,0.348660,0.063884,1,17.803,field
WALLABY J123427+021108,-11.636362,-10.427078,0.321732,0.046110,1,19.677,field
WALLABY J123427+021108,-11.641287,-10.447787,0.303652,0.024817,1,21.551,field
WALLABY J123427+021108,-11.652363,-10.476129,0.281219,0.016209,1,23.425,field
WALLABY J123427+021108,-11.670274,-10.500668,0.266225,0.006639,1,25.300,field
WALLABY J123427+021108,-11.692276,-10.499671,0.278933,0.024527,1,27.174,field
WALLABY J123427+021108,-11.718423,-10.519608,0.272889,0.032190,1,29.048,field
WALLABY J123427+021108,-11.749959,-10.493553,0.315668,0.080903,1,30.923,field
WALLABY J123630+001315,-11.773715,-10.501134,0.320665,0.013860,1,5.811,field
WALLABY J123630+001315,-11.754813,-10.610817,0.200976,0.022324,1,9.692,field
WALLABY J123630+001315,-11.792191,-10.741922,0.089645,0.012964,1,13.571,field
WALLABY J123630+001315,-11.864930,-10.851103,0.018819,0.008975,1,17.450,field
WALLABY J123630+001315,-11.967657,-10.976034,-0.052208,0.033327,1,21.331,field
WALLABY J123641+030621,-12.035388,-10.301366,0.657845,0.332368,1,2.243,field
WALLABY J123641+030621,-11.988185,-10.611857,0.322706,0.157033,1,3.738,field
WALLABY J123641+030621,-11.963852,-10.789750,0.132084,0.013572,1,5.235,field
WALLABY J123641+030621,-11.962935,-10.873813,0.047541,0.089002,1,6.731,field
WALLABY J123641+030621,-11.988472,-10.938242,-0.003530,0.110781,1,8.228,field
WALLABY J123641+030621,-12.036421,-10.977751,-0.018001,0.072640,1,9.725,field
WALLABY J123703+065533,-11.479449,-10.494004,0.170536,0.067346,1,2.557,field
WALLABY J123703+065533,-11.516571,-10.555555,0.129014,0.093319,1,4.263,field
WALLABY J123703+065533,-11.610960,-10.484467,0.250769,0.040244,1,5.970,field
WALLABY J123703+065533,-11.719070,-10.541546,0.251294,0.110548,1,7.675,field
WALLABY J123805-000137,-11.738522,-9.976871,0.826289,0.059751,1,5.860,field
WALLABY J123805-000137,-11.772933,-10.088208,0.733177,0.031555,1,9.775,field
WALLABY J123805-000137,-11.841330,-10.226686,0.630810,0.023594,1,13.687,field
WALLABY J123805-000137,-11.925438,-10.322797,0.578911,0.016215,1,17.598,field
WALLABY J123805-000137,-12.011666,-10.420901,0.525930,0.028460,1,21.513,field
WALLABY J123805-000137,-12.097413,-10.513950,0.477567,0.045951,1,25.425,field
WALLABY J123835+012413,-11.890152,-10.009634,0.873551,0.227845,1,8.095,field
WALLABY J123835+012413,-11.888772,-10.362302,0.520157,0.016791,1,13.502,field
WALLABY J123835+012413,-11.921561,-10.484297,0.415378,0.026378,1,18.905,field
WALLABY J123835+012413,-11.981324,-10.531669,0.399306,0.023396,1,24.309,field
WALLABY J123835+012413,-12.059360,-10.620652,0.351056,0.021685,1,29.716,field
WALLABY J123835+012413,-12.142479,-10.738936,0.275998,0.050657,1,35.120,field
WALLABY J123917-003149,-11.453055,-10.570113,0.080147,0.006986,1,1.676,field
WALLABY J123917-003149,-11.425256,-10.488814,0.146371,0.036123,1,2.795,field
WALLABY J123917-003149,-11.424608,-10.465498,0.169336,0.040525,1,3.914,field
WALLABY J123917-003149,-11.430842,-10.495955,0.142262,0.050585,1,5.032,field
WALLABY J123917-003149,-11.442733,-10.528204,0.116463,0.048641,1,6.151,field
WALLABY J123917-003149,-11.459388,-10.554532,0.099157,0.047218,1,7.270,field
WALLABY J123917-003149,-11.478313,-10.579079,0.084847,0.045217,1,8.389,field
WALLABY J123917-003149,-11.498096,-10.602488,0.072121,0.043632,1,9.508,field
WALLABY J123917-003149,-11.519131,-10.625788,0.060161,0.040422,1,10.626,field
WALLABY J123917-003149,-11.541146,-10.648792,0.049004,0.037555,1,11.745,field
WALLABY J123917-003149,-11.562968,-10.673054,0.036467,0.035008,1,12.864,field
WALLABY J123917-003149,-11.584332,-10.697050,0.023929,0.032654,1,13.983,field
WALLABY J123917-003149,-11.604208,-10.720270,0.011354,0.031350,1,15.101,field
WALLABY J123917-003149,-11.622720,-10.743977,-0.002454,0.028343,1,16.221,field
WALLABY J123917-003149,-11.641115,-10.766561,-0.015214,0.026321,1,17.339,field
WALLABY J123917-003149,-11.658681,-10.790088,-0.029372,0.022596,1,18.458,field
WALLABY J123917-003149,-11.675437,-10.813851,-0.044208,0.018941,1,19.577,field
WALLABY J123917-003149,-11.691896,-10.837982,-0.059581,0.015333,1,20.696,field
WALLABY J123917-003149,-11.707877,-10.861745,-0.074850,0.010835,1,21.814,field
WALLABY J123917-003149,-11.723872,-10.887095,-0.091707,0.005440,1,22.934,field
WALLABY J123917-003149,-11.740149,-10.913234,-0.109212,0.000000,1,24.052,field
WALLABY J123917-003149,-11.756563,-10.940306,-0.127586,0.006441,1,25.171,field
WALLABY J123917-003149,-11.773308,-10.967522,-0.145939,0.012077,1,26.290,field
WALLABY J123917-003149,-11.790369,-10.992145,-0.161541,0.014976,1,27.409,field
WALLABY J123917-003149,-11.807888,-11.017037,-0.177179,0.015106,1,28.527,field
WALLABY J123917-003149,-11.825910,-11.041338,-0.191970,0.011429,1,29.647,field
WALLABY J123917-003149,-11.844055,-11.062197,-0.203265,0.008619,1,30.765,field
WALLABY J123917-003149,-11.861972,-11.075794,-0.207428,0.008600,1,31.884,field
WALLABY J123917-003149,-11.879280,-11.084116,-0.206646,0.010431,1,33.003,field
WALLABY J123917-003149,-11.896159,-11.088223,-0.201883,0.012181,1,34.122,field
WALLABY J123917-003149,-11.912619,-11.090135,-0.195152,0.012936,1,35.240,field
WALLABY J123917-003149,-11.928594,-11.090874,-0.187511,0.011836,1,36.359,field
WALLABY J123917-003149,-11.944268,-11.090482,-0.178904,0.008964,1,37.478,field
WALLABY J123917-003149,-11.959931,-11.088148,-0.168367,0.005286,1,38.597,field
WALLABY J123917-003149,-11.975693,-11.084850,-0.156820,0.000000,1,39.716,field
WALLABY J123917-003149,-11.991589,-11.081478,-0.145137,0.007649,1,40.834,field
WALLABY J123917-003149,-12.007812,-11.077215,-0.132397,0.015853,1,41.953,field
WALLABY J123917-003149,-12.024273,-11.072940,-0.119528,0.026222,1,43.072,field
WALLABY J123917-003149,-12.041038,-11.068643,-0.106486,0.037835,1,44.191,field
WALLABY J123917-003149,-12.058226,-11.063547,-0.092430,0.049792,1,45.309,field
WALLABY J123917-003149,-12.075790,-11.042331,-0.062067,0.048763,1,46.429,field
WALLABY J123917-003149,-12.093617,-11.027884,-0.038342,0.060720,1,47.547,field
WALLABY J123917-003149,-12.111560,-11.028409,-0.029536,0.094476,1,48.666,field
WALLABY J123917-003149,-12.129598,-11.037553,-0.029307,0.143423,1,49.785,field
WALLABY J123917-003149,-12.147647,-11.024809,-0.007193,0.171151,1,50.904,field
WALLABY J123917-003149,-12.165446,-10.975655,0.051196,0.159986,1,52.022,field
WALLABY J124111-013526,-11.953062,-10.453460,0.462725,0.041110,1,6.251,field
WALLABY J124111-013526,-11.944333,-10.531284,0.380328,0.016068,1,10.427,field
WALLABY J124111-013526,-11.987711,-10.639062,0.295253,0.037579,1,14.600,field
WALLABY J124111-013526,-12.062512,-10.738899,0.234451,0.045626,1,18.773,field
WALLABY J124111-013526,-12.157244,-10.835469,0.187127,0.046974,1,22.949,field
WALLABY J124111+012435,-11.576627,-10.107534,0.609315,0.127190,1,2.650,field
WALLABY J124111+012435,-11.635744,-10.329729,0.418751,0.113058,1,4.420,field
WALLABY J124111+012435,-11.742238,-10.512559,0.292571,0.083911,1,6.190,field
WALLABY J124111+012435,-11.849993,-10.620607,0.241453,0.053225,1,7.959,field
WALLABY J124111+012435,-11.943960,-10.702189,0.209228,0.040504,1,9.729,field
WALLABY J124111+012435,-12.030456,-10.787213,0.169425,0.067341,1,11.498,field
WALLABY J124231+035729,-11.489679,-9.827550,0.842516,0.024987,1,1.161,field
WALLABY J124231+035729,-11.506348,-9.842900,0.836160,0.055342,1,1.935,field
WALLABY J124231+035729,-11.584571,-9.916306,0.804801,0.045715,1,2.710,field
WALLABY J124231+035729,-11.700764,-10.015161,0.767955,0.041767,1,3.485,field
WALLABY J124231+035729,-11.830782,-10.187368,0.664568,0.078963,1,4.259,field
WALLABY J124232-012111,-11.660081,-10.584665,0.176797,0.100132,1,1.733,field
WALLABY J124232-012111,-11.638437,-10.602394,0.147524,0.011041,1,2.890,field
WALLABY J124232-012111,-11.646416,-10.611022,0.143154,0.012565,1,4.047,field
WALLABY J124232-012111,-11.662399,-10.650800,0.111898,0.039152,1,5.204,field
WALLABY J124232-012111,-11.686107,-10.696960,0.078362,0.047026,1,6.361,field
WALLABY J124232-012111,-11.712775,-10.731630,0.057867,0.015889,1,7.518,field
WALLABY J124232-012111,-11.739643,-10.753678,0.050076,0.008850,1,8.674,field
WALLABY J124232-012111,-11.772225,-10.768530,0.052480,0.001208,1,9.832,field
WALLABY J124232-012111,-11.811051,-10.752811,0.088717,0.010100,1,10.989,field
WALLABY J124232-012111,-11.854605,-10.711860,0.152627,0.022402,1,12.145,field
WALLABY J124232-012111,-11.903905,-10.656018,0.234390,0.049269,1,13.303,field
WALLABY J124232-012111,-11.956343,-10.597253,0.320650,0.099781,1,14.459,field
WALLABY J124240+012047,-11.839027,-10.004451,0.851831,0.030881,1,7.836,field
WALLABY J124240+012047,-11.793141,-10.184990,0.647080,0.017126,1,13.070,field
WALLABY J124240+012047,-11.809307,-10.350120,0.490487,0.002188,1,18.301,field
WALLABY J124240+012047,-11.876734,-10.497315,0.378817,0.048572,1,23.531,field
WALLABY J124240+012047,-11.975517,-10.644263,0.283675,0.022036,1,28.766,field
WALLABY J124257-011345,-11.644817,-10.083037,0.670285,0.202158,1,5.010,field
WALLABY J124257-011345,-11.622589,-10.161729,0.579725,0.075586,1,8.357,field
WALLABY J124257-011345,-11.633644,-10.241461,0.505898,0.023541,1,11.701,field
WALLABY J124257-011345,-11.659902,-10.318644,0.442723,0.011054,1,15.046,field
WALLABY J124257-011345,-11.696423,-10.382339,0.398469,0.003397,1,18.392,field
WALLABY J124257-011345,-11.740498,-10.440856,0.363351,0.001671,1,21.737,field
WALLABY J124257-011345,-11.792497,-10.502453,0.329276,0.001114,1,25.081,field
WALLABY J124257-011345,-11.850449,-10.572014,0.290285,0.009066,1,28.428,field
WALLABY J124257-011345,-11.910715,-10.653231,0.240753,0.028835,1,31.772,field
WALLABY J124257-011345,-11.969405,-10.726630,0.198110,0.038983,1,35.117,field
WALLABY J124317-003841,-11.505625,-9.899580,0.779090,0.024641,1,4.141,field
WALLABY J124317-003841,-11.518021,-10.007161,0.678190,0.002999,1,6.908,field
WALLABY J124317-003841,-11.585506,-10.081987,0.639621,0.034257,1,9.672,field
WALLABY J124317-003841,-11.683189,-10.161832,0.611937,0.060363,1,12.437,field
WALLABY J124317-003841,-11.800522,-10.425557,0.410411,0.288002,1,15.204,field
WALLABY J124350-003344,-11.614995,-9.874330,0.863064,0.016011,1,4.113,field
WALLABY J124350-003344,-11.546117,-10.051039,0.649430,0.003798,1,6.861,field
WALLABY J124350-003344,-11.520610,-10.179685,0.507060,0.004343,1,9.607,field
WALLABY J124350-003344,-11.519968,-10.277770,0.408630,0.011638,1,12.353,field
WALLABY J124350-003344,-11.538692,-10.350418,0.346059,0.009035,1,15.101,field
WALLABY J124350-003344,-11.574045,-10.407455,0.308009,0.004733,1,17.847,field
WALLABY J124350-003344,-11.624763,-10.465477,0.277138,0.017666,1,20.592,field
WALLABY J124350-003344,-11.685118,-10.538924,0.235871,0.018660,1,23.340,field
WALLABY J124350-003344,-11.748730,-10.630420,0.178150,0.006959,1,26.086,field
WALLABY J124350-003344,-11.814015,-10.725359,0.117734,0.000000,1,28.832,field
WALLABY J124433-021916,-11.568474,-10.495093,0.217382,0.184246,1,2.483,field
WALLABY J124433-021916,-11.553568,-10.638500,0.065973,0.099359,1,4.141,field
WALLABY J124433-021916,-11.573556,-10.764107,-0.048905,0.014085,1,5.799,field
WALLABY J124433-021916,-11.611662,-10.900309,-0.164698,0.079109,1,7.456,field
WALLABY J124433-021916,-11.661860,-10.954276,-0.191865,0.066815,1,9.115,field
WALLABY J124433-021916,-11.721777,-10.876015,-0.081739,0.095349,1,10.772,field
WALLABY J124433-021916,-11.791498,-10.687965,0.143236,0.285939,1,12.430,field
WALLABY J124433-021916,-11.868897,-10.384647,0.487362,0.449539,1,14.088,field
WALLABY J124508-002747,-11.228401,-9.845858,0.681452,0.011841,1,2.397,field
WALLABY J124508-002747,-11.194711,-10.037311,0.471320,0.057960,1,3.998,field
WALLABY J124508-002747,-11.185701,-10.004173,0.499451,0.101601,1,5.598,field
WALLABY J124508-002747,-11.184146,-9.976052,0.526707,0.082210,1,7.198,field
WALLABY J124508-002747,-11.192708,-9.979565,0.527953,0.019050,1,8.799,field
WALLABY J124508-002747,-11.211861,-9.974361,0.543787,0.033425,1,10.399,field
WALLABY J124508-002747,-11.240933,-9.984439,0.549802,0.058083,1,11.999,field
WALLABY J124508-002747,-11.279044,-10.028258,0.527004,0.053438,1,13.600,field
WALLABY J124508-002747,-11.323122,-10.086253,0.493221,0.046508,1,15.200,field
WALLABY J124508-002747,-11.370770,-10.142660,0.462871,0.053950,1,16.800,field
WALLABY J124508-002747,-11.420472,-10.196701,0.435887,0.067201,1,18.402,field
WALLABY J124508-002747,-11.470574,-10.244879,0.414863,0.078794,1,20.002,field
WALLABY J124508-002747,-11.520182,-10.288558,0.397957,0.089110,1,21.602,field
WALLABY J124508-002747,-11.568895,-10.323842,0.388860,0.092844,1,23.203,field
WALLABY J124508-002747,-11.616227,-10.347166,0.390886,0.087093,1,24.803,field
WALLABY J124508-002747,-11.661850,-10.376191,0.386214,0.090097,1,26.403,field
WALLABY J124508-002747,-11.705745,-10.403639,0.382124,0.093113,1,28.004,field
WALLABY J124508-002747,-11.747858,-10.412388,0.395721,0.076695,1,29.604,field
WALLABY J124508-002747,-11.788036,-10.431100,0.398272,0.071731,1,31.204,field
WALLABY J124508-002747,-11.826355,-10.470013,0.379589,0.089579,1,32.805,field
WALLABY J124519-004538,-11.879293,-10.893338,-0.015861,0.203825,1,10.777,field
WALLABY J124519-004538,-11.915336,-11.025752,-0.129344,0.257093,1,17.975,field
WALLABY J124519-004538,-12.008398,-11.542339,-0.597214,0.016562,1,25.169,field
WALLABY J124519-004538,-12.127430,-11.610193,-0.603074,0.054396,1,32.363,field
WALLABY J124645+055723,-11.480299,-10.078404,0.586595,0.043504,1,1.301,field
WALLABY J124645+055723,-11.491239,-10.134250,0.536657,0.053280,1,2.169,field
WALLABY J124645+055723,-11.533281,-10.152818,0.540748,0.002139,1,3.038,field
WALLABY J124645+055723,-11.588594,-10.161085,0.562178,0.050477,1,3.906,field
WALLABY J124645+055723,-11.654382,-10.144291,0.614133,0.069284,1,4.774,field
WALLABY J124645+055723,-11.732881,-10.132404,0.667764,0.091995,1,5.643,field
WALLABY J124753-011107,-11.760735,-10.084070,0.730859,0.081041,1,10.995,field
WALLABY J124753-011107,-11.774199,-10.336393,0.485662,0.020975,1,18.339,field
WALLABY J124753-011107,-11.844499,-10.439568,0.419597,0.041971,1,25.679,field
WALLABY J124753-011107,-11.942966,-10.764993,0.145903,0.273116,1,33.019,field
