galaxy,log_gbar,log_gobs,log_res,sigma_log_gobs,gas_dominated,R_kpc,env_dense
WALLABY J101655-485238,-11.938410,-11.324268,-0.415759,4.634791,1,4.274,field
WALLABY J101655-485238,-11.888017,-10.432431,0.449631,0.727841,1,7.121,field
WALLABY J101655-485238,-11.865351,-10.065184,0.804960,0.095561,1,9.968,field
WALLABY J101655-485238,-11.832207,-10.065961,0.786727,0.044773,1,12.813,field
WALLABY J101655-485238,-11.781334,-10.073883,0.751945,0.015487,1,15.660,field
WALLABY J101655-485238,-11.741141,-10.113506,0.691043,0.023610,1,18.508,field
WALLABY J101655-485238,-11.721499,-10.161273,0.632856,0.028926,1,21.355,field
WALLABY J101655-485238,-11.715206,-10.214814,0.575975,0.017909,1,24.202,field
WALLABY J101655-485238,-11.721016,-10.270064,0.523809,0.015181,1,27.049,field
WALLABY J101655-485238,-11.736214,-10.362042,0.439894,0.040349,1,29.896,field
WALLABY J101655-485238,-11.753248,-10.458475,0.352489,0.058369,1,32.743,field
WALLABY J101655-485238,-11.767589,-10.517664,0.300893,0.081341,1,35.589,field
WALLABY J101655-485238,-11.783531,-10.548713,0.278277,0.095825,1,38.436,field
WALLABY J101655-485238,-11.806579,-10.566566,0.272601,0.088307,1,41.283,field
WALLABY J101457-433710,-11.737588,-9.715546,1.087119,0.176829,1,4.723,field
WALLABY J101457-433710,-11.720325,-9.709591,1.083915,0.074610,1,7.870,field
WALLABY J101457-433710,-11.734089,-10.043823,0.756986,0.074819,1,11.016,field
WALLABY J101457-433710,-11.765802,-10.116962,0.700650,0.006656,1,14.161,field
WALLABY J101457-433710,-11.801792,-10.177421,0.659218,0.041493,1,17.307,field
WALLABY J101457-433710,-11.838347,-10.270494,0.585430,0.036349,1,20.454,field
WALLABY J101457-433710,-11.882357,-10.564453,0.314635,0.208363,1,23.600,field
WALLABY J101457-433710,-11.925650,-10.597496,0.304323,0.181056,1,26.747,field
WALLABY J101457-433710,-11.966761,-10.612751,0.310606,0.144186,1,29.894,field
WALLABY J101457-433710,-12.005366,-10.623820,0.319721,0.108783,1,33.040,field
WALLABY J101457-433710,-12.042158,-10.640208,0.322534,0.084197,1,36.187,field
WALLABY J101457-433710,-12.080178,-10.661851,0.320697,0.068910,1,39.331,field
WALLABY J101457-433710,-12.115090,-10.684130,0.316577,0.057484,1,42.478,field
WALLABY J101457-433710,-12.149567,-10.702080,0.316533,0.043118,1,45.625,field
WALLABY J101457-433710,-12.185174,-10.715597,0.321480,0.026027,1,48.771,field
WALLABY J101457-433710,-12.219551,-10.728075,0.326805,0.010036,1,51.918,field
WALLABY J101219-471739,-11.686756,-9.963686,0.811981,0.317979,1,3.942,field
WALLABY J101219-471739,-11.657073,-9.979895,0.779964,0.097768,1,6.568,field
WALLABY J101219-471739,-11.660197,-10.043025,0.718499,0.022216,1,9.195,field
WALLABY J101219-471739,-11.678777,-10.135441,0.635980,0.020200,1,11.819,field
WALLABY J101219-471739,-11.706296,-10.201059,0.584996,0.010890,1,14.446,field
WALLABY J101219-471739,-11.741153,-10.262784,0.541771,0.006658,1,17.072,field
WALLABY J101219-471739,-11.783311,-10.327493,0.499380,0.009759,1,19.698,field
WALLABY J101219-471739,-11.831160,-10.384936,0.467199,0.007217,1,22.325,field
WALLABY J101219-471739,-11.883860,-10.436855,0.443022,0.001035,1,24.951,field
WALLABY J101219-471739,-11.938893,-10.500215,0.408546,0.001059,1,27.577,field
WALLABY J100656-450242,-11.516816,-9.880352,0.804350,0.004423,1,6.072,field
WALLABY J100656-450242,-11.515020,-9.976684,0.707050,0.013878,1,10.118,field
WALLABY J100656-450242,-11.556048,-10.114665,0.591140,0.016594,1,14.163,field
WALLABY J100656-450242,-11.617843,-10.234691,0.504225,0.002401,1,18.206,field
WALLABY J100656-450242,-11.693600,-10.337826,0.441481,0.003913,1,22.251,field
WALLABY J100656-450242,-11.780739,-10.399197,0.426317,0.020761,1,26.297,field
WALLABY J100916-431959,-11.826698,-10.390476,0.459307,0.000916,1,7.157,field
WALLABY J100916-431959,-11.804506,-10.550330,0.287743,0.008532,1,11.925,field
WALLABY J100916-431959,-11.815811,-10.627541,0.216499,0.038621,1,16.694,field
WALLABY J100916-431959,-11.841778,-10.677192,0.180540,0.047110,1,21.459,field
WALLABY J100916-431959,-11.875919,-10.749015,0.126688,0.003616,1,26.227,field
WALLABY J100916-431959,-11.914024,-10.821561,0.074159,0.057134,1,30.995,field
WALLABY J100916-431959,-11.955459,-10.887330,0.030111,0.069720,1,35.763,field
WALLABY J100916-431959,-12.006841,-10.935895,0.008417,0.052664,1,40.532,field
WALLABY J094524-480828,-11.785081,-10.950643,-0.122833,0.183280,1,1.375,field
WALLABY J094524-480828,-11.789595,-11.060385,-0.230189,0.073550,1,2.291,field
WALLABY J094524-480828,-11.825502,-11.076582,-0.227429,0.033175,1,3.206,field
WALLABY J094524-480828,-11.874334,-11.091409,-0.216540,0.008118,1,4.122,field
WALLABY J094524-480828,-11.934861,-11.126055,-0.219406,0.025472,1,5.037,field
WALLABY J094524-480828,-12.003618,-11.171025,-0.228397,0.059222,1,5.953,field
WALLABY J094524-480828,-12.077350,-11.213650,-0.232573,0.079621,1,6.869,field
WALLABY J094524-480828,-12.154954,-11.256025,-0.234616,0.090428,1,7.785,field
WALLABY J101330-434301,-11.914907,-9.748397,1.147786,0.128664,1,7.104,field
WALLABY J101330-434301,-11.893040,-9.938228,0.946474,0.002963,1,11.837,field
WALLABY J101330-434301,-11.912696,-10.029361,0.865663,0.014304,1,16.569,field
WALLABY J101330-434301,-11.955692,-10.133263,0.784299,0.010270,1,21.299,field
WALLABY J101330-434301,-12.017173,-10.236755,0.712951,0.004025,1,26.032,field
WALLABY J101330-434301,-12.088360,-10.281964,0.704843,0.003510,1,30.765,field
WALLABY J100239-452950,-11.590357,-9.948099,0.776108,0.022675,1,5.469,field
WALLABY J100239-452950,-11.600578,-10.095621,0.634060,0.023710,1,9.112,field
WALLABY J100239-452950,-11.655267,-10.268120,0.490776,0.000596,1,12.755,field
WALLABY J100239-452950,-11.731181,-10.430650,0.368617,0.012680,1,16.396,field
WALLABY J100239-452950,-11.824235,-10.540273,0.308211,0.007157,1,20.039,field
WALLABY J100239-452950,-11.931104,-10.658229,0.246450,0.050731,1,23.683,field
WALLABY J101331-434904,-11.704337,-9.794740,0.990275,0.085316,1,6.560,field
WALLABY J101331-434904,-11.693353,-10.053398,0.725778,0.000000,1,10.930,field
WALLABY J101331-434904,-11.719417,-10.175175,0.617849,0.008803,1,15.301,field
WALLABY J101331-434904,-11.774689,-10.306519,0.515794,0.002509,1,19.668,field
WALLABY J101331-434904,-11.861350,-10.408339,0.459700,0.014800,1,24.038,field
WALLABY J101331-434904,-11.963131,-10.977358,-0.055901,0.744763,1,28.409,field
WALLABY J094944-471059,-12.023080,-10.102998,0.849791,0.082839,1,8.354,field
WALLABY J094944-471059,-11.918944,-10.349444,0.548858,0.000627,1,13.919,field
WALLABY J094944-471059,-11.859640,-10.479379,0.387759,0.011073,1,19.485,field
WALLABY J094944-471059,-11.848207,-10.631949,0.229170,0.010995,1,25.047,field
WALLABY J094944-471059,-11.886378,-10.741366,0.139835,0.005972,1,30.612,field
WALLABY J094944-471059,-11.965030,-10.788412,0.134039,0.043172,1,36.177,field
WALLABY J100123-434533,-11.707898,-10.166276,0.620631,0.070099,1,5.523,field
WALLABY J100123-434533,-11.703054,-10.447187,0.337146,0.032777,1,9.202,field
WALLABY J100123-434533,-11.737057,-10.600193,0.202190,0.020867,1,12.882,field
WALLABY J100123-434533,-11.801813,-10.728588,0.108063,0.009779,1,16.559,field
WALLABY J100123-434533,-11.889098,-10.838247,0.044384,0.033758,1,20.238,field
WALLABY J100123-434533,-11.984577,-10.937664,-0.004988,0.049876,1,23.917,field
WALLABY J100437-490338,-12.372169,-10.551899,0.581744,0.083395,1,5.293,field
WALLABY J100437-490338,-12.347752,-10.614628,0.506442,0.030983,1,8.820,field
WALLABY J100437-490338,-12.353383,-10.700851,0.423120,0.004986,1,12.346,field
WALLABY J100437-490338,-12.393944,-10.820943,0.323904,0.007070,1,15.870,field
WALLABY J100542-480241,-12.322166,-9.997438,1.110446,0.185814,1,6.252,field
WALLABY J100542-480241,-12.314268,-10.402455,0.701357,0.033881,1,10.416,field
WALLABY J100542-480241,-12.345018,-10.566427,0.553235,0.018865,1,14.581,field
WALLABY J100542-480241,-12.410333,-10.618440,0.534835,0.033860,1,18.743,field
WALLABY J100542-480241,-12.461129,-10.703379,0.475990,0.015419,1,22.908,field
WALLABY J100542-480241,-12.496353,-10.836744,0.360696,0.066936,1,27.073,field
WALLABY J100801-473847,-12.129485,-10.636375,0.371812,0.052685,1,5.220,field
WALLABY J100801-473847,-12.144674,-10.659177,0.356896,0.082669,1,8.698,field
WALLABY J100801-473847,-12.202069,-10.703831,0.341999,0.071543,1,12.176,field
WALLABY J100801-473847,-12.268803,-10.780252,0.300093,0.007764,1,15.651,field
WALLABY J100036-465940,-11.740708,-10.620222,0.184097,0.015986,1,5.746,field
WALLABY J100036-465940,-11.811323,-10.689607,0.152064,0.006707,1,9.574,field
WALLABY J100036-465940,-11.944056,-10.992038,-0.080571,0.215474,1,13.402,field
WALLABY J100036-465940,-12.087346,-11.094425,-0.108145,0.166015,1,17.228,field
WALLABY J125548+041805,-11.257627,-9.578399,0.965061,0.016806,1,1.184,field
WALLABY J125548+041805,-11.223121,-9.631305,0.893082,0.010921,1,1.973,field
WALLABY J125548+041805,-11.225789,-9.716426,0.809438,0.008143,1,2.764,field
WALLABY J125548+041805,-11.249089,-9.796880,0.741867,0.004596,1,3.553,field
WALLABY J125548+041805,-11.290522,-9.894657,0.666921,0.009304,1,4.344,field
WALLABY J125548+041805,-11.345948,-10.011556,0.580416,0.065039,1,5.134,field
WALLABY J125548+041805,-11.405024,-10.055700,0.568491,0.061651,1,5.924,field
WALLABY J125548+041805,-11.460988,-10.061465,0.593090,0.031738,1,6.714,field
WALLABY J125548+041805,-11.513655,-10.099459,0.583540,0.032644,1,7.504,field
WALLABY J125548+041805,-11.564292,-10.152600,0.557631,0.034951,1,8.294,field
WALLABY J125548+041805,-11.612359,-10.203198,0.532786,0.021633,1,9.084,field
WALLABY J125548+041805,-11.657276,-10.260636,0.499331,0.000672,1,9.874,field
WALLABY J125548+041805,-11.699485,-10.327630,0.454806,0.027231,1,10.664,field
WALLABY J125548+041805,-11.739528,-10.403797,0.399896,0.066928,1,11.454,field
WALLABY J125548+041805,-11.777725,-10.472654,0.351266,0.107804,1,12.244,field
WALLABY J125548+041805,-11.814550,-10.516924,0.326451,0.143718,1,13.034,field
WALLABY J125548+041805,-11.850053,-10.572025,0.290066,0.152755,1,13.824,field
WALLABY J125548+041805,-11.884599,-10.648928,0.231339,0.132102,1,14.614,field
WALLABY J125548+041805,-11.918947,-10.711548,0.186756,0.110268,1,15.404,field
WALLABY J125548+041805,-11.952896,-10.725163,0.190935,0.117304,1,16.194,field
WALLABY J125549+040049,-11.603926,-10.213151,0.518322,0.007553,1,1.120,field
WALLABY J125549+040049,-11.559437,-10.264255,0.443370,0.038776,1,1.868,field
WALLABY J125549+040049,-11.555311,-10.317914,0.387494,0.041826,1,2.615,field
WALLABY J125549+040049,-11.579084,-10.387549,0.330617,0.026644,1,3.363,field
WALLABY J125549+040049,-11.627417,-10.457609,0.286424,0.019592,1,4.111,field
WALLABY J125549+040049,-11.695474,-10.495631,0.284672,0.012552,1,4.858,field
WALLABY J125549+040049,-11.776497,-10.491341,0.331929,0.010465,1,5.606,field
WALLABY J125549+040049,-11.861429,-10.582541,0.285539,0.087344,1,6.354,field
WALLABY J125451+023900,-11.287687,-10.011764,0.548255,0.064389,1,1.455,field
WALLABY J125451+023900,-11.295054,-10.124009,0.440061,0.037060,1,2.425,field
WALLABY J125451+023900,-11.351745,-10.235089,0.360052,0.061168,1,3.397,field
WALLABY J125451+023900,-11.432609,-10.329904,0.309273,0.063449,1,4.367,field
WALLABY J125451+023900,-11.526522,-10.430340,0.259588,0.054426,1,5.338,field
WALLABY J130315+074816,-11.931912,-9.770193,1.134910,0.093203,1,4.569,field
WALLABY J130315+074816,-11.773879,-9.987118,0.834767,0.097130,1,7.617,field
WALLABY J130315+074816,-11.685485,-10.059058,0.715933,0.039970,1,10.667,field
WALLABY J130315+074816,-11.652982,-10.096443,0.661234,0.016041,1,13.715,field
WALLABY J130315+074816,-11.669471,-10.102197,0.664268,0.085484,1,16.765,field
WALLABY J130315+074816,-11.727321,-10.160727,0.636492,0.098482,1,19.815,field
WALLABY J130315+074816,-11.807537,-10.515037,0.324635,0.198213,1,22.863,field
WALLABY J125604+034843,-11.616921,-10.212103,0.526320,0.046677,1,0.967,field
WALLABY J125604+034843,-11.609059,-10.248403,0.485816,0.006555,1,1.613,field
WALLABY J125604+034843,-11.630239,-10.279704,0.465836,0.011485,1,2.259,field
WALLABY J125604+034843,-11.667440,-10.334597,0.430787,0.002697,1,2.904,field
WALLABY J125604+034843,-11.725376,-10.424507,0.371680,0.029765,1,3.550,field
WALLABY J125604+034843,-11.800635,-10.550094,0.285935,0.093474,1,4.196,field
WALLABY J130305+035925,-11.530310,-10.263155,0.428813,0.056038,1,4.475,field
WALLABY J130305+035925,-11.505449,-10.430815,0.247760,0.045122,1,7.461,field
WALLABY J130305+035925,-11.536295,-10.566795,0.128392,0.035301,1,10.449,field
WALLABY J130305+035925,-11.606784,-10.660298,0.072703,0.021897,1,13.434,field
WALLABY J130305+035925,-11.707985,-10.739334,0.047619,0.012654,1,16.422,field
WALLABY J131122+032431,-11.784153,-10.515517,0.311802,0.045374,1,4.768,field
WALLABY J131122+032431,-11.781559,-10.630292,0.195655,0.003438,1,7.948,field
WALLABY J131122+032431,-11.822338,-10.684235,0.163248,0.022668,1,11.131,field
WALLABY J131122+032431,-11.885582,-10.724103,0.156680,0.037103,1,14.312,field
WALLABY J131122+032431,-11.961784,-10.763198,0.157554,0.056706,1,17.494,field
WALLABY J131122+032431,-12.044458,-10.810945,0.152996,0.087471,1,20.677,field
WALLABY J131232+071059,-12.004763,-10.448449,0.494776,0.013227,1,1.413,field
WALLABY J131232+071059,-12.003221,-10.463466,0.478954,0.001737,1,2.355,field
WALLABY J131232+071059,-12.033089,-10.489842,0.468169,0.015132,1,3.298,field
WALLABY J131232+071059,-12.076266,-10.515386,0.465127,0.038482,1,4.241,field
WALLABY J131232+071059,-12.123068,-10.541569,0.463284,0.073023,1,5.184,field
WALLABY J131232+071059,-12.174895,-10.575327,0.456424,0.126184,1,6.127,field
WALLABY J124950+025100,-11.891718,-10.219541,0.664466,0.038803,1,1.820,field
WALLABY J124950+025100,-11.865261,-10.190509,0.679587,0.005589,1,3.034,field
WALLABY J124950+025100,-11.885267,-10.185328,0.695290,0.010329,1,4.249,field
WALLABY J124950+025100,-11.937805,-10.173698,0.734493,0.038404,1,5.463,field
WALLABY J124950+025100,-12.008237,-10.163610,0.781431,0.079627,1,6.678,field
WALLABY J124950+025100,-12.085561,-10.158678,0.826673,0.134965,1,7.892,field
WALLABY J130739+062006,-11.788560,-9.978707,0.850942,0.182116,1,11.175,field
WALLABY J130739+062006,-11.793160,-10.036093,0.795987,0.062689,1,18.629,field
WALLABY J130739+062006,-11.819757,-10.177082,0.669040,0.038662,1,26.089,field
WALLABY J130739+062006,-11.873262,-10.317963,0.556342,0.022192,1,33.544,field
WALLABY J130739+062006,-11.965435,-10.457319,0.465344,0.042582,1,41.003,field
WALLABY J130558+035723,-12.147148,-9.699310,1.318047,0.318282,1,10.945,field
WALLABY J130558+035723,-12.110014,-10.039267,0.958802,0.031787,1,18.247,field
WALLABY J130558+035723,-12.124045,-10.193220,0.812141,0.042502,1,25.554,field
WALLABY J130558+035723,-12.159558,-10.250990,0.772807,0.014932,1,32.856,field
WALLABY J130558+035723,-12.211967,-10.356601,0.694354,0.013764,1,40.163,field
WALLABY J130558+035723,-12.278414,-10.517201,0.568108,0.055573,1,47.469,field
WALLABY J130906+051433,-11.975856,-10.394259,0.533857,0.269813,1,5.628,field
WALLABY J130906+051433,-12.005074,-10.681950,0.261438,0.095142,1,9.383,field
WALLABY J130906+051433,-12.057096,-10.868297,0.102231,0.026960,1,13.140,field
WALLABY J130906+051433,-12.111192,-10.954318,0.044363,0.042231,1,16.894,field
WALLABY J130906+051433,-12.179028,-11.069361,-0.035468,0.017678,1,20.651,field
WALLABY J131208+025916,-12.252459,-10.583839,0.488061,0.112439,1,4.747,field
WALLABY J131208+025916,-12.239482,-10.633037,0.432154,0.081790,1,7.915,field
WALLABY J131208+025916,-12.280598,-10.685481,0.400956,0.038259,1,11.084,field
WALLABY J131208+025916,-12.354580,-10.772179,0.352408,0.001008,1,14.251,field
WALLABY J134019-235122,-11.723427,-9.786214,1.008939,0.030665,1,10.171,field
WALLABY J134019-235122,-11.670072,-9.981496,0.785290,0.014495,1,16.961,field
WALLABY J134019-235122,-11.710345,-10.152306,0.635901,0.014145,1,23.756,field
WALLABY J134019-235122,-11.812220,-10.293812,0.548333,0.026189,1,30.546,field
WALLABY J133801-225524,-12.006856,-9.924702,1.019617,0.015208,1,10.889,field
WALLABY J133801-225524,-12.018121,-10.110612,0.839589,0.011670,1,18.157,field
WALLABY J133801-225524,-12.084137,-10.270362,0.714247,0.005926,1,25.431,field
WALLABY J133801-225524,-12.161546,-10.452815,0.572013,0.009211,1,32.700,field
WALLABY J133801-225524,-12.240161,-10.902129,0.163413,0.453511,1,39.968,field
WALLABY J133541-240428,-11.741858,-9.741078,1.063850,0.095354,1,4.033,field
WALLABY J133541-240428,-11.733677,-9.941471,0.859120,0.024237,1,6.725,field
WALLABY J133541-240428,-11.763714,-10.034228,0.782279,0.002120,1,9.420,field
WALLABY J133541-240428,-11.813853,-10.108100,0.734907,0.014248,1,12.112,field
WALLABY J133541-240428,-11.880223,-10.192733,0.685233,0.014713,1,14.804,field
WALLABY J133541-240428,-11.957434,-10.297866,0.620609,0.000527,1,17.497,field
WALLABY J133440-234722,-11.866368,-10.154062,0.716617,0.092528,1,12.187,field
WALLABY J133440-234722,-11.870973,-10.420582,0.452520,0.012947,1,20.322,field
WALLABY J133440-234722,-11.939350,-10.626295,0.282706,0.007233,1,28.462,field
WALLABY J133440-234722,-12.040728,-11.311996,-0.350000,0.845177,1,36.597,field
WALLABY J133209-245132,-12.039992,-9.913126,1.048487,0.046655,1,12.162,field
WALLABY J133209-245132,-12.038624,-10.189614,0.771284,0.031098,1,20.281,field
WALLABY J133209-245132,-12.075925,-10.313750,0.666586,0.004631,1,28.405,field
WALLABY J133209-245132,-12.135436,-10.418730,0.592547,0.023883,1,36.524,field
WALLABY J133058-215044,-11.731170,-10.049581,0.749680,0.000488,1,11.497,field
WALLABY J133058-215044,-11.739741,-10.235325,0.568481,0.000936,1,19.172,field
WALLABY J133058-215044,-11.792650,-10.371393,0.460416,0.014345,1,26.851,field
WALLABY J133058-215044,-11.872390,-10.479650,0.394197,0.004160,1,34.526,field
WALLABY J133058-215044,-11.973639,-10.577521,0.349435,0.028079,1,42.201,field
WALLABY J133041-233009,-11.908602,-10.039383,0.853491,0.087442,1,20.167,field
WALLABY J133041-233009,-11.937757,-10.298303,0.609864,0.031170,1,33.630,field
WALLABY J133041-233009,-12.014091,-10.425811,0.522286,0.007440,1,47.101,field
WALLABY J133041-233009,-12.113681,-10.564503,0.435473,0.008467,1,60.564,field
WALLABY J132635-221419,-11.541738,-10.857373,-0.159258,0.030921,1,2.228,field
WALLABY J132635-221419,-11.556603,-10.908994,-0.202891,0.023101,1,3.715,field
WALLABY J132635-221419,-11.609005,-10.965407,-0.231217,0.012498,1,5.204,field
WALLABY J132635-221419,-11.677249,-10.985576,-0.214969,0.009400,1,6.691,field
WALLABY J132635-221419,-11.759086,-10.956766,-0.142710,0.055932,1,8.179,field
WALLABY J132635-221419,-11.851633,-10.894030,-0.031107,0.157669,1,9.666,field
WALLABY J132519-210812,-11.862907,-10.478128,0.390729,0.008210,1,2.727,field
WALLABY J132519-210812,-11.821556,-10.533403,0.313668,0.029811,1,4.547,field
WALLABY J132519-210812,-11.842404,-10.553792,0.304269,0.042199,1,6.369,field
WALLABY J132519-210812,-11.918359,-10.544794,0.353200,0.003069,1,8.189,field
WALLABY J132441-194214,-11.579734,-10.278976,0.439539,0.072280,1,3.097,field
WALLABY J132441-194214,-11.527858,-10.198016,0.492632,0.054449,1,5.164,field
WALLABY J132441-194214,-11.518980,-10.273804,0.412063,0.000797,1,7.233,field
WALLABY J132441-194214,-11.540505,-10.362510,0.334942,0.007783,1,9.300,field
WALLABY J132441-194214,-11.587571,-10.483812,0.238903,0.005666,1,11.367,field
WALLABY J132441-194214,-11.645350,-11.002508,-0.248902,0.520883,1,13.435,field
WALLABY J132441-194214,-11.706146,-10.634882,0.151094,0.052792,1,15.502,field
WALLABY J132441-194214,-11.772259,-10.738493,0.082536,0.038410,1,17.571,field
WALLABY J132433-210813,-11.998125,-9.463609,1.476149,0.214461,1,4.164,field
WALLABY J132433-210813,-11.907057,-9.862932,1.029131,0.007095,1,6.944,field
WALLABY J132433-210813,-11.882932,-10.019437,0.859953,0.032303,1,9.725,field
WALLABY J132433-210813,-11.902029,-10.085117,0.804307,0.001951,1,12.505,field
WALLABY J132433-210813,-11.948590,-10.170828,0.743014,0.000487,1,15.285,field
WALLABY J132433-210813,-12.012354,-10.261102,0.686088,0.000994,1,18.065,field
WALLABY J132433-210813,-12.080308,-10.334263,0.648353,0.007549,1,20.844,field
WALLABY J132433-210813,-12.142807,-10.385649,0.629455,0.011033,1,23.626,field
WALLABY J132402-243938,-11.824622,-10.758267,0.090422,0.073254,1,3.199,field
WALLABY J132402-243938,-11.812951,-10.774471,0.068060,0.026421,1,5.334,field
WALLABY J132402-243938,-11.843811,-10.772383,0.086420,0.019488,1,7.471,field
WALLABY J132402-243938,-11.890895,-10.751257,0.132318,0.011981,1,9.607,field
WALLABY J132402-243938,-11.954679,-10.739995,0.177037,0.022464,1,11.742,field
WALLABY J132402-243938,-12.037194,-10.748651,0.211503,0.066585,1,13.878,field
WALLABY J130943-163617,-11.495089,-9.788430,0.884555,0.249566,1,4.015,field
WALLABY J130943-163617,-11.480791,-9.928375,0.736890,0.135856,1,6.688,field
WALLABY J130943-163617,-11.500575,-10.041169,0.634777,0.080911,1,9.362,field
WALLABY J130943-163617,-11.541278,-10.139124,0.558743,0.062949,1,12.037,field
WALLABY J130943-163617,-11.600921,-10.200728,0.529136,0.034415,1,14.712,field
WALLABY J130943-163617,-11.673228,-10.255939,0.512528,0.015106,1,17.385,field
WALLABY J130943-163617,-11.749665,-10.316078,0.492988,0.012057,1,20.059,field
WALLABY J130943-163617,-11.824773,-10.373457,0.475311,0.014619,1,22.734,field
WALLABY J130943-163617,-11.896715,-10.408724,0.477908,0.000993,1,25.407,field
WALLABY J130943-163617,-11.964300,-10.438888,0.483181,0.012227,1,28.081,field
WALLABY J131658-163757,-11.647189,-9.706663,1.047925,0.025068,1,2.711,field
WALLABY J131658-163757,-11.626309,-9.800018,0.943423,0.019289,1,4.515,field
WALLABY J131658-163757,-11.640545,-9.874898,0.876144,0.007539,1,6.321,field
WALLABY J131658-163757,-11.666518,-9.940451,0.824442,0.004609,1,8.127,field
WALLABY J131658-163757,-11.699170,-9.999379,0.782890,0.007932,1,9.933,field
WALLABY J131658-163757,-11.738920,-10.048404,0.754967,0.004825,1,11.738,field
WALLABY J131658-163757,-11.784109,-10.101912,0.725384,0.010989,1,13.544,field
WALLABY J131658-163757,-11.832986,-10.161063,0.692036,0.004324,1,15.350,field
WALLABY J131658-163757,-11.884543,-10.212226,0.668011,0.000964,1,17.155,field
WALLABY J131658-163757,-11.939895,-10.256178,0.653109,0.000482,1,18.961,field
WALLABY J131658-163757,-11.999970,-10.303928,0.636794,0.006816,1,20.767,field
WALLABY J131658-163757,-12.061688,-10.368348,0.604572,0.033697,1,22.572,field
WALLABY J131234-173225,-11.265100,-9.680199,0.867382,0.007282,1,4.328,field
WALLABY J131234-173225,-11.273226,-9.731401,0.820658,0.074377,1,7.209,field
WALLABY J131234-173225,-11.339146,-9.863940,0.724311,0.034929,1,10.093,field
WALLABY J131234-173225,-11.441838,-10.000435,0.643747,0.048641,1,12.976,field
WALLABY J131234-173225,-11.565614,-10.147351,0.563590,0.080950,1,15.859,field
WALLABY J131234-173225,-11.694202,-10.766495,0.013132,0.785658,1,18.741,field
WALLABY J130618-173039,-11.657931,-10.822111,-0.061795,0.066610,1,2.287,field
WALLABY J130618-173039,-11.600063,-10.863874,-0.134469,0.067148,1,3.809,field
WALLABY J130618-173039,-11.584786,-10.939296,-0.218073,0.013977,1,5.332,field
WALLABY J130618-173039,-11.606742,-11.003679,-0.270699,0.034137,1,6.856,field
WALLABY J130618-173039,-11.663918,-11.072062,-0.308555,0.051967,1,8.379,field
WALLABY J130618-173039,-11.747260,-11.159540,-0.351749,0.035877,1,9.902,field
WALLABY J130618-173039,-11.843128,-11.274231,-0.415788,0.024072,1,11.425,field
WALLABY J131830-143635,-11.583880,-10.056810,0.663927,0.039232,1,4.526,field
WALLABY J131830-143635,-11.602310,-10.158019,0.572589,0.025266,1,7.545,field
WALLABY J131830-143635,-11.681940,-10.301353,0.471751,0.043566,1,10.561,field
WALLABY J131830-143635,-11.790682,-10.463076,0.367693,0.099081,1,13.577,field
WALLABY J131706-161516,-11.778093,-9.869775,0.954339,0.149528,1,4.102,field
WALLABY J131706-161516,-11.751164,-10.132210,0.677650,0.009055,1,6.833,field
WALLABY J131706-161516,-11.769532,-10.254279,0.565307,0.001355,1,9.565,field
WALLABY J131706-161516,-11.815254,-10.325629,0.518118,0.007136,1,12.298,field
WALLABY J131706-161516,-11.883333,-10.393527,0.486074,0.024744,1,15.031,field
WALLABY J131706-161516,-11.968466,-10.472397,0.451852,0.047935,1,17.762,field
WALLABY J130515-165316,-11.608005,-10.292580,0.441075,0.061447,1,4.421,field
WALLABY J130515-165316,-11.610682,-10.417697,0.317390,0.027027,1,7.365,field
WALLABY J130515-165316,-11.672714,-10.544454,0.223738,0.010937,1,10.311,field
WALLABY J130515-165316,-11.771685,-10.642721,0.178004,0.001800,1,13.256,field
WALLABY J130515-165316,-11.893002,-10.662351,0.222331,0.119920,1,16.202,field
WALLABY J130806-144640,-11.673602,-10.533503,0.235162,0.040266,1,4.039,field
WALLABY J130806-144640,-11.658974,-10.589630,0.171243,0.017823,1,6.731,field
WALLABY J130806-144640,-11.707163,-10.618076,0.168441,0.025944,1,9.423,field
WALLABY J130806-144640,-11.796259,-10.647896,0.185821,0.053991,1,12.114,field
WALLABY J130806-144640,-11.911858,-10.669421,0.225162,0.054451,1,14.807,field
WALLABY J130854-163609,-12.053234,-10.543618,0.424897,0.083070,1,4.025,field
WALLABY J130854-163609,-12.039412,-10.453830,0.507480,0.019347,1,6.705,field
WALLABY J130854-163609,-12.059008,-10.471447,0.500078,0.020200,1,9.386,field
WALLABY J130854-163609,-12.094756,-10.531911,0.458223,0.025742,1,12.068,field
WALLABY J130854-163609,-12.145369,-10.569823,0.446610,0.062771,1,14.749,field
WALLABY J130854-163609,-12.207197,-10.593507,0.454979,0.091977,1,17.429,field
WALLABY J133010-240841,-11.659400,-12.248169,-1.487069,0.067391,1,7.722,field
WALLABY J133010-240841,-11.691425,-12.270459,-1.492308,0.023797,1,12.877,field
WALLABY J133010-240841,-11.785928,-12.254366,-1.426109,0.059222,1,18.032,field
WALLABY J133010-240841,-11.900064,-12.193763,-1.305372,0.064941,1,23.187,field
WALLABY J133010-240841,-12.010402,-12.128696,-1.182525,0.061312,1,28.341,field
WALLABY J131712-171511,-11.704688,-9.867803,0.917398,0.023072,1,3.916,field
WALLABY J131712-171511,-11.734957,-10.067972,0.733298,0.002648,1,6.524,field
