galaxy,log_gbar,log_gobs,log_res,sigma_log_gobs,gas_dominated,R_kpc,env_dense
WALLABY J130314-172514,-11.284521,-10.784584,-0.226307,0.341367,1,1.035,field
WALLABY J130314-172514,-11.272047,-10.816182,-0.264772,0.283434,1,1.724,field
WALLABY J130314-172514,-11.285559,-10.858973,-0.300124,0.189412,1,2.413,field
WALLABY J130314-172514,-11.305243,-10.910530,-0.340863,0.146875,1,3.103,field
WALLABY J130314-172514,-11.328266,-10.960497,-0.378203,0.121311,1,3.792,field
WALLABY J130314-172514,-11.354321,-10.999679,-0.403129,0.095732,1,4.481,field
WALLABY J130314-172514,-11.381754,-11.029741,-0.418220,0.074258,1,5.171,field
WALLABY J130314-172514,-11.409796,-11.048823,-0.422037,0.056177,1,5.860,field
WALLABY J130314-172514,-11.438194,-11.056987,-0.414781,0.043326,1,6.549,field
WALLABY J130314-172514,-11.466073,-11.058177,-0.400870,0.033407,1,7.239,field
WALLABY J130314-172514,-11.492960,-11.051762,-0.379925,0.026095,1,7.928,field
WALLABY J130314-172514,-11.517600,-11.040819,-0.355694,0.022951,1,8.618,field
WALLABY J130314-172514,-11.540327,-11.027819,-0.330463,0.020083,1,9.307,field
WALLABY J130314-172514,-11.562138,-11.017994,-0.308919,0.012773,1,9.996,field
WALLABY J130314-172514,-11.584731,-11.014062,-0.292868,0.009224,1,10.686,field
WALLABY J130314-172514,-11.609833,-11.019956,-0.285324,0.012001,1,11.375,field
WALLABY J130314-172514,-11.637398,-11.030623,-0.281260,0.016222,1,12.064,field
WALLABY J130314-172514,-11.667114,-11.037241,-0.272031,0.013007,1,12.754,field
WALLABY J130314-172514,-11.698209,-11.042935,-0.261178,0.005668,1,13.443,field
WALLABY J130314-172514,-11.729978,-11.057587,-0.258958,0.004216,1,14.132,field
WALLABY J130314-172514,-11.761981,-11.078274,-0.262686,0.005622,1,14.822,field
WALLABY J130314-172514,-11.793759,-11.099428,-0.267031,0.004223,1,15.511,field
WALLABY J130314-172514,-11.825155,-11.111305,-0.262336,0.009775,1,16.201,field
WALLABY J130314-172514,-11.855895,-11.215958,-0.350791,0.066340,1,16.890,field
WALLABY J132947-175747,-11.836752,-10.661396,0.193688,0.029659,1,2.498,field
WALLABY J132947-175747,-11.801927,-10.441474,0.395237,0.137548,1,4.166,field
WALLABY J132947-175747,-11.791454,-10.296173,0.535004,0.201214,1,5.833,field
WALLABY J132947-175747,-11.781457,-10.189617,0.636277,0.197439,1,7.501,field
WALLABY J132947-175747,-11.771971,-10.111131,0.709745,0.174305,1,9.169,field
WALLABY J132947-175747,-11.763665,-10.055195,0.761285,0.149320,1,10.836,field
WALLABY J132947-175747,-11.755575,-9.990874,0.821323,0.094079,1,12.504,field
WALLABY J132947-175747,-11.750499,-9.943378,0.866130,0.043974,1,14.171,field
WALLABY J132947-175747,-11.747094,-9.942522,0.865182,0.030890,1,15.839,field
WALLABY J132947-175747,-11.745975,-9.964567,0.842544,0.029778,1,17.507,field
WALLABY J132947-175747,-11.750046,-9.992323,0.816945,0.027962,1,19.174,field
WALLABY J132947-175747,-11.757077,-10.024656,0.788336,0.027485,1,20.842,field
WALLABY J132947-175747,-11.767221,-10.061616,0.756746,0.027951,1,22.509,field
WALLABY J132947-175747,-11.779027,-10.103692,0.720916,0.030100,1,24.177,field
WALLABY J132947-175747,-11.791939,-10.126590,0.704845,0.014589,1,25.845,field
WALLABY J132947-175747,-11.808215,-10.141379,0.698652,0.000702,1,27.512,field
WALLABY J132947-175747,-11.826757,-10.164135,0.685680,0.004196,1,29.180,field
WALLABY J132947-175747,-11.848314,-10.190037,0.671138,0.002803,1,30.849,field
WALLABY J132947-175747,-11.871535,-10.211151,0.662246,0.004895,1,32.516,field
WALLABY J132947-175747,-11.896077,-10.218996,0.667301,0.018239,1,34.184,field
WALLABY J132947-175747,-11.922943,-10.244860,0.655540,0.013155,1,35.851,field
WALLABY J132947-175747,-11.950767,-10.274003,0.640980,0.003500,1,37.519,field
WALLABY J130415-102023,-12.249133,-9.794720,1.275462,0.019294,1,11.500,field
WALLABY J130415-102023,-12.032219,-9.897308,1.060250,0.004697,1,14.785,field
WALLABY J130415-102023,-11.937547,-9.975402,0.932654,0.011801,1,18.068,field
WALLABY J130415-102023,-11.895344,-10.050770,0.835143,0.015427,1,21.350,field
WALLABY J130415-102023,-11.883404,-10.131047,0.748591,0.003297,1,24.635,field
WALLABY J130415-102023,-11.884008,-10.200524,0.679431,0.005965,1,27.918,field
WALLABY J130415-102023,-11.887734,-10.250670,0.631244,0.002615,1,31.201,field
WALLABY J130415-102023,-11.893966,-10.291504,0.593684,0.003725,1,34.483,field
WALLABY J130415-102023,-11.907412,-10.324712,0.567538,0.012572,1,37.768,field
WALLABY J130415-102023,-11.928475,-10.353911,0.549390,0.021275,1,41.051,field
WALLABY J130415-102023,-11.952675,-10.382930,0.533052,0.026277,1,44.333,field
WALLABY J130415-102023,-11.978508,-10.411421,0.518081,0.028383,1,47.618,field
WALLABY J130415-102023,-12.006547,-10.438556,0.505602,0.029050,1,50.901,field
WALLABY J130415-102023,-12.038241,-10.464972,0.495727,0.027211,1,54.183,field
WALLABY J130053-132655,-11.750493,-9.677554,1.131950,0.012940,1,4.003,field
WALLABY J130053-132655,-11.650888,-9.873417,0.883144,0.000523,1,6.672,field
WALLABY J130053-132655,-11.598760,-10.004950,0.723758,0.005146,1,9.340,field
WALLABY J130053-132655,-11.579013,-10.094721,0.623407,0.015097,1,12.007,field
WALLABY J130053-132655,-11.582572,-10.172889,0.547147,0.013945,1,14.677,field
WALLABY J130053-132655,-11.608750,-10.260993,0.473060,0.012676,1,17.344,field
WALLABY J130053-132655,-11.649915,-10.326171,0.429871,0.016792,1,20.012,field
WALLABY J130053-132655,-11.694323,-10.367385,0.412306,0.014034,1,22.679,field
WALLABY J130053-132655,-11.740935,-10.423766,0.380673,0.041988,1,25.349,field
WALLABY J130053-132655,-11.792486,-10.496544,0.335179,0.069592,1,28.016,field
WALLABY J130053-132655,-11.845491,-10.563147,0.296541,0.070718,1,30.684,field
WALLABY J130053-132655,-11.897159,-10.576467,0.310399,0.052578,1,33.353,field
WALLABY J130059-143042,-11.752012,-9.449229,1.361080,0.173554,1,4.106,field
WALLABY J130059-143042,-11.674943,-9.792615,0.976765,0.070617,1,6.843,field
WALLABY J130059-143042,-11.632275,-10.110418,0.636210,0.067123,1,9.579,field
WALLABY J130059-143042,-11.618724,-10.162894,0.576493,0.101049,1,12.315,field
WALLABY J130059-143042,-11.636189,-10.077583,0.671135,0.059052,1,15.052,field
WALLABY J130059-143042,-11.683488,-10.137423,0.636506,0.079042,1,17.788,field
WALLABY J130059-143042,-11.748506,-10.219319,0.589133,0.063089,1,20.524,field
WALLABY J130059-143042,-11.816285,-10.749032,0.095258,0.529140,1,23.260,field
WALLABY J130017-122041,-11.545036,-10.299672,0.400216,0.073365,1,2.840,field
WALLABY J130017-122041,-11.516928,-10.468208,0.216554,0.019713,1,4.734,field
WALLABY J130017-122041,-11.532423,-10.435612,0.257492,0.026078,1,6.627,field
WALLABY J130017-122041,-11.580352,-10.425857,0.292989,0.001749,1,8.519,field
WALLABY J130017-122041,-11.649981,-10.479576,0.276501,0.013466,1,10.413,field
WALLABY J130017-122041,-11.723737,-10.594354,0.200963,0.060086,1,12.306,field
WALLABY J131920-145037,-11.946289,-9.892913,1.019724,0.382018,1,4.254,field
WALLABY J131920-145037,-11.895664,-10.014284,0.871796,0.256696,1,7.090,field
WALLABY J131920-145037,-11.879738,-9.940997,0.936714,0.000464,1,9.925,field
WALLABY J131920-145037,-11.882462,-10.047326,0.831817,0.006472,1,12.759,field
WALLABY J131920-145037,-11.902487,-10.152252,0.737412,0.010380,1,15.596,field
WALLABY J131920-145037,-11.936625,-10.231409,0.676165,0.015213,1,18.430,field
WALLABY J131920-145037,-11.981631,-10.301659,0.629477,0.023034,1,21.265,field
WALLABY J131920-145037,-12.035967,-10.367111,0.592402,0.033538,1,24.099,field
WALLABY J131920-145037,-12.095796,-10.428165,0.562510,0.046857,1,26.936,field
WALLABY J131920-145037,-12.157014,-10.487548,0.534928,0.063298,1,29.770,field
WALLABY J125907-121329,-11.335829,-10.536802,0.049634,0.059571,1,2.279,field
WALLABY J125907-121329,-11.367765,-10.735930,-0.132039,0.013104,1,3.799,field
WALLABY J125907-121329,-11.461553,-10.928122,-0.273261,0.011844,1,5.317,field
WALLABY J125907-121329,-11.575864,-11.133143,-0.416703,0.112432,1,6.836,field
WALLABY J132148-131222,-11.496437,-9.962637,0.711076,0.081716,1,4.521,field
WALLABY J132148-131222,-11.473844,-10.178907,0.482603,0.016098,1,7.535,field
WALLABY J132148-131222,-11.492553,-10.314533,0.357084,0.004149,1,10.548,field
WALLABY J132148-131222,-11.543606,-10.408558,0.290561,0.023108,1,13.560,field
WALLABY J132148-131222,-11.626992,-10.489642,0.254163,0.028346,1,16.575,field
WALLABY J130221-154600,-11.918765,-9.837269,1.060939,0.223706,1,7.388,field
WALLABY J130221-154600,-11.899724,-10.162086,0.726127,0.009669,1,12.307,field
WALLABY J130221-154600,-11.925690,-10.337699,0.564141,0.012782,1,17.229,field
WALLABY J130221-154600,-11.966438,-10.386204,0.536983,0.000518,1,22.151,field
WALLABY J130221-154600,-12.012100,-10.399371,0.547686,0.001904,1,27.073,field
WALLABY J130221-154600,-12.061084,-10.411217,0.561389,0.015534,1,31.992,field
WALLABY J130221-154600,-12.111656,-10.451888,0.547035,0.023815,1,36.914,field
WALLABY J130221-154600,-12.163708,-10.830522,0.195427,0.330831,1,41.837,field
WALLABY J131035-214450,-11.422355,-10.293166,0.340444,0.006212,1,4.481,field
WALLABY J131035-214450,-11.414005,-10.366661,0.262414,0.029680,1,7.464,field
WALLABY J131035-214450,-11.462896,-10.361715,0.293873,0.023475,1,10.449,field
WALLABY J131035-214450,-11.550590,-10.392343,0.310530,0.040212,1,13.434,field
WALLABY J131035-214450,-11.657500,-10.436981,0.323105,0.055523,1,16.419,field
WALLABY J130213-145817,-11.714595,-9.587001,1.203463,0.209389,1,7.424,field
WALLABY J130213-145817,-11.687309,-10.023922,0.752039,0.011423,1,12.375,field
WALLABY J130213-145817,-11.710442,-10.217403,0.570855,0.045842,1,17.322,field
WALLABY J130213-145817,-11.770734,-10.322179,0.498043,0.007682,1,22.269,field
WALLABY J130213-145817,-11.846654,-10.496669,0.363632,0.009026,1,27.220,field
WALLABY J130213-145817,-11.916330,-10.665680,0.231251,0.014832,1,32.167,field
WALLABY J130213-145817,-11.976395,-10.738555,0.189842,0.002403,1,37.114,field
WALLABY J130213-145817,-12.037053,-10.825334,0.134746,0.074201,1,42.061,field
WALLABY J133314-160715,-12.053075,-9.531438,1.436994,0.021339,1,9.202,field
WALLABY J133314-160715,-11.946052,-9.604748,1.307766,0.055727,1,15.337,field
WALLABY J133314-160715,-11.897430,-9.671214,1.215794,0.021033,1,21.467,field
WALLABY J133314-160715,-11.894047,-9.822217,1.063013,0.015524,1,27.598,field
WALLABY J133314-160715,-11.923694,-9.910795,0.989998,0.013606,1,33.728,field
WALLABY J133314-160715,-11.978763,-9.998813,0.930823,0.007420,1,39.863,field
WALLABY J133314-160715,-12.044575,-10.105337,0.858665,0.045551,1,45.993,field
WALLABY J130947-101916,-11.877220,-10.265718,0.610668,0.436499,1,2.087,field
WALLABY J130947-101916,-11.875229,-10.024722,0.850618,0.021564,1,3.479,field
WALLABY J130947-101916,-11.888630,-10.059231,0.823153,0.011379,1,4.870,field
WALLABY J130947-101916,-11.889745,-10.129762,0.753209,0.002903,1,6.260,field
WALLABY J130947-101916,-11.893062,-10.227895,0.656819,0.030129,1,7.652,field
WALLABY J130947-101916,-11.916485,-10.351106,0.545905,0.088027,1,9.043,field
WALLABY J130225-174046,-11.982086,-9.661160,1.270214,0.423865,1,7.235,field
WALLABY J130225-174046,-11.960917,-9.924703,0.995595,0.024368,1,12.051,field
WALLABY J130225-174046,-11.968049,-10.069576,0.854454,0.032582,1,16.871,field
WALLABY J130225-174046,-11.993227,-10.138417,0.798781,0.000787,1,21.691,field
WALLABY J130225-174046,-12.029605,-10.217332,0.738862,0.002340,1,26.511,field
WALLABY J130225-174046,-12.079658,-10.291005,0.691273,0.005077,1,31.327,field
WALLABY J130225-174046,-12.135414,-10.346542,0.664724,0.013953,1,36.147,field
WALLABY J130225-174046,-12.196119,-10.398966,0.643783,0.012375,1,40.967,field
WALLABY J131702-104612,-11.568965,-9.942231,0.770508,0.182605,1,4.440,field
WALLABY J131702-104612,-11.563402,-10.133423,0.576330,0.044234,1,7.401,field
WALLABY J131702-104612,-11.607740,-10.267504,0.466009,0.002644,1,10.360,field
WALLABY J131702-104612,-11.685396,-10.376612,0.398332,0.014543,1,13.318,field
WALLABY J131702-104612,-11.785935,-10.448070,0.380191,0.020773,1,16.279,field
WALLABY J130203-145302,-11.690953,-10.006789,0.771110,0.056038,1,2.306,field
WALLABY J130203-145302,-11.704652,-10.132504,0.652678,0.031585,1,3.844,field
WALLABY J130203-145302,-11.765213,-10.224543,0.592757,0.011348,1,5.381,field
WALLABY J130203-145302,-11.843348,-10.312097,0.546462,0.012773,1,6.917,field
WALLABY J130203-145302,-11.929380,-10.413009,0.490766,0.014707,1,8.455,field
WALLABY J130203-145302,-12.014401,-10.539059,0.409200,0.071769,1,9.992,field
WALLABY J133103-150604,-11.607022,-10.255220,0.477909,0.017976,1,6.591,field
WALLABY J133103-150604,-11.616099,-10.280475,0.457509,0.008471,1,10.985,field
WALLABY J133103-150604,-11.682991,-10.325157,0.448506,0.035950,1,15.375,field
WALLABY J133103-150604,-11.779223,-10.353475,0.471237,0.094573,1,19.766,field
WALLABY J133103-150604,-11.888824,-10.368151,0.514336,0.168663,1,24.157,field
WALLABY J125939-145813,-11.967082,-9.875462,1.048062,0.258509,1,7.570,field
WALLABY J125939-145813,-11.955065,-10.176695,0.740539,0.029672,1,12.618,field
WALLABY J125939-145813,-11.976259,-10.300914,0.627412,0.021044,1,17.663,field
WALLABY J125939-145813,-12.016257,-10.339810,0.609418,0.027174,1,22.707,field
WALLABY J125939-145813,-12.071178,-10.425535,0.552328,0.021315,1,27.755,field
WALLABY J125939-145813,-12.134461,-10.577655,0.433115,0.026546,1,32.800,field
WALLABY J132529-201001,-12.142776,-10.931139,0.083949,0.055912,1,12.341,field
WALLABY J132529-201001,-12.059315,-10.798439,0.173245,0.146925,1,20.579,field
WALLABY J132529-201001,-12.041712,-10.692846,0.269663,0.070496,1,28.817,field
WALLABY J132529-201001,-12.079661,-10.728898,0.253382,0.058857,1,37.055,field
WALLABY J130235-113803,-11.798710,-10.424476,0.410536,0.006547,1,5.457,field
WALLABY J130235-113803,-11.827009,-10.487274,0.362673,0.014537,1,9.096,field
WALLABY J130235-113803,-11.894364,-10.568577,0.316821,0.008433,1,12.732,field
WALLABY J130235-113803,-11.971591,-10.646216,0.279668,0.008133,1,16.368,field
WALLABY J130235-113803,-12.054689,-10.728530,0.240744,0.008896,1,20.007,field
WALLABY J130235-113803,-12.142727,-10.777914,0.237149,0.038586,1,23.643,field
WALLABY J125956-192430,-11.992994,-11.029875,-0.092798,0.316723,1,1.137,field
WALLABY J125956-192430,-11.996957,-11.106021,-0.166873,0.288177,1,1.895,field
WALLABY J125956-192430,-12.023624,-11.228115,-0.275041,0.193458,1,2.652,field
WALLABY J125956-192430,-12.062918,-11.313878,-0.340317,0.115299,1,3.410,field
WALLABY J125956-192430,-12.124998,-11.356086,-0.350230,0.076640,1,4.168,field
WALLABY J125956-192430,-12.198989,-11.368661,-0.324426,0.071531,1,4.925,field
WALLABY J125956-192430,-12.274800,-11.377954,-0.294511,0.125000,1,5.682,field
WALLABY J130223-122031,-11.716710,-9.838529,0.953058,0.011208,1,7.730,field
WALLABY J130223-122031,-11.682775,-10.014930,0.758619,0.013295,1,12.885,field
WALLABY J130223-122031,-11.730500,-10.177545,0.621361,0.004065,1,18.036,field
WALLABY J130223-122031,-11.838796,-10.313254,0.542907,0.027944,1,23.188,field
WALLABY J130148-114530,-11.704738,-10.281558,0.503669,0.018804,1,8.939,field
WALLABY J130148-114530,-11.729145,-10.392266,0.405920,0.017181,1,14.900,field
WALLABY J130148-114530,-11.801576,-10.549858,0.286667,0.005803,1,20.856,field
WALLABY J130148-114530,-11.900685,-10.663491,0.225226,0.014260,1,26.813,field
WALLABY J130815-210002,-12.074852,-10.448416,0.531361,0.155736,1,2.664,field
WALLABY J130815-210002,-12.064471,-10.432688,0.541683,0.138046,1,4.437,field
WALLABY J130815-210002,-12.093302,-10.498349,0.491029,0.074610,1,6.211,field
WALLABY J130815-210002,-12.141403,-10.603041,0.411334,0.005539,1,7.986,field
WALLABY J130815-210002,-12.205177,-10.678084,0.369356,0.034962,1,9.760,field
WALLABY J130815-210002,-12.287654,-10.729005,0.361075,0.009592,1,11.534,field
WALLABY J133138-232047,-11.620793,-10.616506,0.123987,0.030722,1,11.666,field
WALLABY J133138-232047,-11.663891,-10.706689,0.056804,0.027193,1,19.453,field
WALLABY J133138-232047,-11.780744,-10.781548,0.043969,0.057464,1,27.241,field
WALLABY J133138-232047,-11.930757,-10.849036,0.055461,0.037917,1,35.028,field
WALLABY J131739-213708,-11.849814,-10.512714,0.349252,0.010740,1,4.417,field
WALLABY J131739-213708,-11.866064,-10.596800,0.273718,0.019480,1,7.358,field
WALLABY J131739-213708,-11.940282,-10.705897,0.203593,0.025256,1,10.301,field
WALLABY J131739-213708,-12.035437,-10.829426,0.129810,0.034610,1,13.244,field
WALLABY J133103-160750,-12.134693,-9.819603,1.191288,0.148716,1,8.686,field
WALLABY J133103-160750,-12.105249,-10.166411,0.829181,0.001493,1,14.476,field
WALLABY J133103-160750,-12.125527,-10.284055,0.722075,0.001445,1,20.263,field
WALLABY J133103-160750,-12.176127,-10.314011,0.718378,0.028147,1,26.049,field
WALLABY J133103-160750,-12.249595,-10.368759,0.701661,0.023727,1,31.836,field
WALLABY J133103-160750,-12.335914,-10.479886,0.635085,0.021261,1,37.626,field
WALLABY J132017-144841,-12.014658,-10.101577,0.846816,0.193203,1,4.532,field
WALLABY J132017-144841,-12.031858,-10.424017,0.533352,0.038934,1,7.553,field
WALLABY J132017-144841,-12.085211,-10.531993,0.453176,0.077188,1,10.573,field
WALLABY J132017-144841,-12.157665,-10.520361,0.502454,0.016214,1,13.593,field
WALLABY J132017-144841,-12.244007,-10.447892,0.619639,0.138769,1,16.615,field
WALLABY J132017-144841,-12.341117,-10.342679,0.774973,0.260210,1,19.634,field
WALLABY J132202-201335,-11.848088,-10.606528,0.254528,0.016354,1,2.992,field
WALLABY J132202-201335,-11.872332,-10.616803,0.257013,0.019935,1,4.990,field
WALLABY J132202-201335,-11.958513,-10.617819,0.301220,0.055416,1,6.988,field
WALLABY J132202-201335,-12.077838,-10.711497,0.269834,0.168038,1,8.985,field
WALLABY J104311-261500,-11.860015,-9.784840,1.082495,0.040148,1,7.994,dense
WALLABY J104311-261500,-11.813157,-10.019299,0.823340,0.005256,1,13.323,dense
WALLABY J104311-261500,-11.817763,-10.181787,0.663283,0.002678,1,18.652,dense
WALLABY J104311-261500,-11.860508,-10.296304,0.571291,0.008533,1,23.981,dense
WALLABY J104311-261500,-11.931339,-10.386154,0.518649,0.009911,1,29.310,dense
WALLABY J104311-261500,-12.018296,-10.463674,0.486618,0.002265,1,34.639,dense
WALLABY J104339-285157,-12.131410,-9.961114,1.048072,0.171354,1,6.403,field
WALLABY J104339-285157,-12.125495,-10.337787,0.668326,0.032484,1,10.672,field
WALLABY J104339-285157,-12.158450,-10.473387,0.549835,0.017442,1,14.941,field
WALLABY J104339-285157,-12.222605,-10.515425,0.541036,0.031644,1,19.210,field
WALLABY J104339-285157,-12.282775,-10.612970,0.474591,0.035293,1,23.478,field
WALLABY J104339-285157,-12.339547,-10.759140,0.357704,0.024898,1,27.747,field
WALLABY J104309-300301,-11.678808,-10.311263,0.460175,0.010465,1,5.532,field
WALLABY J104309-300301,-11.661225,-10.410848,0.351225,0.006612,1,9.219,field
WALLABY J104309-300301,-11.686696,-10.547932,0.227703,0.007361,1,12.907,field
WALLABY J104309-300301,-11.745832,-10.668603,0.138432,0.039783,1,16.595,field
WALLABY J104309-300301,-11.836727,-10.857644,-0.002573,0.031687,1,20.283,field
WALLABY J104059-270456,-11.779363,-10.031930,0.792856,0.009613,1,8.229,dense
WALLABY J104059-270456,-11.750200,-10.135536,0.673813,0.016286,1,13.715,dense
WALLABY J104059-270456,-11.769038,-10.218388,0.600936,0.002753,1,19.202,dense
WALLABY J104059-270456,-11.822373,-10.295109,0.552393,0.027406,1,24.688,dense
WALLABY J104059-270456,-11.906343,-10.368228,0.523460,0.050019,1,30.174,dense
WALLABY J104016-274630,-11.695299,-9.738985,1.041226,0.058249,1,7.307,dense
WALLABY J104016-274630,-11.598973,-9.950192,0.778630,0.009731,1,12.179,dense
WALLABY J104016-274630,-11.572838,-10.110825,0.603992,0.000860,1,17.051,dense
WALLABY J104016-274630,-11.596523,-10.238668,0.488842,0.005714,1,21.922,dense
WALLABY J104016-274630,-11.655070,-10.364009,0.394782,0.001837,1,26.794,dense
WALLABY J104016-274630,-11.734285,-10.463144,0.337769,0.008525,1,31.666,dense
WALLABY J104016-274630,-11.821852,-10.625055,0.222172,0.049406,1,36.537,dense
WALLABY J104000-292445,-11.867409,-10.567573,0.303654,0.028572,1,6.916,field
WALLABY J104000-292445,-11.881512,-10.670016,0.208628,0.037851,1,11.526,field
WALLABY J104000-292445,-11.951574,-10.760211,0.155195,0.026151,1,16.137,field
WALLABY J104000-292445,-12.053248,-10.860065,0.108457,0.003696,1,20.748,field
WALLABY J103918-265030,-12.057691,-9.756967,1.213871,0.048920,1,5.159,dense
WALLABY J103918-265030,-12.019414,-10.003092,0.947785,0.019266,1,8.598,dense
WALLABY J103918-265030,-12.036249,-10.126507,0.833153,0.019290,1,12.037,dense
WALLABY J103918-265030,-12.098431,-10.233048,0.758998,0.002599,1,15.476,dense
WALLABY J104004-301606,-11.588496,-10.115825,0.607386,0.007232,1,6.103,field
WALLABY J104004-301606,-11.635926,-10.234164,0.514413,0.039802,1,10.172,field
WALLABY J104004-301606,-11.739041,-10.341989,0.461447,0.050985,1,14.241,field
WALLABY J104004-301606,-11.867096,-10.932920,-0.061858,0.704926,1,18.310,field
WALLABY J103915-301757,-11.940412,-9.494422,1.415136,0.197391,1,6.866,field
WALLABY J103915-301757,-11.897470,-9.933750,0.953279,0.012849,1,11.443,field
WALLABY J103915-301757,-11.891149,-10.107731,0.775977,0.018132,1,16.020,field
WALLABY J103915-301757,-11.904594,-10.177958,0.712812,0.015646,1,20.597,field
WALLABY J103915-301757,-11.934280,-10.268498,0.637847,0.013160,1,25.174,field
WALLABY J103915-301757,-11.967549,-10.352587,0.571182,0.001291,1,29.751,field
WALLABY J103915-301757,-12.005921,-10.410015,0.533815,0.013692,1,34.328,field
WALLABY J103915-301757,-12.054866,-10.454164,0.515202,0.013109,1,38.906,field
WALLABY J103818-285307,-11.689320,-10.095757,0.681274,0.070308,1,7.874,dense
WALLABY J103818-285307,-11.695284,-10.307707,0.472496,0.007382,1,13.123,dense
WALLABY J103818-285307,-11.752894,-10.404803,0.405974,0.012790,1,18.372,dense
WALLABY J103818-285307,-11.840291,-10.522125,0.334823,0.000587,1,23.621,dense
WALLABY J103651-260227,-11.840658,-10.454511,0.402631,0.033051,1,3.984,dense
WALLABY J103651-260227,-11.873649,-10.512944,0.361565,0.050385,1,6.640,dense
WALLABY J103651-260227,-11.947026,-10.587612,0.325412,0.049432,1,9.295,dense
WALLABY J103651-260227,-12.039103,-10.685730,0.275419,0.015937,1,11.951,dense
WALLABY J103702-273359,-11.924957,-9.525879,1.375576,0.153449,1,4.875,dense
WALLABY J103702-273359,-11.897406,-9.508273,1.378723,0.023358,1,8.125,dense
WALLABY J103702-273359,-11.914943,-9.632566,1.263636,0.005163,1,11.375,dense
WALLABY J103702-273359,-11.966746,-9.713915,1.209433,0.021766,1,14.625,dense
WALLABY J103702-273359,-12.044276,-9.759149,1.204697,0.063904,1,17.875,dense
WALLABY J103523-281855,-12.029417,-9.756968,1.199129,0.059458,1,5.691,dense
WALLABY J103523-281855,-11.976083,-9.951023,0.977211,0.027833,1,9.485,dense
WALLABY J103523-281855,-11.976289,-10.145501,0.782841,0.009132,1,13.279,dense
WALLABY J103523-281855,-12.001836,-10.288266,0.653431,0.007383,1,17.073,dense
WALLABY J103523-281855,-12.036912,-10.380706,0.579300,0.004245,1,20.866,dense
WALLABY J103523-281855,-12.080339,-10.448494,0.534139,0.000000,1,24.660,dense
WALLABY J103523-281855,-12.138709,-10.513814,0.499162,0.012181,1,28.454,dense
WALLABY J103244-283639,-12.262273,-9.599997,1.476975,0.271195,1,6.672,dense
WALLABY J103244-283639,-12.235830,-9.719626,1.343677,0.023090,1,11.119,dense
WALLABY J103244-283639,-12.254929,-9.855962,1.217215,0.008058,1,15.567,dense
WALLABY J103244-283639,-12.293698,-9.981374,1.111826,0.011289,1,20.015,dense
WALLABY J100342-270137,-11.648276,-10.079162,0.676005,0.240169,1,1.895,field
WALLABY J100342-270137,-11.602162,-10.116893,0.613636,0.145939,1,3.159,field
WALLABY J100342-270137,-11.582464,-10.207549,0.512429,0.073641,1,4.424,field
WALLABY J100342-270137,-11.582095,-10.330059,0.389721,0.041224,1,5.688,field
WALLABY J100342-270137,-11.596212,-10.440558,0.286786,0.015757,1,6.953,field
WALLABY J100342-270137,-11.612203,-10.529030,0.206871,0.003009,1,8.217,field
WALLABY J100342-270137,-11.623731,-10.591231,0.150833,0.003009,1,9.482,field
WALLABY J100342-270137,-11.634549,-10.631666,0.116176,0.001974,1,10.747,field
WALLABY J100342-270137,-11.648477,-10.658528,0.096747,0.001926,1,12.011,field
WALLABY J100342-270137,-11.666086,-10.679189,0.085473,0.007504,1,13.276,field
WALLABY J100342-270137,-11.688259,-10.699223,0.077243,0.012841,1,14.540,field
WALLABY J100342-270137,-11.715501,-10.725408,0.065538,0.013600,1,15.805,field
WALLABY J100342-270137,-11.748381,-10.757022,0.051363,0.010857,1,17.069,field
WALLABY J100342-270137,-11.786340,-10.779058,0.049417,0.018805,1,18.334,field
WALLABY J100342-270137,-11.827895,-10.777235,0.073179,0.050992,1,19.598,field
WALLABY J100342-270137,-11.871207,-10.757290,0.115934,0.099057,1,20.863,field
WALLABY J100351-273417,-11.820617,-9.743145,1.103431,0.018847,1,8.416,field
WALLABY J100351-273417,-11.677239,-9.876387,0.894215,0.022120,1,11.789,field
WALLABY J100351-273417,-11.654351,-9.931317,0.827091,0.028941,1,15.162,field
WALLABY J100351-273417,-11.683000,-10.044541,0.729127,0.043582,1,18.535,field
WALLABY J100351-273417,-11.732276,-10.317496,0.482352,0.116037,1,21.909,field
WALLABY J100426-282638,-11.647730,-10.265744,0.489133,0.023716,1,2.052,field
WALLABY J100426-282638,-11.606774,-10.342114,0.390883,0.068936,1,3.422,field
WALLABY J100426-282638,-11.587354,-10.377841,0.344757,0.066220,1,4.791,field
WALLABY J100426-282638,-11.577337,-10.373396,0.343833,0.021303,1,6.161,field
WALLABY J100426-282638,-11.576371,-10.455747,0.260964,0.056815,1,7.530,field
WALLABY J100426-282638,-11.583773,-10.493400,0.227280,0.032376,1,8.900,field
WALLABY J100426-282638,-11.600511,-10.474415,0.255229,0.048863,1,10.270,field
WALLABY J100426-282638,-11.626401,-10.503866,0.239624,0.073679,1,11.640,field
WALLABY J100426-282638,-11.660672,-10.558750,0.203027,0.071764,1,13.009,field
WALLABY J100426-282638,-11.703518,-10.622246,0.162333,0.059088,1,14.379,field
WALLABY J100426-282638,-11.751645,-10.718435,0.091680,0.012614,1,15.748,field
WALLABY J100426-282638,-11.802264,-10.782111,0.054778,0.003720,1,17.118,field
