PlateIFU	MaNGAId	RAJ2000	DEJ2000	NSAz	NSAzdist	NSAsth50	NSAeth50r	NSAsMass	NSAeMass	NSAsn	z	zmin	zmax	MnGtarg1
"8448-1902  "	"1-488464"	167.222493	21.41377	0.042388	0.042091	1.97147	2.09124	7.1155999E9	6.8921001E9	4.68896	0.042388	0.020459	0.027333	2080
"8449-1901  "	"1-488532"	167.42166	21.740375	0.03222	0.031929	2.37289	2.44401	2.57420001E10	1.84140001E10	5.50724	0.03222	0.024614	0.032492	1168
"8449-3701  "	"1-488526"	167.509279	21.982175	0.031618	0.031331	4.20827	4.75521	3.34990008E10	2.26569994E10	6.0	0.031618	0.02568	0.034729	1040
"8448-12705 "	"1-487293"	166.75565	22.29621	0.022389	0.022107	10.9435	13.2827	1.67249997E9	2.00409997E9	1.01913	0.022389	0.017439	0.02521	1168
"8449-12701 "	"1-488469"	167.380591	22.428005	0.022316	0.022037	7.24789	8.55003	9.3655002E8	7.4799002E8	1.23622	0.022316	0.013386	0.022963	1168
"8448-6104  "	"1-487383"	167.11375	22.61958	0.021597	0.021331	5.44272	6.53591	4.18190003E9	2.54339994E9	2.26154	0.021597	0.018099	0.025622	1040
"8448-3703  "	"1-487379"	167.089812	22.661471	0.138746	0.138471	4.71987	4.36044	1.86160005E11	1.23500003E11	2.53021	0.138746	0.081059	0.125565	4160
"8449-1902  "	"1-488575"	168.457073	22.810678	0.022374	0.022102	2.02862	2.58795	1.75670003E9	1.6104E9	2.21041	0.022374	0.014205	0.023392	1168
"8449-6101  "	"1-488700"	169.243277	23.191778	0.02118	0.020991	4.50742	5.59875	5.1444E8	7.0414003E8	1.60448	0.02118	0.014422	0.023507	1168
"8449-9101  "	"1-488706"	169.36433	23.346727	0.022315	0.022054	7.3734	8.20691	1.02470003E9	9.2089997E8	1.37556	0.022315	0.013697	0.023125	1168
"8449-3703  "	"1-488712"	169.299257	23.58566	0.042059	0.041802	2.51869	2.75193	1.54350003E9	1.54849997E9	1.91887	0.042059	0.020753	0.027584	2080
"8449-6103  "	"1-613211"	167.861853	22.970765	0.03226	0.03199	5.32367	5.6616	5.6852001E10	4.5302002E10	3.0858	0.03226	0.029714	0.047378	1040
"8449-6104  "	"1-488783"	168.096446	23.169182	0.022914	0.022648	4.01995	5.72014	1.576E9	1.75059994E9	1.29267	0.022914	0.014858	0.02374	1168
"8449-12702 "	"1-488790"	168.375103	23.177006	0.020702	0.020542	10.9435	13.2713	4.7033001E9	3.30940006E9	1.95339	0.020702	0.019699	0.026731	1040
"8449-12703 "	"1-613340"	168.210369	23.256611	0.021216	0.021021	13.2656	19.6614	5.12E9	4.21219994E9	0.914264	0.021216	0.02044	0.027317	1040
"8449-6102  "	"1-487329"	168.299196	23.25776	0.023343	0.023079	5.05507	6.77167	9.9046003E8	6.9951002E8	0.948413	0.023343	0.013764	0.02316	1168
"8449-12704 "	"1-574686"	168.378002	23.304902	0.020704	0.020545	9.81602	12.731	4.7157002E9	3.27559987E9	1.43899	0.020704	0.020124	0.02706	1040
"8338-9102  "	"1-489884"	171.251491	22.51418	0.049187	0.048913	1.68924	1.80134	1.54599997E10	1.46299996E10	3.72942	0.049187	0.024037	0.031486	2336
"8450-1901  "	"1-489877"	171.334257	22.732738	0.023768	0.023498	2.0491	2.35262	1.09169997E9	1.10300006E9	1.86113	0.023768	0.012662	0.022589	4672
"8338-3702  "	"1-491140"	171.187928	22.871936	0.019291	0.019437	4.74565	5.03073	1.93859994E9	1.63849997E9	1.00579	0.019291	0.016109	0.02443	1168
"8338-3701  "	"1-491200"	172.246908	22.959906	0.032122	0.031857	4.40541	4.45903	2.41030001E10	1.86450002E10	6.0	0.032122	0.024467	0.032223	1168
"8338-3704  "	"1-491233"	172.563988	22.99201	0.033159	0.032895	3.22997	4.1933	8.2738002E9	7.7788001E9	1.26442	0.033159	0.021174	0.027962	4608
"8338-6103  "	"1-489932"	172.512499	23.463633	0.03329	0.033034	4.82057	6.73325	5.3709E9	4.8716001E9	0.858295	0.03329	0.019396	0.026506	4096
"8338-12703 "	"1-489927"	172.023327	23.429241	0.024021	0.023765	8.31496	9.93696	7.5104998E8	1.08150003E9	1.31855	0.024021	0.015596	0.024143	1168
"8338-1901  "	"1-491441"	172.164447	23.670901	0.021484	0.021288	2.74062	3.18958	3.464E8	6.9076E8	4.35696	0.021484	0.013149	0.02284	1040
"8450-3702  "	"1-490074"	170.572605	23.277307	0.06089	0.060628	2.32075	2.70095	4.288E10	3.22260009E10	5.87256	0.06089	0.027083	0.038504	2080
"8450-9101  "	"1-490045"	171.103882	23.648606	0.027756	0.027501	6.61373	7.33633	6.2137999E9	6.1781002E9	0.655106	0.027756	0.021102	0.027895	1168
"8448-3704  "	"1-487272"	166.355681	22.621167	0.022112	0.021835	3.72209	4.57209	9.1439002E8	9.2428E8	0.864254	0.022112	0.014525	0.023561	1168
"8448-12702 "	"1-486243"	166.01663	22.6354	0.02674	0.026464	6.6164	8.72046	4.6357002E9	4.05939994E9	1.52398	0.02674	0.020391	0.027276	1168
"8448-6101  "	"1-486227"	165.961961	23.006488	0.035524	0.035254	3.66363	3.35089	1.652E9	1.72649997E9	6.0	0.035524	0.016205	0.024484	2080
"8448-6103  "	"1-487452"	166.631358	22.77763	0.022453	0.022179	3.99701	5.78108	8.3814999E9	7.0781E9	2.13765	0.022453	0.020932	0.027741	1040
"8448-12704 "	"1-487449"	166.739672	22.835797	0.022608	0.022335	6.31776	9.49179	4.4930002E9	3.93240013E9	0.779259	0.022608	0.019021	0.026239	1168
"8448-3702  "	"1-487488"	166.625462	22.924043	0.021605	0.021331	2.98209	3.92674	1.12529997E9	1.28620006E9	1.60725	0.021605	0.014039	0.023304	1168
"8448-12703 "	"1-487432"	166.808725	23.019244	0.073839	0.073569	5.32112	6.79928	5.2438999E10	3.9305998E10	1.54291	0.073839	0.029694	0.047309	2080
"8801-12703 "	"3-112222195"	180.20225	19.801929					-9999.0	-9999.0					0
"9018-12703 "	"7-8405225"	179.74292	20.091875					-9999.0	-9999.0					0
"8802-3703  "	"3-112500468"	179.46078	20.460803					-9999.0	-9999.0					0
"9018-6104  "	"7-8345972"	179.69702	20.628282					-9999.0	-9999.0					0
"8802-6104  "	"7-8347540"	179.11574	20.966389					-9999.0	-9999.0					0
"7444-6101  "	"14-21"	183.73564	31.585161					-9999.0	-9999.0					0
"7444-12705 "	"14-28"	183.23711	31.380631					-9999.0	-9999.0					0
"7444-3701  "	"14-15"	182.03236	31.725864					-9999.0	-9999.0					0
"7444-6103  "	"14-18"	182.94056	31.718798					-9999.0	-9999.0					0
"7444-6104  "	"14-19"	182.88993	32.403078					-9999.0	-9999.0					0
"7444-9102  "	"14-22"	184.60107	31.947066					-9999.0	-9999.0					0
"7444-12704 "	"14-26"	183.9516	31.93743					-9999.0	-9999.0					0
"7444-12701 "	"14-27"	183.9349	32.071773					-9999.0	-9999.0					0
"7444-12703 "	"14-24"	184.21456	32.775345					-9999.0	-9999.0					0
"7444-3704  "	"14-17"	183.04439	32.796256					-9999.0	-9999.0					0
"7444-9101  "	"14-23"	183.79254	33.146647					-9999.0	-9999.0					0
"7444-3703  "	"14-14"	184.17672	33.269443					-9999.0	-9999.0					0
"7444-1902  "	"14-13"	184.2509	33.517369					-9999.0	-9999.0					0
"8816-6101  "	"3-119484974"	176.18845	33.58384					-9999.0	-9999.0					0
"8798-6101  "	"3-119484974"	176.18845	33.58384					-9999.0	-9999.0					0
"7444-6102  "	"14-20"	181.95055	32.320479					-9999.0	-9999.0					0
"7444-12702 "	"14-25"	182.37326	33.036607					-9999.0	-9999.0					0
"7444-3702  "	"14-16"	181.46397	32.746687					-9999.0	-9999.0					0
"8816-6104  "	"7-8396671"	178.80124	33.681337					-9999.0	-9999.0					0
"8798-6104  "	"7-8396671"	178.80124	33.681337					-9999.0	-9999.0					0
"8799-1902  "	"7-8320968"	178.11444	33.448575					-9999.0	-9999.0					0
"8798-9102  "	"3-118212956"	178.95739	34.175023					-9999.0	-9999.0					0
"8816-9102  "	"3-118212956"	178.95739	34.175023					-9999.0	-9999.0					0
"8798-3704  "	"3-118212920"	179.11339	34.083463					-9999.0	-9999.0					0
"8816-3704  "	"3-118212920"	179.11339	34.083463					-9999.0	-9999.0					0
"8799-12704 "	"7-8359085"	179.14925	34.607958					-9999.0	-9999.0					0
"8798-3701  "	"3-118387003"	179.08373	34.708946					-9999.0	-9999.0					0
"8816-3701  "	"3-118387003"	179.08373	34.708946					-9999.0	-9999.0					0
"7444-1901  "	"14-12"	183.19337	33.945161					-9999.0	-9999.0					0
"8554-6101  "	"1-419369"	182.852741	34.979394	0.034754	0.034724	4.80028	5.5795	3.4944E9	3.82019994E9	0.776511	0.034754	0.020973	0.027778	4160
"8554-3701  "	"1-419380"	183.007902	35.404399	0.023512	0.023491	4.18035	4.84438	4.7305999E9	4.5383997E9	2.66647	0.023512	0.019269	0.026415	1168
"8554-6102  "	"1-414400"	182.784466	35.333007	0.136377	0.136354	5.507	5.35147	2.86059987E11	1.78099995E11	5.59612	0.136377	0.109171	0.146851	1024
"8554-12705 "	"1-401919"	184.93261	35.507022	0.03353	0.033517	8.95715	11.5031	3.00779991E10	2.03389993E10	2.57063	0.03353	0.025612	0.03457	1040
"8554-3704  "	"1-401052"	184.623216	35.622259	0.034896	0.034884	4.77289	4.98913	2.15890002E10	1.95639992E10	2.67106	0.034896	0.025798	0.035008	1168
"8554-6104  "	"1-419301"	183.520068	35.407883	0.061338	0.061318	4.52474	5.76765	7.0302999E10	5.9322999E10	2.74566	0.061338	0.031682	0.05403	4224
"8554-6103  "	"1-419288"	183.997377	35.717375	0.133345	0.133332	6.47819	6.22415	2.42209997E11	1.79429999E11	6.0	0.133345	0.112654	0.14917	1024
"8554-3703  "	"1-419345"	183.396894	35.800176	0.033563	0.033549	3.99701	4.03189	1.56949996E10	1.44330004E10	6.0	0.033563	0.023561	0.030747	4096
"8554-1902  "	"1-419351"	183.113324	35.883491	0.022863	0.022851	3.06183	3.17182	7.0323E9	5.7520998E9	4.89734	0.022863	0.019382	0.026496	1168
"8554-9102  "	"1-419607"	183.789114	36.33662	0.148181	0.148179	4.79298	4.69515	1.53080005E11	1.28319996E11	6.0	0.148181	0.052852	0.095855	2048
"8554-12701 "	"1-419427"	182.285219	35.635806	0.096527	0.096508	5.92227	6.36017	7.7264003E10	6.4028E10	1.10722	0.096527	0.035169	0.064099	2080
"8554-12704 "	"1-619066"	183.03892	36.16891	5.44E-4	0.001212	26.8536	29.6849	6.113E7	7.9705E7	1.06676	5.5E-4			0
"8554-12702 "	"1-419536"	182.721538	36.545778	0.022231	0.022229	7.45828	8.71346	5.0883999E9	4.4181002E9	1.18092	0.022231	0.019318	0.02645	1168
"8554-3702  "	"1-419533"	182.664387	36.614504	0.083042	0.083041	5.02516	5.0122	1.52469996E11	1.09820002E11	6.0	0.083042	0.046126	0.08603	1040
"8554-1901  "	"1-419555"	182.871399	36.788431	0.043737	0.04374	2.03935	2.02397	1.07780004E10	9.0901996E9	4.42476	0.043737	0.021427	0.028202	2080
"8554-9101  "	"1-419450"	182.282816	37.110868	0.021855	0.021861	6.53846	7.12498	2.43960013E9	2.0908E9	0.673116	0.021855	0.018141	0.025649	1168
"8554-12703 "	"1-419504"	182.793141	37.515353	0.088905	0.08892	6.88404	7.31096	9.5081996E10	4.7317E10	2.87398	0.088905	0.0328	0.057504	2208
"8816-12702 "	"7-8444057"	176.85225	33.733459					-9999.0	-9999.0					0
"8798-12702 "	"7-8444057"	176.85225	33.733459					-9999.0	-9999.0					0
"8799-9102  "	"3-118564742"	177.9023	33.554598					-9999.0	-9999.0					0
"8798-6103  "	"7-8413774"	177.66912	33.87586					-9999.0	-9999.0					0
"8816-6103  "	"7-8413774"	177.66912	33.87586					-9999.0	-9999.0					0
"8799-3701  "	"7-8318246"	178.52632	34.222405					-9999.0	-9999.0					0
"8816-1901  "	"3-119295900"	176.63131	33.682653					-9999.0	-9999.0					0
"8798-1901  "	"3-119295900"	176.63131	33.682653					-9999.0	-9999.0					0
"8799-6101  "	"7-8433829"	176.60369	33.795563					-9999.0	-9999.0					0
"8799-9101  "	"3-119677047"	176.18326	34.117358					-9999.0	-9999.0					0
"8798-6102  "	"3-119677025"	176.37792	34.198982					-9999.0	-9999.0					0
"8816-6102  "	"3-119677025"	176.37792	34.198982					-9999.0	-9999.0					0
"8799-12701 "	"3-119677033"	176.28291	34.311708					-9999.0	-9999.0					0
"8816-12705 "	"7-8431666"	177.57425	34.742023					-9999.0	-9999.0					0
"8798-12705 "	"7-8431666"	177.57425	34.742023					-9999.0	-9999.0					0
"8799-6102  "	"3-119676885"	177.02191	34.90263					-9999.0	-9999.0					0
"8799-12702 "	"3-118564617"	178.8547	34.64571					-9999.0	-9999.0					0
"8799-1901  "	"3-118743818"	178.44265	34.60174					-9999.0	-9999.0					0
"8816-1902  "	"7-8458262"	178.32898	34.6393					-9999.0	-9999.0					0
"8798-1902  "	"7-8458262"	178.32898	34.6393					-9999.0	-9999.0					0
"8798-9101  "	"3-118743782"	178.50698	34.711239					-9999.0	-9999.0					0
"8816-9101  "	"3-118743782"	178.50698	34.711239					-9999.0	-9999.0					0
"8799-12703 "	"3-118564526"	179.11726	34.830287					-9999.0	-9999.0					0
"8799-3703  "	"3-118743745"	178.8442	34.9058					-9999.0	-9999.0					0
"8799-3704  "	"3-119107817"	178.16928	35.141454					-9999.0	-9999.0					0
"8816-3703  "	"3-118923536"	178.82329	35.362335					-9999.0	-9999.0					0
"8798-3703  "	"3-118923536"	178.82329	35.362335					-9999.0	-9999.0					0
"8799-12705 "	"7-8404630"	178.52163	35.291196					-9999.0	-9999.0					0
"8799-6104  "	"7-8372520"	177.53611	35.334779					-9999.0	-9999.0					0
"8816-3702  "	"7-8320300"	177.72336	35.737357					-9999.0	-9999.0					0
"8798-3702  "	"7-8320300"	177.72336	35.737357					-9999.0	-9999.0					0
"8798-12704 "	"7-8336483"	177.34374	35.57094					-9999.0	-9999.0					0
"8816-12704 "	"7-8336483"	177.34374	35.57094					-9999.0	-9999.0					0
"8816-12703 "	"3-119871880"	177.43677	35.839698					-9999.0	-9999.0					0
"8798-12703 "	"3-119871880"	177.43677	35.839698					-9999.0	-9999.0					0
"8798-12701 "	"7-8302390"	175.96285	34.454913					-9999.0	-9999.0					0
"8816-12701 "	"7-8302390"	175.96285	34.454913					-9999.0	-9999.0					0
"8799-3702  "	"7-8430372"	176.66911	35.278225					-9999.0	-9999.0					0
"8799-6103  "	"7-8286582"	176.82539	35.758988					-9999.0	-9999.0					0
"9074-6101  "	"7-16556695"	281.93309	-26.600661					-9999.0	-9999.0					0
"9075-6101  "	"3-96261705"	281.48528	-26.377784					-9999.0	-9999.0					0
"9074-9101  "	"3-96493623"	281.77647	-26.402485					-9999.0	-9999.0					0
"9074-6103  "	"3-96262916"	281.70748	-26.07567					-9999.0	-9999.0					0
"9074-12705 "	"3-96032445"	281.96512	-25.496077					-9999.0	-9999.0					0
"9073-3701  "	"7-16763613"	281.01315	-26.111374					-9999.0	-9999.0					0
"9074-3701  "	"7-16708911"	280.84875	-26.006746					-9999.0	-9999.0					0
"9074-3702  "	"3-95784883"	281.05861	-26.08713					-9999.0	-9999.0					0
"9074-6102  "	"3-95784134"	281.11123	-25.867274					-9999.0	-9999.0					0
"9075-9102  "	"3-95522979"	280.8702	-25.76355					-9999.0	-9999.0					0
"9073-12701 "	"3-95245591"	280.5292	-25.83134					-9999.0	-9999.0					0
"9073-3702  "	"3-95247377"	280.85696	-25.593336					-9999.0	-9999.0					0
"9074-12701 "	"3-94965327"	280.8151	-25.241924					-9999.0	-9999.0					0
"9075-6103  "	"3-94967302"	280.83426	-25.040565					-9999.0	-9999.0					0
"9074-3704  "	"3-97156818"	283.16236	-26.093556					-9999.0	-9999.0					0
"9073-3704  "	"3-96942476"	282.93973	-25.903166					-9999.0	-9999.0					0
"9075-12703 "	"3-96943971"	283.08835	-25.7844					-9999.0	-9999.0					0
"9074-1901  "	"3-96943994"	283.08082	-25.782618					-9999.0	-9999.0					0
"9074-3703  "	"3-96943752"	282.8902	-25.779457					-9999.0	-9999.0					0
"9075-12704 "	"3-96943930"	282.99682	-25.721674					-9999.0	-9999.0					0
"9075-6104  "	"3-97158853"	283.32031	-25.709591					-9999.0	-9999.0					0
"9075-12705 "	"3-96946229"	283.40685	-25.560401					-9999.0	-9999.0					0
"9073-6101  "	"3-96725017"	282.91831	-25.659118					-9999.0	-9999.0					0
"9075-3704  "	"3-96500533"	282.65134	-25.364954					-9999.0	-9999.0					0
"9075-6102  "	"3-96270816"	282.50771	-25.145714					-9999.0	-9999.0					0
"9073-12705 "	"3-96034346"	282.12853	-25.176731					-9999.0	-9999.0					0
"9073-9101  "	"3-96035285"	282.2705	-25.144989					-9999.0	-9999.0					0
"9075-12702 "	"3-96272382"	282.84434	-25.045045					-9999.0	-9999.0					0
"9073-12704 "	"3-96272674"	282.75408	-24.921578					-9999.0	-9999.0					0
"9074-12704 "	"3-96274781"	283.05722	-24.656977					-9999.0	-9999.0					0
"9074-1902  "	"3-96041236"	283.03787	-24.568903					-9999.0	-9999.0					0
"9073-12702 "	"3-95792771"	281.92232	-25.175386					-9999.0	-9999.0					0
"9074-9102  "	"7-16784623"	281.96574	-24.971765					-9999.0	-9999.0					0
"9074-12702 "	"3-95531912"	281.70741	-25.049656					-9999.0	-9999.0					0
"9073-3703  "	"3-95798309"	282.62561	-24.628482					-9999.0	-9999.0					0
"9074-6104  "	"3-95259987"	281.80264	-24.655708					-9999.0	-9999.0					0
"9075-3702  "	"3-94976545"	281.78831	-24.180904					-9999.0	-9999.0					0
"9075-1902  "	"3-95539351"	282.41275	-24.38126					-9999.0	-9999.0					0
"9074-12703 "	"3-95540426"	282.75324	-24.119426					-9999.0	-9999.0					0
"9073-12703 "	"3-95539502"	282.62951	-24.156338					-9999.0	-9999.0					0
"9073-9102  "	"3-95263746"	282.37537	-24.109407					-9999.0	-9999.0					0
"9073-6104  "	"3-95264678"	282.48511	-24.121542					-9999.0	-9999.0					0
"9075-3703  "	"3-95264698"	282.58659	-24.017133					-9999.0	-9999.0					0
"9075-3701  "	"3-94670520"	280.40538	-25.36379					-9999.0	-9999.0					0
"9073-6103  "	"3-94676562"	280.88505	-24.863531					-9999.0	-9999.0					0
"9073-6102  "	"3-94678346"	281.1548	-24.617876					-9999.0	-9999.0					0
"9075-9101  "	"3-94057002"	280.71561	-24.45755					-9999.0	-9999.0					0
"9075-12701 "	"3-94682034"	281.30875	-24.448852					-9999.0	-9999.0					0
"9073-1901  "	"3-94682620"	281.53568	-24.325153					-9999.0	-9999.0					0
"9075-1901  "	"3-94687062"	282.01314	-23.873683					-9999.0	-9999.0					0
"8556-12702 "	"3-125275478"	258.56357	-25.319826					-9999.0	-9999.0					0
"8556-9101  "	"3-125279173"	258.3061	-25.075459					-9999.0	-9999.0					0
"8556-6104  "	"3-126048932"	259.59523	-25.163029					-9999.0	-9999.0					0
"8556-12705 "	"3-126301855"	259.69516	-24.871405					-9999.0	-9999.0					0
"8556-1902  "	"3-126306258"	259.32219	-24.507476					-9999.0	-9999.0					0
"8556-12704 "	"3-126058113"	258.91259	-24.757551					-9999.0	-9999.0					0
"8556-6102  "	"3-126057038"	258.99813	-24.598713					-9999.0	-9999.0					0
"8556-3704  "	"3-126309023"	259.13914	-24.422607					-9999.0	-9999.0					0
"8556-3703  "	"3-126826349"	259.38382	-24.118507					-9999.0	-9999.0					0
"8556-1901  "	"3-125804590"	258.42305	-24.598964					-9999.0	-9999.0					0
"8556-12703 "	"3-125805797"	258.29483	-24.393512					-9999.0	-9999.0					0
"8556-6103  "	"3-125544166"	258.04263	-24.557679					-9999.0	-9999.0					0
"8557-1902  "	"3-124506845"	255.06691	-23.007045					-9999.0	-9999.0					0
"8558-9101  "	"3-124506845"	255.06691	-23.007045					-9999.0	-9999.0					0
"8557-3701  "	"3-124777219"	255.14424	-22.843978					-9999.0	-9999.0					0
"8558-1901  "	"3-124777940"	255.24289	-22.693743					-9999.0	-9999.0					0
"8557-6102  "	"3-124777940"	255.24289	-22.693743					-9999.0	-9999.0					0
"8557-12705 "	"3-125300963"	255.77596	-22.770878					-9999.0	-9999.0					0
"8556-3701  "	"3-126059849"	258.88263	-24.446989					-9999.0	-9999.0					0
"8556-3702  "	"3-126059946"	258.61633	-24.40578					-9999.0	-9999.0					0
"8556-9102  "	"3-126311744"	258.75893	-24.204045					-9999.0	-9999.0					0
"8556-6101  "	"3-126061838"	258.37633	-24.264727					-9999.0	-9999.0					0
"8556-12701 "	"3-126064645"	258.16694	-24.028722					-9999.0	-9999.0					0
"8557-3703  "	"3-126079790"	256.14046	-22.208948					-9999.0	-9999.0					0
"8558-6104  "	"3-126079790"	256.14046	-22.208948					-9999.0	-9999.0					0
"8558-1902  "	"3-124778098"	255.0517	-22.741496					-9999.0	-9999.0					0
"8557-6101  "	"3-124778098"	255.0517	-22.741496					-9999.0	-9999.0					0
"8558-6102  "	"3-125042001"	255.25423	-22.611745					-9999.0	-9999.0					0
"8557-6103  "	"3-125042001"	255.25423	-22.611745					-9999.0	-9999.0					0
"8557-3704  "	"3-125825167"	255.72003	-21.831972					-9999.0	-9999.0					0
"8558-6101  "	"3-125825167"	255.72003	-21.831972					-9999.0	-9999.0					0
"8557-12704 "	"3-125825160"	255.58137	-21.854205					-9999.0	-9999.0					0
"8558-3704  "	"3-125044033"	254.93011	-22.137181					-9999.0	-9999.0					0
"8557-12702 "	"3-125305632"	254.86082	-21.864314					-9999.0	-9999.0					0
"8558-12705 "	"3-125305632"	254.86082	-21.864314					-9999.0	-9999.0					0
"8558-3701  "	"3-125565189"	254.95157	-21.723098					-9999.0	-9999.0					0
"8558-12702 "	"3-125827648"	255.27734	-21.531515					-9999.0	-9999.0					0
"8557-9102  "	"3-125827648"	255.27734	-21.531515					-9999.0	-9999.0					0
"8558-3702  "	"3-124511998"	253.97963	-21.870641					-9999.0	-9999.0					0
"8557-12701 "	"3-125307389"	254.43817	-21.505406					-9999.0	-9999.0					0
"8558-12701 "	"3-125307389"	254.43817	-21.505406					-9999.0	-9999.0					0
"8557-1901  "	"3-125047899"	254.06102	-21.393624					-9999.0	-9999.0					0
"8558-12704 "	"3-125567768"	254.51148	-21.323995					-9999.0	-9999.0					0
"8557-9101  "	"3-125567768"	254.51148	-21.323995					-9999.0	-9999.0					0
"8557-12703 "	"3-125567907"	254.40984	-21.218573					-9999.0	-9999.0					0
"8558-12703 "	"3-125567907"	254.40984	-21.218573					-9999.0	-9999.0					0
"8558-3703  "	"3-126081148"	255.98128	-21.805183					-9999.0	-9999.0					0
"8557-3702  "	"3-126081903"	255.71236	-21.766995					-9999.0	-9999.0					0
"8558-6103  "	"3-126081903"	255.71236	-21.766995					-9999.0	-9999.0					0
"8557-6104  "	"3-126083153"	255.58934	-21.433463					-9999.0	-9999.0					0
"8558-9102  "	"3-126083153"	255.58934	-21.433463					-9999.0	-9999.0					0
"8667-12702 "	"3-58079659"	271.29836	-9.844061					-9999.0	-9999.0					0
"9857-12705 "	"7-15712808"	272.26243	-9.887474					-9999.0	-9999.0					0
"9857-3704  "	"7-15724805"	272.29049	-9.68315					-9999.0	-9999.0					0
"8667-1902  "	"3-58620609"	271.99121	-9.576889					-9999.0	-9999.0					0
"8638-3701  "	"3-96130"	271.95209	-9.299976					-9999.0	-9999.0					0
"9857-1902  "	"7-15688041"	271.00925	-9.842026					-9999.0	-9999.0					0
"8667-12705 "	"3-57552276"	271.171	-9.748949					-9999.0	-9999.0					0
"9857-3701  "	"3-57026175"	270.88584	-9.715936					-9999.0	-9999.0					0
"8638-12702 "	"3-45297"	270.48669	-9.444563					-9999.0	-9999.0					0
"8637-12701 "	"3-45326"	270.42891	-9.397172					-9999.0	-9999.0					0
"8667-12701 "	"3-56003285"	270.29177	-9.395482					-9999.0	-9999.0					0
"8637-12702 "	"3-46430"	270.43633	-9.316603					-9999.0	-9999.0					0
"8638-6101  "	"3-45805"	270.37096	-9.280595					-9999.0	-9999.0					0
"8637-12705 "	"3-46498"	270.6532	-9.243274					-9999.0	-9999.0					0
"8667-6102  "	"3-57028362"	271.27281	-9.404797					-9999.0	-9999.0					0
"9857-6101  "	"3-57030121"	271.40508	-9.052684					-9999.0	-9999.0					0
"8667-3701  "	"3-57031268"	271.67355	-8.861772					-9999.0	-9999.0					0
"8637-3704  "	"3-59342"	271.31659	-9.049639					-9999.0	-9999.0					0
"8637-12703 "	"3-47385"	270.73793	-9.008621					-9999.0	-9999.0					0
"8637-6102  "	"3-61621"	271.7143	-8.665897					-9999.0	-9999.0					0
"8637-6104  "	"3-119653"	272.66252	-9.241243					-9999.0	-9999.0					0
"8638-3704  "	"3-121910"	272.74498	-9.103194					-9999.0	-9999.0					0
"8667-3704  "	"3-58624546"	272.5576	-9.117299					-9999.0	-9999.0					0
"8638-1902  "	"3-109755"	272.41767	-9.063444					-9999.0	-9999.0					0
"9857-9102  "	"7-15937379"	272.55862	-8.931233					-9999.0	-9999.0					0
"9857-1901  "	"7-15745946"	272.2963	-8.980481					-9999.0	-9999.0					0
"8637-9101  "	"3-98458"	272.44539	-8.969288					-9999.0	-9999.0					0
"9857-9101  "	"7-15644233"	272.36014	-8.829481					-9999.0	-9999.0					0
"8638-6102  "	"3-86048"	272.18423	-8.882247					-9999.0	-9999.0					0
"8638-12705 "	"3-85599"	272.02942	-8.905449					-9999.0	-9999.0					0
"8667-3703  "	"3-57032188"	271.9365	-8.68247					-9999.0	-9999.0					0
"8667-1901  "	"3-57033237"	272.02226	-8.603698					-9999.0	-9999.0					0
"9857-12704 "	"7-15757930"	271.98779	-8.56884					-9999.0	-9999.0					0
"8637-9102  "	"3-89100"	272.67191	-8.291975					-9999.0	-9999.0					0
"8667-12704 "	"3-57035252"	272.44673	-8.268878					-9999.0	-9999.0					0
"8667-6104  "	"3-57035996"	272.55017	-8.20569					-9999.0	-9999.0					0
"8667-9101  "	"3-56515598"	272.02689	-8.21994					-9999.0	-9999.0					0
"8667-6101  "	"3-56516433"	272.30546	-8.01476					-9999.0	-9999.0					0
"8638-3702  "	"3-52745"	271.81353	-8.108467					-9999.0	-9999.0					0
"8637-12704 "	"3-52752"	271.89672	-8.031011					-9999.0	-9999.0					0
"8638-3703  "	"3-53639"	272.03185	-8.001318					-9999.0	-9999.0					0
"8637-1901  "	"3-34800"	270.36431	-9.079547					-9999.0	-9999.0					0
"8638-12701 "	"3-24698"	270.09856	-9.048725					-9999.0	-9999.0					0
"8637-3701  "	"3-15400"	270.18068	-8.666654					-9999.0	-9999.0					0
"8637-3703  "	"3-27082"	270.636	-8.446644					-9999.0	-9999.0					0
"9857-6102  "	"3-55509517"	271.14101	-8.539546					-9999.0	-9999.0					0
"9857-6104  "	"7-15724218"	271.24584	-8.261238					-9999.0	-9999.0					0
"8667-3702  "	"3-55017319"	270.96542	-8.322356					-9999.0	-9999.0					0
"8638-6103  "	"3-16710"	270.24715	-8.569724					-9999.0	-9999.0					0
"8638-1901  "	"3-17520"	270.55666	-8.477712					-9999.0	-9999.0					0
"9857-12702 "	"7-15645150"	270.41977	-8.423633					-9999.0	-9999.0					0
"9857-3702  "	"7-15797913"	270.1622	-8.481134					-9999.0	-9999.0					0
"9857-12701 "	"7-15760350"	270.20537	-8.433028					-9999.0	-9999.0					0
"8637-3702  "	"3-7433"	270.12819	-8.368669					-9999.0	-9999.0					0
"8637-6101  "	"3-17703"	270.7348	-8.172258					-9999.0	-9999.0					0
"8638-12703 "	"3-10275"	270.70014	-8.051415					-9999.0	-9999.0					0
"8667-6103  "	"3-53017602"	270.40087	-7.688611					-9999.0	-9999.0					0
"8638-9102  "	"3-28734"	271.25292	-8.19399					-9999.0	-9999.0					0
