PlateIFU	MaNGAId	RAJ2000	DEJ2000	NSAz	NSAzdist	NSAsth50	NSAeth50r	NSAsMass	NSAeMass	NSAsn	z	zmin	zmax	MnGtarg1
"8154-3703  "	"1-37494"	44.625467	0.794235	0.042907	0.043224	2.09359	2.27428	9.1343002E9	7.2659999E9	5.26078	0.042907	0.02074	0.027572	2080
"8154-6104  "	"1-37491"	44.623671	0.846092	0.042504	0.042822	3.90656	3.9584	6.2637998E9	4.6365998E9	1.51981	0.042504	0.02067	0.027511	2080
"8154-12705 "	"1-37547"	45.598159	0.979294	0.028331	0.028641	9.16455	10.9318	2.05010002E10	8.0192998E9	6.0	0.028331	0.023454	0.030591	1552
"8154-12703 "	"1-37546"	45.698403	0.964836	0.039659	0.039968	4.87172	6.7458	1.13129997E9	1.66620006E9	1.07075	0.039659	0.017677	0.025356	2336
"8777-6101  "	"7-25327440"	64.715417	17.387931					-9999.0	-9999.0					0
"8777-12701 "	"7-25766973"	65.066132	17.739762					-9999.0	-9999.0					0
"8776-3701  "	"7-25434434"	64.515616	17.767697					-9999.0	-9999.0					0
"8776-9101  "	"7-25522206"	64.471876	17.808262					-9999.0	-9999.0					0
"8777-12705 "	"7-25769889"	65.519874	18.038066					-9999.0	-9999.0					0
"8776-12702 "	"7-25701585"	65.810793	18.059248					-9999.0	-9999.0					0
"8776-6102  "	"7-25648024"	65.445823	18.202701					-9999.0	-9999.0					0
"8777-3701  "	"7-25515366"	64.387655	18.239239					-9999.0	-9999.0					0
"8776-12701 "	"3-46287052"	64.273107	18.456513					-9999.0	-9999.0					0
"8777-1902  "	"7-25518098"	64.467304	18.713644					-9999.0	-9999.0					0
"8776-3702  "	"7-25564544"	66.260124	18.744089					-9999.0	-9999.0					0
"8776-6103  "	"7-25656629"	66.334065	19.00969					-9999.0	-9999.0					0
"8776-9102  "	"7-25685519"	65.410817	18.848655					-9999.0	-9999.0					0
"8777-9101  "	"7-25764536"	66.061844	19.42027					-9999.0	-9999.0					0
"8777-12703 "	"7-25704548"	66.813484	19.149088					-9999.0	-9999.0					0
"8776-6104  "	"7-25724577"	66.962922	19.341639					-9999.0	-9999.0					0
"8777-6102  "	"7-25681153"	65.596796	19.29846					-9999.0	-9999.0					0
"8777-6103  "	"7-25685486"	65.711826	19.647631					-9999.0	-9999.0					0
"8777-1901  "	"3-41019223"	65.965419	19.739722					-9999.0	-9999.0					0
"8776-3703  "	"7-25657597"	65.921837	19.772299					-9999.0	-9999.0					0
"8776-12703 "	"7-25708300"	65.734622	19.808932					-9999.0	-9999.0					0
"8778-9102  "	"3-39287058"	63.926622	22.712198					-9999.0	-9999.0					0
"8779-12702 "	"3-40428287"	62.975538	22.895356					-9999.0	-9999.0					0
"8778-12701 "	"7-25472428"	63.244535	22.726276					-9999.0	-9999.0					0
"8778-9101  "	"7-25250976"	63.405724	22.965983					-9999.0	-9999.0					0
"8779-12701 "	"3-41017058"	62.564011	22.733066					-9999.0	-9999.0					0
"8779-9102  "	"3-40428107"	62.69113	23.082878					-9999.0	-9999.0					0
"8779-12704 "	"3-39286490"	62.982741	23.328834					-9999.0	-9999.0					0
"8779-1901  "	"7-25255037"	62.122404	23.527746					-9999.0	-9999.0					0
"8778-6101  "	"3-39850584"	62.348163	23.603896					-9999.0	-9999.0					0
"8779-9101  "	"3-39850588"	62.379929	23.65408					-9999.0	-9999.0					0
"8778-6103  "	"7-25297080"	62.113249	23.81839					-9999.0	-9999.0					0
"8778-6102  "	"7-25286372"	62.446196	24.010221					-9999.0	-9999.0					0
"8685-12705 "	"3-65709238"	50.818437	18.965773					-9999.0	-9999.0					0
"8685-12702 "	"3-66257646"	50.383349	19.016638					-9999.0	-9999.0					0
"8685-6101  "	"3-66257661"	50.201429	18.938775					-9999.0	-9999.0					0
"8685-3704  "	"3-66257649"	50.290454	19.056076					-9999.0	-9999.0					0
"8685-12704 "	"3-65151612"	50.487696	19.341881					-9999.0	-9999.0					0
"8685-1902  "	"3-64046223"	51.639201	19.025499					-9999.0	-9999.0					0
"8685-6102  "	"3-66257519"	49.925788	19.174728					-9999.0	-9999.0					0
"8685-12701 "	"3-66257486"	49.780139	19.361151					-9999.0	-9999.0					0
"8685-9101  "	"7-24148535"	49.802141	20.54059					-9999.0	-9999.0					0
"8685-9102  "	"7-24532560"	50.009426	20.707452					-9999.0	-9999.0					0
"8685-6104  "	"7-24269247"	49.604238	20.549842					-9999.0	-9999.0					0
"8685-1901  "	"3-64045358"	49.688859	20.696785					-9999.0	-9999.0					0
"8685-3703  "	"7-24125747"	49.993032	20.842678					-9999.0	-9999.0					0
"8685-3702  "	"7-24129139"	49.888826	21.003965					-9999.0	-9999.0					0
"8685-3701  "	"7-24192932"	49.99964	21.042675					-9999.0	-9999.0					0
"8685-6103  "	"7-24186308"	49.920674	21.077828					-9999.0	-9999.0					0
"8685-12703 "	"7-24394507"	50.207086	21.316774					-9999.0	-9999.0					0
"8888-3704  "	"3-48479273"	57.876757	22.794239					-9999.0	-9999.0					0
"8888-6101  "	"7-25108735"	57.117096	22.739344					-9999.0	-9999.0					0
"8888-12701 "	"3-49507958"	57.238721	22.80831					-9999.0	-9999.0					0
"8888-1902  "	"3-48479168"	57.831585	22.978869					-9999.0	-9999.0					0
"8888-12705 "	"3-48479050"	57.659947	23.072402					-9999.0	-9999.0					0
"8888-3701  "	"7-25058121"	56.920845	22.929819					-9999.0	-9999.0					0
"9257-6102  "	"7-25005512"	55.676653	23.502682					-9999.0	-9999.0					0
"9257-6104  "	"7-24968607"	55.996752	23.684665					-9999.0	-9999.0					0
"9257-3704  "	"3-48478496"	56.747159	24.028506					-9999.0	-9999.0					0
"8888-3702  "	"3-48997125"	56.231404	24.292087					-9999.0	-9999.0					0
"8888-9102  "	"3-48478111"	56.219765	24.391567					-9999.0	-9999.0					0
"8888-12702 "	"3-48478072"	56.236247	24.57378					-9999.0	-9999.0					0
"8781-12701 "	"3-45722898"	58.904764	23.76111					-9999.0	-9999.0					0
"8781-12702 "	"3-45155673"	59.099849	23.745779					-9999.0	-9999.0					0
"8780-3701  "	"3-44001898"	59.354152	24.156461					-9999.0	-9999.0					0
"8781-12703 "	"7-24943381"	58.600946	23.959592					-9999.0	-9999.0					0
"8781-12704 "	"7-24998778"	58.654344	24.009318					-9999.0	-9999.0					0
"8888-1901  "	"3-45155406"	58.719024	24.019694					-9999.0	-9999.0					0
"8888-3703  "	"7-24929698"	58.838962	24.380452					-9999.0	-9999.0					0
"8781-3704  "	"3-44001687"	59.101487	24.559287					-9999.0	-9999.0					0
"8780-3704  "	"7-25342420"	60.051652	23.863655					-9999.0	-9999.0					0
"8781-3702  "	"3-43407713"	59.163851	24.696922					-9999.0	-9999.0					0
"8780-6102  "	"7-25046025"	59.652375	24.777984					-9999.0	-9999.0					0
"8781-12705 "	"3-40426539"	60.766177	25.003504					-9999.0	-9999.0					0
"8781-6104  "	"3-39284655"	60.725064	25.397604					-9999.0	-9999.0					0
"8780-12703 "	"7-25517434"	60.431822	25.598771					-9999.0	-9999.0					0
"8780-3703  "	"7-25342651"	60.312751	25.606782					-9999.0	-9999.0					0
"8780-9102  "	"3-39284461"	60.533578	25.716725					-9999.0	-9999.0					0
"8888-6102  "	"7-25127549"	57.736766	24.25241					-9999.0	-9999.0					0
"8781-3701  "	"7-25036315"	58.390991	24.105192					-9999.0	-9999.0					0
"8888-12704 "	"3-44581518"	58.673524	24.398289					-9999.0	-9999.0					0
"8781-6102  "	"3-44001466"	58.859859	24.594501					-9999.0	-9999.0					0
"8781-6101  "	"3-44581415"	58.542594	24.708494					-9999.0	-9999.0					0
"8780-12702 "	"7-25029006"	58.74283	24.918656					-9999.0	-9999.0					0
"8888-6103  "	"3-44001111"	58.369123	25.250538					-9999.0	-9999.0					0
"9257-3703  "	"3-47398761"	56.914023	24.458834					-9999.0	-9999.0					0
"9257-3701  "	"3-47946240"	56.430043	24.519727					-9999.0	-9999.0					0
"8780-6101  "	"7-24958705"	58.093567	25.199054					-9999.0	-9999.0					0
"8888-6104  "	"3-44000733"	58.122	25.390082					-9999.0	-9999.0					0
"8781-1902  "	"7-24984786"	59.021559	24.779737					-9999.0	-9999.0					0
"8888-12703 "	"7-24938325"	58.8859	24.798223					-9999.0	-9999.0					0
"8781-9101  "	"3-43407515"	58.822142	24.899469					-9999.0	-9999.0					0
"8780-12705 "	"3-42204324"	59.213322	25.26786					-9999.0	-9999.0					0
"8780-12704 "	"3-39848808"	60.120961	25.699206					-9999.0	-9999.0					0
"8781-3703  "	"7-25460052"	60.173909	25.912618					-9999.0	-9999.0					0
"8780-1901  "	"7-25313022"	60.32589	26.057896					-9999.0	-9999.0					0
"8780-6103  "	"7-25302701"	60.171831	26.102297					-9999.0	-9999.0					0
"8780-3702  "	"7-24962066"	59.346382	26.029065					-9999.0	-9999.0					0
"8781-1901  "	"7-25060423"	59.888936	26.077582					-9999.0	-9999.0					0
"8780-9101  "	"7-24947280"	59.792928	26.156687					-9999.0	-9999.0					0
"8781-9102  "	"3-39283873"	59.938561	26.187017					-9999.0	-9999.0					0
"8780-6104  "	"3-39848327"	59.595682	26.387141					-9999.0	-9999.0					0
"8780-12701 "	"7-24971094"	58.327201	25.442201					-9999.0	-9999.0					0
"8781-6103  "	"3-42804434"	58.155824	25.893541					-9999.0	-9999.0					0
"8780-1902  "	"3-40425314"	59.295124	26.21581					-9999.0	-9999.0					0
"9257-12702 "	"3-51488576"	54.762901	23.820806					-9999.0	-9999.0					0
"9257-1902  "	"3-50500347"	55.338072	23.936373					-9999.0	-9999.0					0
"9257-6101  "	"3-51986038"	54.316159	24.000132					-9999.0	-9999.0					0
"9257-12705 "	"3-50993269"	54.731285	24.098354					-9999.0	-9999.0					0
"9257-1901  "	"3-50993281"	54.83003	24.153245					-9999.0	-9999.0					0
"9257-12701 "	"3-51985875"	54.272829	24.121817					-9999.0	-9999.0					0
"9257-9101  "	"3-50006033"	54.590584	24.918878					-9999.0	-9999.0					0
"9257-6103  "	"3-48996515"	55.192106	25.117298					-9999.0	-9999.0					0
"9257-12704 "	"3-48477475"	55.387555	25.293863					-9999.0	-9999.0					0
"8888-9101  "	"3-47946068"	56.251097	24.71468					-9999.0	-9999.0					0
"9257-3702  "	"7-25078352"	56.551179	25.550412					-9999.0	-9999.0					0
"9257-9102  "	"3-46838610"	56.166555	25.44106					-9999.0	-9999.0					0
"9257-12703 "	"3-46838238"	55.604533	25.984402					-9999.0	-9999.0					0
"9195-12703 "	"1-41910"	30.183128	14.210621	0.015972	0.016463	6.82927	9.01471	6.8048E8	6.9160998E8	1.10474	0.015972	0.012789	0.022655	1168
"9195-12702 "	"1-42813"	28.375703	14.570949	0.134997	0.135635	5.64755	6.55676	1.92889995E11	8.2547999E10	6.0	0.134997	0.046839	0.087162	2048
"9195-9102  "	"1-558592"	28.977334	14.821575	0.085087	0.085723	4.80028	4.68519	7.4151002E10	6.6751001E10	6.0	0.085087	0.032783	0.057452	2080
"9195-6104  "	"1-603028"	28.966587	14.940276	0.043818	0.044456	5.19024	5.63613	4.3582001E10	3.0281001E10	1.98598	0.043818	0.029308	0.045952	1552
"9195-3703  "	"1-603039"	29.052229	14.906639	0.026913	0.02755	4.71857	5.05994	1.74030008E10	1.13499996E10	6.0	0.026913	0.023093	0.030093	1552
"9195-12704 "	"1-602964"	28.51532	14.90932	0.017002	0.017583	12.705	15.4994	1.9464E9	2.5745001E9	1.43573	0.017002	0.016473	0.024637	1040
"8807-9101  "	"3-72168778"	38.917143	25.913025					-9999.0	-9999.0					0
"8807-3704  "	"3-69035490"	40.125779	26.68254					-9999.0	-9999.0					0
"8807-6104  "	"3-67906826"	40.504496	27.093202					-9999.0	-9999.0					0
"8807-1902  "	"3-66797485"	40.450215	27.69276					-9999.0	-9999.0					0
"8807-12705 "	"7-23307394"	38.489734	26.728352					-9999.0	-9999.0					0
"8807-12702 "	"3-71682714"	38.346403	26.639398					-9999.0	-9999.0					0
"8807-6101  "	"7-23398292"	38.129199	27.119768					-9999.0	-9999.0					0
"8807-1901  "	"3-71183191"	38.305247	27.183753					-9999.0	-9999.0					0
"8807-12701 "	"7-23225363"	37.70315	27.327011					-9999.0	-9999.0					0
"8807-3702  "	"7-23270805"	38.142658	27.652498					-9999.0	-9999.0					0
"8807-3701  "	"3-70131444"	38.386253	27.758525					-9999.0	-9999.0					0
"8807-9102  "	"3-69034949"	39.080819	27.834697					-9999.0	-9999.0					0
"8807-6102  "	"7-23224727"	38.894941	27.873066					-9999.0	-9999.0					0
"8807-6103  "	"3-67344154"	39.605203	28.247474					-9999.0	-9999.0					0
"8807-12704 "	"3-68470851"	38.872769	28.183513					-9999.0	-9999.0					0
"8807-12703 "	"3-68470762"	38.670772	28.430938					-9999.0	-9999.0					0
"8807-3703  "	"3-66797010"	39.423442	28.736757					-9999.0	-9999.0					0
"9521-9101  "	"3-51481629"	43.865157	34.418054					-9999.0	-9999.0					0
"9521-12705 "	"3-49500192"	45.148989	34.669036					-9999.0	-9999.0					0
"9521-6101  "	"3-49499953"	44.807698	34.860447					-9999.0	-9999.0					0
"9521-6102  "	"3-48989630"	44.89212	35.159474					-9999.0	-9999.0					0
"9521-12701 "	"3-52479816"	42.87698	34.759772					-9999.0	-9999.0					0
"9521-3702  "	"3-49999203"	44.250472	35.261456					-9999.0	-9999.0					0
"9521-6103  "	"3-48989167"	44.634543	35.697246					-9999.0	-9999.0					0
"9521-12704 "	"3-49998687"	43.637354	35.684489					-9999.0	-9999.0					0
"9521-12702 "	"3-51480702"	42.965064	35.481479					-9999.0	-9999.0					0
"9521-3701  "	"7-23972979"	42.477698	35.42873					-9999.0	-9999.0					0
"9521-1902  "	"3-49498978"	43.788363	36.163727					-9999.0	-9999.0					0
"9521-12703 "	"7-23848482"	43.416024	36.421474					-9999.0	-9999.0					0
"8113-3701  "	"4-15038"	40.35904	36.43766					-9999.0	-9999.0					0
"8113-12701 "	"4-15008"	40.76275	36.46143					-9999.0	-9999.0					0
"8113-12705 "	"4-15007"	41.95374	36.42479					-9999.0	-9999.0					0
"8113-1902  "	"4-15019"	42.99823	36.95948					-9999.0	-9999.0					0
"8113-9102  "	"4-15010"	41.63828	36.89113					-9999.0	-9999.0					0
"8113-3704  "	"4-15040"	41.72627	37.34864					-9999.0	-9999.0					0
"8113-9101  "	"4-15011"	41.85692	37.49907					-9999.0	-9999.0					0
"8113-6102  "	"4-15027"	41.29752	37.03136					-9999.0	-9999.0					0
"8113-12704 "	"4-15009"	41.09314	37.28241					-9999.0	-9999.0					0
"8113-6104  "	"4-15033"	41.97217	37.46428					-9999.0	-9999.0					0
"9521-6104  "	"3-46831189"	45.365625	36.253229					-9999.0	-9999.0					0
"9521-3704  "	"3-46273844"	45.33533	36.767421					-9999.0	-9999.0					0
"9521-1901  "	"3-47389796"	44.264015	36.896441					-9999.0	-9999.0					0
"9521-9102  "	"3-46830399"	44.570156	37.15306					-9999.0	-9999.0					0
"9521-3703  "	"3-46830307"	44.483449	37.162537					-9999.0	-9999.0					0
"8113-3703  "	"4-15036"	42.86506	38.17872					-9999.0	-9999.0					0
"9288-12701 "	"7-25782474"	69.397005	23.45679					-9999.0	-9999.0					0
"9288-1902  "	"3-29285604"	69.673497	23.542858					-9999.0	-9999.0					0
"9288-3701  "	"7-25790475"	69.86631	24.034643					-9999.0	-9999.0					0
"9288-12705 "	"3-27667942"	70.04102	24.21572					-9999.0	-9999.0					0
"9288-1901  "	"7-25889230"	70.561839	24.2123					-9999.0	-9999.0					0
"9288-12702 "	"7-25568281"	68.291802	24.561967					-9999.0	-9999.0					0
"9287-6101  "	"3-29811151"	67.856729	24.712892					-9999.0	-9999.0					0
"9287-3704  "	"3-28747116"	68.33198	25.09497					-9999.0	-9999.0					0
"9288-6101  "	"3-28208335"	68.844052	24.996958					-9999.0	-9999.0					0
"9288-9101  "	"3-27135113"	69.248706	25.012928					-9999.0	-9999.0					0
"9288-6102  "	"7-25737753"	69.277238	25.125427					-9999.0	-9999.0					0
"9288-3704  "	"3-25616377"	70.574419	24.977442					-9999.0	-9999.0					0
"9288-12703 "	"3-25616413"	70.39032	24.905156					-9999.0	-9999.0					0
"9288-12704 "	"3-25616268"	69.855837	25.416514					-9999.0	-9999.0					0
"9288-9102  "	"3-25131275"	70.32185	25.525777					-9999.0	-9999.0					0
"9288-3703  "	"7-25832430"	69.20277	25.896088					-9999.0	-9999.0					0
"9288-3702  "	"3-26110896"	69.245271	25.943925					-9999.0	-9999.0					0
"9288-6103  "	"3-26110780"	68.965728	25.918956					-9999.0	-9999.0					0
"9288-6104  "	"3-25131179"	69.502161	26.122596					-9999.0	-9999.0					0
"8779-12705 "	"3-37646480"	64.313075	23.060282					-9999.0	-9999.0					0
"8778-3704  "	"3-37123763"	64.33206	23.575495					-9999.0	-9999.0					0
"8779-3704  "	"7-25426678"	63.606022	23.553356					-9999.0	-9999.0					0
"8778-12704 "	"3-37123566"	64.161348	23.63646					-9999.0	-9999.0					0
"8778-3701  "	"3-37646023"	63.608593	23.933044					-9999.0	-9999.0					0
"8779-1902  "	"3-38180645"	62.997011	23.966272					-9999.0	-9999.0					0
"8778-3703  "	"3-38180619"	63.019262	24.045879					-9999.0	-9999.0					0
"8778-12705 "	"3-38725979"	62.86696	23.951731					-9999.0	-9999.0					0
"8778-12702 "	"7-25367682"	63.264725	24.263002					-9999.0	-9999.0					0
"8778-1902  "	"3-37645553"	63.155824	24.200877					-9999.0	-9999.0					0
"8778-3702  "	"7-25448317"	63.072236	24.41765					-9999.0	-9999.0					0
"8779-6102  "	"3-36610797"	63.640441	24.331675					-9999.0	-9999.0					0
"8778-6104  "	"7-25326556"	63.967491	24.723313					-9999.0	-9999.0					0
"8779-6104  "	"3-35596032"	63.767633	24.991789					-9999.0	-9999.0					0
"8779-3701  "	"3-38725755"	62.483739	24.140337					-9999.0	-9999.0					0
"8779-6101  "	"3-38180328"	62.755247	24.190949					-9999.0	-9999.0					0
"8779-3703  "	"7-25474806"	62.595378	24.494502					-9999.0	-9999.0					0
"8778-12703 "	"7-25332065"	62.410861	24.61738					-9999.0	-9999.0					0
"8779-3702  "	"3-38180051"	62.487226	24.652533					-9999.0	-9999.0					0
"8779-12703 "	"7-25363035"	63.265028	24.646477					-9999.0	-9999.0					0
"8779-6103  "	"7-25358414"	63.428836	24.85298					-9999.0	-9999.0					0
"8778-1901  "	"3-36100890"	63.370037	24.954448					-9999.0	-9999.0					0
"9258-6101  "	"7-25752160"	65.460133	26.509675					-9999.0	-9999.0					0
"9287-3701  "	"3-29284351"	67.731356	25.128238					-9999.0	-9999.0					0
"9287-12705 "	"3-29810796"	67.345968	25.23202					-9999.0	-9999.0					0
"9287-12701 "	"3-29810829"	67.259486	25.339074					-9999.0	-9999.0					0
"9287-12702 "	"3-29810579"	67.262612	25.42085					-9999.0	-9999.0					0
"9287-3703  "	"3-27134605"	68.471455	25.933153					-9999.0	-9999.0					0
"9287-12703 "	"7-25618373"	67.812241	26.204739					-9999.0	-9999.0					0
"9287-6102  "	"3-30337761"	66.800096	25.338339					-9999.0	-9999.0					0
"9287-12704 "	"3-29810296"	67.05043	25.554104					-9999.0	-9999.0					0
"9287-6103  "	"3-29283595"	67.059072	25.713219					-9999.0	-9999.0					0
"9287-9101  "	"3-28746243"	67.273066	25.843509					-9999.0	-9999.0					0
"9287-1902  "	"3-27666063"	67.690549	26.20901					-9999.0	-9999.0					0
"9287-6104  "	"7-25796775"	68.11289	26.797275					-9999.0	-9999.0					0
"9258-12705 "	"3-29809581"	65.777453	26.674636					-9999.0	-9999.0					0
"9287-1901  "	"3-29809581"	65.777453	26.674636					-9999.0	-9999.0					0
"9287-3702  "	"3-29282918"	65.898462	26.886937					-9999.0	-9999.0					0
"9287-9102  "	"3-27665617"	67.071053	26.933784					-9999.0	-9999.0					0
"8666-12705 "	"3-15069156"	72.163974	31.990089					-9999.0	-9999.0					0
"8666-9102  "	"3-15068962"	71.836963	31.983502					-9999.0	-9999.0					0
"8043-3704  "	"27-1380"	72.17904	32.23929					-9999.0	-9999.0					0
"8043-6101  "	"27-1378"	72.10862	32.28999					-9999.0	-9999.0					0
"8666-3704  "	"3-15402483"	71.535596	32.201585					-9999.0	-9999.0					0
"8666-3701  "	"3-15068638"	71.75139	32.249444					-9999.0	-9999.0					0
"8666-12701 "	"3-15068751"	71.779895	32.341433					-9999.0	-9999.0					0
"8043-9102  "	"27-1372"	71.68823	32.43167					-9999.0	-9999.0					0
"8666-3703  "	"3-15068600"	71.561318	32.459508					-9999.0	-9999.0					0
"8043-3701  "	"27-1385"	71.63583	32.44992					-9999.0	-9999.0					0
"8043-1902  "	"27-1374"	72.38591	32.39841					-9999.0	-9999.0					0
"8043-12705 "	"27-1361"	72.74015	32.95937					-9999.0	-9999.0					0
"8666-12704 "	"3-13503891"	72.545244	33.312073					-9999.0	-9999.0					0
"8043-3702  "	"27-1382"	71.08805	32.51549					-9999.0	-9999.0					0
"8666-6101  "	"3-14739718"	71.594754	32.794889					-9999.0	-9999.0					0
"8666-3702  "	"3-14106207"	71.782494	33.351392					-9999.0	-9999.0					0
"8666-12702 "	"3-14106205"	71.782945	33.43524					-9999.0	-9999.0					0
"8666-6102  "	"3-14417982"	71.35794	33.175075					-9999.0	-9999.0					0
"8666-6103  "	"3-14105463"	71.43895	33.754474					-9999.0	-9999.0					0
"8666-1902  "	"3-13503022"	71.904888	33.82231					-9999.0	-9999.0					0
"8043-3703  "	"27-1383"	71.46526	33.89512					-9999.0	-9999.0					0
"8043-6104  "	"27-1376"	72.95714	32.99337					-9999.0	-9999.0					0
"8666-6104  "	"3-13207708"	72.734628	33.520976					-9999.0	-9999.0					0
"8666-12703 "	"3-12917541"	72.786796	33.555526					-9999.0	-9999.0					0
"8666-9101  "	"7-26102095"	72.579856	33.974531					-9999.0	-9999.0					0
"9258-12701 "	"7-25455882"	63.662892	26.688396					-9999.0	-9999.0					0
"9258-12702 "	"3-32974083"	63.490541	27.061328					-9999.0	-9999.0					0
"9258-1902  "	"7-25408986"	63.837102	27.369634					-9999.0	-9999.0					0
"9258-6102  "	"3-31914810"	63.752324	27.419705					-9999.0	-9999.0					0
"9258-1901  "	"3-32973736"	63.158192	27.223915					-9999.0	-9999.0					0
"9258-3702  "	"7-25285596"	63.199184	27.798939					-9999.0	-9999.0					0
"9258-6103  "	"7-25292571"	64.992965	28.203841					-9999.0	-9999.0					0
"9258-3701  "	"3-30336155"	64.21372	28.037614					-9999.0	-9999.0					0
"9258-9101  "	"3-28205886"	65.422459	28.101143					-9999.0	-9999.0					0
"9258-6104  "	"3-28205756"	65.282257	28.06388					-9999.0	-9999.0					0
"9258-9102  "	"3-27664452"	65.428432	28.583033					-9999.0	-9999.0					0
"9258-12704 "	"3-27132716"	65.399935	28.714912					-9999.0	-9999.0					0
"9258-3704  "	"3-27132632"	65.470889	28.731859					-9999.0	-9999.0					0
"9258-3703  "	"3-26614717"	65.560598	28.871379					-9999.0	-9999.0					0
"9258-12703 "	"3-26614781"	65.42169	28.941637					-9999.0	-9999.0					0
"8043-6102  "	"27-1379"	70.20044	32.72501					-9999.0	-9999.0					0
"8043-9101  "	"27-1369"	69.92438	32.86035					-9999.0	-9999.0					0
"8043-12704 "	"27-1362"	70.11357	32.99168					-9999.0	-9999.0					0
"8043-12701 "	"27-1367"	69.64929	33.01596					-9999.0	-9999.0					0
"8043-6103  "	"27-1375"	70.2602	33.38712					-9999.0	-9999.0					0
"8043-1901  "	"27-1373"	70.72224	33.68288					-9999.0	-9999.0					0
"8043-12702 "	"27-1364"	70.18974	33.96657					-9999.0	-9999.0					0
"8666-1901  "	"3-13800940"	71.237573	34.036585					-9999.0	-9999.0					0
"8043-12703 "	"27-1363"	71.20585	34.32762					-9999.0	-9999.0					0
"8704-12701 "	"7-25722369"	66.696408	40.275589					-9999.0	-9999.0					0
"8704-3704  "	"3-12623072"	66.814826	40.454119					-9999.0	-9999.0					0
"8704-12705 "	"7-25619979"	66.960449	40.446459					-9999.0	-9999.0					0
"8814-6102  "	"7-27557351"	87.646137	41.242109					-9999.0	-9999.0					0
"8814-12701 "	"7-27243045"	87.320306	41.235187					-9999.0	-9999.0					0
"8814-6103  "	"7-27357647"	87.23604	41.442921					-9999.0	-9999.0					0
"8814-3704  "	"7-27629474"	88.36638	41.175186					-9999.0	-9999.0					0
"8814-12705 "	"7-27315450"	88.642328	41.529303					-9999.0	-9999.0					0
"8814-1902  "	"7-27291861"	89.456921	42.194287					-9999.0	-9999.0					0
"8814-6104  "	"7-27404776"	88.001294	41.584054					-9999.0	-9999.0					0
"8682-6101  "	"7-27500144"	88.308067	41.828243					-9999.0	-9999.0					0
"8682-3701  "	"7-27359145"	87.964937	41.748484					-9999.0	-9999.0					0
"8814-3703  "	"7-27774620"	88.008723	42.200049					-9999.0	-9999.0					0
"8682-1902  "	"7-27317952"	88.976779	42.06914					-9999.0	-9999.0					0
"8682-9102  "	"7-27503095"	89.305115	42.400726					-9999.0	-9999.0					0
"8814-12704 "	"7-27360583"	86.940189	41.838565					-9999.0	-9999.0					0
"8682-9101  "	"7-27460438"	87.129442	42.047152					-9999.0	-9999.0					0
"8814-3701  "	"7-27384105"	86.321248	41.640489					-9999.0	-9999.0					0
"8814-9101  "	"7-27757186"	86.366551	41.773812					-9999.0	-9999.0					0
"8814-6101  "	"7-27566120"	86.193972	42.056045					-9999.0	-9999.0					0
"8814-3702  "	"7-27715827"	86.65543	42.529221					-9999.0	-9999.0					0
"8814-12703 "	"7-27591347"	86.454494	42.759052					-9999.0	-9999.0					0
"8814-12702 "	"7-27453599"	86.446823	42.796355					-9999.0	-9999.0					0
"8682-3702  "	"7-27470373"	86.72236	43.00244					-9999.0	-9999.0					0
"8682-12705 "	"7-27710304"	88.51806	42.659851					-9999.0	-9999.0					0
"8682-6102  "	"7-27424138"	87.736116	42.760957					-9999.0	-9999.0					0
"8682-12702 "	"7-27571027"	88.014339	42.714331					-9999.0	-9999.0					0
"8682-3704  "	"7-27457283"	88.107256	42.809017					-9999.0	-9999.0					0
"8682-3703  "	"7-27342217"	88.381303	42.974324					-9999.0	-9999.0					0
"8682-6103  "	"3-431717"	88.22772	42.92481					-9999.0	-9999.0					0
"8682-12701 "	"7-27396122"	87.281557	42.758702					-9999.0	-9999.0					0
"8682-6104  "	"7-27571145"	88.522031	43.543452					-9999.0	-9999.0					0
"8682-12704 "	"7-27519070"	87.995209	43.45932					-9999.0	-9999.0					0
"8682-1901  "	"7-27282584"	87.144593	43.041049					-9999.0	-9999.0					0
"8682-12703 "	"7-27549618"	87.689965	43.522454					-9999.0	-9999.0					0
"8814-9102  "	"7-27565882"	87.244135	43.342573					-9999.0	-9999.0					0
"8814-1901  "	"7-27436888"	86.368277	43.012732					-9999.0	-9999.0					0
"8705-1902  "	"7-26585741"	79.491197	48.177589					-9999.0	-9999.0					0
"8705-3704  "	"7-26432831"	79.597571	48.235409					-9999.0	-9999.0					0
"8705-6101  "	"7-26436854"	79.55197	48.316705					-9999.0	-9999.0					0
"8705-9101  "	"7-26500667"	78.309996	47.921362					-9999.0	-9999.0					0
"8705-12702 "	"7-26329237"	77.88797	48.528315					-9999.0	-9999.0					0
"8665-1902  "	"7-25368525"	60.41825	35.445873					-9999.0	-9999.0					0
"8665-6101  "	"3-24165228"	60.804788	35.559724					-9999.0	-9999.0					0
"8665-9102  "	"7-25318723"	60.964641	35.605903					-9999.0	-9999.0					0
"8665-12705 "	"3-23689301"	60.884039	35.724328					-9999.0	-9999.0					0
"8042-6101  "	"27-1340"	60.58609	35.7419					-9999.0	-9999.0					0
"8042-9102  "	"27-1345"	61.11389	36.29443					-9999.0	-9999.0					0
"8665-12702 "	"3-24641178"	60.100721	35.800575					-9999.0	-9999.0					0
